energy_ev,total_up,Ru_p_up,Ru_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,1.94886585,1.18700791,0.90406074,0.33767272,0.01092773,0.75762476,0.00000000
-5.99399700,1.89414172,1.13815162,0.88556465,0.32636575,0.01046865,0.73731277,0.00000000
-5.98799400,1.83492550,1.08699024,0.86509081,0.31426561,0.01001259,0.71494396,0.00000000
-5.98199100,1.77217433,1.03403838,0.84309414,0.30156217,0.00956168,0.69092354,0.00000000
-5.97598799,1.70696629,0.97985633,0.82009550,0.28846525,0.00911862,0.66570337,0.00000000
-5.96998499,1.64047546,0.92503873,0.79666937,0.27520009,0.00868672,0.63977030,0.00000000
-5.96398199,1.57394278,0.87020129,0.77342916,0.26200213,0.00826991,0.61363304,0.00000000
-5.95797899,1.50864388,0.81596620,0.75101079,0.24911144,0.00787274,0.58780811,0.00000000
-5.95197599,1.44585553,0.76294710,0.73005518,0.23676707,0.00750030,0.56280564,0.00000000
-5.94597299,1.38682216,0.71173424,0.71119059,0.22520151,0.00715814,0.53911554,0.00000000
-5.93996998,1.33272403,0.66288066,0.69501554,0.21463551,0.00685217,0.51719469,0.00000000
-5.93396698,1.28464833,0.61688986,0.68208302,0.20527356,0.00658852,0.49745556,0.00000000
-5.92796398,1.24356437,0.57420564,0.67288666,0.19730003,0.00637338,0.48025687,0.00000000
-5.92196098,1.21030358,0.53520431,0.66784936,0.19087616,0.00621289,0.46589643,0.00000000
-5.91595798,1.18554508,0.50018952,0.66731460,0.18613791,0.00611294,0.45460633,0.00000000
-5.90995498,1.16980669,0.46938977,0.67154082,0.18319478,0.00607904,0.44655070,0.00000000
-5.90395198,1.16344166,0.44295837,0.68069871,0.18212937,0.00611616,0.44182568,0.00000000
-5.89794897,1.16664026,0.42097574,0.69487127,0.18299768,0.00622861,0.44046168,0.00000000
-5.89194597,1.17943605,0.40345358,0.71405646,0.18583006,0.00641987,0.44242735,0.00000000
-5.88594297,1.20171557,0.39034051,0.73817187,0.19063254,0.00669250,0.44763519,0.00000000
-5.87993997,1.23323082,0.38152879,0.76706112,0.19738855,0.00704800,0.45594807,0.00000000
-5.87393697,1.27361325,0.37686154,0.80050119,0.20606064,0.00748672,0.46718640,0.00000000
-5.86793397,1.32238855,0.37614016,0.83821043,0.21659229,0.00800777,0.48113555,0.00000000
-5.86193097,1.37899102,0.37913140,0.87985650,0.22890954,0.00860897,0.49755294,0.00000000
-5.85592796,1.44277706,0.38557399,0.92506396,0.24292232,0.00928673,0.51617461,0.00000000
-5.84992496,1.51303698,0.39518436,0.97342099,0.25852559,0.01003613,0.53672091,0.00000000
-5.84392196,1.58900492,0.40766159,1.02448520,0.27560007,0.01085078,0.55890122,0.00000000
-5.83791896,1.66986667,0.42269139,1.07778827,0.29401271,0.01172295,0.58241755,0.00000000
-5.83191596,1.75476559,0.43994913,1.13283947,0.31361692,0.01264356,0.60696701,0.00000000
-5.82591296,1.84280689,0.45910231,1.18912832,0.33425260,0.01360231,0.63224344,0.00000000
-5.81990995,1.93306089,0.47981230,1.24612649,0.35574620,0.01458776,0.65793817,0.00000000
-5.81390695,2.02456581,0.50173587,1.30328945,0.37791082,0.01558754,0.68374033,0.00000000
-5.80790395,2.11633093,0.52452655,1.36005824,0.40054660,0.01658853,0.70933702,0.00000000
-5.80190095,2.20734087,0.54783619,1.41586175,0.42344144,0.01757710,0.73441362,0.00000000
-5.79589795,2.29656172,0.57131681,1.47012007,0.44637230,0.01853941,0.75865457,0.00000000
-5.78989495,2.38294952,0.59462302,1.52224910,0.46910705,0.01946168,0.78174495,0.00000000
-5.78389195,2.46546184,0.61741498,1.57166695,0.49140708,0.02033056,0.80337312,0.00000000
-5.77788894,2.54307232,0.63936207,1.61780207,0.51303057,0.02113340,0.82323447,0.00000000
-5.77188594,2.61478848,0.66014728,1.66010332,0.53373654,0.02185864,0.84103645,0.00000000
-5.76588294,2.67967235,0.67947209,1.69805171,0.55328948,0.02249611,0.85650474,0.00000000
-5.75987994,2.73686346,0.69706189,1.73117362,0.57146456,0.02303735,0.86939049,0.00000000
-5.75387694,2.78560336,0.71267163,1.75905498,0.58805322,0.02347585,0.87947827,0.00000000
-5.74787394,2.82526067,0.72609159,1.78135583,0.60286886,0.02380727,0.88659441,0.00000000
-5.74187094,2.85535558,0.73715295,1.79782464,0.61575260,0.02402966,0.89061533,0.00000000
-5.73586793,2.87558233,0.74573292,1.80831152,0.62657861,0.02414348,0.89147533,0.00000000
-5.72986493,2.88582858,0.75175928,1.81277957,0.63525890,0.02415172,0.88917333,0.00000000
-5.72386193,2.88619027,0.75521386,1.81131363,0.64174729,0.02405981,0.88377811,0.00000000
-5.71785893,2.87698090,0.75613508,1.80412564,0.64604223,0.02387552,0.87543165,0.00000000
-5.71185593,2.85873422,0.75461900,1.79155608,0.64818840,0.02360879,0.86435002,0.00000000
-5.70585293,2.83219964,0.75081902,1.77407108,0.64827679,0.02327148,0.85082180,0.00000000
-5.69984992,2.79833010,0.74494393,1.75225487,0.64644323,0.02287707,0.83520367,0.00000000
-5.69384692,2.75826216,0.73725447,1.72679761,0.64286532,0.02244030,0.81791330,0.00000000
-5.68784392,2.71328877,0.72805814,1.69847878,0.63775779,0.02197674,0.79941956,0.00000000
-5.68184092,2.66482540,0.71770256,1.66814662,0.63136636,0.02150242,0.78023035,0.00000000
-5.67583792,2.61437056,0.70656734,1.63669419,0.62396043,0.02103334,0.76087855,0.00000000
-5.66983492,2.56346203,0.69505470,1.60503300,0.61582462,0.02058505,0.74190639,0.00000000
-5.66383192,2.51363052,0.68357909,1.57406521,0.60724979,0.02017221,0.72384896,0.00000000
-5.65782891,2.46635239,0.67255599,1.54465549,0.59852359,0.01980818,0.70721757,0.00000000
-5.65182591,2.42300362,0.66239037,1.51760385,0.58992127,0.01950467,0.69248343,0.00000000
-5.64582291,2.38481667,0.65346500,1.49362053,0.58169683,0.01927140,0.68006257,0.00000000
-5.63981991,2.35284240,0.64612923,1.47330427,0.57407533,0.01911586,0.67030248,0.00000000
-5.63381691,2.32791848,0.64068838,1.45712477,0.56724632,0.01904316,0.66347113,0.00000000
-5.62781391,2.31064594,0.63739442,1.44541041,0.56135907,0.01905585,0.65974872,0.00000000
