energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.64582291,2.14566128,0.29107550,0.31027052,0.05405199,0.02138829,0.07644403,0.71795833,0.10424053,0.71565721
-5.63981991,2.17966893,0.28433861,0.32317805,0.05392196,0.02107292,0.08238694,0.74646701,0.10620704,0.70432043
-5.63381691,2.23509404,0.27937826,0.34042158,0.05392711,0.02092335,0.08951997,0.78435516,0.10970487,0.69720566
-5.62781391,2.31194879,0.27618474,0.36202875,0.05409699,0.02093572,0.09784484,0.83162752,0.11472737,0.69427748
-5.62181091,2.41005530,0.27475599,0.38796717,0.05446152,0.02110481,0.10734281,0.88817842,0.12125744,0.69550609
-5.61580790,2.52899333,0.27509117,0.41813692,0.05504923,0.02142395,0.11797240,0.95377270,0.12926534,0.70085081
-5.60980490,2.66805002,0.27718402,0.45236382,0.05588548,0.02188514,0.12966759,1.02802795,0.13870639,0.71024318
-5.60380190,2.82617550,0.28101615,0.49039372,0.05699076,0.02247914,0.14233647,1.11039957,0.14951907,0.72357095
-5.59779890,3.00194794,0.28655111,0.53188858,0.05837907,0.02319573,0.15586058,1.20016983,0.16162349,0.74066392
-5.59179590,3.19355155,0.29372939,0.57642486,0.06005657,0.02402406,0.17009490,1.29644247,0.17492058,0.76128267
-5.58579290,3.39877063,0.30246491,0.62349461,0.06202053,0.02495319,0.18486891,1.39814368,0.18929214,0.78511097
-5.57978989,3.61500167,0.31264330,0.67250981,0.06425864,0.02597278,0.19998842,1.50403061,0.20460197,0.81175261
-5.57378689,3.83928526,0.32412206,0.72281002,0.06674881,0.02707389,0.21523847,1.61270767,0.22069806,0.84073293
-5.56778389,4.06835789,0.33673298,0.77367357,0.06945931,0.02824996,0.23038720,1.72265103,0.23741606,0.87150531
-5.56178089,4.29872327,0.35028645,0.82433211,0.07234945,0.02949793,0.24519060,1.83224074,0.25458390,0.90346241
-5.55577789,4.52674109,0.36457789,0.87398822,0.07537070,0.03081936,0.25939808,1.93979995,0.27202750,0.93595182
-5.54977489,4.74873050,0.37939578,0.92183560,0.07846819,0.03222170,0.27275860,2.04363994,0.28957737,0.96829544
-5.54377189,4.96108435,0.39453110,0.96708114,0.08158255,0.03371945,0.28502731,2.14210934,0.30707598,0.99981173
-5.53776888,5.16038937,0.40978759,1.00896809,0.08465206,0.03533528,0.29597225,2.23364566,0.32438535,1.02983977
-5.53176588,5.34354716,0.42499239,1.04679925,0.08761490,0.03710102,0.30538110,2.31682693,0.34139478,1.05776401
-5.52576288,5.50788998,0.44000649,1.07995936,0.09041154,0.03905837,0.31306743,2.39042104,0.35802804,1.08303837
-5.51975988,5.65128587,0.45473421,1.10793541,0.09298707,0.04125935,0.31887638,2.45343043,0.37424973,1.10520850
-5.51375688,5.77222729,0.46913129,1.13033417,0.09529336,0.04376638,0.32268944,2.50512996,0.39007037,1.12393102
-5.50775388,5.86989843,0.48321097,1.14689577,0.09729094,0.04665188,0.32442817,2.54509577,0.40554971,1.13898867
-5.50175088,5.94421703,0.49704736,1.15750275,0.09895065,0.04999740,0.32405659,2.57322343,0.42079803,1.15030047
-5.49574787,5.99584757,0.51077610,1.16218404,0.10025467,0.05389218,0.32158219,2.58973430,0.43597496,1.15792625
-5.48974487,6.02618403,0.52459151,1.16111349,0.10119727,0.05843119,0.31705561,2.59516919,0.45128585,1.16206518
-5.48374187,6.03730200,0.53874064,1.15460298,0.10178489,0.06371251,0.31056880,2.59036936,0.46697541,1.16304816
-5.47773887,6.03188101,0.55351378,1.14309026,0.10203579,0.06983421,0.30225187,2.57644523,0.48331880,1.16132439
-5.47173587,6.01309993,0.56923193,1.12712206,0.10197913,0.07689074,0.29226881,2.55473396,0.50061027,1.15744242
-5.46573287,5.98450917,0.58623160,1.10733315,0.10165363,0.08496884,0.28081215,2.52674755,0.51914985,1.15202663
-5.45972986,5.94988506,0.60484730,1.08442221,0.10110584,0.09414322,0.26809690,2.49411364,0.53922831,1.14575007
-5.45372686,5.91307234,0.62539262,1.05912567,0.10038808,0.10447197,0.25435391,2.45851136,0.56111125,1.13930483
-5.44772386,5.87782171,0.64814071,1.03219061,0.09955616,0.11599207,0.23982312,2.42160526,0.58502275,1.13337122
-5.44172086,5.84762965,0.67330487,1.00434788,0.09866707,0.12871509,0.22474676,2.38498000,0.61112961,1.12858735
-5.43571786,5.82558748,0.70102053,0.97628670,0.09777655,0.14262324,0.20936285,2.35007879,0.63952672,1.12552012
-5.42971486,5.81424671,0.73132932,0.94863170,0.09693694,0.15766619,0.19389926,2.31814823,0.67022453,1.12463930
-5.42371186,5.81550661,0.76416624,0.92192339,0.09619507,0.17375863,0.17856851,2.29019193,0.70313925,1.12629564
-5.41770885,5.83052928,0.79935075,0.89660280,0.09559060,0.19077899,0.16356336,2.26693499,0.73808654,1.13070402
-5.41170585,5.85968603,0.83658244,0.87300084,0.09515459,0.20856933,0.14905342,2.24880065,0.77477910,1.13793251
-5.40570285,5.90253738,0.87544168,0.85133259,0.09490851,0.22693669,0.13518280,2.23590011,0.81282859,1.14789759
-5.39969985,5.95784789,0.91539558,0.83169668,0.09486375,0.24565584,0.12206873,2.22803569,0.85175206,1.16036592
-5.39369685,6.02363462,0.95580919,0.81407945,0.09502139,0.26447352,0.10980116,2.22471708,0.89098282,1.17496238
-5.38769385,6.09724736,0.99596168,0.79836358,0.09537252,0.28311414,0.09844330,2.22518953,0.92988537,1.19118406
-5.38169085,6.17547654,1.03506702,0.78434053,0.09589884,0.30128671,0.08803289,2.22847271,0.96777420,1.20841947
-5.37568784,6.25468414,1.07229827,0.77172610,0.09657361,0.31869288,0.07858415,2.23340811,1.00393538,1.22597205
-5.36968484,6.33095130,1.10681473,0.76017820,0.09736282,0.33503578,0.07009028,2.23871273,1.03765039,1.24308705
-5.36368184,6.40023625,1.13779050,0.74931601,0.09822659,0.35002933,0.06252621,2.24303665,1.06822101,1.25898029
-5.35767884,6.45853538,1.16444355,0.73873951,0.09912069,0.36340757,0.05585169,2.24502164,1.09499422,1.27286782
-5.35167584,6.50204048,1.18606383,0.72804865,0.09999810,0.37493371,0.05001435,2.24335847,1.11738604,1.28399510
-5.34567284,6.52728552,1.20203913,0.71686124,0.10081060,0.38440840,0.04495280,2.23684032,1.13490309,1.29166443
-5.33966983,6.53127687,1.21187782,0.70482894,0.10151030,0.39167688,0.04059953,2.22441023,1.14716098,1.29525971
-5.33366683,6.51160213,1.21522714,0.69165083,0.10205110,0.39663454,0.03688357,2.20520083,1.15389860,1.29426748
-5.32766383,6.46651343,1.21188653,0.67708413,0.10239003,0.39923081,0.03373294,2.17856502,1.15498763,1.28829366
-5.32166083,6.39498287,1.20181535,0.66095182,0.10248843,0.39947095,0.03107666,2.14409663,1.15043685,1.27707533
-5.31565783,6.29672885,1.18513485,0.64314717,0.10231302,0.39741575,0.02884650,2.10164101,1.14039108,1.26048758
-5.30965483,6.17221357,1.16212433,0.62363521,0.10183675,0.39317918,0.02697831,2.05129535,1.12512473,1.23854518
-5.30365183,6.02261317,1.13321189,0.60245131,0.10103952,0.38692394,0.02541308,1.99339965,1.10503044,1.21139939
-5.29764882,5.84976341,1.09896031,0.57969728,0.09990868,0.37885526,0.02409757,1.92851913,1.08060331,1.17933038
-5.29164582,5.65608438,1.06004895,0.55553526,0.09843938,0.36921322,0.02298479,1.85741954,1.05242153,1.14273579
-5.28564282,5.44448881,1.01725237,0.53017999,0.09663477,0.35826383,0.02203411,1.78103683,1.02112438,1.10211605
-5.27963982,5.21827858,0.97141699,0.50388979,0.09450595,0.34628953,0.02121120,1.70044284,0.98738866,1.05805738
-5.27363682,4.98103464,0.92343660,0.47695679,0.09207178,0.33357933,0.02048778,1.61680878,0.95190469,1.01121316
-5.26763382,4.73650498,0.87422800,0.44969679,0.08935857,0.32041917,0.01984129,1.53136802,0.91535288,0.96228451
-5.26163082,4.48849526,0.82470745,0.42243928,0.08639943,0.30708291,0.01925433,1.44537977,0.87838209,0.91200074
-5.25562781,4.24076587,0.77576894,0.39551772,0.08323364,0.29382429,0.01871417,1.36009484,0.84159045,0.86110041
-5.24962481,3.99693872,0.72826487,0.36926053,0.07990572,0.28087021,0.01821215,1.27672452,0.80550953,0.81031347
-5.24362181,3.76041603,0.68298943,0.34398290,0.07646442,0.26841552,0.01774304,1.19641330,0.77059232,0.76034499
-5.23761881,3.53431260,0.64066522,0.31997957,0.07296149,0.25661949,0.01730441,1.12021591,0.73720530,0.71186064
-5.23161581,3.32140229,0.60193285,0.29751862,0.06945046,0.24560401,0.01689611,1.04907883,0.70562475,0.66547427
-5.22561281,3.12407857,0.56734361,0.27683627,0.06598522,0.23545342,0.01651962,0.98382613,0.67603707,0.62173756
-5.21960980,2.94432836,0.53735480,0.25813272,0.06261864,0.22621587,0.01617758,0.92514946,0.64854275,0.58113175
-5.21360680,2.78371798,0.51232751,0.24156892,0.05940111,0.21790600,0.01587328,0.87360182,0.62316360,0.54406141
-5.20760380,2.64338957,0.49252623,0.22726421,0.05637915,0.21050867,0.01561023,0.82959441,0.59985242,0.51085004
-5.20160080,2.52406631,0.47812003,0.21529477,0.05359414,0.20398351,0.01539183,0.79339620,0.57850461,0.48173741
-5.19559780,2.42606448,0.46918470,0.20569288,0.05108107,0.19826987,0.01522100,0.76513568,0.55897067,0.45687849
-5.18959480,2.34931101,0.46570568,0.19844683,0.04886755,0.19329195,0.01509995,0.74480418,0.54106918,0.43634375
-5.18359180,2.29336478,0.46758130,0.19350153,0.04697297,0.18896384,0.01502999,0.73226063,0.52459926,0.42012074
-5.17758879,2.25744087,0.47462631,0.19075987,0.04540794,0.18519420,0.01501136,0.72723724,0.50935217,0.40811687
-5.17158579,2.24043674,0.48657549,0.19008464,0.04417397,0.18189036,0.01504320,0.72934622,0.49512138,0.40016326
-5.16558279,2.24096020,0.50308753,0.19130131,0.04326342,0.17896178,0.01512351,0.73808725,0.48171082,0.39601969
-5.15957979,2.25735876,0.52374911,0.19420140,0.04265977,0.17632278,0.01524917,0.75285609,0.46894125,0.39538060
-5.15357679,2.28775082,0.54807959,0.19854670,0.04233816,0.17389442,0.01541607,0.77295410,0.45665444,0.39788199
-5.14757379,2.33005877,0.57553635,0.20407406,0.04226621,0.17160571,0.01561922,0.79759914,0.44471545,0.40310949
-5.14157079,2.38204448,0.60552115,0.21050103,0.04240503,0.16939415,0.01585295,0.82593792,0.43301317,0.41060721
-5.13556778,2.44134739,0.63738775,0.21753198,0.04271059,0.16720567,0.01611116,0.85705979,0.42145923,0.41988758
-5.12956478,2.50552549,0.67045082,0.22486478,0.04313507,0.16499427,0.01638751,0.89001228,0.40998590,0.43044184
-5.12356178,2.57209901,0.70399646,0.23219786,0.04362844,0.16272118,0.01667572,0.92381808,0.39854314,0.44175121
-5.11755878,2.63859656,0.73729407,0.23923734,0.04414009,0.16035410,0.01696988,0.95749347,0.38709520,0.45329837
-5.11155578,2.70260298,0.76960965,0.24570425,0.04462046,0.15786623,0.01726464,0.99006779,0.37561723,0.46457903
-5.10555278,2.76180803,0.80022019,0.25134136,0.04502253,0.15523546,0.01755551,1.02060356,0.36409211,0.47511335
-5.09954977,2.81405456,0.82842883,0.25591957,0.04530333,0.15244374,0.01783907,1.04821670,0.35250771,0.48445676
-5.09354677,2.85738482,0.85358028,0.25924350,0.04542517,0.14947652,0.01811311,1.07209628,0.34085481,0.49220995
-5.08754377,2.89008320,0.87507605,0.26115615,0.04535668,0.14632256,0.01837679,1.09152301,0.32912579,0.49802764
-5.08154077,2.91071388,0.89238888,0.26154237,0.04507362,0.14297377,0.01863069,1.10588589,0.31731393,0.50162573
-5.07553777,2.91815177,0.90507577,0.26033106,0.04455938,0.13942538,0.01887681,1.11469638,0.30541352,0.50278680
-5.06953477,2.91160545,0.91278908,0.25749598,0.04380524,0.13567606,0.01911856,1.11759940,0.29342040,0.50136350
-5.06353177,2.89063113,0.91528514,0.25305521,0.04281023,0.13172822,0.01936067,1.11438085,0.28133300,0.49727988
-5.05752876,2.85513676,0.91243004,0.24706921,0.04158088,0.12758822,0.01960906,1.10497117,0.26915358,0.49053052
-5.05152576,2.80537627,0.90420221,0.23963767,0.04013055,0.12326656,0.01987073,1.08944502,0.25688956,0.48117764
-5.04552276,2.74193412,0.89069173,0.23089531,0.03847863,0.11877795,0.02015366,1.06801684,0.24455469,0.46934620
-5.03951976,2.66570068,0.87209628,0.22100678,0.03664962,0.11414118,0.02046671,1.04103278,0.23217008,0.45521731
-5.03351676,2.57783976,0.84871393,0.21016099,0.03467192,0.10937889,0.02081960,1.00895920,0.21976477,0.43902023
-5.02751376,2.47974968,0.82093303,0.19856508,0.03257675,0.10451713,0.02122296,0.97236836,0.20737598,0.42102336
-5.02151076,2.37301953,0.78921964,0.18643833,0.03039692,0.09958474,0.02168847,0.93192191,0.19504885,0.40152449
-5.01550775,2.25938260,0.75410297,0.17400627,0.02816563,0.09461269,0.02222909,0.88835297,0.18283576,0.38084088
-5.00950475,2.14066896,0.71615952,0.16149520,0.02591549,0.08963323,0.02285945,0.84244747,0.17079527,0.35929944
-5.00350175,2.01875897,0.67599643,0.14912735,0.02367747,0.08467902,0.02359629,0.79502551,0.15899077,0.33722743
-4.99749875,1.89553951,0.63423482,0.13711682,0.02148011,0.07978233,0.02445901,0.74692351,0.14748884,0.31494404
-4.99149575,1.77286433,0.59149363,0.12566632,0.01934890,0.07497423,0.02547030,0.69897761,0.13635753,0.29275296
-4.98549275,1.65251968,0.54837460,0.11496488,0.01730576,0.07028385,0.02665676,0.65200883,0.12566462,0.27093631
-4.97948974,1.53619583,0.50544881,0.10518634,0.01536879,0.06573783,0.02804953,0.60681035,0.11547593,0.24974996
-4.97348674,1.42546499,0.46324523,0.09648867,0.01355212,0.06135984,0.02968484,0.56413699,0.10585382,0.22942017
-4.96748374,1.32176524,0.42224147,0.08901393,0.01186596,0.05717035,0.03160437,0.52469689,0.09685582,0.21014167
-4.96148074,1.22639034,0.38285691,0.08288873,0.01031675,0.05318644,0.03385550,0.48914528,0.08853360,0.19207701
-4.95547774,1.14048442,0.34544825,0.07822498,0.00890746,0.04942181,0.03649119,0.45808004,0.08093216,0.17535697
-4.94947474,1.06504062,0.31030735,0.07512081,0.00763795,0.04588693,0.03956956,0.43203855,0.07408924,0.16008191
-4.94347174,1.00090255,0.27766124,0.07366137,0.00650538,0.04258921,0.04315315,0.41149563,0.06803504,0.14632376
-4.93746873,0.94876737,0.24767398,0.07391940,0.00550471,0.03953332,0.04730766,0.39686179,0.06279206,0.13412850
-4.93146573,0.90918929,0.22045012,0.07595548,0.00462913,0.03672145,0.05210036,0.38848168,0.05837512,0.12351891
-4.92546273,0.88258253,0.19603934,0.07981770,0.00387053,0.03415361,0.05759796,0.38663200,0.05479150,0.11449722
-4.91945973,0.86922288,0.17444206,0.08554087,0.00321993,0.03182794,0.06386420,0.39151888,0.05204105,0.10704784
-4.91345673,0.86924740,0.15561542,0.09314512,0.00266788,0.02974095,0.07095700,0.40327436,0.05011639,0.10113958
-4.90745373,0.88265191,0.13947966,0.10263407,0.00220477,0.02788765,0.07892538,0.42195201,0.04900306,0.09672773
-4.90145073,0.90928654,0.12592426,0.11399250,0.00182116,0.02626174,0.08780628,0.44752185,0.04867959,0.09375560
-4.89544772,0.94884965,0.11481394,0.12718385,0.00150797,0.02485567,0.09762127,0.47986476,0.04911762,0.09215575
-4.88944472,1.00088089,0.10599413,0.14214759,0.00125669,0.02366068,0.10837345,0.51876685,0.05028192,0.09185084
-4.88344172,1.06475436,0.09929588,0.15879674,0.00105948,0.02266683,0.12004464,0.56391431,0.05213045,0.09275416
-4.87743872,1.13967300,0.09454023,0.17701581,0.00090926,0.02186302,0.13259297,0.61488929,0.05461445,0.09477004
-4.87143572,1.22466547,0.09154188,0.19665927,0.00079976,0.02123708,0.14595110,0.67116756,0.05767869,0.09779416
-4.86543272,1.31858665,0.09011240,0.21755091,0.00072554,0.02077585,0.16002523,0.73211845,0.06126179,0.10171392
-4.85942971,1.42012297,0.09006280,0.23948422,0.00068199,0.02046539,0.17469492,0.79700773,0.06529677,0.10640890
-4.85342671,1.52780350,0.09120587,0.26222395,0.00066525,0.02029124,0.18981388,0.86500391,0.06971193,0.11175171
-4.84742371,1.64001738,0.09335806,0.28550900,0.00067227,0.02023883,0.20521178,0.93518821,0.07443189,0.11760906
-4.84142071,1.75503805,0.09634130,0.30905663,0.00070069,0.02029401,0.22069701,1.00656844,0.07937908,0.12384330
-4.83541771,1.87105412,0.09998459,0.33256799,0.00074886,0.02044363,0.23606048,1.07809666,0.08447547,0.13031433
-4.82941471,1.98620655,0.10412571,0.35573490,0.00081581,0.02067631,0.25108020,1.14869040,0.08964472,0.13688194
-4.82341171,2.09863126,0.10861284,0.37824770,0.00090120,0.02098328,0.26552661,1.21725689,0.09481449,0.14340851
-4.81740870,2.20650597,0.11330630,0.39980389,0.00100533,0.02135929,0.27916847,1.28271970,0.09991920,0.14976203
-4.81140570,2.30809976,0.11808039,0.42011738,0.00112917,0.02180357,0.29177907,1.34404683,0.10490278,0.15581921
-4.80540270,2.40182358,0.12282526,0.43892784,0.00127430,0.02232079,0.30314250,1.40027935,0.10972166,0.16146882
-4.79939970,2.48627974,0.12744873,0.45601000,0.00144299,0.02292208,0.31305984,1.45055939,0.11434774,0.16661482
-4.79339670,2.56030851,0.13187818,0.47118233,0.00163817,0.02362585,0.32135492,1.49415654,0.11877122,0.17117933
-4.78739370,2.62302954,0.13606216,0.48431479,0.00186349,0.02445861,0.32787942,1.53049134,0.12300328,0.17510531
-4.78139070,2.67387656,0.13997187,0.49533531,0.00212324,0.02545558,0.33251721,1.55915503,0.12707836,0.17835867
-4.77538769,2.71262344,0.14360226,0.50423460,0.00242243,0.02666112,0.33518769,1.57992452,0.13105598,0.18092979
-4.76938469,2.73940027,0.14697267,0.51106908,0.00276667,0.02812892,0.33584793,1.59277198,0.13502200,0.18283435
-4.76338169,2.75469851,0.15012697,0.51596163,0.00316216,0.02992181,0.33449372,1.59786838,0.13908916,0.18411335
-4.75737869,2.75936435,0.15313307,0.51910012,0.00361556,0.03211137,0.33115936,1.59558070,0.14339670,0.18483232
-4.75137569,2.75458022,0.15608163,0.52073356,0.00413385,0.03477705,0.32591624,1.58646292,0.14810920,0.18507963
-4.74537269,2.74183451,0.15908420,0.52116587,0.00472413,0.03800490,0.31887032,1.57124060,0.15341433,0.18496398
-4.73936968,2.72288013,0.16227033,0.52074756,0.00539342,0.04188599,0.31015868,1.55078986,0.15951951,0.18461111
-4.73336668,2.69968305,0.16578412,0.51986524,0.00614834,0.04651419,0.29994512,1.52611105,0.16664757,0.18415973
-4.72736368,2.67436198,0.16977980,0.51892946,0.00699481,0.05198374,0.28841525,1.49829810,0.17503129,0.18375693
-4.72136068,2.64912117,0.17441674,0.51836115,0.00793772,0.05838625,0.27577098,1.46850449,0.18490686,0.18355302
-4.71535768,2.62617829,0.17985377,0.51857707,0.00898052,0.06580745,0.26222493,1.43790694,0.19650648,0.18369613
-4.70935468,2.60768957,0.18624310,0.51997474,0.01012487,0.07432356,0.24799468,1.40766793,0.21005006,0.18432662
-4.70335168,2.59567477,0.19372385,0.52291747,0.01137024,0.08399753,0.23329724,1.37889856,0.22573640,0.18557157
-4.69734867,2.59194447,0.20241554,0.52771987,0.01271362,0.09487512,0.21834388,1.35262265,0.24373396,0.18753951
-4.69134567,2.59803228,0.21241168,0.53463463,0.01414918,0.10698108,0.20333541,1.32974366,0.26417150,0.19031558
-4.68534267,2.61513444,0.22377373,0.54384091,0.01566811,0.12031546,0.18845812,1.31101540,0.28712908,0.19395739
-4.67933967,2.64405927,0.23652574,0.55543496,0.01725845,0.13485036,0.17388038,1.29701768,0.31262966,0.19849170
-4.67333667,2.68518852,0.25064982,0.56942345,0.01890509,0.15052715,0.15975009,1.28813777,0.34063170,0.20391202
-4.66733367,2.73845257,0.26608283,0.58571987,0.02058993,0.16725447,0.14619285,1.28455846,0.37102329,0.21017749
-4.66133067,2.80332085,0.28271444,0.60414424,0.02229207,0.18490712,0.13331096,1.28625325,0.40361808,0.21721277
-4.65532766,2.87880831,0.30038677,0.62442645,0.02398820,0.20332595,0.12118320,1.29298889,0.43815344,0.22490945
-4.64932466,2.96349854,0.31889572,0.64621305,0.02565318,0.22231902,0.10986526,1.30433538,0.47429116,0.23312852
-4.64332166,3.05558303,0.33799416,0.66907755,0.02726060,0.24166396,0.09939086,1.31968313,0.51162091,0.24170422
