energy_ev,total_up,Cu_p_up,Cu_d_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up
-6.00000000,0.81161292,0.60046378,0.26958267,0.05121034,0.00000000,0.00260918,0.26617068
-5.99399700,0.78322536,0.58806126,0.25501847,0.05348088,0.00000000,0.00235902,0.26234966
-5.98799400,0.75775572,0.57758959,0.24155193,0.05571571,0.00000000,0.00213564,0.25917488
-5.98199100,0.73478280,0.56867660,0.22909309,0.05785776,0.00000000,0.00193669,0.25648662
-5.97598799,0.71386362,0.56091688,0.21754962,0.05985043,0.00000000,0.00175994,0.25411667
-5.96998499,0.69454989,0.55388814,0.20683045,0.06163929,0.00000000,0.00160332,0.25189496
-5.96398199,0.67640505,0.54716838,0.19684942,0.06317379,0.00000000,0.00146488,0.24965650
-5.95797899,0.65902135,0.54035304,0.18752897,0.06440898,0.00000000,0.00134278,0.24724860
-5.95197599,0.64203639,0.53307156,0.17880375,0.06530702,0.00000000,0.00123534,0.24453776
-5.94597299,0.62514857,0.52500258,0.17062415,0.06583861,0.00000000,0.00114103,0.24141634
-5.93996998,0.60813092,0.51588726,0.16295966,0.06598415,0.00000000,0.00105849,0.23780837
-5.93396698,0.59084289,0.50554023,0.15580191,0.06573454,0.00000000,0.00098657,0.23367461
-5.92796398,0.57323979,0.49385788,0.14916754,0.06509174,0.00000000,0.00092435,0.22901646
-5.92196098,0.55537962,0.48082364,0.14310060,0.06406893,0.00000000,0.00087117,0.22387878
-5.91595798,0.53742718,0.46651049,0.13767458,0.06269026,0.00000000,0.00082662,0.21835145
-5.90995498,0.51965553,0.45108044,0.13299401,0.06099042,0.00000000,0.00079059,0.21256975
-5.90395198,0.50244485,0.43478153,0.12919551,0.05901373,0.00000000,0.00076328,0.20671354
-5.89794897,0.48627877,0.41794244,0.12644840,0.05681306,0.00000000,0.00074516,0.20100542
-5.89194597,0.47173865,0.40096522,0.12495461,0.05444851,0.00000000,0.00073700,0.19570789
-5.88594297,0.45949576,0.38431654,0.12494815,0.05198601,0.00000000,0.00073987,0.19111966
-5.87993997,0.45030191,0.36851791,0.12669373,0.04949570,0.00000000,0.00075507,0.18757128
-5.87393697,0.44497846,0.35413520,0.13048487,0.04705041,0.00000000,0.00078416,0.18542020
-5.86793397,0.44440414,0.34176795,0.13664105,0.04472412,0.00000000,0.00082887,0.18504529
-5.86193097,0.44950167,0.33203867,0.14550421,0.04259046,0.00000000,0.00089109,0.18684092
-5.85592796,0.46122323,0.32558223,0.15743416,0.04072138,0.00000000,0.00097280,0.19121079
-5.84992496,0.48053486,0.32303561,0.17280318,0.03918590,0.00000000,0.00107602,0.19856122
-5.84392196,0.50839971,0.32502789,0.19198951,0.03804902,0.00000000,0.00120272,0.20929420
-5.83791896,0.54576006,0.33217043,0.21536985,0.03737075,0.00000000,0.00135473,0.22380004
-5.83191596,0.59351805,0.34504707,0.24331071,0.03720528,0.00000000,0.00153370,0.24244952
-5.82591296,0.65251515,0.36420433,0.27615892,0.03760029,0.00000000,0.00174095,0.26558580
-5.81990995,0.72351041,0.39014121,0.31423103,0.03859624,0.00000000,0.00197743,0.29351574
-5.81390695,0.80715753,0.42329870,0.35780215,0.04022583,0.00000000,0.00224360,0.32650109
-5.80790395,0.90398121,0.46404870,0.40709409,0.04251346,0.00000000,0.00253932,0.36474929
-5.80190095,1.01435308,0.51268263,0.46226334,0.04547472,0.00000000,0.00286382,0.40840428
-5.79589795,1.13846784,0.56939950,0.52338911,0.04911585,0.00000000,0.00321559,0.45753747
-5.78989495,1.27632032,0.63429402,0.59046193,0.05343330,0.00000000,0.00359237,0.51213916
-5.78389195,1.42768442,0.70734490,0.66337322,0.05841326,0.00000000,0.00399107,0.57211069
-5.77788894,1.59209482,0.78840384,0.74190624,0.06403121,0.00000000,0.00440784,0.63725778
-5.77188594,1.76883254,0.87718583,0.82572925,0.07025167,0.00000000,0.00483803,0.70728545
-5.76588294,1.95691557,0.97326144,0.91439095,0.07702790,0.00000000,0.00527628,0.78179485
-5.75987994,2.15509542,1.07605157,1.00731900,0.08430192,0.00000000,0.00571664,0.86028249
-5.75387694,2.36186066,1.18482565,1.10382193,0.09200459,0.00000000,0.00615263,0.94214217
-5.74787394,2.57544819,1.29870355,1.20309469,0.10005605,0.00000000,0.00657748,1.02666986
-5.74187094,2.79386278,1.41666208,1.30422813,0.10836635,0.00000000,0.00698421,1.11307182
-5.73586793,3.01490507,1.53754608,1.40622238,0.11683653,0.00000000,0.00736593,1.20047588
-5.72986493,3.23620802,1.66008462,1.50800418,0.12535982,0.00000000,0.00771595,1.28794601
-5.72386193,3.45528123,1.78291199,1.60844765,0.13382343,0.00000000,0.00802810,1.37449976
-5.71785893,3.66956232,1.90459344,1.70639832,0.14211041,0.00000000,0.00829686,1.45912845
-5.71185593,3.87647410,2.02365491,1.80069963,0.15010199,0.00000000,0.00851760,1.54081947
-5.70585293,4.07348592,2.13861620,1.89022115,0.15768004,0.00000000,0.00868674,1.61858011
-5.69984992,4.25817730,2.24802643,1.97388779,0.16472973,0.00000000,0.00880189,1.69146224
-5.69384692,4.42830172,2.35050069,2.05070875,0.17114229,0.00000000,0.00886200,1.75858701
-5.68784392,4.58184829,2.44475663,2.11980547,0.17681774,0.00000000,0.00886736,1.81916867
-5.68184092,4.71709909,2.52964950,2.18043726,0.18166748,0.00000000,0.00881969,1.87253672
-5.67583792,4.83267976,2.60420446,2.23202388,0.18561673,0.00000000,0.00872206,1.91815557
-5.66983492,4.92760165,2.66764475,2.27416393,0.18860662,0.00000000,0.00857886,1.95564088
-5.66383192,5.00129357,2.71941461,2.30664851,0.19059586,0.00000000,0.00839567,1.98477201
-5.65782891,5.05362184,2.75919608,2.32946943,0.19156195,0.00000000,0.00817910,2.00550009
-5.65182591,5.08489800,2.78691892,2.34282162,0.19150187,0.00000000,0.00793665,2.01795129
-5.64582291,5.09587351,2.80276331,2.34709970,0.19043219,0.00000000,0.00767647,2.02242530
-5.63981991,5.08772185,2.80715527,2.34288871,0.18838856,0.00000000,0.00740716,2.01938887
-5.63381691,5.06200855,2.80075492,2.33094936,0.18542473,0.00000000,0.00713755,2.00946475
-5.62781391,5.02065024,2.78443813,2.31219832,0.18161094,0.00000000,0.00687649,1.99341646
-5.62181091,4.96586435,2.75927234,2.28768427,0.17703192,0.00000000,0.00663259,1.97212923
-5.61580790,4.90011101,2.72648741,2.25856051,0.17178446,0.00000000,0.00641407,1.94658789
-5.60980490,4.82602935,2.68744254,2.22605511,0.16597474,0.00000000,0.00622857,1.91785236
-5.60380190,4.74637001,2.64359044,2.19143941,0.15971541,0.00000000,0.00608296,1.88703141
-5.59779890,4.66392612,2.59643997,2.15599600,0.15312265,0.00000000,0.00598324,1.85525559
-5.59179590,4.58146443,2.54751808,2.12098688,0.14631319,0.00000000,0.00593440,1.82364976
-5.58579290,4.50165850,2.49833241,2.08762277,0.13940150,0.00000000,0.00594036,1.79330611
-5.57978989,4.42702542,2.45033513,2.05703411,0.13249716,0.00000000,0.00600389,1.76525818
-5.57378689,4.35986720,2.40488899,2.03024452,0.12570248,0.00000000,0.00612658,1.74045628
-5.56778389,4.30221808,2.36323612,2.00814698,0.11911051,0.00000000,0.00630878,1.71974492
-5.56178089,4.25579830,2.32647000,1.99148334,0.11280336,0.00000000,0.00654964,1.70384251
-5.55577789,4.22197524,2.29551112,1.98082718,0.10685094,0.00000000,0.00684712,1.69332364
-5.54977489,4.20173206,2.27108656,1.97657047,0.10131007,0.00000000,0.00719797,1.68860440
-5.54377189,4.19564452,2.25371372,1.97891400,0.09622401,0.00000000,0.00759783,1.68993075
-5.53776888,4.20386615,2.24368844,1.98786189,0.09162234,0.00000000,0.00804126,1.69737045
-5.53176588,4.22612213,2.24107775,2.00322010,0.08752115,0.00000000,0.00852182,1.71080861
-5.52576288,4.26171208,2.24571735,2.02459920,0.08392361,0.00000000,0.00903218,1.72994725
-5.51975988,4.30952219,2.25721412,2.05142147,0.08082075,0.00000000,0.00956421,1.75430894
-5.51375688,4.36804674,2.27495371,2.08293225,0.07819247,0.00000000,0.01010913,1.78324483
-5.50775388,4.43541911,2.29811350,2.11821574,0.07600882,0.00000000,0.01065767,1.81594710
-5.50175088,4.50945236,2.32568071,2.15621499,0.07423133,0.00000000,0.01120022,1.85146582
-5.49574787,4.58768892,2.35647586,2.19575609,0.07281450,0.00000000,0.01172706,1.88873023
-5.48974487,4.66745893,2.38918118,2.23557606,0.07170747,0.00000000,0.01222855,1.92657399
-5.48374187,4.74594625,2.42237356,2.27435417,0.07085554,0.00000000,0.01269536,1.96376415
-5.47773887,4.82026078,2.45456153,2.31074589,0.07020191,0.00000000,0.01311868,1.99903310
-5.47173587,4.88751559,2.48422527,2.34341885,0.06968925,0.00000000,0.01349051,2.03111272
-5.46573287,4.94490656,2.50985876,2.37108963,0.06926135,0.00000000,0.01380385,2.05876982
-5.45972986,4.98979231,2.53001274,2.39256053,0.06886456,0.00000000,0.01405295,2.08084172
-5.45372686,5.01977182,2.54333706,2.40675494,0.06844920,0.00000000,0.01423348,2.09627067
-5.44772386,5.03275690,2.54862105,2.41275013,0.06797082,0.00000000,0.01434276,2.10413611
-5.44172086,5.02703681,2.54483035,2.40980618,0.06739128,0.00000000,0.01437986,2.10368319
-5.43571786,5.00133247,2.53113874,2.39738998,0.06667957,0.00000000,0.01434573,2.09434672
-5.42971486,4.95483794,2.50695370,2.37519312,0.06581252,0.00000000,0.01424325,2.07576926
-5.42371186,4.88724724,2.47193463,2.34314285,0.06477517,0.00000000,0.01407723,2.04781273
-5.41770885,4.79876517,2.42600281,2.30140572,0.06356097,0.00000000,0.01385438,2.01056284
-5.41170585,4.69010145,2.36934277,2.25038319,0.06217165,0.00000000,0.01358321,1.96432625
-5.40570285,4.56244823,2.30239482,2.19069971,0.06061691,0.00000000,0.01327384,1.90962026
-5.39969985,4.41744148,2.22583919,2.12318319,0.05891384,0.00000000,0.01293782,1.84715567
-5.39369685,4.25710790,2.14057226,2.04883884,0.05708612,0.00000000,0.01258789,1.77781326
-5.38769385,4.08379924,2.04767602,1.96881715,0.05516298,0.00000000,0.01223761,1.70261501
-5.38169085,3.90011675,1.94838202,1.88437732,0.05317812,0.00000000,0.01190109,1.62269111
-5.37568784,3.70882856,1.84403134,1.79684752,0.05116838,0.00000000,0.01159255,1.53924418
-5.36968484,3.51278353,1.73603233,1.70758358,0.04917237,0.00000000,0.01132601,1.45351211
-5.36368184,3.31482477,1.62581767,1.61792755,0.04722909,0.00000000,0.01111479,1.36673100
-5.35767884,3.11770616,1.51480276,1.52916796,0.04537651,0.00000000,0.01097119,1.28009957
-5.35167584,2.92401509,1.40434667,1.44250298,0.04365022,0.00000000,0.01090604,1.19474644
-5.34567284,2.73610411,1.29571744,1.35900806,0.04208219,0.00000000,0.01092834,1.11170133
-5.33966983,2.55603367,1.19006243,1.27960897,0.04069964,0.00000000,0.01104495,1.03187111
-5.33366683,2.38552787,1.08838499,1.20506117,0.03952408,0.00000000,0.01126024,0.95602146
-5.32766383,2.22594418,0.99152767,1.13593615,0.03857059,0.00000000,0.01157590,0.88476433
-5.32166083,2.07825762,0.90016226,1.07261474,0.03784724,0.00000000,0.01199075,0.81855162
-5.31565783,1.94305930,0.81478658,1.01528771,0.03735489,0.00000000,0.01250065,0.75767467
-5.30965483,1.82056855,0.73572754,0.96396301,0.03708709,0.00000000,0.01309848,0.70226935
-5.30365183,1.71065741,0.66314983,0.91847926,0.03703033,0.00000000,0.01377425,0.65232612
-5.29764882,1.61288576,0.59706943,0.87852457,0.03716453,0.00000000,0.01451525,0.60770441
-5.29164582,1.52654525,0.53737096,0.84365985,0.03746372,0.00000000,0.01530634,0.56815035
-5.28564282,1.45070960,0.48382780,0.81334532,0.03789692,0.00000000,0.01613029,0.53331703
-5.27963982,1.38428919,0.43612391,0.78696927,0.03842929,0.00000000,0.01696827,0.50278628
-5.27363682,1.32608746,0.39387645,0.76387768,0.03902329,0.00000000,0.01780033,0.47609118
-5.26763382,1.27485705,0.35665805,0.74340377,0.03964003,0.00000000,0.01860600,0.45273822
-5.26163082,1.22935349,0.32401816,0.72489614,0.04024065,0.00000000,0.01936487,0.43222851
-5.25562781,1.18838482,0.29550255,0.70774487,0.04078762,0.00000000,0.02005728,0.41407732
-5.24962481,1.15085552,0.27067068,0.69140444,0.04124614,0.00000000,0.02066492,0.39783134
