energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.67583792,0.88469520,0.67811225,0.00000000,0.00133809,0.01105635,0.29481588,0.10512190,0.00760573,0.66233253
-5.66983492,0.82047180,0.63432907,0.00000000,0.00114040,0.00981706,0.27456473,0.09718054,0.00670777,0.61574251
-5.66383192,0.75936482,0.59218413,0.00000000,0.00096572,0.00867666,0.25520963,0.08959527,0.00590080,0.57128072
-5.65782891,0.70142126,0.55172797,0.00000000,0.00081256,0.00763443,0.23676227,0.08238796,0.00517970,0.52898601
-5.65182591,0.64663084,0.51297678,0.00000000,0.00067929,0.00668829,0.21921914,0.07557111,0.00453861,0.48885709
-5.64582291,0.59493856,0.47592123,0.00000000,0.00056422,0.00583496,0.20256513,0.06914921,0.00397119,0.45086161
-5.63981991,0.54625700,0.44053484,0.00000000,0.00046562,0.00507021,0.18677717,0.06312021,0.00347091,0.41494520
-5.63381691,0.50047790,0.40678158,0.00000000,0.00038176,0.00438904,0.17182748,0.05747701,0.00303123,0.38103964
-5.62781391,0.45748222,0.37462222,0.00000000,0.00031098,0.00378590,0.15768651,0.05220877,0.00264574,0.34907015
-5.62181091,0.41714867,0.34401939,0.00000000,0.00025168,0.00325494,0.14432518,0.04730222,0.00230838,0.31896127
-5.61580790,0.37936034,0.31494117,0.00000000,0.00020238,0.00279015,0.13171674,0.04274268,0.00201347,0.29064146
-5.60980490,0.34400947,0.28736331,0.00000000,0.00016170,0.00238557,0.11983782,0.03851495,0.00175582,0.26404628
-5.60380190,0.31100057,0.26127007,0.00000000,0.00012839,0.00203545,0.10866913,0.03460399,0.00153075,0.23912031
-5.59779890,0.28025195,0.23665415,0.00000000,0.00010132,0.00173433,0.09819558,0.03099543,0.00133413,0.21581799
-5.59179590,0.25169618,0.21351571,0.00000000,0.00007949,0.00147721,0.08840610,0.02767591,0.00116234,0.19410358
-5.58579290,0.22527963,0.19186090,0.00000000,0.00006205,0.00125959,0.07929320,0.02463326,0.00101228,0.17395059
-5.57978989,0.20096159,0.17170023,0.00000000,0.00004824,0.00107757,0.07085243,0.02185665,0.00088130,0.15534087
-5.57378689,0.17871328,0.15304690,0.00000000,0.00003742,0.00092789,0.06308182,0.01933666,0.00076722,0.13826369
-5.56778389,0.15851705,0.13591553,0.00000000,0.00002905,0.00080799,0.05598146,0.01706527,0.00066825,0.12271502
-5.56178089,0.14036612,0.12032130,0.00000000,0.00002270,0.00071606,0.04955324,0.01503593,0.00058294,0.10869717
-5.55577789,0.12426483,0.10627977,0.00000000,0.00001801,0.00065106,0.04380082,0.01324365,0.00051018,0.09621904
-5.54977489,0.11022985,0.09380730,0.00000000,0.00001469,0.00061279,0.03872993,0.01168510,0.00044916,0.08529693
-5.54377189,0.09829202,0.08292227,0.00000000,0.00001253,0.00060193,0.03434893,0.01035880,0.00039932,0.07595593
-5.53776888,0.08849903,0.07364685,0.00000000,0.00001137,0.00062007,0.03066961,0.00926535,0.00036039,0.06823203
-5.53176588,0.08091871,0.06600933,0.00000000,0.00001110,0.00066979,0.02770825,0.00840773,0.00033229,0.06217455
-5.52576288,0.07564265,0.06004683,0.00000000,0.00001167,0.00075472,0.02548683,0.00779161,0.00031522,0.05784903
-5.51975988,0.07279011,0.05580814,0.00000000,0.00001306,0.00087954,0.02403432,0.00742567,0.00030959,0.05534015
-5.51375688,0.07251168,0.05335661,0.00000000,0.00001528,0.00105010,0.02338790,0.00732196,0.00031604,0.05475460
-5.50775388,0.07499253,0.05277266,0.00000000,0.00001838,0.00127338,0.02359415,0.00749612,0.00033545,0.05622363
-5.50175088,0.08045473,0.05415581,0.00000000,0.00002245,0.00155756,0.02470992,0.00796761,0.00036893,0.05990485
-5.49574787,0.08915841,0.05762590,0.00000000,0.00002759,0.00191196,0.02680290,0.00875977,0.00041780,0.06598328
-5.48974487,0.10140133,0.06332339,0.00000000,0.00003392,0.00234703,0.02995173,0.00989976,0.00048362,0.07467110
-5.48374187,0.11751646,0.07140832,0.00000000,0.00004160,0.00287426,0.03424552,0.01141828,0.00056813,0.08620606
-5.47773887,0.13786750,0.08205799,0.00000000,0.00005078,0.00350600,0.03978284,0.01334912,0.00067326,0.10084822
-5.47173587,0.16284178,0.09546309,0.00000000,0.00006163,0.00425531,0.04666989,0.01572849,0.00080105,0.11887495
-5.46573287,0.19284083,0.11182221,0.00000000,0.00007431,0.00513569,0.05501805,0.01859405,0.00095364,0.14057403
-5.45972986,0.22826820,0.13133491,0.00000000,0.00008902,0.00616079,0.06494062,0.02198373,0.00113321,0.16623484
-5.45372686,0.26951498,0.15419316,0.00000000,0.00010589,0.00734401,0.07654892,0.02593434,0.00134189,0.19613782
-5.44772386,0.31694306,0.18057158,0.00000000,0.00012508,0.00869810,0.08994772,0.03047995,0.00158168,0.23054230
-5.44172086,0.37086664,0.21061657,0.00000000,0.00014670,0.01023469,0.10523019,0.03565008,0.00185438,0.26967303
-5.43571786,0.43153256,0.24443481,0.00000000,0.00017083,0.01196379,0.12247243,0.04146781,0.00216148,0.31370581
-5.42971486,0.49910018,0.28208148,0.00000000,0.00019751,0.01389329,0.14172792,0.04794788,0.00250409,0.36275288
-5.42371186,0.57362155,0.32354878,0.00000000,0.00022674,0.01602847,0.16302199,0.05509472,0.00288279,0.41684841
-5.41770885,0.65502300,0.36875526,0.00000000,0.00025842,0.01837146,0.18634656,0.06290077,0.00329760,0.47593510
-5.41170585,0.74308895,0.41753662,0.00000000,0.00029243,0.02092091,0.21165557,0.07134485,0.00374787,0.53985237
-5.40570285,0.83744905,0.46963860,0.00000000,0.00032855,0.02367155,0.23886116,0.08039103,0.00423222,0.60832701
-5.39969985,0.93756957,0.52471238,0.00000000,0.00036649,0.02661403,0.26783101,0.08998777,0.00474849,0.68096686
-5.39369685,1.04274990,0.58231316,0.00000000,0.00040589,0.02973473,0.29838701,0.10006765,0.00529373,0.75725826
-5.38769385,1.15212468,0.64190221,0.00000000,0.00044633,0.03301579,0.33030533,0.11054764,0.00586418,0.83656764
-5.38169085,1.26467218,0.70285263,0.00000000,0.00048729,0.03643529,0.36331825,0.12132992,0.00645529,0.91814754
-5.37568784,1.37922885,0.76445888,0.00000000,0.00052822,0.03996754,0.39711752,0.13230340,0.00706184,1.00114726
-5.36968484,1.49451008,0.82595006,0.00000000,0.00056851,0.04358359,0.43135931,0.14334580,0.00767792,1.08462792
-5.36368184,1.60913653,0.88650647,0.00000000,0.00060752,0.04725178,0.46567076,0.15432624,0.00829714,1.16758161
-5.35767884,1.72166528,0.94527903,0.00000000,0.00064459,0.05093859,0.49965769,0.16510842,0.00891267,1.24895404
-5.35167584,1.83062479,1.00141095,0.00000000,0.00067908,0.05460941,0.53291336,0.17555405,0.00951746,1.32766991
-5.34567284,1.93455231,1.05406064,0.00000000,0.00071033,0.05822953,0.56502789,0.18552665,0.01010434,1.40266007
-5.33966983,2.03203222,1.10242514,0.00000000,0.00073778,0.06176512,0.59559806,0.19489535,0.01066621,1.47288938
-5.33366683,2.12173401,1.14576296,0.00000000,0.00076087,0.06518427,0.62423694,0.20353877,0.01119619,1.53738412
-5.32766383,2.20244802,1.18341544,0.00000000,0.00077917,0.06845796,0.65058316,0.21134856,0.01168778,1.59525795
-5.32166083,2.27311790,1.21482570,0.00000000,0.00079230,0.07156105,0.67430940,0.21823278,0.01213501,1.64573530
-5.31565783,2.33286825,1.23955435,0.00000000,0.00080002,0.07447318,0.69512975,0.22411865,0.01253254,1.68817127
-5.30965483,2.38102664,1.25729150,0.00000000,0.00080219,0.07717949,0.71280581,0.22895489,0.01287578,1.72206752
-5.30365183,2.41713926,1.26786436,0.00000000,0.00079881,0.07967134,0.72715137,0.23271331,0.01316097,1.74708336
-5.29764882,2.44097987,1.27124053,0.00000000,0.00078996,0.08194681,0.73803547,0.23538976,0.01338524,1.76304213
-5.29164582,2.45255193,1.26752674,0.00000000,0.00077590,0.08401098,0.74538406,0.23700440,0.01354663,1.76993258
-5.28564282,2.45208435,1.25696341,0.00000000,0.00075694,0.08587614,0.74918009,0.23760119,0.01364411,1.76790572
-5.27963982,2.44002125,1.23991539,0.00000000,0.00073355,0.08756174,0.74946238,0.23724680,0.01367758,1.75726734
-5.27363682,2.41700654,1.21685944,0.00000000,0.00070625,0.08909415,0.74632329,0.23602888,0.01364783,1.73846698
-5.26763382,2.38386419,1.18836912,0.00000000,0.00067565,0.09050615,0.73990544,0.23405381,0.01355653,1.71208383
-5.26163082,2.34157513,1.15509790,0.00000000,0.00064239,0.09183631,0.73039770,0.23144394,0.01340614,1.67881037
-5.25562781,2.29125170,1.11776101,0.00000000,0.00060717,0.09312803,0.71803051,0.22833453,0.01319987,1.63943448
-5.24962481,2.23411054,1.07711704,0.00000000,0.00057069,0.09442843,0.70307087,0.22487031,0.01294162,1.59482054
-5.24362181,2.17144466,1.03394962,0.00000000,0.00053366,0.09578696,0.68581688,0.22120190,0.01263594,1.54589014
-5.23761881,2.10459528,0.98904994,0.00000000,0.00049674,0.09725385,0.66659216,0.21748198,0.01228787,1.49360284
-5.23161581,2.03492399,0.94320024,0.00000000,0.00046058,0.09887836,0.64573998,0.21386152,0.01190297,1.43893731
-5.22561281,1.96378555,0.89715887,0.00000000,0.00042577,0.10070688,0.62361724,0.21048586,0.01148716,1.38287296
-5.21960980,1.89250155,0.85164680,0.00000000,0.00039283,0.10278095,0.60058829,0.20749091,0.01104666,1.32637224
-5.21360680,1.82233516,0.80733574,0.00000000,0.00036222,0.10513526,0.57701854,0.20499953,0.01058793,1.27036376
-5.20760380,1.75446713,0.76483790,0.00000000,0.00033433,0.10779568,0.55326794,0.20311799,0.01011754,1.21572603
-5.20160080,1.68997320,0.72469724,0.00000000,0.00030944,0.11077745,0.52968430,0.20193283,0.00964208,1.16327210
-5.19559780,1.62980329,0.68738217,0.00000000,0.00028777,0.11408364,0.50659666,0.20150807,0.00916809,1.11373501
-5.18959480,1.57476268,0.65327965,0.00000000,0.00026948,0.11770387,0.48430865,0.20188291,0.00870194,1.06775430
-5.18359180,1.52549568,0.62269058,0.00000000,0.00025461,0.12161365,0.46309217,0.20306999,0.00824977,1.02586378
-5.17758879,1.48247232,0.59582654,0.00000000,0.00024316,0.12577406,0.44318147,0.20505449,0.00781738,0.98848090
-5.17158579,1.44597867,0.57280790,0.00000000,0.00023505,0.13013220,0.42476798,0.20779382,0.00741021,0.95589798
-5.16558279,1.41611138,0.55366342,0.00000000,0.00023015,0.13462230,0.40799598,0.21121842,0.00703327,0.92827602
-5.15957979,1.39277697,0.53833139,0.00000000,0.00022826,0.13916744,0.39295958,0.21523331,0.00669111,0.90564115
-5.15357679,1.37569652,0.52666259,0.00000000,0.00022915,0.14368213,0.37970095,0.21972080,0.00638788,0.88788450
-5.14757379,1.36441588,0.51842508,0.00000000,0.00023256,0.14807536,0.36821024,0.22454400,0.00612733,0.87476561
-5.14157079,1.35832187,0.51331087,0.00000000,0.00023820,0.15225445,0.35842719,0.22955137,0.00591289,0.86591972
-5.13556778,1.35666399,0.51094473,0.00000000,0.00024576,0.15612914,0.35024441,0.23458199,0.00574782,0.86086899
-5.12956478,1.35858162,0.51089483,0.00000000,0.00025494,0.15961622,0.34351251,0.23947158,0.00563527,0.85903760
-5.12356178,1.36313579,0.51268518,0.00000000,0.00026545,0.16264413,0.33804678,0.24405895,0.00557852,0.85977036
-5.11755878,1.36934472,0.51580971,0.00000000,0.00027701,0.16515770,0.33363524,0.24819272,0.00558110,0.86235441
-5.11155578,1.37622186,0.51974737,0.00000000,0.00028938,0.16712250,0.33004788,0.25173805,0.00564699,0.86604333
-5.10555278,1.38281500,0.52397812,0.00000000,0.00030236,0.16852889,0.32704663,0.25458317,0.00578079,0.87008277
-5.09954977,1.38824505,0.52799899,0.00000000,0.00031582,0.16939538,0.32439572,0.25664527,0.00598790,0.87373659
-5.09354677,1.39174262,0.53133981,0.00000000,0.00032969,0.16977125,0.32187198,0.25787572,0.00627459,0.87631260
-5.08754377,1.39268102,0.53357790,0.00000000,0.00034396,0.16973821,0.31927467,0.25826422,0.00664811,0.87718668
-5.08154077,1.39060406,0.53435115,0.00000000,0.00035872,0.16941104,0.31643428,0.25784170,0.00711668,0.87582430
-5.07553777,1.38524735,0.53336895,0.00000000,0.00037416,0.16893706,0.31322020,0.25668187,0.00768941,0.87179848
-5.06953477,1.37655207,0.53042048,0.00000000,0.00039053,0.16849450,0.30954655,0.25490123,0.00837618,0.86480352
-5.06353177,1.36467034,0.52537995,0.00000000,0.00040819,0.16828958,0.30537623,0.25265751,0.00918733,0.85466361
-5.05752876,1.34996195,0.51820869,0.00000000,0.00042758,0.16855257,0.30072284,0.25014653,0.01013333,0.84133638
-5.05152576,1.33298223,0.50895384,0.00000000,0.00044922,0.16953259,0.29565037,0.24759758,0.01122437,0.82491083
-5.04552276,1.31446157,0.49774383,0.00000000,0.00047370,0.17149156,0.29027078,0.24526727,0.01246979,0.80560017
-5.03951976,1.29527719,0.48478078,0.00000000,0.00050164,0.17469712,0.28473945,0.24343219,0.01387751,0.78372967
-5.03351676,1.27641827,0.47033028,0.00000000,0.00053372,0.17941489,0.27924870,0.24238048,0.01545335,0.75972033
-5.02751376,1.25894569,0.45470892,0.00000000,0.00057059,0.18590013,0.27401974,0.24240252,0.01720040,0.73406903
-5.02151076,1.24394807,0.43827017,0.00000000,0.00061291,0.19438898,0.26929314,0.24378102,0.01911833,0.70732623
-5.01550775,1.23249560,0.42138927,0.00000000,0.00066128,0.20508956,0.26531849,0.24678088,0.02120279,0.68007205
-5.00950475,1.22559367,0.40444775,0.00000000,0.00071622,0.21817315,0.26234337,0.25163900,0.02344488,0.65289209
-5.00350175,1.22413800,0.38781826,0.00000000,0.00077815,0.23376563,0.26060218,0.25855442,0.02583069,0.62635373
-4.99749875,1.22887300,0.37185025,0.00000000,0.00084733,0.25193961,0.26030532,0.26767913,0.02834110,0.60098410
-4.99149575,1.24035513,0.35685717,0.00000000,0.00092388,0.27270740,0.26162890,0.27910986,0.03095165,0.57725045
-4.98549275,1.25892250,0.34310560,0.00000000,0.00100770,0.29601521,0.26470570,0.29288112,0.03363271,0.55554381
-4.97948974,1.28467219,0.33080656,0.00000000,0.00109851,0.32173882,0.26961736,0.30895988,0.03634977,0.53616622
-4.97348674,1.31744606,0.32010951,0.00000000,0.00119577,0.34968109,0.27638845,0.32724206,0.03906411,0.51932214
-4.96748374,1.35682570,0.31109889,0.00000000,0.00129873,0.37957142,0.28498241,0.34755113,0.04173351,0.50511410
-4.96148074,1.40213700,0.30379342,0.00000000,0.00140639,0.41106756,0.29529970,0.36963891,0.04431333,0.49354252
-4.95547774,1.45246409,0.29814796,0.00000000,0.00151753,0.44375976,0.30717825,0.39318884,0.04675763,0.48450961
-4.94947474,1.50667247,0.29405774,0.00000000,0.00163071,0.47717739,0.32039614,0.41782152,0.04902052,0.47782690
-4.94347174,1.56344045,0.29136479,0.00000000,0.00174431,0.51079803,0.33467666,0.44310274,0.05105755,0.47322596
-4.93746873,1.62129794,0.28986608,0.00000000,0.00185657,0.54405888,0.34969542,0.46855360,0.05282709,0.47037182
-4.93146573,1.67867130,0.28932302,0.00000000,0.00196561,0.57637014,0.36508948,0.49366269,0.05429172,0.46887819
-4.92546273,1.73393250,0.28947201,0.00000000,0.00206948,0.60713027,0.38046808,0.51789983,0.05541950,0.46832412
-4.91945973,1.78545107,0.29003543,0.00000000,0.00216624,0.63574233,0.39542466,0.54073103,0.05618509,0.46827111
-4.91345673,1.83164669,0.29073271,0.00000000,0.00225398,0.66163114,0.40954981,0.56163417,0.05657063,0.46828018
-4.90745373,1.87104064,0.29129113,0.00000000,0.00233092,0.68426048,0.42244458,0.58011481,0.05656640,0.46792816
-4.90145073,1.90230414,0.29145583,0.00000000,0.00239541,0.70314966,0.43373371,0.59572150,0.05617115,0.46682268
-4.89544772,1.92430174,0.29099883,0.00000000,0.00244604,0.71788895,0.44307828,0.60806009,0.05539220,0.46461538
-4.88944472,1.93612824,0.28972667,0.00000000,0.00248164,0.72815299,0.45018728,0.61680638,0.05424517,0.46101289
-4.88344172,1.93713766,0.28748655,0.00000000,0.00250135,0.73371186,0.45482771,0.62171663,0.05275345,0.45578540
-4.87743872,1.92696340,0.28417075,0.00000000,0.00250462,0.73443905,0.45683267,0.62263542,0.05094739,0.44877262
-4.87143572,1.90552885,0.27971932,0.00000000,0.00249127,0.73031627,0.45610734,0.61950073,0.04886335,0.43988703
-4.86543272,1.87304831,0.27412099,0.00000000,0.00246146,0.72143459,0.45263248,0.61234575,0.04654246,0.42911453
-4.85942971,1.83001837,0.26741236,0.00000000,0.00241568,0.70799211,0.44646540,0.60129763,0.04402935,0.41651276
-4.85342671,1.77720038,0.25967554,0.00000000,0.00235476,0.69028813,0.43773843,0.58657312,0.04137084,0.40220712
-4.84742371,1.71559499,0.25103441,0.00000000,0.00227984,0.66871411,0.42665499,0.56847137,0.03861456,0.38638500
-4.84142071,1.64641008,0.24164966,0.00000000,0.00219231,0.64374190,0.41348343,0.54736422,0.03580772,0.36928853
-4.83541771,1.57102343,0.23171292,0.00000000,0.00209378,0.61590969,0.39854905,0.52368451,0.03299591,0.35120630
-4.82941471,1.49094211,0.22144021,0.00000000,0.00198601,0.58580638,0.38222461,0.49791287,0.03022216,0.33246439
-4.82341171,1.40775996,0.21106503,0.00000000,0.00187089,0.55405491,0.36491968,0.47056366,0.02752604,0.31341720
-4.81740870,1.32311514,0.20083129,0.00000000,0.00175037,0.52129542,0.34706947,0.44217053,0.02494312,0.29443834
-4.81140570,1.23864914,0.19098634,0.00000000,0.00162637,0.48816867,0.32912338,0.41327241,0.02250448,0.27591210
-4.80540270,1.15596868,0.18177438,0.00000000,0.00150080,0.45530058,0.31153369,0.38440015,0.02023655,0.25822544
-4.79939970,1.07661164,0.17343027,0.00000000,0.00137544,0.42328808,0.29474497,0.35606458,0.01816104,0.24176098
-4.79339670,1.00201776,0.16617413,0.00000000,0.00125196,0.39268698,0.27918416,0.32874607,0.01629510,0.22689086
-4.78739370,0.93350467,0.16020650,0.00000000,0.00113185,0.36400196,0.26525181,0.30288607,0.01465156,0.21397162
-4.78139070,0.87224944,0.15570451,0.00000000,0.00101643,0.33767884,0.25331456,0.27888051,0.01323929,0.20333994
-4.77538769,0.81927548,0.15281865,0.00000000,0.00090682,0.31409928,0.24369880,0.25707537,0.01206364,0.19530921
-4.76938469,0.77544449,0.15167052,0.00000000,0.00080394,0.29357771,0.23668569,0.23776404,0.01112689,0.19016665
-4.76338169,0.74145292,0.15235127,0.00000000,0.00070852,0.27636035,0.23250739,0.22118660,0.01042864,0.18817093
-4.75737869,0.71783219,0.15492073,0.00000000,0.00062112,0.26262617,0.23134439,0.20753045,0.00996631,0.18954992
-4.75137569,0.70495192,0.15940723,0.00000000,0.00054214,0.25248930,0.23332388,0.19693238,0.00973539,0.19449858
-4.74537269,0.70302551,0.16580797,0.00000000,0.00047185,0.24600282,0.23851896,0.18948148,0.00972981,0.20317659
-4.73936968,0.71211709,0.17408986,0.00000000,0.00041045,0.24316339,0.24694867,0.18522269,0.00994207,0.21570590
-4.73336668,0.73214954,0.18419077,0.00000000,0.00035806,0.24391649,0.25857866,0.18416077,0.01036340,0.23216791
-4.72736368,0.76291276,0.19602114,0.00000000,0.00031480,0.24816205,0.27332240,0.18626434,0.01098373,0.25260045
-4.72136068,0.80407211,0.20946594,0.00000000,0.00028080,0.25576013,0.29104303,0.19146979,0.01179172,0.27699460
-4.71535768,0.85517658,0.22438682,0.00000000,0.00025626,0.26653649,0.31155572,0.19968496,0.01277461,0.30529155
-4.70935468,0.91566682,0.24062452,0.00000000,0.00024149,0.28028787,0.33463058,0.21079239,0.01391810,0.33737971
-4.70335168,0.98488302,0.25800152,0.00000000,0.00023693,0.29678703,0.35999619,0.22465216,0.01520624,0.37309231
-4.69734867,1.06207279,0.27632480,0.00000000,0.00024320,0.31578717,0.38734381,0.24110421,0.01662127,0.41220583
-4.69134567,1.14639931,0.29538886,0.00000000,0.00026110,0.33702608,0.41633227,0.25997027,0.01814357,0.45443941
-4.68534267,1.23694990,0.31497879,0.00000000,0.00029165,0.36022968,0.44659349,0.28105531,0.01975160,0.49945573
-4.67933967,1.33274539,0.33487357,0.00000000,0.00033613,0.38511518,0.47773886,0.30414877,0.02142198,0.54686327
-4.67333667,1.43275022,0.35484936,0.00000000,0.00039601,0.41139382,0.50936606,0.32902538,0.02312963,0.59622030
-4.66733367,1.53588359,0.37468288,0.00000000,0.00047302,0.43877311,0.54106654,0.35544597,0.02484806,0.64704057
-4.66133067,1.64103151,0.39415478,0.00000000,0.00056906,0.46695889,0.57243335,0.38315808,0.02654970,0.69880058
-4.65532766,1.74705965,0.41305288,0.00000000,0.00068625,0.49565687,0.60306906,0.41189659,0.02820640,0.75094837
-4.64932466,1.85282682,0.43117537,0.00000000,0.00082680,0.52457406,0.63259374,0.44138451,0.02978997,0.80291348
-4.64332166,1.95719883,0.44833362,0.00000000,0.00099299,0.55341990,0.66065249,0.47133377,0.03127285,0.85411784
