energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.74187094,8.64482778,0.02910389,1.14465546,1.40015864,0.53233748,0.05073786,3.59301377,5.14312357,1.97541149
-5.73586793,8.52907964,0.02823670,1.10991070,1.41128886,0.51963432,0.04711904,3.57032341,5.12906536,1.93798322
-5.72986493,8.42258339,0.02733215,1.07847661,1.42349503,0.50696646,0.04367538,3.54998454,5.11995058,1.90292917
-5.72386193,8.32546064,0.02639702,1.05040183,1.43642625,0.49449202,0.04042117,3.53200335,5.11509731,1.87037131
-5.71785893,8.23743721,0.02543819,1.02564334,1.44967264,0.48235539,0.03736704,3.51624293,5.11353667,1.84034165
-5.71185593,8.15789655,0.02446256,1.00407522,1.46277998,0.47068670,0.03452006,3.50244276,5.11405818,1.81279377
-5.70585293,8.08595076,0.02347708,0.98550039,1.47526680,0.45960222,0.03188382,3.49024579,5.11526680,1.78761816
-5.69984992,8.02052617,0.02248871,0.96966480,1.48664323,0.44920596,0.02945872,3.47923187,5.11564987,1.76466048
-5.69384692,7.96045930,0.02150444,0.95627333,1.49643097,0.43959205,0.02724226,3.46895618,5.11365075,1.74374183
-5.68784392,7.90459859,0.02053131,0.94500671,1.50418342,0.43084793,0.02522949,3.45899068,5.10774650,1.72467993
-5.68184092,7.85190674,0.01957646,0.93553878,1.50950530,0.42305804,0.02341338,3.44896631,5.09652584,1.70731010
-5.67583792,7.80155821,0.01864712,0.92755313,1.51207064,0.41630769,0.02178536,3.43861388,5.07876407,1.69150495
-5.66983492,7.75302661,0.01775065,0.92075868,1.51163858,0.41068693,0.02033573,3.42780092,5.05349133,1.67719162
-5.66383192,7.70615672,0.01689457,0.91490325,1.50806600,0.40629389,0.01905419,3.41656246,5.02005080,1.66436558
-5.65782891,7.66121671,0.01608651,0.90978469,1.50131652,0.40323748,0.01793018,3.40512346,4.97814402,1.65310015
-5.65182591,7.61892661,0.01533419,0.90525900,1.49146518,0.40163890,0.01695334,3.39391113,4.92786067,1.64355090
-5.64582291,7.58046036,0.01464537,0.90124510,1.47869866,0.40163190,0.01611375,3.38355582,4.86969101,1.63595460
-5.63981991,7.54741984,0.01402775,0.89772601,1.46331080,0.40336147,0.01540219,3.37487956,4.80451998,1.63062225
-5.63381691,7.52178063,0.01348879,0.89474637,1.44569350,0.40698084,0.01481030,3.36887213,4.73360266,1.62792651
-5.62781391,7.50581089,0.01303564,0.89240639,1.42632336,0.41264683,0.01433061,3.36665501,4.65852168,1.62828360
-5.62181091,7.50196603,0.01267482,0.89085261,1.40574439,0.42051357,0.01395658,3.36943447,4.58112838,1.63213051
-5.61580790,7.51276348,0.01241211,0.89026581,1.38454773,0.43072476,0.01368247,3.37844537,4.50346980,1.63989838
-5.60980490,7.54064314,0.01225224,0.89084670,1.36334888,0.44340496,0.01350321,3.39488834,4.42770492,1.65198326
-5.60380190,7.58782005,0.01219865,0.89280030,1.34276381,0.45865002,0.01341418,3.41986304,4.35601392,1.66871583
-5.59779890,7.65613695,0.01225330,0.89631957,1.32338462,0.47651744,0.01341102,3.45430094,4.29050454,1.69033143
-5.59179590,7.74692455,0.01241636,0.90156953,1.30575630,0.49701702,0.01348929,3.49890116,4.23312026,1.71694241
-5.58579290,7.86087765,0.01268608,0.90867248,1.29035529,0.52010251,0.01364430,3.55407298,4.18555473,1.74851427
-5.57978989,7.99795460,0.01305862,0.91769549,1.27757125,0.54566477,0.01387080,3.61988848,4.14917674,1.78484723
-5.57378689,8.15730694,0.01352794,0.92864070,1.26769271,0.57352708,0.01416281,3.69604847,4.12496969,1.82556474
-5.56778389,8.33724479,0.01408579,0.94143928,1.26089749,0.60344293,0.01451347,3.78186430,4.11348864,1.87010983
-5.56178089,8.53524153,0.01472174,0.95594937,1.25724843,0.63509691,0.01491490,3.87625736,4.11483735,1.91775025
-5.55577789,8.74797989,0.01542337,0.97195830,1.25669460,0.66810869,0.01535823,3.97777723,4.12866666,1.96759244
-5.54977489,8.97143874,0.01617639,0.98918906,1.25907808,0.70204023,0.01583362,4.08463862,4.15419434,2.01860428
-5.54377189,9.20101815,0.01696502,1.00731074,1.26414587,0.73640616,0.01633041,4.19477583,4.19024546,2.06964587
-5.53776888,9.43169752,0.01777232,1.02595244,1.27156645,0.77068699,0.01683728,4.30591283,4.23531133,2.11950705
-5.53176588,9.65821996,0.01858067,1.04471986,1.28094999,0.80434464,0.01734258,4.41564586,4.28762381,2.16695012
-5.52576288,9.87529406,0.01937221,1.06321372,1.29187105,0.83683961,0.01783459,4.52153475,4.34524101,2.21075572
-5.51975988,10.07780312,0.02012936,1.08104885,1.30389268,0.86764920,0.01830189,4.62119841,4.40613982,2.24976958
-5.51375688,10.26101112,0.02083541,1.09787287,1.31659029,0.89628565,0.01873374,4.71240984,4.46831018,2.28294791
-5.50775388,10.42075466,0.02147497,1.11338333,1.32957405,0.92231355,0.01912042,4.79318546,4.52984593,2.30939893
-5.50175088,10.55361057,0.02203447,1.12734230,1.34250849,0.94536545,0.01945359,4.86186434,4.58902729,2.32841845
-5.49574787,10.65703038,0.02250261,1.13958740,1.35512796,0.96515499,0.01972657,4.91717286,4.64439061,2.33951759
-5.48974487,10.72943426,0.02287067,1.15003869,1.36724732,0.98148676,0.01993456,4.95827138,4.69478145,2.34244121
-5.48374187,10.77025955,0.02313278,1.15870095,1.37876694,0.99426241,0.02007486,4.98478064,4.73938854,2.33717614
-5.47773887,10.77996157,0.02328609,1.16566120,1.38967195,1.00348271,0.02014686,4.99678628,4.77775701,2.32394871
-5.47173587,10.75996718,0.02333075,1.17108162,1.40002577,1.00924542,0.02015211,4.99482170,4.80978057,2.30321205
-5.46573287,10.71258415,0.02326986,1.17518839,1.40995839,1.01173918,0.02009415,4.97983036,4.83567380,2.27562382
-5.45972986,10.64087227,0.02310929,1.17825708,1.41965030,1.01123371,0.01997840,4.95310994,4.85592667,2.24201587
-5.45372686,10.54848411,0.02285736,1.18059569,1.42931318,1.00806706,0.01981183,4.91624193,4.87124485,2.20335756
-5.44772386,10.43948511,0.02252449,1.18252632,1.43916873,1.00263045,0.01960271,4.87101089,4.88247978,2.16071499
-5.44172086,10.31816366,0.02212277,1.18436674,1.44942710,0.99535183,0.01936027,4.81931826,4.89055336,2.11520837
-5.43571786,10.18884239,0.02166544,1.18641304,1.46026657,0.98667890,0.01909429,4.76309570,4.89638239,2.06796999
-5.42971486,10.05570116,0.02116644,1.18892453,1.47181579,0.97706262,0.01881476,4.70422316,4.90080753,2.02010497
-5.42371186,9.92262158,0.02063991,1.19211170,1.48413999,0.96694208,0.01853157,4.64445593,4.90453141,1.97265676
-5.41770885,9.79306081,0.02009972,1.19612815,1.49723211,0.95673152,0.01825422,4.58536469,4.90806979,1.92657904
-5.41170585,9.66996052,0.01955910,1.20106677,1.51100949,0.94681005,0.01799155,4.52829131,4.91171843,1.88271500
-5.40570285,9.55569416,0.01903025,1.20696043,1.52531643,0.93751445,0.01775163,4.47432218,4.91553757,1.84178469
-5.39969985,9.45205319,0.01852414,1.21378690,1.53993247,0.92913523,0.01754165,4.42427951,4.91935436,1.80438027
-5.39369685,9.36027005,0.01805031,1.22147754,1.55458577,0.92191600,0.01736795,4.37872985,4.92278262,1.77096879
-5.38769385,9.28107350,0.01761680,1.22992904,1.56897069,0.91605557,0.01723609,4.33800811,4.92525774,1.74190132
-5.38169085,9.21476976,0.01723014,1.23901709,1.58276827,0.91171263,0.01715101,4.30225405,4.92608399,1.71742706
-5.37568784,9.16134138,0.01689549,1.24861101,1.59566826,0.90901220,0.01711725,4.27145778,4.92449035,1.69771077
-5.36968484,9.12055483,0.01661672,1.25858810,1.60739090,0.90805308,0.01713919,4.24551022,4.91969074,1.68285158
-5.36368184,9.09206786,0.01639664,1.26884651,1.61770710,0.90891573,0.01722134,4.22425418,4.91094403,1.67290145
-5.35767884,9.07552761,0.01623724,1.27931569,1.62645536,0.91166954,0.01736865,4.20753206,4.89760985,1.66788151
-5.35167584,9.07065196,0.01613989,1.28996339,1.63355425,0.91637910,0.01758674,4.19522654,4.87919598,1.66779485
-5.34567284,9.07728798,0.01610564,1.30079891,1.63900946,0.92310859,0.01788216,4.18729106,4.85539447,1.67263474
-5.33966983,9.09544328,0.01613537,1.31187191,1.64291488,0.93192414,0.01826252,4.18376819,4.82610403,1.68238750
-5.33366683,9.12528834,0.01622999,1.32326722,1.64544752,0.94289375,0.01873661,4.18479450,4.79143747,1.69703006
-5.32766383,9.16713022,0.01639056,1.33509557,1.64685645,0.95608475,0.01931437,4.19059198,4.75171412,1.71652234
-5.32166083,9.22136004,0.01661838,1.34748119,1.64744660,0.97155903,0.02000679,4.20144669,4.70743796,1.74079525
-5.31565783,9.28837894,0.01691492,1.36054700,1.64755823,0.98936626,0.02082567,4.21767657,4.65926342,1.76973552
-5.30965483,9.36850830,0.01728181,1.37439844,1.64754352,1.00953562,0.02178330,4.23959096,4.60795137,1.80316865
-5.30365183,9.46189157,0.01772070,1.38910715,1.64774164,1.03206662,0.02289201,4.26744471,4.55431858,1.84084165
-5.29764882,9.56839527,0.01823303,1.40469565,1.64845399,1.05691962,0.02416358,4.30139053,4.49918412,1.88240719
-5.29164582,9.68751694,0.01881985,1.42112423,1.64992109,1.08400675,0.02560869,4.34143297,4.44331624,1.92741079
-5.28564282,9.81830714,0.01948152,1.43828089,1.65230253,1.11318392,0.02723613,4.38738725,4.38738335,1.97528224
-5.27963982,9.95931162,0.02021743,1.45597524,1.65566134,1.14424444,0.02905212,4.43884609,4.33191187,2.02533265
-5.27363682,10.10853851,0.02102568,1.47393684,1.65995345,1.17691473,0.03105957,4.49515675,4.27725363,2.07675758
-5.26763382,10.26345349,0.02190288,1.49181824,1.66502319,1.21085268,0.03325731,4.55541011,4.22356442,2.12864675
-5.26163082,10.42100429,0.02284383,1.50920261,1.67060469,1.24564862,0.03563951,4.61844266,4.17079480,2.18000010
-5.25562781,10.57767397,0.02384136,1.52561572,1.67632936,1.28082922,0.03819505,4.68285163,4.11869318,2.22974975
-5.24962481,10.72956060,0.02488626,1.54054151,1.68173875,1.31586422,0.04090716,4.74702251,4.06682073,2.27678691
-5.24362181,10.87247968,0.02596713,1.55344053,1.68630221,1.35017568,0.04375317,4.80916789,4.01457678,2.31999243
-5.23761881,11.00208419,0.02707053,1.56377029,1.68943810,1.38314967,0.04670441,4.86737557,3.96123293,2.35826968
-5.23161581,11.11399647,0.02818103,1.57100631,1.69053765,1.41414980,0.04972646,4.91966367,3.90597368,2.39057800
-5.22561281,11.20394567,0.02928153,1.57466295,1.68898998,1.44253224,0.05277953,4.96404027,3.84794110,2.41596517
-5.21960980,11.26790423,0.03035349,1.57431287,1.68420711,1.46766162,0.05581912,4.99856471,3.78628105,2.43359738
-5.21360680,11.30221744,0.03137742,1.56960423,1.67564778,1.48892737,0.05879694,5.02140801,3.72018859,2.44278527
-5.20760380,11.30372061,0.03233330,1.56027480,1.66283892,1.50575978,0.06166198,5.03090984,3.64895031,2.44300482
-5.20160080,11.26983902,0.03320117,1.54616257,1.64539393,1.51764541,0.06436184,5.02562976,3.57198167,2.43391243
-5.19559780,11.19866743,0.03396163,1.52721235,1.62302713,1.52414126,0.06684413,5.00439100,3.48885806,2.41535350
-5.18959480,11.08902639,0.03459648,1.50347825,1.59556380,1.52488715,0.06905804,4.96631517,3.39933835,2.38736448
-5.18359180,10.94049437,0.03508925,1.47512232,1.56294577,1.51961610,0.07095586,4.91084712,3.30338046,2.35016845
-5.17758879,10.75341549,0.03542574,1.44240941,1.52523249,1.50816231,0.07249452,4.83776918,3.20114889,2.30416481
-5.17158579,10.52888386,0.03559447,1.40569886,1.48259777,1.49046637,0.07363698,4.74720501,3.09301430,2.24991382
-5.16558279,10.26870633,0.03558710,1.36543358,1.43532279,1.46657776,0.07435355,4.63961319,2.97954588,2.18811679
-5.15957979,9.97534633,0.03539868,1.32212712,1.38378564,1.43665442,0.07462283,4.51577135,2.86149729,2.11959322
-5.15357679,9.65185171,0.03502785,1.27634950,1.32844830,1.40095948,0.07443258,4.37675180,2.73978722,2.04525576
-5.14757379,9.30177030,0.03447688,1.22871236,1.26984163,1.35985526,0.07378008,4.22389007,2.61547564,1.96608440
-5.14157079,8.92905651,0.03375161,1.17985416,1.20854902,1.31379479,0.07267233,4.05874754,2.48973699,1.88310062
-5.13556778,8.53797271,0.03286126,1.13042585,1.14518963,1.26331104,0.07112579,3.88306994,2.36383126,1.79734276
-5.12956478,8.13298874,0.03181814,1.08107752,1.08040155,1.20900439,0.06916590,3.69874315,2.23907419,1.70984315
-5.12356178,7.71868274,0.03063726,1.03244622,1.01482580,1.15152865,0.06682618,3.50774789,2.11680726,1.62160774
-5.11755878,7.29964590,0.02933588,0.98514521,0.94909137,1.09157612,0.06414720,3.31211489,1.99836842,1.53359858
-5.11155578,6.88039363,0.02793296,0.93975470,0.88380191,1.02986226,0.06117523,3.11388168,1.88506403,1.44671939
-5.10555278,6.46528493,0.02644864,0.89681392,0.81952424,0.96711040,0.05796080,2.91505251,1.77814254,1.36180426
-5.09954977,6.05845134,0.02490367,0.85681460,0.75677889,0.90403702,0.05455717,2.71756219,1.67877031,1.27960946
-5.09354677,5.66373647,0.02331886,0.82019555,0.69603290,0.84133802,0.05101875,2.52324475,1.58800968,1.20080796
-5.08754377,5.28464672,0.02171456,0.78733828,0.63769465,0.77967643,0.04739960,2.33380751,1.50679953,1.12598660
-5.08154077,4.92431317,0.02011023,0.75856342,0.58211088,0.71967182,0.04375201,2.15081079,1.43593865,1.05564535
-5.07553777,4.58546482,0.01852400,0.73412796,0.52956565,0.66189165,0.04012526,1.97565358,1.37607168,0.99019843
-5.06953477,4.27041253,0.01697237,0.71422306,0.48028109,0.60684476,0.03656454,1.80956483,1.32767823,0.92997691
-5.06353177,3.98104341,0.01546999,0.69897271,0.43441975,0.55497699,0.03311009,1.65360016,1.29106494,0.87523245
-5.05752876,3.71882467,0.01402946,0.68843311,0.39208823,0.50666892,0.02979665,1.50864356,1.26636098,0.82614198
-5.05152576,3.48481642,0.01266128,0.68259303,0.35334196,0.46223559,0.02665304,1.37541337,1.25351717,0.78281310
-5.04552276,3.27969238,0.01137384,0.68137538,0.31819078,0.42192801,0.02370205,1.25447187,1.25230875,0.74529011
-5.03951976,3.10376782,0.01017346,0.68464015,0.28660510,0.38593619,0.02096050,1.14623775,1.26234239,0.71356052
-5.03351676,2.95703357,0.00906453,0.69218904,0.25852243,0.35439345,0.01843953,1.05100056,1.28306724,0.68756215
-5.02751376,2.83919531,0.00804965,0.70377185,0.23385408,0.32738160,0.01614500,0.96893646,1.31379027,0.66719062
-5.02151076,2.74971701,0.00712983,0.71909485,0.21249176,0.30493676,0.01407803,0.90012446,1.35369577,0.65230739
-5.01550775,2.68786733,0.00630471,0.73783109,0.19431408,0.28705546,0.01223564,0.84456248,1.40186877,0.64274814
-5.00950475,2.65276797,0.00557273,0.75963246,0.17919257,0.27370072,0.01061140,0.80218263,1.45732176,0.63833156
-5.00350175,2.64344232,0.00493142,0.78414327,0.16699734,0.26480788,0.00919612,0.77286519,1.51902429,0.63886823
-4.99749875,2.65886313,0.00437756,0.81101495,0.15760211,0.26028997,0.00797855,0.75645089,1.58593421,0.64416953
-4.99149575,2.69799763,0.00390740,0.83992114,0.15088855,0.26004241,0.00694596,0.75275119,1.65702971,0.65405608
-4.98549275,2.75984833,0.00351682,0.87057255,0.14674996,0.26394692,0.00608479,0.76155627,1.73134062,0.66836561
-4.97948974,2.84348785,0.00320150,0.90273071,0.14509398,0.27187466,0.00538109,0.78264063,1.80797778,0.68695954
-4.97348674,2.94808628,0.00295703,0.93621977,0.14584461,0.28368834,0.00482098,0.81576632,1.88615886,0.70972811
-4.96748374,3.07292937,0.00277904,0.97093541,0.14894314,0.29924354,0.00439098,0.86068357,1.96522935,0.73659344
-4.96148074,3.21742634,0.00266324,1.00685019,0.15434819,0.31838919,0.00407824,0.91712918,2.04467737,0.76751020
-4.95547774,3.38110646,0.00260553,1.04401446,0.16203471,0.34096715,0.00387078,0.98482256,2.12414132,0.80246364
-4.94947474,3.56360374,0.00260198,1.08255253,0.17199207,0.36681118,0.00375753,1.06345977,2.20340954,0.84146463
-4.94347174,3.76462980,0.00264887,1.12265377,0.18422105,0.39574532,0.00372839,1.15270563,2.28241181,0.88454177
-4.93746873,3.98393563,0.00274270,1.16455861,0.19873000,0.42758176,0.00377419,1.25218446,2.36120245,0.93173074
-4.93146573,4.22126322,0.00288018,1.20853992,0.21553008,0.46211847,0.00388665,1.36146954,2.43993599,0.98306100
-4.92546273,4.47628936,0.00305815,1.25488026,0.23462990,0.49913666,0.00405827,1.48007200,2.51883597,1.03854053
-4.91945973,4.74856366,0.00327364,1.30384607,0.25602949,0.53839829,0.00428221,1.60742948,2.59815863,1.09813919
-4.91345673,5.03744428,0.00352376,1.35565987,0.27971401,0.57964381,0.00455213,1.74289532,2.67815315,1.16177154
-4.90745373,5.34203459,0.00380568,1.41047202,0.30564743,0.62259031,0.00486210,1.88572877,2.75902053,1.22928001
-4.90145073,5.66112455,0.00411661,1.46833342,0.33376626,0.66693029,0.00520641,2.03508707,2.84087342,1.30041962
-4.89544772,5.99314084,0.00445373,1.52917095,0.36397401,0.71233120,0.00557949,2.19002003,2.92369928,1.37484502
-4.88944472,6.33610911,0.00481417,1.59276692,0.39613625,0.75843599,0.00597580,2.34946784,3.00732894,1.45210111
-4.88344172,6.68763201,0.00519497,1.65874429,0.43007700,0.80486470,0.00638975,2.51226266,3.09141280,1.53161789
-4.87743872,7.04488551,0.00559304,1.72655851,0.46557637,0.85121723,0.00681567,2.67713463,3.17540620,1.61271043
-4.87143572,7.40463559,0.00600519,1.79549713,0.50236992,0.89707746,0.00724776,2.84272251,3.25856532,1.69458425
-4.86543272,7.76327614,0.00642803,1.86468760,0.54014981,0.94201848,0.00768016,3.00758925,3.33995410,1.77634655
-4.85942971,8.11688800,0.00685805,1.93311322,0.57856782,0.98560903,0.00810696,3.17024219,3.41846257,1.85702290
-4.85342671,8.46131787,0.00729160,1.99963714,0.61724030,1.02742100,0.00852229,3.32915769,3.49283568,1.93557922
-4.84742371,8.79227445,0.00772489,2.06303339,0.65575479,1.06703763,0.00892044,3.48280943,3.56171183,2.01094822
-4.84142071,9.10543834,0.00815403,2.12202389,0.69367835,1.10406232,0.00929595,3.62969945,3.62366915,2.08205918
-4.83541771,9.39658122,0.00857509,2.17531979,0.73056702,1.13812750,0.00964381,3.76839079,3.67727746,2.14787008
-4.82941471,9.66168892,0.00898413,2.22166529,0.76597627,1.16890341,0.00995956,3.89754031,3.72115329,2.20740037
-4.82341171,9.89708289,0.00937724,2.25988213,0.79947186,1.19610617,0.01023948,4.01593028,3.75401538,2.25976308
-4.81740870,10.09953415,0.00975066,2.28891231,0.83064060,1.21950487,0.01048070,4.12249713,3.77473755,2.30419457
-4.81140570,10.26636428,0.01010077,2.30785746,0.85910071,1.23892728,0.01068138,4.21635596,3.78239661,2.34008069
-4.80540270,10.39552845,0.01042424,2.31601250,0.88451109,1.25426385,0.01084084,4.29681958,3.77631251,2.36697780
-4.79939970,10.48567630,0.01071804,2.31289251,0.90657923,1.26546976,0.01095962,4.36341098,3.75607896,2.38462784
-4.79339670,10.53618796,0.01097957,2.29825109,0.92506747,1.27256494,0.01103957,4.41586867,3.72158287,2.39296671
-4.78739370,10.54718343,0.01120665,2.27208970,0.93979715,1.27563191,0.01108393,4.45414457,3.67301173,2.39212540
-4.78139070,10.51950518,0.01139766,2.23465758,0.95065084,1.27481164,0.01109730,4.47839461,3.61084876,2.38242416
-4.77538769,10.45467545,0.01155154,2.18644226,0.95757245,1.27029760,0.01108567,4.48896276,3.53585612,2.36435994
-4.76938469,10.35483071,0.01166786,2.12815142,0.96056538,1.26232830,0.01105636,4.48635944,3.44904733,2.33858781
-4.76338169,10.22263720,0.01174683,2.06068695,0.95968898,1.25117862,0.01101797,4.47123559,3.35165057,2.30589749
-4.75737869,10.06119236,0.01178934,1.98511284,0.95505367,1.23715064,0.01098026,4.44435419,3.24506464,2.26718619
-4.75137569,9.87391738,0.01179696,1.90261821,0.94681489,1.22056411,0.01095405,4.40656070,3.13081029,2.22342918
-4.74537269,9.66444646,0.01177194,1.81447760,0.93516660,1.20174725,0.01095112,4.35875433,3.01047917,2.17564946
-4.73936968,9.43651822,0.01171719,1.72201024,0.92033442,1.18102832,0.01098402,4.30186162,2.88568310,2.12488801
-4.73336668,9.19387418,0.01163623,1.62654006,0.90256899,1.15872817,0.01106590,4.23681364,2.75800591,2.07217595
-4.72736368,8.94016840,0.01153318,1.52935831,0.88213974,1.13515418,0.01121037,4.16452792,2.62896004,2.01850943
-4.72136068,8.67889153,0.01141264,1.43169005,0.85932943,1.11059577,0.01143126,4.08589556,2.49994958,1.96482841
-4.71535768,8.41331114,0.01127965,1.33466574,0.83442940,1.08532142,0.01174240,4.00177385,2.37224098,1.91199949
-4.70935468,8.14642910,0.01113960,1.23929877,0.80773586,1.05957726,0.01215741,3.91298389,2.24694209,1.86080334
-4.70335168,7.88095576,0.01099808,1.14646933,0.77954689,1.03358703,0.01268944,3.82031277,2.12498988,1.81192632
-4.69734867,7.61929930,0.01086077,1.05691467,0.75016031,1.00755315,0.01335088,3.72451915,2.00714632,1.76595621
-4.69134567,7.36356808,0.01073330,0.97122565,0.71987207,0.98165868,0.01415307,3.62634102,1.89400185,1.72338132
-4.68534267,7.11558315,0.01062110,0.88984891,0.68897498,0.95606971,0.01510599,3.52650448,1.78598525,1.68459239
-4.67933967,6.87689773,0.01052923,0.81309403,0.65775768,0.93093803,0.01621798,3.42573190,1.68337865,1.64988641
-4.67333667,6.64882033,0.01046224,0.74114464,0.62650345,0.90640359,0.01749537,3.32474853,1.58633600,1.61947163
-4.66733367,6.43243870,0.01042397,0.67407252,0.59548890,0.88259660,0.01894219,3.22428635,1.49490376,1.59347303
-4.66133067,6.22864201,0.01041745,0.61185372,0.56498223,0.85963904,0.02055987,3.12508455,1.40904212,1.57193764
-4.65532766,6.03813932,0.01044474,0.55438555,0.53524109,0.83764548,0.02234701,3.02788619,1.32864557,1.55483924
-4.64932466,5.86147316,0.01050683,0.50150362,0.50651005,0.81672313,0.02429909,2.93343110,1.25356174,1.54208231
-4.64332166,5.69902780,0.01060356,0.45299818,0.47901774,0.79697119,0.02640837,2.84244531,1.18360774,1.53350492
