energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Ta_p_up,Ta_d_up
-5.04552276,7.24745827,0.09856295,5.32411432,0.43808446,0.01407599,4.44424313,2.86260550
-5.03951976,7.21968771,0.09768155,5.28668295,0.44723690,0.01417661,4.42978907,2.84240701
-5.03351676,7.20015622,0.09667757,5.25449081,0.45752326,0.01430284,4.42171867,2.82491346
-5.02751376,7.18894208,0.09557303,5.22752215,0.46895243,0.01445586,4.41995392,2.81008404
-5.02151076,7.18597139,0.09439091,5.20566714,0.48151747,0.01463635,4.42433023,2.79783118
-5.01550775,7.19101092,0.09315398,5.18872257,0.49519323,0.01484446,4.43459812,2.78802252
-5.00950475,7.20366216,0.09188365,5.17639267,0.50993412,0.01507969,4.45042394,2.78048254
-5.00350175,7.22335712,0.09059898,5.16829029,0.52567201,0.01534089,4.47139014,2.77499420
-4.99749875,7.24935681,0.08931588,5.16393899,0.54231446,0.01562622,4.49699547,2.77130060
-4.99149575,7.28075322,0.08804644,5.16277638,0.55974336,0.01593311,4.52665569,2.76910698
-4.98549275,7.31647549,0.08679858,5.16415947,0.57781420,0.01625831,4.55970545,2.76808327
-4.97948974,7.35530090,0.08557591,5.16737211,0.59635595,0.01659786,4.59540209,2.76786746
-4.97348674,7.39587119,0.08437776,5.17163511,0.61517185,0.01694718,4.63293167,2.76806996
-4.96748374,7.43671426,0.08319949,5.17611903,0.63404116,0.01730111,4.67141797,2.76827910
-4.96148074,7.47627120,0.08203295,5.17995957,0.65272183,0.01765401,4.70993445,2.76806783
-4.95547774,7.51292817,0.08086708,5.18227538,0.67095431,0.01799987,4.74751934,2.76700151
-4.94947474,7.54505232,0.07968865,5.18218782,0.68846635,0.01833242,4.78319358,2.76464678
-4.94347174,7.57103070,0.07848299,5.17884198,0.70497868,0.01864528,4.81598114,2.76058116
-4.93746873,7.58931095,0.07723486,5.17142820,0.72021162,0.01893210,4.84493108,2.75440316
-4.93146573,7.59844201,0.07592919,5.15920332,0.73389216,0.01918673,4.86914041,2.74574242
-4.92546273,7.59711356,0.07455181,5.14151048,0.74576159,0.01940337,4.88777684,2.73426951
-4.91945973,7.58419226,0.07309015,5.11779678,0.75558306,0.01957672,4.90010024,2.71970501
-4.91345673,7.55875340,0.07153374,5.08762782,0.76314907,0.01970211,4.90548176,2.70182719
-4.90745373,7.52010639,0.06987466,5.05069837,0.76828837,0.01977566,4.90341974,2.68047818
-4.90145073,7.46781309,0.06810785,5.00683867,0.77087201,0.01979436,4.89355131,2.65556813
-4.89544772,7.40169790,0.06623126,4.95601597,0.77081833,0.01975615,4.87565929,2.62707699
-4.88944472,7.32184930,0.06424590,4.89833114,0.76809650,0.01966000,4.84967379,2.59505410
-4.88344172,7.22861255,0.06215576,4.83401060,0.76272851,0.01950589,4.81566851,2.55961517
-4.87743872,7.12257401,0.05996764,4.76339386,0.75478944,0.01929486,4.77385190,2.52093697
-4.87143572,7.00453766,0.05769090,4.68691727,0.74440595,0.01902893,4.72455358,2.47924997
-4.86543272,6.87549495,0.05533706,4.60509490,0.73175303,0.01871103,4.66820687,2.43482906
-4.85942971,6.73658940,0.05291949,4.51849732,0.71704910,0.01834492,4.60532832,2.38798297
-4.85342671,6.58907742,0.05045295,4.42772958,0.70054962,0.01793509,4.53649523,2.33904276
-4.84742371,6.43428728,0.04795318,4.33340918,0.68253957,0.01748658,4.46232263,2.28835002
-4.84142071,6.27357798,0.04543645,4.23614538,0.66332486,0.01700485,4.38344063,2.23624527
-4.83541771,6.10829980,0.04291918,4.13652069,0.64322338,0.01649564,4.30047350,2.18305711
-4.82941471,5.93975817,0.04041757,4.03507540,0.62255566,0.01596477,4.21402143,2.12909267
-4.82341171,5.76918239,0.03794722,3.93229575,0.60163588,0.01541805,4.12464575,2.07462979
-4.81740870,5.59770025,0.03552290,3.82860642,0.58076331,0.01486108,4.03285833,2.01991120
-4.81140570,5.42631936,0.03315824,3.72436716,0.56021471,0.01429915,3.93911542,1.96514094
-4.80540270,5.25591572,0.03086563,3.61987386,0.54023781,0.01373716,3.84381598,1.91048323
-4.79939970,5.08722949,0.02865600,3.51536359,0.52104625,0.01317950,3.74730431,1.85606354
-4.79339670,4.92086768,0.02653879,3.41102306,0.50281603,0.01263000,3.64987650,1.80197191
-4.78739370,4.75731309,0.02452189,3.30699998,0.48568361,0.01209195,3.55179000,1.74826809
-4.78139070,4.59693852,0.02261163,3.20341626,0.46974560,0.01156801,3.45327549,1.69498822
-4.77538769,4.44002511,0.02081284,3.10038230,0.45506007,0.01106033,3.35455002,1.64215252
-4.76938469,4.28678336,0.01912889,2.99801134,0.44164928,0.01057048,3.25583048,1.58977363
-4.76338169,4.13737556,0.01756178,2.89643281,0.42950366,0.01009963,3.15734635,1.53786482
-4.75737869,3.99193806,0.01611225,2.79580405,0.41858675,0.00964852,3.05935084,1.48644788
-4.75137569,3.85060213,0.01477990,2.69631940,0.40884096,0.00921760,2.96212955,1.43555997
-4.74537269,3.71351214,0.01356328,2.59821629,0.40019369,0.00880708,2.86600619,1.38525910
-4.73936968,3.58084020,0.01246002,2.50177773,0.39256357,0.00841706,2.77134472,1.33562799
-4.73336668,3.45279635,0.01146698,2.40733125,0.38586664,0.00804756,2.67854792,1.28677595
-4.72736368,3.32963406,0.01058031,2.31524412,0.38002195,0.00769863,2.58805224,1.23883883
-4.72136068,3.21165061,0.00979561,2.22591524,0.37495656,0.00737038,2.50031930,1.19197691
-4.71535768,3.09918270,0.00910798,2.13976406,0.37060960,0.00706307,2.41582444,1.14637091
-4.70935468,2.99259749,0.00851217,2.05721715,0.36693527,0.00677708,2.33504285,1.10221646
-4.70335168,2.89227983,0.00800259,1.97869310,0.36390472,0.00651297,2.25843412,1.05971707
-4.69734867,2.79861623,0.00757347,1.90458659,0.36150661,0.00627145,2.18642593,1.01907629
-4.69134567,2.71197671,0.00721885,1.83525240,0.35974651,0.00605337,2.11939777,0.98048930
-4.68534267,2.63269541,0.00693269,1.77099022,0.35864514,0.00585969,2.05766537,0.94413440
-4.67933967,2.56105092,0.00670890,1.71203084,0.35823553,0.00569139,2.00146684,0.91016490
-4.67333667,2.49724739,0.00654140,1.65852464,0.35855926,0.00554947,1.95095093,0.87870175
-4.66733367,2.44139733,0.00642417,1.61053259,0.35966200,0.00543484,1.90616806,0.84982732
-4.66133067,2.39350679,0.00635126,1.56802039,0.36158856,0.00534825,1.86706453,0.82358055
-4.65532766,2.35346375,0.00631684,1.53085578,0.36437767,0.00529022,1.83348005,0.79995375
-4.64932466,2.32103008,0.00631523,1.49880922,0.36805675,0.00526099,1.80514876,0.77889115
-4.64332166,2.29583752,0.00634094,1.47155775,0.37263700,0.00526044,1.78170360,0.76028916
-4.63731866,2.27738784,0.00638866,1.44869192,0.37810897,0.00528800,1.76268380,0.74399839
-4.63131566,2.26505722,0.00645331,1.42972536,0.38443878,0.00534268,1.74754528,0.72982728
-4.62531266,2.25810470,0.00653003,1.41410667,0.39156547,0.00542296,1.73567343,0.71754706
-4.61930965,2.25568459,0.00661423,1.40123309,0.39939925,0.00552686,1.72639785,0.70689801
-4.61330665,2.25686233,0.00670159,1.39046555,0.40782113,0.00565186,1.71900852,0.69759644
-4.60730365,2.26063341,0.00678809,1.38114441,0.41668372,0.00579498,1.71277290,0.68934242
-4.60130065,2.26594484,0.00686999,1.37260559,0.42581341,0.00595281,1.70695336,0.68182780
-4.59529765,2.27171851,0.00694390,1.36419646,0.43501375,0.00612156,1.70082455,0.67474420
-4.58929465,2.27687571,0.00700676,1.35529106,0.44406997,0.00629713,1.69369006,0.66779079
-4.58329165,2.28036220,0.00705589,1.34530434,0.45275453,0.00647521,1.68489814,0.66068166
-4.57728864,2.28117294,0.00708896,1.33370488,0.46083337,0.00665137,1.67385594,0.65315244
-4.57128564,2.27837591,0.00710406,1.32002603,0.46807271,0.00682119,1.66004195,0.64496606
-4.56528264,2.27113408,0.00709965,1.30387497,0.47424614,0.00698031,1.64301646,0.63591757
-4.55927964,2.25872494,0.00707463,1.28493974,0.47914162,0.00712460,1.62242971,0.62583789
-4.55327664,2.24055697,0.00702831,1.26299394,0.48256816,0.00725024,1.59802768,0.61459634
-4.54727364,2.21618248,0.00696041,1.23789909,0.48436190,0.00735380,1.56965535,0.60210214
-4.54127064,2.18530644,0.00687104,1.20960476,0.48439130,0.00743233,1.53725745,0.58830467
-4.53526763,2.14779100,0.00676070,1.17814633,0.48256136,0.00748343,1.50087681,0.57319269
-4.52926463,2.10365565,0.00663026,1.14364080,0.47881650,0.00750531,1.46065038,0.55679262
-4.52326163,2.05307312,0.00648092,1.10628058,0.47314228,0.00749677,1.41680316,0.53916576
-4.51725863,1.99636113,0.00631414,1.06632572,0.46556566,0.00745729,1.36964035,0.52040496
-4.51125563,1.93397066,0.00613168,1.02409484,0.45615403,0.00738694,1.31953792,0.50063056
-4.50525263,1.86647102,0.00593548,0.97995503,0.44501304,0.00728642,1.26693222,0.47998588
-4.49924962,1.79453263,0.00572763,0.93431130,0.43228340,0.00715697,1.21230877,0.45863258
-4.49324662,1.71890809,0.00551039,0.88759574,0.41813669,0.00700034,1.15619078,0.43674575
-4.48724362,1.64041242,0.00528605,0.84025691,0.40277073,0.00681875,1.09912786,0.41450926
-4.48124062,1.55990324,0.00505696,0.79274980,0.38640431,0.00661477,1.04168509,0.39211120
-4.47523762,1.47826149,0.00482549,0.74552657,0.36927188,0.00639128,0.98443294,0.36973973
-4.46923462,1.39637345,0.00459397,0.69902839,0.35161821,0.00615140,0.92793822,0.34757943
-4.46323162,1.31511448,0.00436473,0.65367849,0.33369322,0.00589841,0.87275610,0.32580809
-4.45722861,1.23533481,0.00414001,0.60987654,0.31574725,0.00563566,0.81942347,0.30459415
-4.45122561,1.15784755,0.00392203,0.56799433,0.29802666,0.00536656,0.76845349,0.28409466
-4.44522261,1.08341907,0.00371290,0.52837273,0.28077011,0.00509450,0.72033115,0.26445380
-4.43921961,1.01276147,0.00351472,0.49131973,0.26420530,0.00482277,0.67550988,0.24580191
-4.43321661,0.94652702,0.00332946,0.45710946,0.24854621,0.00455457,0.63440880,0.22825490
-4.42721361,0.88530431,0.00315907,0.42598188,0.23399098,0.00429295,0.59741046,0.21191404
-4.42121061,0.82961562,0.00300541,0.39814309,0.22072005,0.00404077,0.56485879,0.19686596
-4.41520760,0.77991533,0.00287025,0.37376580,0.20889481,0.00380069,0.53705712,0.18318287
-4.40920460,0.73658889,0.00275526,0.35299001,0.19865642,0.00357514,0.51426593,0.17092279
-4.40320160,0.69995218,0.00266204,0.33592366,0.19012495,0.00336628,0.49670046,0.16012990
-4.39719860,0.67025105,0.00259202,0.32264306,0.18339865,0.00317602,0.48452794,0.15083478
-4.39119560,0.64766099,0.00254649,0.31319324,0.17855340,0.00300600,0.47786467,0.14305473
-4.38519260,0.63228687,0.00252658,0.30758807,0.17564233,0.00285754,0.47677295,0.13679400
-4.37918959,0.62416288,0.00253320,0.30581033,0.17469557,0.00273167,0.48125818,0.13204406
-4.37318659,0.62325287,0.00256702,0.30781173,0.17572035,0.00262913,0.49126631,0.12878388
-4.36718359,0.62945134,0.00262849,0.31351309,0.17870124,0.00255033,0.50668203,0.12698038
-4.36118059,0.64258512,0.00271775,0.32280472,0.18360080,0.00249543,0.52732784,0.12658895
-4.35517759,0.66241630,0.00283469,0.33554727,0.19036065,0.00246426,0.55296445,0.12755424
-4.34917459,0.68864618,0.00297889,0.35157294,0.19890293,0.00245644,0.58329260,0.12981111
-4.34317159,0.72092063,0.00314964,0.37068739,0.20913216,0.00247135,0.61795649,0.13328592
-4.33716858,0.75883673,0.00334598,0.39267205,0.22093766,0.00250814,0.65654880,0.13789797
-4.33116558,0.80195058,0.00356668,0.41728712,0.23419624,0.00256587,0.69861741,0.14356131
-4.32516258,0.84978601,0.00381029,0.44427495,0.24877524,0.00264342,0.74367343,0.15018655
-4.31915958,0.90184395,0.00407516,0.47336371,0.26453577,0.00273965,0.79120036,0.15768290
-4.31315658,0.95761202,0.00435951,0.50427133,0.28133596,0.00285336,0.84066414,0.16596019
-4.30715358,1.01657379,0.00466144,0.53670936,0.29903419,0.00298338,0.89152349,0.17493073
