energy_ev,total_up,Bi_p_up,Bi_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.87393697,3.21399941,0.71237194,0.00961980,1.02431664,1.59803348,1.18944333,0.00000000
-5.86793397,3.20384074,0.68670586,0.00918261,1.03033152,1.58232231,1.22066433,0.00000000
-5.86193097,3.20541945,0.66393601,0.00875523,1.04238784,1.57245906,1.25443531,0.00000000
-5.85592796,3.22048753,0.64494971,0.00834551,1.06140466,1.56951337,1.29045656,0.00000000
-5.84992496,3.25054445,0.63057468,0.00796057,1.08819985,1.57445033,1.32835484,0.00000000
-5.84392196,3.29682057,0.62156336,0.00760663,1.12347292,1.58812041,1.36770111,0.00000000
-5.83791896,3.36026888,0.61857959,0.00728902,1.16779089,1.61125268,1.40803064,0.00000000
-5.83191596,3.44156389,0.62218743,0.00701213,1.22157706,1.64445044,1.44886447,0.00000000
-5.82591296,3.54110634,0.63284216,0.00677945,1.28510278,1.68818886,1.48973151,0.00000000
-5.81990995,3.65903244,0.65088330,0.00659357,1.35848190,1.74281379,1.53018997,0.00000000
-5.81390695,3.79522607,0.67652940,0.00645628,1.44166770,1.80854109,1.56984741,0.00000000
-5.80790395,3.94933261,0.70987453,0.00636864,1.53445225,1.88545620,1.60837830,0.00000000
-5.80190095,4.12077317,0.75088625,0.00633102,1.63646783,1.97351324,1.64553842,0.00000000
-5.79589795,4.30875829,0.79940505,0.00634325,1.74719040,2.07253370,1.68117522,0.00000000
-5.78989495,4.51230046,0.85514510,0.00640464,1.86594501,2.18220451,1.71523389,0.00000000
-5.78389195,4.73022506,0.91769658,0.00651405,1.99191315,2.30207581,1.74775848,0.00000000
-5.77788894,4.96117983,0.98652943,0.00667000,2.12414201,2.43155867,1.77888822,0.00000000
-5.77188594,5.20364305,1.06099889,0.00687065,2.26155584,2.56992321,1.80884889,0.00000000
-5.76588294,5.45593108,1.14035282,0.00711391,2.40296946,2.71629787,1.83793966,0.00000000
-5.75987994,5.71620604,1.22374116,0.00739739,2.54710400,2.86967028,1.86651585,0.00000000
-5.75387694,5.98248441,1.31022749,0.00771848,2.69260492,3.02889057,1.89496824,0.00000000
-5.74787394,6.25264762,1.39880289,0.00807432,2.83806232,3.19267751,1.92369997,0.00000000
-5.74187094,6.52445545,1.48840208,0.00846182,2.98203343,3.35962821,1.95310176,0.00000000
-5.73586793,6.79556307,1.57792155,0.00887768,3.12306685,3.52823158,1.98352686,0.00000000
-5.72986493,7.06354214,1.66623975,0.00931837,3.25972840,3.69688569,2.01526661,0.00000000
-5.72386193,7.32590658,1.75223855,0.00978014,3.39062777,3.86391916,2.04852801,0.00000000
-5.71785893,7.58014275,1.83482577,0.01025903,3.51444544,4.02761610,2.08341428,0.00000000
-5.71185593,7.82374390,1.91295798,0.01075088,3.62995895,4.18624433,2.11990956,0.00000000
-5.70585293,8.05424829,1.98566284,0.01125138,3.73606772,4.33808603,2.15786849,0.00000000
-5.69984992,8.26928013,2.05206025,0.01175603,3.83181550,4.48147007,2.19701152,0.00000000
-5.69384692,8.46659212,2.11138149,0.01226020,3.91640942,4.61480510,2.23692629,0.00000000
-5.68784392,8.64410848,2.16298561,0.01275919,3.98923515,4.73661219,2.27707527,0.00000000
-5.68184092,8.79996697,2.20637239,0.01324820,4.04986715,4.84555619,2.31680965,0.00000000
-5.67583792,8.93255854,2.24119129,0.01372244,4.09807394,4.94047450,2.35538894,0.00000000
-5.66983492,9.04056329,2.26724609,0.01417711,4.13381789,5.02040265,2.39200584,0.00000000
-5.66383192,9.12298146,2.28449501,0.01460752,4.15724973,5.08459552,2.42581516,0.00000000
-5.65782891,9.17915849,2.29304628,0.01500909,4.16869805,5.13254380,2.45596598,0.00000000
-5.65182591,9.20880323,2.29314948,0.01537744,4.16865437,5.16398513,2.48163540,0.00000000
-5.64582291,9.21199874,2.28518298,0.01570847,4.15775440,5.17890956,2.50206272,0.00000000
-5.63981991,9.18920532,2.26963822,0.01599842,4.13675658,5.17755944,2.51658241,0.00000000
-5.63381691,9.14125564,2.24710128,0.01624398,4.10651866,5.16042351,2.52465441,0.00000000
-5.62781391,9.06934197,2.21823292,0.01644238,4.06797346,5.12822579,2.52589042,0.00000000
-5.62181091,8.97499587,2.18374755,0.01659147,4.02210468,5.08190926,2.52007485,0.00000000
-5.61580790,8.86006057,2.14439230,0.01668985,3.96992350,5.02261513,2.50717948,0.00000000
-5.60980490,8.72665668,2.10092665,0.01673697,3.91244676,4.95165798,2.48737094,0.00000000
-5.60380190,8.57714178,2.05410364,0.01673322,3.85067701,4.87049753,2.46101052,0.00000000
-5.59779890,8.41406464,2.00465293,0.01668000,3.78558490,4.78070767,2.42864624,0.00000000
-5.59179590,8.24011495,1.95326639,0.01657986,3.71809379,4.68394343,2.39099717,0.00000000
-5.58579290,8.05806943,1.90058632,0.01643648,3.64906677,4.58190664,2.34893072,0.00000000
-5.57978989,7.87073561,1.84719663,0.01625475,3.57929573,4.47631112,2.30343343,0.00000000
-5.57378689,7.68089445,1.79361695,0.01604073,3.50949250,4.36884814,2.25557670,0.00000000
-5.56778389,7.49124331,1.74029961,0.01580165,3.44028174,4.26115314,2.20647858,0.00000000
-5.56178089,7.30434082,1.68762933,0.01554584,3.37219562,4.15477455,2.15726329,0.00000000
-5.55577789,7.12255550,1.63592542,0.01528262,3.30567013,4.05114553,2.10902014,0.00000000
-5.54977489,6.94801969,1.58544630,0.01502215,3.24104321,3.95155972,2.06276362,0.00000000
-5.54377189,6.78259078,1.53639581,0.01477530,3.17855479,3.85715160,2.01939630,0.00000000
-5.53776888,6.62782111,1.48893125,0.01455346,3.11834908,3.76888230,1.97967629,0.00000000
-5.53176588,6.48493808,1.44317259,0.01436832,3.06047923,3.68753123,1.94419054,0.00000000
-5.52576288,6.35483541,1.39921245,0.01423165,3.00491479,3.61369404,1.91333527,0.00000000
-5.51975988,6.23807603,1.35712661,0.01415512,2.95155184,3.54778674,1.88730433,0.00000000
-5.51375688,6.13490672,1.31698442,0.01415004,2.90022608,3.49005587,1.86608611,0.00000000
-5.50775388,6.04528367,1.27885872,0.01422722,2.85072846,3.44059401,1.84946887,0.00000000
-5.50175088,5.96890794,1.24283485,0.01439671,2.80282304,3.39935986,1.83705447,0.00000000
-5.49574787,5.90526883,1.20901819,0.01466770,2.75626634,3.36620171,1.82827967,0.00000000
-5.48974487,5.85369286,1.17753989,0.01504835,2.71082751,3.34088291,1.82244392,0.00000000
-5.48374187,5.81339572,1.14856031,0.01554569,2.66630809,3.32310776,1.81874245,0.00000000
-5.47773887,5.78353412,1.12226991,0.01616552,2.62256034,3.31254650,1.81630284,0.00000000
-5.47173587,5.76325476,1.09888732,0.01691234,2.57950309,3.30885759,1.81422356,0.00000000
-5.46573287,5.75173744,1.07865463,0.01778934,2.53713381,3.31170622,1.81161251,0.00000000
-5.45972986,5.74823009,1.06182977,0.01879833,2.49553628,3.32077774,1.80762378,0.00000000
-5.45372686,5.75207367,1.04867635,0.01993973,2.45488289,3.33578552,1.80149107,0.00000000
-5.44772386,5.76271590,1.03945131,0.02121259,2.41543143,3.35647266,1.79255632,0.00000000
-5.44172086,5.77971331,1.03439090,0.02261459,2.37751626,3.38260791,1.78029224,0.00000000
-5.43571786,5.80272212,1.03369566,0.02414200,2.34153418,3.41397614,1.76431818,0.00000000
-5.42971486,5.83147898,1.03751523,0.02578978,2.30792577,3.45036449,1.74440871,0.00000000
-5.42371186,5.86577369,1.04593381,0.02755150,2.27715322,3.49154534,1.72049493,0.00000000
-5.41770885,5.90541618,1.05895708,0.02941947,2.24967582,3.53725783,1.69265894,0.00000000
-5.41170585,5.95020080,1.07650149,0.03138471,2.22592479,3.58718952,1.66112195,0.00000000
-5.40570285,5.99987075,1.09838670,0.03343706,2.20627870,3.64095991,1.62622720,0.00000000
-5.39969985,6.05408597,1.12433155,0.03556523,2.19104111,3.69810752,1.58841872,0.00000000
-5.39369685,6.11239694,1.15395433,0.03775692,2.18042187,3.75808182,1.54821739,0.00000000
-5.38769385,6.17422701,1.18677733,0.03999898,2.17452299,3.82024123,1.50619553,0.00000000
-5.38169085,6.23886469,1.22223573,0.04227756,2.17333014,3.88385766,1.46295151,0.00000000
-5.37568784,6.30546709,1.25969066,0.04457832,2.17671009,3.94812797,1.41908559,0.00000000
-5.36968484,6.37307459,1.29844596,0.04688671,2.18441438,4.01219196,1.37517803,0.00000000
-5.36368184,6.44063604,1.33776788,0.04918815,2.19608881,4.07515622,1.33177042,0.00000000
-5.35767884,6.50704327,1.37690704,0.05146841,2.21128818,4.13612262,1.28935079,0.00000000
-5.35167584,6.57117266,1.41512155,0.05371388,2.22949544,4.19421991,1.24834289,0.00000000
-5.34567284,6.63193135,1.45170032,0.05591185,2.25014395,4.24863675,1.20909975,0.00000000
-5.33966983,6.68830515,1.48598549,0.05805083,2.27264163,4.29865413,1.17190136,0.00000000
-5.33366683,6.73940499,1.51739289,0.06012081,2.29639556,4.34367534,1.13695613,0.00000000
-5.32766383,6.78450912,1.54542964,0.06211345,2.32083564,4.38325164,1.10440565,0.00000000
-5.32166083,6.82309814,1.56970794,0.06402227,2.34543604,4.41710196,1.07433210,0.00000000
-5.31565783,6.85488068,1.58995466,0.06584272,2.36973334,4.44512543,1.04676765,0.00000000
-5.30965483,6.87980798,1.60601595,0.06757217,2.39334041,4.46740580,1.02170512,0.00000000
-5.30365183,6.89807642,1.61785697,0.06920985,2.41595557,4.48420736,0.99910934,0.00000000
-5.29764882,6.91011758,1.62555655,0.07075660,2.43736659,4.49596245,0.97892844,0.00000000
-5.29164582,6.91657660,1.62929733,0.07221466,2.45744973,4.50325107,0.96110470,0.00000000
-5.28564282,6.91827987,1.62935150,0.07358724,2.47616405,4.50677371,0.94558454,0.00000000
-5.27963982,6.91619408,1.62606334,0.07487812,2.49354166,4.50731887,0.93232728,0.00000000
-5.27363682,6.91137909,1.61982896,0.07609116,2.50967469,4.50572688,0.92131257,0.00000000
-5.26763382,6.90493736,1.61107467,0.07722979,2.52470013,4.50285224,0.91254632,0.00000000
-5.26163082,6.89796298,1.60023475,0.07829648,2.53878343,4.49952634,0.90606508,0.00000000
-5.25562781,6.89149328,1.58772991,0.07929230,2.55210216,4.49652270,0.90193900,0.00000000
-5.24962481,6.88646575,1.57394740,0.08021653,2.56483065,4.49452671,0.90027325,0.00000000
-5.24362181,6.88368273,1.55922379,0.08106632,2.57712659,4.49411119,0.90120798,0.00000000
-5.23761881,6.88378548,1.54383119,0.08183655,2.58912033,4.49571922,0.90491682,0.00000000
-5.23161581,6.88723888,1.52796755,0.08251978,2.60090731,4.49965480,0.91160401,0.00000000
-5.22561281,6.89432712,1.51175150,0.08310636,2.61254389,4.50608159,0.92149993,0.00000000
-5.21960980,6.90515981,1.49522169,0.08358471,2.62404652,4.51502943,0.93485508,0.00000000
-5.21360680,6.91968749,1.47834079,0.08394178,2.63539401,4.52640766,0.95193252,0.00000000
-5.20760380,6.93772468,1.46100359,0.08416354,2.64653229,4.54002415,0.97299862,0.00000000
-5.20160080,6.95897832,1.44304870,0.08423570,2.65738109,4.55560822,0.99831223,0.00000000
-5.19559780,6.98307882,1.42427313,0.08414441,2.66784177,4.57283579,1.02811234,0.00000000
-5.18959480,7.00961146,1.40444878,0.08387704,2.67780544,4.59135473,1.06260456,0.00000000
-5.18359180,7.03814539,1.38333987,0.08342293,2.68716082,4.61080871,1.10194665,0.00000000
-5.17758879,7.06825841,1.36072042,0.08277407,2.69580112,4.63085789,1.14623380,0.00000000
-5.17158579,7.09955588,1.33639058,0.08192578,2.70362968,4.65119537,1.19548411,0.00000000
-5.16558279,7.13168320,1.31019128,0.08087712,2.71056412,4.67155854,1.24962531,0.00000000
-5.15957979,7.16433158,1.28201611,0.07963127,2.71653923,4.69173523,1.30848341,0.00000000
-5.15357679,7.19723812,1.25182023,0.07819571,2.72150885,4.71156504,1.37177440,0.00000000
-5.14757379,7.23018157,1.21962579,0.07658222,2.72544728,4.73093654,1.43909977,0.00000000
-5.14157079,7.26297577,1.18552384,0.07480671,2.72835098,4.74978174,1.50994688,0.00000000
-5.13556778,7.29546321,1.14967283,0.07288891,2.73024117,4.76806938,1.58369467,0.00000000
-5.12956478,7.32751111,1.11229403,0.07085195,2.73116815,4.78579863,1.65962542,0.00000000
-5.12356178,7.35901238,1.07366431,0.06872179,2.73121781,4.80299492,1.73694241,0.00000000
-5.11755878,7.38989325,1.03410688,0.06652663,2.73052068,4.81970936,1.81479364,0.00000000
-5.11155578,7.42012878,0.99398075,0.06429629,2.72926362,4.83602265,1.89230066,0.00000000
-5.10555278,7.44976654,0.95366933,0.06206152,2.72770372,4.85205417,1.96859188,0.00000000
-5.09954977,7.47895780,0.91356916,0.05985340,2.72618384,4.86797607,2.04283880,0.00000000
-5.09354677,7.50799455,0.87407907,0.05770280,2.72514867,4.88403164,2.11429363,0.00000000
-5.08754377,7.53734971,0.83559032,0.05563979,2.72515997,4.90055671,2.18232630,0.00000000
-5.08154077,7.56771723,0.79847817,0.05369325,2.72690947,4.91800209,2.24645901,0.00000000
-5.07553777,7.60004802,0.76309487,0.05189046,2.73122755,4.93695486,2.30639605,0.00000000
-5.06953477,7.63557755,0.72976434,0.05025674,2.73908629,4.95815597,2.36204712,0.00000000
-5.06353177,7.67584111,0.69877827,0.04881522,2.75159503,4.98251157,2.41354234,0.00000000
-5.05752876,7.72267287,0.67039371,0.04758653,2.76998748,5.01109578,2.46123763,0.00000000
-5.05152576,7.77818611,0.64483159,0.04658859,2.79559931,5.04514294,2.50570958,0.00000000
-5.04552276,7.84473249,0.62227623,0.04583637,2.82983611,5.08602793,2.54773935,0.00000000
-5.03951976,7.92484004,0.60287518,0.04534164,2.87413184,5.13523396,2.58828587,0.00000000
-5.03351676,8.02113055,0.58673941,0.04511269,2.92989889,5.19430802,2.62844915,0.00000000
-5.02751376,8.13621879,0.57394341,0.04515413,2.99847099,5.26480504,2.66942491,0.00000000
-5.02151076,8.27259701,0.56452509,0.04546655,3.08104147,5.34822264,2.71245255,0.00000000
-5.01550775,8.43250978,0.55848539,0.04604632,3.17859910,5.44592905,2.75875850,0.00000000
-5.00950475,8.61782469,0.55578764,0.04688538,3.29186463,5.55908758,2.80949762,0.00000000
-5.00350175,8.82990551,0.55635655,0.04797105,3.42123115,5.68858107,2.86569520,0.00000000
-4.99749875,9.06949422,0.56007721,0.04928595,3.56671131,5.83494047,2.92819235,0.00000000
-4.99149575,9.33660836,0.56679410,0.05080807,3.72789447,5.99828100,2.99759716,0.00000000
-4.98549275,9.63045975,0.57631045,0.05251089,3.90391641,6.17824991,3.07424401,0.00000000
-4.97948974,9.94939931,0.58838810,0.05436366,4.09344368,6.37398853,3.15816288,0.00000000
-4.97348674,10.29089206,0.60274817,0.05633190,4.29467422,6.58411142,3.24906002,0.00000000
-4.96748374,10.65152453,0.61907269,0.05837791,4.50535503,6.80670415,3.34631096,0.00000000
-4.96148074,11.02704567,0.63700731,0.06046158,4.72281694,7.03934063,3.44896603,0.00000000
-4.95547774,11.41244046,0.65616534,0.06254118,4.94402580,7.27911994,3.55576836,0.00000000
-4.94947474,11.80203418,0.67613295,0.06457436,5.16564849,7.52272174,3.66518338,0.00000000
-4.94347174,12.18962380,0.69647563,0.06651913,5.38413183,7.76647841,3.77543885,0.00000000
-4.93746873,12.56863171,0.71674576,0.06833495,5.59579142,8.00646174,3.88457355,0.00000000
-4.93146573,12.93227628,0.73649112,0.06998370,5.79690737,8.23858069,3.99049288,0.00000000
-4.92546273,13.27375286,0.75526409,0.07143073,5.98382342,8.45868719,4.09102925,0.00000000
-4.91945973,13.58641869,0.77263136,0.07264568,6.15304585,8.66268580,4.18400496,0.00000000
-4.91345673,13.86397496,0.78818370,0.07360329,6.30133861,8.84664367,4.26729539,0.00000000
-4.90745373,14.10063977,0.80154564,0.07428393,6.42581129,9.00689684,4.33889033,0.00000000
-4.90145073,14.29130585,0.81238459,0.07467410,6.52399686,9.14014931,4.39695154,0.00000000
-4.89544772,14.43167812,0.82041926,0.07476653,6.59391658,9.24356160,4.43986459,0.00000000
-4.88944472,14.51838655,0.82542695,0.07456030,6.63413004,9.31482599,4.46628367,0.00000000
-4.88344172,14.54907124,0.82724954,0.07406055,6.64376893,9.35222623,4.47516806,0.00000000
-4.87743872,14.52243749,0.82579797,0.07327815,6.62255369,9.35467991,4.46580931,0.00000000
-4.87143572,14.43827984,0.82105505,0.07222915,6.57079295,9.32176254,4.43784882,0.00000000
-4.86543272,14.29747527,0.81307651,0.07093405,6.48936633,9.25371300,4.39128533,0.00000000
-4.85942971,14.10194659,0.80199020,0.06941703,6.37969172,9.15142054,4.32647252,0.00000000
-4.85342671,13.85459836,0.78799355,0.06770505,6.24367866,9.01639434,4.24410726,0.00000000
-4.84742371,13.55922822,0.77134925,0.06582694,6.08366987,8.85071694,4.14520889,0.00000000
-4.84142071,13.22041742,0.75237928,0.06381248,5.90237348,8.65698368,4.03109071,0.00000000
-4.83541771,12.84340480,0.73145755,0.06169156,5.70278842,8.43823042,3.90332456,0.00000000
-4.82941471,12.43394875,0.70900115,0.05949331,5.48812574,8.19785223,3.76370000,0.00000000
-4.82341171,11.99818206,0.68546064,0.05724544,5.26172860,7.93951591,3.61417917,0.00000000
-4.81740870,11.54246421,0.66130946,0.05497360,5.02699338,7.66706938,3.45684909,0.00000000
-4.81140570,11.07323570,0.63703281,0.05270097,4.78729430,7.38445064,3.29387256,0.00000000
-4.80540270,10.59687856,0.61311624,0.05044790,4.54591352,7.09559923,3.12743939,0.00000000
-4.79939970,10.11958664,0.59003415,0.04823178,4.30597842,6.80437260,2.95971899,0.00000000
-4.79339670,9.64724864,0.56823864,0.04606694,4.07040724,6.51446937,2.79281595,0.00000000
-4.78739370,9.18534621,0.54814871,0.04396482,3.84186394,6.22936148,2.62872927,0.00000000
-4.78139070,8.73886882,0.53014029,0.04193408,3.62272269,5.95223623,2.46931650,0.00000000
-4.77538769,8.31224618,0.51453719,0.03998097,3.41504214,5.68594925,2.31626331,0.00000000
-4.76938469,7.90929857,0.50160322,0.03810962,3.22054906,5.43298867,2.17105905,0.00000000
-4.76338169,7.53320478,0.49153564,0.03632244,3.04063103,5.19545062,2.03497863,0.00000000
-4.75737869,7.18648690,0.48446028,0.03462054,2.87633729,4.97502564,1.90907073,0.00000000
-4.75137569,6.87101094,0.48042822,0.03300414,2.72838709,4.77299556,1.79415234,0.00000000
-4.74537269,6.58800187,0.47941440,0.03147286,2.59718457,4.59023996,1.69080937,0.00000000
-4.73936968,6.33807178,0.48131819,0.03002613,2.48283928,4.42725150,1.59940292,0.00000000
-4.73336668,6.12125957,0.48596591,0.02866343,2.38519158,4.28415907,1.52008072,0.00000000
-4.72736368,5.93708074,0.49311544,0.02738444,2.30384197,4.16075784,1.45279313,0.00000000
-4.72136068,5.78458587,0.50246283,0.02618929,2.23818369,4.05654531,1.39731311,0.00000000
-4.71535768,5.66242636,0.51365082,0.02507852,2.18743780,3.97076238,1.35325933,0.00000000
-4.70935468,5.56892595,0.52627912,0.02405323,2.15069018,3.90243852,1.32012175,0.00000000
-4.70335168,5.50215668,0.53991625,0.02311499,2.12692950,3.85043998,1.29728880,0.00000000
-4.69734867,5.46001752,0.55411255,0.02226580,2.11508566,3.81352010,1.28407539,0.00000000
-4.69134567,5.44031416,0.56841413,0.02150810,2.11406774,3.79037046,1.27975088,0.00000000
-4.68534267,5.44083775,0.58237710,0.02084460,2.12280050,3.77967169,1.28356622,0.00000000
-4.67933967,5.45944067,0.59558190,0.02027831,2.14025867,3.78014244,1.29477932,0.00000000
-4.67333667,5.49410692,0.60764689,0.01981241,2.16549768,3.79058513,1.31267797,0.00000000
-4.66733367,5.54301478,0.61824085,0.01945024,2.19768000,3.80992683,1.33659946,0.00000000
-4.66133067,5.60458919,0.62709396,0.01919526,2.23609591,3.83725379,1.36594628,0.00000000
-4.65532766,5.67754190,0.63400647,0.01905103,2.28017776,3.87183803,1.40019735,0.00000000
-4.64932466,5.76089706,0.63885507,0.01902121,2.32950692,3.91315492,1.43891427,0.00000000
-4.64332166,5.85400114,0.64159628,0.01910952,2.38381294,3.96089055,1.48174260,0.00000000
-4.63731866,5.95651597,0.64226694,0.01931975,2.44296457,4.01493848,1.52840794,0.00000000
-4.63131566,6.06839510,0.64098162,0.01965570,2.50695291,4.07538561,1.57870708,0.00000000
-4.62531266,6.18984407,0.63792696,0.02012113,2.57586714,4.14248779,1.63249492,0.00000000
-4.61930965,6.32126620,0.63335338,0.02071967,2.64986381,4.21663596,1.68966747,0.00000000
-4.61330665,6.46319655,0.62756427,0.02145470,2.72913116,4.29831448,1.75014234,0.00000000
-4.60730365,6.61622705,0.62090328,0.02232921,2.81384991,4.38805367,1.81383734,0.00000000
-4.60130065,6.78092701,0.61374028,0.02334560,2.90415279,4.48637896,1.88064884,0.00000000
-4.59529765,6.95776290,0.60645648,0.02450548,3.00008468,4.59375927,1.95043090,0.00000000
-4.58929465,7.14702219,0.59942954,0.02580949,3.10156560,4.71055761,2.02297656,0.00000000
-4.58329165,7.34874522,0.59301926,0.02725703,3.20835865,4.83698635,2.09800245,0.00000000
-4.57728864,7.56266930,0.58755446,0.02884609,3.32004460,4.97306983,2.17513767,0.00000000
-4.57128564,7.78818804,0.58332155,0.03057307,3.43600480,5.11861632,2.25391778,0.00000000
-4.56528264,8.02432843,0.58055545,0.03243259,3.55541331,5.27320088,2.33378431,0.00000000
-4.55927964,8.26974699,0.57943291,0.03441743,3.67723900,5.43615993,2.41408991,0.00000000
-4.55327664,8.52274510,0.58006864,0.03651850,3.80025746,5.60659781,2.49410897,0.00000000
-4.54727364,8.78130276,0.58251417,0.03872480,3.92307238,5.78340472,2.57305324,0.00000000
-4.54127064,9.04312863,0.58675950,0.04102355,4.04414539,5.96528488,2.65009144,0.00000000
-4.53526763,9.30572348,0.59273708,0.04340029,4.16183284,6.15079308,2.72437191,0.00000000
-4.52926463,9.56645344,0.60032800,0.04583913,4.27442791,6.33837740,2.79504707,0.00000000
-4.52326163,9.82262882,0.60936989,0.04832298,4.38020605,6.52642556,2.86129824,0.00000000
-4.51725863,10.07158430,0.61966593,0.05083382,4.47747158,6.71331213,2.92235951,0.00000000
-4.51125563,10.31075600,0.63099458,0.05335305,4.56460357,6.89744411,2.97753954,0.00000000
-4.50525263,10.53775183,0.64311943,0.05586181,4.64009900,7.07730229,3.02623990,0.00000000
-4.49924962,10.75041150,0.65579862,0.05834131,4.70261156,7.25147655,3.06796948,0.00000000
-4.49324662,10.94685369,0.66879348,0.06077314,4.75098479,7.41869326,3.10235399,0.00000000
-4.48724362,11.12550890,0.68187590,0.06313958,4.78427843,7.57783404,3.12914057,0.00000000
-4.48124062,11.28513680,0.69483426,0.06542382,4.80178764,7.72794529,3.14819743,0.00000000
-4.47523762,11.42482875,0.70747762,0.06761020,4.80305454,7.86823861,3.15950877,0.00000000
-4.46923462,11.54399609,0.71963830,0.06968433,4.78787248,7.99808311,3.16316571,0.00000000
-4.46323162,11.64234635,0.73117264,0.07163325,4.75628334,8.11699040,3.15935387,0.00000000
-4.45722861,11.71984942,0.74196035,0.07344542,4.70856852,8.22459414,3.14833860,0.00000000
-4.45122561,11.77669667,0.75190251,0.07511077,4.64523454,8.32062576,3.13044879,0.00000000
-4.44522261,11.81325579,0.76091856,0.07662064,4.56699419,8.40488827,3.10606028,0.00000000
-4.43921961,11.83002434,0.76894265,0.07796774,4.47474421,8.47723023,3.07557976,0.00000000
-4.43321661,11.82758487,0.77591971,0.07914602,4.36954052,8.53752136,3.03942999,0.00000000
-4.42721361,11.80656384,0.78180155,0.08015061,4.25257195,8.58563166,2.99803695,0.00000000
-4.42121061,11.76759661,0.78654338,0.08097767,4.12513325,8.62141520,2.95181942,0.00000000
-4.41520760,11.71129982,0.79010100,0.08162428,3.98859820,8.64469938,2.90118125,0.00000000
-4.40920460,11.63825226,0.79242890,0.08208838,3.84439347,8.65528056,2.84650636,0.00000000
-4.40320160,11.54898463,0.79347946,0.08236867,3.69397364,8.65292584,2.78815642,0.00000000
-4.39719860,11.44397805,0.79320323,0.08246454,3.53879790,8.63738120,2.72647091,0.00000000
-4.39119560,11.32367096,0.79155040,0.08237608,3.38030873,8.60838524,2.66176925,0.00000000
-4.38519260,11.18847321,0.78847334,0.08210404,3.21991283,8.56568782,2.59435448,0.00000000
-4.37918959,11.03878624,0.78392996,0.08164988,3.05896436,8.50907265,2.52451810,0.00000000
-4.37318659,10.87502789,0.77788789,0.08101578,2.89875086,8.43838245,2.45254546,0.00000000
-4.36718359,10.69765998,0.77032899,0.08020475,2.74048165,8.35354551,2.37872135,0.00000000
-4.36118059,10.50721709,0.76125407,0.07922063,2.58527887,8.25460222,2.30333519,0.00000000
-4.35517759,10.30433464,0.75068742,0.07806822,2.43417111,8.14173008,2.22668565,0.00000000
-4.34917459,10.08977477,0.73868097,0.07675331,2.28808950,8.01526598,2.14908424,0.00000000
-4.34317159,9.86444815,0.72531754,0.07528276,2.14786601,7.87572444,2.07085776,0.00000000
-4.33716858,9.62943064,0.71071330,0.07366452,2.01423393,7.72381064,1.99234941,0.00000000
-4.33116558,9.38597338,0.69501889,0.07190768,1.88782996,7.56042752,1.91391857,0.00000000
-4.32516258,9.13550555,0.67841925,0.07002240,1.76919782,7.38667610,1.83593907,0.00000000
-4.31915958,8.87962912,0.66113196,0.06801994,1.65879281,7.20384871,1.75879628,0.00000000
-4.31315658,8.62010540,0.64340418,0.06591255,1.55698688,7.01341502,1.68288292,0.00000000
-4.30715358,8.35883339,0.62550810,0.06371339,1.46407389,6.81700096,1.60859374,0.00000000
