energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,4.74066574,0.37588050,3.06111070,0.03056790,0.09621535,0.61875920,0.00000000,0.54063123,0.37366090
-5.99399700,4.87952338,0.40213893,3.13471696,0.03166922,0.10335272,0.64438599,0.00000000,0.57925483,0.38336996
-5.98799400,5.02789021,0.43113761,3.21459089,0.03277266,0.11086314,0.67154088,0.00000000,0.62016667,0.39355267
-5.98199100,5.18332946,0.46255582,3.29893394,0.03386918,0.11869120,0.69995952,0.00000000,0.66301244,0.40408497
-5.97598799,5.34306588,0.49600784,3.38570242,0.03494895,0.12676867,0.72933420,0.00000000,0.70736872,0.41483415
-5.96998499,5.50401814,0.53104393,3.47265205,0.03600111,0.13501399,0.75931080,0.00000000,0.75274043,0.42565564
-5.96398199,5.66284488,0.56715383,3.55739094,0.03701357,0.14333219,0.78948766,0.00000000,0.79856167,0.43639060
-5.95797899,5.81600494,0.60377283,3.63744025,0.03797298,0.15161566,0.81941704,0.00000000,0.84420014,0.44686463
-5.95197599,5.95983127,0.64029055,3.71030092,0.03886474,0.15974555,0.84860933,0.00000000,0.88896553,0.45688777
-5.94597299,6.09061742,0.67606243,3.77352496,0.03967324,0.16759392,0.87654026,0.00000000,0.93212188,0.46625610
-5.93996998,6.20471431,0.71042363,3.82478881,0.04038221,0.17502661,0.90266113,0.00000000,0.97290358,0.47475479
-5.93396698,6.29863441,0.74270499,3.86196643,0.04097513,0.18190665,0.92641168,0.00000000,1.01053475,0.48216276
-5.92796398,6.36915949,0.77225055,3.88319931,0.04143587,0.18809822,0.94723531,0.00000000,1.04425102,0.48825868
-5.92196098,6.41344744,0.79843594,3.88696058,0.04174935,0.19347089,0.96459603,0.00000000,1.07332302,0.49282806
-5.91595798,6.42913376,0.82068690,3.87211051,0.04190223,0.19790398,0.97799627,0.00000000,1.09708051,0.49567112
-5.90995498,6.41442269,0.83849714,3.83794093,0.04188371,0.20129086,0.98699483,0.00000000,1.11493588,0.49661104
-5.90395198,6.36816377,0.85144471,3.78420648,0.04168624,0.20354302,0.99122395,0.00000000,1.12640600,0.49550209
-5.89794897,6.28990974,0.85920611,3.71114124,0.04130623,0.20459354,0.99040470,0.00000000,1.13113123,0.49223725
-5.89194597,6.17995290,0.86156754,3.61945992,0.04074460,0.20440001,0.98435979,0.00000000,1.12889065,0.48675483
-5.88594297,6.03933774,0.85843263,3.51034342,0.04000733,0.20294656,0.97302313,0.00000000,1.11961268,0.47904378
-5.87993997,5.86984907,0.84982634,3.38540961,0.03910575,0.20024498,0.95644562,0.00000000,1.10338048,0.46914732
-5.87393697,5.67397603,0.83589479,3.24667040,0.03805676,0.19633490,0.93479684,0.00000000,1.08043198,0.45716467
-5.86793397,5.45485356,0.81690112,3.09647736,0.03688286,0.19128294,0.90836250,0.00000000,1.05115436,0.44325085
-5.86193097,5.21618392,0.79321745,2.93745815,0.03561201,0.18518088,0.87753778,0.00000000,1.01607338,0.42761452
-5.85592796,4.96214193,0.76531345,2.77244666,0.03427740,0.17814305,0.84281699,0.00000000,0.97583810,0.41051387
-5.84992496,4.69726800,0.73374196,2.60440979,0.03291698,0.17030297,0.80477992,0.00000000,0.93120172,0.39225092
-5.84392196,4.42635363,0.69912241,2.43637371,0.03157295,0.16180935,0.76407568,0.00000000,0.88299951,0.37316442
-5.83791896,4.15432387,0.66212277,2.27135242,0.03029117,0.15282186,0.72140475,0.00000000,0.83212491,0.35362157
-5.83191596,3.88612130,0.62344077,2.11228086,0.02912037,0.14350657,0.67750002,0.00000000,0.77950482,0.33400919
-5.82591296,3.62659540,0.58378515,1.96195453,0.02811145,0.13403152,0.63310779,0.00000000,0.72607529,0.31472434
-5.81990995,3.38040054,0.54385775,1.82297699,0.02731659,0.12456245,0.58896931,0.00000000,0.67275837,0.29616506
-5.81390695,3.15190526,0.50433696,1.69771592,0.02678840,0.11525880,0.54580372,0.00000000,0.62044121,0.27872130
-5.80790395,2.94511433,0.46586312,1.58826817,0.02657900,0.10627036,0.50429269,0.00000000,0.56995778,0.26276634
-5.80190095,2.76360448,0.42902608,1.49643338,0.02673905,0.09773428,0.46506751,0.00000000,0.52207397,0.24864899
-5.79589795,2.61047374,0.39435542,1.42369571,0.02731676,0.08977290,0.42869850,0.00000000,0.47747595,0.23668654
-5.78989495,2.48830385,0.36231311,1.37121267,0.02835681,0.08249206,0.39568707,0.00000000,0.43676209,0.22715866
-5.78389195,2.39913458,0.33328879,1.33981004,0.02989929,0.07598017,0.36646027,0.00000000,0.40043818,0.22030215
-5.77788894,2.34444856,0.30759736,1.32998171,0.03197850,0.07030775,0.34136765,0.00000000,0.36891553,0.21630664
-5.77188594,2.32516508,0.28547875,1.34189352,0.03462181,0.06552759,0.32068019,0.00000000,0.34251170,0.21531114
-5.76588294,2.34164147,0.26709942,1.37539018,0.03784843,0.06167526,0.30459091,0.00000000,0.32145315,0.21740137
-5.75987994,2.39368074,0.25255541,1.43000467,0.04166822,0.05877004,0.29321692,0.00000000,0.30587955,0.22260789
-5.75387694,2.48054462,0.24187644,1.50496970,0.04608056,0.05681611,0.28660235,0.00000000,0.29584888,0.23090502
-5.74787394,2.60097141,0.23503086,1.59923128,0.05107325,0.05580385,0.28472210,0.00000000,0.29134327,0.24221045
-5.74187094,2.75319856,0.23193105,1.71146438,0.05662170,0.05571134,0.28748594,0.00000000,0.29227487,0.25638569
-5.73586793,2.93498998,0.23243912,1.84009107,0.06268819,0.05650585,0.29474284,0.00000000,0.29849168,0.27323742
-5.72986493,3.14366881,0.23637267,1.98330158,0.06922150,0.05814533,0.30628544,0.00000000,0.30978312,0.29251968
-5.72386193,3.37615587,0.24351046,2.13907869,0.07615689,0.06057985,0.32185458,0.00000000,0.32588520,0.31393718
-5.71785893,3.62901472,0.25359805,2.30522578,0.08341645,0.06375307,0.34114388,0.00000000,0.34648549,0.33714967
-5.71185593,3.89850359,0.26635326,2.47939885,0.09090991,0.06760350,0.36380448,0.00000000,0.37122780,0.36177744
-5.70585293,4.18063440,0.28147144,2.65914245,0.09853599,0.07206577,0.38945004,0.00000000,0.39971685,0.38740810
-5.69984992,4.47123882,0.29863069,2.84192927,0.10618410,0.07707187,0.41766201,0.00000000,0.43152306,0.41360437
-5.69384692,4.76604051,0.31749705,3.02520281,0.11373666,0.08255219,0.44799546,0.00000000,0.46618756,0.43991305
-5.68784392,5.06073263,0.33772953,3.20642239,0.12107171,0.08843663,0.47998530,0.00000000,0.50322769,0.46587484
-5.68184092,5.35105888,0.35898520,3.38310928,0.12806597,0.09465551,0.51315306,0.00000000,0.54214290,0.49103478
-5.67583792,5.63289592,0.38092417,3.55289271,0.13459805,0.10114053,0.54701419,0.00000000,0.58242124,0.51495311
-5.66983492,5.90233489,0.40321446,3.71355434,0.14055190,0.10782550,0.58108568,0.00000000,0.62354618,0.53721612
-5.66383192,6.15575923,0.42553674,3.86306964,0.14582016,0.11464708,0.61489397,0.00000000,0.66500386,0.55744661
-5.65782891,6.38991607,0.44758875,3.99964478,0.15030748,0.12154529,0.64798284,0.00000000,0.70629049,0.57531359
-5.65182591,6.60197855,0.46908927,4.12174754,0.15393348,0.12846399,0.67992111,0.00000000,0.74691957,0.59054078
-5.64582291,6.78959658,0.48978172,4.22813130,0.15663535,0.13535110,0.71030983,0.00000000,0.78642895,0.60291354
-5.63981991,6.95093407,0.50943697,4.31785108,0.15836988,0.14215868,0.73878874,0.00000000,0.82438722,0.61228402
-5.63381691,7.08469110,0.52785548,4.39027114,0.15911490,0.14884291,0.76504172,0.00000000,0.86039938,0.61857405
-5.62781391,7.19011029,0.54486866,4.44506389,0.15887004,0.15536380,0.78880106,0.00000000,0.89411152,0.62177592
-5.62181091,7.26696715,0.56033935,4.48220034,0.15765674,0.16168485,0.80985037,0.00000000,0.92521449,0.62195082
-5.61580790,7.31554505,0.57416151,4.50193261,0.15551753,0.16777256,0.82802608,0.00000000,0.95344632,0.61922503
-5.60980490,7.33659617,0.58625908,4.50476927,0.15251465,0.17359591,0.84321747,0.00000000,0.97859358,0.61378407
-5.60380190,7.33129034,0.59658422,4.49144475,0.14872806,0.17912576,0.85536545,0.00000000,1.00049168,0.60586511
-5.59779890,7.30115407,0.60511494,4.46288406,0.14425283,0.18433434,0.86445994,0.00000000,1.01902426,0.59574788
-5.59179590,7.24800293,0.61185239,4.42016443,0.13919628,0.18919477,0.87053638,0.00000000,1.03412169,0.58374466
-5.58579290,7.17386989,0.61681787,4.36447541,0.13367467,0.19368078,0.87367134,0.00000000,1.04575918,0.57018956
-5.57978989,7.08093304,0.62004981,4.29707887,0.12780983,0.19776651,0.87397758,0.00000000,1.05395433,0.55542784
