energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.77788894,2.80425856,0.00179697,1.24089845,0.00747359,0.50613562,2.19978938,0.97805484
-5.77188594,2.90294121,0.00211837,1.28104319,0.00747488,0.52946718,2.28619872,1.00652315
-5.76588294,2.99688885,0.00248690,1.31821289,0.00747697,0.55286467,2.36946147,1.03271137
-5.75987994,3.08488657,0.00290480,1.35189310,0.00748114,0.57603713,2.44844704,1.05628910
-5.75387694,3.16577189,0.00337377,1.38160413,0.00748845,0.59868884,2.52202763,1.07696816
-5.74787394,3.23845880,0.00389481,1.40691310,0.00749963,0.62052378,2.58910372,1.09450858
-5.74187094,3.30196129,0.00446803,1.42744515,0.00751498,0.64125061,2.64863084,1.10872328
-5.73586793,3.35541539,0.00509250,1.44289345,0.00753432,0.66058816,2.69964678,1.11948132
-5.72986493,3.39809906,0.00576611,1.45302778,0.00755695,0.67827101,2.74129799,1.12670964
-5.72386193,3.42944889,0.00648542,1.45770119,0.00758167,0.69405492,2.77286420,1.13039322
-5.71785893,3.44907324,0.00724562,1.45685467,0.00760677,0.70772186,2.79378001,1.13057361
-5.71185593,3.45676083,0.00804045,1.45051955,0.00763013,0.71908431,2.80365250,1.12734610
-5.70585293,3.45248474,0.00886221,1.43881742,0.00764927,0.72798880,2.80227400,1.12085538
-5.69984992,3.43640127,0.00970182,1.42195759,0.00766146,0.73431840,2.78962928,1.11129009
-5.69384692,3.40884389,0.01054895,1.40023208,0.00766381,0.73799418,2.76589680,1.09887627
-5.68784392,3.37031226,0.01139215,1.37400826,0.00765342,0.73897563,2.73144386,1.08387015
-5.68184092,3.32145693,0.01221910,1.34371924,0.00762745,0.73726013,2.68681578,1.06655031
-5.67583792,3.26306017,0.01301691,1.30985253,0.00758329,0.73288153,2.63271972,1.04720971
-5.66983492,3.19601387,0.01377239,1.27293707,0.00751863,0.72590802,2.57000354,1.02614769
-5.66383192,3.12129527,0.01447243,1.23352926,0.00743158,0.71643962,2.49963100,1.00366234
-5.65782891,3.03994159,0.01510439,1.19219845,0.00732076,0.70460518,2.42265408,0.98004346
-5.65182591,2.95302457,0.01565642,1.14951240,0.00718533,0.69055939,2.34018380,0.95556625
-5.64582291,2.86162583,0.01611788,1.10602319,0.00702509,0.67447975,2.25336076,0.93048613
-5.63981991,2.76681399,0.01647966,1.06225425,0.00684047,0.65656369,2.16332645,0.90503455
-5.63381691,2.66962431,0.01673448,1.01868874,0.00663257,0.63702592,2.07119659,0.87941617
-5.62781391,2.57104135,0.01687712,0.97575994,0.00640311,0.61609600,1.97803732,0.85380723
-5.62181091,2.47198528,0.01690462,0.93384371,0.00615442,0.59401621,1.88484507,0.82835522
-5.61580790,2.37330171,0.01681636,0.89325344,0.00588939,0.57103954,1.79253045,0.80317966
-5.60980490,2.27575541,0.01661409,0.85423737,0.00561140,0.54742784,1.70190671,0.77837401
-5.60380190,2.18002745,0.01630190,0.81697844,0.00532423,0.52345003,1.61368249,0.75400841
-5.59779890,2.08671563,0.01588603,0.78159642,0.00503201,0.49938020,1.52845898,0.73013313
-5.59179590,1.99633762,0.01537471,0.74815211,0.00473907,0.47549558,1.44673088,0.70678251
-5.58579290,1.90933621,0.01477786,0.71665328,0.00444992,0.45207436,1.36889078,0.68397908
-5.57978989,1.82608629,0.01410679,0.68706203,0.00416909,0.42939314,1.29523632,0.66173774
-5.57378689,1.74690253,0.01337381,0.65930301,0.00390108,0.40772423,1.22597932,0.64006971
-5.56778389,1.67204750,0.01259191,0.63327222,0.00365024,0.38733261,1.16125629,0.61898607
-5.56178089,1.60173945,0.01177435,0.60884578,0.00342072,0.36847263,1.10113954,0.59850079
-5.55577789,1.53615932,0.01093427,0.58588845,0.00321640,0.35138459,1.04564821,0.57863296
-5.54977489,1.47545651,0.01008440,0.56426136,0.00304078,0.33629116,0.99475872,0.55940839
-5.54377189,1.41975327,0.00923672,0.54382884,0.00289699,0.32339375,0.94841414,0.54086030
-5.53776888,1.36914728,0.00840219,0.52446396,0.00278768,0.31286900,0.90653211,0.52302924
-5.53176588,1.32371270,0.00759060,0.50605277,0.00271500,0.30486531,0.86901109,0.50596227
-5.52576288,1.28349945,0.00681035,0.48849720,0.00268059,0.29949969,0.83573499,0.48971147
-5.51975988,1.24853113,0.00606843,0.47171651,0.00268548,0.29685494,0.80657594,0.47433192
-5.51375688,1.21880178,0.00537032,0.45564756,0.00273015,0.29697726,0.78139563,0.45987928
-5.50775388,1.19427188,0.00472006,0.44024392,0.00281440,0.29987437,0.76004526,0.44640711
-5.50175088,1.17486403,0.00412030,0.42547409,0.00293745,0.30551439,0.74236458,0.43396427
-5.49574787,1.16045892,0.00357235,0.41131911,0.00309785,0.31382536,0.72818020,0.42259231
-5.48974487,1.15089192,0.00307640,0.39776968,0.00329348,0.32469582,0.71730381,0.41232326
-5.48374187,1.14595105,0.00263159,0.38482310,0.00352163,0.33797620,0.70953054,0.40317793
-5.47773887,1.14537659,0.00223620,0.37248038,0.00377898,0.35348151,0.70463793,0.39516476
-5.47173587,1.14886296,0.00188784,0.36074353,0.00406164,0.37099509,0.70238589,0.38827946
-5.46573287,1.15606297,0.00158356,0.34961327,0.00436526,0.39027366,0.70251795,0.38250539
-5.45972986,1.16659487,0.00132009,0.33908747,0.00468508,0.41105361,0.70476383,0.37781487
-5.45372686,1.18005193,0.00109387,0.32916009,0.00501611,0.43305848,0.70884378,0.37417120
-5.44772386,1.19601477,0.00090130,0.31982090,0.00535319,0.45600747,0.71447430,0.37153149
-5.44172086,1.21406575,0.00073875,0.31105588,0.00569124,0.47962490,0.72137539,0.36985012
-5.43571786,1.23380516,0.00060269,0.30284824,0.00602542,0.50365013,0.72927894,0.36908260
-5.42971486,1.25486847,0.00048978,0.29517992,0.00635131,0.52784785,0.73793796,0.36918981
-5.42371186,1.27694374,0.00039688,0.28803353,0.00666517,0.55201808,0.74713615,0.37014213
-5.41770885,1.29978832,0.00032111,0.28139446,0.00696416,0.57600552,0.75669732,0.37192341
-5.41170585,1.32324392,0.00025988,0.27525305,0.00724653,0.59970778,0.76649418,0.37453446
-5.40570285,1.34724887,0.00021087,0.26960663,0.00751183,0.62308194,0.77645567,0.37799570
-5.39969985,1.37184690,0.00017206,0.26446122,0.00776111,0.64614898,0.78657263,0.38234891
-5.39369685,1.39719135,0.00014169,0.25983276,0.00799702,0.66899575,0.79690104,0.38765770
-5.38769385,1.42354444,0.00011827,0.25574773,0.00822395,0.69177408,0.80756264,0.39400672
-5.38169085,1.45127110,0.00010054,0.25224307,0.00844801,0.71469697,0.81874253,0.40149938
-5.37568784,1.48082716,0.00008746,0.24936536,0.00867702,0.73803171,0.83068380,0.41025426
-5.36968484,1.51274234,0.00007818,0.24716918,0.00892044,0.76209015,0.84367914,0.42040007
-5.36368184,1.54759817,0.00007202,0.24571483,0.00918912,0.78721627,0.85805969,0.43206947
-5.35767884,1.58600189,0.00006844,0.24506533,0.00949512,0.81377160,0.87418150,0.44539198
-5.35167584,1.62855721,0.00006703,0.24528296,0.00985131,0.84211891,0.89241019,0.46048610
-5.34567284,1.67583310,0.00006746,0.24642548,0.01027102,0.87260486,0.91310433,0.47745123
-5.33966983,1.72833203,0.00006950,0.24854211,0.01076755,0.90554237,0.93659826,0.49635955
-5.33366683,1.78645904,0.00007297,0.25166968,0.01135365,0.94119331,0.96318521,0.51724833
-5.32766383,1.85049298,0.00007776,0.25582894,0.01204098,0.97975242,0.99310125,0.54011306
-5.32166083,1.92056133,0.00008377,0.26102136,0.01283952,1.02133297,1.02651088,0.56490172
-5.31565783,1.99661966,0.00009094,0.26722660,0.01375707,1.06595495,1.06349486,0.59151051
-5.30965483,2.07843671,0.00009923,0.27440069,0.01479861,1.11353612,1.10404067,0.61978124
-5.30365183,2.16558591,0.00010860,0.28247518,0.01596593,1.16388647,1.14803609,0.64950062
-5.29764882,2.25744369,0.00011901,0.29135725,0.01725712,1.21670625,1.19526604,0.68040145
-5.29164582,2.35319469,0.00013043,0.30093071,0.01866634,1.27158771,1.24541276,0.71216591
-5.28564282,2.45184403,0.00014283,0.31105814,0.02018358,1.32802053,1.29805944,0.74443058
-5.27963982,2.55223601,0.00015617,0.32158379,0.02179466,1.38540083,1.35269690,0.77679342
-5.27363682,2.65307886,0.00017043,0.33233736,0.02348130,1.44304349,1.40873331,0.80882222
-5.26763382,2.75297467,0.00018558,0.34313843,0.02522143,1.50019737,1.46550651,0.84006442
-5.26163082,2.85045373,0.00020159,0.35380142,0.02698961,1.55606311,1.52229859,0.87005796
-5.25562781,2.94401203,0.00021849,0.36414089,0.02875761,1.60981294,1.57835223,0.89834289
-5.24962481,3.03215102,0.00023629,0.37397694,0.03049522,1.66061194,1.63288860,0.92447323
-5.24362181,3.11341832,0.00025505,0.38314067,0.03217102,1.70764014,1.68512605,0.94802901
-5.23761881,3.18644821,0.00027488,0.39147930,0.03375343,1.75011501,1.73429942,0.96862778
-5.23161581,3.25000069,0.00029591,0.39886102,0.03521164,1.78731334,1.77967936,0.98593556
-5.22561281,3.30299792,0.00031836,0.40517914,0.03651670,1.81859225,1.82059116,0.99967663
-5.21960980,3.34455681,0.00034248,0.41035561,0.03764251,1.84340842,1.85643274,1.00964200
-5.21360680,3.37401682,0.00036859,0.41434374,0.03856671,1.86133494,1.88669117,1.01569616
-5.20760380,3.39096176,0.00039705,0.41712980,0.03927152,1.87207524,1.91095728,1.01778197
-5.20160080,3.39523482,0.00042831,0.41873380,0.03974437,1.87547352,1.92893783,1.01592328
-5.19559780,3.38694609,0.00046282,0.41920905,0.03997839,1.87152115,1.94046474,1.01022532
-5.18959480,3.36647205,0.00050110,0.41864064,0.03997260,1.86035873,1.94550095,1.00087260
-5.18359180,3.33444660,0.00054367,0.41714288,0.03973200,1.84227352,1.94414246,0.98812441
-5.17758879,3.29174380,0.00059104,0.41485553,0.03926729,1.81769215,1.93661637,0.97230787
-5.17158579,3.23945248,0.00064368,0.41193928,0.03859450,1.78716877,1.92327456,0.95380875
-5.16558279,3.17884332,0.00070203,0.40857013,0.03773426,1.75136876,1.90458315,0.93306019
-5.15957979,3.11132943,0.00076641,0.40493325,0.03671108,1.71104854,1.88110788,0.91052985
-5.15357679,3.03842157,0.00083704,0.40121623,0.03555234,1.66703218,1.85349562,0.88670557
-5.14757379,2.96167964,0.00091399,0.39760209,0.03428730,1.62018555,1.82245287,0.86208041
-5.14157079,2.88266226,0.00099716,0.39426232,0.03294597,1.57138893,1.78872169,0.83713725
-5.13556778,2.80287632,0.00108624,0.39135005,0.03155808,1.52150937,1.75305421,0.81233384
-5.12956478,2.72372864,0.00118072,0.38899396,0.03015206,1.47137362,1.71618672,0.78808868
-5.12356178,2.64648180,0.00127985,0.38729284,0.02875415,1.42174306,1.67881451,0.76476847
-5.11755878,2.57221604,0.00138269,0.38631138,0.02738759,1.37329150,1.64156860,0.74267755
-5.11155578,2.50179897,0.00148804,0.38607727,0.02607207,1.32658696,1.60499559,0.72204999
-5.10555278,2.43586463,0.00159454,0.38657978,0.02482330,1.28207818,1.56954157,0.70304444
-5.09954977,2.37480270,0.00170064,0.38777007,0.02365284,1.24008644,1.53554097,0.68574229
-5.09354677,2.31875868,0.00180469,0.38956313,0.02256804,1.20080312,1.50321107,0.67014906
-5.08754377,2.26764484,0.00190493,0.39184152,0.02157230,1.16429301,1.47265235,0.65619907
-5.08154077,2.22116166,0.00199960,0.39446057,0.02066540,1.13050315,1.44385483,0.64376320
-5.07553777,2.17882869,0.00208696,0.39725510,0.01984401,1.09927685,1.41671018,0.63265939
-5.06953477,2.14002338,0.00216540,0.40004723,0.01910231,1.07037208,1.39102880,0.62266547
-5.06353177,2.10402612,0.00223346,0.40265501,0.01843274,1.04348325,1.36656132,0.61353367
-5.05752876,2.07006930,0.00228991,0.40490159,0.01782668,1.01826550,1.34302310,0.60500624
-5.05152576,2.03738803,0.00233384,0.40662433,0.01727527,0.99436008,1.32012076,0.59683144
-5.04552276,2.00527025,0.00236464,0.40768368,0.01677008,0.97141976,1.29757916,0.58877910
-5.03951976,1.97310374,0.00238211,0.40797122,0.01630379,0.94913293,1.27516752,0.58065517
-5.03351676,1.94041802,0.00238646,0.40741661,0.01587078,0.92724543,1.25272338,0.57231455
-5.02751376,1.90691902,0.00237831,0.40599307,0.01546755,0.90557892,1.23017300,0.56367156
-5.02151076,1.87251514,0.00235873,0.40372115,0.01509306,0.88404516,1.20754731,0.55470772
-5.01550775,1.83733342,0.00232918,0.40067052,0.01474893,0.86265544,1.18499241,0.54547636
-5.00950475,1.80172520,0.00229151,0.39695980,0.01443951,0.84152493,1.16277416,0.53610397
-5.00350175,1.76626102,0.00224788,0.39275426,0.01417172,0.82087167,1.14127644,0.52678812
-4.99749875,1.73171488,0.00220077,0.38826148,0.01395491,0.80101042,1.12099310,0.51779212
-4.99149575,1.69903868,0.00215284,0.38372523,0.01380046,0.78234155,1.10251379,0.50943655
-4.98549275,1.66932778,0.00210689,0.37941750,0.01372134,0.76533566,1.08650432,0.50208805
-4.97948974,1.64377903,0.00206576,0.37562927,0.01373159,0.75051431,1.07368201,0.49614572
-4.97348674,1.62364296,0.00203228,0.37266006,0.01384569,0.73842803,1.06478720,0.49202572
-4.96748374,1.61017198,0.00200912,0.37080681,0.01407792,0.72963209,1.06055198,0.49014459
-4.96148074,1.60456649,0.00199876,0.37035239,0.01444168,0.72466141,1.06166717,0.49090192
-4.95547774,1.60792100,0.00200339,0.37155420,0.01494883,0.72400517,1.06874905,0.49466302
-4.94947474,1.62117233,0.00202480,0.37463318,0.01560899,0.72808249,1.08230711,0.50174221
-4.94347174,1.64505179,0.00206437,0.37976383,0.01642900,0.73721986,1.10271409,0.51238739
-4.93746873,1.68004332,0.00212298,0.38706535,0.01741233,0.75163127,1.13017964,0.52676648
-4.93146573,1.72634915,0.00220097,0.39659457,0.01855865,0.77140198,1.16472878,0.54495626
-4.92546273,1.78386463,0.00229812,0.40834070,0.01986351,0.79647636,1.20618627,0.56693406
-4.91945973,1.85216327,0.00241362,0.42222232,0.02131809,0.82665064,1.25416756,0.59257273
-4.91345673,1.93049284,0.00254612,0.43808677,0.02290913,0.86157069,1.30807721,0.62163919
-4.90745373,2.01778314,0.00269367,0.45571199,0.02461902,0.90073532,1.36711497,0.65379665
-4.90145073,2.11266532,0.00285384,0.47481081,0.02642602,0.94350489,1.43028969,0.68861054
-4.89544772,2.21350245,0.00302373,0.49503772,0.02830460,0.98911518,1.49644077,0.72555808
-4.88944472,2.31843046,0.00320004,0.51599781,0.03022601,1.03669617,1.56426662,0.76404128
-4.88344172,2.42540816,0.00337916,0.53725763,0.03215889,1.08529495,1.63235916,0.80340271
-4.87743872,2.53227459,0.00355728,0.55835762,0.03407011,1.13390226,1.69924332,0.84294388
-4.87143572,2.63681163,0.00373048,0.57882571,0.03592555,1.18148138,1.76341985,0.88194521
-4.86543272,2.73680951,0.00389482,0.59819138,0.03769109,1.22699858,1.82341009,0.91968706
-4.85942971,2.83013268,0.00404650,0.61599994,0.03933356,1.26945370,1.87780058,0.95547090
-4.85342671,2.91478330,0.00418191,0.63182616,0.04082168,1.30790993,1.92528599,0.98863979
-4.84742371,2.98895997,0.00429780,0.64528692,0.04212701,1.34152120,1.96470838,1.01859735
-4.84142071,3.05110909,0.00439131,0.65605232,0.04322474,1.36955650,1.99509134,1.04482441
-4.83541771,3.09996700,0.00446010,0.66385470,0.04409442,1.39141980,2.01566746,1.06689269
-4.82941471,3.13459110,0.00450238,0.66849550,0.04472057,1.40666503,2.02589808,1.08447498
-4.82341171,3.15437885,0.00451699,0.66984939,0.04509305,1.41500534,2.02548476,1.09735137
-4.81740870,3.15907421,0.00450338,0.66786591,0.04520732,1.41631662,2.01437186,1.10541142
-4.81140570,3.14876137,0.00446168,0.66256829,0.04506442,1.41063500,1.99274069,1.10865226
-4.80540270,3.12384665,0.00439259,0.65404996,0.04467086,1.39814883,1.96099540,1.10717273
-4.79939970,3.08502959,0.00429743,0.64246868,0.04403823,1.37918551,1.91974177,1.10116415
-4.79339670,3.03326508,0.00417805,0.62803883,0.04318271,1.35419405,1.86975999,1.09089805
-4.78739370,2.96971840,0.00403674,0.61102220,0.04212440,1.32372416,1.81197280,1.07671165
-4.78139070,2.89571567,0.00387617,0.59171782,0.04088658,1.28840315,1.74741074,1.05899187
-4.77538769,2.81269195,0.00369928,0.57045123,0.03949484,1.24891154,1.67717597,1.03815862
-4.76938469,2.72213965,0.00350922,0.54756366,0.03797622,1.20595863,1.60240645,1.01464819
-4.76338169,2.62555914,0.00330920,0.52340176,0.03635833,1.16025916,1.52424172,0.98889749
-4.75737869,2.52441395,0.00310243,0.49830791,0.03466853,1.11251185,1.44379186,0.96132993
-4.75137569,2.42009189,0.00289204,0.47261188,0.03293314,1.06338072,1.36211045,0.93234327
-4.74537269,2.31387355,0.00268098,0.44662363,0.03117681,1.01347979,1.28017230,0.90230002
-4.73936968,2.20690872,0.00247194,0.42062779,0.02942197,0.96336153,1.19885657,0.87152069
-4.73336668,2.10020131,0.00226736,0.39487959,0.02768837,0.91350915,1.11893527,0.84027984
-4.72736368,1.99460237,0.00206935,0.36960250,0.02599292,0.86433291,1.04106706,0.80880495
-4.72136068,1.89081091,0.00187965,0.34498723,0.02434944,0.81616995,0.96579608,0.77727795
-4.71535768,1.78938156,0.00169966,0.32119216,0.02276878,0.76928748,0.89355518,0.74583909
-4.70935468,1.69073799,0.00153045,0.29834494,0.02125890,0.72388873,0.82467281,0.71459264
-4.70335168,1.59519080,0.00137272,0.27654502,0.01982510,0.68012106,0.75938300,0.68361412
-4.69734867,1.50295860,0.00122690,0.25586694,0.01847037,0.63808562,0.69783735,0.65295838
-4.69134567,1.41419079,0.00109313,0.23636407,0.01719575,0.59784798,0.64011841,0.62266820
-4.68534267,1.32899087,0.00097131,0.21807274,0.01600075,0.55944895,0.58625366,0.59278270
-4.67933967,1.24743894,0.00086114,0.20101629,0.01488378,0.52291527,0.53622937,0.56334537
-4.67333667,1.16961261,0.00076219,0.18520918,0.01384258,0.48826949,0.49000386,0.53441116
-4.66733367,1.09560523,0.00067390,0.17066068,0.01287459,0.45553877,0.44751952,0.50605236
-4.66133067,1.02554100,0.00059564,0.15737827,0.01197734,0.42476225,0.40871358,0.47836313
-4.65532766,0.95958657,0.00052673,0.14537050,0.01114873,0.39599692,0.37352697,0.45146250
-4.64932466,0.89795879,0.00046649,0.13464933,0.01038726,0.36932163,0.34191151,0.42549575
-4.64332166,0.84092862,0.00041426,0.12523176,0.00969222,0.34483960,0.31383516,0.40063427
-4.63731866,0.78882139,0.00036938,0.11714093,0.00906381,0.32267905,0.28928539,0.37707393
-4.63131566,0.74201356,0.00033129,0.11040649,0.00850318,0.30299248,0.26827082,0.35503212
-4.62531266,0.70092622,0.00029943,0.10506430,0.00801242,0.28595428,0.25082107,0.33474365
-4.61930965,0.66601587,0.00027335,0.10115561,0.00759450,0.27175731,0.23698516,0.31645567
-4.61330665,0.63776278,0.00025262,0.09872555,0.00725318,0.26060817,0.22682841,0.30042184
-4.60730365,0.61665729,0.00023690,0.09782114,0.00699283,0.25272165,0.22042814,0.28689598
-4.60130065,0.60318470,0.00022588,0.09848882,0.00681834,0.24831442,0.21786824,0.27612535
-4.59529765,0.59780892,0.00021931,0.10077159,0.00673482,0.24759807,0.21923289,0.26834383
-4.58929465,0.60095555,0.00021697,0.10470586,0.00674751,0.25077183,0.22459949,0.26376506
-4.58329165,0.61299465,0.00021869,0.11031811,0.00686148,0.25801496,0.23403115,0.26257589
-4.57728864,0.63422379,0.00022429,0.11762152,0.00708146,0.26947912,0.24756889,0.26493003
-4.57128564,0.66485171,0.00023362,0.12661267,0.00741158,0.28528090,0.26522377,0.27094236
-4.56528264,0.70498316,0.00024652,0.13726840,0.00785523,0.30549461,0.28696936,0.28068367
-4.55927964,0.75460537,0.00026284,0.14954313,0.00841477,0.33014560,0.31273463,0.29417633
-4.55327664,0.81357657,0.00028242,0.16336665,0.00909140,0.35920442,0.34239783,0.31139066
-4.54727364,0.88161711,0.00030508,0.17864252,0.00988493,0.39258181,0.37578139,0.33224236
-4.54127064,0.95830363,0.00033064,0.19524735,0.01079366,0.43012502,0.41264831,0.35659099
-4.53526763,1.04306655,0.00035889,0.21303082,0.01181418,0.47161541,0.45270032,0.38423964
-4.52926463,1.13519136,0.00038963,0.23181674,0.01294132,0.51676773,0.49557785,0.41493576
-4.52326163,1.23382385,0.00042263,0.25140504,0.01416798,0.56523099,0.54086220,0.44837334
-4.51725863,1.33797936,0.00045766,0.27157479,0.01548515,0.61659129,0.58807980,0.48419642
-4.51125563,1.44655612,0.00049449,0.29208805,0.01688184,0.67037635,0.63670870,0.52200379
-4.50525263,1.55835237,0.00053287,0.31269462,0.01834512,0.72606196,0.68618705,0.56135503
-4.49924962,1.67208704,0.00057258,0.33313747,0.01986022,0.78308006,0.73592356,0.60177766
-4.49324662,1.78642349,0.00061340,0.35315872,0.02141064,0.84082844,0.78530941,0.64277532
-4.48724362,1.89999568,0.00065508,0.37250590,0.02297833,0.89868171,0.83373152,0.68383680
-4.48124062,2.01143607,0.00069744,0.39093833,0.02454397,0.95600331,0.88058646,0.72444572
-4.47523762,2.11940445,0.00074024,0.40823346,0.02608724,1.01215822,0.92529472,0.76409066
-4.46923462,2.22261695,0.00078328,0.42419272,0.02758718,1.06652605,0.96731475,0.80227544
-4.46323162,2.31987432,0.00082636,0.43864694,0.02902262,1.11851415,1.00615628,0.83852940
-4.45722861,2.41008859,0.00086925,0.45146090,0.03037257,1.16757034,1.04139243,0.87241727
-4.45122561,2.49230762,0.00091171,0.46253706,0.03161673,1.21319497,1.07267021,0.90354853
-4.44522261,2.56573658,0.00095350,0.47181819,0.03273598,1.25495199,1.09971909,0.93158598
-4.43921961,2.62975605,0.00099433,0.47928891,0.03371280,1.29247879,1.12235727,0.95625329
-4.43321661,2.68393616,0.00103389,0.48497611,0.03453179,1.32549451,1.14049560,0.97734136
-4.42721361,2.72804654,0.00107185,0.48894822,0.03518010,1.35380675,1.15413904,0.99471333
-4.42121061,2.76206183,0.00110781,0.49131346,0.03564772,1.37731638,1.16338566,1.00830814
-4.41520760,2.78616279,0.00114137,0.49221711,0.03592789,1.39602052,1.16842326,1.01814253
-4.40920460,2.80073288,0.00117209,0.49183798,0.03601725,1.41001338,1.16952396,1.02431138
-4.40320160,2.80635051,0.00119952,0.49038425,0.03591595,1.41948514,1.16703677,1.02698638
-4.39719860,2.80377721,0.00122317,0.48808870,0.03562774,1.42471863,1.16137855,1.02641301
-4.39119560,2.79394176,0.00124260,0.48520372,0.03515979,1.42608396,1.15302372,1.02290590
-4.38519260,2.77792081,0.00125737,0.48199612,0.03452258,1.42403095,1.14249286,1.01684245
-4.37918959,2.75691612,0.00126706,0.47874191,0.03372956,1.41907957,1.13034067,1.00865502
-4.37318659,2.73222899,0.00127135,0.47572118,0.03279678,1.41180836,1.11714350,0.99882167
-4.36718359,2.70523223,0.00126995,0.47321328,0.03174246,1.40284101,1.10348676,0.98785551
-4.36118059,2.67734016,0.00126269,0.47149223,0.03058644,1.39283135,1.08995245,0.97629314
-4.35517759,2.64997729,0.00124948,0.47082257,0.02934967,1.38244693,1.07710703,0.96468207
-4.34917459,2.62454624,0.00123036,0.47145554,0.02805362,1.37235162,1.06548994,0.95356770
-4.34317159,2.60239562,0.00120549,0.47362576,0.02671975,1.36318760,1.05560279,0.94347990
-4.33716858,2.58478858,0.00117513,0.47754823,0.02536896,1.35555737,1.04789966,0.93491983
-4.33116558,2.57287294,0.00113966,0.48341575,0.02402110,1.35000611,1.04277836,0.92834703
-4.32516258,2.56765355,0.00109959,0.49139671,0.02269457,1.34700524,1.04057313,0.92416751
-4.31915958,2.56996777,0.00105551,0.50163305,0.02140591,1.34693764,1.04154869,0.92272288
-4.31315658,2.58046479,0.00100807,0.51423862,0.02016959,1.35008517,1.04589582,0.92428119
-4.30715358,2.59958946,0.00095802,0.52929756,0.01899775,1.35661909,1.05372860,0.92902955
