energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up
-5.84992496,6.15079105,0.01569874,0.72726941,1.57100823,1.45075395,0.76088084,0.36060356,0.20856783,2.53427181
-5.84392196,6.17776581,0.01508729,0.72717035,1.56214277,1.46334105,0.76538252,0.36212077,0.21081826,2.54487636
-5.83791896,6.19291661,0.01449297,0.72634556,1.55293235,1.47375319,0.77085100,0.36300517,0.21205014,2.54939136
-5.83191596,6.19513699,0.01391819,0.72464870,1.54297069,1.48179166,0.77713205,0.36321427,0.21221841,2.54734808
-5.82591296,6.18374738,0.01336450,0.72196425,1.53192063,1.48734700,0.78409562,0.36273013,0.21130218,2.53847754
-5.81990995,6.15850983,0.01283274,0.71820951,1.51951878,1.49039998,0.79163515,0.36156093,0.20930554,2.52271804
-5.81390695,6.11962480,0.01232316,0.71333532,1.50557715,1.49101819,0.79966559,0.35974151,0.20625751,2.50021462
-5.80790395,6.06771006,0.01183562,0.70732546,1.48998205,1.48934858,0.80812018,0.35733276,0.20221096,2.47131057
-5.80190095,6.00376251,0.01136973,0.70019478,1.47269023,1.48560603,0.81694618,0.35441985,0.19724078,2.43653106
-5.79589795,5.92910518,0.01092501,0.69198635,1.45372271,1.48005902,0.82609983,0.35110942,0.19144115,2.39655979
-5.78989495,5.84532226,0.01050098,0.68276767,1.43315684,1.47301290,0.83554089,0.34752576,0.18492223,2.35220998
-5.78389195,5.75418595,0.01009731,0.67262638,1.41111725,1.46479210,0.84522705,0.34380636,0.17780636,2.30439093
-5.77788894,5.65757922,0.00971387,0.66166582,1.38776646,1.45572221,0.85510871,0.34009676,0.17022387,2.25407213
-5.77188594,5.55741878,0.00935075,0.65000067,1.36329570,1.44611324,0.86512446,0.33654529,0.16230892,2.20224663
-5.76588294,5.45558257,0.00900833,0.63775313,1.33791696,1.43624501,0.87519754,0.33329766,0.15419524,2.14989544
-5.75987994,5.35384541,0.00868725,0.62504978,1.31185662,1.42635567,0.88523374,0.33049184,0.14601230,2.09795471
-5.75387694,5.25382592,0.00838834,0.61201945,1.28535118,1.41663401,0.89512065,0.32825331,0.13788176,2.04728704
-5.74787394,5.15694705,0.00811264,0.59879219,1.25864543,1.40721609,0.90472856,0.32669106,0.12991446,1.99865805
-5.74187094,5.06441141,0.00786128,0.58549928,1.23199309,1.39818623,0.91391286,0.32589417,0.12220808,1.95271892
-5.73586793,4.97719157,0.00763541,0.57227432,1.20565975,1.38958226,0.92251776,0.32592941,0.11484542,1.90999523
-5.72986493,4.89603483,0.00743616,0.55925516,1.17992788,1.38140466,0.93038120,0.32683962,0.10789331,1.87088203
-5.72386193,4.82148061,0.00726450,0.54658646,1.15510322,1.37362883,0.93734044,0.32864293,0.10140224,1.83564481
-5.71785893,4.75388840,0.00712122,0.53442253,1.13152217,1.36621965,0.94323814,0.33133296,0.09540652,1.80442560
-5.71185593,4.69347334,0.00700683,0.52293021,1.10955920,1.35914735,0.94792841,0.33487957,0.08992499,1.77725332
-5.70585293,4.64034643,0.00692147,0.51229134,1.08963370,1.35240354,0.95128254,0.33923039,0.08496214,1.75405746
-5.69984992,4.59455636,0.00686491,0.50270453,1.07221545,1.34601654,0.95319405,0.34431283,0.08050957,1.73468390
-5.69384692,4.55612999,0.00683650,0.49438591,1.05782794,1.34006472,0.95358281,0.35003657,0.07654771,1.71891199
-5.68784392,4.52510890,0.00683513,0.48756869,1.04704906,1.33468741,0.95239806,0.35629628,0.07304757,1.70647184
-5.68184092,4.50158007,0.00685926,0.48250119,1.04050866,1.33009233,0.94962029,0.36297467,0.06997272,1.69706115
-5.67583792,4.48569902,0.00690694,0.47944343,1.03888252,1.32655934,0.94526199,0.36994567,0.06728107,1.69036099
-5.66983492,4.47770459,0.00697581,0.47866210,1.04288275,1.32444024,0.93936729,0.37707762,0.06492667,1.68604996
-5.66383192,4.47792501,0.00706324,0.48042410,1.05324455,1.32415448,0.93201088,0.38423663,0.06286142,1.68381670
-5.65782891,4.48677544,0.00716633,0.48498869,1.07070946,1.32618122,0.92329612,0.39128977,0.06103656,1.68337047
-5.65182591,4.50474759,0.00728208,0.49259853,1.09600552,1.33104784,0.91335280,0.39810827,0.05940399,1.68444979
-5.64582291,4.53239249,0.00740745,0.50346992,1.12982479,1.33931573,0.90233468,0.40457057,0.05791753,1.68682941
-5.63981991,4.57029752,0.00753949,0.51778256,1.17279890,1.35156373,0.89041694,0.41056522,0.05653385,1.69032544
-5.63381691,4.61905921,0.00767549,0.53566917,1.22547333,1.36837017,0.87779372,0.41599347,0.05521334,1.69479901
-5.62781391,4.67925330,0.00781310,0.55720553,1.28828140,1.39029414,0.86467582,0.42077160,0.05392079,1.70015832
-5.62181091,4.75140330,0.00795040,0.58240134,1.36151875,1.41785671,0.85128847,0.42483294,0.05262587,1.70635943
-5.61580790,4.83594929,0.00808605,0.61119233,1.44531955,1.45152300,0.83786919,0.42812934,0.05130349,1.71340552
-5.60980490,4.93321794,0.00821937,0.64343415,1.53963527,1.49168544,0.82466561,0.43063223,0.04993400,1.72134488
-5.60380190,5.04339523,0.00835037,0.67889843,1.64421716,1.53864921,0.81193297,0.43233319,0.04850327,1.73026756
-5.59779890,5.16650273,0.00847979,0.71727142,1.75860338,1.59261993,0.79993139,0.43324384,0.04700259,1.74030057
-5.59179590,5.30237851,0.00860912,0.75815556,1.88211177,1.65369423,0.78892246,0.43339530,0.04542847,1.75160193
-5.58579290,5.45066331,0.00874052,0.80107408,2.01383880,1.72185337,0.77916532,0.43283710,0.04378226,1.76435338
-5.57978989,5.61079269,0.00887682,0.84547893,2.15266548,1.79696006,0.77091193,0.43163547,0.04206979,1.77875207
-5.57378689,5.78199544,0.00902135,0.89076181,2.29727037,1.87875846,0.76440175,0.42987142,0.04030072,1.79500136
-5.56778389,5.96329857,0.00917783,0.93626833,2.44614988,1.96687729,0.75985571,0.42763827,0.03848797,1.81330103
-5.56178089,6.15353868,0.00935027,0.98131475,2.59764537,2.06083593,0.75746992,0.42503902,0.03664703,1.83383719
-5.55577789,6.35137967,0.00954274,1.02520701,2.74997669,2.16005308,0.75740901,0.42218363,0.03479520,1.85677235
-5.54977489,6.55533605,0.00975919,1.06726133,2.90128110,2.26385774,0.75979972,0.41918607,0.03295087,1.88223583
-5.54377189,6.76380130,0.01000330,1.10682555,3.04965636,2.37150208,0.76472495,0.41616162,0.03113278,1.91031527
-5.53776888,6.97508018,0.01027826,1.14330052,3.19320664,2.48217563,0.77221864,0.41322411,0.02935934,1.94104924
-5.53176588,7.18742403,0.01058660,1.17616041,3.33008945,2.59502060,0.78226190,0.41048346,0.02764799,1.97442158
-5.52576288,7.39906769,0.01093004,1.20497123,3.45856196,2.70914750,0.79478069,0.40804340,0.02601464,2.01035770
-5.51975988,7.60826694,0.01130932,1.22940646,3.57702490,2.82365103,0.80964537,0.40599948,0.02447323,2.04872299
-5.51375688,7.81333491,0.01172413,1.24925914,3.68406227,2.93762553,0.82667236,0.40443738,0.02303538,2.08932364
-5.50775388,8.01267662,0.01217297,1.26444967,3.77847545,3.05017992,0.84562792,0.40343153,0.02171013,2.13190985
-5.50175088,8.20482042,0.01265318,1.27502889,3.85931031,3.16045172,0.86623419,0.40304404,0.02050386,2.17618144
-5.49574787,8.38844546,0.01316089,1.28117609,3.92587645,3.26762004,0.88817731,0.40332394,0.01942024,2.22179576
-5.48974487,8.56240482,0.01369106,1.28319210,3.97775801,3.37091739,0.91111735,0.40430684,0.01846035,2.26837775
-5.48374187,8.72574371,0.01423758,1.28148746,4.01481574,3.46964026,0.93469978,0.40601477,0.01762286,2.31553180
-5.47773887,8.87771274,0.01479340,1.27656640,4.03718084,3.56315838,0.95856807,0.40845662,0.01690429,2.36285508
-5.47173587,9.01777640,0.01535067,1.26900706,4.04524087,3.65092269,0.98237673,0.41162870,0.01629936,2.40995195
-5.46573287,9.14561691,0.01590095,1.25943906,4.03961898,3.73247198,1.00580434,0.41551596,0.01580135,2.45644890
-5.45972986,9.26113388,0.01643543,1.24851934,4.02114747,3.80743823,1.02856602,0.42009339,0.01540249,2.50200951
-5.45372686,9.36444016,0.01694518,1.23690731,3.99083723,3.87555046,1.05042450,0.42532798,0.01509438,2.54634878
-5.44772386,9.45585441,0.01742144,1.22524063,3.94984445,3.93663715,1.07119947,0.43118099,0.01486843,2.58924635
-5.44172086,9.53589058,0.01785585,1.21411243,3.89943612,3.99062713,1.09077453,0.43761058,0.01471616,2.63055785
-5.43571786,9.60524480,0.01824075,1.20405119,3.84095580,4.03754866,1.10910153,0.44457473,0.01462964,2.67022391
-5.42971486,9.66477971,0.01856942,1.19550400,3.77579067,4.07752683,1.12620172,0.45203425,0.01460171,2.70827626
-5.42371186,9.71550641,0.01883633,1.18882374,3.70534111,4.11077891,1.14216397,0.45995595,0.01462625,2.74484051
-5.41770885,9.75856407,0.01903731,1.18426084,3.63099333,4.13760782,1.15713971,0.46831564,0.01469839,2.78013529
-5.41170585,9.79519711,0.01916977,1.18195946,3.55409566,4.15839356,1.17133505,0.47710088,0.01481454,2.81446747
-5.40570285,9.82673010,0.01923276,1.18195826,3.47593854,4.17358273,1.18500021,0.48631335,0.01497252,2.84822356
-5.39969985,9.85454032,0.01922704,1.18419544,3.39773830,4.18367637,1.19841685,0.49597060,0.01517148,2.88185744
-5.39369685,9.88002827,0.01915514,1.18851739,3.32062431,4.18921627,1.21188384,0.50610709,0.01541180,2.91587451
-5.38769385,9.90458648,0.01902125,1.19469057,3.24562918,4.19077023,1.22570205,0.51677447,0.01569499,2.95081320
-5.38169085,9.92956715,0.01883117,1.20241566,3.17368157,4.18891672,1.24015904,0.52804080,0.01602343,2.98722405
-5.37568784,9.95624936,0.01859212,1.21134332,3.10560096,4.18422943,1.25551414,0.53998903,0.01640014,3.02564750
-5.36968484,9.98580681,0.01831257,1.22109065,3.04209403,4.17726241,1.27198481,0.55271439,0.01682856,3.06659120
-5.36368184,10.01927721,0.01800198,1.23125765,2.98375221,4.16853620,1.28973475,0.56632109,0.01731215,3.11050773
-5.35767884,10.05753440,0.01767057,1.24144288,2.93105011,4.15852583,1.30886444,0.58091818,0.01785420,3.15777397
-5.35167584,10.10126455,0.01732900,1.25125789,2.88434473,4.14765089,1.32940435,0.59661498,0.01845745,3.20867275
-5.34567284,10.15094746,0.01698812,1.26033970,2.84387539,4.13626829,1.35131127,0.61351609,0.01912386,3.26337800
-5.33966983,10.20684408,0.01665864,1.26836128,2.80976451,4.12466794,1.37446774,0.63171631,0.01985438,3.32194385
-5.33366683,10.26899101,0.01635089,1.27503963,2.78201942,4.11307146,1.39868469,0.65129567,0.02064869,3.38429843
-5.32766383,10.33720239,0.01607454,1.28014142,2.76053549,4.10163389,1.42370706,0.67231481,0.02150511,3.45024265
-5.32166083,10.41107949,0.01583839,1.28348641,2.74510072,4.09044822,1.44922209,0.69481095,0.02242046,3.51945398
-5.31565783,10.49002759,0.01565019,1.28494852,2.73540221,4.07955235,1.47486997,0.71879452,0.02339008,3.59149529
-5.30965483,10.57327958,0.01551649,1.28445505,2.73103446,4.06893794,1.50025630,0.74424681,0.02440778,3.66582817
-5.30365183,10.65992534,0.01544252,1.28198407,2.73150968,4.05856060,1.52496581,0.77111844,0.02546603,3.74183027
-5.29764882,10.74894552,0.01543217,1.27756054,2.73627007,4.04835074,1.54857690,0.79932904,0.02655603,3.81881577
-5.29164582,10.83924821,0.01548792,1.27125119,2.74470177,4.03822432,1.57067614,0.82876779,0.02766799,3.89605818
-5.28564282,10.92970688,0.01561096,1.26315872,2.75615028,4.02809289,1.59087257,0.85929506,0.02879132,3.97281423
-5.27963982,11.01919779,0.01580117,1.25341544,2.76993680,4.01787234,1.60881088,0.89074492,0.02991498,4.04834801
-5.27363682,11.10663544,0.01605729,1.24217673,2.78537519,4.00748992,1.62418335,0.92292842,0.03102781,4.12195417
-5.26763382,11.19100452,0.01637702,1.22961453,2.80178875,3.99688920,1.63673999,0.95563750,0.03211885,4.19297929
-5.26163082,11.27138742,0.01675720,1.21591103,2.81852642,3.98603288,1.64629672,0.98864948,0.03317769,4.26084052
-5.25562781,11.34698640,0.01719398,1.20125283,2.83497787,3.97490355,1.65274124,1.02173181,0.03419488,4.32504108
-5.24962481,11.41714037,0.01768302,1.18582574,2.85058688,3.96350268,1.65603677,1.05464713,0.03516223,4.38518187
-5.24362181,11.48133610,0.01821971,1.16981024,2.86486267,3.95184821,1.65622338,1.08715841,0.03607314,4.44096931
-5.23761881,11.53921459,0.01879935,1.15337787,2.87738896,3.93997140,1.65341727,1.11903402,0.03692290,4.49221932
-5.23161581,11.59057333,0.01941739,1.13668846,2.88783048,3.92791348,1.64780787,1.15005286,0.03770896,4.53885766
-5.22561281,11.63536538,0.02006960,1.11988832,2.89593684,3.91572285,1.63965334,1.18000925,0.03843109,4.58091713
-5.21960980,11.67369651,0.02075230,1.10310943,2.90154400,3.90345329,1.62927433,1.20871761,0.03909160,4.61853224
-5.21360680,11.70582142,0.02146253,1.08646943,2.90457315,3.89116383,1.61704660,1.23601691,0.03969539,4.65193186
-5.20760380,11.73213984,0.02219821,1.07007245,2.90502752,3.87892051,1.60339261,1.26177485,0.04025000,4.68143053
-5.20160080,11.75319316,0.02295829,1.05401062,2.90298713,3.86680011,1.58877235,1.28589156,0.04076561,4.70741911
-5.19559780,11.76966170,0.02374286,1.03836597,2.89860185,3.85489573,1.57367363,1.30830292,0.04125490,4.73035504
-5.18959480,11.78236227,0.02455323,1.02321269,2.89208304,3.84332381,1.55860210,1.32898324,0.04173290,4.75075264
-5.18359180,11.79224523,0.02539195,1.00861939,2.88369389,3.83223194,1.54407095,1.34794719,0.04221673,4.76917352
-5.17758879,11.80038978,0.02626283,0.99465115,2.87373893,3.82180647,1.53059052,1.36525090,0.04272528,4.78621694
-5.17158579,11.80799578,0.02717081,0.98137113,2.86255259,3.81227905,1.51865777,1.38099193,0.04327880,4.80250988
-5.16558279,11.81637042,0.02812190,0.96884159,2.85048730,3.80393083,1.50874567,1.39530798,0.04389842,4.81869633
-5.15957979,11.82690771,0.02912293,0.95712407,2.83790105,3.79709335,1.50129245,1.40837421,0.04460556,4.83542528
-5.15357679,11.84105927,0.03018129,0.94627867,2.82514467,3.79214502,1.49669074,1.42039895,0.04542134,4.85333687
-5.14757379,11.86029508,0.03130461,0.93636234,2.81254907,3.78950252,1.49527669,1.43161777,0.04636589,4.87304624
-5.14157079,11.88605374,0.03250035,0.92742633,2.80041252,3.78960659,1.49731912,1.44228588,0.04745759,4.89512474
-5.13556778,11.91968235,0.03377535,0.91951274,2.78898833,3.79290229,1.50300888,1.45266897,0.04871237,4.92007847
-5.12956478,11.96236735,0.03513536,0.91265051,2.77847325,3.79981398,1.51244875,1.46303258,0.05014291,4.94832441
-5.12356178,12.01505855,0.03658447,0.90685104,2.76899691,3.81071597,1.52564424,1.47363049,0.05175794,4.98016485
-5.11755878,12.07838963,0.03812467,0.90210370,2.76061279,3.82590029,1.54249564,1.48469232,0.05356155,5.01576097
-5.11155578,12.15259924,0.03975530,0.89837172,2.75329112,3.84554304,1.56279206,1.49641100,0.05555262,5.05510705
-5.10555278,12.23745764,0.04147261,0.89558866,2.74691424,3.86967171,1.58620781,1.50893067,0.05772434,5.09800689
-5.09954977,12.33220411,0.04326943,0.89365586,2.74127480,3.89813554,1.61230181,1.52233562,0.06006390,5.14405427
-5.09354677,12.43550044,0.04513487,0.89244129,2.73607729,3.93058120,1.64052047,1.53664095,0.06255231,5.19261930
-5.08754377,12.54540536,0.04705423,0.89177986,2.73094303,3.96643622,1.67020462,1.55178554,0.06516449,5.24284236
-5.08154077,12.65937428,0.04900899,0.89147546,2.72541888,4.00490177,1.70060044,1.56762792,0.06786953,5.29363733
-5.07553777,12.77428707,0.05097697,0.89130487,2.71898965,4.04495649,1.73087484,1.58394546,0.07063112,5.34370496
-5.06953477,12.88650575,0.05293273,0.89102330,2.71109391,4.08537216,1.76013483,1.60043713,0.07340831,5.39155713
-5.06353177,12.99196156,0.05484799,0.89037159,2.70114286,4.12474138,1.78745057,1.61672988,0.07615633,5.43555183
-5.05752876,13.08626967,0.05669238,0.88908478,2.68854153,4.16151675,1.81188155,1.63238862,0.07882773,5.47393814
-5.05152576,13.16486742,0.05843414,0.88690151,2.67271166,4.19406030,1.83250478,1.64692946,0.08137350,5.50490974
-5.04552276,13.22317070,0.06004104,0.88357407,2.65311506,4.22070103,1.84844405,1.65983559,0.08374446,5.52666479
-5.03951976,13.25674147,0.06148130,0.87887841,2.62927670,4.23979810,1.85889898,1.67057523,0.08589255,5.53746972
-5.03351676,13.26145836,0.06272461,0.87262364,2.60080601,4.24980653,1.86317250,1.67862081,0.08777223,5.53572371
-5.02751376,13.23368194,0.06374301,0.86466057,2.56741571,4.24934218,1.86069547,1.68346844,0.08934174,5.52002079
-5.02151076,13.17040617,0.06451180,0.85488864,2.52893683,4.23724246,1.85104724,1.68465682,0.09056432,5.48920635
-5.01550775,13.06938802,0.06501036,0.84326109,2.48532929,4.21261970,1.83397095,1.68178459,0.09140924,5.44242508
-5.00950475,12.92924854,0.06522276,0.82978777,2.43668726,4.17490425,1.80938303,1.67452545,0.09185265,5.37915785
-5.00350175,12.74953991,0.06513828,0.81453560,2.38323905,4.12387489,1.77737600,1.66264023,0.09187821,5.29924550
-4.99749875,12.53077510,0.06475169,0.79762658,2.32534131,4.05967509,1.73821478,1.64598550,0.09147750,5.20289842
-4.99149575,12.27441871,0.06406341,0.77923337,2.26346786,3.98281402,1.69232640,1.62451838,0.09065012,5.09069150
-4.98549275,11.98283966,0.06307942,0.75957264,2.19819363,3.89415254,1.64028374,1.59829742,0.08940359,4.96354481
-4.97948974,11.65922869,0.06181100,0.73889665,2.13017448,3.79487476,1.58278414,1.56747971,0.08775305,4.82269114
-4.97348674,11.30748496,0.06027435,0.71748329,2.06012385,3.68644670,1.52062396,1.53231441,0.08572063,4.66963242
-4.96748374,10.93207815,0.05849003,0.69562526,1.98878744,3.57056442,1.45467034,1.49313329,0.08333478,4.50608724
-4.96148074,10.53789293,0.05648227,0.67361884,1.91691715,3.44909394,1.38583161,1.45033871,0.08062936,4.33393233
-4.95547774,10.13006372,0.05427829,0.65175273,1.84524546,3.32400618,1.31502764,1.40438977,0.07764264,4.15514098
-4.94947474,9.71380748,0.05190748,0.63029772,1.77446152,3.19730985,1.24316166,1.35578732,0.07441623,3.97172122
-4.94347174,9.29426187,0.04940060,0.60949733,1.70518989,3.07098518,1.17109452,1.30505844,0.07099403,3.78565672
-4.93746873,8.87633569,0.04678905,0.58956014,1.63797294,2.94692156,1.09962263,1.25274125,0.06742110,3.59885266
-4.93146573,8.46457701,0.04410408,0.57065383,1.57325739,2.82686117,1.02946005,1.19937028,0.06374264,3.41308871
-4.92546273,8.06306329,0.04137618,0.55290125,1.51138551,2.71235077,0.96122548,1.14546329,0.06000302,3.22998039
-4.91945973,7.67531636,0.03863445,0.53637863,1.45259102,2.60470290,0.89543406,1.09150955,0.05624487,3.05094993
-4.91345673,7.30424355,0.03590610,0.52111565,1.39699961,2.50496752,0.83249404,1.03796019,0.05250832,2.87720674
-4.90745373,6.95210507,0.03321609,0.50709754,1.34463377,2.41391423,0.77270792,0.98522047,0.04883032,2.70973746
-4.90145073,6.62050633,0.03058680,0.49426874,1.29542129,2.33202506,0.71627749,0.93364427,0.04524418,2.54930482
-4.89544772,6.31041304,0.02803784,0.48253788,1.24920686,2.25949710,0.66331213,0.88353064,0.04177907,2.39645449
-4.88944472,6.02218620,0.02558591,0.47178384,1.20576601,2.19625422,0.61383946,0.83512241,0.03845984,2.25152854
-4.88344172,5.75563338,0.02324479,0.46186244,1.16482046,2.14196651,0.56781771,0.78860653,0.03530682,2.11468415
-4.87743872,5.51007292,0.02102540,0.45261342,1.12605423,2.09607630,0.52514876,0.74411623,0.03233582,1.98591628
-4.87143572,5.28440715,0.01893584,0.44386750,1.08912970,2.05782932,0.48569135,0.70173441,0.02955821,1.86508268
-4.86543272,5.07720126,0.01698160,0.43545303,1.05370300,2.02630963,0.44927364,0.66149834,0.02698111,1.75193017
-4.85942971,4.88676485,0.01516575,0.42720226,1.01943810,2.00047704,0.41570481,0.62340527,0.02460763,1.64612102
-4.85342671,4.71123313,0.01348912,0.41895681,0.98601929,1.97920581,0.38478506,0.58741862,0.02243724,1.54725841
-4.84742371,4.54864585,0.01195060,0.41057242,0.95316174,1.96132368,0.35631413,0.55347476,0.02046619,1.45491038
-4.84142071,4.39702191,0.01054741,0.40192274,0.92061987,1.94565006,0.33009799,0.52148987,0.01868789,1.36863171
-4.83541771,4.25442849,0.00927529,0.39290234,0.88819369,1.93103291,0.30595383,0.49136688,0.01709347,1.28798335
-4.82941471,4.11904350,0.00812887,0.38342878,0.85573296,1.91638337,0.28371351,0.46300213,0.01567225,1.21254924
-4.82341171,3.98921087,0.00710185,0.37344389,0.82313938,1.90070761,0.26322561,0.43629174,0.01441225,1.14195048
-4.81740870,3.86348807,0.00618729,0.36291436,0.79036713,1.88313560,0.24435639,0.41113734,0.01330070,1.07585688
-4.81140570,3.74068566,0.00537784,0.35183168,0.75742169,1.86294603,0.22698981,0.38745119,0.01232450,1.01399598
-4.80540270,3.61989873,0.00466594,0.34021144,0.72435747,1.83958730,0.21102701,0.36516049,0.01147074,0.95615963
-4.79939970,3.50053006,0.00404405,0.32809229,0.69127429,1.81269411,0.19638533,0.34421082,0.01072704,0.90220836
-4.79339670,3.38230515,0.00350479,0.31553444,0.65831306,1.78209934,0.18299724,0.32456865,0.01008198,0.85207373
-4.78739370,3.26527891,0.00304111,0.30261779,0.62565080,1.74784106,0.17080917,0.30622287,0.00952539,0.80575860
-4.78139070,3.14983442,0.00264638,0.28943983,0.59349514,1.71016450,0.15978047,0.28918545,0.00904864,0.76333579
-4.77538769,3.03667364,0.00231456,0.27611336,0.56207854,1.66951884,0.14988251,0.27349106,0.00864478,0.72494497
-4.76938469,2.92680048,0.00204023,0.26276389,0.53165235,1.62654880,0.14109799,0.25919593,0.00830874,0.69078816
-4.76338169,2.82149654,0.00181865,0.24952703,0.50248068,1.58208130,0.13342047,0.24637589,0.00803733,0.66112380
-4.75737869,2.72229014,0.00164584,0.23654563,0.47483440,1.53710708,0.12685400,0.23512371,0.00782930,0.63625970
-4.75137569,2.63091897,0.00151853,0.22396693,0.44898510,1.49275792,0.12141300,0.22554590,0.00768522,0.61654496
-4.74537269,2.54928756,0.00143424,0.21193964,0.42519933,1.45027968,0.11712215,0.21775913,0.00760742,0.60236100
-4.73936968,2.47942004,0.00139120,0.20061094,0.40373298,1.41100176,0.11401649,0.21188625,0.00759972,0.59411209
-4.73336668,2.42340952,0.00138836,0.19012365,0.38482603,1.37630363,0.11214136,0.20805230,0.00766729,0.59221535
-4.72736368,2.38336508,0.00142535,0.18061341,0.36869769,1.34757908,0.11155257,0.20638037,0.00781628,0.59709069
-4.72136068,2.36135754,0.00150237,0.17220603,0.35554200,1.32619906,0.11231636,0.20698775,0.00805356,0.60915072
-4.71535768,2.35936529,0.00162020,0.16501501,0.34552398,1.31347394,0.11450950,0.20998217,0.00838634,0.62879099
-4.70935468,2.37922138,0.00178006,0.15913936,0.33877646,1.31061596,0.11821913,0.21545847,0.00882180,0.65638065
-4.70335168,2.42256300,0.00198352,0.15466169,0.33539754,1.31870293,0.12354275,0.22349569,0.00936671,0.69225378
-4.69734867,2.49078461,0.00223245,0.15164657,0.33544885,1.33864407,0.13058784,0.23415468,0.01002698,0.73670154
-4.69134567,2.58499565,0.00252883,0.15013935,0.33895460,1.37114871,0.13947152,0.24747618,0.01080738,0.78996509
-4.68534267,2.70598388,0.00287472,0.15016524,0.34590143,1.41669902,0.15031980,0.26347951,0.01171105,0.85222951
-4.67933967,2.85418501,0.00327202,0.15172885,0.35623903,1.47552738,0.16326666,0.28216180,0.01273926,0.92361859
-4.67333667,3.02965946,0.00372245,0.15481404,0.36988156,1.54759918,0.17845262,0.30349767,0.01389110,1.00419040
-4.66733367,3.23207664,0.00422732,0.15938415,0.38670972,1.63260191,0.19602286,0.32743942,0.01516323,1.09393370
-4.66133067,3.46070719,0.00478747,0.16538257,0.40657347,1.72994090,0.21612482,0.35391755,0.01654973,1.19276490
-4.65532766,3.71442322,0.00540307,0.17273361,0.42929514,1.83874222,0.23890499,0.38284155,0.01804203,1.30052542
-4.64932466,3.99170670,0.00607354,0.18134360,0.45467300,1.95786310,0.26450514,0.41410090,0.01962892,1.41697945
-4.64332166,4.29066566,0.00679743,0.19110228,0.48248490,2.08590972,0.29305763,0.44756611,0.02129663,1.54181173
