energy_ev,total_up,B_p_up,B_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-6.00000000,1.25970109,0.18904900,0.00000000,0.25870348,0.60458613,0.48207403,0.00000000
-5.99399700,1.26147777,0.20367866,0.00000000,0.26141507,0.62860285,0.46221926,0.00000000
-5.98799400,1.26137362,0.21861667,0.00000000,0.26384995,0.65277368,0.44050263,0.00000000
-5.98199100,1.25989933,0.23372555,0.00000000,0.26608064,0.67700374,0.41740046,0.00000000
-5.97598799,1.25755729,0.24885495,0.00000000,0.26817662,0.70117432,0.39340627,0.00000000
-5.96998499,1.25482186,0.26384367,0.00000000,0.27020117,0.72514122,0.36901729,0.00000000
-5.96398199,1.25212196,0.27852209,0.00000000,0.27220880,0.74873411,0.34472179,0.00000000
-5.95797899,1.24982648,0.29271492,0.00000000,0.27424326,0.77175729,0.32098744,0.00000000
-5.95197599,1.24823342,0.30624435,0.00000000,0.27633639,0.79399172,0.29825131,0.00000000
-5.94597299,1.24756260,0.31893346,0.00000000,0.27850764,0.81519836,0.27691145,0.00000000
-5.93996998,1.24795247,0.33060976,0.00000000,0.28076443,0.83512282,0.25732033,0.00000000
-5.93396698,1.24946072,0.34110888,0.00000000,0.28310319,0.85350103,0.23978015,0.00000000
-5.92796398,1.25206846,0.35027825,0.00000000,0.28551113,0.87006596,0.22453990,0.00000000
-5.92196098,1.25568767,0.35798071,0.00000000,0.28796842,0.88455494,0.21179413,0.00000000
-5.91595798,1.26017124,0.36409785,0.00000000,0.29045089,0.89671747,0.20168317,0.00000000
-5.90995498,1.26532513,0.36853321,0.00000000,0.29293295,0.90632320,0.19429459,0.00000000
-5.90395198,1.27092190,0.37121496,0.00000000,0.29539062,0.91316970,0.18966583,0.00000000
-5.89794897,1.27671506,0.37209818,0.00000000,0.29780446,0.91708984,0.18778751,0.00000000
-5.89194597,1.28245344,0.37116655,0.00000000,0.30016247,0.91795845,0.18860748,0.00000000
-5.88594297,1.28789517,0.36843348,0.00000000,0.30246253,0.91569800,0.19203525,0.00000000
-5.87993997,1.29282067,0.36394251,0.00000000,0.30471454,0.91028314,0.19794683,0.00000000
-5.87393697,1.29704431,0.35776712,0.00000000,0.30694211,0.90174381,0.20618962,0.00000000
-5.86793397,1.30042436,0.35000973,0.00000000,0.30918367,0.89016708,0.21658761,0.00000000
-5.86193097,1.30287104,0.34080012,0.00000000,0.31149315,0.87569727,0.22894643,0.00000000
-5.85592796,1.30435260,0.33029324,0.00000000,0.31394009,0.85853477,0.24305860,0.00000000
-5.84992496,1.30489933,0.31866633,0.00000000,0.31660930,0.83893334,0.25870854,0.00000000
-5.84392196,1.30460558,0.30611573,0.00000000,0.31960007,0.81719605,0.27567768,0.00000000
-5.83791896,1.30362981,0.29285319,0.00000000,0.32302499,0.79367018,0.29374924,0.00000000
-5.83191596,1.30219284,0.27910200,0.00000000,0.32700839,0.76874095,0.31271285,0.00000000
-5.82591296,1.30057444,0.26509292,0.00000000,0.33168458,0.74282470,0.33236880,0.00000000
-5.81990995,1.29910827,0.25106020,0.00000000,0.33719567,0.71636132,0.35253177,0.00000000
-5.81390695,1.29817555,0.23723755,0.00000000,0.34368928,0.68980647,0.37303406,0.00000000
-5.80790395,1.29819729,0.22385447,0.00000000,0.35131597,0.66362371,0.39372792,0.00000000
-5.80190095,1.29962553,0.21113281,0.00000000,0.36022639,0.63827663,0.41448721,0.00000000
-5.79589795,1.30293334,0.19928368,0.00000000,0.37056830,0.61422133,0.43520789,0.00000000
-5.78989495,1.30860414,0.18850488,0.00000000,0.38248324,0.59189931,0.45580763,0.00000000
-5.78389195,1.31712006,0.17897862,0.00000000,0.39610307,0.57173084,0.47622427,0.00000000
-5.77788894,1.32894989,0.17086989,0.00000000,0.41154626,0.55410905,0.49641330,0.00000000
-5.77188594,1.34453654,0.16432508,0.00000000,0.42891400,0.53939459,0.51634430,0.00000000
-5.76588294,1.36428446,0.15947117,0.00000000,0.44828627,0.52791114,0.53599672,0.00000000
-5.75987994,1.38854733,0.15641510,0.00000000,0.46971794,0.51994154,0.55535494,0.00000000
-5.75387694,1.41761621,0.15524367,0.00000000,0.49323505,0.51572475,0.57440308,0.00000000
-5.74787394,1.45170874,0.15602345,0.00000000,0.51883139,0.51545355,0.59311977,0.00000000
-5.74187094,1.49095969,0.15880110,0.00000000,0.54646574,0.51927289,0.61147315,0.00000000
-5.73586793,1.53541336,0.16360370,0.00000000,0.57605980,0.52727904,0.62941655,0.00000000
-5.72986493,1.58501812,0.17043923,0.00000000,0.60749710,0.53951943,0.64688505,0.00000000
-5.72386193,1.63962352,0.17929716,0.00000000,0.64062316,0.55599314,0.66379320,0.00000000
-5.71785893,1.69898029,0.19014908,0.00000000,0.67524683,0.57665212,0.68003417,0.00000000
-5.71185593,1.76274328,0.20294939,0.00000000,0.71114324,0.60140306,0.69548037,0.00000000
-5.70585293,1.83047750,0.21763609,0.00000000,0.74805800,0.63010991,0.70998574,0.00000000
-5.69984992,1.90166718,0.23413163,0.00000000,0.78571301,0.66259703,0.72338943,0.00000000
-5.69384692,1.97572759,0.25234393,0.00000000,0.82381341,0.69865302,0.73552098,0.00000000
-5.68784392,2.05201948,0.27216750,0.00000000,0.86205564,0.73803510,0.74620666,0.00000000
-5.68184092,2.12986541,0.29348483,0.00000000,0.90013636,0.78047406,0.75527660,0.00000000
-5.67583792,2.20856779,0.31616793,0.00000000,0.93776170,0.82567983,0.76257254,0.00000000
-5.66983492,2.28742774,0.34008022,0.00000000,0.97465662,0.87334745,0.76795554,0.00000000
-5.66383192,2.36576437,0.36507864,0.00000000,1.01057392,0.92316360,0.77131354,0.00000000
-5.65782891,2.44293371,0.39101609,0.00000000,1.04530246,0.97481344,0.77256810,0.00000000
-5.65182591,2.51834680,0.41774415,0.00000000,1.07867426,1.02798784,0.77168011,0.00000000
-5.64582291,2.59148634,0.44511610,0.00000000,1.11057018,1.08239075,0.76865415,0.00000000
-5.63981991,2.66192143,0.47299009,0.00000000,1.14092388,1.13774672,0.76354116,0.00000000
-5.63381691,2.72932010,0.50123253,0.00000000,1.16972402,1.19380829,0.75643953,0.00000000
-5.62781391,2.79345919,0.52972143,0.00000000,1.19701459,1.25036314,0.74749431,0.00000000
-5.62181091,2.85423157,0.55834973,0.00000000,1.22289337,1.30724067,0.73689479,0.00000000
-5.61580790,2.91165038,0.58702833,0.00000000,1.24750891,1.36431781,0.72487057,0.00000000
-5.60980490,2.96585041,0.61568872,0.00000000,1.27105590,1.42152373,0.71168634,0.00000000
-5.60380190,3.01708648,0.64428497,0.00000000,1.29376961,1.47884305,0.69763574,0.00000000
-5.59779890,3.06572894,0.67279501,0.00000000,1.31591943,1.53631733,0.68303458,0.00000000
-5.59179590,3.11225635,0.70122088,0.00000000,1.33780199,1.59404444,0.66821391,0.00000000
-5.58579290,3.15724534,0.72958786,0.00000000,1.35973415,1.65217556,0.65351310,0.00000000
-5.57978989,3.20135791,0.75794241,0.00000000,1.38204611,1.71090953,0.63927351,0.00000000
