energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Li_s_up,Se_s_up,Se_p_up
-3.14257129,0.15400373,0.00058679,0.02153440,0.07173825,0.00762340,0.01466282,0.00077900,0.10562323
-3.13656828,0.17836222,0.00074125,0.02488109,0.08284469,0.00901411,0.01719371,0.00091635,0.12208091
-3.13056528,0.20525958,0.00092969,0.02857128,0.09505503,0.01059404,0.02002214,0.00107125,0.14017312
-3.12456228,0.23471596,0.00115774,0.03260783,0.10836575,0.01237575,0.02315481,0.00124455,0.15988857
-3.11855928,0.26671041,0.00143145,0.03698903,0.12275413,0.01437059,0.02659313,0.00143697,0.18118347
-3.11255628,0.30117749,0.00175725,0.04170840,0.13817732,0.01658837,0.03033247,0.00164903,0.20397900
-3.10655328,0.33800541,0.00214184,0.04675475,0.15457205,0.01903704,0.03436159,0.00188107,0.22815992
-3.10055028,0.37703579,0.00259202,0.05211254,0.17185529,0.02172243,0.03866220,0.00213324,0.25357427
-3.09454727,0.41806524,0.00311452,0.05776243,0.18992577,0.02464802,0.04320879,0.00240546,0.28003459
-3.08854427,0.46084883,0.00371575,0.06368214,0.20866645,0.02781479,0.04796874,0.00269747,0.30732043
-3.08254127,0.50510538,0.00440158,0.06984742,0.22794787,0.03122112,0.05290268,0.00300884,0.33518237
-3.07653827,0.55052453,0.00517703,0.07623334,0.24763226,0.03486280,0.05796524,0.00333902,0.36334745
-3.07053527,0.59677519,0.00604600,0.08281557,0.26757825,0.03873304,0.06310596,0.00368734,0.39152577
-3.06453227,0.64351513,0.00701094,0.08957172,0.28764593,0.04282255,0.06827067,0.00405311,0.41941808
-3.05852926,0.69040111,0.00807255,0.09648265,0.30770206,0.04711975,0.07340296,0.00443561,0.44672415
-3.05252626,0.73709926,0.00922951,0.10353357,0.32762500,0.05161086,0.07844588,0.00483419,0.47315136
-3.04652326,0.78329477,0.01047825,0.11071492,0.34730922,0.05628011,0.08334383,0.00524826,0.49842333
-3.04052026,0.82870075,0.01181274,0.11802286,0.36666891,0.06110987,0.08804437,0.00567738,0.52228799
-3.03451726,0.87306538,0.01322440,0.12545939,0.38564052,0.06608082,0.09250010,0.00612122,0.54452487
-3.02851426,0.91617708,0.01470206,0.13303194,0.40418396,0.07117196,0.09667027,0.00657960,0.56495104
-3.02251126,0.95786734,0.01623206,0.14075251,0.42228235,0.07636069,0.10052235,0.00705246,0.58342563
-3.01650825,0.99801103,0.01779842,0.14863629,0.43994023,0.08162277,0.10403313,0.00753981,0.59985247
-3.01050525,1.03652421,0.01938316,0.15669992,0.45718028,0.08693224,0.10718960,0.00804169,0.61418093
-3.00450225,1.07335958,0.02096669,0.16495927,0.47403871,0.09226130,0.10998938,0.00855813,0.62640485
-2.99849925,1.10849999,0.02252840,0.17342720,0.49055967,0.09758027,0.11244077,0.00908900,0.63655976
-2.99249625,1.14195056,0.02404719,0.18211110,0.50678885,0.10285742,0.11456245,0.00963399,0.64471849
-2.98649325,1.17372997,0.02550223,0.19101065,0.52276688,0.10805904,0.11638270,0.01019249,0.65098558
-2.98049025,1.20386179,0.02687369,0.20011583,0.53852296,0.11314954,0.11793847,0.01076357,0.65549095
-2.97448724,1.23236661,0.02814348,0.20940542,0.55406916,0.11809164,0.11927406,0.01134584,0.65838306
-2.96848424,1.25925560,0.02929598,0.21884622,0.56939589,0.12284689,0.12043971,0.01193751,0.65982228
-2.96248124,1.28452631,0.03031880,0.22839298,0.58446901,0.12737624,0.12149004,0.01253635,0.65997463
-2.95647824,1.30816116,0.03120330,0.23798920,0.59922881,0.13164094,0.12248254,0.01313973,0.65900654
-2.95047524,1.33012886,0.03194516,0.24756889,0.61359113,0.13560363,0.12347606,0.01374471,0.65708076
-2.94447224,1.35038895,0.03254469,0.25705914,0.62745056,0.13922955,0.12452940,0.01434814,0.65435364
-2.93846923,1.36889923,0.03300702,0.26638353,0.64068588,0.14248803,0.12570011,0.01494680,0.65097399
-2.93246623,1.38562568,0.03334211,0.27546610,0.65316708,0.14535394,0.12704339,0.01553758,0.64708332
-2.92646323,1.40055417,0.03356460,0.28423574,0.66476400,0.14780929,0.12861117,0.01611764,0.64281738
-2.92046023,1.41370321,0.03369338,0.29263076,0.67535573,0.14984463,0.13045138,0.01668459,0.63830886
-2.91445723,1.42513672,0.03375112,0.30060329,0.68484036,0.15146047,0.13260727,0.01723670,0.63369063
-2.90845423,1.43497583,0.03376358,0.30812322,0.69314440,0.15266826,0.13511689,0.01777300,0.62909945
-2.90245123,1.44340862,0.03375879,0.31518150,0.70023108,0.15349122,0.13801253,0.01829342,0.62467948
-2.89644822,1.45069692,0.03376620,0.32179231,0.70610719,0.15396463,0.14132023,0.01879886,0.62058529
-2.89044522,1.45717941,0.03381571,0.32799417,0.71082759,0.15413574,0.14505919,0.01929116,0.61698406
-2.88444222,1.46327036,0.03393678,0.33384962,0.71449731,0.15406317,0.14924118,0.01977313,0.61405655
-2.87843922,1.46945385,0.03415751,0.33944347,0.71727078,0.15381575,0.15386989,0.02024836,0.61199669
-2.87243622,1.47627330,0.03450379,0.34487972,0.71934818,0.15347094,0.15894021,0.02072110,0.61100975
-2.86643322,1.48431668,0.03499865,0.35027704,0.72096905,0.15311276,0.16443753,0.02119604,0.61130903
-2.86043022,1.49419798,0.03566162,0.35576325,0.72240330,0.15282938,0.17033709,0.02167803,0.61311120
-2.85442721,1.50653562,0.03650835,0.36146884,0.72394028,0.15271034,0.17660344,0.02217184,0.61663052
-2.84842421,1.52192897,0.03755033,0.36751993,0.72587617,0.15284372,0.18319003,0.02268180,0.62207227
-2.84242121,1.54093395,0.03879480,0.37403105,0.72850056,0.15331312,0.19003905,0.02321157,0.62962564
-2.83641821,1.56403898,0.04024485,0.38109803,0.73208291,0.15419481,0.19708159,0.02376385,0.63945659
-2.83041521,1.59164244,0.04189963,0.38879148,0.73685936,0.15555499,0.20423809,0.02434012,0.65170088
-2.82441221,1.62403273,0.04375468,0.39715114,0.74302089,0.15744736,0.21141923,0.02494051,0.66645777
-2.81840920,1.66137181,0.04580238,0.40618140,0.75070322,0.15991112,0.21852714,0.02556361,0.68378462
-2.81240620,1.70368310,0.04803239,0.41584833,0.75997889,0.16296938,0.22545702,0.02620648,0.70369258
-2.80640320,1.75084403,0.05043221,0.42607831,0.77085213,0.16662810,0.23209915,0.02686462,0.72614355
-2.80040020,1.80258369,0.05298761,0.43675839,0.78325648,0.17087565,0.23834109,0.02753207,0.75104853
-2.79439720,1.85848541,0.05568305,0.44773838,0.79705537,0.17568279,0.24407027,0.02820153,0.77826723
-2.78839420,1.91799418,0.05850203,0.45883467,0.81204548,0.18100328,0.24917653,0.02886459,0.80760901
-2.78239120,1.98042825,0.06142730,0.46983545,0.82796275,0.18677495,0.25355494,0.02951193,0.83883480
-2.77638819,2.04499448,0.06444097,0.48050731,0.84449069,0.19292117,0.25710840,0.03013364,0.87166014
-2.77038519,2.11080654,0.06752445,0.49060278,0.86127045,0.19935268,0.25975019,0.03071948,0.90575885
-2.76438219,2.17690528,0.07065836,0.49986852,0.87791233,0.20596974,0.26140627,0.03125917,0.94076737
-2.75837919,2.24228028,0.07382220,0.50805385,0.89400809,0.21266438,0.26201734,0.03174268,0.97628951
-2.75237619,2.30589206,0.07699409,0.51491918,0.90914357,0.21932285,0.26154038,0.03216049,1.01190161
-2.74637319,2.36669395,0.08015041,0.52024407,0.92291116,0.22582803,0.25994992,0.03250382,1.04715783
-2.74037019,2.42365334,0.08326541,0.52383455,0.93492160,0.23206185,0.25723875,0.03276484,1.08159588
-2.73436718,2.47577164,0.08631098,0.52552936,0.94481480,0.23790765,0.25341813,0.03293679,1.11474289
-2.72836418,2.52210275,0.08925639,0.52520508,0.95226934,0.24325232,0.24851760,0.03301412,1.14612172
-2.72236118,2.56176987,0.09206831,0.52277975,0.95701042,0.24798842,0.24258419,0.03299254,1.17525761
-2.71635818,2.59398052,0.09471091,0.51821506,0.95881614,0.25201603,0.23568126,0.03286906,1.20168543
-2.71035518,2.61803985,0.09714621,0.51151706,0.95752210,0.25524446,0.22788696,0.03264200,1.22495742
-2.70435218,2.63336228,0.09933468,0.50273531,0.95302427,0.25759379,0.21929222,0.03231095,1.24465151
-2.69834917,2.63948150,0.10123596,0.49196084,0.94528021,0.25899622,0.20999860,0.03187672,1.26038013
-2.69234617,2.63605901,0.10280992,0.47932273,0.93430882,0.25939720,0.20011582,0.03134130,1.27179943
-2.68634317,2.62289106,0.10401777,0.46498384,0.92018875,0.25875650,0.18975920,0.03070775,1.27861863
-2.68034017,2.59991405,0.10482335,0.44913565,0.90305550,0.25704889,0.17904710,0.02998020,1.28060923
-2.67433717,2.56720810,0.10519447,0.43199263,0.88309758,0.25426479,0.16809827,0.02916368,1.27761374
-2.66833417,2.52499885,0.10510423,0.41378625,0.86055175,0.25041061,0.15702943,0.02826415,1.26955347
-2.66233117,2.47365687,0.10453228,0.39475891,0.83569745,0.24550880,0.14595296,0.02728834,1.25643493
-2.65632816,2.41369476,0.10346596,0.37515799,0.80885066,0.23959775,0.13497486,0.02624374,1.23835444
-2.65032516,2.34576130,0.10190109,0.35523019,0.78035722,0.23273120,0.12419296,0.02513849,1.21550051
-2.64432216,2.27063278,0.09984269,0.33521628,0.75058566,0.22497753,0.11369550,0.02398132,1.18815361
-2.63831916,2.18920102,0.09730520,0.31534640,0.71991980,0.21641857,0.10356009,0.02278146,1.15668323
-2.63231616,2.10245839,0.09431247,0.29583598,0.68875105,0.20714816,0.09385298,0.02154853,1.12154191
-2.62631316,2.01147961,0.09089734,0.27688231,0.65747056,0.19727038,0.08462871,0.02029249,1.08325648
-2.62031016,1.91740098,0.08710095,0.25866176,0.62646148,0.18689746,0.07593017,0.01902346,1.04241652
-2.61430715,1.82139726,0.08297161,0.24132775,0.59609127,0.17614756,0.06778891,0.01775166,0.99966057
-2.60830415,1.72465691,0.07856359,0.22500927,0.56670432,0.16514228,0.06022579,0.01648723,0.95566024
-2.60230115,1.62835643,0.07393553,0.20981009,0.53861510,0.15400412,0.05325192,0.01524016,0.91110321
-2.59629815,1.53363475,0.06914887,0.19580853,0.51210194,0.14285396,0.04686970,0.01402015,0.86667534
-2.59029515,1.44156838,0.06426610,0.18305774,0.48740170,0.13180854,0.04107416,0.01283648,0.82304292
-2.58429215,1.35314841,0.05934912,0.17158649,0.46470537,0.12097819,0.03585428,0.01169797,0.78083561
-2.57828914,1.26926011,0.05445765,0.16140037,0.44415496,0.11046476,0.03119451,0.01061287,0.74063063
-2.57228614,1.19066587,0.04964782,0.15248336,0.42584157,0.10035984,0.02707625,0.00958881,0.70293906
-2.56628314,1.11799207,0.04497093,0.14479981,0.40980489,0.09074344,0.02347931,0.00863287,0.66819448
-2.56028014,1.05172046,0.04047254,0.13829659,0.39603408,0.08168296,0.02038337,0.00775150,0.63674441
-2.55427714,0.99218390,0.03619174,0.13290557,0.38446993,0.07323269,0.01776939,0.00695067,0.60884485
-2.54827414,0.93956696,0.03216076,0.12854619,0.37500838,0.06543368,0.01562085,0.00623592,0.58465788
-2.54227114,0.89391079,0.02840485,0.12512817,0.36750518,0.05831401,0.01392495,0.00561250,0.56425235
-2.53626813,0.85512211,0.02494245,0.12255433,0.36178144,0.05188952,0.01267362,0.00508547,0.54760747
-2.53026513,0.82298583,0.02178546,0.12072326,0.35763000,0.04616471,0.01186441,0.00465992,0.53461908
-2.52426213,0.79718049,0.01893990,0.11953207,0.35482236,0.04113407,0.01150117,0.00434107,0.52510807
-2.51825913,0.77729600,0.01640653,0.11887887,0.35311580,0.03678344,0.01159452,0.00413446,0.51883076
-2.51225613,0.76285284,0.01418166,0.11866514,0.35226061,0.03309157,0.01216208,0.00404602,0.51549054
-2.50625313,0.75332188,0.01225797,0.11879779,0.35200715,0.03003173,0.01322849,0.00408217,0.51475051
-2.50025013,0.74814418,0.01062541,0.11919096,0.35211241,0.02757323,0.01482505,0.00424988,0.51624640
-2.49424712,0.74674998,0.00927190,0.11976746,0.35234614,0.02568290,0.01698912,0.00455660,0.51959951
-2.48824412,0.74857636,0.00818414,0.12045980,0.35249613,0.02432637,0.01976316,0.00501014,0.52442919
-2.48224112,0.75308287,0.00734823,0.12121096,0.35237267,0.02346925,0.02319338,0.00561856,0.53036440
-2.47623812,0.75976482,0.00675013,0.12197458,0.35181217,0.02307794,0.02732810,0.00638980,0.53705407
-2.47023512,0.76816392,0.00637607,0.12271493,0.35067969,0.02312034,0.03221572,0.00733141,0.54417604
-2.46423212,0.77787595,0.00621282,0.12340643,0.34887064,0.02356623,0.03790239,0.00845010,0.55144427
-2.45822911,0.78855551,0.00624777,0.12403280,0.34631140,0.02438742,0.04442939,0.00975120,0.55861429
-2.45222611,0.79991779,0.00646895,0.12458599,0.34295914,0.02555767,0.05183040,0.01123819,0.56548674
-2.44622311,0.81173765,0.00686493,0.12506479,0.33880076,0.02705247,0.06012856,0.01291209,0.57190903
-2.44022011,0.82384620,0.00742465,0.12547332,0.33385115,0.02884854,0.06933362,0.01477088,0.57777524
-2.43421711,0.83612525,0.00813719,0.12581933,0.32815070,0.03092339,0.07943928,0.01680899,0.58302439
-2.42821411,0.84850029,0.00899155,0.12611252,0.32176249,0.03325466,0.09042077,0.01901680,0.58763730
-2.42221111,0.86093232,0.00997639,0.12636289,0.31476896,0.03581961,0.10223294,0.02138027,0.59163232
-2.41620810,0.87340935,0.01107986,0.12657919,0.30726839,0.03859456,0.11480903,0.02388070,0.59506026
-2.41020510,0.88593813,0.01228946,0.12676757,0.29937135,0.04155453,0.12806014,0.02649464,0.59799892
-2.40420210,0.89853660,0.01359204,0.12693054,0.29119710,0.04467304,0.14187573,0.02919401,0.60054748
-2.39819910,0.91122791,0.01497390,0.12706624,0.28287023,0.04792207,0.15612500,0.03194637,0.60282128
-2.39219610,0.92403617,0.01642097,0.12716805,0.27451758,0.05127237,0.17065951,0.03471555,0.60494712
-2.38619310,0.93698450,0.01791928,0.12722469,0.26626553,0.05469392,0.18531674,0.03746230,0.60705949
-2.38019010,0.95009549,0.01945541,0.12722066,0.25823776,0.05815681,0.19992475,0.04014533,0.60929781
-2.37418709,0.96339412,0.02101719,0.12713713,0.25055348,0.06163220,0.21430777,0.04272246,0.61180492
-2.36818409,0.97691290,0.02259454,0.12695316,0.24332621,0.06509365,0.22829250,0.04515189,0.61472660
-2.36218109,0.99069903,0.02418030,0.12664725,0.23666301,0.06851854,0.24171499,0.04739361,0.61821227
-2.35617809,1.00482287,0.02577124,0.12619913,0.23066415,0.07188958,0.25442765,0.04941092,0.62241640
-2.35017509,1.01938723,0.02736908,0.12559163,0.22542312,0.07519639,0.26630637,0.05117182,0.62750056
-2.34417209,1.03453657,0.02898138,0.12481262,0.22102694,0.07843698,0.27725702,0.05265042,0.63363563
-2.33816908,1.05046537,0.03062248,0.12385682,0.21755655,0.08161903,0.28722137,0.05382819,0.64100385
-2.33216608,1.06742483,0.03231421,0.12272744,0.21508726,0.08476094,0.29618183,0.05469500,0.64980028
-2.32616308,1.08572705,0.03408639,0.12143753,0.21368909,0.08789249,0.30416478,0.05524994,0.66023328
-2.32016008,1.10574612,0.03597713,0.12001087,0.21342695,0.09105510,0.31124237,0.05550178,0.67252389
-2.31415708,1.12791554,0.03803270,0.11848245,0.21436049,0.09430148,0.31753234,0.05546918,0.68690353
-2.30815408,1.15272172,0.04030713,0.11689841,0.21654371,0.09769487,0.32319596,0.05518050,0.70361031
-2.30215108,1.18069333,0.04286126,0.11531545,0.22002415,0.10130755,0.32843402,0.05467324,0.72288363
-2.29614807,1.21238684,0.04576152,0.11379971,0.22484184,0.10521888,0.33348085,0.05399317,0.74495732
-2.29014507,1.24836841,0.04907812,0.11242517,0.23102790,0.10951271,0.33859656,0.05319313,0.77005150
-2.28414207,1.28919287,0.05288289,0.11127154,0.23860294,0.11427441,0.34405778,0.05233152,0.79836353
-2.27813907,1.33538047,0.05724671,0.11042189,0.24757540,0.11958741,0.35014717,0.05147056,0.83005837
-2.27213607,1.38739239,0.06223661,0.10995994,0.25793983,0.12552948,0.35714209,0.05067436,0.86525884
-2.26613307,1.44560603,0.06791261,0.10996722,0.26967529,0.13216890,0.36530280,0.05000689,0.90403634
-2.26013007,1.51029111,0.07432446,0.11052016,0.28274402,0.13956061,0.37486081,0.04952991,0.94640235
-2.25412706,1.58158780,0.08150833,0.11168731,0.29709038,0.14774253,0.38600763,0.04930082,0.99230126
-2.24812406,1.65948782,0.08948368,0.11352663,0.31264029,0.15673223,0.39888462,0.04937077,1.04160503
-2.24212106,1.74381960,0.09825035,0.11608320,0.32930109,0.16652412,0.41357420,0.04978275,1.09410977
-2.23611806,1.83423826,0.10778619,0.11938720,0.34696202,0.17708730,0.43009300,0.05057003,1.14953471
-2.23011506,1.93022110,0.11804525,0.12345233,0.36549520,0.18836427,0.44838712,0.05175479,1.20752368
-2.22411206,2.03106922,0.12895669,0.12827479,0.38475721,0.20027052,0.46832995,0.05334713,1.26764908
-2.21810905,2.13591535,0.14042463,0.13383275,0.40459123,0.21269520,0.48972259,0.05534442,1.32941836
-2.21210605,2.24373808,0.15232894,0.14008637,0.42482955,0.22550284,0.51229710,0.05773102,1.39228296
-2.20610305,2.35338224,0.16452702,0.14697838,0.44529663,0.23853611,0.53572240,0.06047849,1.45564934
-2.20010005,2.46358488,0.17685666,0.15443521,0.46581237,0.25161970,0.55961285,0.06354613,1.51889197
-2.19409705,2.57300631,0.18913984,0.16236854,0.48619563,0.26456505,0.58353918,0.06688199,1.58136775
-2.18809405,2.68026505,0.20118745,0.17067732,0.50626789,0.27717587,0.60704137,0.07042424,1.64243151
-2.18209105,2.78397567,0.21280470,0.17925021,0.52585680,0.28925428,0.62964319,0.07410289,1.70145212
-2.17608804,2.88278810,0.22379712,0.18796819,0.54479966,0.30060726,0.65086772,0.07784185,1.75782849
-2.17008504,2.97542689,0.23397687,0.19670745,0.56294661,0.31105321,0.67025329,0.08156117,1.81100514
-2.16408204,3.06072890,0.24316899,0.20534236,0.58016341,0.32042827,0.68736929,0.08517947,1.86048644
-2.15807904,3.13767778,0.25121752,0.21374836,0.59633374,0.32859216,0.70183102,0.08861645,1.90584928
-2.15207604,3.20543377,0.25799099,0.22180490,0.61136090,0.33543319,0.71331317,0.09179535,1.94675327
-2.14607304,3.26335731,0.26338710,0.22939802,0.62516881,0.34087231,0.72156110,0.09464535,1.98294825
-2.14007004,3.31102541,0.26733645,0.23642280,0.63770230,0.34486577,0.72639964,0.09710369,2.01427857
-2.13406703,3.34823983,0.26980483,0.24278535,0.64892662,0.34740648,0.72773884,0.09911756,2.04068390
-2.12806403,3.37502648,0.27079429,0.24840446,0.65882621,0.34852380,0.72557648,0.10064560,2.06219637
-2.12206103,3.39162607,0.27034269,0.25321280,0.66740274,0.34828175,0.71999722,0.10165893,2.07893414
-2.11605803,3.39847612,0.26852171,0.25715763,0.67467251,0.34677586,0.71116835,0.10214180,2.09109155
-2.11005503,3.39618528,0.26543367,0.26020108,0.68066334,0.34412856,0.69933247,0.10209162,2.09892615
-2.10405203,3.38550088,0.26120696,0.26232003,0.68541105,0.34048359,0.68479726,0.10151864,2.10274324
-2.09804902,3.36727145,0.25599057,0.26350547,0.68895580,0.33599940,0.66792302,0.10044504,2.10287855
-2.09204602,3.34240579,0.24994785,0.26376165,0.69133825,0.33084219,0.64910837,0.09890369,2.09967991
-2.08604302,3.31183078,0.24324988,0.26310488,0.69259609,0.32517863,0.62877497,0.09693650,2.09348870
-2.08004002,3.27644992,0.23606871,0.26156213,0.69276079,0.31916886,0.60735178,0.09459255,2.08462212
-2.07403702,3.23710463,0.22857089,0.25916952,0.69185496,0.31295996,0.58525975,0.09192605,2.07335714
-2.06803402,3.19454029,0.22091146,0.25597072,0.68989042,0.30668033,0.56289750,0.08899415,2.05991691
-2.06203102,3.14937863,0.21322882,0.25201538,0.68686707,0.30043512,0.54062862,0.08585489,2.04446051
-2.05602801,3.10209782,0.20564063,0.24735770,0.68277270,0.29430303,0.51877123,0.08256520,2.02707641
-2.05002501,3.05302112,0.19824089,0.24205498,0.67758373,0.28833452,0.49758998,0.07917912,2.00778022
-2.04402201,3.00231445,0.19109827,0.23616650,0.67126683,0.28255158,0.47729090,0.07574630,1.98651667
-2.03801901,2.94999292,0.18425583,0.22975249,0.66378148,0.27694892,0.45801922,0.07231084,1.96316592
-2.03201601,2.89593573,0.17773190,0.22287331,0.65508321,0.27149655,0.43985992,0.06891046,1.93755373
-2.02601301,2.83990832,0.17152213,0.21558887,0.64512734,0.26614347,0.42284105,0.06557606,1.90946514
-2.02001001,2.78159067,0.16560252,0.20795822,0.63387327,0.26082241,0.40693938,0.06233161,1.87866075
-2.01400700,2.72060979,0.15993314,0.20003925,0.62128875,0.25545513,0.39208797,0.05919441,1.84489492
-2.00800400,2.65657480,0.15446237,0.19188867,0.60735423,0.24995809,0.37818523,0.05617560,1.80793490
-2.00200100,2.58911252,0.14913142,0.18356191,0.59206684,0.24424820,0.36510488,0.05328092,1.76757983
-1.99599800,2.51790179,0.14387877,0.17511325,0.57544391,0.23824829,0.35270630,0.05051162,1.72367872
-1.98999500,2.44270461,0.13864439,0.16659592,0.55752583,0.23189202,0.34084468,0.04786548,1.67614651
-1.98399200,2.36339275,0.13337357,0.15806218,0.53837802,0.22512806,0.32938060,0.04533788,1.62497734
-1.97798899,2.27996842,0.12802004,0.14956347,0.51809209,0.21792333,0.31818842,0.04292281,1.57025451
-1.97198599,2.19257825,0.12254842,0.14115042,0.49678586,0.21026519,0.30716332,0.04061381,1.51215652
-1.96598299,2.10152001,0.11693585,0.13287287,0.47460251,0.20216245,0.29622663,0.03840483,1.45095914
-1.95997999,2.00724203,0.11117282,0.12477978,0.45170867,0.19364539,0.28532928,0.03629082,1.38703334
-1.95397699,1.91033556,0.10526316,0.11691908,0.42829174,0.18476462,0.27445343,0.03426830,1.32083927
-1.94797399,1.81152071,0.09922340,0.10933747,0.40455632,0.17558910,0.26361218,0.03233554,1.25291673
-1.94197099,1.71162701,0.09308141,0.10208005,0.38072020,0.16620333,0.25284763,0.03049275,1.18387254
-1.93596798,1.61156949,0.08687466,0.09519001,0.35700977,0.15670398,0.24222734,0.02874198,1.11436562
-1.92996498,1.51232193,0.08064806,0.08870821,0.33365534,0.14719609,0.23183961,0.02708685,1.04509038
-1.92396198,1.41488827,0.07445166,0.08267272,0.31088635,0.13778913,0.22178781,0.02553229,0.97675919
-1.91795898,1.32027388,0.06833825,0.07711837,0.28892672,0.12859304,0.21218411,0.02408400,0.91008493
-1.91195598,1.22945781,0.06236108,0.07207628,0.26799061,0.11971449,0.20314291,0.02274802,0.84576405
-1.90595298,1.14336712,0.05657175,0.06757349,0.24827855,0.11125342,0.19477441,0.02153016,0.78446104
-1.89994997,1.06285440,0.05101841,0.06363251,0.22997414,0.10330019,0.18717854,0.02043553,0.72679472
-1.89394697,0.98867907,0.04574424,0.06027104,0.21324149,0.09593311,0.18043955,0.01946807,0.67332678
-1.88794397,0.92149300,0.04078634,0.05750174,0.19822320,0.08921680,0.17462152,0.01863011,0.62455289
-1.88194097,0.86183053,0.03617503,0.05533201,0.18503910,0.08320102,0.16976493,0.01792212,0.58089632
-1.87593797,0.81010308,0.03193350,0.05376396,0.17378556,0.07792022,0.16588450,0.01734249,0.54270424
-1.86993497,0.76659785,0.02807775,0.05279438,0.16453537,0.07339362,0.16296820,0.01688741,0.51024632
-1.86393197,0.73148025,0.02461687,0.05241480,0.15733801,0.06962589,0.16097763,0.01655098,0.48371540
-1.85792896,0.70479950,0.02155358,0.05261164,0.15222027,0.06660820,0.15984954,0.01632528,0.46322989
-1.85192596,0.68649654,0.01888483,0.05336642,0.14918709,0.06431958,0.15949853,0.01620067,0.44883741
-1.84592296,0.67641367,0.01660262,0.05465587,0.14822238,0.06272861,0.15982067,0.01616613,0.44051916
-1.83991996,0.67430494,0.01469480,0.05645227,0.14928988,0.06179515,0.16069791,0.01620966,0.43819464
-1.83391696,0.67984680,0.01314585,0.05872358,0.15233384,0.06147218,0.16200304,0.01631879,0.44172638
-1.82791396,0.69264825,0.01193766,0.06143367,0.15727951,0.06170751,0.16360492,0.01648102,0.45092413
-1.82191096,0.71225996,0.01105014,0.06454250,0.16403341,0.06244545,0.16537389,0.01668439,0.46554846
-1.81590795,0.73818224,0.01046184,0.06800627,0.17248341,0.06362820,0.16718686,0.01691792,0.48531369
-1.80990495,0.76987139,0.01015030,0.07177754,0.18249862,0.06519714,0.16893209,0.01717204,0.50988981
-1.80390195,0.80674468,0.01009243,0.07580538,0.19392930,0.06709372,0.17051330,0.01743902,0.53890396
-1.79789895,0.84818398,0.01026466,0.08003550,0.20660671,0.06926027,0.17185302,0.01771319,0.57194126
-1.79189595,0.89353843,0.01064308,0.08441043,0.22034324,0.07164046,0.17289498,0.01799114,0.60854550
-1.78589295,0.94212645,0.01120343,0.08886981,0.23493288,0.07417960,0.17360551,0.01827182,0.64821998
-1.77988994,0.99323767,0.01192115,0.09335071,0.25015215,0.07682480,0.17397376,0.01855645,0.69042882
-1.77388694,1.04613526,0.01277133,0.09778810,0.26576169,0.07952496,0.17401103,0.01884841,0.73459919
-1.76788394,1.10005909,0.01372870,0.10211556,0.28150859,0.08223071,0.17374892,0.01915291,0.78012469
-1.76188094,1.15423021,0.01476764,0.10626598,0.29712948,0.08489440,0.17323661,0.01947663,0.82637020
-1.75587794,1.20785693,0.01586227,0.11017262,0.31235450,0.08747004,0.17253744,0.01982729,0.87267832
-1.74987494,1.26014273,0.01698658,0.11377015,0.32691198,0.08991335,0.17172475,0.02021305,0.91837741
-1.74387194,1.31029593,0.01811465,0.11699597,0.34053379,0.09218189,0.17087740,0.02064198,0.96279129
-1.73786893,1.35754109,0.01922092,0.11979156,0.35296128,0.09423535,0.17007505,0.02112148,1.00525017
-1.73186593,1.40113186,0.02028057,0.12210384,0.36395147,0.09603594,0.16939347,0.02165762,1.04510271
-1.72586293,1.44036471,0.02126990,0.12388664,0.37328330,0.09754882,0.16890009,0.02225468,1.08172862
-1.71985993,1.47459319,0.02216677,0.12510200,0.38076369,0.09874280,0.16864999,0.02291462,1.11455145
-1.71385693,1.50324196,0.02295110,0.12572137,0.38623312,0.09959090,0.16868249,0.02363669,1.14305097
-1.70785393,1.52582003,0.02360525,0.12572663,0.38957047,0.10007102,0.16901853,0.02441716,1.16677461
-1.70185093,1.54193253,0.02411449,0.12511081,0.39069677,0.10016668,0.16965897,0.02524920,1.18534755
-1.69584792,1.55129047,0.02446731,0.12387860,0.38957789,0.09986747,0.17058375,0.02612285,1.19848091
-1.68984492,1.55371804,0.02465573,0.12204638,0.38622572,0.09916964,0.17175219,0.02702516,1.20597783
-1.68384192,1.54915701,0.02467544,0.11964211,0.38069807,0.09807636,0.17310414,0.02794053,1.20773711
-1.67783892,1.53766813,0.02452589,0.11670467,0.37309699,0.09659793,0.17456213,0.02885109,1.20375434
-1.67183592,1.51942937,0.02421021,0.11328306,0.36356580,0.09475170,0.17603431,0.02973734,1.19412053
-1.66583292,1.49473125,0.02373508,0.10943518,0.35228486,0.09256189,0.17741812,0.03057874,1.17901836
-1.65982991,1.46396923,0.02311040,0.10522646,0.33946624,0.09005913,0.17860436,0.03135448,1.15871627
-1.65382691,1.42763380,0.02234896,0.10072830,0.32534757,0.08727988,0.17948176,0.03204429,1.13356063
-1.64782391,1.38629838,0.02146595,0.09601638,0.31018534,0.08426563,0.17994147,0.03262920,1.10396645
-1.64182091,1.34060584,0.02047846,0.09116894,0.29424791,0.08106200,0.17988165,0.03309230,1.07040692
-1.63581791,1.29125371,0.01940487,0.08626511,0.27780847,0.07771772,0.17921161,0.03341942,1.03340213
-1.62981491,1.23897900,0.01826437,0.08138332,0.26113831,0.07428353,0.17785553,0.03359975,0.99350744
