energy_ev,total_up,P_s_up,P_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,3.01617032,0.00185560,1.25104958,2.10099796,1.68021113,0.02568834,0.42162943
-5.99399700,3.10724280,0.00190128,1.28856551,2.16112214,1.73342676,0.02604057,0.43349695
-5.98799400,3.18903026,0.00193855,1.32170501,2.21385748,1.78165027,0.02632359,0.44429255
-5.98199100,3.26073685,0.00196696,1.35009916,2.25866443,1.82438081,0.02653836,0.45394801
-5.97598799,3.32176541,0.00198627,1.37346671,2.29512544,1.86123512,0.02668702,0.46241916
-5.96998499,3.37173684,0.00199651,1.39162248,2.32295749,1.89195933,0.02677300,0.46968760
-5.96398199,3.41050176,0.00199793,1.40448251,2.34202088,1.91643577,0.02680109,0.47576148
-5.95797899,3.43814366,0.00199106,1.41206551,2.35232346,1.93468446,0.02677738,0.48067528
-5.95197599,3.45497319,0.00197668,1.41449046,2.35402025,1.94685903,0.02670925,0.48448861
-5.94597299,3.46151337,0.00195581,1.41197051,2.34740798,1.95323711,0.02660524,0.48728380
-5.93996998,3.45847642,0.00192970,1.40480337,2.33291495,1.95420572,0.02647484,0.48916268
-5.93396698,3.44673299,0.00189979,1.39335855,2.31108627,1.95024213,0.02632831,0.49024223
-5.92796398,3.42727529,0.00186765,1.37806227,2.28256528,1.94189134,0.02617632,0.49064962
-5.92196098,3.40117569,0.00183498,1.35938049,2.24807183,1.92974116,0.02602962,0.49051666
-5.91595798,3.36954282,0.00180349,1.33780119,2.20837835,1.91439623,0.02589866,0.48997391
-5.90995498,3.33347738,0.00177489,1.31381646,2.16428483,1.89645212,0.02579315,0.48914487
-5.90395198,3.29402955,0.00175081,1.28790553,2.11659382,1.87647110,0.02572167,0.48814035
-5.89794897,3.25216034,0.00173275,1.26051930,2.06608654,1.85496040,0.02569128,0.48705347
-5.89194597,3.20870838,0.00172200,1.23206718,2.01350110,1.83235431,0.02570715,0.48595548
-5.88594297,3.16436392,0.00171961,1.20290664,1.95951385,1.80900061,0.02577224,0.48489264
-5.87993997,3.11965088,0.00172636,1.17333600,1.90472447,1.78515214,0.02588710,0.48388440
-5.87393697,3.07491784,0.00174267,1.14359038,1.84964532,1.76096350,0.02604977,0.48292291
-5.86793397,3.03033789,0.00176865,1.11384101,1.79469538,1.73649300,0.02625569,0.48197397
-5.86193097,2.98591716,0.00180405,1.08419754,1.74019881,1.71170948,0.02649782,0.48097939
-5.85592796,2.94151136,0.00184823,1.05471317,1.68638780,1.68650338,0.02676683,0.47986058
-5.84992496,2.89684903,0.00190027,1.02539190,1.63340945,1.66070138,0.02705138,0.47852336
-5.84392196,2.85156023,0.00195888,0.99619758,1.58133603,1.63408373,0.02733853,0.47686356
-5.83791896,2.80520900,0.00202256,0.96706407,1.53017773,1.60640314,0.02761422,0.47477329
-5.83191596,2.75732795,0.00208956,0.93790587,1.47989743,1.57740443,0.02786377,0.47214744
-5.82591296,2.70745309,0.00215796,0.90862870,1.43042625,1.54684377,0.02807246,0.46889024
-5.81990995,2.65515736,0.00222580,0.87913957,1.38167930,1.51450684,0.02822614,0.46492136
-5.81390695,2.60008141,0.00229105,0.84935586,1.33357079,1.48022488,0.02831174,0.46018149
-5.80790395,2.54196021,0.00235176,0.81921298,1.28602770,1.44388826,0.02831786,0.45463686
-5.80190095,2.48064455,0.00240609,0.78867067,1.23900157,1.40545697,0.02823516,0.44828276
-5.79589795,2.41611680,0.00245241,0.75771747,1.19247799,1.36496782,0.02805679,0.44114569
-5.78989495,2.34850035,0.00248931,0.72637363,1.14648334,1.32253815,0.02777866,0.43328420
-5.78389195,2.27806280,0.00251568,0.69469225,1.10108892,1.27836618,0.02739957,0.42478831
-5.77788894,2.20521285,0.00253075,0.66275901,1.05641215,1.23272819,0.02692128,0.41577758
-5.77188594,2.13049158,0.00253409,0.63069047,1.01261534,1.18597265,0.02634846,0.40639795
-5.76588294,2.05455846,0.00252563,0.59863119,0.96990195,1.13851189,0.02568846,0.39681754
-5.75987994,1.97817300,0.00250567,0.56674996,0.92851083,1.09081156,0.02495103,0.38722152
-5.75387694,1.90217298,0.00247484,0.53523522,0.88870878,1.04337847,0.02414798,0.37780637
-5.74787394,1.82744998,0.00243407,0.50428993,0.85078182,0.99674720,0.02329270,0.36877376
-5.74187094,1.75492349,0.00238457,0.47412615,0.81502555,0.95146597,0.02239970,0.36032429
-5.73586793,1.68551426,0.00232774,0.44495938,0.78173506,0.90808235,0.02148408,0.35265131
-5.72986493,1.62011795,0.00226516,0.41700282,0.75119472,0.86712894,0.02056100,0.34593512
-5.72386193,1.55957984,0.00219851,0.39046181,0.72366821,0.82910974,0.01964525,0.34033767
-5.71785893,1.50467133,0.00212948,0.36552840,0.69938909,0.79448728,0.01875070,0.33599799
-5.71185593,1.45606878,0.00205976,0.34237620,0.67855209,0.76367095,0.01789002,0.33302835
-5.70585293,1.41433526,0.00199097,0.32115570,0.66130551,0.73700667,0.01707423,0.33151142
-5.69984992,1.37990552,0.00192460,0.30198999,0.64774468,0.71476817,0.01631257,0.33149828
-5.69384692,1.35307449,0.00186197,0.28497113,0.63790681,0.69715001,0.01561222,0.33300736
-5.68784392,1.33398938,0.00180421,0.27015705,0.63176717,0.68426244,0.01497832,0.33602436
-5.68184092,1.32264562,0.00175224,0.25756934,0.62923689,0.67612822,0.01441389,0.34050290
-5.67583792,1.31888647,0.00170674,0.24719177,0.63016225,0.67268141,0.01391992,0.34636602
-5.66983492,1.32240638,0.00166817,0.23896971,0.63432565,0.67376827,0.01349555,0.35350837
-5.66383192,1.33275790,0.00163675,0.23281052,0.64144821,0.67915013,0.01313817,0.36179898
-5.65782891,1.34936201,0.00161249,0.22858497,0.65119403,0.68850830,0.01284372,0.37108454
-5.65182591,1.37152176,0.00159519,0.22612961,0.66317612,0.70145100,0.01260689,0.38119312
-5.64582291,1.39843874,0.00158451,0.22525020,0.67696390,0.71752214,0.01242146,0.39193832
-5.63981991,1.42923240,0.00157991,0.22572607,0.69209214,0.73621187,0.01228049,0.40312359
-5.63381691,1.46296160,0.00158078,0.22731540,0.70807127,0.75696876,0.01217666,0.41454692
-5.62781391,1.49864811,0.00158638,0.22976113,0.72439882,0.77921333,0.01210253,0.42600560
-5.62181091,1.53530155,0.00159596,0.23279764,0.74057163,0.80235263,0.01205072,0.43730113
-5.61580790,1.57194513,0.00160871,0.23615762,0.75609867,0.82579562,0.01201420,0.44824413
-5.60980490,1.60764165,0.00162385,0.23957928,0.77051397,0.84896889,0.01198645,0.45865923
-5.60380190,1.64151890,0.00164062,0.24281338,0.78338929,0.87133213,0.01196163,0.46838976
-5.59779890,1.67279380,0.00165836,0.24562996,0.79434610,0.89239318,0.01193468,0.47730213
-5.59179590,1.70079438,0.00167648,0.24782446,0.80306638,0.91172174,0.01190149,0.48528986
-5.58579290,1.72497883,0.00169451,0.24922309,0.80930189,0.92896149,0.01185890,0.49227694
-5.57978989,1.74495082,0.00171214,0.24968709,0.81288138,0.94384004,0.01180480,0.49822054
-5.57378689,1.76047037,0.00172919,0.24911584,0.81371551,0.95617618,0.01173811,0.50311277
-5.56778389,1.77145977,0.00174569,0.24744862,0.81179927,0.96588419,0.01165878,0.50698151
-5.56178089,1.77800411,0.00176183,0.24466503,0.80721154,0.97297483,0.01156775,0.50989008
-5.55577789,1.78034628,0.00177802,0.24078397,0.80011206,0.97755297,0.01146689,0.51193574
-5.54977489,1.77887639,0.00179483,0.23586131,0.79073557,0.97981181,0.01135891,0.51324702
-5.54377189,1.77411613,0.00181307,0.22998633,0.77938367,0.98002398,0.01124726,0.51397992
-5.53776888,1.76669851,0.00183371,0.22327711,0.76641437,0.97852974,0.01113601,0.51431307
-5.53176588,1.75734381,0.00185791,0.21587510,0.75223015,0.97572286,0.01102971,0.51444204
-5.52576288,1.74683284,0.00188700,0.20793905,0.73726468,0.97203482,0.01093327,0.51457299
-5.51975988,1.73597869,0.00192246,0.19963863,0.72196897,0.96791798,0.01085179,0.51491603
-5.51375688,1.72559811,0.00196587,0.19114805,0.70679750,0.96382852,0.01079042,0.51567845
-5.50775388,1.71648408,0.00201893,0.18263975,0.69219488,0.96021001,0.01075424,0.51705821
-5.50175088,1.70938049,0.00208340,0.17427871,0.67858349,0.95747827,0.01074812,0.51923807
-5.49574787,1.70496032,0.00216106,0.16621726,0.66635278,0.95600824,0.01077661,0.52238042
-5.48974487,1.70380799,0.00225369,0.15859083,0.65585022,0.95612345,0.01084384,0.52662332
-5.48374187,1.70640657,0.00236304,0.15151461,0.64737459,0.95808836,0.01095344,0.53207763
-5.47773887,1.71313024,0.00249074,0.14508127,0.64117127,0.96210391,0.01110849,0.53882554
-5.47173587,1.72424185,0.00263830,0.13935966,0.63742986,0.96830625,0.01131148,0.54692032
-5.46573287,1.73989538,0.00280706,0.13439463,0.63628380,0.97676840,0.01156428,0.55638733
-5.45972986,1.76014260,0.00299812,0.13020773,0.63781182,0.98750459,0.01186813,0.56722606
-5.45372686,1.78494307,0.00321230,0.12679876,0.64204082,1.00047671,0.01222364,0.57941290
-5.44772386,1.81417651,0.00345008,0.12414803,0.64894992,1.01560223,0.01263076,0.59290447
-5.44172086,1.84765631,0.00371160,0.12221912,0.65847512,1.03276302,0.01308883,0.60764113
-5.43571786,1.88514309,0.00399654,0.12096209,0.67051428,1.05181418,0.01359652,0.62355032
-5.42971486,1.92635719,0.00430416,0.12031675,0.68493194,1.07259243,0.01415185,0.64054954
-5.42371186,1.97098930,0.00463320,0.12021604,0.70156378,1.09492334,0.01475213,0.65854856
-5.41770885,2.01870835,0.00498192,0.12058928,0.72022037,1.11862698,0.01539395,0.67745087
-5.41170585,2.06916639,0.00534804,0.12136512,0.74069022,1.14352173,0.01607314,0.69715413
-5.40570285,2.12200036,0.00572878,0.12247415,0.76274194,1.16942611,0.01678468,0.71754972
-5.39969985,2.17683081,0.00612084,0.12385104,0.78612570,1.19615870,0.01752273,0.73852142
-5.39369685,2.23325826,0.00652049,0.12543626,0.81057414,1.22353635,0.01828052,0.75994342
-5.38769385,2.29085776,0.00692357,0.12717715,0.83580290,1.25137108,0.01905041,0.78167796
-5.38169085,2.34917271,0.00732558,0.12902869,0.86151107,1.27946628,0.01982385,0.80357283
-5.37568784,2.40770884,0.00772178,0.13095358,0.88738198,1.30761254,0.02059148,0.82545922
-5.36968484,2.46592959,0.00810727,0.13292207,0.91308447,1.33558395,0.02134319,0.84715012
-5.36368184,2.52325368,0.00847710,0.13491134,0.93827502,1.36313534,0.02206828,0.86843969
-5.35767884,2.57905591,0.00882639,0.13690464,0.96260088,1.39000095,0.02275563,0.88910382
-5.35167584,2.63267168,0.00915046,0.13889019,0.98570448,1.41589508,0.02339395,0.90890224
-5.34567284,2.68340575,0.00944496,0.14086000,1.00722888,1.44051475,0.02397207,0.92758202
-5.33966983,2.73054516,0.00970597,0.14280861,1.02682457,1.46354472,0.02447920,0.94488273
-5.33366683,2.77337618,0.00993012,0.14473186,1.04415710,1.48466468,0.02490531,0.96054307
-5.32766383,2.81120469,0.01011469,0.14662576,1.05891556,1.50355831,0.02524142,0.97430863
-5.32166083,2.84337909,0.01025769,0.14848549,1.07082137,1.51992407,0.02547996,0.98594073
-5.31565783,2.86931479,0.01035795,0.15030454,1.07963719,1.53348687,0.02561506,0.99522565
-5.30965483,2.88851898,0.01041511,0.15207413,1.08517533,1.54401030,0.02564281,1.00198413
-5.30365183,2.90061437,0.01042969,0.15378275,1.08730532,1.55130861,0.02556149,1.00608030
-5.29764882,2.90536059,0.01040307,0.15541603,1.08596026,1.55525774,0.02537168,1.00742983
-5.29164582,2.90267199,0.01033747,0.15695676,1.08114149,1.55580490,0.02507634,1.00600668
-5.28564282,2.89263076,0.01023590,0.15838515,1.07292136,1.55297588,0.02468081,1.00184810
-5.27963982,2.87549441,0.01010210,0.15967933,1.06144373,1.54687985,0.02419268,0.99505746
-5.27363682,2.85169711,0.00994044,0.16081592,1.04692235,1.53771106,0.02362165,0.98580475
-5.26763382,2.82184438,0.00975583,0.16177084,1.02963681,1.52574738,0.02297923,0.97432454
-5.26163082,2.78670128,0.00955361,0.16252020,1.00992638,1.51134562,0.02227847,0.96091142
-5.25562781,2.74717427,0.00933940,0.16304121,0.98818175,1.49493353,0.02153357,0.94591299
-5.24962481,2.70428745,0.00911898,0.16331318,0.96483520,1.47699896,0.02075949,0.92972068
-5.24362181,2.65915396,0.00889814,0.16331847,0.94034928,1.45807642,0.01997151,0.91275872
-5.23761881,2.61294362,0.00868255,0.16304334,0.91520467,1.43873157,0.01918485,0.89547156
-5.23161581,2.56684815,0.00847761,0.16247883,0.88988754,1.41954417,0.01841425,0.87831048
-5.22561281,2.52204530,0.00828829,0.16162130,0.86487699,1.40109019,0.01767363,0.86171973
-5.21960980,2.47966325,0.00811907,0.16047299,0.84063293,1.38392377,0.01697574,0.84612282
-5.21360680,2.44074674,0.00797375,0.15904223,0.81758489,1.36855963,0.01633196,0.83190967
-5.20760380,2.40622623,0.00785542,0.15734348,0.79612226,1.35545672,0.01575205,0.81942489
-5.20160080,2.37689130,0.00776634,0.15539721,0.77658609,1.34500360,0.01524409,0.80895793
-5.19559780,2.35336918,0.00770793,0.15322939,0.75926281,1.33750618,0.01481446,0.80073536
-5.18959480,2.33610936,0.00768071,0.15087094,0.74438008,1.33317832,0.01446781,0.79491556
-5.18359180,2.32537458,0.00768431,0.14835688,0.73210473,1.33213545,0.01420722,0.79158618
-5.17758879,2.32123871,0.00771754,0.14572534,0.72254279,1.33439174,0.01403436,0.79076418
-5.17158579,2.32359118,0.00777839,0.14301654,0.71574153,1.33986059,0.01394972,0.79239869
-5.16558279,2.33214795,0.00786416,0.14027160,0.71169338,1.34835869,0.01395283,0.79637623
-5.15957979,2.34646818,0.00797155,0.13753144,0.71034123,1.35961329,0.01404256,0.80252829
-5.15357679,2.36597603,0.00809677,0.13483569,0.71158511,1.37327248,0.01421741,0.81064066
-5.14757379,2.38998637,0.00823572,0.13222170,0.71528966,1.38891800,0.01447579,0.82046420
-5.14157079,2.41773344,0.00838410,0.12972372,0.72129215,1.40608017,0.01481625,0.83172643
-5.13556778,2.44840106,0.00853758,0.12737223,0.72941060,1.42425418,0.01523771,0.84414354
-5.12956478,2.48115317,0.00869195,0.12519354,0.73945173,1.44291722,0.01573962,0.85743213
-5.12356178,2.51516344,0.00884322,0.12320949,0.75121835,1.46154572,0.01632206,0.87132026
-5.11755878,2.54964269,0.00898780,0.12143748,0.76451600,1.47963199,0.01698576,0.88555725
-5.11155578,2.58386306,0.00912254,0.11989064,0.77915859,1.49669965,0.01773202,0.89992192
-5.10555278,2.61717813,0.00924483,0.11857814,0.79497279,1.51231719,0.01856263,0.91422891
-5.09954977,2.64903814,0.00935268,0.11750567,0.81180138,1.52610935,0.01947960,0.92833282
-5.09354677,2.67900011,0.00944466,0.11667600,0.82950519,1.53776566,0.02048492,0.94213014
-5.08754377,2.70673249,0.00952000,0.11608956,0.84796396,1.54704618,0.02158020,0.95555903
-5.08154077,2.73201459,0.00957847,0.11574498,0.86707611,1.55378415,0.02276628,0.96859685
-5.07553777,2.75473109,0.00962038,0.11563968,0.88675749,1.55788568,0.02404281,0.98125600
-5.06953477,2.77486224,0.00964651,0.11577026,0.90693952,1.55932665,0.02540785,0.99357810
-5.06353177,2.79247050,0.00965801,0.11613285,0.92756668,1.55814714,0.02685747,1.00562700
-5.05752876,2.80768455,0.00965629,0.11672334,0.94859368,1.55444387,0.02838537,1.01748109
-5.05152576,2.82068177,0.00964299,0.11753744,0.96998255,1.54836101,0.02998262,1.02922529
-5.04552276,2.83167008,0.00961983,0.11857070,0.99169972,1.54008006,0.03163746,1.04094319
-5.03951976,2.84087026,0.00958852,0.11981839,1.01371340,1.52980939,0.03333522,1.05270975
-5.03351676,2.84849968,0.00955071,0.12127530,1.03599125,1.51777380,0.03505836,1.06458493
-5.02751376,2.85475822,0.00950789,0.12293557,1.05849860,1.50420486,0.03678666,1.07660859
-5.02151076,2.85981703,0.00946136,0.12479252,1.08119719,1.48933230,0.03849751,1.08879683
-5.01550775,2.86381056,0.00941213,0.12683841,1.10404445,1.47337686,0.04016644,1.10113987
-5.00950475,2.86683217,0.00936098,0.12906441,1.12699341,1.45654484,0.04176762,1.11360165
-5.00350175,2.86893321,0.00930836,0.13146057,1.14999310,1.43902452,0.04327459,1.12612094
-4.99749875,2.87012551,0.00925443,0.13401588,1.17298944,1.42098435,0.04466101,1.13861390
-4.99149575,2.87038690,0.00919909,0.13671849,1.19592648,1.40257295,0.04590148,1.15097790
-4.98549275,2.86966924,0.00914198,0.13955594,1.21874799,1.38392073,0.04697234,1.16309629
-4.97948974,2.86790829,0.00908256,0.14251554,1.24139903,1.36514276,0.04785251,1.17484385
-4.97348674,2.86503483,0.00902009,0.14558475,1.26382769,1.34634272,0.04852416,1.18609256
-4.96748374,2.86098628,0.00895378,0.14875160,1.28598661,1.32761755,0.04897343,1.19671743
-4.96148074,2.85571793,0.00888279,0.15200512,1.30783420,1.30906236,0.04919086,1.20660201
-4.95547774,2.84921340,0.00880633,0.15533565,1.32933550,1.29077533,0.04917179,1.21564331
-4.94947474,2.84149342,0.00872370,0.15873517,1.35046254,1.27286228,0.04891657,1.22375597
-4.94347174,2.83262258,0.00863441,0.16219745,1.37119407,1.25544042,0.04843052,1.23087531
-4.93746873,2.82271362,0.00853816,0.16571806,1.39151459,1.23864128,0.04772378,1.23695939
-4.93146573,2.81192885,0.00843498,0.16929433,1.41141272,1.22261236,0.04681098,1.24198973
-4.92546273,2.80047878,0.00832520,0.17292503,1.43087890,1.20751746,0.04571075,1.24597089
-4.91945973,2.78861767,0.00820952,0.17660998,1.44990236,1.19353556,0.04444508,1.24892888
-4.91345673,2.77663630,0.00808898,0.18034947,1.46846764,1.18085820,0.04303862,1.25090840
-4.90745373,2.76485206,0.00796499,0.18414362,1.48655058,1.16968536,0.04151791,1.25196926
-4.90145073,2.75359674,0.00783927,0.18799157,1.50411420,1.16021991,0.03991050,1.25218196
-4.89544772,2.74320250,0.00771381,0.19189065,1.52110440,1.15266082,0.03824422,1.25162275
-4.88944472,2.73398645,0.00759080,0.19583550,1.53744598,1.14719535,0.03654636,1.25036833
-4.88344172,2.72623457,0.00747256,0.19981726,1.55303907,1.14399037,0.03484297,1.24849054
-4.87743872,2.72018552,0.00736141,0.20382279,1.56775627,1.14318330,0.03315826,1.24605108
-4.87143572,2.71601514,0.00725957,0.20783397,1.58144079,1.14487291,0.03151406,1.24309681
-4.86543272,2.71382234,0.00716909,0.21182725,1.59390577,1.14911055,0.02992946,1.23965553
-4.85942971,2.71361710,0.00709168,0.21577331,1.60493497,1.15589206,0.02842054,1.23573274
-4.85342671,2.71531123,0.00702864,0.21963701,1.61428502,1.16515104,0.02700024,1.23130929
-4.84742371,2.71871261,0.00698076,0.22337758,1.62168926,1.17675376,0.02567832,1.22634038
-4.84142071,2.72352328,0.00694823,0.22694910,1.62686311,1.19049618,0.02446148,1.22075573
-4.83541771,2.72934187,0.00693065,0.23030126,1.62951103,1.20610348,0.02335353,1.21446112
-4.82941471,2.73567057,0.00692693,0.23338042,1.62933481,1.22323223,0.02235568,1.20734134
-4.82341171,2.74192655,0.00693534,0.23613087,1.62604291,1.24147550,0.02146680,1.19926433
-4.81740870,2.74745779,0.00695355,0.23849636,1.61936065,1.26037087,0.02068388,1.19008657
-4.81140570,2.75156280,0.00697869,0.24042180,1.60904081,1.27941114,0.02000231,1.17965943
-4.80540270,2.75351363,0.00700743,0.24185504,1.59487426,1.29805763,0.01941635,1.16783625
-4.79939970,2.75258139,0.00703613,0.24274870,1.57670006,1.31575550,0.01891948,1.15447993
-4.79339670,2.74806318,0.00706096,0.24306200,1.55441482,1.33195065,0.01850475,1.13947062
-4.78739370,2.73930946,0.00707806,0.24276241,1.52798068,1.34610740,0.01816508,1.12271321
-4.78139070,2.72575045,0.00708370,0.24182717,1.49743156,1.35772637,0.01789358,1.10414428
-4.77538769,2.70692054,0.00707443,0.24024451,1.46287753,1.36636162,0.01768374,1.08373812
-4.76938469,2.68247941,0.00704725,0.23801458,1.42450678,1.37163629,0.01752960,1.06151149
-4.76338169,2.65222877,0.00699972,0.23515000,1.38258523,1.37325605,0.01742587,1.03752690
-4.75737869,2.61612405,0.00693008,0.23167601,1.33745369,1.37101960,0.01736797,1.01189412
-4.75137569,2.57428008,0.00683736,0.22763021,1.28952247,1.36482575,0.01735205,0.98476989
-4.74537269,2.52697066,0.00672137,0.22306190,1.23926387,1.35467671,0.01737491,0.95635565
-4.73936968,2.47462177,0.00658279,0.21803110,1.18720249,1.34067736,0.01743397,0.92689342
-4.73336668,2.41779880,0.00642311,0.21260707,1.13390386,1.32303060,0.01752707,0.89665995
-4.72736368,2.35718821,0.00624460,0.20686679,1.07996184,1.30202890,0.01765237,0.86595932
-4.72136068,2.29357461,0.00605020,0.20089296,1.02598500,1.27804265,0.01780815,0.83511436
-4.71535768,2.22781421,0.00584346,0.19477211,0.97258281,1.25150574,0.01799265,0.80445723
-4.70935468,2.16080592,0.00562836,0.18859243,0.92035173,1.22289918,0.01820385,0.77431950
-4.70335168,2.09346155,0.00540921,0.18244174,0.86986199,1.19273360,0.01843938,0.74502229
-4.69734867,2.02667633,0.00519045,0.17640552,0.82164534,1.16153143,0.01869631,0.71686682
-4.69134567,1.96130126,0.00497655,0.17056502,0.77618414,1.12980974,0.01897107,0.69012576
-4.68534267,1.89811841,0.00477182,0.16499565,0.73390215,1.09806439,0.01925937,0.66503589
-4.67933967,1.83782021,0.00458028,0.15976552,0.69515720,1.06675629,0.01955618,0.64179215
-4.67333667,1.78099364,0.00440554,0.15493434,0.66023595,1.03630031,0.01985577,0.62054346
-4.66733367,1.72810957,0.00425070,0.15055252,0.62935065,1.00705717,0.02015174,0.60139046
-4.66133067,1.67951776,0.00411831,0.14666060,0.60263809,0.97932852,0.02043718,0.58438501
-4.65532766,1.63544714,0.00401026,0.14328891,0.58016044,0.95335517,0.02070483,0.56953161
-4.64932466,1.59601116,0.00392779,0.14045758,0.56190788,0.92931842,0.02094726,0.55679044
-4.64332166,1.56121749,0.00387153,0.13817666,0.54780291,0.90734382,0.02115712,0.54608185
-4.63731866,1.53098116,0.00384147,0.13644659,0.53770589,0.88750720,0.02132739,0.53729201
-4.63131566,1.50514026,0.00383705,0.13525874,0.53142170,0.86984213,0.02145161,0.53027929
-4.62531266,1.48347302,0.00385724,0.13459616,0.52870724,0.85434827,0.02152414,0.52488120
-4.61930965,1.46571513,0.00390060,0.13443438,0.52927930,0.84099986,0.02154035,0.52092127
-4.61330665,1.45157647,0.00396538,0.13474240,0.53282284,0.82975380,0.02149685,0.51821582
-4.60730365,1.44075606,0.00404962,0.13548362,0.53899921,0.82055672,0.02139154,0.51658007
-4.60130065,1.43295463,0.00415123,0.13661684,0.54745411,0.81335052,0.02122376,0.51583344
-4.59529765,1.42788427,0.00426809,0.13809728,0.55782529,0.80807619,0.02099431,0.51580396
-4.58929465,1.42527475,0.00439812,0.13987753,0.56974962,0.80467559,0.02070533,0.51633142
-4.58329165,1.42487642,0.00453933,0.14190849,0.58286947,0.80309133,0.02036031,0.51726948
-4.57728864,1.42645995,0.00468987,0.14414020,0.59683835,0.80326475,0.01996383,0.51848664
-4.57128564,1.42981313,0.00484806,0.14652262,0.61132570,0.80513227,0.01952145,0.51986615
-4.56528264,1.43473529,0.00501235,0.14900633,0.62602074,0.80862066,0.01903940,0.52130509
-4.55927964,1.44103006,0.00518137,0.15154303,0.64063536,0.81364148,0.01852437,0.52271275
-4.55327664,1.44849719,0.00535387,0.15408606,0.65490617,0.82008538,0.01798325,0.52400852
-4.54727364,1.45692416,0.00552865,0.15659069,0.66859557,0.82781670,0.01742284,0.52511959
-4.54127064,1.46607853,0.00570454,0.15901437,0.68149201,0.83666900,0.01684965,0.52597860
-4.53526763,1.47570158,0.00588036,0.16131690,0.69340953,0.84644187,0.01626965,0.52652160
-4.52926463,1.48550407,0.00605480,0.16346044,0.70418668,0.85689956,0.01568813,0.52668628
-4.52326163,1.49516436,0.00622644,0.16540959,0.71368501,0.86777161,0.01510961,0.52641089
-4.51725863,1.50432958,0.00639364,0.16713137,0.72178726,0.87875567,0.01453768,0.52563379
-4.51125563,1.51261970,0.00655457,0.16859526,0.72839556,0.88952268,0.01397507,0.52429373
-4.50525263,1.51963466,0.00670715,0.16977328,0.73342969,0.89972408,0.01342362,0.52233094
-4.49924962,1.52496433,0.00684910,0.17064015,0.73682569,0.90900108,0.01288435,0.51968886
-4.49324662,1.52820089,0.00697791,0.17117355,0.73853507,0.91699540,0.01235760,0.51631663
-4.48724362,1.52895313,0.00709097,0.17135452,0.73852450,0.92336131,0.01184311,0.51217198
-4.48124062,1.52686199,0.00718553,0.17116799,0.73677633,0.92777811,0.01134018,0.50722460
-4.47523762,1.52161670,0.00725889,0.17060342,0.73328980,0.92996281,0.01084784,0.50145955
-4.46923462,1.51297046,0.00730840,0.16965549,0.72808289,0.92968210,0.01036498,0.49488071
-4.46323162,1.50075509,0.00733161,0.16832493,0.72119476,0.92676324,0.00989052,0.48751393
-4.45722861,1.48489371,0.00732637,0.16661928,0.71268847,0.92110324,0.00942350,0.47940971
-4.45122561,1.46541065,0.00729091,0.16455362,0.70265385,0.91267565,0.00896319,0.47064511
-4.44522261,1.44243807,0.00722395,0.16215116,0.69121008,0.90153492,0.00850919,0.46132483
-4.43921961,1.41621861,0.00712473,0.15944362,0.67850778,0.88781765,0.00806149,0.45158120
-4.43321661,1.38710390,0.00699314,0.15647138,0.66473026,0.87174078,0.00762045,0.44157305
-4.42721361,1.35554857,0.00682967,0.15328323,0.65009359,0.85359663,0.00718686,0.43148324
-4.42121061,1.32209990,0.00663551,0.14993581,0.63484536,0.83374491,0.00676188,0.42151505
-4.41520760,1.28738338,0.00641243,0.14649269,0.61926184,0.81260184,0.00634704,0.41188736
-4.40920460,1.25208448,0.00616285,0.14302296,0.60364358,0.79062694,0.00594412,0.40282868
-4.40320160,1.21692740,0.00588970,0.13959953,0.58830949,0.76830777,0.00555516,0.39457035
-4.39719860,1.18265148,0.00559636,0.13629711,0.57358936,0.74614336,0.00518234,0.38733903
-4.39119560,1.14998625,0.00528657,0.13318989,0.55981534,0.72462692,0.00482793,0.38134881
-4.38519260,1.11962604,0.00496433,0.13034915,0.54731241,0.70422841,0.00449419,0.37679317
-4.37918959,1.09220522,0.00463377,0.12784074,0.53638848,0.68537791,0.00418333,0.37383725
-4.37318659,1.06827518,0.00429901,0.12572267,0.52732434,0.66845023,0.00389741,0.37261064
-4.36718359,1.04828387,0.00396411,0.12404287,0.52036412,0.65375148,0.00363829,0.37320107
-4.36118059,1.03255881,0.00363292,0.12283724,0.51570648,0.64150814,0.00340761,0.37564935
-4.35517759,1.02129441,0.00330898,0.12212807,0.51349715,0.63185908,0.00320668,0.37994566
-4.34917459,1.01454395,0.00299549,0.12192293,0.51382298,0.62485078,0.00303653,0.38602762
-4.34317159,1.01221668,0.00269522,0.12221410,0.51670795,0.62043603,0.00289780,0.39378001
-4.33716858,1.01408008,0.00241046,0.12297852,0.52211104,0.61847599,0.00279077,0.40303645
-4.33116558,1.01976722,0.00214304,0.12417833,0.52992637,0.61874566,0.00271535,0.41358279
-4.32516258,1.02878883,0.00189427,0.12576188,0.53998527,0.62094240,0.00267104,0.42516227
-4.31915958,1.04054957,0.00166502,0.12766530,0.55206031,0.62469713,0.00265696,0.43748214
-4.31315658,1.05436779,0.00145567,0.12981443,0.56587110,0.62958777,0.00267184,0.45022166
