energy_ev,total_up,Hg_p_up,Hg_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-5.71185593,0.75012550,0.51067240,0.06982541,0.05104552,0.00069655,0.37968680,0.00000000
-5.70585293,0.76203135,0.52384109,0.07095968,0.05517266,0.00069598,0.38410835,0.00000000
-5.69984992,0.77113227,0.53497792,0.07181450,0.05960511,0.00069210,0.38679643,0.00000000
-5.69384692,0.77742431,0.54407980,0.07238254,0.06436533,0.00068498,0.38770530,0.00000000
-5.68784392,0.78100128,0.55120781,0.07266594,0.06947503,0.00067479,0.38684521,0.00000000
-5.68184092,0.78204522,0.55648307,0.07267559,0.07495341,0.00066176,0.38427880,0.00000000
-5.67583792,0.78081348,0.56008006,0.07243002,0.08081524,0.00064623,0.38011568,0.00000000
-5.66983492,0.77762309,0.56221768,0.07195406,0.08706883,0.00062855,0.37450551,0.00000000
-5.66383192,0.77283311,0.56314859,0.07127727,0.09371399,0.00060914,0.36762981,0.00000000
-5.65782891,0.76682583,0.56314715,0.07043226,0.10074020,0.00058841,0.35969300,0.00000000
-5.65182591,0.75998770,0.56249675,0.06945292,0.10812498,0.00056678,0.35091300,0.00000000
-5.64582291,0.75269094,0.56147702,0.06837279,0.11583261,0.00054466,0.34151182,0.00000000
-5.63981991,0.74527666,0.56035154,0.06722340,0.12381338,0.00052241,0.33170668,0.00000000
-5.63381691,0.73804029,0.55935679,0.06603294,0.13200335,0.00050038,0.32170187,0.00000000
-5.62781391,0.73121986,0.55869256,0.06482514,0.14032480,0.00047882,0.31168180,0.00000000
-5.62181091,0.72498774,0.55851454,0.06361843,0.14868723,0.00045798,0.30180545,0.00000000
-5.61580790,0.71944602,0.55892912,0.06242548,0.15698912,0.00043799,0.29220243,0.00000000
-5.60980490,0.71462553,0.55999064,0.06125308,0.16512018,0.00041897,0.28297065,0.00000000
-5.60380190,0.71048850,0.56170112,0.06010233,0.17296423,0.00040094,0.27417574,0.00000000
-5.59779890,0.70693451,0.56401231,0.05896920,0.18040236,0.00038391,0.26585192,0.00000000
-5.59179590,0.70380914,0.56682974,0.05784526,0.18731653,0.00036782,0.25800437,0.00000000
-5.58579290,0.70091484,0.57001870,0.05671871,0.19359312,0.00035258,0.25061268,0.00000000
-5.57978989,0.69802336,0.57341139,0.05557555,0.19912658,0.00033807,0.24363526,0.00000000
-5.57378689,0.69488899,0.57681515,0.05440073,0.20382279,0.00032418,0.23701430,0.00000000
-5.56778389,0.69126190,0.58002117,0.05317946,0.20760213,0.00031078,0.23068106,0.00000000
-5.56178089,0.68690106,0.58281336,0.05189832,0.21040206,0.00029775,0.22456122,0.00000000
-5.55577789,0.68158621,0.58497695,0.05054634,0.21217911,0.00028499,0.21857987,0.00000000
-5.54977489,0.67512825,0.58630666,0.04911595,0.21291034,0.00027244,0.21266624,0.00000000
-5.54377189,0.66737819,0.58661414,0.04760365,0.21259399,0.00026007,0.20675769,0.00000000
-5.53776888,0.65823400,0.58573461,0.04601055,0.21124971,0.00024787,0.20080308,0.00000000
-5.53176588,0.64764584,0.58353253,0.04434274,0.20891797,0.00023590,0.19476544,0.00000000
-5.52576288,0.63561940,0.57990647,0.04261135,0.20565917,0.00022425,0.18862375,0.00000000
-5.51975988,0.62221767,0.57479304,0.04083253,0.20155218,0.00021306,0.18237422,0.00000000
-5.51375688,0.60756137,0.56817009,0.03902730,0.19669266,0.00020255,0.17603081,0.00000000
-5.50775388,0.59182834,0.56005911,0.03722117,0.19119117,0.00019294,0.16962532,0.00000000
-5.50175088,0.57525191,0.55052702,0.03544381,0.18517111,0.00018454,0.16320700,0.00000000
-5.49574787,0.55811885,0.53968726,0.03372861,0.17876681,0.00017769,0.15684188,0.00000000
-5.48974487,0.54076658,0.52770030,0.03211216,0.17212147,0.00017279,0.15061185,0.00000000
-5.48374187,0.52358017,0.51477343,0.03063384,0.16538542,0.00017025,0.14461364,0.00000000
-5.47773887,0.50698881,0.50115986,0.02933532,0.15871427,0.00017057,0.13895758,0.00000000
-5.47173587,0.49146176,0.48715687,0.02826004,0.15226736,0.00017426,0.13376633,0.00000000
-5.46573287,0.47750372,0.47310313,0.02745280,0.14620607,0.00018188,0.12917347,0.00000000
-5.45972986,0.46564924,0.45937476,0.02695918,0.14069225,0.00019402,0.12532188,0.00000000
-5.45372686,0.45645609,0.44638028,0.02682499,0.13588647,0.00021127,0.12236200,0.00000000
-5.44772386,0.45049721,0.43455417,0.02709562,0.13194618,0.00023427,0.12044967,0.00000000
-5.44172086,0.44835110,0.42434901,0.02781526,0.12902354,0.00026363,0.11974373,0.00000000
-5.43571786,0.45059052,0.41622629,0.02902605,0.12726301,0.00029998,0.12040310,0.00000000
-5.42971486,0.45776926,0.41064578,0.03076703,0.12679857,0.00034390,0.12258345,0.00000000
-5.42371186,0.47040721,0.40805373,0.03307293,0.12775058,0.00039591,0.12643329,0.00000000
-5.41770885,0.48897378,0.40887001,0.03597289,0.13022238,0.00045649,0.13208968,0.00000000
-5.41170585,0.51387001,0.41347453,0.03948900,0.13429650,0.00052599,0.13967333,0.00000000
-5.40570285,0.54540985,0.42219329,0.04363477,0.14003091,0.00060464,0.14928354,0.00000000
-5.39969985,0.58380124,0.43528448,0.04841359,0.14745508,0.00069253,0.16099274,0.00000000
-5.39369685,0.62912766,0.45292515,0.05381721,0.15656640,0.00078956,0.17484110,0.00000000
-5.38769385,0.68133114,0.47519895,0.05982438,0.16732684,0.00089542,0.19083129,0.00000000
-5.38169085,0.74019749,0.50208551,0.06639970,0.17966033,0.00100959,0.20892363,0.00000000
-5.37568784,0.80534492,0.53345213,0.07349273,0.19345085,0.00113130,0.22903198,0.00000000
-5.36968484,0.87621676,0.56904810,0.08103760,0.20854174,0.00125951,0.25102061,0.00000000
-5.36368184,0.95207922,0.60850235,0.08895297,0.22473605,0.00139296,0.27470221,0.00000000
-5.35767884,1.03202497,0.65132468,0.09714267,0.24179841,0.00153012,0.29983755,0.00000000
-5.35167584,1.11498289,0.69691096,0.10549684,0.25945828,0.00166924,0.32613665,0.00000000
-5.34567284,1.19973431,0.74455231,0.11389371,0.27741474,0.00180839,0.35326192,0.00000000
-5.33966983,1.28493576,0.79344844,0.12220198,0.29534269,0.00194545,0.38083313,0.00000000
-5.33366683,1.36914771,0.84272472,0.13028375,0.31290037,0.00207821,0.40843425,0.00000000
-5.32766383,1.45086873,0.89145284,0.13799791,0.32973796,0.00220440,0.43562216,0.00000000
-5.32166083,1.52857409,0.93867426,0.14520391,0.34550705,0.00232173,0.46193682,0.00000000
-5.31565783,1.60075737,0.98342599,0.15176574,0.35987054,0.00242802,0.48691280,0.00000000
-5.30965483,1.66597365,1.02476752,0.15755600,0.37251263,0.00252119,0.51009173,0.00000000
-5.30365183,1.72288262,1.06180822,0.16245988,0.38314857,0.00259940,0.53103515,0.00000000
-5.29764882,1.77028975,1.09373397,0.16637879,0.39153356,0.00266103,0.54933740,0.00000000
-5.29164582,1.80718381,1.11983196,0.16923369,0.39747058,0.00270482,0.56463785,0.00000000
-5.28564282,1.83276910,1.13951275,0.17096767,0.40081673,0.00272984,0.57663224,0.00000000
-5.27963982,1.84649091,1.15232855,0.17154794,0.40148771,0.00273557,0.58508222,0.00000000
-5.27363682,1.84805307,1.15798696,0.17096695,0.39946038,0.00272188,0.58982313,0.00000000
-5.26763382,1.83742675,1.15635954,0.16924262,0.39477312,0.00268907,0.59076922,0.00000000
-5.26163082,1.81485018,1.14748483,0.16641771,0.38752412,0.00263784,0.58791644,0.00000000
-5.25562781,1.78081914,1.13156578,0.16255837,0.37786751,0.00256926,0.58134234,0.00000000
-5.24962481,1.73606889,1.10896144,0.15775180,0.36600767,0.00248475,0.57120331,0.00000000
-5.24362181,1.68154820,1.08017366,0.15210333,0.35219198,0.00238602,0.55772916,0.00000000
-5.23761881,1.61838672,1.04582897,0.14573289,0.33670212,0.00227501,0.54121524,0.00000000
-5.23161581,1.54785728,1.00665685,0.13877109,0.31984471,0.00215383,0.52201257,0.00000000
-5.22561281,1.47133455,0.96346498,0.13135512,0.30194129,0.00202469,0.50051632,0.00000000
-5.21960980,1.39025212,0.91711273,0.12362456,0.28331834,0.00188986,0.47715310,0.00000000
-5.21360680,1.30605956,0.86848404,0.11571734,0.26429768,0.00175156,0.45236773,0.00000000
-5.20760380,1.22018135,0.81846054,0.10776599,0.24518754,0.00161193,0.42660994,0.00000000
-5.20160080,1.13397899,0.76789625,0.09989427,0.22627471,0.00147299,0.40032151,0.00000000
-5.19559780,1.04871790,0.71759461,0.09221440,0.20781796,0.00133655,0.37392450,0.00000000
-5.18959480,0.96553989,0.66828862,0.08482480,0.19004294,0.00120424,0.34781074,0.00000000
-5.18359180,0.88544200,0.62062486,0.07780859,0.17313860,0.00107743,0.32233322,0.00000000
-5.17758879,0.80926215,0.57515161,0.07123264,0.15725526,0.00095724,0.29779940,0.00000000
-5.17158579,0.73767159,0.53231140,0.06514736,0.14250410,0.00084457,0.27446671,0.00000000
-5.16558279,0.67117394,0.49243799,0.05958710,0.12895820,0.00074004,0.25254028,0.00000000
-5.15957979,0.61011030,0.45575752,0.05457098,0.11665465,0.00064406,0.23217281,0.00000000
-5.15357679,0.55466982,0.42239359,0.05010432,0.10559794,0.00055681,0.21346654,0.00000000
-5.14757379,0.50490468,0.39237569,0.04618035,0.09576394,0.00047831,0.19647701,0.00000000
-5.14157079,0.46074864,0.36565048,0.04278220,0.08710471,0.00040840,0.18121839,0.00000000
-5.13556778,0.42203809,0.34209515,0.03988504,0.07955347,0.00034681,0.16767012,0.00000000
-5.12956478,0.38853447,0.32153223,0.03745829,0.07302988,0.00029315,0.15578439,0.00000000
-5.12356178,0.35994720,0.30374511,0.03546778,0.06744515,0.00024701,0.14549426,0.00000000
-5.11755878,0.33595609,0.28849359,0.03387781,0.06270698,0.00020788,0.13672194,0.00000000
-5.11155578,0.31623236,0.27552881,0.03265296,0.05872407,0.00017530,0.12938701,0.00000000
-5.10555278,0.30045783,0.26460702,0.03175973,0.05541011,0.00014877,0.12341413,0.00000000
-5.09954977,0.28834131,0.25550171,0.03116783,0.05268723,0.00012785,0.11874015,0.00000000
-5.09354677,0.27963222,0.24801366,0.03085114,0.05048871,0.00011212,0.11532019,0.00000000
-5.08754377,0.27413076,0.24197878,0.03078839,0.04876103,0.00010125,0.11313263,0.00000000
-5.08154077,0.27169477,0.23727346,0.03096348,0.04746516,0.00009493,0.11218278,0.00000000
-5.07553777,0.27224312,0.23381738,0.03136547,0.04657717,0.00009296,0.11250519,0.00000000
-5.06953477,0.27575564,0.23157390,0.03198828,0.04608815,0.00009517,0.11416439,0.00000000
-5.06353177,0.28226994,0.23054806,0.03283016,0.04600342,0.00010147,0.11725423,0.00000000
-5.05752876,0.29187520,0.23078250,0.03389291,0.04634119,0.00011185,0.12189554,0.00000000
-5.05152576,0.30470326,0.23235137,0.03518096,0.04713064,0.00012632,0.12823250,0.00000000
-5.04552276,0.32091751,0.23535286,0.03670029,0.04840956,0.00014493,0.13642741,0.00000000
-5.03951976,0.34069972,0.23990031,0.03845729,0.05022151,0.00016778,0.14665432,0.00000000
-5.03351676,0.36423555,0.24611265,0.04045762,0.05261277,0.00019496,0.15909134,0.00000000
-5.02751376,0.39169894,0.25410427,0.04270508,0.05562898,0.00022657,0.17391211,0.00000000
-5.02151076,0.42323604,0.26397488,0.04520050,0.05931174,0.00026266,0.19127642,0.00000000
-5.01550775,0.45894916,0.27579963,0.04794083,0.06369511,0.00030328,0.21132037,0.00000000
-5.00950475,0.49888117,0.28962001,0.05091826,0.06880234,0.00034837,0.23414635,0.00000000
-5.00350175,0.54300109,0.30543562,0.05411959,0.07464271,0.00039785,0.25981312,0.00000000
-4.99749875,0.59119120,0.32319746,0.05752571,0.08120883,0.00045149,0.28832648,0.00000000
-4.99149575,0.64323635,0.34280272,0.06111137,0.08847432,0.00050901,0.31963079,0.00000000
-4.98549275,0.69881599,0.36409143,0.06484507,0.09639220,0.00056999,0.35360188,0.00000000
-4.97948974,0.75749928,0.38684529,0.06868923,0.10489383,0.00063389,0.39004168,0.00000000
-4.97348674,0.81874380,0.41078846,0.07260054,0.11388875,0.00070005,0.42867487,0.00000000
-4.96748374,0.88189818,0.43559079,0.07653053,0.12326533,0.00076770,0.46914812,0.00000000
-4.96148074,0.94620881,0.46087309,0.08042635,0.13289223,0.00083597,0.51103189,0.00000000
-4.95547774,1.01083071,0.48621467,0.08423173,0.14262084,0.00090388,0.55382524,0.00000000
-4.94947474,1.07484255,0.51116274,0.08788807,0.15228842,0.00097039,0.59696349,0.00000000
-4.94347174,1.13726555,0.53524349,0.09133572,0.16172210,0.00103441,0.63982887,0.00000000
-4.93746873,1.19708568,0.55797456,0.09451533,0.17074343,0.00109482,0.68176383,0.00000000
-4.93146573,1.25327885,0.57887843,0.09736927,0.17917344,0.00115053,0.72208675,0.00000000
-4.92546273,1.30483799,0.59749623,0.09984310,0.18683792,0.00120048,0.76010960,0.00000000
-4.91945973,1.35080136,0.61340156,0.10188701,0.19357285,0.00124369,0.79515694,0.00000000
-4.91345673,1.39028091,0.62621366,0.10345719,0.19922958,0.00127928,0.82658565,0.00000000
-4.90745373,1.42248965,0.63560948,0.10451712,0.20367973,0.00130652,0.85380456,0.00000000
-4.90145073,1.44676700,0.64133416,0.10503868,0.20681936,0.00132483,0.87629327,0.00000000
-4.89544772,1.46260097,0.64320941,0.10500303,0.20857251,0.00133384,0.89361937,0.00000000
-4.88944472,1.46964619,0.64113944,0.10440135,0.20889365,0.00133334,0.90545334,0.00000000
-4.88344172,1.46773713,0.63511429,0.10323517,0.20776918,0.00132336,0.91158046,0.00000000
-4.87743872,1.45689576,0.62521025,0.10151655,0.20521771,0.00130410,0.91190922,0.00000000
-4.87143572,1.43733333,0.61158743,0.09926783,0.20128931,0.00127598,0.90647584,0.00000000
-4.86543272,1.40944614,0.59448462,0.09652116,0.19606359,0.00123959,0.89544471,0.00000000
-4.85942971,1.37380538,0.57421167,0.09331771,0.18964685,0.00119570,0.87910458,0.00000000
-4.85342671,1.33114158,0.55113962,0.08970662,0.18216835,0.00114519,0.85786093,0.00000000
-4.84742371,1.28232405,0.52568921,0.08574372,0.17377591,0.00108906,0.83222440,0.00000000
-4.84142071,1.22833637,0.49831805,0.08149006,0.16463111,0.00102838,0.80279618,0.00000000
-4.83541771,1.17024871,0.46950720,0.07701035,0.15490418,0.00096428,0.77025060,0.00000000
-4.82941471,1.10918813,0.43974751,0.07237124,0.14476891,0.00089787,0.73531574,0.00000000
-4.82341171,1.04630795,0.40952638,0.06763971,0.13439775,0.00083025,0.69875283,0.00000000
-4.81740870,0.98275721,0.37931537,0.06288143,0.12395726,0.00076247,0.66133504,0.00000000
-4.81140570,0.91965140,0.34955905,0.05815922,0.11360416,0.00069549,0.62382649,0.00000000
-4.80540270,0.85804514,0.32066540,0.05353170,0.10348194,0.00063019,0.58696219,0.00000000
-4.79939970,0.79890784,0.29299812,0.04905209,0.09371834,0.00056732,0.55142941,0.00000000
-4.79339670,0.74310282,0.26687075,0.04476725,0.08442342,0.00050753,0.51785107,0.00000000
-4.78739370,0.69137028,0.24254284,0.04071699,0.07568861,0.00045133,0.48677163,0.00000000
-4.78139070,0.64431461,0.22021807,0.03693352,0.06758631,0.00039908,0.45864564,0.00000000
-4.77538769,0.60239585,0.20004409,0.03344127,0.06017025,0.00035106,0.43382927,0.00000000
-4.76938469,0.56592561,0.18211401,0.03025685,0.05347639,0.00030739,0.41257486,0.00000000
-4.76338169,0.53506695,0.16646927,0.02738931,0.04752427,0.00026812,0.39502854,0.00000000
-4.75737869,0.50983823,0.15310360,0.02484046,0.04231873,0.00023317,0.38123076,0.00000000
-4.75137569,0.49012040,0.14196786,0.02260551,0.03785176,0.00020241,0.37111970,0.00000000
-4.74537269,0.47566746,0.13297545,0.02067370,0.03410459,0.00017563,0.36453725,0.00000000
-4.73936968,0.46611955,0.12600807,0.01902914,0.03104964,0.00015257,0.36123731,0.00000000
-4.73336668,0.46101824,0.12092155,0.01765162,0.02865248,0.00013293,0.36089617,0.00000000
-4.72736368,0.45982360,0.11755169,0.01651753,0.02687358,0.00011639,0.36312459,0.00000000
-4.72136068,0.46193239,0.11571977,0.01560074,0.02566987,0.00010262,0.36748118,0.00000000
-4.71535768,0.46669712,0.11523779,0.01487350,0.02499601,0.00009128,0.37348680,0.00000000
-4.70935468,0.47344525,0.11591318,0.01430727,0.02480548,0.00008205,0.38063944,0.00000000
-4.70335168,0.48149820,0.11755306,0.01387351,0.02505134,0.00007461,0.38842927,0.00000000
-4.69734867,0.49018964,0.11996793,0.01354443,0.02568679,0.00006867,0.39635334,0.00000000
-4.69134567,0.49888262,0.12297481,0.01329359,0.02666553,0.00006396,0.40392965,0.00000000
-4.68534267,0.50698518,0.12639989,0.01309646,0.02794191,0.00006026,0.41071000,0.00000000
-4.67933967,0.51396390,0.13008057,0.01293091,0.02947103,0.00005734,0.41629143,0.00000000
-4.67333667,0.51935527,0.13386717,0.01277751,0.03120871,0.00005504,0.42032584,0.00000000
-4.66733367,0.52277451,0.13762405,0.01261984,0.03311149,0.00005321,0.42252756,0.00000000
-4.66133067,0.52392172,0.14123055,0.01244460,0.03513661,0.00005176,0.42267863,0.00000000
-4.65532766,0.52258523,0.14458150,0.01224175,0.03724212,0.00005061,0.42063176,0.00000000
-4.64932466,0.51864230,0.14758755,0.01200442,0.03938705,0.00004973,0.41631095,0.00000000
-4.64332166,0.51205714,0.15017535,0.01172890,0.04153174,0.00004911,0.40970973,0.00000000
-4.63731866,0.50287662,0.15228757,0.01141442,0.04363829,0.00004879,0.40088743,0.00000000
-4.63131566,0.49122383,0.15388294,0.01106296,0.04567121,0.00004883,0.38996348,0.00000000
-4.62531266,0.47729004,0.15493623,0.01067901,0.04759813,0.00004934,0.37711018,0.00000000
-4.61930965,0.46132533,0.15543824,0.01026931,0.04939069,0.00005044,0.36254439,0.00000000
-4.61330665,0.44362849,0.15539595,0.00984251,0.05102552,0.00005232,0.34651839,0.00000000
-4.60730365,0.42453651,0.15483260,0.00940889,0.05248520,0.00005516,0.32931043,0.00000000
-4.60130065,0.40441420,0.15378786,0.00898007,0.05375927,0.00005921,0.31121534,0.00000000
-4.59529765,0.38364435,0.15231809,0.00856874,0.05484518,0.00006474,0.29253563,0.00000000
-4.58929465,0.36261865,0.15049653,0.00818837,0.05574909,0.00007205,0.27357324,0.00000000
-4.58329165,0.34172976,0.14841341,0.00785303,0.05648654,0.00008148,0.25462252,0.00000000
-4.57728864,0.32136456,0.14617608,0.00757710,0.05708285,0.00009340,0.23596422,0.00000000
-4.57128564,0.30189885,0.14390884,0.00737515,0.05757336,0.00010818,0.21786091,0.00000000
-4.56528264,0.28369331,0.14175267,0.00726175,0.05800325,0.00012623,0.20055383,0.00000000
-4.55927964,0.26709070,0.13986469,0.00725132,0.05842715,0.00014797,0.18426091,0.00000000
-4.55327664,0.25241428,0.13841722,0.00735796,0.05890837,0.00017380,0.16917612,0.00000000
-4.54727364,0.23996702,0.13759666,0.00759535,0.05951787,0.00020415,0.15546991,0.00000000
-4.54127064,0.23003159,0.13760189,0.00797658,0.06033288,0.00023937,0.14329040,0.00000000
-4.53526763,0.22287075,0.13864232,0.00851398,0.06143528,0.00027983,0.13276534,0.00000000
-4.52926463,0.21872790,0.14093561,0.00921896,0.06290978,0.00032579,0.12400446,0.00000000
-4.52326163,0.21782769,0.14470492,0.01010181,0.06484187,0.00037748,0.11710194,0.00000000
-4.51725863,0.22037623,0.15017586,0.01117148,0.06731572,0.00043501,0.11213897,0.00000000
-4.51125563,0.22656097,0.15757301,0.01243538,0.07041197,0.00049840,0.10918595,0.00000000
-4.50525263,0.23654997,0.16711614,0.01389911,0.07420558,0.00056755,0.10830441,0.00000000
-4.49924962,0.25049047,0.17901602,0.01556622,0.07876361,0.00064221,0.10954830,0.00000000
-4.49324662,0.26850681,0.19346997,0.01743802,0.08414330,0.00072198,0.11296473,0.00000000
-4.48724362,0.29069755,0.21065708,0.01951330,0.09039012,0.00080631,0.11859397,0.00000000
-4.48124062,0.31713195,0.23073311,0.02178816,0.09753615,0.00089451,0.12646879,0.00000000
-4.47523762,0.34784588,0.25382522,0.02425584,0.10559859,0.00098572,0.13661313,0.00000000
-4.46923462,0.38283714,0.28002652,0.02690664,0.11457856,0.00107893,0.14904011,0.00000000
-4.46323162,0.42206066,0.30939046,0.02972780,0.12446020,0.00117302,0.16374966,0.00000000
-4.45722861,0.46542337,0.34192531,0.03270352,0.13520996,0.00126676,0.18072561,0.00000000
-4.45122561,0.51277940,0.37758882,0.03581506,0.14677627,0.00135884,0.19993274,0.00000000
-4.44522261,0.56392554,0.41628321,0.03904081,0.15908943,0.00144790,0.22131371,0.00000000
-4.43921961,0.61859745,0.45785074,0.04235652,0.17206187,0.00153258,0.24478614,0.00000000
-4.43321661,0.67646680,0.50207021,0.04573561,0.18558868,0.00161154,0.27024021,0.00000000
-4.42721361,0.73713976,0.54865443,0.04914944,0.19954846,0.00168350,0.29753662,0.00000000
-4.42121061,0.80015702,0.59724927,0.05256774,0.21380455,0.00174730,0.32650552,0.00000000
-4.41520760,0.86499565,0.64743427,0.05595909,0.22820657,0.00180193,0.35694621,0.00000000
-4.40920460,0.93107305,0.69872533,0.05929142,0.24259234,0.00184652,0.38862792,0.00000000
-4.40320160,0.99775309,0.75057942,0.06253255,0.25679013,0.00188045,0.42129169,0.00000000
-4.39719860,1.06435450,0.80240172,0.06565080,0.27062136,0.00190328,0.45465335,0.00000000
-4.39119560,1.13016143,0.85355494,0.06861561,0.28390353,0.00191484,0.48840757,0.00000000
-4.38519260,1.19443619,0.90337105,0.07139819,0.29645352,0.00191519,0.52223286,0.00000000
-4.37918959,1.25643361,0.95116494,0.07397209,0.30809120,0.00190464,0.55579733,0.00000000
-4.37318659,1.31541680,0.99624982,0.07631387,0.31864317,0.00188371,0.58876503,0.00000000
-4.36718359,1.37067377,1.03795394,0.07840366,0.32794659,0.00185318,0.62080256,0.00000000
-4.36118059,1.42153424,1.07563796,0.08022565,0.33585307,0.00181398,0.65158572,0.00000000
-4.35517759,1.46738599,1.10871236,0.08176854,0.34223234,0.00176721,0.68080581,0.00000000
-4.34917459,1.50769002,1.13665414,0.08302585,0.34697573,0.00171412,0.70817538,0.00000000
-4.34317159,1.54199394,1.15902223,0.08399612,0.34999918,0.00165604,0.73343318,0.00000000
-4.33716858,1.56994275,1.17547063,0.08468299,0.35124572,0.00159435,0.75634806,0.00000000
-4.33116558,1.59128676,1.18575892,0.08509505,0.35068724,0.00153046,0.77672171,0.00000000
-4.32516258,1.60588596,1.18975946,0.08524557,0.34832558,0.00146574,0.79439023,0.00000000
-4.31915958,1.61371084,1.18746091,0.08515207,0.34419270,0.00140152,0.80922448,0.00000000
-4.31315658,1.61483956,1.17896792,0.08483568,0.33835001,0.00133903,0.82112939,0.00000000
-4.30715358,1.60945155,1.16449701,0.08432037,0.33088681,0.00127941,0.83004238,0.00000000
