energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Na_s_up,Te_p_up,Te_d_up
-6.00000000,1.18774333,0.02133714,0.04576177,0.23557379,0.68872530,0.26256488,0.46141672,0.00000000
-5.99399700,1.13630412,0.02082205,0.04406335,0.22851665,0.65261243,0.26093535,0.44174324,0.00000000
-5.98799400,1.08772954,0.02033926,0.04271194,0.22214741,0.61819304,0.26067579,0.42308307,0.00000000
-5.98199100,1.04231561,0.01990460,0.04175244,0.21654189,0.58560041,0.26184219,0.40556852,0.00000000
-5.97598799,1.00035509,0.01953232,0.04122520,0.21176961,0.55497344,0.26445994,0.38932827,0.00000000
-5.96998499,0.96212259,0.01923467,0.04116502,0.20788992,0.52644924,0.26852070,0.37448106,0.00000000
-5.96398199,0.92786028,0.01902141,0.04160018,0.20494834,0.50015580,0.27398022,0.36112988,0.00000000
-5.95797899,0.89776490,0.01889949,0.04255171,0.20297331,0.47620506,0.28075726,0.34935683,0.00000000
-5.95197599,0.87197648,0.01887273,0.04403280,0.20197346,0.45468660,0.28873359,0.33921896,0.00000000
-5.94597299,0.85056940,0.01894167,0.04604836,0.20193567,0.43566237,0.29775516,0.33074506,0.00000000
-5.93996998,0.83354609,0.01910342,0.04859477,0.20282392,0.41916247,0.30763450,0.32393393,0.00000000
-5.93396698,0.82083384,0.01935173,0.05165984,0.20457914,0.40518230,0.31815420,0.31875380,0.00000000
-5.92796398,0.81228480,0.01967710,0.05522293,0.20712006,0.39368125,0.32907156,0.31514332,0.00000000
-5.92196098,0.80767943,0.02006703,0.05925530,0.21034518,0.38458281,0.34012418,0.31301394,0.00000000
-5.91595798,0.80673322,0.02050636,0.06372071,0.21413578,0.37777635,0.35103647,0.31225368,0.00000000
-5.90995498,0.80910664,0.02097778,0.06857618,0.21835987,0.37312032,0.36152684,0.31273222,0.00000000
-5.90395198,0.81441796,0.02146232,0.07377304,0.22287713,0.37044693,0.37131539,0.31430714,0.00000000
-5.89794897,0.82225846,0.02194002,0.07925815,0.22754444,0.36956799,0.38013187,0.31683094,0.00000000
-5.89194597,0.83220960,0.02239057,0.08497535,0.23222201,0.37028182,0.38772364,0.32015885,0.00000000
-5.88594297,0.84386123,0.02279404,0.09086708,0.23677964,0.37238082,0.39386333,0.32415680,0.00000000
-5.87993997,0.85683021,0.02313152,0.09687613,0.24110308,0.37565949,0.39835593,0.32870938,0.00000000
-5.87393697,0.87077863,0.02338583,0.10294746,0.24509989,0.37992247,0.40104510,0.33372734,0.00000000
-5.86793397,0.88543059,0.02354209,0.10903002,0.24870482,0.38499229,0.40181827,0.33915426,0.00000000
-5.86193097,0.90058689,0.02358823,0.11507857,0.25188419,0.39071639,0.40061044,0.34497200,0.00000000
-5.85592796,0.91613665,0.02351542,0.12105528,0.25463908,0.39697318,0.39740648,0.35120463,0.00000000
-5.84992496,0.93206532,0.02331835,0.12693117,0.25700725,0.40367663,0.39224173,0.35792056,0.00000000
-5.84392196,0.94845838,0.02299537,0.13268718,0.25906337,0.41077943,0.38520093,0.36523260,0.00000000
-5.83791896,0.96550055,0.02254852,0.13831490,0.26091779,0.41827413,0.37641542,0.37329590,0.00000000
-5.83191596,0.98347000,0.02198339,0.14381684,0.26271356,0.42619253,0.36605874,0.38230363,0.00000000
-5.82591296,1.00272791,0.02130887,0.14920615,0.26462196,0.43460302,0.35434083,0.39248063,0.00000000
-5.81990995,1.02370349,0.02053680,0.15450591,0.26683653,0.44360599,0.34150097,0.40407497,0.00000000
-5.81390695,1.04687486,0.01968146,0.15974777,0.26956591,0.45332754,0.32779985,0.41734789,0.00000000
-5.80790395,1.07274661,0.01875912,0.16497022,0.27302567,0.46391160,0.31351100,0.43256236,0.00000000
-5.80190095,1.10182483,0.01778737,0.17021628,0.27742957,0.47551091,0.29891203,0.44997074,0.00000000
-5.79589795,1.13459066,0.01678457,0.17553087,0.28298039,0.48827710,0.28427597,0.46980197,0.00000000
-5.78989495,1.17147339,0.01576927,0.18095798,0.28986091,0.50235045,0.26986313,0.49224893,0.00000000
-5.78389195,1.21282444,0.01475960,0.18653756,0.29822525,0.51784961,0.25591370,0.51745640,0.00000000
-5.77788894,1.25889330,0.01377280,0.19230250,0.30819110,0.53486204,0.24264149,0.54551024,0.00000000
-5.77188594,1.30980652,0.01282479,0.19827575,0.31983290,0.55343533,0.23022893,0.57642829,0.00000000
-5.76588294,1.36555095,0.01192975,0.20446771,0.33317656,0.57357001,0.21882353,0.61015344,0.00000000
-5.75987994,1.42596198,0.01109996,0.21087402,0.34819575,0.59521428,0.20853590,0.64654922,0.00000000
-5.75387694,1.49071741,0.01034553,0.21747406,0.36480997,0.61826079,0.19943923,0.68539824,0.00000000
-5.74787394,1.55933760,0.00967438,0.22422991,0.38288461,0.64254583,0.19157031,0.72640361,0.00000000
-5.74187094,1.63119189,0.00909224,0.23108624,0.40223284,0.66785097,0.18493184,0.76919340,0.00000000
-5.73586793,1.70551125,0.00860271,0.23797086,0.42261942,0.69390719,0.17949591,0.81332813,0.00000000
-5.72986493,1.78140693,0.00820746,0.24479616,0.44376637,0.72040140,0.17520840,0.85831091,0.00000000
-5.72386193,1.85789423,0.00790638,0.25146120,0.46536007,0.74698505,0.17199404,0.90360013,0.00000000
-5.71785893,1.93392078,0.00769787,0.25785458,0.48705987,0.77328460,0.16976179,0.94862405,0.00000000
-5.71185593,2.00839811,0.00757907,0.26385784,0.50850766,0.79891337,0.16841046,0.99279698,0.00000000
-5.70585293,2.08023526,0.00754616,0.26934929,0.52933822,0.82348436,0.16783399,1.03553617,0.00000000
-5.69984992,2.14837322,0.00759459,0.27420819,0.54918993,0.84662346,0.16792649,1.07627913,0.00000000
-5.69384692,2.21181875,0.00771937,0.27831897,0.56771546,0.86798250,0.16858659,1.11450039,0.00000000
-5.68784392,2.26967614,0.00791527,0.28157544,0.58459216,0.88725165,0.16972100,1.14972722,0.00000000
-5.68184092,2.32117589,0.00817702,0.28388475,0.59953167,0.90417059,0.17124722,1.18155368,0.00000000
-5.67583792,2.36569888,0.00849946,0.28517093,0.61228851,0.91853808,0.17309533,1.20965248,0.00000000
-5.66983492,2.40279533,0.00887765,0.28537794,0.62266734,0.93021943,0.17520876,1.23378414,0.00000000
-5.66383192,2.43219778,0.00930694,0.28447200,0.63052862,0.93915169,0.17754421,1.25380319,0.00000000
-5.65782891,2.45382767,0.00978303,0.28244327,0.63579251,0.94534630,0.18007070,1.26966117,0.00000000
-5.65182591,2.46779543,0.01030192,0.27930662,0.63844098,0.94888921,0.18276801,1.28140642,0.00000000
-5.64582291,2.47439417,0.01085996,0.27510171,0.63851794,0.94993841,0.18562453,1.28918071,0.00000000
-5.63981991,2.47408753,0.01145375,0.26989226,0.63612751,0.94871907,0.18863481,1.29321286,0.00000000
-5.63381691,2.46749227,0.01208009,0.26376451,0.63143052,0.94551663,0.19179698,1.29380989,0.00000000
-5.62781391,2.45535654,0.01273595,0.25682519,0.62463939,0.94066792,0.19511020,1.29134591,0.00000000
-5.62181091,2.43853479,0.01341841,0.24919876,0.61601165,0.93455102,0.19857238,1.28624940,0.00000000
-5.61580790,2.41796062,0.01412460,0.24102436,0.60584221,0.92757393,0.20217825,1.27898940,0.00000000
-5.60980490,2.39461844,0.01485171,0.23245241,0.59445492,0.92016285,0.20591801,1.27006119,0.00000000
-5.60380190,2.36951538,0.01559694,0.22364101,0.58219344,0.91275015,0.20977655,1.25997205,0.00000000
-5.59779890,2.34365405,0.01635755,0.21475226,0.56941196,0.90576270,0.21373328,1.24922749,0.00000000
-5.59179590,2.31800744,0.01713087,0.20594870,0.55646597,0.89961073,0.21776265,1.23831851,0.00000000
-5.58579290,2.29349624,0.01791434,0.19738985,0.54370333,0.89467761,0.22183523,1.22771019,0.00000000
-5.57978989,2.27096930,0.01870559,0.18922890,0.53145594,0.89131073,0.22591917,1.21783178,0.00000000
-5.57378689,2.25118740,0.01950243,0.18160980,0.52003219,0.88981362,0.22998216,1.20906850,0.00000000
-5.56778389,2.23481035,0.02030293,0.17466459,0.50971034,0.89043952,0.23399344,1.20175504,0.00000000
-5.56178089,2.22238743,0.02110540,0.16851103,0.50073299,0.89338624,0.23792589,1.19617070,0.00000000
-5.55577789,2.21435087,0.02190839,0.16325068,0.49330265,0.89879255,0.24175796,1.19253606,0.00000000
-5.54977489,2.21101204,0.02271062,0.15896723,0.48757850,0.90673584,0.24547523,1.19101106,0.00000000
-5.54377189,2.21256012,0.02351089,0.15572524,0.48367431,0.91723116,0.24907165,1.19169416,0.00000000
-5.53776888,2.21906280,0.02430797,0.15356924,0.48165757,0.93023159,0.25255013,1.19462265,0.00000000
-5.53176588,2.23046888,0.02510038,0.15252304,0.48154962,0.94562975,0.25592264,1.19977375,0.00000000
-5.52576288,2.24661237,0.02588626,0.15258960,0.48332697,0.96326055,0.25920966,1.20706652,0.00000000
-5.51975988,2.26721820,0.02666310,0.15375102,0.48692344,0.98290513,0.26243912,1.21636445,0.00000000
-5.51375688,2.29190931,0.02742759,0.15596905,0.49223333,1.00429580,0.26564488,1.22747888,0.00000000
-5.50775388,2.32021526,0.02817537,0.15918586,0.49911530,1.02712219,0.26886482,1.24017305,0.00000000
-5.50175088,2.35158232,0.02890096,0.16332524,0.50739696,1.05103825,0.27213879,1.25416700,0.00000000
-5.49574787,2.38538515,0.02959757,0.16829414,0.51688004,1.07567017,0.27550643,1.26914332,0.00000000
-5.48974487,2.42093994,0.03025715,0.17398453,0.52734594,1.10062507,0.27900506,1.28475372,0.00000000
-5.48374187,2.45751900,0.03087040,0.18027571,0.53856164,1.12550011,0.28266786,1.30062649,0.00000000
-5.47773887,2.49436654,0.03142694,0.18703677,0.55028562,1.14989190,0.28652221,1.31637461,0.00000000
-5.47173587,2.53071518,0.03191550,0.19412940,0.56227372,1.17340580,0.29058853,1.33160450,0.00000000
-5.46573287,2.56580283,0.03232429,0.20141081,0.57428478,1.19566489,0.29487940,1.34592507,0.00000000
-5.45972986,2.59888933,0.03264136,0.20873672,0.58608577,1.21631805,0.29939909,1.35895680,0.00000000
-5.45372686,2.62927197,0.03285504,0.21596444,0.59745626,1.23504696,0.30414342,1.37034043,0.00000000
-5.44772386,2.65629956,0.03295443,0.22295565,0.60819219,1.25157173,0.30909984,1.37974505,0.00000000
-5.44172086,2.67938410,0.03292987,0.22957913,0.61810859,1.26565465,0.31424766,1.38687500,0.00000000
-5.43571786,2.69800961,0.03277343,0.23571313,0.62704148,1.27710223,0.31955837,1.39147544,0.00000000
