energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.80341037,-1.58685423,0.87343905,-0.51858319,0.78016032,-0.29324337,0.02490090,-0.02552163,1.02079932,-0.63342455,0.01161736,-0.01697321,0.16293517,-0.06618538
-5.99399700,2.79310579,-1.56538986,0.88579995,-0.50832646,0.77323580,-0.29285070,0.02450387,-0.02576099,1.02051714,-0.62473691,0.01122496,-0.01651848,0.16076370,-0.06566970
-5.98799400,2.77236740,-1.54725536,0.89472084,-0.49958666,0.76344652,-0.29275361,0.02401190,-0.02599007,1.01635349,-0.61733988,0.01077948,-0.01608327,0.15804982,-0.06534341
-5.98199100,2.74154632,-1.53187864,0.90010326,-0.49211895,0.75096304,-0.29286874,0.02343396,-0.02620505,1.00840020,-0.61098964,0.01028922,-0.01566014,0.15482356,-0.06519581
-5.97598799,2.70109422,-1.51869962,0.90188465,-0.48568535,0.73598123,-0.29311329,0.02277973,-0.02640206,0.99678703,-0.60544870,0.00976293,-0.01524228,0.15112005,-0.06521471
-5.96998499,2.65154857,-1.50717522,0.90003851,-0.48005736,0.71871627,-0.29340511,0.02205937,-0.02657702,0.98167699,-0.60048816,0.00920957,-0.01482378,0.14697858,-0.06538650
-5.96398199,2.59351826,-1.49678351,0.89457456,-0.47501821,0.69939702,-0.29366273,0.02128314,-0.02672546,0.96326181,-0.59588946,0.00863808,-0.01439967,0.14244167,-0.06569629
-5.95797899,2.52767000,-1.48702740,0.88553882,-0.47036462,0.67826094,-0.29380562,0.02046117,-0.02684249,0.94175775,-0.59144586,0.00805716,-0.01396611,0.13755413,-0.06612818
-5.95197599,2.45471625,-1.47743859,0.87301357,-0.46590853,0.65554978,-0.29375459,0.01960327,-0.02692268,0.91740179,-0.58696393,0.00747508,-0.01352034,0.13236215,-0.06666568
-5.94597299,2.37540482,-1.46758218,0.85711720,-0.46147873,0.63150608,-0.29343265,0.01871873,-0.02696014,0.89044849,-0.58226516,0.00689951,-0.01306071,0.12691256,-0.06729219
-5.93996998,2.29051034,-1.45706217,0.83800387,-0.45692273,0.60637064,-0.29276618,0.01781623,-0.02694856,0.86116736,-0.57718791,0.00633738,-0.01258657,0.12125206,-0.06799167
-5.93396698,2.20082755,-1.44552816,0.81586284,-0.45210869,0.58038079,-0.29168659,0.01690373,-0.02688143,0.82984074,-0.57158979,0.00579485,-0.01209824,0.11542667,-0.06874937
-5.92796398,2.10716602,-1.43268298,0.79091739,-0.44692766,0.55376946,-0.29013221,0.01598850,-0.02675223,0.79676213,-0.56535033,0.00527721,-0.01159684,0.10948130,-0.06955261
-5.92196098,2.01034616,-1.41829107,0.76342312,-0.44129590,0.52676489,-0.28805066,0.01507710,-0.02655468,0.76223474,-0.55837408,0.00478889,-0.01108417,0.10345938,-0.07039157
-5.91595798,1.91119575,-1.40218713,0.73366572,-0.43515728,0.49959067,-0.28540113,0.01417541,-0.02628313,0.72657015,-0.55059380,0.00433347,-0.01056261,0.09740257,-0.07126002
-5.90995498,1.81054673,-1.38428436,0.70195784,-0.42848553,0.47246605,-0.28215688,0.01328877,-0.02593282,0.69008685,-0.54197361,0.00391371,-0.01003497,0.09135066,-0.07215592
-5.90395198,1.70923160,-1.36458172,0.66863529,-0.42128625,0.44560621,-0.27830740,0.01242195,-0.02550026,0.65310845,-0.53251181,0.00353166,-0.00950438,0.08534138,-0.07308185
-5.89794897,1.60807900,-1.34316926,0.63405238,-0.41359835,0.41922229,-0.27386030,0.01157931,-0.02498347,0.61596156,-0.52224318,0.00318867,-0.00897420,0.07941035,-0.07404522
-5.89194597,1.50790823,-1.32023118,0.59857653,-0.40549477,0.39352107,-0.26884267,0.01076483,-0.02438231,0.57897303,-0.51124040,0.00288551,-0.00844793,0.07359097,-0.07505820
