energy_ev,total_up,Ag_p_up,Ag_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,3.02919081,0.24979288,2.71265578,0.04637047,0.00034991,0.21163526,0.00000000
-5.99399700,3.06144660,0.25646378,2.74287331,0.04837476,0.00035389,0.21268243,0.00000000
-5.98799400,3.09591114,0.26382033,2.77455375,0.05058012,0.00035852,0.21414715,0.00000000
-5.98199100,3.13274669,0.27188455,2.80777837,0.05297469,0.00036382,0.21609532,0.00000000
-5.97598799,3.17196051,0.28065489,2.84249539,0.05554137,0.00036982,0.21858155,0.00000000
-5.96998499,3.21339265,0.29010418,2.87851031,0.05825793,0.00037649,0.22164731,0.00000000
-5.96398199,3.25671286,0.30017878,2.91548405,0.06109727,0.00038379,0.22531986,0.00000000
-5.95797899,3.30142661,0.31079875,2.95293908,0.06402808,0.00039162,0.22961182,0.00000000
-5.95197599,3.34689015,0.32185926,2.99027316,0.06701555,0.00039988,0.23452146,0.00000000
-5.94597299,3.39233361,0.33323302,3.02678025,0.07002251,0.00040841,0.24003368,0.00000000
-5.93996998,3.43689110,0.34477376,3.06167728,0.07301050,0.00041705,0.24612146,0.00000000
-5.93396698,3.47963616,0.35632050,3.09413557,0.07594113,0.00042560,0.25274781,0.00000000
-5.92796398,3.51962076,0.36770262,3.12331533,0.07877736,0.00043384,0.25986800,0.00000000
-5.92196098,3.55591562,0.37874520,3.14840125,0.08148482,0.00044157,0.26743188,0.00000000
-5.91595798,3.58764982,0.38927476,3.16863744,0.08403298,0.00044856,0.27538619,0.00000000
-5.90995498,3.61404748,0.39912487,3.18335991,0.08639624,0.00045459,0.28367658,0.00000000
-5.90395198,3.63445943,0.40814146,3.19202458,0.08855468,0.00045947,0.29224933,0.00000000
-5.89794897,3.64838826,0.41618773,3.19422963,0.09049472,0.00046302,0.30105244,0.00000000
-5.89194597,3.65550524,0.42314816,3.18973072,0.09220931,0.00046508,0.31003621,0.00000000
-5.88594297,3.65565827,0.42893181,3.17844840,0.09369792,0.00046554,0.31915309,0.00000000
-5.87993997,3.64887045,0.43347446,3.16046733,0.09496620,0.00046430,0.32835689,0.00000000
-5.87393697,3.63532950,0.43673975,3.13602738,0.09602538,0.00046133,0.33760142,0.00000000
-5.86793397,3.61536873,0.43871919,3.10550723,0.09689135,0.00045660,0.34683857,0.00000000
-5.86193097,3.58944088,0.43943107,3.06940164,0.09758365,0.00045016,0.35601609,0.00000000
-5.85592796,3.55808655,0.43891851,3.02829359,0.09812424,0.00044206,0.36507525,0.00000000
-5.84992496,3.52189931,0.43724661,2.98282334,0.09853626,0.00043241,0.37394857,0.00000000
-5.84392196,3.48148967,0.43449898,2.93365606,0.09884282,0.00042133,0.38255788,0.00000000
-5.83791896,3.43745053,0.43077379,2.88145034,0.09906581,0.00040896,0.39081291,0.00000000
-5.83191596,3.39032595,0.42617964,2.82682925,0.09922487,0.00039547,0.39861062,0.00000000
-5.82591296,3.34058564,0.42083133,2.77035586,0.09933658,0.00038103,0.40583551,0.00000000
-5.81990995,3.28860641,0.41484579,2.71251459,0.09941385,0.00036583,0.41236086,0.00000000
