energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.41170585,2.26024226,0.79220112,1.02397431,0.00831027,0.45673421,0.74379487,0.00000000
-5.40570285,2.36989173,0.81424762,1.08186759,0.00955281,0.46978414,0.78591496,0.00000000
-5.39969985,2.48809664,0.83729336,1.14503386,0.01093636,0.48362533,0.83079565,0.00000000
-5.39369685,2.61409016,0.86124376,1.21306698,0.01246176,0.49809553,0.87818986,0.00000000
-5.38769385,2.74699942,0.88601994,1.28548289,0.01412723,0.51302912,0.92781134,0.00000000
-5.38169085,2.88584432,0.91155504,1.36172044,0.01592805,0.52825779,0.97933369,0.00000000
-5.37568784,3.02953711,0.93778944,1.44114342,0.01785638,0.54361101,1.03238969,0.00000000
-5.36968484,3.17688356,0.96466486,1.52304391,0.01990108,0.55891637,1.08657111,0.00000000
-5.36368184,3.32658632,0.99211796,1.60664743,0.02204766,0.57399995,1.14142937,0.00000000
-5.35767884,3.47725138,1.02007371,1.69112003,0.02427834,0.58868667,1.19647741,0.00000000
-5.35167584,3.62739821,1.04843895,1.77557759,0.02657223,0.60280083,1.25119313,0.00000000
-5.34567284,3.77547416,1.07709665,1.85909749,0.02890560,0.61616679,1.30502451,0.00000000
-5.33966983,3.91987344,1.10590120,1.94073257,0.03125231,0.62861006,1.35739681,0.00000000
-5.33366683,4.05896060,1.13467509,2.01952725,0.03358436,0.63995860,1.40772156,0.00000000
-5.32766383,4.19109834,1.16320726,2.09453550,0.03587244,0.65004469,1.45540748,0.00000000
-5.32166083,4.31467878,1.19125320,2.16484017,0.03808671,0.65870703,1.49987295,0.00000000
-5.31565783,4.42815731,1.21853696,2.22957296,0.04019748,0.66579328,1.54055952,0.00000000
-5.30965483,4.53008760,1.24475493,2.28793436,0.04217599,0.67116284,1.57694610,0.00000000
-5.30365183,4.61915636,1.26958127,2.33921259,0.04399518,0.67468980,1.60856303,0.00000000
-5.29764882,4.69421612,1.29267474,2.38280081,0.04563039,0.67626595,1.63500532,0.00000000
-5.29164582,4.75431431,1.31368659,2.41821154,0.04706000,0.67580361,1.65594444,0.00000000
-5.28564282,4.79871725,1.33226920,2.44508772,0.04826596,0.67323826,1.67113798,0.00000000
-5.27963982,4.82692753,1.34808495,2.46320969,0.04923420,0.66853071,1.68043643,0.00000000
-5.27363682,4.83869390,1.36081510,2.47249767,0.04995496,0.66166873,1.68378694,0.00000000
-5.26763382,4.83401303,1.37016820,2.47300963,0.05042286,0.65266799,1.68123347,0.00000000
-5.26163082,4.81312299,1.37588763,2.46493457,0.05063690,0.64157235,1.67291350,0.00000000
-5.25562781,4.77648875,1.37775828,2.44858149,0.05060036,0.62845331,1.65905137,0.00000000
-5.24962481,4.72478062,1.37561183,2.42436483,0.05032041,0.61340878,1.63994853,0.00000000
-5.24362181,4.65884660,1.36933074,2.39278682,0.04980782,0.59656110,1.61597129,0.00000000
-5.23761881,4.57968049,1.35885088,2.35441803,0.04907641,0.57805448,1.58753673,0.00000000
-5.23161581,4.48838711,1.34416266,2.30987687,0.04814251,0.55805195,1.55509754,0.00000000
-5.22561281,4.38614687,1.32531102,2.25980928,0.04702443,0.53673187,1.51912659,0.00000000
-5.21960980,4.27418120,1.30239402,2.20486947,0.04574180,0.51428429,1.48010201,0.00000000
-5.21360680,4.15372066,1.27556064,2.14570280,0.04431510,0.49090716,1.43849367,0.00000000
-5.20760380,4.02597715,1.24500748,2.08293132,0.04276506,0.46680262,1.39475150,0.00000000
-5.20160080,3.89212123,1.21097491,2.01714272,0.04111225,0.44217340,1.34929636,0.00000000
-5.19559780,3.75326532,1.17374266,1.94888281,0.03937664,0.41721948,1.30251356,0.00000000
-5.18959480,3.61045290,1.13362496,1.87865172,0.03757735,0.39213512,1.25474933,0.00000000
-5.18359180,3.46465374,1.09096544,1.80690359,0.03573234,0.36710619,1.20631008,0.00000000
-5.17758879,3.31676443,1.04613187,1.73404925,0.03385832,0.34230795,1.15746421,0.00000000
-5.17158579,3.16761346,0.99951074,1.66046153,0.03197063,0.31790319,1.10844611,0.00000000
-5.16558279,3.01796965,0.95150184,1.58648229,0.03008318,0.29404084,1.05946171,0.00000000
-5.15957979,2.86855269,0.90251279,1.51243045,0.02820854,0.27085482,1.01069517,0.00000000
-5.15357679,2.72004455,0.85295361,1.43861026,0.02635793,0.24846336,0.96231582,0.00000000
-5.14757379,2.57310025,0.80323125,1.36531903,0.02454131,0.22696853,0.91448500,0.00000000
-5.14157079,2.42835717,0.75374429,1.29285364,0.02276749,0.20645612,0.86736199,0.00000000
-5.13556778,2.28644166,0.70487767,1.22151519,0.02104421,0.18699571,0.82110871,0.00000000
-5.12956478,2.14797252,0.65699759,1.15161163,0.01937817,0.16864095,0.77589272,0.00000000
-5.12356178,2.01356082,0.61044663,1.08345800,0.01777520,0.15143007,0.73188849,0.00000000
-5.11755878,1.88380615,0.56553917,1.01737427,0.01624023,0.13538650,0.68927656,0.00000000
-5.11155578,1.75928941,0.52255722,0.95368103,0.01477738,0.12051973,0.64824100,0.00000000
-5.10555278,1.64056277,0.48174665,0.89269332,0.01338997,0.10682623,0.60896517,0.00000000
-5.09954977,1.52813747,0.44331417,0.83471307,0.01208057,0.09429052,0.57162615,0.00000000
-5.09354677,1.42247041,0.40742481,0.78002063,0.01085098,0.08288635,0.53638832,0.00000000
-5.08754377,1.32395051,0.37420038,0.72886612,0.00970227,0.07257798,0.50339647,0.00000000
-5.08154077,1.23288588,0.34371862,0.68146112,0.00863480,0.06332149,0.47276898,0.00000000
-5.07553777,1.14949268,0.31601346,0.63797134,0.00764820,0.05506621,0.44459160,0.00000000
-5.06953477,1.07388671,0.29107604,0.59851079,0.00674145,0.04775604,0.41891217,0.00000000
-5.06353177,1.00607824,0.26885684,0.56313784,0.00591289,0.04133096,0.39573673,0.00000000
-5.05752876,0.94597070,0.24926867,0.53185349,0.00516028,0.03572827,0.37502735,0.00000000
-5.05152576,0.89336334,0.23219049,0.50460201,0.00448084,0.03088397,0.35670172,0.00000000
-5.04552276,0.84795808,0.21747208,0.48127396,0.00387135,0.02673397,0.34063477,0.00000000
-5.03951976,0.80937005,0.20493918,0.46171140,0.00332820,0.02321514,0.32666208,0.00000000
-5.03351676,0.77714158,0.19439923,0.44571515,0.00284750,0.02026636,0.31458512,0.00000000
-5.02751376,0.75075886,0.18564730,0.43305355,0.00242515,0.01782932,0.30417791,0.00000000
-5.02151076,0.72967059,0.17847217,0.42347237,0.00205690,0.01584921,0.29519491,0.00000000
-5.01550775,0.71330753,0.17266220,0.41670533,0.00173850,0.01427530,0.28737970,0.00000000
-5.00950475,0.70110230,0.16801099,0.41248468,0.00146572,0.01306129,0.28047408,0.00000000
-5.00350175,0.69250826,0.16432251,0.41055123,0.00123444,0.01216561,0.27422707,0.00000000
-4.99749875,0.68701680,0.16141556,0.41066350,0.00104072,0.01155149,0.26840357,0.00000000
-4.99149575,0.68417227,0.15912750,0.41260549,0.00088087,0.01118698,0.26279216,0.00000000
-4.98549275,0.68358389,0.15731711,0.41619269,0.00075146,0.01104488,0.25721184,0.00000000
-4.97948974,0.68493448,0.15586654,0.42127628,0.00064938,0.01110254,0.25151739,0.00000000
-4.97348674,0.68798559,0.15468239,0.42774534,0.00057187,0.01134163,0.24560325,0.00000000
-4.96748374,0.69257925,0.15369586,0.43552713,0.00051651,0.01174786,0.23940575,0.00000000
-4.96148074,0.69863636,0.15286222,0.44458561,0.00048127,0.01231073,0.23290385,0.00000000
-4.95547774,0.70615228,0.15215948,0.45491836,0.00046446,0.01302315,0.22611830,0.00000000
-4.94947474,0.71518992,0.15158664,0.46655239,0.00046476,0.01388125,0.21910944,0.00000000
-4.94347174,0.72587108,0.15116150,0.47953897,0.00048122,0.01488404,0.21197395,0.00000000
-4.93746873,0.73836648,0.15091824,0.49394802,0.00051320,0.01603323,0.20484050,0.00000000
-4.93146573,0.75288517,0.15090490,0.50986235,0.00056034,0.01733295,0.19786487,0.00000000
-4.92546273,0.76966391,0.15118096,0.52737207,0.00062261,0.01878966,0.19122459,0.00000000
-4.91945973,0.78895678,0.15181496,0.54656937,0.00070018,0.02041185,0.18511335,0.00000000
-4.91345673,0.81102560,0.15288243,0.56754396,0.00079343,0.02220997,0.17973554,0.00000000
-4.90745373,0.83613115,0.15446399,0.59037918,0.00090292,0.02419616,0.17530082,0.00000000
-4.90145073,0.86452542,0.15664365,0.61514879,0.00102928,0.02638400,0.17201913,0.00000000
-4.89544772,0.89644476,0.15950736,0.64191445,0.00117322,0.02878825,0.17009599,0.00000000
-4.88944472,0.93210379,0.16314165,0.67072369,0.00133543,0.03142442,0.16972827,0.00000000
-4.88344172,0.97168999,0.16763219,0.70160828,0.00151655,0.03430827,0.17110030,0.00000000
-4.87743872,1.01535855,0.17306241,0.73458284,0.00171706,0.03745522,0.17438035,0.00000000
-4.87143572,1.06322737,0.17951181,0.76964349,0.00193725,0.04087962,0.17971743,0.00000000
-4.86543272,1.11537205,0.18705402,0.80676647,0.00217716,0.04459391,0.18723821,0.00000000
-4.85942971,1.17182068,0.19575458,0.84590667,0.00243646,0.04860766,0.19704421,0.00000000
-4.85342671,1.23254857,0.20566830,0.88699599,0.00271446,0.05292661,0.20920895,0.00000000
-4.84742371,1.29747277,0.21683629,0.92994171,0.00301003,0.05755155,0.22377528,0.00000000
-4.84142071,1.36644695,0.22928280,0.97462484,0.00332154,0.06247737,0.24075265,0.00000000
-4.83541771,1.43925663,0.24301177,1.02089875,0.00364690,0.06769204,0.26011459,0.00000000
-4.82941471,1.51561526,0.25800356,1.06858819,0.00398347,0.07317578,0.28179633,0.00000000
-4.82341171,1.59516169,0.27421175,1.11748895,0.00432813,0.07890045,0.30569268,0.00000000
-4.81740870,1.67745919,0.29156044,1.16736830,0.00467729,0.08482912,0.33165642,0.00000000
-4.81140570,1.76199662,0.30994221,1.21796645,0.00502694,0.09091604,0.35949721,0.00000000
-4.80540270,1.84819201,0.32921690,1.26899906,0.00537272,0.09710694,0.38898139,0.00000000
-4.79939970,1.93539860,0.34921155,1.32016079,0.00571002,0.10333965,0.41983259,0.00000000
-4.79339670,2.02291361,0.36972151,1.37112989,0.00603406,0.10954531,0.45173364,0.00000000
-4.78739370,2.10998941,0.39051296,1.42157376,0.00634003,0.11564977,0.48432952,0.00000000
-4.78139070,2.19584704,0.41132675,1.47115497,0.00662324,0.12157555,0.51723179,0.00000000
-4.77538769,2.27969144,0.43188361,1.51953780,0.00687920,0.12724402,0.55002435,0.00000000
-4.76938469,2.36072804,0.45189055,1.56639468,0.00710379,0.13257784,0.58227046,0.00000000
-4.76338169,2.43817989,0.47104838,1.61141235,0.00729336,0.13750363,0.61352106,0.00000000
-4.75737869,2.51130470,0.48905984,1.65429725,0.00744489,0.14195456,0.64332417,0.00000000
-4.75137569,2.57941099,0.50563828,1.69477995,0.00755604,0.14587295,0.67123497,0.00000000
-4.74537269,2.64187264,0.52051635,1.73261823,0.00762526,0.14921267,0.69682659,0.00000000
-4.73936968,2.69814125,0.53345436,1.76759876,0.00765181,0.15194109,0.71970082,0.00000000
-4.73336668,2.74775559,0.54424797,1.79953720,0.00763582,0.15404075,0.73949880,0.00000000
-4.72736368,2.79034795,0.55273470,1.82827678,0.00757828,0.15551029,0.75591084,0.00000000
-4.72136068,2.82564704,0.55879907,1.85368560,0.00748098,0.15636491,0.76868529,0.00000000
-4.71535768,2.85347742,0.56237607,1.87565272,0.00734648,0.15663603,0.77763585,0.00000000
-4.70935468,2.87375559,0.56345276,1.89408348,0.00717804,0.15637033,0.78264710,0.00000000
-4.70335168,2.88648321,0.56206789,1.90889453,0.00697948,0.15562806,0.78367784,0.00000000
-4.69734867,2.89173776,0.55830959,1.92000876,0.00675505,0.15448077,0.78076221,0.00000000
-4.69134567,2.88966137,0.55231129,1.92735089,0.00650937,0.15300847,0.77400828,0.00000000
-4.68534267,2.88044856,0.54424593,1.93084390,0.00624719,0.15129636,0.76359433,0.00000000
-4.67933967,2.86433360,0.53431885,1.93040680,0.00597333,0.14943136,0.74976278,0.00000000
-4.67333667,2.84157829,0.52275978,1.92595403,0.00569249,0.14749842,0.73281205,0.00000000
-4.66733367,2.81246084,0.50981406,1.91739662,0.00540915,0.14557700,0.71308681,0.00000000
-4.66133067,2.77726658,0.49573386,1.90464524,0.00512744,0.14373767,0.69096674,0.00000000
-4.65532766,2.73628082,0.48076951,1.88761508,0.00485105,0.14203914,0.66685469,0.00000000
-4.64932466,2.68978435,0.46516150,1.86623227,0.00458319,0.14052585,0.64116430,0.00000000
-4.64332166,2.63805168,0.44913348,1.84044179,0.00432644,0.13922619,0.61430804,0.00000000
-4.63731866,2.58135200,0.43288645,1.81021610,0.00408285,0.13815139,0.58668587,0.00000000
-4.63131566,2.51995262,0.41659442,1.77556444,0.00385382,0.13729531,0.55867511,0.00000000
-4.62531266,2.45412465,0.40040170,1.73654189,0.00364018,0.13663496,0.53062193,0.00000000
-4.61930965,2.38415022,0.38442171,1.69325789,0.00344219,0.13613177,0.50283470,0.00000000
-4.61330665,2.31033086,0.36873738,1.64588363,0.00325964,0.13573361,0.47557940,0.00000000
-4.60730365,2.23299629,0.35340301,1.59465785,0.00309183,0.13537742,0.44907721,0.00000000
-4.60130065,2.15251282,0.33844724,1.53989060,0.00293776,0.13499227,0.42350423,0.00000000
-4.59529765,2.06929096,0.32387712,1.48196475,0.00279611,0.13450273,0.39899311,0.00000000
-4.58929465,1.98379139,0.30968274,1.42133499,0.00266537,0.13383249,0.37563648,0.00000000
-4.58329165,1.89652888,0.29584234,1.35852429,0.00254394,0.13290786,0.35349173,0.00000000
-4.57728864,1.80807382,0.28232742,1.29411780,0.00243019,0.13166112,0.33258686,0.00000000
-4.57128564,1.71905090,0.26910768,1.22875448,0.00232253,0.13003360,0.31292694,0.00000000
-4.56528264,1.63013494,0.25615544,1.16311647,0.00221948,0.12797820,0.29450070,0.00000000
-4.55927964,1.54204385,0.24344950,1.09791673,0.00211973,0.12546139,0.27728706,0.00000000
-4.55327664,1.45552874,0.23097801,1.03388524,0.00202217,0.12246457,0.26126092,0.00000000
-4.54727364,1.37136153,0.21874051,0.97175412,0.00192592,0.11898469,0.24639826,0.00000000
-4.54127064,1.29032037,0.20674893,0.91224212,0.00183035,0.11503428,0.23267994,0.00000000
-4.53526763,1.21317325,0.19502770,0.85603897,0.00173509,0.11064069,0.22009443,0.00000000
-4.52926463,1.14066039,0.18361280,0.80378981,0.00163996,0.10584485,0.20863907,0.00000000
-4.52326163,1.07347590,0.17255022,0.75608032,0.00154505,0.10069948,0.19832008,0.00000000
-4.51725863,1.01224936,0.16189359,0.71342272,0.00145059,0.09526683,0.18915135,0.00000000
-4.51125563,0.95752792,0.15170147,0.67624303,0.00135700,0.08961629,0.18115216,0.00000000
-4.50525263,0.90975950,0.14203425,0.64486999,0.00126479,0.08382173,0.17434405,0.00000000
-4.49924962,0.86927785,0.13295105,0.61952583,0.00117455,0.07795884,0.16874717,0.00000000
-4.49324662,0.83628991,0.12450663,0.60031923,0.00108692,0.07210267,0.16437626,0.00000000
-4.48724362,0.81086614,0.11674863,0.58724069,0.00100252,0.06632522,0.16123674,0.00000000
-4.48124062,0.79293441,0.10971521,0.58016063,0.00092194,0.06069352,0.15932105,0.00000000
-4.47523762,0.78227767,0.10343320,0.57883038,0.00084571,0.05526788,0.15860556,0.00000000
-4.46923462,0.77853599,0.09791693,0.58288624,0.00077427,0.05010073,0.15904833,0.00000000
-4.46323162,0.78121310,0.09316774,0.59185673,0.00070796,0.04523581,0.16058787,0.00000000
-4.45722861,0.78968748,0.08917415,0.60517308,0.00064701,0.04070777,0.16314301,0.00000000
-4.45122561,0.80322801,0.08591279,0.62218293,0.00059152,0.03654226,0.16661400,0.00000000
-4.44522261,0.82101397,0.08334993,0.64216702,0.00054151,0.03275633,0.17088481,0.00000000
-4.43921961,0.84215879,0.08144360,0.66435858,0.00049687,0.02935918,0.17582656,0.00000000
-4.43321661,0.86573716,0.08014616,0.68796502,0.00045742,0.02635316,0.18130201,0.00000000
-4.42721361,0.89081443,0.07940719,0.71219140,0.00042288,0.02373489,0.18717076,0.00000000
-4.42121061,0.91647762,0.07917658,0.73626476,0.00039295,0.02149663,0.19329516,0.00000000
-4.41520760,0.94186661,0.07940766,0.75945883,0.00036727,0.01962750,0.19954635,0.00000000
-4.40920460,0.96620459,0.08006016,0.78111795,0.00034549,0.01811484,0.20581036,0.00000000
-4.40320160,0.98882632,0.08110295,0.80067935,0.00032725,0.01694537,0.21199378,0.00000000
-4.39719860,1.00920303,0.08251629,0.81769299,0.00031224,0.01610621,0.21802873,0.00000000
-4.39119560,1.02696276,0.08429355,0.83183775,0.00030017,0.01558580,0.22387680,0.00000000
-4.38519260,1.04190520,0.08644223,0.84293360,0.00029083,0.01537446,0.22953172,0.00000000
-4.37918959,1.05401004,0.08898427,0.85094862,0.00028410,0.01546483,0.23502049,0.00000000
-4.37318659,1.06343837,0.09195549,0.85600082,0.00027991,0.01585201,0.24040285,0.00000000
-4.36718359,1.07052675,0.09540426,0.85835423,0.00027830,0.01653346,0.24576906,0.00000000
-4.36118059,1.07577404,0.09938935,0.85840936,0.00027940,0.01750863,0.25123593,0.00000000
-4.35517759,1.07982126,0.10397705,0.85668822,0.00028341,0.01877850,0.25694130,0.00000000
-4.34917459,1.08342521,0.10923766,0.85381439,0.00029063,0.02034478,0.26303714,0.00000000
-4.34317159,1.08742683,0.11524149,0.85048890,0.00030142,0.02220910,0.26968153,0.00000000
-4.33716858,1.09271548,0.12205454,0.84746268,0.00031619,0.02437210,0.27703001,0.00000000
-4.33116558,1.10019065,0.12973406,0.84550678,0.00033540,0.02683242,0.28522656,0.00000000
-4.32516258,1.11072262,0.13832416,0.84538151,0.00035953,0.02958580,0.29439483,0.00000000
-4.31915958,1.12511382,0.14785183,0.84780572,0.00038903,0.03262416,0.30462996,0.00000000
-4.31315658,1.14406249,0.15832333,0.85342735,0.00042435,0.03593493,0.31599158,0.00000000
-4.30715358,1.16813019,0.16972146,0.86279674,0.00046586,0.03950046,0.32849827,0.00000000
