energy_ev,total_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.83791896,5.99396575,0.03593143,1.04612720,2.67283471,2.75974992,0.85198440,0.20776026,2.26212923,0.00000000
-5.83191596,5.87144837,0.03497275,1.02946041,2.64212697,2.71220220,0.83334992,0.20436006,2.20262492,0.00000000
-5.82591296,5.74936374,0.03402992,1.01184224,2.61132589,2.66408122,0.81499237,0.20137173,2.14453660,0.00000000
-5.81990995,5.63105227,0.03311690,0.99381517,2.58171437,2.61686421,0.79742641,0.19892089,2.08928014,0.00000000
-5.81390695,5.51976245,0.03224690,0.97592552,2.55451973,2.57199130,0.78115243,0.19712384,2.03822056,0.00000000
-5.80790395,5.41854832,0.03143212,0.95870506,2.53087277,2.53081715,0.76664065,0.19608392,1.99263166,0.00000000
-5.80190095,5.33017382,0.03068351,0.94265327,2.51177028,2.49456571,0.75431637,0.19588808,1.95365852,0.00000000
-5.79589795,5.25702749,0.03001067,0.92822102,2.49804256,2.46428985,0.74454707,0.19660408,1.92228416,0.00000000
-5.78989495,5.20105108,0.02942168,0.91579621,2.49032719,2.44083769,0.73763173,0.19827823,1.89930176,0.00000000
-5.78389195,5.16368456,0.02892314,0.90569202,2.48905001,2.42482662,0.73379288,0.20093392,1.88529354,0.00000000
-5.77788894,5.14582958,0.02852019,0.89813819,2.49441394,2.41662631,0.73317173,0.20457087,1.88061683,0.00000000
-5.77188594,5.14783240,0.02821654,0.89327548,2.50639598,2.41635090,0.73582635,0.20916521,1.88539809,0.00000000
-5.76588294,5.16948660,0.02801468,0.89115367,2.52475240,2.42386074,0.74173312,0.21467042,1.89953463,0.00000000
-5.75987994,5.21005508,0.02791596,0.89173289,2.54903165,2.43877329,0.75079115,0.22101898,1.92270425,0.00000000
-5.75387694,5.26830976,0.02792079,0.89488815,2.57859445,2.46048248,0.76282950,0.22812474,1.95438182,0.00000000
-5.74787394,5.34258717,0.02802884,0.90041689,2.61264001,2.48818556,0.77761687,0.23588598,1.99386242,0.00000000
-5.74187094,5.43085703,0.02823913,0.90804897,2.65023719,2.52091617,0.79487308,0.24418885,2.04028960,0.00000000
-5.73586793,5.53080072,0.02855024,0.91745867,2.69035935,2.55758204,0.81428208,0.25291120,2.09268778,0.00000000
-5.72986493,5.63989623,0.02896031,0.92827812,2.73192120,2.59700563,0.83550567,0.26192660,2.14999721,0.00000000
-5.72386193,5.75550586,0.02946720,0.94011152,2.77381640,2.63796617,0.85819738,0.27110837,2.21111001,0.00000000
-5.71785893,5.87496305,0.03006837,0.95254955,2.81495416,2.67924116,0.88201589,0.28033339,2.27490589,0.00000000
-5.71185593,5.99565499,0.03076096,0.96518327,2.85429360,2.71964583,0.90663748,0.28948568,2.34028605,0.00000000
-5.70585293,6.11509775,0.03154157,0.97761718,2.89087446,2.75806915,0.93176677,0.29845940,2.40620386,0.00000000
-5.69984992,6.23100146,0.03240624,0.98948066,2.92384326,2.79350502,0.95714563,0.30716139,2.47169134,0.00000000
-5.69384692,6.34132328,0.03335022,1.00043768,2.95247393,2.82507776,0.98255955,0.31551290,2.53588052,0.00000000
-5.68784392,6.44430694,0.03436786,1.01019428,2.97618245,2.85206128,1.00784158,0.32345064,2.59801891,0.00000000
-5.68184092,6.53850801,0.03545238,1.01850389,2.99453519,2.87389138,1.03287352,0.33092710,2.65747905,0.00000000
-5.67583792,6.62280495,0.03659582,1.02517025,3.00725109,2.89017142,1.05758448,0.33791009,2.71376184,0.00000000
-5.66983492,6.69639658,0.03778881,1.03004805,3.01419789,2.90067131,1.08194694,0.34438159,2.76649425,0.00000000
-5.66383192,6.75878732,0.03902063,1.03304166,3.01538298,2.90532070,1.10597061,0.35033610,2.81542168,0.00000000
-5.65782891,6.80976198,0.04027912,1.03410188,3.01093983,2.90419679,1.12969448,0.35577838,2.86039605,0.00000000
-5.65182591,6.84935220,0.04155081,1.03322142,3.00111077,2.89750797,1.15317740,0.36072106,2.90136045,0.00000000
-5.64582291,6.87779718,0.04282105,1.03042916,2.98622728,2.88557429,1.17648788,0.36518188,2.93833152,0.00000000
-5.63981991,6.89550104,0.04407424,1.02578386,2.96668901,2.86880570,1.19969350,0.36918114,2.97138064,0.00000000
-5.63381691,6.90298954,0.04529413,1.01936755,2.94294239,2.84767958,1.22285064,0.37273912,3.00061531,0.00000000
-5.62781391,6.90086828,0.04646418,1.01127909,2.91546019,2.82271812,1.24599488,0.37587392,3.02616143,0.00000000
-5.62181091,6.88978463,0.04756799,1.00162815,2.88472272,2.79446705,1.26913275,0.37859966,3.04814778,0.00000000
-5.61580790,6.87039493,0.04858976,0.99052991,2.85120152,2.76347604,1.29223507,0.38092519,3.06669325,0.00000000
-5.60980490,6.84333822,0.04951472,0.97810072,2.81534608,2.73028183,1.31523238,0.38285343,3.08189736,0.00000000
-5.60380190,6.80921723,0.05032966,0.96445475,2.77757401,2.69539429,1.33801258,0.38438123,3.09383459,0.00000000
-5.59779890,6.76858688,0.05102328,0.94970173,2.73826467,2.65928571,1.36042102,0.38549989,3.10255231,0.00000000
-5.59179590,6.72195010,0.05158669,0.93394580,2.69775638,2.62238359,1.38226295,0.38619620,3.10807249,0.00000000
-5.58579290,6.66976029,0.05201362,0.91728523,2.65634675,2.58506655,1.40330837,0.38645400,3.11039662,0.00000000
-5.57978989,6.61242966,0.05230078,0.89981300,2.61429596,2.54766339,1.42329900,0.38625610,3.10951345,0.00000000
-5.57378689,6.55034205,0.05244794,0.88161797,2.57183223,2.51045482,1.44195721,0.38558653,3.10540899,0.00000000
-5.56778389,6.48386908,0.05245800,0.86278656,2.52915911,2.47367739,1.45899638,0.38443293,3.09807787,0.00000000
-5.56178089,6.41338813,0.05233695,0.84340455,2.48646385,2.43752929,1.47413250,0.38278899,3.08753553,0.00000000
-5.55577789,6.33930079,0.05209373,0.82355895,2.44392612,2.40217734,1.48709631,0.38065679,3.07383029,0.00000000
-5.54977489,6.26205048,0.05173997,0.80333973,2.40172671,2.36776476,1.49764572,0.37804896,3.05705480,0.00000000
-5.54377189,6.18213808,0.05128964,0.78284125,2.36005547,2.33441915,1.50557771,0.37499046,3.03735599,0.00000000
-5.53776888,6.10013461,0.05075871,0.76216327,2.31911803,2.30226033,1.51073951,0.37152006,3.01494320,0.00000000
-5.53176588,6.01669018,0.05016463,0.74141147,2.27914109,2.27140750,1.51303832,0.36769118,2.99009381,0.00000000
-5.52576288,5.93253865,0.04952589,0.72069754,2.24037582,2.24198550,1.51244932,0.36357233,2.96315628,0.00000000
-5.51975988,5.84849771,0.04886150,0.70013866,2.20309920,2.21412978,1.50902144,0.35924684,2.93455024,0.00000000
-5.51375688,5.76546427,0.04819048,0.67985657,2.16761338,2.18798989,1.50288068,0.35481214,2.90476359,0.00000000
-5.50775388,5.68440512,0.04753141,0.65997619,2.13424284,2.16373134,1.49423076,0.35037828,2.87434673,0.00000000
-5.50175088,5.60634322,0.04690193,0.64062391,2.10332955,2.14153567,1.48335090,0.34606609,2.84390387,0.00000000
-5.49574787,5.53233989,0.04631842,0.62192554,2.07522622,2.12159877,1.47059080,0.34200464,2.81408186,0.00000000
-5.48974487,5.46347351,0.04579561,0.60400418,2.05028796,2.10412732,1.45636286,0.33832839,2.78555676,0.00000000
-5.48374187,5.40081510,0.04534633,0.58697784,2.02886237,2.08933358,1.44113192,0.33517391,2.75901846,0.00000000
-5.47773887,5.34540180,0.04498133,0.57095711,2.01127871,2.07742856,1.42540270,0.33267632,2.73515390,0.00000000
-5.47173587,5.29820866,0.04470913,0.55604288,1.99783615,2.06861377,1.40970547,0.33096554,2.71462936,0.00000000
-5.46573287,5.26011983,0.04453599,0.54232407,1.98879186,2.06307193,1.39458038,0.33016254,2.69807216,0.00000000
-5.45972986,5.23189984,0.04446591,0.52987559,1.98434903,2.06095677,1.38056098,0.33037550,2.68605253,0.00000000
-5.45372686,5.21416610,0.04450064,0.51875653,1.98464558,2.06238256,1.36815759,0.33169626,2.67906610,0.00000000
-5.44772386,5.20736330,0.04463988,0.50900855,1.98974382,2.06741364,1.35784106,0.33419692,2.67751741,0.00000000
-5.44172086,5.21174099,0.04488130,0.50065462,1.99962169,2.07605446,1.35002755,0.33792686,2.68170530,0.00000000
-5.43571786,5.22733511,0.04522079,0.49369819,2.01416600,2.08824081,1.34506499,0.34291028,2.69181034,0.00000000
-5.42971486,5.25395436,0.04565259,0.48812265,2.03316812,2.10383258,1.34322166,0.34914420,2.70788511,0.00000000
-5.42371186,5.29117249,0.04616944,0.48389141,2.05632247,2.12260866,1.34467731,0.35659722,2.72984751,0.00000000
-5.41770885,5.33832696,0.04676283,0.48094837,2.08322825,2.14426455,1.34951735,0.36520895,2.75747769,0.00000000
-5.41170585,5.39452482,0.04742309,0.47921906,2.11339453,2.16841285,1.35773012,0.37489019,2.79041879,0.00000000
-5.40570285,5.45865595,0.04813956,0.47861226,2.14624882,2.19458716,1.36920763,0.38552394,2.82818173,0.00000000
-5.39969985,5.52941403,0.04890080,0.47902224,2.18114917,2.22224945,1.38374950,0.39696722,2.87015417,0.00000000
-5.39369685,5.60532493,0.04969467,0.48033169,2.21739953,2.25080087,1.40107015,0.40905367,2.91561357,0.00000000
-5.38769385,5.68478219,0.05050852,0.48241501,2.25426808,2.27959599,1.42080897,0.42159691,2.96374429,0.00000000
-5.38169085,5.76608883,0.05132933,0.48514231,2.29100813,2.30796003,1.44254298,0.43439462,3.01365824,0.00000000
-5.37568784,5.84750439,0.05214391,0.48838363,2.32688078,2.33520859,1.46580169,0.44723319,3.06441876,0.00000000
-5.36968484,5.92729588,0.05293903,0.49201362,2.36117873,2.36066930,1.49008346,0.45989289,3.11506706,0.00000000
-5.36368184,6.00379095,0.05370171,0.49591622,2.39325037,2.38370448,1.51487286,0.47215343,3.16465038,0.00000000
-5.35767884,6.07543152,0.05441941,0.49998947,2.42252312,2.40373397,1.53965832,0.48379967,3.21225107,0.00000000
-5.35167584,6.14082573,0.05508028,0.50414999,2.44852508,2.42025718,1.56394942,0.49462746,3.25701551,0.00000000
-5.34567284,6.19879619,0.05567351,0.50833711,2.47090411,2.43287329,1.58729324,0.50444919,3.29818183,0.00000000
-5.33966983,6.24842248,0.05618953,0.51251645,2.48944324,2.44129867,1.60928905,0.51309921,3.33510526,0.00000000
-5.33366683,6.28907582,0.05662037,0.51668259,2.50407169,2.44538069,1.62960089,0.52043853,3.36728013,0.00000000
-5.32766383,6.32044418,0.05695990,0.52086086,2.51487084,2.44510702,1.64796745,0.52635892,3.39435732,0.00000000
-5.32166083,6.34254637,0.05720408,0.52510789,2.52207447,2.44060996,1.66420897,0.53078614,3.41615642,0.00000000
-5.31565783,6.35573399,0.05735117,0.52951101,2.52606311,2.43216536,1.67823083,0.53368210,3.43267166,0.00000000
-5.30965483,6.36068048,0.05740181,0.53418617,2.52735229,2.42018586,1.69002364,0.53504592,3.44407131,0.00000000
-5.30365183,6.35835735,0.05735912,0.53927462,2.52657498,2.40520870,1.69965987,0.53491374,3.45069008,0.00000000
-5.29764882,6.34999780,0.05722861,0.54493813,2.52445853,2.38787827,1.70728711,0.53335737,3.45301460,0.00000000
-5.29164582,6.33704879,0.05701808,0.55135299,2.52179693,2.36892401,1.71311817,0.53048160,3.45166244,0.00000000
-5.28564282,6.32111307,0.05673731,0.55870288,2.51941911,2.34913439,1.71741839,0.52642046,3.44735511,0.00000000
-5.27963982,6.30388323,0.05639775,0.56717079,2.51815465,2.32932795,1.72049071,0.52133237,3.44088618,0.00000000
-5.27363682,6.28707013,0.05601207,0.57693034,2.51879801,2.31032246,1.72265899,0.51539446,3.43308564,0.00000000
-5.26763382,6.27232858,0.05559363,0.58813662,2.52207283,2.29290338,1.72425038,0.50879619,3.42478198,0.00000000
-5.26163082,6.26118344,0.05515594,0.60091712,2.52859770,2.27779299,1.72557738,0.50173262,3.41676371,0.00000000
-5.25562781,6.25495902,0.05471203,0.61536290,2.53885500,2.26562120,1.72692039,0.49439746,3.40974192,0.00000000
-5.24962481,6.25471521,0.05427391,0.63152064,2.55316418,2.25689946,1.72851163,0.48697635,3.40431570,0.00000000
-5.24362181,6.26119314,0.05385195,0.64938563,2.57166074,2.25199885,1.73052100,0.47964052,3.40094207,0.00000000
-5.23761881,6.27477296,0.05345442,0.66889640,2.59428223,2.25113305,1.73304473,0.47254110,3.39991198,0.00000000
-5.23161581,6.29544617,0.05308708,0.68993105,2.62076186,2.25434740,1.73609737,0.46580448,3.40133357,0.00000000
-5.22561281,6.32280378,0.05275292,0.71230572,2.65063041,2.26151411,1.73960750,0.45952871,3.40512374,0.00000000
-5.21960980,6.35604159,0.05245194,0.73577541,2.68322674,2.27233429,1.74341757,0.45378123,3.41100851,0.00000000
-5.21360680,6.39398255,0.05218122,0.76003707,2.71771654,2.28634660,1.74728801,0.44859790,3.41853242,0.00000000
-5.20760380,6.43511578,0.05193499,0.78473535,2.75311888,2.30294239,1.75090538,0.44398355,3.42707666,0.00000000
-5.20160080,6.47765080,0.05170498,0.80947048,2.78833971,2.32138672,1.75389448,0.43991370,3.43588517,0.00000000
-5.19559780,6.51958504,0.05148081,0.83380855,2.82221096,2.34084451,1.75583391,0.43633769,3.44409770,0.00000000
-5.18959480,6.55878163,0.05125051,0.85729346,2.85353369,2.36041087,1.75627437,0.43318271,3.45078817,0.00000000
-5.18359180,6.59305449,0.05100116,0.87946050,2.88112361,2.37914424,1.75475892,0.43035881,3.45500672,0.00000000
-5.17758879,6.62025668,0.05071955,0.89985078,2.90385695,2.39610119,1.75084439,0.42776442,3.45582336,0.00000000
-5.17158579,6.63836841,0.05039285,0.91802617,2.92071468,2.41037127,1.74412280,0.42529217,3.45237115,0.00000000
-5.16558279,6.64558039,0.05000932,0.93358390,2.93082319,2.42111055,1.73424184,0.42283481,3.44388689,0.00000000
-5.15957979,6.64036911,0.04955887,0.94617050,2.93348956,2.42757247,1.72092341,0.42029076,3.42974723,0.00000000
-5.15357679,6.62156027,0.04903364,0.95549410,2.92822979,2.42913454,1.70397926,0.41756922,3.40949867,0.00000000
-5.14757379,6.58837767,0.04842839,0.96133494,2.91478884,2.42532000,1.68332298,0.41459448,3.38287980,0.00000000
-5.14157079,6.54047541,0.04774079,0.96355317,2.89315133,2.41581340,1.65897774,0.41130929,3.34983498,0.00000000
-5.13556778,6.47795195,0.04697159,0.96209392,2.86354283,2.40046964,1.63107934,0.40767727,3.31051883,0.00000000
-5.12956478,6.40134570,0.04612459,0.95698921,2.82642138,2.37931605,1.59987442,0.40368408,3.26529141,0.00000000
-5.12356178,6.31161265,0.04520651,0.94835666,2.78245998,2.35254783,1.56571400,0.39933758,3.21470460,0.00000000
-5.11755878,6.21008742,0.04422671,0.93639506,2.73252088,2.32051694,1.52904257,0.39466688,3.15948057,0.00000000
-5.11155578,6.09843007,0.04319686,0.92137698,2.67762307,2.28371543,1.49038342,0.38972050,3.10048347,0.00000000
-5.10555278,5.97856148,0.04213038,0.90363886,2.61890449,2.24275401,1.45032090,0.38456371,3.03868617,0.00000000
-5.09954977,5.85259080,0.04104203,0.88356903,2.55758101,2.19833706,1.40948053,0.37927529,2.97513365,0.00000000
-5.09354677,5.72273878,0.03994729,0.86159416,2.49490399,2.15123551,1.36850801,0.37394397,2.91090509,0.00000000
-5.08754377,5.59126063,0.03886187,0.83816493,2.43211857,2.10225875,1.32804807,0.36866461,2.84707655,0.00000000
-5.08154077,5.46037222,0.03780116,0.81374152,2.37042437,2.05222716,1.28872429,0.36353449,2.78468596,0.00000000
-5.07553777,5.33218288,0.03677983,0.78877953,2.31094041,2.00194632,1.25112064,0.35864989,2.72470209,0.00000000
-5.06953477,5.20863753,0.03581142,0.76371702,2.25467556,1.95218407,1.21576569,0.35410290,2.66799864,0.00000000
-5.06353177,5.09147024,0.03490804,0.73896309,2.20250537,1.90365126,1.18311991,0.34997890,2.61533439,0.00000000
-5.05752876,4.98217046,0.03408022,0.71488849,2.15515597,1.85698680,1.15356651,0.34635457,2.56733977,0.00000000
-5.05152576,4.88196244,0.03333672,0.69181849,2.11319514,1.81274723,1.12740592,0.34329640,2.52451005,0.00000000
-5.04552276,4.79179745,0.03268458,0.67002809,2.07703017,1.77140087,1.10485391,0.34085997,2.48720465,0.00000000
-5.03951976,4.71235781,0.03212909,0.64973969,2.04691197,1.73332637,1.08604295,0.33908960,2.45565194,0.00000000
-5.03351676,4.64407090,0.03167391,0.63112291,2.02294443,1.69881494,1.07102643,0.33801852,2.42995857,0.00000000
-5.02751376,4.58713120,0.03132119,0.61429640,2.00509793,1.66807586,1.05978521,0.33766940,2.41012224,0.00000000
-5.02151076,4.54152783,0.03107170,0.59933130,1.99322561,1.64124414,1.05223567,0.33805502,2.39604648,0.00000000
-5.01550775,4.50707520,0.03092501,0.58625594,1.98708126,1.61838984,1.04823885,0.33917911,2.38755652,0.00000000
-5.00950475,4.48344430,0.03087956,0.57506124,1.98633753,1.59952779,1.04760975,0.34103719,2.38441483,0.00000000
-5.00350175,4.47019264,0.03093281,0.56570658,1.99060342,1.58462725,1.05012642,0.34361732,2.38633551,0.00000000
-4.99749875,4.46679099,0.03108130,0.55812560,1.99944020,1.57362069,1.05553838,0.34690073,2.39299687,0.00000000
-4.99149575,4.47264589,0.03132068,0.55223163,2.01237527,1.56641115,1.06357386,0.35086229,2.40405155,0.00000000
-4.98549275,4.48711714,0.03164572,0.54792256,2.02891353,1.56287806,1.07394593,0.35547084,2.41913423,0.00000000
-4.97948974,4.50953021,0.03205031,0.54508488,2.04854635,1.56288115,1.08635736,0.36068944,2.43786686,0.00000000
-4.97348674,4.53918409,0.03252741,0.54359695,2.07075837,1.56626277,1.10050440,0.36647554,2.45986179,0.00000000
-4.96748374,4.57535523,0.03306905,0.54333132,2.09503245,1.57284871,1.11607960,0.37278117,2.48472340,0.00000000
-4.96148074,4.61729891,0.03366626,0.54415642,2.12085339,1.58244796,1.13277414,0.37955335,2.51204868,0.00000000
-4.95547774,4.66424936,0.03430914,0.54593759,2.14771105,1.59485191,1.15027987,0.38673455,2.54142767,0.00000000
-4.94947474,4.71541990,0.03498688,0.54853766,2.17510345,1.60983346,1.16829145,0.39426351,2.57244427,0.00000000
-4.94347174,4.77000455,0.03568783,0.55181743,2.20254028,1.62714659,1.18650890,0.40207636,2.60467802,0.00000000
-4.93746873,4.82718211,0.03639969,0.55563597,2.22954747,1.64652679,1.20464076,0.41010800,2.63770742,0.00000000
-4.93146573,4.88612351,0.03710970,0.55985129,2.25567277,1.66769286,1.22240802,0.41829391,2.67111479,0.00000000
-4.92546273,4.94600275,0.03780486,0.56432108,2.28049257,1.69035003,1.23954876,0.42657203,2.70449298,0.00000000
-4.91945973,5.00601149,0.03847230,0.56890407,2.30361977,1.71419487,1.25582351,0.43488504,2.73745357,0.00000000
-4.91345673,5.06537666,0.03909954,0.57346160,2.32471236,1.73892155,1.27102100,0.44318247,2.76963634,0.00000000
-4.90745373,5.12338051,0.03967492,0.57785976,2.34348222,1.76422951,1.28496409,0.45142293,2.80071929,0.00000000
-4.90145073,5.17938177,0.04018790,0.58197173,2.35970369,1.78983202,1.29751549,0.45957595,2.83042884,0.00000000
-4.89544772,5.23283661,0.04062945,0.58568043,2.37322118,1.81546533,1.30858281,0.46762363,2.85854921,0.00000000
-4.88944472,5.28331814,0.04099230,0.58888113,2.38395528,1.84089770,1.31812265,0.47556164,2.88493044,0.00000000
-4.88344172,5.33053275,0.04127125,0.59148409,2.39190683,1.86593793,1.32614325,0.48339969,2.90949435,0.00000000
-4.87743872,5.37433223,0.04146327,0.59341680,2.39715857,1.89044272,1.33270547,0.49116128,2.93223783,0.00000000
-4.87143572,5.41472054,0.04156769,0.59462598,2.39987397,1.91432248,1.33792183,0.49888274,2.95323309,0.00000000
-4.86543272,5.45185437,0.04158610,0.59507891,2.40029319,1.93754496,1.34195353,0.50661141,2.97262459,0.00000000
-4.85942971,5.48603717,0.04152230,0.59476423,2.39872630,1.96013667,1.34500543,0.51440327,2.99062265,0.00000000
-4.85342671,5.51770667,0.04138210,0.59369207,2.39554380,1.98218163,1.34731910,0.52231978,3.00749397,0.00000000
-4.84742371,5.54741611,0.04117304,0.59189348,2.39116493,2.00381762,1.34916413,0.53042431,3.02354920,0.00000000
-4.84142071,5.57581004,0.04090400,0.58941923,2.38604425,2.02522988,1.35082814,0.53877818,3.03912833,0.00000000
-4.83541771,5.60359562,0.04058483,0.58633801,2.38065696,2.04664256,1.35260575,0.54743650,3.05458445,0.00000000
-4.82941471,5.63151085,0.04022585,0.58273417,2.37548377,2.06830828,1.35478695,0.55644403,3.07026657,0.00000000
-4.82341171,5.66029095,0.03983743,0.57870505,2.37099562,2.09049622,1.35764549,0.56583125,3.08650241,0.00000000
-4.81740870,5.69063461,0.03942949,0.57435800,2.36763922,2.11347926,1.36142760,0.57561087,3.10358189,0.00000000
-4.81140570,5.72317159,0.03901113,0.56980735,2.36582357,2.13752074,1.36634159,0.58577485,3.12174213,0.00000000
-4.80540270,5.75843298,0.03859021,0.56517120,2.36590816,2.16286149,1.37254874,0.59629221,3.14115453,0.00000000
-4.79939970,5.79682553,0.03817309,0.56056841,2.36819303,2.18970754,1.38015575,0.60710775,3.16191468,0.00000000
-4.79339670,5.83861108,0.03776445,0.55611563,2.37291102,2.21821914,1.38920916,0.61814159,3.18403535,0.00000000
-4.78739370,5.88389175,0.03736714,0.55192452,2.38022222,2.24850153,1.39969182,0.62928988,3.20744287,0.00000000
-4.78139070,5.93260151,0.03698219,0.54809933,2.39021067,2.28059775,1.41152161,0.64042640,3.23197709,0.00000000
-4.77538769,5.98450420,0.03660891,0.54473460,2.40288331,2.31448376,1.42455240,0.65140513,3.25739468,0.00000000
-4.76938469,6.03919791,0.03624505,0.54191318,2.41817086,2.35006602,1.43857720,0.66206379,3.28337574,0.00000000
-4.76338169,6.09612529,0.03588706,0.53970462,2.43593055,2.38718149,1.45333334,0.67222806,3.30953315,0.00000000
-4.75737869,6.15458899,0.03553036,0.53816362,2.45595034,2.42559999,1.46850952,0.68171637,3.33542432,0.00000000
-4.75137569,6.21377151,0.03516975,0.53732891,2.47795436,2.46502870,1.48375439,0.69034519,3.36056458,0.00000000
-4.74537269,6.27275820,0.03479969,0.53722223,2.50160940,2.50511845,1.49868640,0.69793444,3.38444176,0.00000000
-4.73936968,6.33056238,0.03441467,0.53784760,2.52653190,2.54547153,1.51290451,0.70431291,3.40653110,0.00000000
-4.73336668,6.38615138,0.03400955,0.53919072,2.55229547,2.58565048,1.52599938,0.70932342,3.42630982,0.00000000
-4.72736368,6.43847225,0.03357985,0.54121874,2.57843853,2.62518762,1.53756467,0.71282753,3.44327089,0.00000000
-4.72136068,6.48647625,0.03312192,0.54388007,2.60447192,2.66359470,1.54720807,0.71470965,3.45693519,0.00000000
-4.71535768,6.52914111,0.03263314,0.54710466,2.62988640,2.70037243,1.55456160,0.71488023,3.46686184,0.00000000
-4.70935468,6.56549052,0.03211201,0.55080443,2.65416001,2.73501962,1.55929104,0.71327813,3.47265631,0.00000000
-4.70335168,6.59461030,0.03155816,0.55487415,2.67676504,2.76704151,1.56110399,0.70987194,3.47397609,0.00000000
-4.69734867,6.61566123,0.03097231,0.55919265,2.69717506,2.79595739,1.55975661,0.70466022,3.47053403,0.00000000
-4.69134567,6.62788854,0.03035616,0.56362449,2.71487162,2.82130722,1.55505865,0.69767086,3.46209950,0.00000000
-4.68534267,6.63062850,0.02971225,0.56802212,2.72935121,2.84265748,1.54687693,0.68895932,3.44849758,0.00000000
-4.67933967,6.62331254,0.02904380,0.57222851,2.74013222,2.85960630,1.53513711,0.67860625,3.42960684,0.00000000
-4.67333667,6.60546980,0.02835448,0.57608028,2.74676229,2.87178797,1.51982398,0.66671431,3.40535608,0.00000000
-4.66733367,6.57672861,0.02764826,0.57941134,2.74882610,2.87887718,1.50098031,0.65340461,3.37572067,0.00000000
-4.66133067,6.53681792,0.02692914,0.58205693,2.74595364,2.88059311,1.47870453,0.63881282,3.34071902,0.00000000
-4.65532766,6.48556930,0.02620106,0.58385809,2.73782900,2.87670356,1.45314737,0.62308532,3.30040966,0.00000000
-4.64932466,6.42292008,0.02546773,0.58466635,2.72419967,2.86702936,1.42450781,0.60637540,3.25488937,0.00000000
-4.64332166,6.34891798,0.02473249,0.58434856,2.70488610,2.85144903,1.39302852,0.58883983,3.20429271,0.00000000
