energy_ev,total_up,Hf_p_up,Hf_d_up,In_p_up,In_d_up,Se_s_up,Se_p_up
-5.80190095,4.62097581,1.77730995,2.66290820,0.07640342,0.00436861,0.02494580,3.81734692
-5.79589795,4.66301491,1.79853420,2.67925375,0.07918951,0.00442544,0.02559922,3.84290929
-5.78989495,4.68318612,1.81221388,2.68158386,0.08206040,0.00446379,0.02620533,3.84842693
-5.78389195,4.68250300,1.81882012,2.67044160,0.08504952,0.00448402,0.02676588,3.83469689
-5.77788894,4.66244523,1.81899308,2.64665975,0.08819102,0.00448690,0.02728323,3.80293273
-5.77188594,4.62490867,1.81351750,2.61133296,0.09151870,0.00447360,0.02776022,3.75472153
-5.76588294,4.57214119,1.80329294,2.56578112,0.09506487,0.00444568,0.02820000,3.69196808
-5.75987994,4.50666736,1.78929990,2.51150540,0.09885928,0.00440506,0.02860590,3.61682853
-5.75387694,4.43120487,1.77256354,2.45013882,0.10292819,0.00435400,0.02898125,3.53163665
-5.74787394,4.34857664,1.75411644,2.38339355,0.10729356,0.00429507,0.02932931,3.43882563
-5.74187094,4.26162190,1.73496225,2.31300688,0.11197245,0.00423112,0.02965306,3.34084908
-5.73586793,4.17311026,1.71604177,2.24068827,0.11697659,0.00416518,0.02995522,3.24010434
-5.72986493,4.08566191,1.69820284,2.16806952,0.12231222,0.00410044,0.03023809,3.13886122
-5.72386193,4.00167707,1.68217528,2.09665982,0.12798019,0.00404018,0.03050357,3.03919917
-5.71785893,3.92327711,1.66855175,2.02780752,0.13397617,0.00398769,0.03075319,2.94295478
-5.71185593,3.85225911,1.65777503,1.96266964,0.14029123,0.00394622,0.03098807,2.85168158
-5.70585293,3.79006502,1.65013204,1.90219007,0.14691240,0.00391887,0.03120906,2.76662305
-5.69984992,3.73776576,1.64575437,1.84708696,0.15382353,0.00390856,0.03141681,2.68869922
-5.69384692,3.69605992,1.64462482,1.79784912,0.16100608,0.00391796,0.03161190,2.61850662
-5.68784392,3.66528609,1.64658944,1.75474119,0.16844004,0.00394939,0.03179496,2.55633059
-5.68184092,3.64544739,1.65137398,1.71781675,0.17610478,0.00400481,0.03196681,2.50216880
-5.67583792,3.63624610,1.65860374,1.68693827,0.18397977,0.00408579,0.03212863,2.45576394
-5.66983492,3.63712629,1.66782581,1.66180267,0.19204530,0.00419342,0.03228204,2.41664364
-5.66383192,3.64732192,1.67853250,1.64197105,0.20028287,0.00432831,0.03242920,2.38416535
-5.65782891,3.66590803,1.69018501,1.62690092,0.20867553,0.00449063,0.03257292,2.35756387
-5.65182591,3.69185259,1.70223631,1.61597957,0.21720799,0.00468003,0.03271663,2.33599939
-5.64582291,3.72406681,1.71415265,1.60855693,0.22586646,0.00489572,0.03286439,2.31860381
-5.63981991,3.76145206,1.72543291,1.60397677,0.23463833,0.00513642,0.03302081,2.30452384
-5.63381691,3.80294174,1.73562545,1.60160491,0.24351171,0.00540048,0.03319096,2.29295912
-5.62781391,3.84753687,1.74434222,1.60085366,0.25247474,0.00568582,0.03338022,2.28319444
-5.62181091,3.89433456,1.75126998,1.60120169,0.26151480,0.00599006,0.03359403,2.27462518
-5.61580790,3.94254893,1.75617856,1.60220893,0.27061759,0.00631049,0.03383776,2.26677560
-5.60980490,3.99152423,1.75892637,1.60352642,0.27976620,0.00664417,0.03411639,2.25931004
-5.60380190,4.04074052,1.75946317,1.60490105,0.28894011,0.00698793,0.03443431,2.25203704
-5.59779890,4.08981239,1.75783048,1.60617553,0.29811416,0.00733847,0.03479503,2.24490716
-5.59179590,4.13848131,1.75415953,1.60728413,0.30725763,0.00769233,0.03520096,2.23800509
-5.58579290,4.18660283,1.74866733,1.60824475,0.31633338,0.00804601,0.03565320,2.23153692
-5.57978989,4.23412954,1.74165071,1.60914810,0.32529703,0.00839592,0.03615134,2.22581371
-5.57378689,4.28109104,1.73347885,1.61014474,0.33409644,0.00873849,0.03669333,2.22123229
-5.56778389,4.32757231,1.72458429,1.61143093,0.34267128,0.00907013,0.03727540,2.21825433
-5.56178089,4.37369158,1.71545281,1.61323399,0.35095287,0.00938733,0.03789200,2.21738488
-5.55577789,4.41957901,1.70661223,1.61579794,0.35886433,0.00968662,0.03853584,2.21915103
-5.54977489,4.46535728,1.69862065,1.61937016,0.36632106,0.00996467,0.03919796,2.22408186
-5.54377189,4.51112498,1.69205411,1.62418947,0.37323156,0.01021828,0.03986789,2.23268995
-5.53776888,4.55694358,1.68749411,1.63047616,0.37949864,0.01044442,0.04053383,2.24545529
-5.53176588,4.60282840,1.68551520,1.63842408,0.38502101,0.01064030,0.04118291,2.26281172
-5.52576288,4.64874385,1.68667283,1.64819494,0.38969531,0.01080339,0.04180148,2.28513605
-5.51975988,4.69460270,1.69149171,1.65991472,0.39341839,0.01093148,0.04237541,2.31273977
-5.51375688,4.74026922,1.70045480,1.67367190,0.39609001,0.01102275,0.04289050,2.34586322
-5.50775388,4.78556529,1.71399303,1.68951730,0.39761567,0.01107577,0.04333278,2.38467171
-5.50175088,4.83027878,1.73247571,1.70746497,0.39790964,0.01108959,0.04368892,2.42925316
-5.49574787,4.87417318,1.75620181,1.72749378,0.39689798,0.01106375,0.04394657,2.47961673
-5.48974487,4.91699731,1.78539175,1.74954915,0.39452150,0.01099832,0.04409472,2.53569188
-5.48374187,4.95849418,1.82018004,1.77354460,0.39073841,0.01089391,0.04412398,2.59732741
-5.47773887,4.99840794,1.86060831,1.79936274,0.38552673,0.01075170,0.04402683,2.66428997
-5.47173587,5.03648837,1.90661915,1.82685544,0.37888610,0.01057336,0.04379791,2.73626206
-5.46573287,5.07249234,1.95805051,1.85584317,0.37083915,0.01036111,0.04343410,2.81283929
-5.45972986,5.10618221,2.01463113,1.88611364,0.36143205,0.01011760,0.04293468,2.89352721
-5.45372686,5.13732142,2.07597705,1.91741982,0.35073450,0.00984589,0.04230136,2.97773817
-5.44772386,5.16566797,2.14158989,1.94947793,0.33883891,0.00954937,0.04153827,3.06478878
-5.44172086,5.19096657,2.21085707,1.98196572,0.32585886,0.00923168,0.04065190,3.15389881
-5.43571786,5.21294078,2.28305477,2.01452167,0.31192692,0.00889664,0.03965102,3.24419250
-5.42971486,5.23128633,2.35735404,2.04674574,0.29719191,0.00854813,0.03854646,3.33470299
-5.42371186,5.24566692,2.43283051,2.07820206,0.28181555,0.00819003,0.03735097,3.42438091
-5.41770885,5.25571369,2.50847816,2.10842411,0.26596890,0.00782615,0.03607897,3.51210762
-5.41170585,5.26102920,2.58322711,2.13692254,0.24982845,0.00746013,0.03474628,3.59671351
-5.40570285,5.26119646,2.65596552,2.16319580,0.23357221,0.00709539,0.03336990,3.67700136
-5.39969985,5.25579309,2.72556508,2.18674331,0.21737578,0.00673512,0.03196764,3.75177440
-5.39369685,5.24441014,2.79090942,2.20708081,0.20140866,0.00638219,0.03055790,3.81986816
-5.38769385,5.22667466,2.85092450,2.22375719,0.18583082,0.00603916,0.02915932,3.88018501
-5.38169085,5.20227457,2.90460960,2.23637204,0.17078973,0.00570827,0.02779046,3.93172972
-5.37568784,5.17098425,2.95106768,2.24459286,0.15641776,0.00539143,0.02646950,3.97364421
-5.36968484,5.13268866,2.98953333,2.24817091,0.14283022,0.00509025,0.02521392,4.00523962
-5.36368184,5.08740415,3.01939697,2.24695462,0.13012382,0.00480605,0.02404018,4.02602362
-5.35767884,5.03529406,3.04022383,2.24089974,0.11837579,0.00453983,0.02296340,4.03572128
-5.35167584,4.97667740,3.05176648,2.23007521,0.10764345,0.00429239,0.02199707,4.03428796
-5.34567284,4.91202963,3.05397024,2.21466459,0.09796430,0.00406423,0.02115274,4.02191327
-5.33966983,4.84197490,3.04697091,2.19496243,0.08935657,0.00385566,0.02043978,3.99901553
-5.33366683,4.76726990,3.03108508,2.17136614,0.08182009,0.00366676,0.01986509,3.96622710
-5.32766383,4.68878019,3.00679339,2.14436348,0.07533763,0.00349739,0.01943298,3.92437107
-5.32166083,4.60745031,2.97471796,2.11451663,0.06987635,0.00334723,0.01914491,3.87443100
-5.31565783,4.52426985,2.93559529,2.08244387,0.06538959,0.00321573,0.01899952,3.81751537
-5.30965483,4.44023770,2.89024630,2.04880004,0.06181876,0.00310215,0.01899253,3.75481903
-5.30365183,4.35632720,2.83954559,2.01425709,0.05909535,0.00300555,0.01911681,3.68758413
-5.29764882,4.27345466,2.78439150,1.97948605,0.05714308,0.00292477,0.01936257,3.61706285
-5.29164582,4.19245366,2.72567903,1.94514144,0.05587996,0.00285848,0.01971759,3.54448426
-5.28564282,4.11405688,2.66427686,1.91184915,0.05522049,0.00280519,0.02016753,3.47102702
-5.27963982,4.03888687,2.60100977,1.88019821,0.05507776,0.00276324,0.02069637,3.39779934
-5.27363682,3.96745606,2.53664696,1.85073686,0.05536546,0.00273084,0.02128689,3.32582674
-5.26763382,3.90017589,2.47189649,1.82397244,0.05599987,0.00270615,0.02192126,3.25604764
-5.26163082,3.83737367,2.40740529,1.80037480,0.05690167,0.00268725,0.02258160,3.18931605
-5.25562781,3.77931559,2.34376416,1.78038205,0.05799758,0.00267226,0.02325061,3.12640989
-5.24962481,3.72623316,2.28151612,1.76440753,0.05922179,0.00265934,0.02391220,3.06804311
-5.24362181,3.67835040,2.22116693,1.75284665,0.06051716,0.00264677,0.02455199,3.01487941
-5.23761881,3.63590870,2.16319593,1.74608214,0.06183609,0.00263300,0.02515788,2.96754512
-5.23161581,3.59918646,2.10806550,1.74448630,0.06314113,0.00261665,0.02572043,2.92663899
-5.22561281,3.56851109,2.05622788,1.74841925,0.06440519,0.00259663,0.02623310,2.89273678
-5.21960980,3.54426119,2.00812789,1.75822239,0.06561139,0.00257208,0.02669250,2.86638919
-5.21360680,3.52685802,1.96420100,1.77420655,0.06675262,0.00254246,0.02709830,2.84811222
-5.20760380,3.51674590,1.92486629,1.79663516,0.06783067,0.00250750,0.02745315,2.83836969
-5.20160080,3.51436225,1.89051456,1.82570300,0.06885516,0.00246723,0.02776237,2.83754866
-5.19559780,3.52009903,1.86149240,1.86151167,0.06984206,0.00242192,0.02803352,2.84592900
-5.18959480,3.53425812,1.83808321,1.90404330,0.07081224,0.00237211,0.02827592,2.86364938
-5.18359180,3.55700387,1.82048685,1.95313462,0.07178967,0.00231849,0.02850001,2.89067199
-5.17758879,3.58831653,1.80879959,2.00845326,0.07279983,0.00226195,0.02871673,2.92674933
-5.17158579,3.62795047,1.80299632,2.06947869,0.07386801,0.00220343,0.02893685,2.97139588
-5.16558279,3.67540102,1.80291674,2.13548965,0.07501784,0.00214395,0.02917040,3.02386778
-5.15957979,3.72988322,1.80825715,2.20556015,0.07627014,0.00208452,0.02942605,3.08315317
-5.15357679,3.79032539,1.81856925,2.27856512,0.07764193,0.00202610,0.02971075,3.14797522
-5.14757379,3.85537915,1.83326655,2.35319676,0.07914590,0.00196956,0.03002935,3.21680915
-5.14157079,3.92344677,1.85163886,2.42799165,0.08079027,0.00191568,0.03038449,3.28791383
-5.13556778,3.99272547,1.87287456,2.50136806,0.08257896,0.00186508,0.03077657,3.35937710
-5.12956478,4.06126691,1.89608975,2.57167241,0.08451220,0.00181826,0.03120389,3.42917371
-5.12356178,4.12704945,1.92036301,2.63723282,0.08658740,0.00177555,0.03166296,3.49523318
-5.11755878,4.18805926,1.94477390,2.69641746,0.08880025,0.00173719,0.03214889,3.55551454
-5.11155578,4.24237617,1.96844319,2.74769482,0.09114595,0.00170325,0.03265589,3.60808421
-5.10555278,4.28825928,1.99057245,2.78969286,0.09362049,0.00167373,0.03317784,3.65119297
-5.09954977,4.32422749,2.01048068,2.82125390,0.09622180,0.00164857,0.03370881,3.68334784
-5.09354677,4.34913020,2.02763590,2.84148234,0.09895076,0.00162764,0.03424363,3.70337490
-5.08754377,4.36220391,2.04167970,2.84978247,0.10181181,0.00161081,0.03477832,3.71046958
-5.08154077,4.36311134,2.05244336,2.84588442,0.10481331,0.00159793,0.03531042,3.70423156
-5.07553777,4.35196066,2.05995446,2.82985663,0.10796737,0.00158889,0.03583925,3.68468242
-5.06953477,4.32930355,2.06443372,2.80210419,0.11128922,0.00158360,0.03636595,3.65226480
-5.06353177,4.29611211,2.06628232,2.76335316,0.11479622,0.00158201,0.03689336,3.60782356
-5.05752876,4.25373600,2.06606025,2.71462158,0.11850636,0.00158411,0.03742578,3.55256953
-5.05152576,4.20384201,2.06445746,2.65717887,0.12243650,0.00158989,0.03796861,3.48802839
-5.04552276,4.14833964,2.06225913,2.59249563,0.12660030,0.00159940,0.03852777,3.41597707
-5.03951976,4.08929673,2.06030746,2.52218664,0.13100618,0.00161264,0.03910914,3.33837148
-5.03351676,4.02884976,2.05946202,2.44794983,0.13565514,0.00162962,0.03971794,3.25726907
-5.02751376,3.96911361,2.06056098,2.37150434,0.14053892,0.00165029,0.04035806,3.17475045
-5.02151076,3.91209532,2.06438523,2.29453057,0.14563840,0.00167455,0.04103147,3.09284365
-5.01550775,3.85961627,2.07162718,2.21861495,0.15092240,0.00170221,0.04173772,3.01345452
-5.00950475,3.81324607,2.08286573,2.14520170,0.15634712,0.00173300,0.04247359,2.93830636
-5.00350175,3.77425110,2.09854815,2.07555341,0.16185610,0.00176659,0.04323277,2.86889076
-4.99749875,3.74355927,2.11897946,2.01072154,0.16738090,0.00180251,0.04400587,2.80643123
-4.99149575,3.72174186,2.14431898,1.95152752,0.17284236,0.00184026,0.04478050,2.75186021
-4.98549275,3.70901203,2.17458375,1.89855439,0.17815250,0.00187927,0.04554156,2.70580932
-4.97948974,3.70523903,2.20965752,1.85214837,0.18321693,0.00191894,0.04627166,2.66861190
-4.97348674,3.70997594,2.24930434,1.81242932,0.18793768,0.00195866,0.04695174,2.64031648
-4.96748374,3.72249869,2.29318515,1.77930871,0.19221633,0.00199788,0.04756175,2.62070925
-4.96148074,3.74185325,2.34087596,1.75251348,0.19595724,0.00203613,0.04808140,2.60934336
-4.95547774,3.76690830,2.39188624,1.73161397,0.19907084,0.00207304,0.04849097,2.60557290
-4.94947474,3.79641002,2.44567637,1.71605427,0.20147669,0.00210843,0.04877207,2.60858934
-4.94347174,3.82903672,2.50167324,1.70518324,0.20310626,0.00214230,0.04890845,2.61745849
-4.93746873,3.86345064,2.55928343,1.69828503,0.20390534,0.00217491,0.04888657,2.63115650
-4.93146573,3.89834515,2.61790380,1.69460769,0.20383586,0.00220676,0.04869623,2.64860342
-4.92546273,3.93248611,2.67692949,1.69338912,0.20287721,0.00223865,0.04833091,2.66869374
-4.91945973,3.96474636,2.73575998,1.69387992,0.20102689,0.00227167,0.04778813,2.69032337
-4.91345673,3.99413316,2.79380348,1.69536264,0.19830063,0.00230721,0.04706949,2.71241296
-4.90745373,4.01980857,2.85048066,1.69716759,0.19473184,0.00234694,0.04618066,2.73392780
-4.90145073,4.04110307,2.90522822,1.69868524,0.19037060,0.00239279,0.04513123,2.75389469
-4.89544772,4.05752317,2.95750306,1.69937559,0.18528217,0.00244690,0.04393433,2.77141627
-4.88944472,4.06875362,3.00678744,1.69877476,0.17954516,0.00251161,0.04260630,2.78568317
-4.88344172,4.07465493,3.05259541,1.69649938,0.17324937,0.00258934,0.04116609,2.79598458
-4.87743872,4.07525698,3.09448038,1.69224887,0.16649355,0.00268259,0.03963476,2.80171739
-4.87143572,4.07074927,3.13204374,1.68580620,0.15938299,0.00279381,0.03803482,2.80239407
-4.86543272,4.06146834,3.16494379,1.67703720,0.15202722,0.00292532,0.03638967,2.79764927
-4.85942971,4.04788284,3.19290453,1.66588866,0.14453767,0.00307926,0.03472292,2.78724497
-4.85342671,4.03057650,3.21572337,1.65238535,0.13702560,0.00325746,0.03305785,2.77107390
-4.84742371,4.01022941,3.23327716,1.63662600,0.12960010,0.00346138,0.03141691,2.74916087
-4.84142071,3.98759798,3.24552580,1.61877840,0.12236639,0.00369203,0.02982121,2.72166187
-4.83541771,3.96349379,3.25251297,1.59907353,0.11542432,0.00394986,0.02829019,2.68886041
-4.82941471,3.93876211,3.25436375,1.57779890,0.10886701,0.00423477,0.02684128,2.65116131
-4.82341171,3.91426029,3.25127914,1.55529135,0.10277986,0.00454601,0.02548974,2.60908163
-4.81740870,3.89083701,3.24352776,1.53192914,0.09723960,0.00488217,0.02424852,2.56323929
-4.81140570,3.86931284,3.23143533,1.50812399,0.09231359,0.00524120,0.02312828,2.51433939
-4.80540270,3.85046299,3.21537273,1.48431291,0.08805928,0.00562042,0.02213738,2.46315904
-4.79939970,3.83500281,3.19574337,1.46095040,0.08452371,0.00601653,0.02128209,2.41053109
-4.79339670,3.82357683,3.17297109,1.43850110,0.08174324,0.00642573,0.02056678,2.35732759
-4.78739370,3.81675152,3.14748920,1.41743308,0.07974329,0.00684375,0.01999416,2.30444348
-4.78139070,3.81501219,3.11973169,1.39821220,0.07853822,0.00726600,0.01956559,2.25278134
-4.77538769,3.81876402,3.09012701,1.38129724,0.07813130,0.00768763,0.01928140,2.20323744
-4.76938469,3.82833674,3.05909486,1.36713616,0.07851482,0.00810372,0.01914126,2.15668966
-4.76338169,3.84399272,3.02704592,1.35616317,0.07967032,0.00850936,0.01914443,2.11398730
-4.75737869,3.86593747,2.99438431,1.34879647,0.08156899,0.00889981,0.01929011,2.07594284
-4.75137569,3.89433170,2.96151234,1.34543651,0.08417222,0.00927062,0.01957771,2.04332544
-4.74537269,3.92930381,2.92883656,1.34646422,0.08743236,0.00961773,0.02000698,2.01685571
-4.73936968,3.97096165,2.89677455,1.35223904,0.09129373,0.00993762,0.02057824,1.99720149
-4.73336668,4.01940242,2.86576114,1.36309627,0.09569374,0.01022735,0.02129234,1.98497378
-4.72736368,4.07471964,2.83625328,1.37934343,0.10056432,0.01048463,0.02215071,1.98072253
-4.72136068,4.13700628,2.80873262,1.40125531,0.10583336,0.01070790,0.02315521,1.98493147
-4.71535768,4.20635334,2.78370494,1.42906755,0.11142648,0.01089629,0.02430792,1.99801173
-4.70935468,4.28284355,2.76169598,1.46296863,0.11726863,0.01104967,0.02561090,2.02029378
-4.70335168,4.36653989,2.74324334,1.50309027,0.12328592,0.01116860,0.02706579,2.05201747
-4.69734867,4.45746938,2.72888425,1.54949655,0.12940718,0.01125426,0.02867345,2.09332042
-4.69134567,4.55560236,2.71913972,1.60217196,0.13556550,0.01130841,0.03043347,2.14422477
-4.68534267,4.66082832,2.71449520,1.66100882,0.14169944,0.01133330,0.03234373,2.20462285
-4.67933967,4.77292927,2.71537876,1.72579489,0.14775399,0.01133155,0.03439987,2.27426249
-4.67333667,4.89155201,2.72213756,1.79620161,0.15368112,0.01130608,0.03659493,2.35273271
-4.66733367,5.01618086,2.73501372,1.87177389,0.15944001,0.01125996,0.03891888,2.43945083
-4.66133067,5.14611254,2.75412081,1.95192233,0.16499674,0.01119633,0.04135832,2.53365207
-4.65532766,5.28043491,2.77942216,2.03591848,0.17032375,0.01111826,0.04389625,2.63438281
-4.64932466,5.41801134,2.81071234,2.12289415,0.17539878,0.01102868,0.04651199,2.74049848
-4.64332166,5.55747232,2.84760291,2.21184527,0.18020369,0.01093023,0.04918114,2.85066711
-4.63731866,5.69721570,2.88951355,2.30164083,0.18472302,0.01082524,0.05187581,2.96337944
-4.63131566,5.83541679,2.93566957,2.39103733,0.18894247,0.01071563,0.05456493,3.07696595
-4.62531266,5.97004905,2.98510642,2.47869862,0.19284751,0.01060287,0.05721470,3.18962133
-4.61930965,6.09891560,3.03668176,2.56322116,0.19642209,0.01048794,0.05978922,3.29943603
-4.61330665,6.21969156,3.08909502,2.64316403,0.19964774,0.01037133,0.06225125,3.40443467
-4.60730365,6.32997626,3.14091457,2.71708310,0.20250294,0.01025308,0.06456310,3.50262036
-4.60130065,6.42735407,3.19061169,2.78356820,0.20496310,0.01013277,0.06668753,3.59202359
-4.59529765,6.50946198,3.23660055,2.84128210,0.20700094,0.01000963,0.06858879,3.67075438
-4.58929465,6.57406157,3.27728307,2.88899981,0.20858740,0.00988255,0.07023364,3.73705548
-4.58329165,6.61911249,3.31109690,2.92564666,0.20969302,0.00975023,0.07159240,3.78935488
-4.57728864,6.64284445,3.33656502,2.95033343,0.21028975,0.00961124,0.07263982,3.82631523
-4.57128564,6.64382447,3.35234480,2.96238708,0.21035295,0.00946412,0.07335603,3.84687811
-4.56528264,6.62101621,3.35727461,2.96137549,0.20986363,0.00930752,0.07372726,3.85030100
-4.55927964,6.57382834,3.35041590,2.94712504,0.20881068,0.00914025,0.07374635,3.83618533
-4.55327664,6.50214939,3.33108898,2.91972995,0.20719289,0.00896140,0.07341324,3.80449388
-4.54727364,6.40636708,3.29890058,2.87955291,0.20502076,0.00877042,0.07273508,3.75555677
-4.54127064,6.28737059,3.25376219,2.82721666,0.20231779,0.00856716,0.07172626,3.69006537
-4.53526763,6.14653533,3.19589787,2.76358673,0.19912129,0.00835187,0.07040814,3.60905416
-4.52926463,5.98569035,3.12584130,2.68974596,0.19548254,0.00812530,0.06880863,3.51387127
-4.52326163,5.80706953,3.04442194,2.60696185,0.19146629,0.00788858,0.06696154,3.40613858
-4.51725863,5.61324837,2.95274085,2.51664791,0.18714964,0.00764328,0.06490578,3.28770324
-4.51125563,5.40706900,2.85213709,2.42032080,0.18262021,0.00739129,0.06268442,3.16058231
-4.50525263,5.19155651,2.74414617,2.31955492,0.17797388,0.00713476,0.06034364,3.02690307
-4.49924962,4.96983018,2.63045228,2.21593639,0.17331197,0.00687602,0.05793157,2.88884118
-4.49324662,4.74501334,2.51283630,2.11101824,0.16873824,0.00661751,0.05549719,2.74855933
-4.48724362,4.52014550,2.39312177,2.00627858,0.16435556,0.00636162,0.05308909,2.60814861
-4.48124062,4.29810044,2.27312098,1.90308338,0.16026269,0.00611066,0.05075442,2.46957499
-4.47523762,4.08151329,2.15458339,1.80265506,0.15655115,0.00586672,0.04853775,2.33463246
-4.46923462,3.87271931,2.03914825,1.70604790,0.15330232,0.00563163,0.04648017,2.20490464
-4.46323162,3.67370627,1.92830319,1.61413098,0.15058495,0.00540689,0.04461835,2.08173567
-4.45722861,3.48608183,1.82335002,1.52757875,0.14845318,0.00519362,0.04298386,1.96621107
-4.45122561,3.31105622,1.72537888,1.44686921,0.14694507,0.00499252,0.04160253,1.85914866
-4.44522261,3.14944034,1.63525121,1.37228932,0.14608180,0.00480393,0.04049399,1.76109930
-4.43921961,3.00165808,1.55359177,1.30394672,0.14586747,0.00462776,0.03967134,1.67235662
-4.43321661,2.86777174,1.48078946,1.24178707,0.14628951,0.00446357,0.03914100,1.59297486
-4.42721361,2.74751836,1.41700653,1.18561559,0.14731979,0.00431063,0.03890263,1.52279347
-4.42121061,2.64035496,1.36219510,1.13512186,0.14891613,0.00416792,0.03894922,1.46146716
-4.41520760,2.54551012,1.31612014,1.08990644,0.15102449,0.00403425,0.03926736,1.40849963
-4.40920460,2.46203939,1.27838747,1.04950820,0.15358139,0.00390829,0.03983749,1.36327968
-4.40320160,2.38888216,1.24847543,1.01343113,0.15651676,0.00378868,0.04063449,1.32511808
-4.39719860,2.32491743,1.22576876,0.98116967,0.15975692,0.00367403,0.04162816,1.29328363
-4.39119560,2.26901669,1.20959316,0.95223166,0.16322770,0.00356306,0.04278395,1.26703741
-4.38519260,2.22009163,1.19924910,0.92615823,0.16685739,0.00345459,0.04406379,1.24566376
-4.37918959,2.17713554,1.19404357,0.90254004,0.17057970,0.00334760,0.04542690,1.22849718
-4.37318659,2.13925693,1.19331838,0.88102956,0.17433627,0.00324127,0.04683083,1.21494439
-4.36718359,2.10570461,1.19647405,0.86134919,0.17807879,0.00313501,0.04823242,1.20450089
-4.36118059,2.07588365,1.20298834,0.84329521,0.18177066,0.00302845,0.04958888,1.19676160
-4.35517759,2.04936212,1.21242874,0.82673757,0.18538795,0.00292144,0.05085885,1.19142555
-4.34917459,2.02586861,1.22445852,0.81161590,0.18891968,0.00281405,0.05200340,1.18829456
-4.34317159,2.00528118,1.23883621,0.79793202,0.19236738,0.00270655,0.05298709,1.18726608
-4.33716858,1.98760835,1.25540862,0.78573944,0.19574386,0.00259937,0.05377875,1.18832081
-4.33116558,1.97296321,1.27409795,0.77513036,0.19907135,0.00249306,0.05435234,1.19150564
-4.32516258,1.96153214,1.29488362,0.76622093,0.20237884,0.00238832,0.05468746,1.19691282
-4.31915958,1.95353940,1.31777998,0.75913534,0.20569906,0.00228584,0.05476987,1.20465637
-4.31315658,1.94920975,1.34281118,0.75398958,0.20906487,0.00218638,0.05459165,1.21484705
-4.30715358,1.94873068,1.36998458,0.75087568,0.21250562,0.00209066,0.05415122,1.22756698
