energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Na_s_up,Na_s_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.73586793,2.10919567,-2.10919569,0.00292726,-0.00292726,0.50695358,-0.50695359,0.19062150,-0.19062151,0.67349973,-0.67349972,1.14858112,-1.14858113,0.61123768,-0.61123768,0.00000000,-0.00000000
-5.72986493,2.08333918,-2.08333920,0.00248580,-0.00248580,0.50385469,-0.50385470,0.19788757,-0.19788758,0.66635560,-0.66635560,1.13774354,-1.13774355,0.59706861,-0.59706861,0.00000000,-0.00000000
-5.72386193,2.06219069,-2.06219071,0.00209910,-0.00209910,0.50173325,-0.50173325,0.20476741,-0.20476742,0.65964760,-0.65964760,1.12979360,-1.12979362,0.58443033,-0.58443033,0.00000000,-0.00000000
-5.71785893,2.04472631,-2.04472633,0.00176343,-0.00176343,0.50032181,-0.50032182,0.21109935,-0.21109936,0.65311669,-0.65311669,1.12419878,-1.12419880,0.57305911,-0.57305911,0.00000000,-0.00000000
-5.71185593,2.02983535,-2.02983537,0.00147465,-0.00147465,0.49931917,-0.49931918,0.21673141,-0.21673142,0.64650206,-0.64650206,1.12034604,-1.12034605,0.56269101,-0.56269101,0.00000000,-0.00000000
-5.70585293,2.01637664,-2.01637665,0.00122842,-0.00122842,0.49840539,-0.49840540,0.22152610,-0.22152611,0.63955244,-0.63955244,1.11757596,-1.11757596,0.55307500,-0.55307500,0.00000000,-0.00000000
-5.69984992,2.00323338,-2.00323339,0.00102032,-0.00102032,0.49725725,-0.49725725,0.22536467,-0.22536467,0.63203629,-0.63203629,1.11521746,-1.11521747,0.54398430,-0.54398430,0.00000000,-0.00000000
-5.69384692,1.98936419,-1.98936420,0.00084600,-0.00084600,0.49556330,-0.49556330,0.22815071,-0.22815071,0.62375057,-0.62375057,1.11262165,-1.11262165,0.53522560,-0.53522560,0.00000000,-0.00000000
-5.68784392,1.97384823,-1.97384823,0.00070127,-0.00070127,0.49303799,-0.49303799,0.22981289,-0.22981290,0.61452783,-0.61452783,1.10919306,-1.10919306,0.52664586,-0.52664586,0.00000000,-0.00000000
-5.68184092,1.95592287,-1.95592287,0.00058216,-0.00058216,0.48943415,-0.48943414,0.23030686,-0.23030687,0.60424157,-0.60424156,1.10441712,-1.10441712,0.51813667,-0.51813667,0.00000000,-0.00000000
-5.67583792,1.93501253,-1.93501252,0.00048500,-0.00048500,0.48455330,-0.48455330,0.22961602,-0.22961602,0.59280963,-0.59280962,1.09788267,-1.09788266,0.50963613,-0.50963613,0.00000000,-0.00000000
-5.66983492,1.91074774,-1.91074772,0.00040643,-0.00040643,0.47825361,-0.47825361,0.22775142,-0.22775142,0.58019578,-0.58019577,1.08929857,-1.08929856,0.50112841,-0.50112840,0.00000000,-0.00000000
-5.66383192,1.88297420,-1.88297418,0.00034345,-0.00034345,0.47045488,-0.47045487,0.22475062,-0.22475062,0.56640948,-0.56640947,1.07850405,-1.07850403,0.49264111,-0.49264110,0.00000000,-0.00000000
-5.65782891,1.85175170,-1.85175168,0.00029338,-0.00029338,0.46114075,-0.46114074,0.22067564,-0.22067564,0.55150396,-0.55150395,1.06547226,-1.06547225,0.48424085,-0.48424084,0.00000000,-0.00000000
-5.65182591,1.81734341,-1.81734338,0.00025391,-0.00025391,0.45035788,-0.45035787,0.21561015,-0.21561015,0.53557283,-0.53557283,1.05030745,-1.05030743,0.47602722,-0.47602721,0.00000000,-0.00000000
-5.64582291,1.78019641,-1.78019637,0.00022300,-0.00022300,0.43821243,-0.43821242,0.20965601,-0.20965601,0.51874543,-0.51874542,1.03323577,-1.03323575,0.46812557,-0.46812557,0.00000000,-0.00000000
-5.63981991,1.74091457,-1.74091453,0.00019895,-0.00019895,0.42486391,-0.42486390,0.20292934,-0.20292934,0.50118104,-0.50118103,1.01459062,-1.01459059,0.46067903,-0.46067902,0.00000000,-0.00000000
-5.63381691,1.70022533,-1.70022528,0.00018031,-0.00018031,0.41051692,-0.41051691,0.19555630,-0.19555629,0.48306244,-0.48306243,0.99479323,-0.99479320,0.45383994,-0.45383993,0.00000000,-0.00000000
-5.62781391,1.65894187,-1.65894183,0.00016587,-0.00016587,0.39541116,-0.39541115,0.18766876,-0.18766875,0.46458887,-0.46458886,0.97432960,-0.97432958,0.44776128,-0.44776127,0.00000000,-0.00000000
-5.62181091,1.61792258,-1.61792254,0.00015462,-0.00015462,0.37981021,-0.37981019,0.17940010,-0.17940009,0.44596872,-0.44596871,0.95372491,-0.95372488,0.44258820,-0.44258819,0.00000000,-0.00000000
-5.61580790,1.57802946,-1.57802941,0.00014577,-0.00014577,0.36398969,-0.36398968,0.17088121,-0.17088121,0.42741226,-0.42741225,0.93351662,-0.93351660,0.43845009,-0.43845008,0.00000000,-0.00000000
-5.60980490,1.54008740,-1.54008736,0.00013865,-0.00013865,0.34822531,-0.34822529,0.16223692,-0.16223691,0.40912455,-0.40912454,0.91422763,-0.91422761,0.43545329,-0.43545328,0.00000000,-0.00000000
-5.60380190,1.50484592,-1.50484588,0.00013275,-0.00013275,0.33278133,-0.33278131,0.15358290,-0.15358289,0.39129885,-0.39129884,0.89634051,-0.89634048,0.43367481,-0.43367480,0.00000000,-0.00000000
-5.59779890,1.47294487,-1.47294483,0.00012767,-0.00012767,0.31790003,-0.31790002,0.14502319,-0.14502319,0.37411063,-0.37411062,0.88027405,-0.88027402,0.43315709,-0.43315708,0.00000000,-0.00000000
-5.59179590,1.44488543,-1.44488540,0.00012309,-0.00012309,0.30379251,-0.30379250,0.13664834,-0.13664833,0.35771244,-0.35771243,0.86636310,-0.86636307,0.43390398,-0.43390398,0.00000000,-0.00000000
-5.58579290,1.42100753,-1.42100749,0.00011879,-0.00011879,0.29063125,-0.29063124,0.12853418,-0.12853417,0.34222969,-0.34222968,0.85484244,-0.85484242,0.43587814,-0.43587814,0.00000000,-0.00000000
-5.57978989,1.40147431,-1.40147428,0.00011459,-0.00011459,0.27854463,-0.27854462,0.12074129,-0.12074128,0.32775751,-0.32775750,0.84583537,-0.84583534,0.43899975,-0.43899975,0.00000000,-0.00000000
-5.57378689,1.38626432,-1.38626429,0.00011038,-0.00011038,0.26761364,-0.26761363,0.11331496,-0.11331495,0.31435871,-0.31435870,0.83934730,-0.83934728,0.44314674,-0.44314673,0.00000000,-0.00000000
-5.56778389,1.37517142,-1.37517140,0.00010608,-0.00010608,0.25787077,-0.25787076,0.10628578,-0.10628577,0.30206294,-0.30206293,0.83526471,-0.83526469,0.44815646,-0.44815646,0.00000000,-0.00000000
-5.56178089,1.36781234,-1.36781232,0.00010166,-0.00010166,0.24930104,-0.24930103,0.09967058,-0.09967057,0.29086695,-0.29086694,0.83335921,-0.83335919,0.45382883,-0.45382883,0.00000000,-0.00000000
-5.55577789,1.36364149,-1.36364147,0.00009710,-0.00009710,0.24184505,-0.24184505,0.09347382,-0.09347381,0.28073597,-0.28073596,0.83329653,-0.83329651,0.45993079,-0.45993079,0.00000000,-0.00000000
-5.54977489,1.36197218,-1.36197217,0.00009241,-0.00009241,0.23540380,-0.23540379,0.08768916,-0.08768916,0.27160616,-0.27160615,0.83465000,-0.83464999,0.46620213,-0.46620213,0.00000000,-0.00000000
-5.54377189,1.36200347,-1.36200345,0.00008759,-0.00008759,0.22984491,-0.22984491,0.08230128,-0.08230128,0.26338794,-0.26338793,0.83691780,-0.83691779,0.47236234,-0.47236234,0.00000000,-0.00000000
-5.53776888,1.36285121,-1.36285120,0.00008269,-0.00008269,0.22501008,-0.22501007,0.07728772,-0.07728772,0.25597012,-0.25597011,0.83954314,-0.83954313,0.47811851,-0.47811851,0.00000000,-0.00000000
-5.53176588,1.36358224,-1.36358223,0.00007773,-0.00007773,0.22072313,-0.22072313,0.07262078,-0.07262077,0.24922466,-0.24922466,0.84193657,-0.84193656,0.48317382,-0.48317382,0.00000000,-0.00000000
-5.52576288,1.36325003,-1.36325002,0.00007277,-0.00007277,0.21679850,-0.21679849,0.06826930,-0.06826929,0.24301186,-0.24301186,0.84349936,-0.84349935,0.48723656,-0.48723656,0.00000000,-0.00000000
-5.51975988,1.36093047,-1.36093046,0.00006783,-0.00006783,0.21304956,-0.21304956,0.06420041,-0.06420040,0.23718576,-0.23718575,0.84364692,-0.84364691,0.49002915,-0.49002915,0.00000000,-0.00000000
-5.51375688,1.35575620,-1.35575619,0.00006297,-0.00006297,0.20929658,-0.20929657,0.06038099,-0.06038098,0.23159958,-0.23159957,0.84183127,-0.84183126,0.49129703,-0.49129703,0.00000000,-0.00000000
-5.50775388,1.34694824,-1.34694822,0.00005822,-0.00005822,0.20537385,-0.20537385,0.05677904,-0.05677903,0.22611103,-0.22611103,0.83756168,-0.83756167,0.49081694,-0.49081693,0.00000000,-0.00000000
-5.50175088,1.33384348,-1.33384346,0.00005362,-0.00005362,0.20113583,-0.20113583,0.05336475,-0.05336475,0.22058721,-0.22058721,0.83042257,-0.83042256,0.48840429,-0.48840429,0.00000000,-0.00000000
-5.49574787,1.31591721,-1.31591719,0.00004920,-0.00004920,0.19646200,-0.19646200,0.05011138,-0.05011138,0.21490895,-0.21490895,0.82008805,-0.82008804,0.48391940,-0.48391940,0.00000000,-0.00000000
-5.48974487,1.29279971,-1.29279969,0.00004500,-0.00004500,0.19126034,-0.19126033,0.04699587,-0.04699586,0.20897453,-0.20897452,0.80633249,-0.80633248,0.47727219,-0.47727218,0.00000000,-0.00000000
-5.48374187,1.26428647,-1.26428645,0.00004105,-0.00004105,0.18546935,-0.18546935,0.04399921,-0.04399920,0.20270249,-0.20270248,0.78903695,-0.78903693,0.46842525,-0.46842524,0.00000000,-0.00000000
-5.47773887,1.23034186,-1.23034184,0.00003738,-0.00003738,0.17905866,-0.17905866,0.04110665,-0.04110665,0.19603369,-0.19603369,0.76819117,-0.76819115,0.45739511,-0.45739510,0.00000000,-0.00000000
-5.47173587,1.19109625,-1.19109623,0.00003402,-0.00003402,0.17202822,-0.17202822,0.03830767,-0.03830767,0.18893233,-0.18893232,0.74389138,-0.74389136,0.44425167,-0.44425166,0.00000000,-0.00000000
-5.46573287,1.14683711,-1.14683708,0.00003101,-0.00003101,0.16440633,-0.16440632,0.03559578,-0.03559578,0.18138608,-0.18138607,0.71633407,-0.71633406,0.42911583,-0.42911582,0.00000000,-0.00000000
-5.45972986,1.09799459,-1.09799457,0.00002838,-0.00002838,0.15624654,-0.15624654,0.03296819,-0.03296819,0.17340539,-0.17340538,0.68580632,-0.68580631,0.41215544,-0.41215543,0.00000000,-0.00000000
-5.45372686,1.04512269,-1.04512266,0.00002619,-0.00002619,0.14762386,-0.14762386,0.03042538,-0.03042538,0.16502194,-0.16502193,0.65267315,-0.65267313,0.39357981,-0.39357980,0.00000000,-0.00000000
-5.44772386,0.98887686,-0.98887683,0.00002451,-0.00002451,0.13863027,-0.13863027,0.02797063,-0.02797062,0.15628649,-0.15628648,0.61736274,-0.61736272,0.37363307,-0.37363305,0.00000000,-0.00000000
-5.44172086,0.92998942,-0.92998939,0.00002344,-0.00002344,0.12936998,-0.12936997,0.02560945,-0.02560945,0.14726611,-0.14726611,0.58035021,-0.58035019,0.35258660,-0.35258659,0.00000000,-0.00000000
-5.43571786,0.86924389,-0.86924386,0.00002309,-0.00002309,0.11995458,-0.11995458,0.02334912,-0.02334912,0.13804118,-0.13804118,0.54214084,-0.54214082,0.33073113,-0.33073111,0.00000000,-0.00000000
-5.42971486,0.80744956,-0.80744952,0.00002362,-0.00002362,0.11049838,-0.11049838,0.02119812,-0.02119812,0.12870206,-0.12870205,0.50325344,-0.50325342,0.30836860,-0.30836858,0.00000000,-0.00000000
-5.42371186,0.74541734,-0.74541730,0.00002525,-0.00002525,0.10111405,-0.10111405,0.01916576,-0.01916576,0.11934581,-0.11934580,0.46420464,-0.46420462,0.28580445,-0.28580444,0.00000000,-0.00000000
-5.41770885,0.68393798,-0.68393794,0.00002826,-0.00002826,0.09190882,-0.09190881,0.01726185,-0.01726185,0.11007309,-0.11007309,0.42549479,-0.42549477,0.26334048,-0.26334046,0.00000000,-0.00000000
-5.41170585,0.62376344,-0.62376340,0.00003298,-0.00003298,0.08298125,-0.08298124,0.01549643,-0.01549643,0.10098528,-0.10098527,0.38759586,-0.38759584,0.24126867,-0.24126865,0.00000000,-0.00000000
-5.40570285,0.56559203,-0.56559199,0.00003988,-0.00003988,0.07441879,-0.07441879,0.01387967,-0.01387967,0.09218204,-0.09218203,0.35094182,-0.35094180,0.21986621,-0.21986620,0.00000000,-0.00000000
-5.39969985,0.51005774,-0.51005770,0.00004952,-0.00004952,0.06629604,-0.06629604,0.01242192,-0.01242192,0.08375940,-0.08375940,0.31592173,-0.31592171,0.19939192,-0.19939191,0.00000000,-0.00000000
-5.39369685,0.45772388,-0.45772385,0.00006259,-0.00006259,0.05867373,-0.05867373,0.01113377,-0.01113377,0.07580841,-0.07580841,0.28287551,-0.28287549,0.18008410,-0.18008408,0.00000000,-0.00000000
-5.38769385,0.40908097,-0.40908094,0.00007997,-0.00007997,0.05159843,-0.05159843,0.01002639,-0.01002639,0.06841438,-0.06841438,0.25209248,-0.25209246,0.16215983,-0.16215982,0.00000000,-0.00000000
-5.38169085,0.36454860,-0.36454858,0.00010272,-0.00010272,0.04510289,-0.04510288,0.00911181,-0.00911181,0.06165671,-0.06165670,0.22381234,-0.22381232,0.14581579,-0.14581578,0.00000000,-0.00000000
-5.37568784,0.32448081,-0.32448079,0.00013211,-0.00013211,0.03920685,-0.03920685,0.00840342,-0.00840342,0.05560930,-0.05560929,0.19822839,-0.19822837,0.13123021,-0.13123020,0.00000000,-0.00000000
-5.36968484,0.28917430,-0.28917428,0.00016967,-0.00016967,0.03391841,-0.03391841,0.00791643,-0.00791643,0.05034141,-0.05034141,0.17549253,-0.17549252,0.11856601,-0.11856600,0.00000000,-0.00000000
-5.36368184,0.25887890,-0.25887888,0.00021720,-0.00021720,0.02923553,-0.02923553,0.00766844,-0.00766844,0.04591895,-0.04591895,0.15572166,-0.15572164,0.10797458,-0.10797458,0.00000000,-0.00000000
-5.35767884,0.23380927,-0.23380926,0.00027682,-0.00027682,0.02514788,-0.02514787,0.00768000,-0.00768000,0.04240598,-0.04240597,0.13900485,-0.13900484,0.09960026,-0.09960025,0.00000000,-0.00000000
-5.35167584,0.21415727,-0.21415726,0.00035097,-0.00035097,0.02163867,-0.02163867,0.00797507,-0.00797507,0.03986639,-0.03986639,0.12541101,-0.12541101,0.09358472,-0.09358472,0.00000000,-0.00000000
-5.34567284,0.20010388,-0.20010387,0.00044247,-0.00044247,0.01868657,-0.01868656,0.00858155,-0.00858155,0.03836561,-0.03836560,0.11499634,-0.11499634,0.09007141,-0.09007141,0.00000000,-0.00000000
-5.33966983,0.19183011,-0.19183010,0.00055447,-0.00055447,0.01626741,-0.01626741,0.00953160,-0.00953160,0.03797210,-0.03797210,0.10781119,-0.10781118,0.08920926,-0.08920925,0.00000000,-0.00000000
-5.33366683,0.18952602,-0.18952602,0.00069056,-0.00069056,0.01435584,-0.01435584,0.01086189,-0.01086190,0.03875864,-0.03875864,0.10390594,-0.10390594,0.09115561,-0.09115561,0.00000000,-0.00000000
-5.32766383,0.19339728,-0.19339728,0.00085467,-0.00085467,0.01292665,-0.01292665,0.01261371,-0.01261371,0.04080316,-0.04080316,0.10333552,-0.10333552,0.09607797,-0.09607797,0.00000000,-0.00000000
-5.32166083,0.20366872,-0.20366872,0.00105112,-0.00105112,0.01195591,-0.01195591,0.01483281,-0.01483281,0.04418905,-0.04418905,0.10616228,-0.10616228,0.10415435,-0.10415436,0.00000000,-0.00000000
-5.31565783,0.22058452,-0.22058453,0.00128457,-0.00128457,0.01142181,-0.01142181,0.01756917,-0.01756917,0.04900490,-0.04900490,0.11245696,-0.11245696,0.11557194,-0.11557195,0.00000000,-0.00000000
-5.30965483,0.24440484,-0.24440485,0.00155999,-0.00155999,0.01130521,-0.01130521,0.02087647,-0.02087648,0.05534352,-0.05534352,0.12229779,-0.12229780,0.13052407,-0.13052408,0.00000000,-0.00000000
-5.30365183,0.27539871,-0.27539872,0.00188262,-0.00188262,0.01158994,-0.01158995,0.02481137,-0.02481137,0.06330029,-0.06330030,0.13576759,-0.13576759,0.14920543,-0.14920544,0.00000000,-0.00000000
-5.29764882,0.31383353,-0.31383355,0.00225786,-0.00225786,0.01226281,-0.01226281,0.02943257,-0.02943258,0.07297079,-0.07297079,0.15294893,-0.15294894,0.17180548,-0.17180549,0.00000000,-0.00000000
-5.29164582,0.35996129,-0.35996131,0.00269122,-0.00269122,0.01331340,-0.01331340,0.03479973,-0.03479974,0.08444773,-0.08444774,0.17391768,-0.17391769,0.19850032,-0.19850034,0.00000000,-0.00000000
-5.28564282,0.41400208,-0.41400211,0.00318821,-0.00318821,0.01473370,-0.01473370,0.04097216,-0.04097217,0.09781739,-0.09781740,0.19873503,-0.19873505,0.22944322,-0.22944324,0.00000000,-0.00000000
-5.27963982,0.47612554,-0.47612558,0.00375422,-0.00375422,0.01651751,-0.01651751,0.04800741,-0.04800742,0.11315551,-0.11315552,0.22743849,-0.22743850,0.26475409,-0.26475411,0.00000000,-0.00000000
-5.27363682,0.54643110,-0.54643115,0.00439439,-0.00439439,0.01865984,-0.01865985,0.05595982,-0.05595983,0.13052283,-0.13052284,0.26003217,-0.26003218,0.30450834,-0.30450836,0.00000000,-0.00000000
-5.26763382,0.62492779,-0.62492784,0.00511348,-0.00511348,0.02115614,-0.02115614,0.06487892,-0.06487893,0.14996060,-0.14996062,0.29647696,-0.29647698,0.34872575,-0.34872577,0.00000000,-0.00000000
-5.26163082,0.71151482,-0.71151488,0.00591574,-0.00591574,0.02400152,-0.02400153,0.07480796,-0.07480798,0.17148602,-0.17148604,0.33668105,-0.33668107,0.39735961,-0.39735964,0.00000000,-0.00000000
