energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.85592796,4.77283119,0.34826388,0.19233656,0.01684398,1.07014531,0.06621981,1.80207983,1.73314993,1.41013434
-5.84992496,4.79285964,0.34762082,0.19594994,0.01705620,1.08549286,0.06806620,1.80119641,1.75298429,1.42522271
-5.84392196,4.82611493,0.34864383,0.19984701,0.01732623,1.10375605,0.07011023,1.80514166,1.77963722,1.44281778
-5.83791896,4.87191933,0.35141351,0.20402377,0.01765230,1.12447149,0.07233654,1.81398846,1.81275716,1.46248456
-5.83191596,4.92939926,0.35598851,0.20847059,0.01803227,1.14714256,0.07472716,1.82772945,1.85191330,1.48375272
-5.82591296,4.99752188,0.36240397,0.21317213,0.01846370,1.17125826,0.07726189,1.84627967,1.89661240,1.50613426
-5.81990995,5.07513168,0.37066989,0.21810727,0.01894389,1.19631153,0.07991870,1.86947982,1.94631463,1.52914077
-5.81390695,5.16098539,0.38076957,0.22324908,0.01946986,1.22181596,0.08267414,1.89709966,2.00044759,1.55229958
-5.80790395,5.25378390,0.39265822,0.22856490,0.02003839,1.24732048,0.08550375,1.92884170,2.05841803,1.57516805
-5.80190095,5.35220011,0.40626162,0.23401635,0.02064595,1.27242131,0.08838256,1.96434497,2.11962096,1.59734548
-5.79589795,5.45490221,0.42147527,0.23955957,0.02128867,1.29677084,0.09128542,2.00318891,2.18344611,1.61848235
-5.78989495,5.56057207,0.43816382,0.24514536,0.02196230,1.32008334,0.09418743,2.04489755,2.24928211,1.63828650
-5.78389195,5.66791897,0.45616123,0.25071960,0.02266216,1.34213738,0.09706434,2.08894408,2.31651861,1.65652644
-5.77788894,5.77568922,0.47527161,0.25622365,0.02338307,1.36277512,0.09989282,2.13475604,2.38454710,1.67303161
-5.77188594,5.88267232,0.49527085,0.26159502,0.02411939,1.38189895,0.10265081,2.18172129,2.45276112,1.68769010
-5.76588294,5.98770473,0.51590930,0.26676811,0.02486499,1.39946573,0.10531773,2.22919503,2.52055653,1.70044406
-5.75987994,6.08967232,0.53691533,0.27167520,0.02561328,1.41547929,0.10787466,2.27650795,2.58733270,1.71128327
-5.75387694,6.18751246,0.55799998,0.27624757,0.02635731,1.42998178,0.11030452,2.32297575,2.65249495,1.72023747
-5.74787394,6.28021691,0.57886249,0.28041683,0.02708986,1.44304442,0.11259213,2.36790984,2.71545907,1.72736791
-5.74187094,6.36683613,0.59919674,0.28411645,0.02780359,1.45475828,0.11472425,2.41062941,2.77565773,1.73275876
-5.73586793,6.44648572,0.61869836,0.28728332,0.02849120,1.46522565,0.11668964,2.45047452,2.83254918,1.73650878
-5.72986493,6.51835521,0.63707230,0.28985951,0.02914564,1.47455236,0.11847896,2.48681992,2.88562765,1.73872371
-5.72386193,6.58171910,0.65404064,0.29179404,0.02976033,1.48284141,0.12008478,2.51908938,2.93443522,1.73950980
-5.71785893,6.63594991,0.66935033,0.29304458,0.03032934,1.49018814,0.12150152,2.54676987,2.97857436,1.73896861
-5.71185593,6.68053237,0.68278050,0.29357908,0.03084767,1.49667694,0.12272533,2.56942520,3.01772037,1.73719321
-5.70585293,6.71507803,0.69414910,0.29337722,0.03131139,1.50237947,0.12375408,2.58670835,3.05163274,1.73426587
-5.69984992,6.73933900,0.70331849,0.29243157,0.03171788,1.50735432,0.12458727,2.59837213,3.08016467,1.73025707
-5.69384692,6.75321977,0.71019970,0.29074844,0.03206589,1.51164759,0.12522592,2.60427738,3.10326969,1.72522570
-5.68784392,6.75678571,0.71475521,0.28834828,0.03235569,1.51529447,0.12567254,2.60439834,3.12100487,1.71922017
-5.68184092,6.75026737,0.71699995,0.28526572,0.03258909,1.51832102,0.12593103,2.59882473,3.13352990,1.71228012
-5.67583792,6.73405943,0.71700059,0.28154897,0.03276938,1.52074626,0.12600658,2.58776021,3.14110187,1.70443853
-5.66983492,6.70871384,0.71487290,0.27725888,0.03290130,1.52258388,0.12590556,2.57151716,3.14406578,1.69572386
-5.66383192,6.67492671,0.71077745,0.27246745,0.03299080,1.52384357,0.12563538,2.55050780,3.14284087,1.68616193
-5.65782891,6.63351904,0.70491370,0.26725590,0.03304493,1.52453166,0.12520431,2.52523173,3.13790348,1.67577740
-5.65182591,6.58541176,0.69751267,0.26171242,0.03307149,1.52465107,0.12462131,2.49626041,3.12976711,1.66459472
-5.64582291,6.53159590,0.68882862,0.25592956,0.03307874,1.52420046,0.12389577,2.46421908,3.11896062,1.65263841
-5.63981991,6.47309899,0.67912993,0.25000151,0.03307510,1.52317287,0.12303727,2.42976660,3.10600578,1.63993275
-5.63381691,6.41094917,0.66868967,0.24402129,0.03306872,1.52155385,0.12205529,2.39357422,3.09139509,1.62650088
-5.62781391,6.34613853,0.65777619,0.23807796,0.03306718,1.51931936,0.12095895,2.35630388,3.07557114,1.61236358
-5.62181091,6.27958749,0.64664408,0.23225399,0.03307706,1.51643383,0.11975669,2.31858693,3.05890855,1.59753779
-5.61580790,6.21211178,0.63552599,0.22662296,0.03310371,1.51284850,0.11845606,2.28100422,3.04169925,1.58203508
-5.60980490,6.14439375,0.62462539,0.22124754,0.03315086,1.50850044,0.11706346,2.24406813,3.02414195,1.56586041
-5.60380190,6.07695918,0.61411079,0.21617796,0.03322046,1.50331239,0.11558397,2.20820731,3.00633612,1.54901120
-5.59779890,6.01016093,0.60411142,0.21145093,0.03331248,1.49719368,0.11402123,2.17375479,2.98828079,1.53147706
-5.59179590,5.94417004,0.59471455,0.20708911,0.03342484,1.49004217,0.11237743,2.14093967,2.96987814,1.51324007
-5.58579290,5.87897472,0.58596454,0.20310110,0.03355336,1.48174741,0.11065326,2.10988288,2.95094151,1.49427593
-5.57978989,5.81438729,0.57786358,0.19948188,0.03369189,1.47219467,0.10884811,2.08059700,2.93120744,1.47455566
-5.57378689,5.75005862,0.57037396,0.19621385,0.03383241,1.46126989,0.10696020,2.05299012,2.91035100,1.45404812
-5.56778389,5.68549938,0.56342182,0.19326811,0.03396529,1.44886513,0.10498684,2.02687353,2.88800370,1.43272282
-5.56178089,5.62010708,0.55690216,0.19060624,0.03407960,1.43488422,0.10292475,2.00197291,2.86377296,1.41055323
-5.55577789,5.55319762,0.55068488,0.18818223,0.03416347,1.41924836,0.10077043,1.97794258,2.83726234,1.38751999
-5.54977489,5.48403980,0.54462145,0.18594467,0.03420450,1.40190118,0.09852052,1.95438216,2.80809157,1.36361409
-5.54377189,5.41189134,0.53855222,0.18383895,0.03419024,1.38281293,0.09617220,1.93085500,2.77591547,1.33883959
-5.53776888,5.33603473,0.53231383,0.18180952,0.03410861,1.36198362,0.09372357,1.90690774,2.74044107,1.31321569
-5.53176588,5.25581145,0.52574646,0.17980203,0.03394841,1.33944470,0.09117402,1.88209008,2.70144216,1.28677806
-5.52576288,5.17065301,0.51870081,0.17776535,0.03369976,1.31525933,0.08852455,1.85597423,2.65877093,1.25957919
-5.51975988,5.08010779,0.51104445,0.17565335,0.03335448,1.28952100,0.08577800,1.82817306,2.61236606,1.23168778
-5.51375688,4.98386236,0.50266721,0.17342639,0.03290646,1.26235070,0.08293925,1.79835645,2.56225735,1.20318712
-5.50775388,4.88175688,0.49348573,0.17105257,0.03235197,1.23389275,0.08001536,1.76626514,2.50856660,1.17417263
-5.50175088,4.77379391,0.48344668,0.16850853,0.03168982,1.20430944,0.07701555,1.73172162,2.45150495,1.14474852
-5.49574787,4.66014049,0.47252881,0.16578002,0.03092151,1.17377499,0.07395116,1.69463757,2.39136691,1.11502404
-5.48974487,4.54112381,0.46074363,0.16286199,0.03005120,1.14246896,0.07083552,1.65501776,2.32852138,1.08510931
-5.48374187,4.41722068,0.44813482,0.15975850,0.02908570,1.11056974,0.06768372,1.61296014,2.26340020,1.05511111
-5.47773887,4.28904162,0.43477636,0.15648210,0.02803423,1.07824822,0.06451231,1.56865230,2.19648465,1.02512894
-5.47173587,4.15731040,0.42076948,0.15305313,0.02690818,1.04566233,0.06133896,1.52236443,2.12829065,0.99525149
-5.46573287,4.02284010,0.40623866,0.14949864,0.02572078,1.01295242,0.05818204,1.47443922,2.05935315,0.96555386
-5.45972986,3.88650685,0.39132673,0.14585116,0.02448670,0.98023801,0.05506020,1.42527909,1.99021038,0.93609563
-5.45372686,3.74922244,0.37618942,0.14214734,0.02322156,0.94761583,0.05199190,1.37533149,1.92138865,0.90691989
-5.44772386,3.61190701,0.36098955,0.13842655,0.02194150,0.91515937,0.04899499,1.32507286,1.85338817,0.87805344
-5.44172086,3.47546311,0.34589113,0.13472934,0.02066268,0.88291976,0.04608621,1.27499205,1.78667049,0.84950784
-5.43571786,3.34075197,0.33105355,0.13109613,0.01940078,0.85092802,0.04328083,1.22557392,1.72164796,0.82128159
-5.42971486,3.20857315,0.31662626,0.12756589,0.01817057,0.81919833,0.04059228,1.17728397,1.65867564,0.79336300
-5.42371186,3.07964804,0.30274408,0.12417501,0.01698549,0.78773216,0.03803184,1.13055456,1.59804577,0.76573372
-5.41770885,2.95460803,0.28952330,0.12095642,0.01585734,0.75652293,0.03560844,1.08577336,1.53998514,0.73837270
-5.41170585,2.83398738,0.27705876,0.11793892,0.01479595,0.72556094,0.03332854,1.04327455,1.48465524,0.71126030
-5.40570285,2.71822109,0.26542211,0.11514682,0.01380905,0.69483811,0.03119601,1.00333303,1.43215519,0.68438230
-5.39969985,2.60764744,0.25466110,0.11259987,0.01290211,0.66435254,0.02921228,0.96616181,1.38252724,0.65773364
-5.39369685,2.50251503,0.24480008,0.11031345,0.01207833,0.63411230,0.02737639,0.93191264,1.33576459,0.63132170
-5.38769385,2.40299360,0.23584152,0.10829904,0.01133873,0.60413861,0.02568531,0.90067962,1.29182109,0.60516883
-5.38169085,2.30918803,0.22776854,0.10656501,0.01068222,0.57446798,0.02413412,0.87250555,1.25062251,0.57931424
-5.37568784,2.22115462,0.22054820,0.10511746,0.01010588,0.54515350,0.02271651,0.84739049,1.21207870,0.55381491
-5.36968484,2.13891884,0.21413545,0.10396138,0.00960515,0.51626514,0.02142511,0.82530209,1.17609624,0.52874579
-5.36368184,2.06249343,0.20847737,0.10310178,0.00917420,0.48788915,0.02025195,0.80618687,1.14259090,0.50419912
-5.35767884,1.99189605,0.20351769,0.10254490,0.00880621,0.46012666,0.01918895,0.78998197,1.11149956,0.48028290
-5.35167584,1.92716548,0.19920114,0.10229934,0.00849374,0.43309167,0.01822838,0.77662656,1.08279072,0.45711890
-5.34567284,1.86837555,0.19547753,0.10237714,0.00822910,0.40690845,0.01736324,0.76607235,1.05647345,0.43483993
-5.33966983,1.81564617,0.19230534,0.10279462,0.00800468,0.38170870,0.01658772,0.75829256,1.03260416,0.41358684
-5.33366683,1.76915078,0.18965457,0.10357301,0.00781326,0.35762843,0.01589746,0.75328894,1.01129090,0.39350517
-5.32766383,1.72911994,0.18750892,0.10473884,0.00764828,0.33480487,0.01528988,0.75109644,0.99269497,0.37474171
-5.32166083,1.69584087,0.18586692,0.10632400,0.00750413,0.31337339,0.01476431,0.75178537,0.97702972,0.35744099
-5.31565783,1.66965291,0.18474231,0.10836542,0.00737631,0.29346467,0.01432215,0.75546087,0.96455650,0.34174194
-5.30965483,1.65093911,0.18416339,0.11090454,0.00726156,0.27520206,0.01396681,0.76225986,0.95557787,0.32777466
-5.30365183,1.64011436,0.18417161,0.11398632,0.00715797,0.25869930,0.01370369,0.77234564,0.95042837,0.31565752
-5.29764882,1.63761060,0.18481942,0.11765805,0.00706502,0.24405842,0.01354003,0.78590042,0.94946304,0.30549456
-5.29164582,1.64385985,0.18616745,0.12196782,0.00698356,0.23136819,0.01348468,0.80311623,0.95304429,0.29737331
-5.28564282,1.65927566,0.18828137,0.12696285,0.00691573,0.22070262,0.01354783,0.82418472,0.96152746,0.29136299
-5.27963982,1.68423412,0.19122833,0.13268757,0.00686491,0.21211999,0.01374067,0.84928634,0.97524574,0.28751321
-5.27363682,1.71905505,0.19507349,0.13918169,0.00683553,0.20566200,0.01407508,0.87857951,0.99449501,0.28585315
-5.26763382,1.76398432,0.19987649,0.14647817,0.00683297,0.20135327,0.01456324,0.91219025,1.01951913,0.28639119
-5.26163082,1.81917817,0.20568826,0.15460130,0.00686335,0.19920108,0.01521727,0.95020279,1.05049641,0.28911511
-5.25562781,1.88469016,0.21254823,0.16356485,0.00693336,0.19919531,0.01604889,0.99265171,1.08752766,0.29399280
-5.24962481,1.96046127,0.22048196,0.17337044,0.00705007,0.20130869,0.01706909,1.03951573,1.13062638,0.30097345
-5.24362181,2.04631378,0.22949952,0.18400618,0.00722074,0.20549729,0.01828788,1.09071369,1.17971152,0.30998925
-5.23761881,2.14194909,0.23959431,0.19544560,0.00745264,0.21170122,0.01971403,1.14610264,1.23460305,0.32095755
-5.23161581,2.24694951,0.25074274,0.20764701,0.00775288,0.21984570,0.02135491,1.20547828,1.29502065,0.33378348
-5.22561281,2.36078406,0.26290438,0.22055320,0.00812823,0.22984230,0.02321641,1.26857752,1.36058553,0.34836287
-5.21960980,2.48281801,0.27602279,0.23409170,0.00858501,0.24159056,0.02530282,1.33508313,1.43082540,0.36458544
-5.21360680,2.61232560,0.29002688,0.24817540,0.00912891,0.25497977,0.02761684,1.40463016,1.50518248,0.38233820
-5.20760380,2.74850549,0.30483261,0.26270367,0.00976486,0.26989106,0.03015964,1.47681385,1.58302423,0.40150886
-5.20160080,2.89049819,0.32034507,0.27756395,0.01049698,0.28619955,0.03293089,1.55119855,1.66365645,0.42198906
-5.19559780,3.03740460,0.33646079,0.29263370,0.01132837,0.30377677,0.03592881,1.62732735,1.74633839,0.44367748
-5.18959480,3.18830489,0.35307010,0.30778276,0.01226109,0.32249293,0.03915027,1.70473182,1.83029919,0.46648236
-5.18359180,3.34227677,0.37005945,0.32287592,0.01329601,0.34221922,0.04259082,1.78294150,1.91475513,0.49032360
-5.17758879,3.49841238,0.38731374,0.33777579,0.01443271,0.36282987,0.04624470,1.86149271,1.99892714,0.51513393
-5.17158579,3.65583285,0.40471829,0.35234567,0.01566941,0.38420398,0.05010478,1.93993630,2.08205774,0.54085945
-5.16558279,3.81370006,0.42216073,0.36645257,0.01700286,0.40622686,0.05416244,2.01784391,2.16342702,0.56745900
-5.15957979,3.97122504,0.43953249,0.37996999,0.01842824,0.42879093,0.05840742,2.09481276,2.24236699,0.59490268
-5.15357679,4.12767265,0.45673002,0.39278068,0.01993910,0.45179609,0.06282752,2.17046861,2.31827378,0.62316932
-5.14757379,4.28236261,0.47365572,0.40477903,0.02152728,0.47514946,0.06740832,2.24446703,2.39061750,0.65224298
-5.14157079,4.43466696,0.49021857,0.41587315,0.02318286,0.49876455,0.07213278,2.31649300,2.45894928,0.68210868
-5.13556778,4.58400448,0.50633456,0.42598659,0.02489417,0.52255990,0.07698087,2.38625911,2.52290564,0.71274742
-5.12956478,4.72983265,0.52192691,0.43505960,0.02664778,0.54645728,0.08192919,2.45350267,2.58220994,0.74413088
-5.12356178,4.87163810,0.53692619,0.44304996,0.02842855,0.57037957,0.08695059,2.51798210,2.63667143,0.77621587
-5.11755878,5.00892650,0.55127040,0.44993337,0.03021978,0.59424849,0.09201390,2.57947304,2.68618187,0.80893914
-5.11155578,5.14121302,0.56490502,0.45570348,0.03200334,0.61798239,0.09708381,2.63776473,2.73071036,0.84221251
-5.10555278,5.26801440,0.57778316,0.46037147,0.03375990,0.64149424,0.10212084,2.69265705,2.77029671,0.87591906
-5.09954977,5.38884365,0.58986575,0.46396535,0.03546921,0.66469014,0.10708151,2.74395865,2.80504398,0.90991038
-5.09354677,5.50320826,0.60112186,0.46652903,0.03711047,0.68746839,0.11191879,2.79148655,2.83511054,0.94400526
-5.08754377,5.61061234,0.61152908,0.46812113,0.03866269,0.70971934,0.11658266,2.83506734,2.86070219,0.97799010
-5.08154077,5.71056322,0.62107402,0.46881368,0.04010517,0.73132614,0.12102101,2.87454013,2.88206471,1.01162101
-5.07553777,5.80258209,0.62975275,0.46869064,0.04141796,0.75216629,0.12518066,2.90976117,2.89947705,1.04462775
-5.06953477,5.88621858,0.63757124,0.46784643,0.04258240,0.77211416,0.12900866,2.94060983,2.91324531,1.07671940
-5.06353177,5.96106823,0.64454565,0.46638429,0.04358158,0.79104411,0.13245366,2.96699568,2.92369750,1.10759149
-5.05752876,6.02679184,0.65070242,0.46441465,0.04440087,0.80883434,0.13546739,2.98886605,2.93117893,1.13693445
-5.05152576,6.08313538,0.65607810,0.46205338,0.04502840,0.82537092,0.13800620,3.00621360,2.93604809,1.16444296
-5.04552276,6.12994893,0.66071880,0.45941993,0.04545540,0.84055199,0.14003252,3.01908317,2.93867257,1.18982569
-5.03951976,6.16720317,0.66467930,0.45663548,0.04567660,0.85429171,0.14151628,3.02757736,2.93942483,1.21281512
-5.03351676,6.19500207,0.66802178,0.45382081,0.04569045,0.86652366,0.14243603,3.03186024,2.93867743,1.23317682
-5.02751376,6.21359050,0.67081412,0.45109422,0.04549925,0.87720353,0.14277993,3.03215875,2.93679750,1.25071776
-5.02151076,6.22335593,0.67312794,0.44856929,0.04510917,0.88631078,0.14254640,3.02876152,2.93414038,1.26529336
-5.01550775,6.22482382,0.67503640,0.44635255,0.04453019,0.89384916,0.14174446,3.02201487,2.93104229,1.27681272
-5.00950475,6.21864658,0.67661189,0.44454128,0.04377584,0.89984605,0.14039367,3.01231628,2.92781237,1.28524202
-5.00350175,6.20558663,0.67792371,0.44322131,0.04286296,0.90435060,0.13852378,3.00010534,2.92472428,1.29060572
-4.99749875,6.18649436,0.67903599,0.44246500,0.04181116,0.90743085,0.13617399,2.98585287,2.92200790,1.29298578
-4.99149575,6.16228239,0.68000590,0.44232957,0.04064243,0.90916993,0.13339191,2.97004869,2.91984172,1.29251883
-4.98549275,6.13389758,0.68088235,0.44285577,0.03938051,0.90966172,0.13023228,2.95318871,2.91834656,1.28939151
-4.97948974,6.10229246,0.68170530,0.44406705,0.03805029,0.90900614,0.12675547,2.93576218,2.91758128,1.28383434
-4.97348674,6.06839801,0.68250577,0.44596930,0.03667718,0.90730462,0.12302580,2.91823983,2.91754111,1.27611434
-4.96748374,6.03309912,0.68330653,0.44855119,0.03528650,0.90465581,0.11910985,2.90106344,2.91815908,1.26652693
-4.96148074,5.99721438,0.68412354,0.45178516,0.03390290,0.90115214,0.11507474,2.88463751,2.91931080,1.25538735
-4.95547774,5.96148101,0.68496809,0.45562903,0.03254977,0.89687714,0.11098648,2.86932333,2.92082284,1.24302206
-4.94947474,5.92654565,0.68584935,0.46002811,0.03124882,0.89190402,0.10690844,2.85543552,2.92248424,1.22976043
-4.94347174,5.89296103,0.68677743,0.46491784,0.03001967,0.88629533,0.10289998,2.84324122,2.92406096,1.21592701
-4.93746873,5.86118821,0.68776651,0.47022664,0.02887955,0.88010383,0.09901538,2.83296140,2.92531246,1.20183445
-4.93146573,5.83160358,0.68883791,0.47587906,0.02784308,0.87337439,0.09530288,2.82477403,2.92600943,1.18777745
-4.92546273,5.80450950,0.69002284,0.48179876,0.02692221,0.86614673,0.09180408,2.81881857,2.92595166,1.17402756
-4.91945973,5.78014714,0.69136458,0.48791145,0.02612614,0.85845875,0.08855354,2.81520098,2.92498485,1.16082893
-4.91345673,5.75871004,0.69291989,0.49414733,0.02546141,0.85035012,0.08557865,2.81399880,2.92301518,1.14839497
-4.90745373,5.74035691,0.69475946,0.50044316,0.02493205,0.84186578,0.08289972,2.81526544,2.92002059,1.13690581
-4.90145073,5.72522235,0.69696724,0.50674366,0.02453973,0.83305903,0.08053027,2.81903338,2.91605782,1.12650651
-4.89544772,5.71342430,0.69963864,0.51300229,0.02428401,0.82399395,0.07847745,2.82531575,2.91126455,1.11730584
-4.88944472,5.70506761,0.70287766,0.51918127,0.02416261,0.81474688,0.07674267,2.83410618,2.90585638,1.10937568
-4.88344172,5.70024338,0.70679286,0.52525107,0.02417167,0.80540674,0.07532223,2.84537677,2.90011850,1.10275095
-4.87743872,5.69902406,0.71149255,0.53118924,0.02430600,0.79607426,0.07420809,2.85907458,2.89439255,1.09742995
-4.87143572,5.70145496,0.71707924,0.53697883,0.02455941,0.78686002,0.07338863,2.87511674,2.88905919,1.09337535
-4.86543272,5.70754281,0.72364377,0.54260642,0.02492485,0.77788142,0.07284938,2.89338487,2.88451749,1.09051562
-4.85942971,5.71724270,0.73125926,0.54806014,0.02539470,0.76925880,0.07257378,2.91371934,2.88116224,1.08874713
-4.85342671,5.73044436,0.73997538,0.55332755,0.02596091,0.76111092,0.07254381,2.93591386,2.87936048,1.08793685
-4.84742371,5.74695938,0.74981307,0.55839378,0.02661513,0.75355017,0.07274059,2.95971129,2.87942880,1.08792577
-4.84142071,5.76651038,0.76076019,0.56323995,0.02734882,0.74667760,0.07314491,2.98480088,2.88161253,1.08853294
-4.83541771,5.78872328,0.77276821,0.56784201,0.02815330,0.74057841,0.07373762,3.01081769,2.88606817,1.08956018
-4.82941471,5.81312354,0.78575021,0.57217002,0.02901977,0.73531787,0.07449994,3.03734427,2.89285009,1.09079733
-4.82341171,5.83913687,0.79958030,0.57618802,0.02993927,0.73093807,0.07541370,3.06391478,2.90190206,1.09202793
-4.81740870,5.86609460,0.81409459,0.57985433,0.03090267,0.72745570,0.07646140,3.09002158,2.91305428,1.09303513
-4.81140570,5.89324371,0.82909353,0.58312240,0.03190056,0.72486086,0.07762631,3.11512405,2.92602585,1.09360774
-4.80540270,5.91976099,0.84434584,0.58594199,0.03292322,0.72311714,0.07889244,3.13865924,2.94043250,1.09354598
-4.79939970,5.94477098,0.85959356,0.58826073,0.03396046,0.72216271,0.08024438,3.16005410,2.95579925,1.09266694
-4.79339670,5.96736651,0.87455833,0.59002583,0.03500161,0.72191265,0.08166726,3.17873857,2.97157701,1.09080940
-4.78739370,5.98663136,0.88894838,0.59118591,0.03603538,0.72226211,0.08314659,3.19415919,2.98716254,1.08783786
-4.78139070,6.00166379,0.90246627,0.59169289,0.03704988,0.72309034,0.08466810,3.20579254,3.00192043,1.08364559
-4.77538769,6.01160021,0.91481682,0.59150368,0.03803256,0.72426532,0.08621764,3.21315819,3.01520628,1.07815669
-4.76938469,6.01563806,0.92571520,0.59058185,0.03897029,0.72564870,0.08778113,3.21583056,3.02638988,1.07132702
-4.76338169,6.01305715,0.93489471,0.58889894,0.03984941,0.72710107,0.08934447,3.21344942,3.03487740,1.06314409
-4.75737869,6.00323894,0.94211412,0.58643557,0.04065591,0.72848700,0.09089363,3.20572882,3.04013182,1.05362589
-4.75137569,5.98568306,0.94716430,0.58318235,0.04137561,0.72968004,0.09241469,3.19246410,3.04169068,1.04281890
-4.74537269,5.96002086,0.94987394,0.57914034,0.04199445,0.73056712,0.09389399,3.17353691,3.03918066,1.03079530
-4.73936968,5.92602558,0.95011429,0.57432138,0.04249876,0.73105252,0.09531828,3.14891827,3.03232862,1.01764957
-4.73336668,5.88361890,0.94780255,0.56874803,0.04287566,0.73106098,0.09667498,3.11866950,3.02096875,1.00349477
-4.72736368,5.83287389,0.94290418,0.56245334,0.04311342,0.73054010,0.09795234,3.08294114,3.00504581,0.98845849
-4.72136068,5.77401402,0.93543376,0.55548034,0.04320186,0.72946171,0.09913970,3.04196981,2.98461448,0.97267875
-4.71535768,5.70740844,0.92545455,0.54788129,0.04313273,0.72782240,0.10022767,2.99607321,2.95983500,0.95630003
-4.70935468,5.63356347,0.91307675,0.53971679,0.04290009,0.72564301,0.10120829,2.94564323,2.93096551,0.93946937
-4.70335168,5.55311043,0.89845450,0.53105460,0.04250061,0.72296714,0.10207511,2.89113744,2.89835126,0.92233281
-4.69734867,5.46679008,0.88178171,0.52196841,0.04193378,0.71985879,0.10282327,2.83306897,2.86241134,0.90503212
-4.69134567,5.37543405,0.86328686,0.51253638,0.04120216,0.71639923,0.10344944,2.77199517,2.82362343,0.88770195
-4.68534267,5.27994373,0.84322696,0.50283963,0.04031135,0.71268309,0.10395176,2.70850523,2.78250710,0.87046736
-4.67933967,5.18126716,0.82188075,0.49296060,0.03927001,0.70881396,0.10432970,2.64320704,2.73960624,0.85344176
-4.67333667,5.08037484,0.79954149,0.48298144,0.03808972,0.70489970,0.10458388,2.57671383,2.69547147,0.83672534
-4.66733367,4.97823514,0.77650948,0.47298235,0.03678470,0.70104750,0.10471591,2.50963081,2.65064283,0.82040389
-4.66133067,4.87579031,0.75308451,0.46304009,0.03537147,0.69735910,0.10472817,2.44254239,2.60563377,0.80454808
-4.65532766,4.77393399,0.72955863,0.45322654,0.03386848,0.69392631,0.10462365,2.37600034,2.56091674,0.78921324
-4.64932466,4.67349112,0.70620927,0.44360747,0.03229556,0.69082702,0.10440581,2.31051334,2.51691104,0.77443952
-4.64332166,4.57520108,0.68329310,0.43424152,0.03067340,0.68812198,0.10407847,2.24653825,2.47397338,0.76025256
