energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.49574787,3.24460122,0.00170683,0.04681810,1.27350790,2.92890619,0.13407113,0.08091421,0.00590874,0.20331098
-5.48974487,3.25872045,0.00165421,0.04796523,1.29357751,2.93344679,0.13825952,0.08072609,0.00626060,0.20355354
-5.48374187,3.28124364,0.00162065,0.04973401,1.31408917,2.94460169,0.14313549,0.08141155,0.00669056,0.20407315
-5.47773887,3.31114951,0.00160512,0.05209637,1.33454601,2.96157240,0.14861852,0.08292206,0.00719388,0.20484547
-5.47173587,3.34735615,0.00160626,0.05501955,1.35446655,2.98350301,0.15462631,0.08520280,0.00776491,0.20584535
-5.46573287,3.38874092,0.00162245,0.05846624,1.37339413,3.00949685,0.16107674,0.08819347,0.00839711,0.20704643
-5.45972986,3.43416073,0.00165181,0.06239479,1.39090560,3.03863400,0.16788964,0.09182899,0.00908306,0.20842065
-5.45372686,3.48247206,0.00169227,0.06675934,1.40661888,3.06998900,0.17498817,0.09604030,0.00981461,0.20993784
-5.44772386,3.53255013,0.00174158,0.07151013,1.42019914,3.10264815,0.18229991,0.10075513,0.01058286,0.21156539
-5.44172086,3.58330675,0.00179742,0.07659387,1.43136344,3.13572579,0.18975755,0.10589889,0.01137835,0.21326795
-5.43571786,3.63370627,0.00185741,0.08195416,1.43988380,3.16837901,0.19729921,0.11139556,0.01219114,0.21500733
-5.42971486,3.68277943,0.00191917,0.08753214,1.44558845,3.19982036,0.20486847,0.11716871,0.01301104,0.21674249
-5.42371186,3.72963475,0.00198039,0.09326719,1.44836169,3.22932821,0.21241410,0.12314267,0.01382775,0.21842980
-5.41770885,3.77346741,0.00203889,0.09909782,1.44814215,3.25625464,0.21988954,0.12924368,0.01463108,0.22002338
-5.41170585,3.81356571,0.00209265,0.10496267,1.44491995,3.28003076,0.22725224,0.13540121,0.01541121,0.22147569
-5.40570285,3.84931513,0.00213986,0.11080164,1.43873288,3.30016965,0.23446297,0.14154923,0.01615887,0.22273833
-5.39969985,3.88020030,0.00217900,0.11655702,1.42966189,3.31626706,0.24148504,0.14762754,0.01686563,0.22376294
-5.39369685,3.90580508,0.00220884,0.12217475,1.41782627,3.32800015,0.24828368,0.15358296,0.01752409,0.22450230
-5.38769385,3.92581109,0.00222850,0.12760555,1.40337865,3.33512477,0.25482543,0.15937045,0.01812809,0.22491149
-5.38169085,3.93999492,0.00223747,0.13280609,1.38650005,3.33747146,0.26107785,0.16495398,0.01867287,0.22494914
-5.37568784,3.94822427,0.00223561,0.13773987,1.36739517,3.33494065,0.26700927,0.17030715,0.01915521,0.22457872
-5.36968484,3.95045323,0.00222316,0.14237799,1.34628793,3.32749744,0.27258882,0.17541348,0.01957352,0.22376968
-5.36368184,3.94671683,0.00220076,0.14669967,1.32341733,3.31516603,0.27778670,0.18026634,0.01992788,0.22249860
-5.35767884,3.93712498,0.00216941,0.15069239,1.29903345,3.29802426,0.28257448,0.18486843,0.02021996,0.22075015
-5.35167584,3.92185585,0.00213047,0.15435179,1.27339368,3.27619831,0.28692573,0.18923093,0.02045301,0.21851776
-5.34567284,3.90114872,0.00208558,0.15768115,1.24675899,3.24985753,0.29081653,0.19337211,0.02063167,0.21580424
-5.33966983,3.87529641,0.00203670,0.16069056,1.21939011,3.21920975,0.29422623,0.19731577,0.02076183,0.21262189
-5.33366683,3.84463727,0.00198598,0.16339582,1.19154366,3.18449672,0.29713801,0.20108921,0.02085035,0.20899253
-5.32766383,3.80954686,0.00193576,0.16581703,1.16346807,3.14598998,0.29953954,0.20472109,0.02090483,0.20494707
-5.32166083,3.77042952,0.00188849,0.16797702,1.13539943,3.10398691,0.30142347,0.20823916,0.02093329,0.20052495
-5.31565783,3.72770983,0.00184669,0.16989960,1.10755731,3.05880696,0.30278782,0.21166802,0.02094393,0.19577318
-5.30965483,3.68182432,0.00181284,0.17160793,1.08014063,3.01078812,0.30363626,0.21502696,0.02094479,0.19074530
-5.30365183,3.63321356,0.00178939,0.17312282,1.05332385,2.96028343,0.30397823,0.21832821,0.02094346,0.18549998
-5.29764882,3.58231487,0.00177862,0.17446135,1.02725365,2.90765758,0.30382895,0.22157536,0.02094688,0.18009971
-5.29164582,3.52955577,0.00178262,0.17563562,1.00204624,2.85328350,0.30320933,0.22476248,0.02096106,0.17460918
-5.28564282,3.47534843,0.00180321,0.17665195,0.97778561,2.79753891,0.30214577,0.22787361,0.02099095,0.16909384
-5.27963982,3.42008506,0.00184190,0.17751050,0.95452278,2.74080274,0.30066994,0.23088296,0.02104030,0.16361831
-5.27363682,3.36413447,0.00189982,0.17820522,0.93227627,2.68345143,0.29881847,0.23375567,0.02111158,0.15824500
-5.26763382,3.30783950,0.00197768,0.17872440,0.91103366,2.62585493,0.29663271,0.23644918,0.02120597,0.15303270
-5.26163082,3.25151551,0.00207572,0.17905154,0.89075443,2.56837253,0.29415848,0.23891511,0.02132339,0.14803541
-5.25562781,3.19544954,0.00219368,0.17916670,0.87137367,2.51134842,0.29144583,0.24110160,0.02146255,0.14330127
-5.24962481,3.13990017,0.00233079,0.17904815,0.85280687,2.45510699,0.28854889,0.24295598,0.02162112,0.13887171
-5.24362181,3.08509784,0.00248572,0.17867425,0.83495514,2.39994810,0.28552578,0.24442763,0.02179581,0.13478072
-5.23761881,3.03124552,0.00265666,0.17802554,0.81771094,2.34614225,0.28243854,0.24547089,0.02198261,0.13105439
-5.23161581,2.97851961,0.00284124,0.17708678,0.80096378,2.29392603,0.27935315,0.24604791,0.02217695,0.12771059
-5.22561281,2.92707113,0.00303663,0.17584901,0.78460580,2.24349805,0.27633962,0.24613129,0.02237389,0.12475890
-5.21960980,2.87702720,0.00323960,0.17431135,0.76853680,2.19501559,0.27347201,0.24570626,0.02256834,0.12220065
-5.21360680,2.82849283,0.00344653,0.17248263,0.75266860,2.14859232,0.27082864,0.24477257,0.02275526,0.12002924
-5.20760380,2.78155330,0.00365355,0.17038252,0.73692865,2.10429748,0.26849214,0.24334567,0.02292984,0.11823062
-5.20160080,2.73627728,0.00385660,0.16804241,0.72126253,2.06215675,0.26654959,0.24145746,0.02308765,0.11678391
-5.19559780,2.69272075,0.00405157,0.16550567,0.70563563,2.02215493,0.26509257,0.23915627,0.02322485,0.11566223
-5.18959480,2.65093196,0.00423440,0.16282754,0.69003381,1.98424089,0.26421713,0.23650638,0.02333829,0.11483367
-5.18359180,2.61095746,0.00440122,0.16007445,0.67446327,1.94833443,0.26402368,0.23358685,0.02342563,0.11426245
-5.17758879,2.57284913,0.00454847,0.15732294,0.65894960,1.91433528,0.26461669,0.23048984,0.02348545,0.11391010
-5.17158579,2.53667205,0.00467302,0.15465804,0.64353637,1.88213373,0.26610411,0.22731853,0.02351732,0.11373683
-5.16558279,2.50251297,0.00477226,0.15217140,0.62828321,1.85162272,0.26859667,0.22418454,0.02352181,0.11370290
-5.15957979,2.47048883,0.00484425,0.14995895,0.61326370,1.82271062,0.27220668,0.22120518,0.02350057,0.11377000
-5.15357679,2.44075490,0.00488774,0.14811838,0.59856302,1.79533423,0.27704656,0.21850037,0.02345626,0.11390266
-5.14757379,2.41351189,0.00490225,0.14674640,0.58427566,1.76947119,0.28322693,0.21618949,0.02339258,0.11406948
-5.14157079,2.38901123,0.00488810,0.14593592,0.57050311,1.74515101,0.29085418,0.21438822,0.02331412,0.11424429
-5.13556778,2.36755809,0.00484641,0.14577314,0.55735157,1.72246394,0.30002771,0.21320535,0.02322632,0.11440716
-5.12956478,2.34951132,0.00477907,0.14633482,0.54492973,1.70156706,0.31083664,0.21273982,0.02313530,0.11454510
-5.12356178,2.33527992,0.00468868,0.14768555,0.53334657,1.68268682,0.32335628,0.21307784,0.02304770,0.11465251
-5.11755878,2.32531574,0.00457850,0.14987543,0.52270913,1.66611774,0.33764423,0.21429037,0.02297047,0.11473140
-5.11155578,2.32010227,0.00445232,0.15293789,0.51312015,1.65221685,0.35373651,0.21643093,0.02291069,0.11479124
-5.10555278,2.32013960,0.00431436,0.15688806,0.50467572,1.64139392,0.37164366,0.21953383,0.02287526,0.11484844
-5.09954977,2.32592603,0.00416914,0.16172155,0.49746265,1.63409766,0.39134719,0.22361281,0.02287067,0.11492567
-5.09354677,2.33793689,0.00402136,0.16741381,0.49155592,1.63079817,0.41279646,0.22866030,0.02290278,0.11505075
-5.08754377,2.35660134,0.00387576,0.17392004,0.48701596,1.63196643,0.43590639,0.23464720,0.02297650,0.11525538
-5.08154077,2.38227834,0.00373695,0.18117578,0.48388607,1.63805156,0.46055607,0.24152325,0.02309562,0.11557369
-5.07553777,2.41523273,0.00360935,0.18909812,0.48218992,1.64945687,0.48658851,0.24921808,0.02326257,0.11604064
-5.06953477,2.45561274,0.00349705,0.19758759,0.48192946,1.66651568,0.51381176,0.25764283,0.02347826,0.11669036
-5.06353177,2.50343013,0.00340370,0.20653057,0.48308323,1.68946821,0.54200140,0.26669235,0.02374200,0.11755461
-5.05752876,2.55854405,0.00333246,0.21580235,0.48560530,1.71844052,0.57090444,0.27624797,0.02405142,0.11866119
-5.05152576,2.62064952,0.00328591,0.22527052,0.48942501,1.75342665,0.60024471,0.28618072,0.02440245,0.12003264
-5.04552276,2.68927149,0.00326606,0.23479882,0.49444749,1.79427491,0.62972940,0.29635487,0.02478946,0.12168514
-5.03951976,2.76376489,0.00327428,0.24425108,0.50055519,1.84067905,0.65905675,0.30663170,0.02520532,0.12362761
-5.03351676,2.84332089,0.00331131,0.25349531,0.50761022,1.89217502,0.68792453,0.31687346,0.02564163,0.12586125
-5.02751376,2.92697960,0.00337727,0.26240760,0.51545770,1.94814349,0.71603893,0.32694711,0.02608896,0.12837926
-5.02151076,3.01364854,0.00347169,0.27087587,0.52392978,2.00781852,0.74312365,0.33672800,0.02653710,0.13116701
-5.01550775,3.10212669,0.00359355,0.27880312,0.53285039,2.07030187,0.76892861,0.34610313,0.02697541,0.13420246
-5.00950475,3.19113306,0.00374129,0.28611022,0.54204028,2.13458293,0.79323806,0.35497397,0.02739311,0.13745685
-5.00350175,3.27933893,0.00391289,0.29273809,0.55132243,2.19956336,0.81587767,0.36325873,0.02777964,0.14089567
-4.99749875,3.36540255,0.00410588,0.29864909,0.56052732,2.26408567,0.83672031,0.37089393,0.02812499,0.14447982
-4.99149575,3.44800513,0.00431746,0.30382781,0.56949790,2.32696491,0.85569024,0.37783541,0.02841993,0.14816688
-4.98549275,3.52588684,0.00454450,0.30828099,0.57809413,2.38702200,0.87276562,0.38405853,0.02865638,0.15191243
-4.97948974,3.59788155,0.00478362,0.31203688,0.58619677,2.44311782,0.88797915,0.38955785,0.02882754,0.15567146
-4.97348674,3.66294917,0.00503127,0.31514381,0.59371033,2.49418654,0.90141704,0.39434616,0.02892812,0.15939966
-4.96748374,3.72020437,0.00528378,0.31766831,0.60056500,2.53926710,0.91321609,0.39845306,0.02895445,0.16305463
-4.96148074,3.76894099,0.00553742,0.31969279,0.60671767,2.57753167,0.92355932,0.40192317,0.02890453,0.16659701
-4.95547774,3.80865095,0.00578849,0.32131279,0.61215181,2.60830988,0.93267013,0.40481401,0.02877807,0.16999127
-4.94947474,3.83903739,0.00603339,0.32263409,0.61687644,2.63110815,0.94080543,0.40719382,0.02857641,0.17320654
-4.94347174,3.86002142,0.00626872,0.32376971,0.62092425,2.64562315,0.94824768,0.40913926,0.02830249,0.17621697
-4.93746873,3.87174223,0.00649132,0.32483680,0.62434889,2.65174914,0.95529646,0.41073316,0.02796067,0.17900203
-4.93146573,3.87455057,0.00669837,0.32595364,0.62722171,2.64957866,0.96225947,0.41206241,0.02755657,0.18154656
-4.92546273,3.86899576,0.00688750,0.32723674,0.62962802,2.63939683,0.96944344,0.41321594,0.02709690,0.18384054
-4.91945973,3.85580646,0.00705679,0.32879804,0.63166306,2.62166921,0.97714486,0.41428280,0.02658923,0.18587875
-4.91345673,3.83586586,0.00720493,0.33074224,0.63342779,2.59702389,0.98564101,0.41535047,0.02604173,0.18766025
-4.90745373,3.81018193,0.00733116,0.33316428,0.63502474,2.56622835,0.99518110,0.41650317,0.02546298,0.18918766
-4.90145073,3.77985352,0.00743541,0.33614698,0.63655383,2.53016205,1.00597791,0.41782026,0.02486166,0.19046644
-4.89544772,3.74603351,0.00751823,0.33975873,0.63810854,2.48978572,1.01819993,0.41937461,0.02424637,0.19150400
-4.88944472,3.70988991,0.00758083,0.34405141,0.63977219,2.44610845,1.03196418,0.42123095,0.02362537,0.19230884
-4.88344172,3.67256642,0.00762500,0.34905831,0.64161472,2.40015392,1.04732988,0.42344411,0.02300635,0.19288968
-4.87743872,3.63514356,0.00765310,0.35479239,0.64368973,2.35292691,1.06429313,0.42605726,0.02239626,0.19325462
-4.87143572,3.59860177,0.00766791,0.36124462,0.64603207,2.30538125,1.08278293,0.42910001,0.02180114,0.19341041
-4.86543272,3.56378793,0.00767259,0.36838276,0.64865585,2.25839055,1.10265865,0.43258661,0.02122596,0.19336177
-4.85942971,3.53138639,0.00767044,0.37615043,0.65155311,2.21272259,1.12370927,0.43651416,0.02067452,0.19311093
-4.85342671,3.50189586,0.00766488,0.38446677,0.65469294,2.16901831,1.14565465,0.44086107,0.02014938,0.19265730
-4.84742371,3.47561301,0.00765915,0.39322666,0.65802142,2.12777605,1.16814904,0.44558585,0.01965188,0.19199730
-4.84142071,3.45262363,0.00765627,0.40230167,0.66146219,2.08934172,1.19078688,0.45062634,0.01918207,0.19112450
-4.83541771,3.43280194,0.00765881,0.41154175,0.66491781,2.05390495,1.21311117,0.45589957,0.01873883,0.19002988
-4.82941471,3.41581813,0.00766876,0.42077786,0.66827187,2.02150141,1.23462414,0.46130228,0.01831998,0.18870237
-4.82341171,3.40115423,0.00768743,0.42982531,0.67139199,1.99202110,1.25480028,0.46671232,0.01792238,0.18712954
-4.81740870,3.38812768,0.00771533,0.43848805,0.67413358,1.96522218,1.27310127,0.47199084,0.01754213,0.18529860
-4.81140570,3.37592215,0.00775214,0.44656356,0.67634428,1.94074975,1.28899261,0.47698545,0.01717479,0.18319739
-4.80540270,3.36362427,0.00779669,0.45384849,0.67786915,1.91815886,1.30196117,0.48153411,0.01681556,0.18081568
-4.79939970,3.35026521,0.00784697,0.46014463,0.67855637,1.89694075,1.31153331,0.48546983,0.01645961,0.17814644
-4.79339670,3.33486542,0.00790020,0.46526521,0.67826331,1.87655136,1.31729274,0.48862598,0.01610222,0.17518714
-4.78739370,3.31648096,0.00795295,0.46904112,0.67686279,1.85644107,1.31889732,0.49084205,0.01573910,0.17194111
-4.78139070,3.29424954,0.00800128,0.47132693,0.67424930,1.83608433,1.31609432,0.49196952,0.01536659,0.16841870
-4.77538769,3.26743457,0.00804090,0.47200645,0.67034495,1.81500839,1.30873320,0.49187785,0.01498182,0.16463840
-4.76938469,3.23546535,0.00806737,0.47099745,0.66510492,1.79281977,1.29677549,0.49046005,0.01458293,0.16062766
-4.76338169,3.19797184,0.00807632,0.46825552,0.65852198,1.76922758,1.28030122,0.48763779,0.01416915,0.15642354
-4.75737869,3.15481250,0.00806359,0.46377674,0.65063017,1.74406292,1.25951151,0.48336569,0.01374086,0.15207295
-4.75137569,3.10609400,0.00802552,0.45759915,0.64150708,1.71729333,1.23472723,0.47763464,0.01329967,0.14763263
-4.74537269,3.05218180,0.00795904,0.44980272,0.63127473,1.68903194,1.20638349,0.47047391,0.01284832,0.14316872
-4.73936968,2.99370101,0.00786187,0.44050813,0.62009890,1.65954075,1.17502041,0.46195201,0.01239065,0.13875592
-4.73336668,2.93152723,0.00773260,0.42987401,0.60818675,1.62922782,1.14127008,0.45217610,0.01193144,0.13447629
-4.72736368,2.86676743,0.00757078,0.41809300,0.59578275,1.59863842,1.10584041,0.44129007,0.01147627,0.13041763
-4.72136068,2.80073130,0.00737696,0.40538668,0.58316300,1.56844008,1.06949630,0.42947126,0.01103129,0.12667156
-4.71535768,2.73489385,0.00715265,0.39199945,0.57062799,1.53940222,1.03303871,0.41692586,0.01060299,0.12333122
-4.70935468,2.67085038,0.00690029,0.37819177,0.55849395,1.51237063,0.99728240,0.40388329,0.01019799,0.12048876
-4.70335168,2.61026534,0.00662312,0.36423280,0.54708321,1.48823789,0.96303304,0.39058960,0.00982274,0.11823264
-4.69734867,2.55481663,0.00632512,0.35039285,0.53671367,1.46791040,0.93106442,0.37730031,0.00948329,0.11664484
-4.69134567,2.50613743,0.00601079,0.33693582,0.52768788,1.45227343,0.90209649,0.36427276,0.00918504,0.11579802
-4.68534267,2.46575768,0.00568501,0.32411192,0.52028209,1.44215529,0.87677500,0.35175842,0.00893254,0.11575281
-4.67933967,2.43504727,0.00535289,0.31215100,0.51473570,1.43829209,0.85565328,0.33999534,0.00872931,0.11655529
-4.67333667,2.41516340,0.00501955,0.30125652,0.51124156,1.44129446,0.83917679,0.32920118,0.00857764,0.11823483
-4.66733367,2.40700412,0.00468998,0.29160063,0.50993753,1.45161779,0.82767100,0.31956689,0.00847856,0.12080221
-4.66133067,2.41117022,0.00436888,0.28332032,0.51089978,1.46953714,0.82133291,0.31125145,0.00843176,0.12424843
-4.65532766,2.42793714,0.00406054,0.27651478,0.51413798,1.49512838,0.82022656,0.30437782,0.00843557,0.12854397
-4.64932466,2.45723846,0.00376869,0.27124425,0.51959297,1.52825630,0.82428263,0.29903015,0.00848704,0.13363877
-4.64332166,2.49866199,0.00349650,0.26753007,0.52713674,1.56857078,0.83330237,0.29525260,0.00858205,0.13946291
