energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-5.85592796,2.02731515,0.00168860,0.41552932,0.55388582,0.65178876,0.03142717,0.30902973,0.75694018,0.46412084
-5.84992496,2.12673818,0.00179418,0.43767391,0.56838239,0.68864244,0.03238950,0.32849674,0.80898714,0.48199465
-5.84392196,2.23019691,0.00189706,0.46081430,0.58267233,0.72695685,0.03336481,0.34919833,0.86322507,0.50055709
-5.83791896,2.33703566,0.00199591,0.48485894,0.59670095,0.76640697,0.03435017,0.37091667,0.91937068,0.51974898
-5.83191596,2.44655118,0.00208950,0.50970338,0.61040729,0.80665447,0.03534231,0.39341566,0.97712311,0.53949838
-5.82591296,2.55798637,0.00217674,0.53522797,0.62372078,0.84734835,0.03633746,0.41644198,1.03616163,0.55971745
-5.81990995,2.67052567,0.00225669,0.56129600,0.63655873,0.88812577,0.03733121,0.43972694,1.09614362,0.58029987
-5.81390695,2.78329287,0.00232860,0.58775239,0.64882485,0.92861332,0.03831840,0.46298892,1.15670313,0.60111922
-5.80790395,2.89535203,0.00239188,0.61442322,0.66040888,0.96842868,0.03929306,0.48593673,1.21745021,0.62202828
-5.80190095,3.00571180,0.00244614,0.64111605,0.67118734,1.00718312,0.04024839,0.50827363,1.27797123,0.64285946
-5.79589795,3.11333348,0.00249117,0.66762124,0.68102547,1.04448454,0.04117680,0.52970209,1.33783050,0.66342638
-5.78989495,3.21714269,0.00252690,0.69371417,0.68978020,1.07994145,0.04206997,0.54992905,1.39657307,0.68352659
-5.78389195,3.31604454,0.00255342,0.71915835,0.69730401,1.11316752,0.04291899,0.56867158,1.45372894,0.70294521
-5.77788894,3.40894173,0.00257093,0.74370936,0.70344936,1.14378687,0.04371453,0.58566269,1.50881865,0.72145954
-5.77188594,3.49475496,0.00257972,0.76711943,0.70807369,1.17143993,0.04444706,0.60065712,1.56136004,0.73884423
-5.76588294,3.57244503,0.00258015,0.78914247,0.71104438,1.19578950,0.04510704,0.61343685,1.61087605,0.75487690
-5.75987994,3.64103546,0.00257258,0.80953943,0.71224376,1.21652718,0.04568520,0.62381601,1.65690342,0.76934394
-5.75387694,3.69963493,0.00255742,0.82808370,0.71157354,1.23337953,0.04617271,0.63164513,1.69900172,0.78204609
-5.74787394,3.74745843,0.00253502,0.84456627,0.70895878,1.24611406,0.04656148,0.63681447,1.73676255,0.79280372
-5.74187094,3.78384628,0.00250574,0.85880054,0.70435097,1.25454454,0.04684431,0.63925630,1.76981846,0.80146151
-5.73586793,3.80828016,0.00246986,0.87062652,0.69773015,1.25853561,0.04701507,0.63894595,1.79785105,0.80789222
-5.72986493,3.82039546,0.00242766,0.87991421,0.68910603,1.25800634,0.04706886,0.63590180,1.82059812,0.81199960
-5.72386193,3.81998958,0.00237935,0.88656607,0.67851805,1.25293268,0.04700205,0.63018398,1.83785916,0.81372021
-5.71785893,3.80702562,0.00232514,0.89051853,0.66603442,1.24334861,0.04681240,0.62189202,1.84949931,0.81302409
-5.71185593,3.78163166,0.00226520,0.89174244,0.65175023,1.22934595,0.04649899,0.61116146,1.85545121,0.80991442
-5.70585293,3.74409549,0.00219972,0.89024247,0.63578472,1.21107288,0.04606228,0.59815961,1.85571491,0.80442621
-5.69984992,3.69485533,0.00212893,0.88605566,0.61827799,1.18873113,0.04550396,0.58308068,1.85035573,0.79662396
-5.69384692,3.63448696,0.00205307,0.87924904,0.59938715,1.16257210,0.04482695,0.56614038,1.83950026,0.78659880
-5.68784392,3.56368788,0.00197245,0.86991669,0.57928233,1.13289186,0.04403523,0.54757027,1.82333071,0.77446496
-5.68184092,3.48325944,0.00188747,0.85817628,0.55814254,1.10002549,0.04313378,0.52761213,1.80207792,0.76035602
-5.67583792,3.39408763,0.00179858,0.84416533,0.53615171,1.06434079,0.04212843,0.50651237,1.77601354,0.74442096
-5.66983492,3.29712352,0.00170632,0.82803748,0.51349499,1.02623172,0.04102575,0.48451689,1.74544175,0.72682048
-5.66383192,3.19336417,0.00161134,0.80995883,0.49035546,0.98611176,0.03983299,0.46186631,1.71069098,0.70772340
-5.65782891,3.08383475,0.00151432,0.79010466,0.46691140,0.94440753,0.03855793,0.43879191,1.67210620,0.68730369
-5.65182591,2.96957255,0.00141601,0.76865667,0.44333411,0.90155277,0.03720887,0.41551219,1.63004208,0.66573795
-5.64582291,2.85161343,0.00131723,0.74580070,0.41978633,0.85798295,0.03579453,0.39223021,1.58485749,0.64320354
-5.63981991,2.73098096,0.00121879,0.72172519,0.39642125,0.81413054,0.03432403,0.36913169,1.53691141,0.61987743
-5.63381691,2.60867849,0.00112152,0.69662031,0.37338211,0.77042118,0.03280685,0.34638381,1.48656057,0.59593562
-5.62781391,2.48568400,0.00102622,0.67067764,0.35080225,0.72727061,0.03125284,0.32413475,1.43415872,0.57155318
-5.62181091,2.36294762,0.00093366,0.64409043,0.32880560,0.68508244,0.02967213,0.30251376,1.38005745,0.54690471
-5.61580790,2.24139140,0.00084453,0.61705431,0.30750741,0.64424667,0.02807522,0.28163188,1.32460833,0.52216527
-5.60980490,2.12191080,0.00075945,0.58976817,0.28701526,0.60513874,0.02647285,0.26158287,1.26816607,0.49751135
-5.60380190,2.00537737,0.00067897,0.56243522,0.26743016,0.56811917,0.02487605,0.24244464,1.21109232,0.47312202
-5.59779890,1.89264202,0.00060352,0.53526392,0.24884761,0.53353340,0.02329608,0.22428073,1.15375965,0.44917989
-5.59179590,1.78453812,0.00053343,0.50846861,0.23135867,0.50171180,0.02174433,0.20714191,1.09655532,0.42587177
-5.58579290,1.68188404,0.00046894,0.48226983,0.21505085,0.47296964,0.02023232,0.19106770,1.03988441,0.40338909
-5.57978989,1.58548455,0.00041018,0.45689406,0.20000890,0.44760693,0.01877159,0.17608791,0.98417192,0.38192761
-5.57378689,1.49613063,0.00035721,0.43257280,0.18631533,0.42590788,0.01737361,0.16222386,0.92986359,0.36168678
-5.56778389,1.41459763,0.00030997,0.40954109,0.17405078,0.40814015,0.01604965,0.14948947,0.87742511,0.34286841
-5.56178089,1.34164146,0.00026837,0.38803532,0.16329419,0.39455364,0.01481072,0.13789215,0.82733980,0.32567474
-5.55577789,1.27799304,0.00023224,0.36829046,0.15412281,0.38537894,0.01366744,0.12743335,0.78010455,0.31030609
-5.54977489,1.22435112,0.00020139,0.35053675,0.14661203,0.38082558,0.01262987,0.11810899,0.73622417,0.29695794
-5.54377189,1.18137375,0.00017558,0.33499597,0.14083513,0.38108009,0.01170747,0.10990965,0.69620434,0.28581770
-5.53776888,1.14966884,0.00015456,0.32187747,0.13686297,0.38630402,0.01090891,0.10282062,0.66054334,0.27706121
-5.53176588,1.12978428,0.00013809,0.31137405,0.13476357,0.39663221,0.01024200,0.09682187,0.62972278,0.27084920
-5.52576288,1.12219800,0.00012592,0.30365789,0.13460169,0.41217130,0.00971354,0.09188797,0.60419785,0.26732365
-5.51975988,1.12730862,0.00011781,0.29887660,0.13643835,0.43299876,0.00932924,0.08798799,0.58438714,0.26660437
-5.51375688,1.14542696,0.00011356,0.29714974,0.14033039,0.45916261,0.00909356,0.08508555,0.57066260,0.26878585
-5.50775388,1.17676886,0.00011299,0.29856556,0.14632987,0.49068181,0.00900964,0.08313886,0.56333978,0.27393441
-5.50175088,1.22144968,0.00011595,0.30317848,0.15448347,0.52754745,0.00907919,0.08210099,0.56266885,0.28208587
-5.49574787,1.27948047,0.00012232,0.31100707,0.16483170,0.56972477,0.00930239,0.08192021,0.56882644,0.29324371
-5.48974487,1.35076609,0.00013201,0.32203267,0.17740806,0.61715586,0.00967779,0.08254052,0.58190867,0.30737776
-5.48374187,1.43510516,0.00014497,0.33619871,0.19223789,0.66976293,0.01020224,0.08390238,0.60192567,0.32442355
-5.47773887,1.53219169,0.00016117,0.35341069,0.20933702,0.72745201,0.01087085,0.08594345,0.62879748,0.34428219
-5.47173587,1.64161823,0.00018063,0.37353679,0.22871021,0.79011676,0.01167690,0.08859957,0.66235173,0.36682086
-5.46573287,1.76288030,0.00020337,0.39640905,0.25034926,0.85764211,0.01261189,0.09180569,0.70232310,0.39187382
-5.45972986,1.89538161,0.00022946,0.42182514,0.27423096,0.92990746,0.01366552,0.09549685,0.74835457,0.41924403
-5.45372686,2.03843997,0.00025899,0.44955055,0.30031473,1.00678911,0.01482576,0.09960920,0.80000050,0.44870516
-5.44772386,2.19129336,0.00029207,0.47932134,0.32854028,1.08816151,0.01607896,0.10408087,0.85673166,0.48000409
-5.44172086,2.35310599,0.00032881,0.51084709,0.35882514,1.17389732,0.01740999,0.10885275,0.91794188,0.51286374
-5.43571786,2.52297410,0.00036937,0.54381434,0.39106240,1.26386589,0.01880244,0.11386918,0.98295650,0.54698633
-5.42971486,2.69993135,0.00041391,0.57789019,0.42511871,1.35793007,0.02023883,0.11907843,1.05104224,0.58205681
-5.42371186,2.88295369,0.00046258,0.61272618,0.46083274,1.45594154,0.02170093,0.12443300,1.12141854,0.61774660
-5.41770885,3.07096390,0.00051556,0.64796241,0.49801430,1.55773458,0.02317007,0.12988977,1.19326988,0.65371756
-5.41170585,3.26283585,0.00057303,0.68323176,0.53644439,1.66311862,0.02462743,0.13540995,1.26575910,0.68962599
-5.40570285,3.45739876,0.00063514,0.71816436,0.57587615,1.77186997,0.02605448,0.14095888,1.33804125,0.72512692
-5.39969985,3.65344188,0.00070206,0.75239216,0.61603708,1.88372308,0.02743330,0.14650574,1.40927783,0.75987835
-5.39369685,3.84971989,0.00077389,0.78555363,0.65663248,1.99836196,0.02874696,0.15202308,1.47865101,0.79354564
-5.38769385,4.04495948,0.00085072,0.81729859,0.69735029,2.11541240,0.02997985,0.15748635,1.54537766,0.82580593
-5.38169085,4.23786766,0.00093259,0.84729308,0.73786712,2.23443554,0.03111804,0.16287347,1.60872285,0.85635250
-5.37568784,4.42714201,0.00101947,0.87522438,0.77785565,2.35492346,0.03214950,0.16816427,1.66801264,0.88489917
-5.36968484,4.61148330,0.00111126,0.90080590,0.81699300,2.47629738,0.03306440,0.17334016,1.72264589,0.91118462
-5.36368184,4.78961072,0.00120776,0.92378209,0.85496997,2.59790896,0.03385520,0.17838375,1.77210489,0.93497652
-5.35767884,4.96027960,0.00130868,0.94393317,0.89150083,2.71904503,0.03451683,0.18327871,1.81596470,0.95607561
-5.35167584,5.12230170,0.00141360,0.96107965,0.92633326,2.83893605,0.03504670,0.18800968,1.85390099,0.97431939
-5.34567284,5.27456759,0.00152201,0.97508639,0.95925813,2.95676819,0.03544468,0.19256232,1.88569627,0.98958562
-5.33966983,5.41607076,0.00163325,0.98586626,0.99011857,3.07169902,0.03571304,0.19692358,1.91124439,1.00179529
-5.33366683,5.54593261,0.00174653,0.99338312,1.01881802,3.18287643,0.03585629,0.20108200,1.93055319,1.01091513
-5.32766383,5.66342758,0.00186097,0.99765397,1.04532686,3.28946008,0.03588101,0.20502816,1.94374518,1.01695945
-5.32166083,5.76800730,0.00197554,0.99875018,1.06968707,3.39064486,0.03579563,0.20875522,1.95105620,1.01999127
-5.31565783,5.85932273,0.00208916,0.99679769,1.09201488,3.48568528,0.03561011,0.21225947,1.95283184,1.02012256
-5.30965483,5.93724306,0.00220065,0.99197593,1.11250093,3.57392001,0.03533572,0.21554089,1.94952165,1.01751351
-5.30365183,6.00187025,0.00230879,0.98451549,1.13140795,3.65479520,0.03498470,0.21860367,1.94167114,1.01237082
-5.29764882,6.05354806,0.00241235,0.97469445,1.14906578,3.72788573,0.03456995,0.22145665,1.92991130,1.00494477
-5.29164582,6.09286458,0.00251012,0.96283330,1.16586388,3.79291318,0.03410474,0.22411365,1.91494596,0.99552525
-5.28564282,6.12064759,0.00260093,0.94928858,1.18224130,3.84975951,0.03360237,0.22659356,1.89753692,0.98443653
-5.27963982,6.13795198,0.00268374,0.93444527,1.19867451,3.89847559,0.03307594,0.22892032,1.87848703,0.97203103
-5.27363682,6.14603911,0.00275760,0.91870806,1.21566325,3.93928386,0.03253803,0.23112258,1.85862153,0.95868194
-5.26763382,6.14634811,0.00282176,0.90249176,1.23371478,3.97257468,0.03200047,0.23323321,1.83876800,0.94477508
-5.26163082,6.14045948,0.00287562,0.88621106,1.25332696,3.99889599,0.03147412,0.23528842,1.81973523,0.93069987
-5.25562781,6.13005175,0.00291884,0.87026990,1.27497070,4.01893654,0.03096869,0.23732676,1.80229175,0.91683998
-5.24962481,6.11685234,0.00295126,0.85505090,1.29907218,4.03350283,0.03049254,0.23938781,1.78714444,0.90356364
-5.24362181,6.10258402,0.00297300,0.84090508,1.32599532,4.04349052,0.03005255,0.24151067,1.77491796,0.89121401
-5.23761881,6.08890875,0.00298437,0.82814231,1.35602525,4.04985123,0.02965402,0.24373233,1.76613576,0.88009999
-5.23161581,6.07737089,0.00298592,0.81702280,1.38935312,4.05355592,0.02930058,0.24608593,1.76120328,0.87048767
-5.22561281,6.06934194,0.00297838,0.80775008,1.42606288,4.05555621,0.02899414,0.24859902,1.76039406,0.86259290
-5.21960980,6.06596920,0.00296266,0.80046560,1.46612054,4.05674544,0.02873487,0.25129187,1.76383952,0.85657510
-5.21360680,6.06813043,0.00293979,0.79524533,1.50936649,4.05792099,0.02852122,0.25417600,1.77152280,0.85253283
-5.20760380,6.07639695,0.00291087,0.79209853,1.55551121,4.05974967,0.02834997,0.25725288,1.78327712,0.85050105
-5.20160080,6.09100689,0.00287706,0.79096872,1.60413488,4.06273803,0.02821634,0.26051306,1.79878907,0.85045050
-5.19559780,6.11185043,0.00283950,0.79173685,1.65469109,4.06720896,0.02811408,0.26393565,1.81760675,0.85228917
-5.18959480,6.13846807,0.00279930,0.79422665,1.70651501,4.07328602,0.02803567,0.26748839,1.83915272,0.85586579
-5.18359180,6.17006273,0.00275744,0.79821196,1.75883592,4.08088655,0.02797251,0.27112807,1.86274145,0.86097542
-5.17758879,6.20552558,0.00271480,0.80342558,1.81079406,4.08972425,0.02791515,0.27480171,1.88760077,0.86736678
-5.17158579,6.24347529,0.00267210,0.80956960,1.86146157,4.09932133,0.02785359,0.27844806,1.91289658,0.87475120
-5.16558279,6.28230920,0.00262985,0.81632647,1.90986701,4.10903007,0.02777753,0.28199974,1.93775989,0.88281278
-5.15957979,6.32026479,0.00258842,0.82337049,1.95502278,4.11806310,0.02767673,0.28538567,1.96131528,0.89121930
-5.15357679,6.35548900,0.00254794,0.83037924,1.99595467,4.12553103,0.02754128,0.28853385,1.98270961,0.89963358
-5.14757379,6.38611240,0.00250839,0.83704441,2.03173249,4.13048601,0.02736194,0.29137435,2.00113984,0.90772465
-5.14157079,6.41032537,0.00246958,0.84308157,2.06150062,4.13196913,0.02713047,0.29384228,2.01587889,0.91517848
-5.13556778,6.42645255,0.00243116,0.84823856,2.08450736,4.12905944,0.02683985,0.29588063,2.02629851,0.92170760
-5.12956478,6.43302258,0.00239269,0.85230213,2.10013179,4.12092231,0.02648455,0.29744298,2.03188817,0.92705945
-5.12356178,6.42882982,0.00235363,0.85510265,2.10790700,4.10685465,0.02606076,0.29849564,2.03226940,0.93102303
-5.11755878,6.41298529,0.00231344,0.85651674,2.10753857,4.08632492,0.02556646,0.29901944,2.02720503,0.93343372
-5.11155578,6.38495468,0.00227154,0.85646798,2.09891743,4.05900571,0.02500154,0.29901079,2.01660304,0.93417613
-5.10555278,6.34458170,0.00222741,0.85492556,2.08212642,4.02479746,0.02436783,0.29848219,2.00051509,0.93318493
-5.09954977,6.29209600,0.00218058,0.85190141,2.05744019,3.98384205,0.02366899,0.29746200,1.97913006,0.93044389
-5.09354677,6.22810549,0.00213069,0.84744587,2.02531830,3.93652565,0.02291047,0.29599359,1.95276298,0.92598313
-5.08754377,6.15357372,0.00207750,0.84164233,1.98639175,3.88347064,0.02209926,0.29413384,1.92184010,0.91987504
-5.08154077,6.06978370,0.00202089,0.83460128,1.94144354,3.82551722,0.02124372,0.29195117,1.88688100,0.91222898
-5.07553777,5.97829009,0.00196088,0.82645406,1.89138402,3.76369555,0.02035329,0.28952306,1.84847857,0.90318526
-5.06953477,5.88086227,0.00189763,0.81734674,1.83722209,3.69918992,0.01943819,0.28693343,1.80727790,0.89290859
-5.06353177,5.77942097,0.00183145,0.80743439,1.78003351,3.63329673,0.01850914,0.28426969,1.76395504,0.88158153
-5.05752876,5.67597152,0.00176276,0.79687590,1.72092769,3.56737837,0.01757700,0.28161985,1.71919640,0.86939793
-5.05152576,5.57253645,0.00169209,0.78582973,1.66101425,3.50281508,0.01665250,0.27906974,1.67367961,0.85655686
-5.04552276,5.47109047,0.00162005,0.77445032,1.60137081,3.44095714,0.01574593,0.27670039,1.62805646,0.84325711
-5.03951976,5.37349998,0.00154735,0.76288540,1.54301316,3.38307934,0.01486688,0.27458566,1.58293825,0.82969224
-5.03351676,5.28146950,0.00147471,0.75127401,1.48686891,3.33033969,0.01402403,0.27279036,1.53888378,0.81604641
-5.02751376,5.19649630,0.00140291,0.73974505,1.43375550,3.28374390,0.01322498,0.27136861,1.49639021,0.80249088
-5.02151076,5.11983468,0.00133271,0.72841627,1.38436318,3.24411686,0.01247609,0.27036273,1.45588650,0.78918110
-5.01550775,5.05247017,0.00126490,0.71739337,1.33924323,3.21208199,0.01178239,0.26980244,1.41772945,0.77625440
-5.00950475,4.99510406,0.00120024,0.70676929,1.29880169,3.18804879,0.01114756,0.26970456,1.38220184,0.76382818
-5.00350175,4.94814792,0.00113945,0.69662327,1.26329829,3.17220871,0.01057392,0.27007301,1.34951266,0.75199836
-4.99749875,4.91172750,0.00108326,0.68701984,1.23285031,3.16453895,0.01006248,0.27089911,1.31979883,0.74083839
-4.99149575,4.88569519,0.00103236,0.67800764,1.20744089,3.16481366,0.00961296,0.27216228,1.29312831,0.73039837
-4.98549275,4.86965007,0.00098740,0.66961806,1.18693100,3.17262150,0.00922395,0.27383085,1.26950433,0.72070467
-4.97948974,4.86296442,0.00094904,0.66186402,1.17107445,3.18738867,0.00889300,0.27586325,1.24887045,0.71175980
-4.97348674,4.86481540,0.00091789,0.65473882,1.15953508,3.20840613,0.00861676,0.27820923,1.23111656,0.70354279
-4.96748374,4.87422095,0.00089457,0.64821546,1.15190536,3.23485974,0.00839112,0.28081143,1.21608547,0.69601013
-4.96148074,4.89007845,0.00087969,0.64224652,1.14772563,3.26586226,0.00821138,0.28360691,1.20358033,0.68909723
-4.95547774,4.91120528,0.00087382,0.63676486,1.14650327,3.30048570,0.00807238,0.28652893,1.19337266,0.68272065
-4.94947474,4.93637992,0.00087755,0.63168521,1.14773118,3.33779314,0.00796866,0.28950879,1.18521107,0.67678108
-4.94347174,4.96438260,0.00089140,0.62690692,1.15090495,3.37686887,0.00789463,0.29247770,1.17883061,0.67116697
-4.93746873,4.99403436,0.00091589,0.62231760,1.15553843,3.41684580,0.00784467,0.29536872,1.17396248,0.66575894
-4.93146573,5.02423346,0.00095146,0.61779791,1.16117707,3.45692951,0.00781328,0.29811856,1.17034415,0.66043473
-4.92546273,5.05398801,0.00099846,0.61322702,1.16740910,3.49641809,0.00779520,0.30066946,1.16772933,0.65507456
-4.91945973,5.08244379,0.00105715,0.60848879,1.17387404,3.53471736,0.00778551,0.30297072,1.16589767,0.64956672
-4.91345673,5.10890635,0.00112767,0.60347810,1.18026870,3.57135086,0.00777969,0.30498015,1.16466364,0.64381306
-4.90745373,5.13285639,0.00120999,0.59810716,1.18635048,3.60596460,0.00777374,0.30666514,1.16388422,0.63773416
-4.90145073,5.15395784,0.00130390,0.59231126,1.19193812,3.63832633,0.00776423,0.30800340,1.16346487,0.63127383
-4.89544772,5.17205811,0.00140898,0.58605373,1.19690993,3.66831946,0.00774827,0.30898332,1.16336338,0.62440271
-4.88944472,5.18718024,0.00152462,0.57932964,1.20119987,3.69593194,0.00772364,0.30960381,1.16359132,0.61712068
-4.88344172,5.19950717,0.00164995,0.57216794,1.20479147,3.72124061,0.00768869,0.30987379,1.16421263,0.60945789
-4.87743872,5.20935846,0.00178385,0.56463194,1.20771012,3.74439155,0.00764240,0.30981113,1.16533946,0.60147432
-4.87143572,5.21716039,0.00192500,0.55681790,1.21001399,3.76557746,0.00758430,0.30944123,1.16712508,0.59325773
-4.86543272,5.22341056,0.00207182,0.54885175,1.21178398,3.78501292,0.00751444,0.30879525,1.16975408,0.58492021
-4.85942971,5.22863855,0.00222254,0.54088413,1.21311321,3.80290875,0.00743334,0.30790802,1.17343038,0.57659320
-4.85342671,5.23336440,0.00237522,0.53308381,1.21409642,3.81944666,0.00734191,0.30681580,1.17836324,0.56842144
-4.84742371,5.23805689,0.00252775,0.52562995,1.21481981,3.83475539,0.00724135,0.30555399,1.18475226,0.56055602
-4.84142071,5.24309375,0.00267794,0.51870348,1.21535174,3.84888969,0.00713310,0.30415485,1.19277180,0.55314678
-4.83541771,5.24872574,0.00282356,0.51247812,1.21573473,3.86181314,0.00701875,0.30264542,1.20255587,0.54633464
-4.82941471,5.25504678,0.00296235,0.50711145,1.21597913,3.87338588,0.00689991,0.30104574,1.21418416,0.54024406
-4.82341171,5.26197157,0.00309212,0.50273657,1.21605869,3.88335796,0.00677820,0.29936742,1.22767012,0.53497616
-4.81740870,5.26922226,0.00321079,0.49945470,1.21590834,3.89136892,0.00665511,0.29761274,1.24295169,0.53060279
-4.81140570,5.27632510,0.00331642,0.49732929,1.21542425,3.89695369,0.00653196,0.29577415,1.25988550,0.52716185
-4.80540270,5.28261747,0.00340728,0.49638175,1.21446615,3.89955488,0.00640987,0.29383451,1.27824473,0.52465426
-4.79939970,5.28726534,0.00348190,0.49658930,1.21286181,3.89854084,0.00628967,0.29176767,1.29772115,0.52304256
-4.79339670,5.28929055,0.00353905,0.49788476,1.21041357,3.89322892,0.00617192,0.28953975,1.31793126,0.52225139
-4.78739370,5.28760676,0.00357784,0.50015871,1.20690637,3.88291285,0.00605686,0.28711076,1.33842657,0.52216984
-4.78139070,5.28106280,0.00359767,0.50326352,1.20211727,3.86689301,0.00594445,0.28443665,1.35870739,0.52265551
-4.77538769,5.26849114,0.00359828,0.50701949,1.19582557,3.84450826,0.00583436,0.28147164,1.37824004,0.52354020
-4.76938469,5.24875972,0.00357974,0.51122245,1.18782340,3.81516774,0.00572600,0.27817068,1.39647635,0.52463688
-4.76338169,5.22082447,0.00354242,0.51565280,1.17792605,3.77838121,0.00561857,0.27449198,1.41287493,0.52574783
-4.75737869,5.18378031,0.00348702,0.52008535,1.16598168,3.73378652,0.00551109,0.27039942,1.42692325,0.52667331
-4.75137569,5.13690823,0.00341448,0.52429962,1.15187983,3.68117284,0.00540249,0.26586481,1.43815935,0.52722062
-4.74537269,5.07971636,0.00332600,0.52809013,1.13555844,3.62049866,0.00529164,0.26086978,1.44619256,0.52721296
-4.73936968,5.01197305,0.00322301,0.53127615,1.11700900,3.55190361,0.00517741,0.25540732,1.45072200,0.52649787
-4.73336668,4.93373068,0.00310710,0.53371054,1.09627957,3.47571367,0.00505876,0.24948282,1.45155212,0.52495464
-4.72736368,4.84533893,0.00298000,0.53528722,1.07347569,3.39243957,0.00493477,0.24311469,1.44860465,0.52250060
-4.72136068,4.74744697,0.00284354,0.53594698,1.04875895,3.30276831,0.00480470,0.23633435,1.44192620,0.51909577
-4.71535768,4.64099460,0.00269962,0.53568131,1.02234351,3.20754841,0.00466803,0.22918580,1.43169130,0.51474590
-4.70935468,4.52719252,0.00255017,0.53453406,0.99449059,3.10776945,0.00452454,0.22172471,1.41820052,0.50950348
-4.70335168,4.40749265,0.00239709,0.53260093,0.96550131,3.00453681,0.00437426,0.21401704,1.40187384,0.50346692
-4.69734867,4.28354969,0.00224226,0.53002668,0.93570812,2.89904277,0.00421754,0.20613734,1.38323927,0.49677778
-4.69134567,4.15717546,0.00208750,0.52700012,0.90546522,2.79253498,0.00405505,0.19816682,1.36291733,0.48961614
-4.68534267,4.03028770,0.00193450,0.52374730,0.87513843,2.68628379,0.00388775,0.19019120,1.34160166,0.48219441
-4.67933967,3.90485534,0.00178487,0.52052278,0.84509477,2.58154950,0.00371691,0.18229843,1.32003678,0.47474965
-4.67333667,3.78284226,0.00164008,0.51759968,0.81569225,2.47955070,0.00354404,0.17457652,1.29899348,0.46753492
-4.66733367,3.66615136,0.00150145,0.51525862,0.78727024,2.38143488,0.00337091,0.16711131,1.27924294,0.46080974
-4.66133067,3.55657103,0.00137017,0.51377610,0.76014059,2.28825204,0.00319949,0.15998447,1.26153040,0.45483028
-4.65532766,3.45572552,0.00124723,0.51341274,0.73457997,2.20093218,0.00303188,0.15327167,1.24654929,0.44983948
-4.64932466,3.36503096,0.00113349,0.51440182,0.71082339,2.12026698,0.00287036,0.14704098,1.23491683,0.44605757
-4.64332166,3.28565804,0.00102964,0.51693859,0.68905928,2.04689622,0.00271724,0.14135151,1.22715180,0.44367332
