k_distance,band,energy_ev
0.00000000,0,-68.52107779
0.00000000,1,-68.42290248
0.00000000,2,-35.80935596
0.00000000,3,-35.24507004
0.00000000,4,-35.24504968
0.00000000,5,-35.08503124
0.00000000,6,-35.05477046
0.00000000,7,-35.05475125
0.00000000,8,-17.19923433
0.00000000,9,-16.57076817
0.00000000,10,-13.20682763
0.00000000,11,-8.91212836
0.00000000,12,-8.50726944
0.00000000,13,-6.71888032
0.00000000,14,-6.71884087
0.00000000,15,-6.34336059
0.00000000,16,-5.69566863
0.00000000,17,-5.69564774
0.00000000,18,-5.61289730
0.00000000,19,-5.61288459
0.00000000,20,-5.23738314
0.00000000,21,-5.23726473
0.00000000,22,-4.00739336
0.00000000,23,-3.71815653
0.00000000,24,-3.71814609
0.00000000,25,-2.47608019
0.00000000,26,-2.47603849
0.00000000,27,-2.43348341
0.00000000,28,-1.81893762
0.00000000,29,-1.81884286
0.00000000,30,-1.39423486
0.00000000,31,-1.39421869
0.00000000,32,-0.87280254
0.00000000,33,0.45133781
0.00000000,34,1.15853986
0.00000000,35,1.80063767
0.00000000,36,1.80076217
0.00000000,37,2.10554492
0.00000000,38,2.10562909
0.00000000,39,3.52789106
0.00000000,40,5.48248851
0.00000000,41,6.40837765
0.00000000,42,6.51221510
0.01785714,0,-68.52095522
0.01785714,1,-68.42291836
0.01785714,2,-35.80901475
0.01785714,3,-35.24775117
0.01785714,4,-35.24564545
0.01785714,5,-35.08379761
0.01785714,6,-35.05555676
0.01785714,7,-35.05469924
0.01785714,8,-17.19478949
0.01785714,9,-16.56762849
0.01785714,10,-13.20301697
0.01785714,11,-8.90628922
0.01785714,12,-8.51407786
0.01785714,13,-6.71702093
0.01785714,14,-6.71430169
0.01785714,15,-6.34237259
0.01785714,16,-5.70136406
0.01785714,17,-5.69472761
0.01785714,18,-5.61822678
0.01785714,19,-5.61127505
0.01785714,20,-5.23905805
0.01785714,21,-5.23883908
0.01785714,22,-4.00895181
0.01785714,23,-3.72097312
0.01785714,24,-3.71902495
0.01785714,25,-2.60195791
0.01785714,26,-2.47387037
0.01785714,27,-2.32668048
0.01785714,28,-1.84789694
0.01785714,29,-1.84751983
0.01785714,30,-1.39278903
0.01785714,31,-1.36616458
0.01785714,32,-0.86194756
0.01785714,33,0.46631952
0.01785714,34,1.18102709
0.01785714,35,1.79061615
0.01785714,36,1.80774963
