energy_ev,total_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,1.94362607,0.92641805,0.84285380,0.02562294,0.61355372,0.38498591,0.00000000
-5.99399700,1.96814853,0.95642376,0.85333312,0.02449729,0.61837310,0.38934954,0.00000000
-5.98799400,1.99744467,0.98887650,0.86606972,0.02333175,0.62452694,0.39498171,0.00000000
-5.98199100,2.03100811,1.02337363,0.88086016,0.02213866,0.63189048,0.40179166,0.00000000
-5.97598799,2.06825458,1.05945771,0.89745710,0.02093131,0.64032612,0.40966018,0.00000000
-5.96998499,2.10853273,1.09662592,0.91557564,0.01972341,0.64968459,0.41844332,0.00000000
-5.96398199,2.15113747,1.13434103,0.93490102,0.01852861,0.65980631,0.42797680,0.00000000
-5.95797899,2.19532570,1.17204365,0.95509751,0.01736005,0.67052327,0.43808137,0.00000000
-5.95197599,2.24033391,1.20916560,0.97581818,0.01622989,0.68166117,0.44856864,0.00000000
-5.94597299,2.28539746,1.24514393,0.99671525,0.01514905,0.69304205,0.45924732,0.00000000
-5.93996998,2.32977083,1.27943534,1.01745086,0.01412687,0.70448739,0.46992966,0.00000000
-5.93396698,2.37274848,1.31153047,1.03770765,0.01317094,0.71582153,0.48043789,0.00000000
-5.92796398,2.41368549,1.34096787,1.05719915,0.01228696,0.72687553,0.49061038,0.00000000
-5.92196098,2.45201751,1.36734697,1.07567929,0.01147876,0.73749129,0.50030739,0.00000000
-5.91595798,2.48727912,1.39033988,1.09295110,0.01074827,0.74752574,0.50941618,0.00000000
-5.90995498,2.51912022,1.40970135,1.10887393,0.01009567,0.75685514,0.51785531,0.00000000
-5.90395198,2.54731951,1.42527681,1.12336925,0.00951952,0.76537913,0.52557804,0.00000000
-5.89794897,2.57179472,1.43700789,1.13642464,0.00901698,0.77302447,0.53257457,0.00000000
-5.89194597,2.59260888,1.44493527,1.14809592,0.00858402,0.77974817,0.53887328,0.00000000
-5.88594297,2.60997257,1.44919878,1.15850723,0.00821574,0.78553998,0.54454068,0.00000000
-5.87993997,2.62424147,1.45003434,1.16784914,0.00790655,0.79042387,0.54968025,0.00000000
-5.87393697,2.63590956,1.44776817,1.17637472,0.00765051,0.79445860,0.55443010,0.00000000
-5.86793397,2.64559764,1.44280794,1.18439369,0.00744153,0.79773703,0.55895957,0.00000000
-5.86193097,2.65403765,1.43563151,1.19226475,0.00727363,0.80038434,0.56346480,0.00000000
-5.85592796,2.66205293,1.42677326,1.20038635,0.00714115,0.80255497,0.56816346,0.00000000
-5.84992496,2.67053511,1.41680859,1.20918595,0.00703886,0.80442843,0.57328875,0.00000000
-5.84392196,2.68041806,1.40633715,1.21910817,0.00696216,0.80620406,0.57908281,0.00000000
-5.83791896,2.69264975,1.39596515,1.23060209,0.00690713,0.80809477,0.58578974,0.00000000
-5.83191596,2.70816273,1.38628759,1.24410783,0.00687060,0.81032010,0.59364835,0.00000000
-5.82591296,2.72784412,1.37787080,1.26004299,0.00685015,0.81309866,0.60288487,0.00000000
-5.81990995,2.75250599,1.37123605,1.27878899,0.00684408,0.81664032,0.61370584,0.00000000
-5.81390695,2.78285700,1.36684458,1.30067795,0.00685141,0.82113827,0.62629117,0.00000000
-5.80790395,2.81947627,1.36508471,1.32598022,0.00687173,0.82676134,0.64078783,0.00000000
-5.80190095,2.86279014,1.36626132,1.35489306,0.00690519,0.83364683,0.65730407,0.00000000
-5.79589795,2.91305287,1.37058809,1.38753078,0.00695234,0.84189402,0.67590455,0.00000000
-5.78989495,2.97033180,1.37818261,1.42391678,0.00701401,0.85155880,0.69660639,0.00000000
-5.78389195,3.03449769,1.38906455,1.46397770,0.00709127,0.86264944,0.71937638,0.00000000
-5.77788894,3.10522067,1.40315693,1.50754016,0.00718523,0.87512389,0.74412951,0.00000000
-5.77188594,3.18197224,1.42029030,1.55433023,0.00729705,0.88888860,0.77072879,0.00000000
-5.76588294,3.26403346,1.44020967,1.60397584,0.00742776,0.90379910,0.79898659,0.00000000
-5.75987994,3.35050922,1.46258406,1.65601240,0.00757826,0.91966236,0.82866749,0.00000000
-5.75387694,3.44034857,1.48701802,1.70989141,0.00774925,0.93624081,0.85949258,0.00000000
-5.74787394,3.53237040,1.51306510,1.76499212,0.00794121,0.95325810,0.89114527,0.00000000
-5.74187094,3.62529404,1.54024246,1.82063598,0.00815437,0.97040641,0.92327834,0.00000000
-5.73586793,3.71777371,1.56804631,1.87610346,0.00838873,0.98735494,0.95552218,0.00000000
-5.72986493,3.80843582,1.59596767,1.93065278,0.00864404,1.00375957,0.98749396,0.00000000
-5.72386193,3.89591781,1.62350779,1.98353995,0.00891987,1.01927316,1.01880736,0.00000000
-5.71785893,3.97890729,1.65019296,2.03403947,0.00921558,1.03355614,1.04908264,0.00000000
-5.71185593,4.05617993,1.67558805,2.08146480,0.00953038,1.04628715,1.07795661,0.00000000
-5.70585293,4.12663487,1.69930845,2.12518804,0.00986336,1.05717312,1.10509222,0.00000000
-5.69984992,4.18932619,1.72103015,2.16465786,0.01021349,1.06595858,1.13018732,0.00000000
-5.69384692,4.24348955,1.74049763,2.19941514,0.01057963,1.07243378,1.15298235,0.00000000
-5.68784392,4.28856277,1.75752947,2.22910566,0.01096058,1.07644126,1.17326661,0.00000000
-5.68184092,4.32420003,1.77202162,2.25348943,0.01135508,1.07788084,1.19088301,0.00000000
-5.67583792,4.35027908,1.78394834,2.27244628,0.01176180,1.07671264,1.20573100,0.00000000
-5.66983492,4.36690157,1.79336109,2.28597767,0.01217933,1.07295820,1.21776780,0.00000000
-5.66383192,4.37438664,1.80038531,2.29420475,0.01260626,1.06669972,1.22700777,0.00000000
-5.65782891,4.37325845,1.80521566,2.29736279,0.01304108,1.05807748,1.23352025,0.00000000
-5.65182591,4.36422821,1.80810974,2.29579242,0.01348232,1.04728560,1.23742584,0.00000000
-5.64582291,4.34817171,1.80938077,2.28992814,0.01392844,1.03456640,1.23889137,0.00000000
-5.63981991,4.32610337,1.80938936,2.28028455,0.01437796,1.02020357,1.23812402,0.00000000
-5.63381691,4.29914779,1.80853468,2.26744100,0.01482944,1.00451455,1.23536450,0.00000000
-5.62781391,4.26850985,1.80724519,2.25202523,0.01528152,0.98784219,1.23087996,0.00000000
-5.62181091,4.23544419,1.80596916,2.23469646,0.01573295,0.97054628,1.22495657,0.00000000
-5.61580790,4.20122501,1.80516486,2.21612862,0.01618264,0.95299484,1.21789220,0.00000000
-5.60980490,4.16711666,1.80529069,2.19699406,0.01662966,0.93555570,1.20998921,0.00000000
-5.60380190,4.13434570,1.80679508,2.17794808,0.01707331,0.91858842,1.20154771,0.00000000
-5.59779890,4.10407466,1.81010638,2.15961468,0.01751304,0.90243661,1.19285922,0.00000000
-5.59179590,4.07737788,1.81562249,2.14257361,0.01794853,0.88742093,1.18420085,0.00000000
-5.58579290,4.05521950,1.82370056,2.12734893,0.01837961,0.87383274,1.17583011,0.00000000
-5.57978989,4.03843385,1.83464670,2.11439912,0.01880623,0.86192846,1.16798032,0.00000000
-5.57378689,4.02770832,1.84870594,2.10410892,0.01922841,0.85192471,1.16085652,0.00000000
-5.56778389,4.02356889,1.86605272,2.09678271,0.01964616,0.84399429,1.15463220,0.00000000
-5.56178089,4.02636857,1.88678221,2.09263972,0.02005945,0.83826298,1.14944650,0.00000000
-5.55577789,4.03627894,1.91090283,2.09181090,0.02046805,0.83480724,1.14540219,0.00000000
-5.54977489,4.05328528,1.93833043,2.09433764,0.02087155,0.83365282,1.14256429,0.00000000
-5.54377189,4.07718543,1.96888458,2.10017236,0.02126923,0.83477443,1.14095955,0.00000000
-5.53776888,4.10759289,2.00228735,2.10918096,0.02166005,0.83809638,1.14057664,0.00000000
-5.53176588,4.14394443,2.03816509,2.12114728,0.02204261,0.84349429,1.14136727,0.00000000
-5.52576288,4.18551242,2.07605335,2.13577955,0.02241515,0.85079798,1.14324824,0.00000000
-5.51975988,4.23142208,2.11540524,2.15271878,0.02277559,0.85979538,1.14610436,0.00000000
-5.51375688,4.28067348,2.15560330,2.17154908,0.02312157,0.87023755,1.14979242,0.00000000
-5.50775388,4.33216815,2.19597477,2.19180980,0.02345052,0.88184471,1.15414594,0.00000000
-5.50175088,4.38473989,2.23580991,2.21300916,0.02375979,0.89431321,1.15898083,0.00000000
-5.49574787,4.43718890,2.27438307,2.23463923,0.02404674,0.90732318,1.16410172,0.00000000
-5.48974487,4.48831858,2.31097583,2.25619180,0.02430888,0.92054693,1.16930889,0.00000000
-5.48374187,4.53697378,2.34490145,2.27717475,0.02454398,0.93365755,1.17440545,0.00000000
-5.47773887,4.58207919,2.37552977,2.29712835,0.02475022,0.94633775,1.17920471,0.00000000
-5.47173587,4.62267665,2.40231160,2.31564102,0.02492627,0.95828859,1.18353737,0.00000000
-5.46573287,4.65795976,2.42480153,2.33236393,0.02507140,0.96923770,1.18725825,0.00000000
-5.45972986,4.68730437,2.44267806,2.34702374,0.02518553,0.97894695,1.19025231,0.00000000
-5.45372686,4.71029366,2.45576021,2.35943312,0.02526926,0.98721906,1.19243963,0.00000000
-5.44772386,4.72673624,2.46401949,2.36949832,0.02532388,0.99390309,1.19377912,0.00000000
-5.44172086,4.73667657,2.46758646,2.37722336,0.02535132,0.99889845,1.19427077,0.00000000
-5.43571786,4.74039639,2.46675137,2.38271063,0.02535411,1.00215732,1.19395614,0.00000000
-5.42971486,4.73840705,2.46195836,2.38615741,0.02533526,1.00368536,1.19291708,0.00000000
-5.42371186,4.73143225,2.45379310,2.38784839,0.02529812,1.00354048,1.19127262,0.00000000
-5.41770885,4.72038149,2.44296410,2.38814424,0.02524631,1.00182988,1.18917393,0.00000000
-5.41170585,4.70631497,2.43027791,2.38746640,0.02518349,0.99870515,1.18679770,0.00000000
-5.40570285,4.69040071,2.41660928,2.38627855,0.02511325,0.99435572,1.18433791,0.00000000
-5.39969985,4.67386560,2.40286698,2.38506546,0.02503895,0.98900073,1.18199637,0.00000000
-5.39369685,4.65794200,2.38995679,2.38430983,0.02496355,0.98287974,1.17997244,0.00000000
-5.38769385,4.64381211,2.37874309,2.38446826,0.02488950,0.97624230,1.17845233,0.00000000
-5.38169085,4.63255246,2.37001071,2.38594720,0.02481860,0.96933716,1.17759839,0.00000000
-5.37568784,4.62508104,2.36442881,2.38908024,0.02475197,0.96240116,1.17753905,0.00000000
-5.36968484,4.62210961,2.36251856,2.39410766,0.02468991,0.95564865,1.17835985,0.00000000
-5.36368184,4.62410373,2.36462621,2.40115960,0.02463196,0.94926155,1.18009609,0.00000000
-5.35767884,4.63125268,2.37090319,2.41024377,0.02457683,0.94338084,1.18272764,0.00000000
-5.35167584,4.64345133,2.38129424,2.42123867,0.02452252,0.93809977,1.18617613,0.00000000
-5.34567284,4.66029526,2.39553467,2.43389286,0.02446633,0.93345916,1.19030511,0.00000000
-5.33966983,4.68109014,2.41315711,2.44783099,0.02440501,0.92944525,1.19492301,0.00000000
-5.33366683,4.70487545,2.43350775,2.46256628,0.02433491,0.92599002,1.19978919,0.00000000
-5.32766383,4.73046216,2.45577165,2.47751958,0.02425209,0.92297442,1.20462283,0.00000000
-5.32166083,4.75648310,2.47900625,2.49204420,0.02415257,0.92023408,1.20911446,0.00000000
-5.31565783,4.78145388,2.50218154,2.50545556,0.02403250,0.91756754,1.21293950,0.00000000
-5.30965483,4.80384207,2.52422532,2.51706450,0.02388838,0.91474653,1.21577354,0.00000000
-5.30365183,4.82214116,2.54407140,2.52621258,0.02371722,0.91152785,1.21730834,0.00000000
-5.29764882,4.83494596,2.56070850,2.53230776,0.02351680,0.90766627,1.21726801,0.00000000
-5.29164582,4.84102556,2.57322747,2.53485844,0.02328578,0.90292776,1.21542452,0.00000000
-5.28564282,4.83939011,2.58086463,2.53350424,0.02302388,0.89710241,1.21161153,0.00000000
-5.27963982,4.82934782,2.58303902,2.52804150,0.02273195,0.89001627,1.20573608,0.00000000
-5.27363682,4.81054895,2.57938165,2.51844212,0.02241200,0.88154148,1.19778723,0.00000000
-5.26763382,4.78301417,2.56975539,2.50486436,0.02206727,0.87160416,1.18784115,0.00000000
-5.26163082,4.74714554,2.55426441,2.48765480,0.02170209,0.86018954,1.17606236,0.00000000
-5.25562781,4.70371898,2.53325265,2.46734092,0.02132179,0.84734408,1.16270086,0.00000000
-5.24962481,4.65385831,2.50729142,2.44461437,0.02093253,0.83317444,1.14808516,0.00000000
-5.24362181,4.59899180,2.47715670,2.42030552,0.02054107,0.81784334,1.13261146,0.00000000
-5.23761881,4.54079308,2.44379711,2.39535019,0.02015449,0.80156257,1.11672940,0.00000000
-5.23161581,4.48110915,2.40829429,2.37075011,0.01977989,0.78458354,1.10092500,0.00000000
-5.22561281,4.42187889,2.37181741,2.34752885,0.01942411,0.76718584,1.08570153,0.00000000
-5.21960980,4.36504608,2.33557393,2.32668534,0.01909334,0.74966462,1.07155912,0.00000000
-5.21360680,4.31247116,2.30075905,2.30914723,0.01879289,0.73231721,1.05897417,0.00000000
-5.20760380,4.26584596,2.26850602,2.29572633,0.01852687,0.71543003,1.04837941,0.00000000
-5.20160080,4.22661575,2.23983949,2.28707848,0.01829799,0.69926625,1.04014557,0.00000000
-5.19559780,4.19591228,2.21563413,2.28366967,0.01810735,0.68405487,1.03456547,0.00000000
