energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Na_s_up,Na_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-4.03101551,0.60703843,-0.82296765,0.01512995,-0.02472392,0.12037683,-0.15478510,0.15457204,-0.22667095,0.27122127,-0.32169210,0.07912433,-0.21674197,0.00362966,-0.00859037,0.21560461,-0.29329259
-4.02501251,0.59388251,-0.79888770,0.01539173,-0.02413839,0.11686509,-0.15153104,0.15036611,-0.21700493,0.26472118,-0.31544863,0.07313361,-0.20013530,0.00342683,-0.00797212,0.21372061,-0.28519175
-4.01900950,0.58108155,-0.77580705,0.01566110,-0.02357829,0.11317836,-0.14818194,0.14644980,-0.20800610,0.25799835,-0.30928997,0.06801569,-0.18411058,0.00325329,-0.00738406,0.21217065,-0.27779156
-4.01300650,0.56855802,-0.75360753,0.01591951,-0.02304231,0.10931358,-0.14472939,0.14278846,-0.19961876,0.25106315,-0.30314064,0.06371650,-0.16881073,0.00310428,-0.00682942,0.21091554,-0.27099534
-4.00700350,0.55628544,-0.73217621,0.01614932,-0.02252660,0.10527370,-0.14116548,0.13936361,-0.19179026,0.24394753,-0.29693668,0.06018201,-0.15435200,0.00297524,-0.00631027,0.20994168,-0.26471446
-4.00100050,0.54429103,-0.71140839,0.01633431,-0.02202527,0.10106792,-0.13748274,0.13617314,-0.18447173,0.23670507,-0.29062597,0.05736017,-0.14082432,0.00286192,-0.00582763,0.20926218,-0.25887055
-3.99499750,0.53265665,-0.69121163,0.01646020,-0.02153090,0.09671176,-0.13367432,0.13323112,-0.17761906,0.22941038,-0.28416863,0.05520249,-0.12829260,0.00276050,-0.00538153,0.20891734,-0.25339794
-3.98899450,0.52151780,-0.67151058,0.01651504,-0.02103514,0.09222679,-0.12973433,0.13056696,-0.17119403,0.22215796,-0.27753777,0.05366498,-0.11679887,0.00266763,-0.00497118,0.20897425,-0.24824618
-3.98299150,0.51106073,-0.65225237,0.01648951,-0.02052932,0.08764025,-0.12565845,0.12822419,-0.16516557,0.21506035,-0.27072029,0.05270873,-0.10636488,0.00258051,-0.00459508,0.20952541,-0.24338254
-3.97698849,0.50151743,-0.63341199,0.01637711,-0.02000499,0.08298432,-0.12144451,0.12625864,-0.15951103,0.20824571,-0.26371784,0.05229985,-0.09699514,0.00249687,-0.00425122,0.21068655,-0.23879429
-3.97098549,0.49315882,-0.61499745,0.01617425,-0.01945454,0.07829521,-0.11709327,0.12473620,-0.15421731,0.20185475,-0.25654770,0.05240911,-0.08868012,0.00241498,-0.00393724,0.21259342,-0.23449059
-3.96498249,0.48628617,-0.59705405,0.01588027,-0.01887155,0.07361210,-0.11260902,0.12373014,-0.14928185,0.19603717,-0.24924356,0.05301102,-0.08139935,0.00233363,-0.00365054,0.21539780,-0.23050392
-3.95897949,0.48122110,-0.57966747,0.01549727,-0.01825128,0.06897585,-0.10800022,0.12331813,-0.14471323,0.19094766,-0.24185588,0.05408275,-0.07512435,0.00225208,-0.00338848,0.21926273,-0.22689065
-3.95297649,0.47829453,-0.56296521,0.01502991,-0.01759083,0.06442778,-0.10327988,0.12357899,-0.14053142,0.18674165,-0.23445194,0.05560266,-0.06982123,0.00217001,-0.00314849,0.22435713,-0.22373091
-3.94697349,0.47783499,-0.54711624,0.01448513,-0.01688932,0.06000825,-0.09846583,0.12458942,-0.13676750,0.18357093,-0.22711531,0.05754879,-0.06545280,0.00208743,-0.00292814,0.23085005,-0.22112746
-3.94097049,0.48015671,-0.53232858,0.01387177,-0.01614792,0.05575547,-0.09358063,0.12642064,-0.13346286,0.18157926,-0.21994470,0.05989725,-0.06198012,0.00200466,-0.00272525,0.23890459,-0.21920364
-3.93496748,0.48554799,-0.51884487,0.01320015,-0.01536976,0.05170431,-0.08865133,0.12913530,-0.13066790,0.18089817,-0.21305225,0.06262072,-0.05936361,0.00192218,-0.00253790,0.24867183,-0.21810034
-3.92896448,0.49426017,-0.50693607,0.01248170,-0.01455976,0.04788532,-0.08370888,0.13278450,-0.12844022,0.18164307,-0.20656119,0.06568704,-0.05756351,0.00184063,-0.00236450,0.26028496,-0.21797218
-3.92296148,0.50649780,-0.49689333,0.01172842,-0.01372434,0.04432395,-0.07878739,0.13740534,-0.12684233,0.18390978,-0.20060289,0.06905813,-0.05653990,0.00176069,-0.00220375,0.27385365,-0.21898286
-3.91695848,0.52241006,-0.48901868,0.01095252,-0.01287112,0.04104005,-0.07392308,0.14301876,-0.12593908,0.18777153,-0.19531356,0.07268927,-0.05625229,0.00168302,-0.00205465,0.28945905,-0.22130004
-3.91095548,0.54208389,-0.48361465,0.01016601,-0.01200856,0.03804758,-0.06915322,0.14962805,-0.12579482,0.19327661,-0.19083054,0.07652869,-0.05665887,0.00160826,-0.00191644,0.30714938,-0.22508980
-3.90495248,0.56553890,-0.48097347,0.00938029,-0.01114556,0.03535463,-0.06451492,0.15721774,-0.12647044,0.20044650,-0.18728847,0.08051768,-0.05771554,0.00153691,-0.00178857,0.32693623,-0.23051094
-3.89894947,0.59272408,-0.48136638,0.00860588,-0.01029113,0.03296368,-0.06004387,0.16575323,-0.12802050,0.20927473,-0.18481539,0.08459118,-0.05937490,0.00146937,-0.00167066,0.34879182,-0.23770938
-3.89294647,0.62351642,-0.48503333,0.00785218,-0.00945397,0.03087209,-0.05577326,0.17518081,-0.13049050,0.21972623,-0.18352901,0.08867880,-0.06158517,0.00140585,-0.00156240,0.37264695,-0.24681288
-3.88694347,0.65772125,-0.49217373,0.00712726,-0.00864221,0.02907281,-0.05173269,0.18542835,-0.13391443,0.23173726,-0.18353323,0.09270624,-0.06428938,0.00134644,-0.00146356,0.39838997,-0.25792615
-3.88094047,0.69507426,-0.50293852,0.00643777,-0.00786312,0.02755521,-0.04794739,0.19640627,-0.13831275,0.24521584,-0.18491507,0.09659713,-0.06742467,0.00129105,-0.00137392,0.42586651,-0.27112674
-3.87493747,0.73524488,-0.51742378,0.00578890,-0.00712291,0.02630597,-0.04443754,0.20800910,-0.14369086,0.26004265,-0.18774210,0.10027512,-0.07092205,0.00123947,-0.00129319,0.45488013,-0.28646148
-3.86893447,0.77784107,-0.53566613,0.00518434,-0.00642658,0.02531014,-0.04121794,0.22011720,-0.15003804,0.27607229,-0.19206040,0.10366613,-0.07470645,0.00119134,-0.00122104,0.48519369,-0.30394398
-3.86293147,0.82241504,-0.55764006,0.00462642,-0.00577787,0.02455202,-0.03829788,0.23259885,-0.15732701,0.29313501,-0.19789304,0.10670069,-0.07869729,0.00114625,-0.00115704,0.51653155,-0.32355273
-3.85692846,0.86847001,-0.58325688,0.00411616,-0.00517919,0.02401609,-0.03568132,0.24531245,-0.16551397,0.31103876,-0.20523923,0.10931622,-0.08280942,0.00110369,-0.00110066,0.54858259,-0.34523015
-3.85092546,0.91546772,-0.61236543,0.00365344,-0.00463171,0.02368776,-0.03336726,0.25810885,-0.17453918,0.32957159,-0.21407386,0.11145908,-0.08695450,0.00106313,-0.00105128,0.58100386,-0.36888232
-3.84492246,0.96283659,-0.64475423,0.00323713,-0.00413541,0.02355401,-0.03135036,0.27083379,-0.18432795,0.34850446,-0.22434758,0.11308639,-0.09104275,0.00102405,-0.00100818,0.61342512,-0.39437937
-3.83891946,1.00998058,-0.68015479,0.00286531,-0.00368923,0.02360380,-0.02962173,0.28333036,-0.19479195,0.36759452,-0.23598725,0.11416747,-0.09498497,0.00098594,-0.00097057,0.64545408,-0.42155643
-3.83291646,1.05628863,-0.71824577,0.00253543,-0.00329118,0.02382831,-0.02816976,0.29544144,-0.20583083,0.38658874,-0.24889664,0.11468468,-0.09869479,0.00094838,-0.00093762,0.67668244,-0.45021495
-3.82691346,1.10114467,-0.75865787,0.00224446,-0.00293854,0.02422092,-0.02698109,0.30701222,-0.21733394,0.40522808,-0.26295750,0.11463397,-0.10209096,0.00091098,-0.00090844,0.70669279,-0.48012441
-3.82091046,1.14393831,-0.80097903,0.00198909,-0.00262805,0.02477705,-0.02604154,0.31789265,-0.22918218,0.42325215,-0.27803068,0.11402465,-0.10509961,0.00087348,-0.00088217,0.73506621,-0.51102434
-3.81490745,1.18407603,-0.84475983,0.00176586,-0.00235603,0.02549375,-0.02533697,0.32793992,-0.24124982,0.44040437,-0.29395754,0.11287885,-0.10765643,0.00083571,-0.00085797,0.76139067,-0.54262649
-3.80890445,1.22099302,-0.88951902,0.00157129,-0.00211860,0.02636918,-0.02485404,0.33702101,-0.25340622,0.45643762,-0.31056149,0.11123030,-0.10970845,0.00079759,-0.00083507,0.78527004,-0.57461734
-3.80290145,1.25416537,-0.93474900,0.00140197,-0.00191180,0.02740193,-0.02458083,0.34501514,-0.26551756,0.47112023,-0.32764964,0.10912285,-0.11121556,0.00075915,-0.00081276,0.80633362,-0.60666091
-3.79689845,1.28312270,-0.97992146,0.00125467,-0.00173172,0.02859029,-0.02450723,0.35181629,-0.27744836,0.48424244,-0.34501483,0.10660851,-0.11215158,0.00072053,-0.00079044,0.82424606,-0.63840191
-3.79089545,1.30746073,-1.02449312,0.00112638,-0.00157464,0.02993153,-0.02462520,0.35733567,-0.28906299,0.49562284,-0.36243787,0.10374532,-0.11250473,0.00068192,-0.00076764,0.83871722,-0.66946944
-3.78489245,1.32685384,-1.06791188,0.00101437,-0.00143708,0.03142114,-0.02492871,0.36150408,-0.30022708,0.50511501,-0.37969015,0.10059512,-0.11227766,0.00064363,-0.00074399,0.84951195,-0.69948129
-3.77888944,1.34106692,-1.10962337,0.00091617,-0.00131588,0.03305222,-0.02541355,0.36427428,-0.31080893,0.51261382,-0.39653673,0.09722119,-0.11148688,0.00060598,-0.00071925,0.85645920,-0.72804899
-3.77288644,1.34996641,-1.14907827,0.00082965,-0.00120825,0.03481505,-0.02607694,0.36562299,-0.32068098,0.51806135,-0.41273997,0.09368614,-0.11016177,0.00056936,-0.00069332,0.85946026,-0.75478370
-3.76688344,1.35352992,-1.18574038,0.00075294,-0.00111175,0.03669672,-0.02691694,0.36555280,-0.32972136,0.52145219,-0.42806363,0.09004982,-0.10834298,0.00053416,-0.00066622,0.85849569,-0.77930290
-3.76088044,1.35185407,-1.21909571,0.00068447,-0.00102435,0.03868118,-0.02793178,0.36409369,-0.33781560,0.52283769,-0.44227760,0.08636772,-0.10608061,0.00050081,-0.00063805,0.85363059,-0.80123805
-3.75487744,1.34516005,-1.24866236,0.00062292,-0.00094435,0.04074934,-0.02911909,0.36130411,-0.34485849,0.52232919,-0.45516309,0.08268950,-0.10343205,0.00046973,-0.00060904,0.84501794,-0.82024291
-3.74887444,1.33379663,-1.27400143,0.00056721,-0.00087042,0.04287959,-0.03047514,0.35727164,-0.35075615,0.52009975,-0.46651831,0.07905806,-0.10045961,0.00044133,-0.00057946,0.83289963,-0.83600253
-3.74287144,1.31824014,-1.29472844,0.00051647,-0.00080150,0.04504850,-0.03199412,0.35211303,-0.35542827,0.51638447,-0.47616447,0.07550898,-0.09722815,0.00041600,-0.00054965,0.81760515,-0.84824260
-3.73686843,1.29909130,-1.31052526,0.00046999,-0.00073682,0.04723182,-0.03366750,0.34597370,-0.35881047,0.51147893,-0.48395190,0.07207033,-0.09380275,0.00039415,-0.00052002,0.79954767,-0.85673887
-3.73086543,1.27706865,-1.32115204,0.00042723,-0.00067584,0.04940559,-0.03548359,0.33902657,-0.36085677,0.50573600,-0.48976619,0.06876290,-0.09024652,0.00037613,-0.00049095,0.77921763,-0.86132628
-3.72486243,1.25299852,-1.32645875,0.00038778,-0.00061817,0.05154752,-0.03742727,0.33147023,-0.36154198,0.49956067,-0.49353408,0.06560075,-0.08661870,0.00036232,-0.00046288,0.75717386,-0.86190736
-3.71885943,1.22780171,-1.32639585,0.00035131,-0.00056359,0.05363840,-0.03948000,0.32352642,-0.36086408,0.49340318,-0.49522882,0.06259202,-0.08297306,0.00035308,-0.00043621,0.73403238,-0.85845962
-3.71285643,1.20247688,-1.32102356,0.00031760,-0.00051198,0.05566356,-0.04162004,0.31543690,-0.35884629,0.48775026,-0.49487486,0.05974000,-0.07935670,0.00034877,-0.00041134,0.71045325,-0.85104142
-3.70685343,1.17808100,-1.31051937,0.00028648,-0.00046329,0.05761429,-0.04382304,0.30745967,-0.35553886,0.48311484,-0.49255162,0.05704429,-0.07580923,0.00034977,-0.00038865,0.68712567,-0.83979601
-3.70085043,1.15570723,-1.29518322,0.00025785,-0.00041750,0.05948911,-0.04606286,0.29986468,-0.35102045,0.48002424,-0.48839608,0.05450202,-0.07236243,0.00035647,-0.00036850,0.66475188,-0.82495346
-3.69484742,1.13646061,-1.27544003,0.00023162,-0.00037465,0.06129491,-0.04831260,0.29292893,-0.34539890,0.47900720,-0.48260412,0.05210909,-0.06904024,0.00036927,-0.00035122,0.64403013,-0.80683037
-3.68884442,1.12143223,-1.25183938,0.00020778,-0.00033474,0.06304778,-0.05054599,0.28693127,-0.33881146,0.48057992,-0.47543041,0.04986131,-0.06585917,0.00038862,-0.00033715,0.62563739,-0.78582704
-3.68284142,1.11167233,-1.22505197,0.00018630,-0.00029780,0.06477355,-0.05273880,0.28214681,-0.33142431,0.48523157,-0.46718680,0.04775544,-0.06282902,0.00041498,-0.00032657,0.61021204,-0.76242232
-3.67683842,1.10816313,-1.19586301,0.00016723,-0.00026384,0.06650795,-0.05487045,0.27884114,-0.32343134,0.49340951,-0.45823917,0.04579001,-0.05995381,0.00044885,-0.00031980,0.59833728,-0.73716606
-3.67083542,1.11179210,-1.16516233,0.00015062,-0.00023283,0.06829650,-0.05692561,0.27726445,-0.31505228,0.50550480,-0.44900269,0.04396600,-0.05723297,0.00049075,-0.00031715,0.59052555,-0.71066945
-3.66483242,1.12332644,-1.13393140,0.00013654,-0.00020474,0.07019387,-0.05889578,0.27764573,-0.30652998,0.52183833,-0.43993558,0.04228729,-0.05466252,0.00054123,-0.00031892,0.58720450,-0.68359344
-3.65882941,1.14338958,-1.10322751,0.00012512,-0.00017953,0.07226303,-0.06078067,0.28018712,-0.29812708,0.54264815,-0.43153143,0.04076090,-0.05223641,0.00060085,-0.00032545,0.58870485,-0.65663554
-3.65282641,1.17244050,-1.07416523,0.00011651,-0.00015714,0.07457390,-0.06258946,0.28505871,-0.29012195,0.56807833,-0.42431007,0.03939706,-0.04994769,0.00067016,-0.00033710,0.59525064,-0.63051545
-3.64682341,1.21075676,-1.04789551,0.00011092,-0.00013751,0.07720189,-0.06434172,0.29239380,-0.28280406,0.59817013,-0.41880731,0.03820905,-0.04778967,0.00074973,-0.00035427,0.60695214,-0.60595971
-3.64082041,1.25842187,-1.02558280,0.00010863,-0.00012057,0.08022605,-0.06606795,0.30228488,-0.27646879,0.63285553,-0.41556354,0.03721299,-0.04575685,0.00084011,-0.00037737,0.62380167,-0.58368597
-3.63481741,1.31531777,-1.00838053,0.00010998,-0.00010628,0.08372709,-0.06780979,0.31478061,-0.27141182,0.67195394,-0.41511135,0.03642742,-0.04384575,0.00094182,-0.00040683,0.64567262,-0.56438706
-3.62881441,1.38112287,-0.99740551,0.00011538,-0.00009462,0.08778536,-0.06961974,0.32988364,-0.26792312,0.71517205,-0.41796257,0.03587291,-0.04205538,0.00105535,-0.00044312,0.67232179,-0.54871535
-3.62281141,1.45531614,-0.99371162,0.00012537,-0.00008560,0.09247870,-0.07156052,0.34754981,-0.26628079,0.76210737,-0.42459476,0.03557154,-0.04038763,0.00118116,-0.00048671,0.70339502,-0.53726764
-3.61680840,1.53718734,-0.99826342,0.00014061,-0.00007926,0.09788037,-0.07370390,0.36768853,-0.26674477,0.81225523,-0.43543751,0.03554644,-0.03884736,0.00131967,-0.00053805,0.73843620,-0.53057100
-3.61080540,1.62585334,-1.01191030,0.00016189,-0.00007571,0.10405706,-0.07612920,0.39016454,-0.26955061,0.86501948,-0.45085901,0.03582133,-0.03744227,0.00147124,-0.00059760,0.77689937,-0.52906980
-3.60480240,1.72028019,-1.03536183,0.00019018,-0.00007512,0.11106700,-0.07892145,0.41480105,-0.27490348,0.91972648,-0.47115297,0.03642005,-0.03618263,0.00163620,-0.00066574,0.81816372,-0.53311423
-3.59879940,1.81931046,-1.06916505,0.00022666,-0.00007775,0.11895832,-0.08216922,0.44138423,-0.28297258,0.97564208,-0.49652664,0.03736622,-0.03508084,0.00181483,-0.00074284,0.86155098,-0.54295062
-3.59279640,1.92169479,-1.11368448,0.00027272,-0.00008396,0.12776751,-0.08596227,0.46966889,-0.29388618,1.03199101,-0.52709008,0.03868286,-0.03415087,0.00200740,-0.00082915,0.90634482,-0.55871387
-3.58679340,2.02612675,-1.16908566,0.00033005,-0.00009421,0.13751823,-0.09038906,0.49938525,-0.30772745,1.08797805,-0.56284736,0.04039212,-0.03340768,0.00221410,-0.00092485,0.95181156,-0.58042221
-3.58079040,2.13127959,-1.23532291,0.00040064,-0.00010911,0.14822018,-0.09553426,0.53024655,-0.32453127,1.14281010,-0.60368998,0.04251500,-0.03286655,0.00243515,-0.00102998,0.99722146,-0.60797455
-3.57478739,2.23584345,-1.31213226,0.00048683,-0.00012944,0.15986840,-0.10147624,0.56195723,-0.34428224,1.19571837,-0.64939314,0.04507111,-0.03254250,0.00267070,-0.00114450,1.04186994,-0.64115070
-3.56878439,2.33856158,-1.39902992,0.00059140,-0.00015614,0.17244261,-0.10828475,0.59422137,-0.36691401,1.24597959,-0.69961499,0.04807841,-0.03244972,0.00292092,-0.00126819,1.08509787,-0.67961461
-3.56278139,2.43826406,-1.49531698,0.00071757,-0.00019040,0.18590684,-0.11601880,0.62675101,-0.39231004,1.29293561,-0.75389938,0.05155298,-0.03260108,0.00318594,-0.00140073,1.12631012,-0.72292065
-3.55677839,2.53389757,-1.60009047,0.00086909,-0.00023367,0.20020937,-0.12472474,0.65927407,-0.42030588,1.33601029,-0.81168219,0.05550868,-0.03300783,0.00346588,-0.00154166,1.16499181,-0.77052318
-3.55077539,2.62455007,-1.71226091,0.00105030,-0.00028769,0.21528269,-0.13443467,0.69154155,-0.45069291,1.37472314,-0.87230118,0.05995688,-0.03367932,0.00376083,-0.00169041,1.20072153,-0.82178905
-3.54477239,2.70946936,-1.83057604,0.00126613,-0.00035457,0.23104384,-0.14516523,0.72333357,-0.48322360,1.40869908,-0.93500952,0.06490606,-0.03462297,0.00407082,-0.00184630,1.23318097,-0.87601302
-3.53876938,2.78807501,-1.95365020,0.00152224,-0.00043680,0.24739492,-0.15691659,0.75446415,-0.51761795,1.43767407,-0.99899232,0.07036140,-0.03584427,0.00439585,-0.00200859,1.26216081,-0.93243564
-3.53276638,2.85996313,-2.07999845,0.00182497,-0.00053738,0.26422378,-0.16967193,0.78478451,-0.55357103,1.46149633,-1.06338604,0.07632437,-0.03734708,0.00473585,-0.00217651,1.28756250,-0.99026316
-3.52676338,2.92490438,-2.20807442,0.00218141,-0.00065981,0.28140508,-0.18339711,0.81418465,-0.59076138,1.48012345,-1.12729993,0.08279227,-0.03913388,0.00509065,-0.00234929,1.30939614,-1.04868879
-3.52076038,2.98283530,-2.33631034,0.00259939,-0.00080822,0.29880152,-0.19804069,0.84259335,-0.62885972,1.49361554,-1.18983880,0.08975780,-0.04120627,0.00545997,-0.00252621,1.32777442,-1.10691463
-3.51475738,3.03384398,-2.46315785,0.00308746,-0.00098742,0.31626541,-0.21353423,0.86997650,-0.66753778,1.50212505,-1.25012631,0.09720864,-0.04356549,0.00584344,-0.00270665,1.34290318,-1.16417344
-3.50875438,3.07815100,-2.58712794,0.00365482,-0.00120293,0.33364050,-0.22979280,0.89633386,-0.70647683,1.50588397,-1.30732774,0.10512710,-0.04621304,0.00624055,-0.00289014,1.35506899,-1.21974934
-3.50275138,3.11608675,-2.70682824,0.00431127,-0.00146111,0.35076418,-0.24671572,0.92169461,-0.74537538,1.50518905,-1.36067143,0.11348988,-0.04915133,0.00665066,-0.00307641,1.36462436,-1.27299674
-3.49674837,3.14806664,-2.82099632,0.00506700,-0.00176918,0.36746988,-0.26418750,0.94611161,-0.78395583,1.50038616,-1.40946794,0.12226789,-0.05238430,0.00707303,-0.00326542,1.37197129,-1.32335644
-3.49074537,3.17456538,-2.92852743,0.00593246,-0.00213524,0.38358982,-0.28207897,0.96965505,-0.82196970,1.49185440,-1.45312620,0.13142621,-0.05591808,0.00750681,-0.00345744,1.37754379,-1.37036841
-3.48474237,3.19609166,-3.02849581,0.00691810,-0.00256830,0.39895788,-0.30024858,0.99240537,-0.85920115,1.47999089,-1.49116596,0.14092423,-0.05976148,0.00795110,-0.00365303,1.38179027,-1.41368067
-3.47873937,3.21316442,-3.12016858,0.00803405,-0.00307827,0.41341273,-0.31854395,1.01444612,-0.89546883,1.46519699,-1.52322626,0.15071584,-0.06392648,0.00840496,-0.00385311,1.38515616,-1.45305374
-3.47273637,3.22629153,-3.20301206,0.00928982,-0.00367587,0.42680099,-0.33680356,1.03585676,-0.93062569,1.44786638,-1.54906944,0.16074982,-0.06842846,0.00886748,-0.00405895,1.38806768,-1.48836061
-3.46673337,3.23595170,-3.27669039,0.01069387,-0.00437253,0.43898038,-0.35485868,1.05670598,-0.96455724,1.42837549,-1.56858096,0.17097036,-0.07328637,0.00933782,-0.00427219,1.39091705,-1.51958237
-3.46073037,3.24257997,-3.34105699,0.01225318,-0.00518024,0.44982275,-0.37253561,1.07704553,-0.99717799,1.40707648,-1.58176512,0.18131765,-0.07852254,0.00981530,-0.00449479,1.39404960,-1.54679949
-3.45472736,3.24655703,-3.39613962,0.01397279,-0.00611133,0.45921696,-0.38965801,1.09690492,-1.02842675,1.38429275,-1.58873706,0.19172860,-0.08416235,0.01029939,-0.00472904,1.39775313,-1.57017962
-3.44872436,3.24820216,-3.44212006,0.01585535,-0.00717814,0.46707132,-0.40604965,1.11628719,-1.05826080,1.36031679,-1.58971174,0.20213753,-0.09023358,0.01078985,-0.00497749,1.40224966,-1.58996225
-3.44272136,3.24776977,-3.47930985,0.01790059,-0.00839269,0.47331571,-0.42153726,1.13516577,-1.08664952,1.33541023,-1.58499052,0.21247703,-0.09676544,0.01128670,-0.00524292,1.40768962,-1.60644123
-3.43671836,3.24544888,-3.50812347,0.02010496,-0.00976625,0.47790311,-0.43595360,1.15348268,-1.11356788,1.30980550,-1.57494618,0.22267868,-0.10378736,0.01179028,-0.00552824,1.41414861,-1.61994602
-3.43071536,3.24136522,-3.52905043,0.02246118,-0.01130884,0.48081060,-0.44914067,1.17114798,-1.13899022,1.28370871,-1.56000718,0.23267386,-0.11132745,0.01230124,-0.00583644,1.42162654,-1.63082256
-3.42471236,3.23558527,-3.54262781,0.02495797,-0.01302872,0.48203962,-0.46095296,1.18804058,-1.16288463,1.25730327,-1.54064184,0.24239447,-0.11941073,0.01282055,-0.00617047,1.43004914,-1.63941477
-3.41870935,3.22812179,-3.54941446,0.02757979,-0.01493177,0.48161573,-0.47126068,1.20401037,-1.18520847,1.23075373,-1.51734332,0.25177361,-0.12805719,0.01334940,-0.00653317,1.43927167,-1.64604755
-3.41270635,3.21894037,-3.54996804,0.03030685,-0.01702097,0.47958752,-0.47995280,1.21888166,-1.20590514,1.20420935,-1.49061580,0.26074621,-0.13727958,0.01388920,-0.00692718,1.44908461,-1.65101191
-3.40670335,3.20796652,-3.54482563,0.03311507,-0.01929579,0.47602512,-0.48693986,1.23245775,-1.22490243,1.17780721,-1.46096238,0.26924962,-0.14708133,0.01444144,-0.00735481,1.45922120,-1.65455309
-3.40070035,3.19509317,-3.53448874,0.03597637,-0.02175162,0.47101794,-0.49215634,1.24452665,-1.24211245,1.15167447,-1.42887499,0.27722410,-0.15745430,0.01500757,-0.00781800,1.46936661,-1.65686185
-3.39469735,3.18018827,-3.51941260,0.03885902,-0.02437940,0.46467216,-0.49556256,1.25486770,-1.25743317,1.12592965,-1.39482644,0.28461336,-0.16837687,0.01558888,-0.00831821,1.47916849,-1.65806941
-3.38869435,3.16310256,-3.50000016,0.04172823,-0.02716514,0.45710768,-0.49714594,1.26325906,-1.27075151,1.10068310,-1.35926459,0.29136497,-0.17981214,0.01618635,-0.00885635,1.48824871,-1.65824589
-3.38269135,3.14367735,-3.47660021,0.04454683,-0.03008978,0.44845499,-0.49692156,1.26948568,-1.28194771,1.07603651,-1.32260843,0.29743088,-0.19170659,0.01680049,-0.00943275,1.49621599,-1.65740243
-3.37668834,3.12175264,-3.44950940,0.04727616,-0.03312908,0.43885185,-0.49493195,1.27334776,-1.29090083,1.05208183,-1.28524601,0.30276786,-0.20398920,0.01743120,-0.01004712,1.50267914,-1.65549632
-3.37068534,3.09717538,-3.41897740,0.04987702,-0.03625370,0.42844007,-0.49124618,1.27466925,-1.29749495,1.02889983,-1.24753369,0.30733802,-0.21657117,0.01807761,-0.01069852,1.50726066,-1.65243912
-3.36468234,3.06980819,-3.38521463,0.05231078,-0.03942959,0.41736246,-0.48595803,1.27330632,-1.30162585,1.00655845,-1.20979658,0.31110932,-0.22934626,0.01873802,-0.01138537,1.50961023,-1.64810692
-3.35867934,3.03953840,-3.34840172,0.05454046,-0.04261844,0.40576000,-0.47918363,1.26915536,-1.30320771,0.98511151,-1.17232965,0.31405616,-0.24219186,0.01940977,-0.01210551,1.50941792,-1.64235235
-3.35267634,3.00628747,-3.30869999,0.05653187,-0.04577844,0.39376949,-0.47105831,1.26216033,-1.30217958,0.96459778,-1.13539935,0.31616001,-0.25497081,0.02008925,-0.01285614,1.50642653,-1.63501759
-3.34667334,2.97002060,-3.26626229,0.05825469,-0.04886517,0.38152151,-0.46173302,1.25231916,-1.29851124,0.94504083,-1.09924535,0.31740995,-0.26753384,0.02077187,-0.01363398,1.50044275,-1.62594771
-3.34067034,2.93075633,-3.22124355,0.05968342,-0.05183273,0.36913901,-0.45137038,1.23968892,-1.29220824,0.92644979,-1.06408221,0.31780340,-0.27972274,0.02145214,-0.01443526,1.49134687,-1.61500376
-3.33466733,2.88857569,-3.17381053,0.06079833,-0.05463490,0.35673634,-0.44014052,1.22438950,-1.28331590,0.90882106,-1.03010091,0.31734661,-0.29137403,0.02212377,-0.01525578,1.47910039,-1.60207507
-3.32866433,2.84363064,-3.12415038,0.06158603,-0.05722651,0.34441867,-0.42821684,1.20660563,-1.27192204,0.89214098,-0.99747010,0.31605525,-0.30232307,0.02277983,-0.01609102,1.46375147,-1.58709005
-3.32266133,2.79615111,-3.07247773,0.06204002,-0.05956472,0.33228201,-0.41577198,1.18658697,-1.25815848,0.87638941,-0.96633696,0.31395477,-0.31240848,0.02341294,-0.01693617,1.44543775,-1.57002530
-3.31665833,2.74645021,-3.01904002,0.06216091,-0.06161041,0.32041347,-0.40297403,1.16464620,-1.24220121,0.86154392,-0.93682800,0.31108068,-0.32147663,0.02401549,-0.01778620,1.42438633,-1.55091254
-3.31065533,2.69492705,-2.96412114,0.06195639,-0.06332936,0.30889178,-0.38998323,1.14115498,-1.22426918,0.84758447,-0.90904949,0.30747860,-0.32938612,0.02457992,-0.01863596,1.40091088,-1.52984313
-3.30465233,2.64206656,-2.90804324,0.06144102,-0.06469346,0.29778807,-0.37694914,1.11653777,-1.20462194,0.83449813,-0.88308794,0.30320405,-0.33601201,0.02509896,-0.01948014,1.37540557,-1.50697015
-3.29864932,2.58843600,-2.85116675,0.06063567,-0.06568154,0.28716656,-0.36400854,1.09126355,-1.18355604,0.82228359,-0.85901057,0.29832201,-0.34124960,0.02556587,-0.02031342,1.34833625,-1.48250790
-3.29264632,2.53467771,-2.79388869,0.05956683,-0.06628018,0.27708531,-0.35128391,1.06583553,-1.16140043,0.81095511,-0.83686597,0.29290611,-0.34501772,0.02597472,-0.02113045,1.32022854,-1.45672890
-3.28664332,2.48149808,-2.73663945,0.05826570,-0.06648410,0.26759672,-0.33888267,1.04077907,-1.13851093,0.80054551,-0.81668484,0.28703763,-0.34726129,0.02632055,-0.02192593,1.29165359,-1.42995854
