energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.66983492,2.26763654,0.04755688,0.11253064,0.65766519,0.23513532,0.08638186,0.99567714,1.23907476,0.07839399
-5.66383192,2.25883671,0.04929269,0.10896003,0.64236293,0.23718392,0.08685017,0.99143449,1.25243766,0.07718273
-5.65782891,2.24453656,0.05089227,0.10497969,0.62458766,0.23872912,0.08686420,0.98487973,1.26336197,0.07579477
-5.65182591,2.22513263,0.05232983,0.10065786,0.60467975,0.23975286,0.08643646,0.97622706,1.27189201,0.07424924
-5.64582291,2.20102308,0.05357984,0.09606453,0.58299619,0.24023500,0.08558983,0.96568809,1.27804072,0.07256640
-5.63981991,2.17259705,0.05461791,0.09126947,0.55990068,0.24015391,0.08435698,0.95346564,1.28178594,0.07076732
-5.63381691,2.14022662,0.05542164,0.08634044,0.53575428,0.23948747,0.08277942,0.93974896,1.28306986,0.06887356
-5.62781391,2.10426176,0.05597147,0.08134160,0.51090697,0.23821431,0.08090632,0.92471054,1.28180206,0.06690683
-5.62181091,2.06502842,0.05625154,0.07633218,0.48569041,0.23631530,0.07879294,0.90850457,1.27786573,0.06488868
-5.61580790,2.02282928,0.05625043,0.07136544,0.46041195,0.23377516,0.07649899,0.89126698,1.27112677,0.06284018
-5.60980490,1.97794711,0.05596174,0.06648798,0.43535015,0.23058415,0.07408676,0.87311694,1.26144510,0.06078163
-5.60380190,1.93064988,0.05538455,0.06173934,0.41075168,0.22673964,0.07161920,0.85415944,1.24868750,0.05873229
-5.59779890,1.88119702,0.05452369,0.05715190,0.38682961,0.22224760,0.06915803,0.83448868,1.23274096,0.05671015
-5.59179590,1.82984610,0.05338972,0.05275108,0.36376292,0.21712370,0.06676185,0.81419195,1.21352577,0.05473171
-5.58579290,1.77685906,0.05199874,0.04855575,0.34169709,0.21139413,0.06448450,0.79335336,1.19100728,0.05281178
-5.57978989,1.72250736,0.05037198,0.04457887,0.32074557,0.20509596,0.06237342,0.77205732,1.16520563,0.05096330
-5.57378689,1.66707540,0.04853518,0.04082821,0.30099191,0.19827701,0.06046842,0.75039125,1.13620277,0.04919722
-5.56778389,1.61086196,0.04651776,0.03730721,0.28249240,0.19099530,0.05880061,0.72844744,1.10414618,0.04752234
-5.56178089,1.55417932,0.04435196,0.03401584,0.26527893,0.18331794,0.05739164,0.70632379,1.06924926,0.04594521
-5.55577789,1.49735022,0.04207175,0.03095152,0.24936212,0.17531973,0.05625330,0.68412348,1.03178812,0.04447010
-5.54977489,1.44070289,0.03971183,0.02810989,0.23473439,0.16708130,0.05538736,0.66195371,0.99209524,0.04309888
-5.54377189,1.38456463,0.03730655,0.02548564,0.22137304,0.15868714,0.05478581,0.63992356,0.95055028,0.04183111
-5.53776888,1.32925449,0.03488898,0.02307316,0.20924331,0.15022338,0.05443135,0.61814142,0.90756868,0.04066404
-5.53176588,1.27507591,0.03248996,0.02086714,0.19830126,0.14177570,0.05429820,0.59671211,0.86358883,0.03959276
-5.52576288,1.22230978,0.03013745,0.01886301,0.18849667,0.13342720,0.05435318,0.57573422,0.81905858,0.03861035
-5.51975988,1.17120885,0.02785585,0.01705734,0.17977578,0.12525664,0.05455699,0.55529783,0.77442183,0.03770819
-5.51375688,1.12199391,0.02566569,0.01544812,0.17208403,0.11733685,0.05486567,0.53548299,0.73010611,0.03687626
-5.50775388,1.07485216,0.02358336,0.01403495,0.16536871,0.10973358,0.05523226,0.51635914,0.68651158,0.03610353
-5.50175088,1.02993804,0.02162112,0.01281911,0.15958156,0.10250473,0.05560843,0.49798556,0.64400213,0.03537846
-5.49574787,0.98737636,0.01978719,0.01180364,0.15468115,0.09569999,0.05594624,0.48041283,0.60289882,0.03468945
-5.48974487,0.94726770,0.01808607,0.01099325,0.15063517,0.08936088,0.05619978,0.46368529,0.56347587,0.03402542
-5.48374187,0.90969530,0.01651892,0.01039428,0.14742231,0.08352110,0.05632675,0.44784418,0.52595906,0.03337632
-5.47773887,0.87473315,0.01508402,0.01001451,0.14503382,0.07820716,0.05628987,0.43293120,0.49052647,0.03273361
-5.47173587,0.84245429,0.01377737,0.00986292,0.14347448,0.07343925,0.05605807,0.41899222,0.45731112,0.03209075
-5.46573287,0.81293854,0.01259319,0.00994942,0.14276294,0.06923209,0.05560742,0.40608058,0.42640515,0.03144352
-5.45972986,0.78627896,0.01152451,0.01028446,0.14293127,0.06559589,0.05492181,0.39425979,0.39786496,0.03079031
-5.45372686,0.76258618,0.01056369,0.01087858,0.14402368,0.06253714,0.05399326,0.38360514,0.37171682,0.03013224
-5.44772386,0.74198999,0.00970285,0.01174191,0.14609435,0.06005925,0.05282194,0.37420393,0.34796250,0.02947315
-5.44172086,0.72463791,0.00893431,0.01288354,0.14920430,0.05816294,0.05141590,0.36615427,0.32658437,0.02881943
-5.43571786,0.71069031,0.00825088,0.01431082,0.15341741,0.05684640,0.04979046,0.35956211,0.30754974,0.02817973
-5.42971486,0.70031237,0.00764608,0.01602868,0.15879573,0.05610510,0.04796736,0.35453679,0.29081407,0.02756452
-5.42371186,0.69366303,0.00711428,0.01803881,0.16539413,0.05593135,0.04597371,0.35118506,0.27632299,0.02698551
-5.41770885,0.69088148,0.00665075,0.02033891,0.17325455,0.05631366,0.04384077,0.34960397,0.26401316,0.02645503
-5.41170585,0.69207207,0.00625164,0.02292187,0.18240019,0.05723585,0.04160263,0.34987292,0.25381195,0.02598530
-5.40570285,0.69728835,0.00591392,0.02577516,0.19282980,0.05867613,0.03929484,0.35204538,0.24563628,0.02558769
-5.39969985,0.70651752,0.00563520,0.02888015,0.20451246,0.06060610,0.03695308,0.35614081,0.23939074,0.02527202
-5.39369685,0.71966615,0.00541360,0.03221171,0.21738325,0.06298990,0.03461192,0.36213717,0.23496548,0.02504589
-5.38769385,0.73654838,0.00524756,0.03573798,0.23133997,0.06578350,0.03230368,0.36996479,0.23223413,0.02491409
-5.38169085,0.75687750,0.00513563,0.03942031,0.24624126,0.06893434,0.03005751,0.37950188,0.23105202,0.02487815
-5.37568784,0.78026171,0.00507632,0.04321355,0.26190639,0.07238123,0.02789863,0.39057213,0.23125516,0.02493606
-5.36968484,0.80620485,0.00506795,0.04706656,0.27811684,0.07605479,0.02584781,0.40294478,0.23266013,0.02508210
-5.36368184,0.83411213,0.00510850,0.05092309,0.29461968,0.07987824,0.02392113,0.41633732,0.23506510,0.02530691
-5.35767884,0.86330139,0.00519555,0.05472290,0.31113289,0.08376874,0.02212989,0.43042077,0.23825205,0.02559770
-5.35167584,0.89301922,0.00532628,0.05840313,0.32735233,0.08763916,0.02048077,0.44482755,0.24199031,0.02593864
-5.34567284,0.92246186,0.00549745,0.06189998,0.34296029,0.09140027,0.01897624,0.45916170,0.24604111,0.02631144
-5.33966983,0.95079988,0.00570557,0.06515051,0.35763526,0.09496326,0.01761500,0.47301097,0.25016331,0.02669599
-5.33366683,0.97720566,0.00594696,0.06809457,0.37106254,0.09824253,0.01639266,0.48596044,0.25411976,0.02707122
-5.32766383,1.00088271,0.00621802,0.07067676,0.38294527,0.10115856,0.01530248,0.49760695,0.25768423,0.02741586
-5.32166083,1.02109525,0.00651545,0.07284836,0.39301540,0.10364088,0.01433610,0.50757383,0.26064843,0.02770938
-5.31565783,1.03719697,0.00683653,0.07456911,0.40104415,0.10563084,0.01348437,0.51552514,0.26282893,0.02793288
-5.30965483,1.04865754,0.00717948,0.07580880,0.40685137,0.10708415,0.01273809,0.52117893,0.26407350,0.02806981
-5.30365183,1.05508563,0.00754375,0.07654851,0.41031352,0.10797305,0.01208872,0.52431875,0.26426659,0.02810682
-5.29764882,1.05624744,0.00793039,0.07678159,0.41136976,0.10828803,0.01152901,0.52480298,0.26333375,0.02803426
-5.29164582,1.05207977,0.00834236,0.07651412,0.41002593,0.10803893,0.01105353,0.52257149,0.26124463,0.02784673
-5.28564282,1.04269718,0.00878478,0.07576507,0.40635615,0.10725543,0.01065911,0.51764943,0.25801454,0.02754330
-5.27963982,1.02839259,0.00926523,0.07456585,0.40050204,0.10598690,0.01034507,0.51014778,0.25370438,0.02712771
-5.27363682,1.00963163,0.00979384,0.07295960,0.39266942,0.10430154,0.01011344,0.50026083,0.24841892,0.02660827
-5.26763382,0.98704052,0.01038339,0.07099995,0.38312280,0.10228488,0.00996892,0.48826064,0.24230359,0.02599764
-5.26163082,0.96138827,0.01104924,0.06874943,0.37217770,0.10003766,0.00991886,0.47448857,0.23553977,0.02531244
-5.25562781,0.93356368,0.01180916,0.06627764,0.36019115,0.09767317,0.00997293,0.45934447,0.22833885,0.02457271
-5.24962481,0.90454805,0.01268305,0.06365912,0.34755078,0.09531406,0.01014285,0.44327377,0.22093522,0.02380124
-5.24362181,0.87538450,0.01369244,0.06097112,0.33466282,0.09308890,0.01044191,0.42675304,0.21357848,0.02302283
-5.23761881,0.84714511,0.01485993,0.05829125,0.32193951,0.09112829,0.01088439,0.41027455,0.20652513,0.02226341
-5.23161581,0.82089680,0.01620840,0.05569521,0.30978630,0.08956101,0.01148497,0.39433045,0.20002996,0.02154923
-5.22561281,0.79766725,0.01776019,0.05325451,0.29858929,0.08850993,0.01225801,0.37939693,0.19433761,0.02090592
-5.21960980,0.77841166,0.01953612,0.05103444,0.28870335,0.08808813,0.01321679,0.36591913,0.18967424,0.02035764
-5.21360680,0.76398167,0.02155437,0.04909224,0.28044122,0.08839509,0.01437275,0.35429705,0.18623993,0.01992625
-5.20760380,0.75509700,0.02382946,0.04747546,0.27406393,0.08951317,0.01573470,0.34487300,0.18420171,0.01963057
-5.20160080,0.75232091,0.02637107,0.04622076,0.26977283,0.09150452,0.01730804,0.33792094,0.18368765,0.01948569
-5.19559780,0.75604004,0.02918300,0.04535298,0.26770340,0.09440839,0.01909408,0.33363794,0.18478200,0.01950243
-5.18959480,0.76644920,0.03226222,0.04488452,0.26792114,0.09823900,0.02108937,0.33213800,0.18752173,0.01968690
-5.18359180,0.78354166,0.03559798,0.04481522,0.27041936,0.10298407,0.02328518,0.33344849,0.19189429,0.02004021
-5.17758879,0.80710523,0.03917129,0.04513246,0.27511931,0.10860404,0.02566708,0.33750907,0.19783696,0.02055834
-5.17158579,0.83672437,0.04295443,0.04581175,0.28187229,0.11503202,0.02821478,0.34417331,0.20523764,0.02123212
-5.16558279,0.87178832,0.04691098,0.04681752,0.29046392,0.12217455,0.03090201,0.35321293,0.21393715,0.02204740
-5.15957979,0.91150530,0.05099601,0.04810438,0.30062039,0.12991321,0.03369675,0.36432443,0.22373298,0.02298541
-5.15357679,0.95492238,0.05515666,0.04961847,0.31201651,0.13810699,0.03656160,0.37713803,0.23438450,0.02402318
-5.14757379,1.00095069,0.05933316,0.05129925,0.32428534,0.14659546,0.03945443,0.39122871,0.24561933,0.02513418
-5.14157079,1.04839525,0.06346004,0.05308127,0.33702917,0.15520273,0.04232919,0.40612892,0.25714097,0.02628901
-5.13556778,1.09598878,0.06746778,0.05489625,0.34983153,0.16374192,0.04513701,0.42134268,0.26863717,0.02745627
-5.12956478,1.14242823,0.07128462,0.05667511,0.36226977,0.17202023,0.04782737,0.43636066,0.27978908,0.02860346
-5.12356178,1.18641326,0.07483870,0.05835007,0.37392790,0.17984436,0.05034949,0.45067566,0.29028069,0.02969792
-5.11755878,1.22668506,0.07806017,0.05985666,0.38440931,0.18702607,0.05265380,0.46379819,0.29980832,0.03070783
-5.11155578,1.26206442,0.08088347,0.06113561,0.39334874,0.19338774,0.05469338,0.47527135,0.30808991,0.03160317
-5.10555278,1.29148755,0.08324948,0.06213458,0.40042331,0.19876775,0.05642545,0.48468483,0.31487356,0.03235663
-5.09954977,1.31403846,0.08510759,0.06280959,0.40536205,0.20302533,0.05781272,0.49168727,0.31994531,0.03294444
-5.09354677,1.32897648,0.08641742,0.06312622,0.40795368,0.20604486,0.05882460,0.49599669,0.32313559,0.03334711
-5.08754377,1.33575818,0.08715037,0.06306038,0.40805228,0.20773936,0.05943823,0.49740862,0.32432425,0.03354996
-5.08154077,1.33405251,0.08729068,0.06259883,0.40558081,0.20805297,0.05963920,0.49580162,0.32344398,0.03354363
-5.07553777,1.32374893,0.08683607,0.06173920,0.40053211,0.20696243,0.05942206,0.49114002,0.32048197,0.03332421
-5.06953477,1.30495813,0.08579799,0.06048979,0.39296772,0.20447742,0.05879044,0.48347390,0.31547977,0.03289339
-5.06353177,1.27800539,0.08420130,0.05886889,0.38301439,0.20063978,0.05775691,0.47293630,0.30853140,0.03225828
-5.05752876,1.24341718,0.08208357,0.05690383,0.37085845,0.19552165,0.05634249,0.45973790,0.29977992,0.03143113
-5.05152576,1.20190144,0.07949390,0.05462984,0.35673859,0.18922261,0.05457592,0.44415939,0.28941244,0.03042885
-5.04552276,1.15432270,0.07649150,0.05208855,0.34093710,0.18186602,0.05249261,0.42654195,0.27765403,0.02927243
-5.03951976,1.10167314,0.07314378,0.04932650,0.32377013,0.17359462,0.05013348,0.40727631,0.26476071,0.02798621
-5.03351676,1.04504072,0.06952442,0.04639351,0.30557739,0.16456572,0.04754358,0.38679075,0.25101186,0.02659711
-5.02751376,0.98557598,0.06571117,0.04334104,0.28671168,0.15494606,0.04477063,0.36553859,0.23670230,0.02513379
-5.02151076,0.92445856,0.06178371,0.04022061,0.26752862,0.14490668,0.04186362,0.34398568,0.22213449,0.02362579
-5.01550775,0.86286482,0.05782146,0.03708239,0.24837705,0.13461790,0.03887133,0.32259814,0.20761099,0.02210271
-5.00950475,0.80193762,0.05390157,0.03397390,0.22959028,0.12424473,0.03584103,0.30183099,0.19342749,0.02059344
-5.00350175,0.74275905,0.05009703,0.03093891,0.21147846,0.11394268,0.03281731,0.28211761,0.17986654,0.01912539
-4.99749875,0.68632690,0.04647504,0.02801665,0.19432236,0.10385427,0.02984105,0.26386063,0.16719217,0.01772394
-4.99149575,0.63353515,0.04309562,0.02524114,0.17836832,0.09410621,0.02694864,0.24742394,0.15564539,0.01641182
-4.98549275,0.58515886,0.04001050,0.02264083,0.16382479,0.08480740,0.02417141,0.23312634,0.14544062,0.01520875
-4.97948974,0.54184323,0.03726229,0.02023844,0.15086002,0.07604761,0.02153527,0.22123632,0.13676296,0.01413112
-4.97348674,0.50409679,0.03488393,0.01805100,0.13960107,0.06789695,0.01906057,0.21196838,0.12976633,0.01319173
-4.96748374,0.47228834,0.03289839,0.01609007,0.13013387,0.06040602,0.01676218,0.20548035,0.12457217,0.01239974
-4.96148074,0.44664721,0.03131866,0.01436208,0.12250412,0.05360660,0.01464971,0.20187194,0.12126880,0.01176059
-4.95547774,0.42726641,0.03014788,0.01286875,0.11671909,0.04751289,0.01272790,0.20118415,0.11991116,0.01127611
-4.94947474,0.41410811,0.02937973,0.01160767,0.11274980,0.04212315,0.01099716,0.20339961,0.12052091,0.01094464
-4.94347174,0.40701119,0.02899901,0.01057280,0.11053384,0.03742155,0.00945407,0.20844363,0.12308672,0.01076121
-4.93746873,0.40570026,0.02898226,0.00975505,0.10997838,0.03338027,0.00809208,0.21618608,0.12756485,0.01071781
-4.93146573,0.40979608,0.02929866,0.00914286,0.11096347,0.02996171,0.00690214,0.22644389,0.13387984,0.01080365
-4.92546273,0.41882702,0.02991091,0.00872266,0.11334553,0.02712058,0.00587332,0.23898438,0.14192542,0.01100553
-4.91945973,0.43224140,0.03077628,0.00847942,0.11696093,0.02480608,0.00499345,0.25352931,0.15156575,0.01130816
-4.91345673,0.44942079,0.03184776,0.00839704,0.12162979,0.02296388,0.00424971,0.26975981,0.16263689,0.01169460
-4.90745373,0.46969396,0.03307523,0.00845879,0.12715983,0.02153800,0.00362910,0.28732219,0.17494881,0.01214664
-4.90145073,0.49235173,0.03440671,0.00864765,0.13335042,0.02047247,0.00311895,0.30583459,0.18828789,0.01264526
-4.89544772,0.51666241,0.03578968,0.00894669,0.13999672,0.01971284,0.00270730,0.32489460,0.20242010,0.01317104
-4.88944472,0.54188789,0.03717237,0.00933932,0.14689400,0.01920751,0.00238322,0.34408764,0.21709480,0.01370468
-4.88344172,0.56730020,0.03850507,0.00980970,0.15384199,0.01890891,0.00213713,0.36299615,0.23204938,0.01422740
-4.87743872,0.59219824,0.03974142,0.01034298,0.16064938,0.01877441,0.00196098,0.38120925,0.24701459,0.01472143
-4.87143572,0.61592446,0.04083958,0.01092566,0.16713818,0.01876715,0.00184847,0.39833275,0.26172051,0.01517039
-4.86543272,0.63788105,0.04176334,0.01154593,0.17314804,0.01885674,0.00179515,0.41399925,0.27590320,0.01555975
-4.85942971,0.65754530,0.04248307,0.01219399,0.17854030,0.01901967,0.00179858,0.42787788,0.28931161,0.01587712
-4.85342671,0.67448346,0.04297648,0.01286239,0.18320167,0.01923977,0.00185832,0.43968350,0.30171478,0.01611258
-4.84742371,0.68836278,0.04322922,0.01354635,0.18704738,0.01950833,0.00197601,0.44918487,0.31290893,0.01625890
-4.84142071,0.69896114,0.04323518,0.01424412,0.19002374,0.01982420,0.00215539,0.45621149,0.32272419,0.01631170
-4.83541771,0.70617379,0.04299661,0.01495715,0.19210986,0.02019372,0.00240222,0.46065880,0.33103065,0.01626950
-4.82941471,0.71001689,0.04252394,0.01569036,0.19331847,0.02063039,0.00272423,0.46249152,0.33774347,0.01613371
-4.82341171,0.71062744,0.04183535,0.01645222,0.19369588,0.02115452,0.00313101,0.46174481,0.34282667,0.01590856
-4.81740870,0.70825951,0.04095613,0.01725471,0.19332071,0.02179256,0.00363379,0.45852327,0.34629546,0.01560084
-4.81140570,0.70327664,0.03991774,0.01811324,0.19230175,0.02257631,0.00424528,0.45299761,0.34821682,0.01521968
-4.80540270,0.69614050,0.03875674,0.01904632,0.19077464,0.02354196,0.00497928,0.44539922,0.34870819,0.01477621
-4.79939970,0.68739609,0.03751357,0.02007513,0.18889765,0.02472889,0.00585037,0.43601258,0.34793430,0.01428315
-4.79339670,0.67765379,0.03623114,0.02122288,0.18684650,0.02617828,0.00687339,0.42516597,0.34610202,0.01375434
-4.78739370,0.66756877,0.03495342,0.02251403,0.18480853,0.02793165,0.00806296,0.41322064,0.34345349,0.01320433
-4.78139070,0.65781834,0.03372399,0.02397337,0.18297616,0.03002913,0.00943283,0.40055883,0.34025758,0.01264784
-4.77538769,0.64907805,0.03258458,0.02562488,0.18154004,0.03250769,0.01099524,0.38757117,0.33680011,0.01209933
-4.76938469,0.64199719,0.03157372,0.02749057,0.18068201,0.03539933,0.01276017,0.37464376,0.33337303,0.01157251
-4.76338169,0.63717465,0.03072552,0.02958923,0.18056813,0.03872914,0.01473460,0.36214555,0.33026310,0.01107994
-4.75737869,0.63513589,0.03006851,0.03193514,0.18134203,0.04251360,0.01692176,0.35041636,0.32774047,0.01063261
-4.75137569,0.63631195,0.02962479,0.03453679,0.18311881,0.04675880,0.01932042,0.33975597,0.32604756,0.01023973
-4.74537269,0.64102127,0.02940927,0.03739581,0.18597974,0.05145898,0.02192423,0.33041483,0.32538892,0.00990835
-4.73936968,0.64945507,0.02942924,0.04050589,0.18996799,0.05659533,0.02472117,0.32258648,0.32592231,0.00964332
-4.73336668,0.66166696,0.02968407,0.04385209,0.19508560,0.06213513,0.02769314,0.31640219,0.32775158,0.00944709
-4.72736368,0.67756734,0.03016529,0.04741032,0.20129180,0.06803129,0.03081578,0.31192786,0.33092161,0.00931977
-4.72136068,0.69692284,0.03085680,0.05114720,0.20850284,0.07422242,0.03405843,0.30916335,0.33541569,0.00925917
-4.71535768,0.71936118,0.03173537,0.05502025,0.21659342,0.08063344,0.03738438,0.30804430,0.34115538,0.00926091
-4.70935468,0.74438129,0.03277138,0.05897853,0.22539963,0.08717670,0.04075138,0.30844628,0.34800311,0.00931870
-4.70335168,0.77136868,0.03392973,0.06296362,0.23472352,0.09375373,0.04411238,0.31019130,0.35576734,0.00942453
-4.69734867,0.79961544,0.03517094,0.06691104,0.24433896,0.10025743,0.04741659,0.31305619,0.36421020,0.00956907
-4.69134567,0.82834444,0.03645237,0.07075195,0.25399884,0.10657488,0.05061071,0.31678286,0.37305731,0.00974196
-4.68534267,0.85673686,0.03772958,0.07441523,0.26344324,0.11259047,0.05364040,0.32108977,0.38200948,0.00993225
-4.67933967,0.88396204,0.03895774,0.07782976,0.27240821,0.11818933,0.05645194,0.32568442,0.39075574,0.01012880
-4.67333667,0.90920867,0.04009299,0.08092679,0.28063512,0.12326100,0.05899389,0.33027619,0.39898725,0.01032070
-4.66733367,0.93171598,0.04109385,0.08364245,0.28787979,0.12770307,0.06121888,0.33458929,0.40641150,0.01049762
-4.66133067,0.95080377,0.04192247,0.08592012,0.29392150,0.13142473,0.06308533,0.33837508,0.41276615,0.01065026
-4.65532766,0.96590020,0.04254580,0.08771265,0.29857107,0.13435007,0.06455902,0.34142347,0.41783202,0.01077062
-4.64932466,0.97656591,0.04293655,0.08898438,0.30167808,0.13642090,0.06561453,0.34357288,0.42144453,0.01085233
-4.64332166,0.98251371,0.04307396,0.08971271,0.30313656,0.13759909,0.06623639,0.34471841,0.42350331,0.01089083
