energy_ev,total_up,Ga_p_up,Ga_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,4.24264413,0.13258951,0.00000000,4.12733197,2.18287870,0.00121679,1.70713044
-5.99399700,4.46099245,0.13891637,0.00000000,4.35220465,2.29403323,0.00133947,1.79296070
-5.98799400,4.67330819,0.14513870,0.00000000,4.56923899,2.40292863,0.00147070,1.87594884
-5.98199100,4.87796895,0.15121974,0.00000000,4.77639846,2.50886168,0.00160997,1.95542860
-5.97598799,5.07346259,0.15712491,0.00000000,4.97177352,2.61117371,0.00175672,2.03078534
-5.96998499,5.25840754,0.16282171,0.00000000,5.15361859,2.70925596,0.00191034,2.10146508
-5.96398199,5.43156814,0.16827968,0.00000000,5.32038288,2.80255284,0.00207008,2.16698136
-5.95797899,5.59186479,0.17347012,0.00000000,5.47073397,2.89056330,0.00223507,2.22691995
-5.95197599,5.73837905,0.17836588,0.00000000,5.60357303,2.97284052,0.00240430,2.28094114
-5.94597299,5.87035397,0.18294104,0.00000000,5.71804147,3.04899042,0.00257659,2.32877998
-5.93996998,5.98719022,0.18717077,0.00000000,5.81351916,3.11866935,0.00275061,2.37024447
-5.93396698,6.08843898,0.19103112,0.00000000,5.88961488,3.18158147,0.00292481,2.40521224
-5.92796398,6.17379234,0.19449904,0.00000000,5.94615026,3.23747621,0.00309751,2.43362578
-5.92196098,6.24307233,0.19755244,0.00000000,5.98313870,3.28614614,0.00326681,2.45548698
-5.91595798,6.29621953,0.20017049,0.00000000,6.00076129,3.32742566,0.00343071,2.47085111
-5.90995498,6.33328214,0.20233397,0.00000000,5.99934152,3.36119054,0.00358707,2.47982074
-5.90395198,6.35440620,0.20402578,0.00000000,5.97932099,3.38735839,0.00373365,2.48253994
-5.89794897,6.35982764,0.20523154,0.00000000,5.94123765,3.40588999,0.00386819,2.47918905
-5.89194597,6.34986622,0.20594019,0.00000000,5.88570826,3.41679133,0.00398845,2.46998010
-5.88594297,6.32492174,0.20614464,0.00000000,5.81341596,3.42011602,0.00409226,2.45515309
-5.87993997,6.28547199,0.20584239,0.00000000,5.72510349,3.41596777,0.00417758,2.43497315
-5.87393697,6.23207235,0.20503595,0.00000000,5.62157199,3.40450258,0.00424259,2.40972834
-5.86793397,6.16535634,0.20373325,0.00000000,5.50368474,3.38593032,0.00428573,2.37972816
-5.86193097,6.08603650,0.20194775,0.00000000,5.37237489,3.36051526,0.00430578,2.34530244
-5.85592796,5.99490489,0.19969848,0.00000000,5.22865542,3.32857550,0.00430187,2.30680044
-5.84992496,5.89283249,0.19700976,0.00000000,5.07362988,3.29048096,0.00427358,2.26458990
-5.84392196,5.78076695,0.19391079,0.00000000,4.90850177,3.24664991,0.00422092,2.21905588
-5.83791896,5.65972808,0.19043500,0.00000000,4.73458099,3.19754416,0.00414435,2.17059907
-5.83191596,5.53080079,0.18661929,0.00000000,4.55328554,3.14366279,0.00404482,2.11963361
-5.82591296,5.39512530,0.18250313,0.00000000,4.36613729,3.08553495,0.00392369,2.06658410
-5.81990995,5.25388458,0.17812756,0.00000000,4.17475092,3.02371159,0.00378274,2.01188193
-5.81390695,5.10828921,0.17353422,0.00000000,3.98081577,2.95875674,0.00362409,1.95596081
-5.80790395,4.95956009,0.16876437,0.00000000,3.78607071,2.89123834,0.00345019,1.89925170
-5.80190095,4.80890925,0.16385793,0.00000000,3.59227280,2.82171907,0.00326368,1.84217704
-5.79589795,4.65751965,0.15885273,0.00000000,3.40116093,2.75074740,0.00306739,1.78514465
-5.78989495,4.50652429,0.15378382,0.00000000,3.21441610,2.67884893,0.00286420,1.72854126
-5.78389195,4.35698559,0.14868291,0.00000000,3.03362013,2.60651834,0.00265699,1.67272605
-5.77788894,4.20987546,0.14357808,0.00000000,2.86021487,2.53421202,0.00244857,1.61802429
