energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Se_s_up,Se_p_up
-5.90395198,0.92813075,0.27185422,0.34902492,0.03255706,0.00957983,0.01106117,0.00000000,0.02545635,0.38374592
-5.89794897,0.94611607,0.27835680,0.35668811,0.03301646,0.01008442,0.01110442,0.00000000,0.02551722,0.38970402
-5.89194597,0.96786349,0.28530097,0.36853706,0.03338838,0.01077002,0.01113135,0.00000000,0.02555671,0.39549642
-5.88594297,0.99363864,0.29282129,0.38478389,0.03367845,0.01164114,0.01114341,0.00000000,0.02557782,0.40119714
-5.87993997,1.02380077,0.30108667,0.40566450,0.03389471,0.01270208,0.01114311,0.00000000,0.02558700,0.40692422
-5.87393697,1.05879673,0.31029782,0.43143435,0.03404752,0.01395667,0.01113396,0.00000000,0.02559398,0.41283792
-5.86793397,1.09914975,0.32068338,0.46236166,0.03414950,0.01540785,0.01112043,0.00000000,0.02561160,0.41913725
-5.86193097,1.14544301,0.33249460,0.49871813,0.03421519,0.01705729,0.01110775,0.00000000,0.02565541,0.42605481
-5.85592796,1.19829847,0.34599864,0.54076735,0.03426088,0.01890485,0.01110184,0.00000000,0.02574320,0.43385012
-5.84992496,1.25835151,0.36147062,0.58875156,0.03430414,0.02094813,0.01110911,0.00000000,0.02589442,0.44280138
-5.84392196,1.32622214,0.37918443,0.64287689,0.03436347,0.02318197,0.01113623,0.00000000,0.02612950,0.45319593
-5.83791896,1.40248373,0.39940264,0.70329786,0.03445774,0.02559802,0.01118994,0.00000000,0.02646904,0.46531973
-5.83191596,1.48763045,0.42236562,0.77010180,0.03460565,0.02818440,0.01127680,0.00000000,0.02693301,0.47944603
-5.82591296,1.58204453,0.44828032,0.84329359,0.03482514,0.03092541,0.01140297,0.00000000,0.02753985,0.49582367
-5.81990995,1.68596477,0.47730895,0.92278176,0.03513281,0.03380140,0.01157393,0.00000000,0.02830560,0.51466541
-5.81390695,1.79945750,0.50955800,1.00836630,0.03554321,0.03678883,0.01179430,0.00000000,0.02924303,0.53613666
-5.80790395,1.92239145,0.54506804,1.09972899,0.03606833,0.03986043,0.01206757,0.00000000,0.03036084,0.56034518
-5.80190095,2.05441756,0.58380474,1.19642680,0.03671694,0.04298555,0.01239596,0.00000000,0.03166300,0.58733197
-5.79589795,2.19495499,0.62565150,1.29788873,0.03749413,0.04613070,0.01278024,0.00000000,0.03314813,0.61706407
-5.78989495,2.34318412,0.67040418,1.40341662,0.03840087,0.04926023,0.01321960,0.00000000,0.03480910,0.64942929
-5.78389195,2.49804731,0.71776820,1.51219003,0.03943365,0.05233712,0.01371160,0.00000000,0.03663283,0.68423353
-5.77788894,2.65825779,0.76735839,1.62327544,0.04058433,0.05532395,0.01425216,0.00000000,0.03860026,0.72120060
-5.77188594,2.82231681,0.81870186,1.73563962,0.04184001,0.05818385,0.01483555,0.00000000,0.04068655,0.75997500
-5.76588294,2.98853895,0.87124385,1.84816702,0.04318317,0.06088152,0.01545452,0.00000000,0.04286149,0.80012745
-5.75987994,3.15508507,0.92435678,1.95968085,0.04459188,0.06338428,0.01610040,0.00000000,0.04509019,0.84116322
-5.75387694,3.32000212,0.97735226,2.06896736,0.04604025,0.06566299,0.01676333,0.00000000,0.04733388,0.88253311
-5.74787394,3.48126862,1.02949587,2.17480262,0.04749898,0.06769286,0.01743248,0.00000000,0.04955092,0.92364676
-5.74187094,3.63684469,1.08002436,2.27598118,0.04893612,0.06945422,0.01809633,0.00000000,0.05169803,0.96388778
-5.73586793,3.78472478,1.12816472,2.37134553,0.05031790,0.07093300,0.01874298,0.00000000,0.05373147,1.00263050
-5.72986493,3.92299149,1.17315461,2.45981568,0.05160971,0.07212105,0.01936048,0.00000000,0.05560842,1.03925737
-5.72386193,4.04986850,1.21426341,2.54041755,0.05277718,0.07301626,0.01993717,0.00000000,0.05728827,1.07317684
-5.71785893,4.16377075,1.25081308,2.61230939,0.05378722,0.07362245,0.02046204,0.00000000,0.05873389,1.10384060
-5.71185593,4.26334984,1.28219820,2.67480516,0.05460918,0.07394903,0.02092504,0.00000000,0.05991283,1.13075997
-5.70585293,4.34753292,1.30790418,2.72739375,0.05521584,0.07401048,0.02131735,0.00000000,0.06079830,1.15352038
-5.69984992,4.41555342,1.32752314,2.76975347,0.05558443,0.07382562,0.02163172,0.00000000,0.06137005,1.17179370
-5.69384692,4.46697227,1.34076655,2.80176093,0.05569749,0.07341683,0.02186258,0.00000000,0.06161497,1.18534773
-5.68784392,4.50168861,1.34747425,2.82349374,0.05554350,0.07280902,0.02200629,0.00000000,0.06152744,1.19405251
-5.68184092,4.51993939,1.34761927,2.83522696,0.05511742,0.07202870,0.02206116,0.00000000,0.06110946,1.19788315
-5.67583792,4.52228772,1.34130843,2.83742305,0.05442095,0.07110293,0.02202750,0.00000000,0.06037051,1.19691924
-5.66983492,4.50960025,1.32877839,2.83071552,0.05346263,0.07005836,0.02190759,0.00000000,0.05932710,1.19134054
-5.66383192,4.48301447,1.31038747,2.81588704,0.05225757,0.06892031,0.02170552,0.00000000,0.05800223,1.18141952
-5.65782891,4.44389706,1.28660350,2.79384235,0.05082714,0.06771198,0.02142707,0.00000000,0.05642448,1.16751077
-5.65182591,4.39379504,1.25798824,2.76557729,0.04919828,0.06645380,0.02107946,0.00000000,0.05462704,1.15003794
-5.64582291,4.33438165,1.22517892,2.73214502,0.04740274,0.06516295,0.02067106,0.00000000,0.05264665,1.12947871
-5.63981991,4.26739919,1.18886778,2.69462066,0.04547614,0.06385302,0.02021113,0.00000000,0.05052235,1.10634836
-5.63381691,4.19460116,1.14978044,2.65406597,0.04345686,0.06253393,0.01970944,0.00000000,0.04829433,1.08118279
-5.62781391,4.11769612,1.10865394,2.61149531,0.04138498,0.06121195,0.01917601,0.00000000,0.04600272,1.05452151
-5.62181091,4.03829544,1.06621533,2.56784442,0.03930107,0.05988991,0.01862075,0.00000000,0.04368648,1.02689144
-5.61580790,3.95786706,1.02316175,2.52394318,0.03724509,0.05856763,0.01805315,0.00000000,0.04138242,0.99879198
-5.60980490,3.87769702,0.98014259,2.48049351,0.03525529,0.05724234,0.01748206,0.00000000,0.03912426,0.97068202
-5.60380190,3.79886003,0.93774437,2.43805311,0.03336725,0.05590935,0.01691546,0.00000000,0.03694197,0.94296923
-5.59779890,3.72219993,0.89647887,2.39702574,0.03161298,0.05456260,0.01636025,0.00000000,0.03486120,0.91600187
-5.59179590,3.64832054,0.85677466,2.35765814,0.03002023,0.05319542,0.01582214,0.00000000,0.03290292,0.89006349
-5.58579290,3.57758664,0.81897232,2.32004355,0.02861191,0.05180114,0.01530565,0.00000000,0.03108325,0.86537026
-5.57978989,3.51013461,0.78332306,2.28413139,0.02740564,0.05037376,0.01481399,0.00000000,0.02941344,0.84207109
-5.57378689,3.44589154,0.74999067,2.24974249,0.02641357,0.04890846,0.01434919,0.00000000,0.02789998,0.82025011
-5.56778389,3.38460159,0.71905646,2.21658884,0.02564220,0.04740209,0.01391214,0.00000000,0.02654496,0.79993131
-5.56178089,3.32585783,0.69052657,2.18429678,0.02509251,0.04585353,0.01350270,0.00000000,0.02534638,0.78108497
-5.55577789,3.26913776,0.66434130,2.15243248,0.02476010,0.04426390,0.01311989,0.00000000,0.02429869,0.76363530
-5.54977489,3.21384070,0.64038576,2.12052822,0.02463547,0.04263669,0.01276200,0.00000000,0.02339328,0.74746901
-5.54377189,3.15932509,0.61850127,2.08810851,0.02470447,0.04097772,0.01242681,0.00000000,0.02261912,0.73244418
-5.53776888,3.10494407,0.59849700,2.05471460,0.02494873,0.03929498,0.01211174,0.00000000,0.02196326,0.71839920
-5.53176588,3.05007784,0.58016129,2.01992652,0.02534626,0.03759840,0.01181401,0.00000000,0.02141149,0.70516119
-5.52576288,2.99416157,0.56327222,1.98338171,0.02587207,0.03589950,0.01153082,0.00000000,0.02094879,0.69255378
-5.51975988,2.93670804,0.54760713,1.94478978,0.02649876,0.03421096,0.01125945,0.00000000,0.02055992,0.68040388
-5.51375688,2.87732443,0.53295073,1.90394280,0.02719732,0.03254612,0.01099735,0.00000000,0.02022976,0.66854733
-5.50775388,2.81572307,0.51910182,1.86072127,0.02793777,0.03091855,0.01074227,0.00000000,0.01994377,0.65683337
-5.50175088,2.75172637,0.50587836,1.81509559,0.02868991,0.02934147,0.01049227,0.00000000,0.01968821,0.64512789
-5.49574787,2.68526630,0.49312104,1.76712369,0.02942404,0.02782730,0.01024576,0.00000000,0.01945046,0.63331550
-5.48974487,2.61637904,0.48069544,1.71694493,0.03011170,0.02638719,0.01000150,0.00000000,0.01921913,0.62130059
-5.48374187,2.54519579,0.46849284,1.66477123,0.03072631,0.02503065,0.00975857,0.00000000,0.01898422,0.60900749
-5.47773887,2.47193056,0.45642999,1.61087597,0.03124384,0.02376520,0.00951636,0.00000000,0.01873712,0.59637984
-5.47173587,2.39686595,0.44444793,1.55558145,0.03164334,0.02259613,0.00927453,0.00000000,0.01847071,0.58337947
-5.46573287,2.32033802,0.43251018,1.49924569,0.03190748,0.02152633,0.00903294,0.00000000,0.01817925,0.56998486
-5.45972986,2.24272091,0.42060040,1.44224921,0.03202291,0.02055629,0.00879159,0.00000000,0.01785837,0.55618944
-5.45372686,2.16441229,0.40871980,1.38498255,0.03198056,0.01968404,0.00855063,0.00000000,0.01750500,0.54199971
-5.44772386,2.08582005,0.39688436,1.32783482,0.03177580,0.01890533,0.00831023,0.00000000,0.01711726,0.52743350
-5.44172086,2.00735084,0.38512216,1.27118393,0.03140847,0.01821381,0.00807063,0.00000000,0.01669434,0.51251828
-5.43571786,1.92940065,0.37347064,1.21538859,0.03088276,0.01760129,0.00783206,0.00000000,0.01623643,0.49728965
-5.42971486,1.85234777,0.36197420,1.16078229,0.03020700,0.01705810,0.00759472,0.00000000,0.01574458,0.48179007
-5.42371186,1.77654782,0.35068185,1.10766923,0.02939326,0.01657341,0.00735880,0.00000000,0.01522059,0.46606764
-5.41770885,1.70233099,0.33964519,1.05632211,0.02845691,0.01613569,0.00712448,0.00000000,0.01466693,0.45017524
-5.41170585,1.63000106,0.32891656,1.00698166,0.02741600,0.01573313,0.00689191,0.00000000,0.01408657,0.43416968
-5.40570285,1.55983591,0.31854744,0.95985751,0.02629064,0.01535399,0.00666122,0.00000000,0.01348297,0.41811101
-5.39969985,1.49208924,0.30858709,0.91513024,0.02510229,0.01498709,0.00643257,0.00000000,0.01285989,0.40206190
-5.39369685,1.42699301,0.29908132,0.87295416,0.02387307,0.01462211,0.00620615,0.00000000,0.01222139,0.38608705
-5.38769385,1.36476036,0.29007165,0.83346062,0.02262504,0.01424996,0.00598217,0.00000000,0.01157167,0.37025268
-5.38169085,1.30558856,0.28159452,0.79676143,0.02137956,0.01386305,0.00576091,0.00000000,0.01091504,0.35462599
-5.37568784,1.24966186,0.27368089,0.76295218,0.02015669,0.01345548,0.00554271,0.00000000,0.01025583,0.33927468
-5.36968484,1.19715400,0.26635610,0.73211526,0.01897470,0.01302324,0.00532798,0.00000000,0.00959829,0.32426650
-5.36368184,1.14823022,0.25964003,0.70432234,0.01784969,0.01256422,0.00511720,0.00000000,0.00894661,0.30966893
-5.35767884,1.10304890,0.25354766,0.67963637,0.01679535,0.01207833,0.00491092,0.00000000,0.00830476,0.29554891
-5.35167584,1.06176261,0.24809007,0.65811286,0.01582281,0.01156737,0.00470973,0.00000000,0.00767652,0.28197277
-5.34567284,1.02451900,0.24327575,0.63980072,0.01494069,0.01103501,0.00451429,0.00000000,0.00706540,0.26900640
-5.33966983,0.99146136,0.23911252,0.62474250,0.01415523,0.01048662,0.00432530,0.00000000,0.00647458,0.25671557
-5.33366683,0.96272926,0.23560970,0.61297442,0.01347055,0.00992910,0.00414350,0.00000000,0.00590693,0.24516663
-5.32766383,0.93845934,0.23278079,0.60452607,0.01288902,0.00937069,0.00396963,0.00000000,0.00536496,0.23442735
-5.32166083,0.91878648,0.23064641,0.59942031,0.01241175,0.00882078,0.00380446,0.00000000,0.00485077,0.22456807
-5.31565783,0.90384544,0.22923741,0.59767319,0.01203908,0.00828970,0.00364878,0.00000000,0.00436610,0.21566312
-5.30965483,0.89377307,0.22859813,0.59929432,0.01177114,0.00778849,0.00350340,0.00000000,0.00391231,0.20779224
-5.30365183,0.88871113,0.22878946,0.60428778,0.01160842,0.00732874,0.00336916,0.00000000,0.00349034,0.20104219
-5.29764882,0.88880967,0.22989165,0.61265354,0.01155230,0.00692238,0.00324691,0.00000000,0.00310081,0.19550816
-5.29164582,0.89423070,0.23200658,0.62438958,0.01160557,0.00658158,0.00313757,0.00000000,0.00274394,0.19129503
-5.28564282,0.90515201,0.23525932,0.63949464,0.01177284,0.00631854,0.00304213,0.00000000,0.00241967,0.18851827
-5.27963982,0.92177088,0.23979866,0.65797141,0.01206084,0.00614542,0.00296164,0.00000000,0.00212762,0.18730424
-5.27363682,0.94430700,0.24579652,0.67983009,0.01247871,0.00607420,0.00289722,0.00000000,0.00186718,0.18778989
-5.26763382,0.97300451,0.25344604,0.70509209,0.01303797,0.00611658,0.00285011,0.00000000,0.00163750,0.19012152
-5.26163082,1.00813243,0.26295813,0.73379347,0.01375253,0.00628383,0.00282160,0.00000000,0.00143755,0.19445267
-5.25562781,1.04998307,0.27455656,0.76598782,0.01463844,0.00658668,0.00281308,0.00000000,0.00126618,0.20094100
-5.24962481,1.09886809,0.28847146,0.80174830,0.01571349,0.00703519,0.00282599,0.00000000,0.00112212,0.20974399
-5.24362181,1.15511171,0.30493139,0.84116828,0.01699670,0.00763852,0.00286176,0.00000000,0.00100403,0.22101377
-5.23761881,1.21904101,0.32415413,0.88436044,0.01850764,0.00840478,0.00292182,0.00000000,0.00091055,0.23489089
-5.23161581,1.29097306,0.34633639,0.93145388,0.02026560,0.00934074,0.00300752,0.00000000,0.00084031,0.25149738
-5.22561281,1.37119914,0.37164290,0.98258915,0.02228874,0.01045161,0.00312005,0.00000000,0.00079193,0.27092923
-5.21960980,1.45996622,0.40019517,1.03791097,0.02459302,0.01174072,0.00326040,0.00000000,0.00076410,0.29324858
-5.21360680,1.55745631,0.43206042,1.09755883,0.02719126,0.01320924,0.00342928,0.00000000,0.00075553,0.31847605
-5.20760380,1.66376431,0.46724128,1.16165553,0.03009204,0.01485587,0.00362701,0.00000000,0.00076497,0.34658341
-5.20160080,1.77887530,0.50566668,1.23029400,0.03329876,0.01667655,0.00385350,0.00000000,0.00079124,0.37748719
-5.19559780,1.90264231,0.54718451,1.30352295,0.03680871,0.01866420,0.00410816,0.00000000,0.00083320,0.41104348
-5.18959480,2.03476575,0.59155658,1.38133190,0.04061227,0.02080850,0.00438984,0.00000000,0.00088972,0.44704438
-5.18359180,2.17477562,0.63845623,1.46363628,0.04469236,0.02309576,0.00469682,0.00000000,0.00095974,0.48521635
-5.17758879,2.32201794,0.68746896,1.55026354,0.04902399,0.02550884,0.00502675,0.00000000,0.00104217,0.52522083
-5.17158579,2.47564612,0.73809628,1.64094091,0.05357414,0.02802718,0.00537670,0.00000000,0.00113593,0.56665721
-5.16558279,2.63461863,0.78976290,1.73528574,0.05830189,0.03062694,0.00574314,0.00000000,0.00123992,0.60906830
-5.15957979,2.79770333,0.84182709,1.83279916,0.06315882,0.03328127,0.00612200,0.00000000,0.00135299,0.65194823
-5.15357679,2.96348910,0.89359411,1.93286360,0.06808973,0.03596065,0.00650877,0.00000000,0.00147397,0.69475248
-5.14757379,3.13040477,0.94433211,2.03474471,0.07303364,0.03863339,0.00689852,0.00000000,0.00160158,0.73691007
-5.14157079,3.29674497,0.99329027,2.13759790,0.07792501,0.04126624,0.00728609,0.00000000,0.00173452,0.77783713
-5.13556778,3.46070241,1.03971825,2.24047954,0.08269530,0.04382506,0.00766615,0.00000000,0.00187137,0.81695166
-5.12956478,3.62040545,1.08288637,2.34236254,0.08727459,0.04627554,0.00803333,0.00000000,0.00201066,0.85368871
-5.12356178,3.77395969,1.12210570,2.44215596,0.09159341,0.04858408,0.00838239,0.00000000,0.00215083,0.88751555
-5.11755878,3.91949202,1.15674723,2.53872797,0.09558460,0.05071853,0.00870833,0.00000000,0.00229029,0.91794601
-5.11155578,4.05519543,1.18625940,2.63093116,0.09918514,0.05264905,0.00900654,0.00000000,0.00242735,0.94455354
-5.10555278,4.17937270,1.21018323,2.71762948,0.10233801,0.05434886,0.00927286,0.00000000,0.00256033,0.96698243
-5.09954977,4.29047737,1.22816448,2.79772548,0.10499370,0.05579495,0.00950375,0.00000000,0.00268754,0.98495664
-5.09354677,4.38715027,1.23996238,2.87018693,0.10711174,0.05696864,0.00969631,0.00000000,0.00280729,0.99828597
-5.08754377,4.46825019,1.24545467,2.93407172,0.10866177,0.05785609,0.00984839,0.00000000,0.00291796,1.00686942
-5.08154077,4.53287777,1.24463873,2.98855009,0.10962436,0.05844858,0.00995857,0.00000000,0.00301801,1.01069544
-5.07553777,4.58039160,1.23762898,3.03292342,0.10999153,0.05874274,0.01002621,0.00000000,0.00310601,1.00983941
-5.06953477,4.61041651,1.22465073,3.06663894,0.10976686,0.05874049,0.01005143,0.00000000,0.00318070,1.00445841
-5.06353177,4.62284389,1.20603084,3.08930007,0.10896521,0.05844895,0.01003506,0.00000000,0.00324100,0.99478358
-5.05752876,4.61782455,1.18218574,3.10067214,0.10761218,0.05788007,0.00997859,0.00000000,0.00328603,0.98111065
-5.05152576,4.59575496,1.15360738,3.10068363,0.10574320,0.05705026,0.00988410,0.00000000,0.00331517,0.96378905
-5.04552276,4.55725786,1.12084791,3.08942321,0.10340239,0.05597977,0.00975420,0.00000000,0.00332805,0.94321006
-5.03951976,4.50315855,1.08450349,3.06713301,0.10064118,0.05469207,0.00959192,0.00000000,0.00332458,0.91979480
-5.03351676,4.43445810,1.04519828,3.03419869,0.09751686,0.05321316,0.00940064,0.00000000,0.00330495,0.89398238
-5.02751376,4.35230506,1.00356889,2.99113710,0.09409093,0.05157081,0.00918396,0.00000000,0.00326963,0.86621872
-5.02151076,4.25796666,0.96024997,2.93858201,0.09042757,0.04979385,0.00894567,0.00000000,0.00321939,0.83694655
-5.01550775,4.15280092,0.91586145,2.87726883,0.08659206,0.04791144,0.00868965,0.00000000,0.00315522,0.80659673
-5.00950475,4.03823031,0.87099746,2.80801865,0.08264932,0.04595244,0.00841980,0.00000000,0.00307840,0.77558123
-5.00350175,3.91571776,0.82621742,2.73172239,0.07866261,0.04394481,0.00813997,0.00000000,0.00299038,0.74428773
-4.99749875,3.78674536,0.78203914,2.64932526,0.07469239,0.04191517,0.00785395,0.00000000,0.00289280,0.71307584
-4.99149575,3.65279568,0.73893393,2.56181176,0.07079534,0.03988839,0.00756540,0.00000000,0.00278745,0.68227483
-4.98549275,3.51533574,0.69732358,2.47019149,0.06702357,0.03788734,0.00727782,0.00000000,0.00267619,0.65218265
-4.97948974,3.37580313,0.65757894,2.37548564,0.06342410,0.03593270,0.00699453,0.00000000,0.00256096,0.62306598
-4.97348674,3.23559374,0.62001990,2.27871406,0.06003835,0.03404296,0.00671868,0.00000000,0.00244369,0.59516094
-4.96748374,3.09605068,0.58491627,2.18088291,0.05690195,0.03223439,0.00645317,0.00000000,0.00232627,0.56867428
-4.96148074,2.95845366,0.55248958,2.08297257,0.05404456,0.03052126,0.00620070,0.00000000,0.00221054,0.54378466
-4.95547774,2.82400845,0.52291524,1.98592575,0.05148982,0.02891598,0.00596370,0.00000000,0.00209819,0.52064388
-4.94947474,2.69383605,0.49632499,1.89063579,0.04925535,0.02742940,0.00574434,0.00000000,0.00199078,0.49937777
-4.94347174,2.56896157,0.47280946,1.79793502,0.04735285,0.02607118,0.00554451,0.00000000,0.00188968,0.48008674
-4.93746873,2.45030269,0.45242082,1.70858343,0.04578815,0.02485015,0.00536578,0.00000000,0.00179605,0.46284594
-4.93146573,2.33865827,0.43517539,1.62325786,0.04456137,0.02377476,0.00520938,0.00000000,0.00171085,0.44770507
-4.92546273,2.23469755,0.42105637,1.54254204,0.04366701,0.02285356,0.00507621,0.00000000,0.00163477,0.43468799
-4.91945973,2.13895067,0.41001678,1.46691790,0.04309418,0.02209571,0.00496679,0.00000000,0.00156829,0.42379233
-4.91345673,2.05180131,0.40198276,1.39675869,0.04282676,0.02151156,0.00488127,0.00000000,0.00151161,0.41498934
-4.90745373,1.97348246,0.39685733,1.33232439,0.04284369,0.02111319,0.00481943,0.00000000,0.00146474,0.40822417
-4.90145073,1.90407594,0.39452485,1.27375987,0.04311933,0.02091504,0.00478069,0.00000000,0.00142745,0.40341687
-4.89544772,1.84351648,0.39485623,1.22109626,0.04362389,0.02093451,0.00476414,0.00000000,0.00139930,0.40046430
-4.88944472,1.79160077,0.39771486,1.17425568,0.04432399,0.02119257,0.00476858,0.00000000,0.00137969,0.39924305
-4.88344172,1.74800169,0.40296338,1.13305953,0.04518338,0.02171429,0.00479257,0.00000000,0.00136787,0.39961345
-4.87743872,1.71228747,0.41047093,1.09724024,0.04616367,0.02252936,0.00483452,0.00000000,0.00136298,0.40142467
-4.87143572,1.68394526,0.42012087,1.06645603,0.04722531,0.02367246,0.00489274,0.00000000,0.00136408,0.40452068
-4.86543272,1.66240821,0.43181836,1.04030842,0.04832858,0.02518351,0.00496554,0.00000000,0.00137020,0.40874693
-4.85942971,1.64708489,0.44549754,1.01836140,0.04943466,0.02710763,0.00505135,0.00000000,0.00138036,0.41395733
-4.85342671,1.63738928,0.46112775,1.00016180,0.05050673,0.02949492,0.00514874,0.00000000,0.00139363,0.42002127
-4.84742371,1.63276998,0.47871818,0.98525943,0.05151107,0.03239992,0.00525659,0.00000000,0.00140914,0.42682998
-4.84142071,1.63273646,0.49832046,0.97322627,0.05241803,0.03588064,0.00537408,0.00000000,0.00142612,0.43430203
-4.83541771,1.63688095,0.52002868,0.96367343,0.05320296,0.03999724,0.00550076,0.00000000,0.00144393,0.44238734
-4.82941471,1.64489410,0.54397634,0.95626507,0.05384688,0.04481030,0.00563660,0.00000000,0.00146208,0.45106936
-4.82341171,1.65657325,0.57033006,0.95072832,0.05433701,0.05037862,0.00578197,0.00000000,0.00148021,0.46036502
-4.81740870,1.67182242,0.59927982,0.94685866,0.05466695,0.05675666,0.00593757,0.00000000,0.00149813,0.47032234
-4.81140570,1.69064344,0.63102589,0.94452036,0.05483674,0.06399161,0.00610443,0.00000000,0.00151579,0.48101563
-4.80540270,1.71311858,0.66576275,0.94364197,0.05485247,0.07212021,0.00628374,0.00000000,0.00153327,0.49253819
-4.79939970,1.73938512,0.70366052,0.94420703,0.05472569,0.08116540,0.00647679,0.00000000,0.00155077,0.50499303
-4.79339670,1.76960331,0.74484465,0.94624060,0.05447262,0.09113294,0.00668478,0.00000000,0.00156854,0.51848179
-4.78739370,1.80391937,0.78937499,0.94979235,0.05411304,0.10200823,0.00690869,0.00000000,0.00158690,0.53309257
-4.78139070,1.84242574,0.83722518,0.95491743,0.05366911,0.11375334,0.00714911,0.00000000,0.00160617,0.54888719
-4.77538769,1.88512102,0.88826365,0.96165612,0.05316402,0.12630472,0.00740608,0.00000000,0.00162663,0.56588876
-4.76938469,1.93187230,0.94223761,0.97001382,0.05262068,0.13957144,0.00767892,0.00000000,0.00164849,0.58407031
-4.76338169,1.98238241,0.99876106,0.97994251,0.05206039,0.15343440,0.00796618,0.00000000,0.00167186,0.60334518
-4.75737869,2.03616449,1.05730801,0.99132515,0.05150169,0.16774655,0.00826547,0.00000000,0.00169672,0.62355998
-4.75137569,2.09252606,1.11721184,1.00396394,0.05095928,0.18233419,0.00857350,0.00000000,0.00172290,0.64449067
-4.74537269,2.15056412,1.17767127,1.01757353,0.05044328,0.19699954,0.00888600,0.00000000,0.00175005,0.66584215
-4.73936968,2.20917223,1.23776328,1.03177960,0.04995873,0.21152438,0.00919785,0.00000000,0.00177765,0.68725180
-4.73336668,2.26705984,1.29646285,1.04612324,0.04950531,0.22567494,0.00950313,0.00000000,0.00180503,0.70829672
-4.72736368,2.32278351,1.35266907,1.06007095,0.04907751,0.23920769,0.00979531,0.00000000,0.00183137,0.72850477
-4.72136068,2.37478870,1.40523665,1.07302987,0.04866493,0.25187606,0.01006742,0.00000000,0.00185573,0.74736884
-4.71535768,2.42146040,1.45301157,1.08436749,0.04825297,0.26343757,0.01031228,0.00000000,0.00187709,0.76436375
-4.70935468,2.46118008,1.49486947,1.09343486,0.04782370,0.27366140,0.01052279,0.00000000,0.00189438,0.77896505
-4.70335168,2.49238628,1.52975493,1.09959195,0.04735691,0.28233583,0.01069215,0.00000000,0.00190654,0.79066881
-4.69734867,2.51363553,1.55671977,1.10223385,0.04683124,0.28927531,0.01081413,0.00000000,0.00191255,0.79901130
-4.69134567,2.52366063,1.57495864,1.10081645,0.04622546,0.29432688,0.01088335,0.00000000,0.00191148,0.80358778
-4.68534267,2.52142316,1.58383995,1.09487998,0.04551956,0.29737549,0.01089548,0.00000000,0.00190254,0.80406922
-4.67933967,2.50615748,1.58293082,1.08406948,0.04469592,0.29834816,0.01084742,0.00000000,0.00188512,0.80021624
-4.67333667,2.47740406,1.57201458,1.06815077,0.04374024,0.29721656,0.01073744,0.00000000,0.00185881,0.79188952
-4.66733367,2.43503034,1.55110020,1.04702141,0.04264229,0.29399809,0.01056526,0.00000000,0.00182341,0.77905617
-4.66133067,2.37923833,1.52042301,1.02071594,0.04139651,0.28875525,0.01033208,0.00000000,0.00177896,0.76179182
-4.65532766,2.31055858,1.48043687,0.98940533,0.04000224,0.28159340,0.01004054,0.00000000,0.00172575,0.74027831
-4.64932466,2.22983117,1.43179817,0.95339074,0.03846383,0.27265702,0.00969462,0.00000000,0.00166427,0.71479723
-4.64332166,2.13817478,1.37534262,0.91309208,0.03679044,0.26212466,0.00929949,0.00000000,0.00159523,0.68571971
