energy_ev,total_up,In_p_up,In_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,0.85296330,0.00297135,0.00034375,0.11731269,0.51599925,0.06569976,0.19178616
-5.99399700,0.83563101,0.00321770,0.00034009,0.11446243,0.50824621,0.06447546,0.18949053
-5.98799400,0.82165083,0.00352549,0.00033817,0.11209446,0.50263994,0.06349424,0.18799805
-5.98199100,0.81166072,0.00390610,0.00033844,0.11031259,0.49953064,0.06279641,0.18742664
-5.97598799,0.80618540,0.00437260,0.00034137,0.10920721,0.49919231,0.06241186,0.18786271
-5.96998499,0.80562204,0.00494008,0.00034740,0.10885380,0.50181337,0.06235865,0.18935734
-5.96398199,0.81023189,0.00562597,0.00035701,0.10931213,0.50749076,0.06264214,0.19192384
-5.95797899,0.82013792,0.00645037,0.00037067,0.11062630,0.51622795,0.06325460,0.19553672
-5.95197599,0.83532879,0.00743641,0.00038886,0.11282559,0.52793698,0.06417523,0.20013225
-5.94597299,0.85566865,0.00861050,0.00041210,0.11592597,0.54244425,0.06537084,0.20561054
-5.93996998,0.88091244,0.01000261,0.00044091,0.11993223,0.55950001,0.06679691,0.21183901
-5.93396698,0.91072563,0.01164641,0.00047587,0.12484055,0.57879104,0.06839914,0.21865730
-5.92796398,0.94470749,0.01357925,0.00051761,0.13064138,0.59995579,0.07011536,0.22588312
-5.92196098,0.98241644,0.01584201,0.00056677,0.13732228,0.62260147,0.07187776,0.23331913
-5.91595798,1.02339622,0.01847871,0.00062408,0.14487076,0.64632201,0.07361534,0.24076024
-5.90995498,1.06720111,0.02153590,0.00069028,0.15327658,0.67071614,0.07525647,0.24800129
-5.90395198,1.11341894,0.02506170,0.00076615,0.16253357,0.69540453,0.07673142,0.25484453
-5.89794897,1.16169026,0.02910464,0.00085249,0.17264057,0.72004528,0.07797485,0.26110672
-5.89194597,1.21172250,0.03371211,0.00095009,0.18360155,0.74434662,0.07892808,0.26662551
-5.88594297,1.26329819,0.03892857,0.00105968,0.19542461,0.76807641,0.07954103,0.27126471
-5.87993997,1.31627636,0.04479348,0.00118194,0.20811992,0.79106779,0.07977383,0.27491840
-5.87393697,1.37058710,0.05133900,0.00131739,0.22169670,0.81322060,0.07959802,0.27751355
-5.86793397,1.42621921,0.05858756,0.00146640,0.23615918,0.83449858,0.07899722,0.27901113
-5.86193097,1.48320163,0.06654938,0.00162911,0.25150192,0.85492247,0.07796734,0.27940570
