energy_ev,total_up,Bi_p_up,Bi_d_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-6.00000000,5.70710407,0.76765643,0.01156545,2.71962865,3.36141932,0.01576624,3.28241169
-5.99399700,5.65582476,0.78806461,0.01140047,2.71584857,3.30625753,0.01583226,3.22173332
-5.98799400,5.59353147,0.80981132,0.01125171,2.70728342,3.24084899,0.01604499,3.15103243
-5.98199100,5.52012070,0.83263431,0.01111835,2.69372909,3.16559151,0.01639149,3.07056127
-5.97598799,5.43582994,0.85623598,0.01099936,2.67513042,3.08114345,0.01685748,2.98086559
-5.96998499,5.34119974,0.88028536,0.01089348,2.65156849,2.98839065,0.01742752,2.88275370
-5.96398199,5.23703015,0.90442169,0.01079921,2.62324508,2.88840856,0.01808516,2.77725922
-5.95797899,5.12433439,0.92825994,0.01071480,2.59046559,2.78242171,0.01881325,2.66559991
-5.95197599,5.00429256,0.95139801,0.01063828,2.55362151,2.67176244,0.01959431,2.54913440
-5.94597299,4.87820792,0.97342590,0.01056753,2.51317352,2.55783062,0.02041089,2.42931880
-5.93996998,4.74746770,0.99393630,0.01050028,2.46963608,2.44205609,0.02124609,2.30766509
-5.93396698,4.61351005,1.01253642,0.01043424,2.42356400,2.32586512,0.02208409,2.18570276
-5.92796398,4.47779792,1.02886067,0.01036717,2.37554164,2.21065181,0.02291067,2.06494484
-5.92196098,4.34180034,1.04258351,0.01029699,2.32617449,2.09775506,0.02371383,1.94685931
-5.91595798,4.20698049,1.05343180,0.01022186,2.27608325,1.98844126,0.02448432,1.83284630
-5.90995498,4.07478992,1.06119620,0.01014030,2.22589983,1.88389270,0.02521614,1.72422120
-5.90395198,3.94666729,1.06574069,0.01005128,2.17626473,1.78520093,0.02590701,1.62220334
-5.89794897,3.82404006,1.06700976,0.00995426,2.12782509,1.69336456,0.02655868,1.52790978
-5.89194597,3.70832712,1.06503263,0.00984929,2.08123259,1.60929028,0.02717719,1.44235322
-5.88594297,3.60094040,1.05992417,0.00973701,2.03714052,1.53379607,0.02777288,1.36644313
-5.87993997,3.50328362,1.05188227,0.00961865,1.99619927,1.46761542,0.02836039,1.30098877
-5.87393697,3.41674645,1.04118151,0.00949602,1.95904975,1.41140129,0.02895833,1.24670306
-5.86793397,3.34269309,1.02816347,0.00937145,1.92631448,1.36572896,0.02958890,1.20420613
-5.86193097,3.28244429,1.01322387,0.00924770,1.89858628,1.33109668,0.03027727,1.17402748
-5.85592796,3.23725285,0.99679715,0.00912789,1.87641459,1.30792371,0.03105084,1.15660597
-5.84992496,3.20827270,0.97933919,0.00901533,1.86029011,1.29654520,0.03193832,1.15228711
-5.84392196,3.19652276,0.96130895,0.00891344,1.85062806,1.29720406,0.03296877,1.16131727
-5.83791896,3.20284669,0.94314990,0.00882556,1.84775110,1.31003986,0.03417043,1.18383497
-5.83191596,3.22787059,0.92527221,0.00875485,1.85187264,1.33507544,0.03556966,1.21985930
-5.82591296,3.27196056,0.90803645,0.00870415,1.86308163,1.37220195,0.03718972,1.26927643
-5.81990995,3.33518252,0.89173970,0.00867582,1.88132955,1.42116326,0.03904967,1.33182468
-5.81390695,3.41726660,0.87660456,0.00867168,1.90642069,1.48154098,0.04116334,1.40707956
-5.80790395,3.51757842,0.86277173,0.00869289,1.93800628,1.55274123,0.04353841,1.49443970
-5.80190095,3.63509926,0.85029625,0.00873991,1.97558318,1.63398443,0.04617558,1.59311515
-5.79589795,3.76841698,0.83914772,0.00881243,2.01849734,1.72429939,0.04906809,1.70211934
-5.78989495,3.91572906,0.82921417,0.00890938,2.06595239,1.82252259,0.05220131,1.82026582
-5.78389195,4.07485872,0.82030955,0.00902892,2.11702325,1.92730380,0.05555270,1.94617100
-5.77788894,4.24328441,0.81218412,0.00916848,2.17067449,2.03711850,0.05909196,2.07826371
-5.77188594,4.41818273,0.80453746,0.00932481,2.22578308,2.15028748,0.06278153,2.21480219
-5.76588294,4.59648393,0.79703319,0.00949408,2.28116498,2.26500379,0.06657735,2.35389879
-5.75987994,4.77493874,0.78931485,0.00967193,2.33560474,2.37936656,0.07042979,2.49355228
-5.75387694,4.95019492,0.78102206,0.00985361,2.38788749,2.49142112,0.07428498,2.63168727
-5.74787394,5.11888115,0.77180636,0.01003410,2.43683216,2.59920434,0.07808619,2.76619986
-5.74187094,5.27769582,0.76134601,0.01020823,2.48132523,2.70079389,0.08177541,2.89500840
-5.73586793,5.42349776,0.74935911,0.01037083,2.52035393,2.79435986,0.08529504,3.01610762
-5.72986493,5.55339588,0.73561468,0.01051683,2.55303786,2.87821681,0.08858955,3.12762449
-5.72386193,5.66483477,0.71994117,0.01064146,2.57865832,2.95087445,0.09160714,3.22787370
-5.71785893,5.75567302,0.70223236,0.01074033,2.59668416,3.01108500,0.09430127,3.31541077
-5.71185593,5.82425163,0.68245035,0.01080960,2.60679378,3.05788512,0.09663202,3.38908068
-5.70585293,5.86944998,0.66062579,0.01084606,2.60889215,3.09063094,0.09856718,3.44805997
-5.69984992,5.89072727,0.63685545,0.01084724,2.60312270,3.10902443,0.10008313,3.49189079
-5.69384692,5.88814793,0.61129736,0.01081153,2.58987337,3.11313005,0.10116536,3.52050513
-5.68784392,5.86239007,0.58416389,0.01073816,2.56977676,3.10338069,0.10180864,3.53423833
-5.68184092,5.81473656,0.55571313,0.01062733,2.54370410,3.08057270,0.10201694,3.53383109
-5.67583792,5.74704912,0.52623912,0.01048016,2.51275328,3.04584976,0.10180300,3.52041964
-5.66983492,5.66172622,0.49606120,0.01029874,2.47823092,3.00067621,0.10118756,3.49551436
-5.66383192,5.56164625,0.46551325,0.01008602,2.44162903,2.94680061,0.10019849,3.46096728
-5.65782891,5.45009783,0.43493294,0.00984583,2.40459655,2.88621072,0.09886964,3.41892941
-5.65182591,5.33069932,0.40465178,0.00958273,2.36890637,2.82108145,0.09723962,3.37179932
-5.64582291,5.20731028,0.37498592,0.00930198,2.33641856,2.75371735,0.09535055,3.32216423
-5.63981991,5.08393715,0.34622840,0.00900938,2.30904029,2.68649169,0.09324680,3.27273545
-5.63381691,4.96463594,0.31864275,0.00871112,2.28868339,2.62178381,0.09097383,3.22627997
-5.62781391,4.85341441,0.29245824,0.00841373,2.27722015,2.56191685,0.08857713,3.18554992
-5.62181091,4.75413607,0.26786684,0.00812383,2.27643827,2.50909741,0.08610134,3.15321179
-5.61580790,4.67042829,0.24502173,0.00784805,2.28799562,2.46535902,0.08358955,3.13177711
-5.60980490,4.60559630,0.22403749,0.00759288,2.31337576,2.43251072,0.08108274,3.12353630
-5.60380190,4.56254500,0.20499156,0.00736449,2.35384504,2.41209208,0.07861943,3.13049709
-5.59779890,4.54370979,0.18792699,0.00716865,2.41041212,2.40533564,0.07623544,3.15432900
-5.59179590,4.55099793,0.17285619,0.00701057,2.48379096,2.41313754,0.07396381,3.19631516
-5.58579290,4.58574137,0.15976533,0.00689478,2.57436816,2.43603703,0.07183472,3.25731252
-5.57978989,4.64866198,0.14861933,0.00682510,2.68217585,2.47420498,0.06987553,3.33772151
-5.57378689,4.73985006,0.13936698,0.00680447,2.80687098,2.52744183,0.06811070,3.43746608
-5.56778389,4.85875676,0.13194622,0.00683496,2.94772233,2.59518468,0.06656178,3.55598482
