energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-3.47273637,0.15182513,0.00132427,0.01275966,0.00000000,0.00000002,0.00000001,0.00010874,0.01233543,0.14163022
-3.46673337,0.16549407,0.00146503,0.01371732,0.00000001,0.00000003,0.00000001,0.00011809,0.01349490,0.15453976
-3.46073037,0.17926625,0.00161110,0.01464589,0.00000001,0.00000005,0.00000002,0.00012743,0.01467245,0.16757683
-3.45472736,0.19297622,0.00176122,0.01553065,0.00000001,0.00000007,0.00000003,0.00013665,0.01585488,0.18058771
-3.44872436,0.20644755,0.00191397,0.01635695,0.00000002,0.00000011,0.00000004,0.00014560,0.01702783,0.19340755
-3.44272136,0.21949642,0.00206781,0.01711071,0.00000003,0.00000016,0.00000006,0.00015418,0.01817606,0.20586363
-3.43671836,0.23193568,0.00222110,0.01777882,0.00000004,0.00000023,0.00000009,0.00016224,0.01928376,0.21777898
-3.43071536,0.24357927,0.00237218,0.01834962,0.00000006,0.00000034,0.00000013,0.00016967,0.02033487,0.22897650
-3.42471236,0.25424687,0.00251945,0.01881327,0.00000009,0.00000050,0.00000019,0.00017636,0.02131352,0.23928318
-3.41870935,0.26376856,0.00266146,0.01916220,0.00000013,0.00000072,0.00000028,0.00018220,0.02220433,0.24853443
-3.41270635,0.27198944,0.00279702,0.01939142,0.00000019,0.00000104,0.00000040,0.00018711,0.02299291,0.25657842
-3.40670335,0.27877400,0.00292535,0.01949880,0.00000027,0.00000148,0.00000057,0.00019102,0.02366617,0.26328011
-3.40070035,0.28401016,0.00304622,0.01948537,0.00000039,0.00000210,0.00000080,0.00019388,0.02421274,0.26852503
-3.39469735,0.28761272,0.00316016,0.01935547,0.00000055,0.00000296,0.00000113,0.00019568,0.02462330,0.27222252
-3.38869435,0.28952629,0.00326866,0.01911690,0.00000076,0.00000413,0.00000157,0.00019642,0.02489087,0.27430836
-3.38269135,0.28972744,0.00337440,0.01878105,0.00000106,0.00000574,0.00000218,0.00019615,0.02501107,0.27474680
-3.37668834,0.28822619,0.00348156,0.01836295,0.00000146,0.00000790,0.00000301,0.00019495,0.02498226,0.27353171
-3.37068534,0.28506665,0.00359612,0.01788142,0.00000200,0.00001081,0.00000411,0.00019292,0.02480573,0.27068698
-3.36468234,0.28032691,0.00372622,0.01735910,0.00000271,0.00001468,0.00000558,0.00019023,0.02448564,0.26626613
-3.35867934,0.27411826,0.00388255,0.01682263,0.00000365,0.00001979,0.00000752,0.00018706,0.02402909,0.26035109
-3.35267634,0.26658368,0.00407876,0.01630284,0.00000489,0.00002650,0.00001006,0.00018368,0.02344595,0.25305024
-3.34667334,0.25789580,0.00433200,0.01583496,0.00000649,0.00003522,0.00001336,0.00018038,0.02274874,0.24449581
-3.34067034,0.24825437,0.00466336,0.01545900,0.00000856,0.00004649,0.00001762,0.00017752,0.02195240,0.23484068
-3.33466733,0.23788347,0.00509844,0.01522015,0.00001121,0.00006092,0.00002307,0.00017554,0.02107401,0.22425486
-3.32866433,0.22702839,0.00566790,0.01516921,0.00001457,0.00007927,0.00002999,0.00017492,0.02013254,0.21292152
-3.32266133,0.21595249,0.00640798,0.01536323,0.00001880,0.00010243,0.00003871,0.00017628,0.01914848,0.20103300
-3.31665833,0.20493412,0.00736106,0.01586599,0.00002409,0.00013142,0.00004961,0.00018029,0.01814352,0.18878679
-3.31065533,0.19426353,0.00857612,0.01674868,0.00003065,0.00016744,0.00006312,0.00018776,0.01714027,0.17638162
-3.30465233,0.18424010,0.01010913,0.01809035,0.00003872,0.00021184,0.00007974,0.00019962,0.01616189,0.16401388
-3.29864932,0.17516967,0.01202341,0.01997848,0.00004855,0.00026614,0.00010002,0.00021698,0.01523180,0.15187436
-3.29264632,0.16736224,0.01438970,0.02250920,0.00006046,0.00033205,0.00012457,0.00024110,0.01437345,0.14014553
-3.28664332,0.16112978,0.01728623,0.02578747,0.00007474,0.00041141,0.00015403,0.00027346,0.01361010,0.12899926
-3.28064032,0.15678432,0.02079843,0.02992690,0.00009174,0.00050625,0.00018912,0.00031577,0.01296459,0.11859525
-3.27463732,0.15463613,0.02501857,0.03504937,0.00011180,0.00061869,0.00023056,0.00037003,0.01245924,0.10907987
-3.26863432,0.15499203,0.03004502,0.04128415,0.00013528,0.00075097,0.00027910,0.00043854,0.01211573,0.10058565
-3.26263132,0.15815362,0.03598139,0.04876685,0.00016252,0.00090539,0.00033548,0.00052399,0.01195509,0.09323125
-3.25662831,0.16441556,0.04293535,0.05763779,0.00019387,0.00108427,0.00040042,0.00062947,0.01199765,0.08712187
-3.25062531,0.17406371,0.05101740,0.06804017,0.00022962,0.00128989,0.00047460,0.00075853,0.01226309,0.08235001
-3.24462231,0.18737312,0.06033936,0.08011788,0.00027005,0.00152444,0.00055862,0.00091530,0.01277054,0.07899652
-3.23861931,0.20460599,0.07101288,0.09401300,0.00031536,0.00178996,0.00065296,0.00110448,0.01353872,0.07713176
-3.23261631,0.22600958,0.08314804,0.10986331,0.00036569,0.00208827,0.00075799,0.00133146,0.01458607,0.07681687
-3.22661331,0.25181406,0.09685193,0.12779959,0.00042108,0.00242094,0.00087392,0.00160240,0.01593102,0.07810502
-3.22061031,0.28223059,0.11222761,0.14794319,0.00048148,0.00278920,0.00100077,0.00192426,0.01759225,0.08104251
-3.21460730,0.31744965,0.12937336,0.17040376,0.00054673,0.00319390,0.00113835,0.00230494,0.01958900,0.08566969
-3.20860430,0.35763964,0.14838231,0.19527737,0.00061655,0.00363550,0.00128627,0.00275326,0.02194144,0.09202162
-3.20260130,0.40294612,0.16934269,0.22264520,0.00069053,0.00411403,0.00144392,0.00327910,0.02467109,0.10012849
-3.19659830,0.45349151,0.19233843,0.25257275,0.00076814,0.00462911,0.00161046,0.00389337,0.02780120,0.11001557
-3.19059530,0.50937543,0.21745043,0.28510976,0.00084874,0.00517992,0.00178485,0.00460806,0.03135722,0.12170299
-3.18459230,0.57067557,0.24475814,0.32029075,0.00093157,0.00576530,0.00196589,0.00543621,0.03536718,0.13520500
-3.17858929,0.63744904,0.27434148,0.35813616,0.00101580,0.00638372,0.00215220,0.00639180,0.03986199,0.15052902
-3.17258629,0.70973391,0.30628281,0.39865392,0.00110051,0.00703342,0.00234234,0.00748972,0.04487573,0.16767434
-3.16658329,0.78755079,0.34066874,0.44184133,0.00118474,0.00771242,0.00253479,0.00874551,0.05044570,0.18663057
-3.16058029,0.87090392,0.37759151,0.48768690,0.00126755,0.00841863,0.00272806,0.01017519,0.05661227,0.20737590
-3.15457729,0.95978162,0.41714944,0.53617195,0.00134798,0.00914992,0.00292072,0.01179492,0.06341855,0.22987528
-3.14857429,1.05415541,0.45944633,0.58727158,0.00142515,0.00990419,0.00311148,0.01362061,0.07090962,0.25407847
-3.14257129,1.15397769,0.50458933,0.64095471,0.00149826,0.01067940,0.00329921,0.01566749,0.07913154,0.27991831
-3.13656828,1.25917737,0.55268501,0.69718297,0.00156664,0.01147364,0.00348306,0.01794960,0.08812988,0.30730905
-3.13056528,1.36965350,0.60383352,0.75590805,0.00162976,0.01228510,0.00366242,0.02047917,0.09794793,0.33614504
-3.12456228,1.48526661,0.65812074,0.81706754,0.00168725,0.01311209,0.00383698,0.02326605,0.10862445,0.36629983
-3.11855928,1.60582794,0.71560840,0.88057909,0.00173894,0.01395295,0.00400675,0.02631701,0.12019116,0.39762581
-3.11255628,1.73108686,0.77632251,0.94633314,0.00178481,0.01480600,0.00417202,0.02963515,0.13266990,0.42995453
-3.10655328,1.86071708,0.84024038,1.01418429,0.00182506,0.01566942,0.00433334,0.03321923,0.14606959,0.46309765
-3.10055028,1.99430218,0.90727690,1.08394189,0.00186004,0.01654116,0.00449147,0.03706313,0.16038321,0.49684886
-3.09454727,2.13132164,0.97727069,1.15536031,0.00189025,0.01741877,0.00464733,0.04115540,0.17558478,0.53098648
-3.08854427,2.27113820,1.04997099,1.22812952,0.00191629,0.01829927,0.00480188,0.04547886,0.19162662,0.56527703
-3.08254127,2.41298777,1.12502624,1.30186679,0.00193886,0.01917905,0.00495606,0.05001045,0.20843708,0.59947949
-3.07653827,2.55597313,1.20197515,1.37611025,0.00195869,0.02005376,0.00511069,0.05472121,0.22591881,0.63335033
-3.07053527,2.69906228,1.28024136,1.45031504,0.00197649,0.02091822,0.00526639,0.05957647,0.24394786,0.66664904
-3.06453227,2.84109253,1.35913226,1.52385281,0.00199296,0.02176639,0.00542345,0.06453624,0.26237363,0.69914401
-3.05852926,2.98078080,1.43784286,1.59601503,0.00200867,0.02259141,0.00558178,0.06955587,0.28101993,0.73061856
-3.05252626,3.11674068,1.51546479,1.66602059,0.00202407,0.02338566,0.00574086,0.07458685,0.29968703,0.76087676
-3.04652326,3.24750597,1.59100102,1.73302769,0.00203947,0.02414085,0.00589968,0.07957783,0.31815489,0.78974884
-3.04052026,3.37156045,1.66338564,1.79615016,0.00205500,0.02484824,0.00605675,0.08447583,0.33618743,0.81709580
-3.03451726,3.48737288,1.73150870,1.85447753,0.00207058,0.02549884,0.00621007,0.08922750,0.35353775,0.84281303
-3.02851426,3.59343611,1.79424497,1.90709850,0.00208596,0.02608367,0.00635722,0.09378048,0.36995414,0.86683252
-3.02251126,3.68830864,1.85048583,1.95312681,0.00210072,0.02659404,0.00649542,0.09808478,0.38518672,0.88912364
-3.01650825,3.77065690,1.89917286,1.99172841,0.00211425,0.02702188,0.00662159,0.10209406,0.39899438,0.90969217
-3.01050525,3.83929621,1.93933179,2.02214886,0.00212584,0.02736002,0.00673248,0.10576686,0.41115177,0.92857766
-3.00450225,3.89322858,1.97010514,2.04373961,0.00213467,0.02760251,0.00682482,0.10906758,0.42145605,0.94584894
-2.99849925,3.93167529,1.99078227,2.05598185,0.00213988,0.02774484,0.00689542,0.11196731,0.42973312,0.96159819
-2.99249625,3.95410288,2.00082520,2.05850686,0.00214060,0.02778423,0.00694133,0.11444438,0.43584296,0.97593355
-2.98649325,3.96024092,1.99988910,2.05111180,0.00213600,0.02771976,0.00695996,0.11648462,0.43968396,0.98897073
-2.98049025,3.95009093,1.98783640,2.03377007,0.00212533,0.02755255,0.00694922,0.11808136,0.44119599,1.00082405
-2.97448724,3.92392597,1.96474385,2.00663579,0.00210797,0.02728578,0.00690762,0.11923515,0.44036205,1.01159731
-2.96848424,3.88228094,1.93090220,1.97004216,0.00208346,0.02692477,0.00683436,0.11995320,0.43720846,1.02137512
-2.96248124,3.82593434,1.88680863,1.92449371,0.00205152,0.02647689,0.00672940,0.12024869,0.43180365,1.03021518
-2.95647824,3.75588247,1.83315214,1.87065293,0.00201208,0.02595148,0.00659346,0.12013984,0.42425554,1.03814206
-2.95047524,3.67330754,1.77079278,1.80932195,0.00196527,0.02535972,0.00642807,0.11964894,0.41470774,1.04514296
-2.94447224,3.57954149,1.70073572,1.74142000,0.00191146,0.02471447,0.00623551,0.11880135,0.40333470,1.05116581
-2.93846923,3.47602738,1.62410124,1.66795801,0.00185122,0.02403002,0.00601881,0.11762452,0.39033606,1.05612003
-2.93246623,3.36428022,1.54209212,1.59001124,0.00178530,0.02332190,0.00578159,0.11614713,0.37593057,1.05987996
-2.92646323,3.24584925,1.45595988,1.50869141,0.00171464,0.02260661,0.00552805,0.11439833,0.36034970,1.06229107
-2.92046023,3.12228311,1.36697108,1.42511924,0.00164032,0.02190136,0.00526282,0.11240725,0.34383134,1.06317855
-2.91445723,2.99509928,1.27637523,1.34039877,0.00156356,0.02122382,0.00499085,0.11020258,0.32661379,1.06235806
-2.90845423,2.86575878,1.18537520,1.25559408,0.00148563,0.02059181,0.00471726,0.10781249,0.30893022,1.05964801
-2.90245123,2.73564655,1.09510130,1.17170931,0.00140789,0.02002305,0.00444724,0.10526464,0.29100389,1.05488265
-2.89644822,2.60605767,1.00658959,1.08967246,0.00133172,0.01953488,0.00418591,0.10258640,0.27304412,1.04792542
-2.89044522,2.47818901,0.92076488,1.01032306,0.00125851,0.01914393,0.00393819,0.09980515,0.25524317,1.03868151
-2.88444222,2.35313587,0.83842870,0.93440400,0.00118961,0.01886589,0.00370872,0.09694866,0.23777404,1.02710899
-2.87843922,2.23189239,0.76025201,0.86255712,0.00112633,0.01871517,0.00350174,0.09404544,0.22078908,1.01322781
-2.87243622,2.11535495,0.68677264,0.79532226,0.00106992,0.01870462,0.00332103,0.09112511,0.20441946,0.99712593
-2.86643322,2.00432724,0.61839678,0.73313940,0.00102156,0.01884526,0.00316983,0.08821855,0.18877531,0.97896215
-2.86043022,1.89952588,0.55540412,0.67635312,0.00098231,0.01914595,0.00305079,0.08535795,0.17394645,0.95896545
-2.85442721,1.80158573,0.49795588,0.62521896,0.00095316,0.01961316,0.00296595,0.08257670,0.16000354,0.93743054
-2.84842421,1.71106387,0.44610518,0.57991087,0.00093495,0.02025073,0.00291675,0.07990900,0.14699960,0.91471006
-2.84242121,1.62844192,0.39980891,0.54052926,0.00092841,0.02105963,0.00290394,0.07738933,0.13497157,0.89120342
-2.83641821,1.55412614,0.35894055,0.50710914,0.00093416,0.02203784,0.00292770,0.07505164,0.12394210,0.86734314
-2.83041521,1.48844559,0.32330330,0.47962784,0.00095263,0.02318023,0.00298757,0.07292851,0.11392115,0.84357910
-2.82441221,1.43164830,0.29264312,0.45801208,0.00098413,0.02447853,0.00308255,0.07105002,0.10490759,0.82036171
-2.81840920,1.38389604,0.26666111,0.44214405,0.00102880,0.02592138,0.00321108,0.06944275,0.09689062,0.79812461
-2.81240620,1.34525824,0.24502511,0.43186646,0.00108659,0.02749443,0.00337111,0.06812860,0.08985091,0.77726810
-2.80640320,1.31570580,0.22738017,0.42698651,0.00115727,0.02918060,0.00356017,0.06712378,0.08376172,0.75814372
-2.80040020,1.29510545,0.21335786,0.42727886,0.00124043,0.03096033,0.00377538,0.06643790,0.07858964,0.74104102
-2.79439720,1.28321538,0.20258433,0.43248769,0.00133542,0.03281194,0.00401350,0.06607323,0.07429537,0.72617701
-2.78839420,1.27968279,0.19468713,0.44232800,0.00144140,0.03471207,0.00427105,0.06602417,0.07083418,0.71368864
-2.78239120,1.28404377,0.18930092,0.45648647,0.00155731,0.03663618,0.00454428,0.06627704,0.06815646,0.70362871
-2.77638819,1.29572593,0.18607212,0.47462196,0.00168190,0.03855900,0.00482927,0.06681009,0.06620811,0.69596526
-2.77038519,1.31405389,0.18466249,0.49636596,0.00181366,0.04045509,0.00512197,0.06759381,0.06493094,0.69058419
-2.76438219,1.33825767,0.18475209,0.52132317,0.00195094,0.04229937,0.00541824,0.06859161,0.06426315,0.68729511
-2.75837919,1.36748380,0.18604134,0.54907248,0.00209188,0.04406754,0.00571391,0.06976065,0.06413978,0.68583984
-2.75237619,1.40080893,0.18825258,0.57916841,0.00223449,0.04573661,0.00600482,0.07105298,0.06449334,0.68590311
-2.74637319,1.43725557,0.19113111,0.61114332,0.00237664,0.04728521,0.00628687,0.07241686,0.06525444,0.68712492
-2.74037019,1.47580940,0.19444584,0.64451036,0.00251613,0.04869398,0.00655605,0.07379820,0.06635257,0.68911401
-2.73436718,1.51543792,0.19798957,0.67876740,0.00265072,0.04994579,0.00680850,0.07514214,0.06771693,0.69146179
-2.72836418,1.55510969,0.20157899,0.71340185,0.00277816,0.05102590,0.00704053,0.07639464,0.06927743,0.69375614
-2.72236118,1.59381386,0.20505456,0.74789655,0.00289626,0.05192213,0.00724869,0.07750401,0.07096567,0.69559476
-2.71635818,1.63057949,0.20828008,0.78173651,0.00300293,0.05262483,0.00742979,0.07842243,0.07271604,0.69659733
-2.71035518,1.66449416,0.21114220,0.81441662,0.00309624,0.05312695,0.00758099,0.07910729,0.07446677,0.69641652
-2.70435218,1.69472163,0.21354978,0.84545002,0.00317447,0.05342393,0.00769978,0.07952242,0.07616105,0.69474723
-2.69834917,1.72051809,0.21543315,0.87437706,0.00323612,0.05351369,0.00778408,0.07963903,0.07774808,0.69133413
-2.69234617,1.74124660,0.21674332,0.90077457,0.00328000,0.05339647,0.00783224,0.07943650,0.07918397,0.68597731
-2.68634317,1.75638966,0.21745100,0.92426514,0.00330524,0.05307478,0.00784313,0.07890283,0.08043264,0.67853605
-2.68034017,1.76555933,0.21754566,0.94452612,0.00331131,0.05255327,0.00781614,0.07803491,0.08146645,0.66893073
-2.67433717,1.76850482,0.21703439,0.96129800,0.00329805,0.05183866,0.00775119,0.07683844,0.08226671,0.65714298
-2.66833417,1.76511731,0.21594068,0.97439168,0.00326567,0.05093960,0.00764882,0.07532763,0.08282393,0.64321428
-2.66233117,1.75543177,0.21430310,0.98369445,0.00321476,0.04986662,0.00751011,0.07352469,0.08313785,0.62724302
-2.65632816,1.73962557,0.21217384,0.98917429,0.00314629,0.04863201,0.00733675,0.07145900,0.08321721,0.60938035
-2.65032516,1.71801397,0.20961702,0.99088209,0.00306152,0.04724974,0.00713098,0.06916618,0.08307924,0.58982488
-2.64432216,1.69104241,0.20670696,0.98895181,0.00296209,0.04573528,0.00689558,0.06668699,0.08274892,0.56881660
-2.63831916,1.65927576,0.20352624,0.98359829,0.00284987,0.04410555,0.00663382,0.06406606,0.08225802,0.54663005
-2.63231616,1.62338468,0.20016362,0.97511275,0.00272700,0.04237866,0.00634940,0.06135061,0.08164393,0.52356704
-2.62631316,1.58412954,0.19671188,0.96385614,0.00259578,0.04057376,0.00604639,0.05858912,0.08094833,0.49994911
-2.62031016,1.54234238,0.19326553,0.95025047,0.00245869,0.03871076,0.00572915,0.05583002,0.08021578,0.47610997
-2.61430715,1.49890722,0.18991863,0.93476845,0.00231827,0.03681012,0.00540225,0.05312044,0.07949224,0.45238794
-2.60830415,1.45473975,0.18676249,0.91792188,0.00217711,0.03489252,0.00507038,0.05050506,0.07882364,0.42911888
-2.60230115,1.41076663,0.18388364,0.90024916,0.00203782,0.03297853,0.00473828,0.04802510,0.07825454,0.40662939
-2.59629815,1.36790546,0.18136184,0.88230248,0.00190293,0.03108836,0.00441062,0.04571747,0.07782684,0.38523078
-2.59029515,1.32704576,0.17926847,0.86463517,0.00177488,0.02924145,0.00409195,0.04361412,0.07757878,0.36521368
-2.58429215,1.28903179,0.17766513,0.84778958,0.00165599,0.02745626,0.00378663,0.04174155,0.07754411,0.34684354
-2.57828914,1.25464754,0.17660266,0.83228603,0.00154842,0.02574995,0.00349872,0.04012057,0.07775147,0.33035698
-2.57228614,1.22460429,0.17612049,0.81861302,0.00145413,0.02413812,0.00323200,0.03876627,0.07822407,0.31595917
-2.56628314,1.19953095,0.17624641,0.80721894,0.00137485,0.02263467,0.00298985,0.03768811,0.07897959,0.30382204
-2.56028014,1.17996726,0.17699671,0.79850541,0.00131210,0.02125162,0.00277530,0.03689029,0.08003031,0.29408362
-2.55427714,1.16635969,0.17837664,0.79282227,0.00126712,0.01999902,0.00259091,0.03637225,0.08138335,0.28684806
-2.54827414,1.15905996,0.18038121,0.79046397,0.00124091,0.01888495,0.00243886,0.03612925,0.08304117,0.28218673
-2.54227114,1.15832577,0.18299616,0.79166739,0.00123415,0.01791548,0.00232088,0.03615316,0.08500204,0.28013996
-2.53626813,1.16432337,0.18619910,0.79661072,0.00124725,0.01709478,0.00223827,0.03643328,0.08726057,0.28071954
-2.53026513,1.17713167,0.18996073,0.80541322,0.00128032,0.01642523,0.00219193,0.03695717,0.08980828,0.28391181
-2.52426213,1.19674747,0.19424604,0.81813565,0.00133316,0.01590751,0.00218236,0.03771163,0.09263401,0.28968130
-2.51825913,1.22309150,0.19901548,0.83478116,0.00140523,0.01554086,0.00220970,0.03868351,0.09572428,0.29797480
-2.51225613,1.25601502,0.20422598,0.85529656,0.00149572,0.01532318,0.00227373,0.03986063,0.09906360,0.30872576
-2.50625313,1.29530689,0.20983189,0.87957397,0.00160347,0.01525130,0.00237395,0.04123256,0.10263458,0.32185896
-2.50025013,1.34070102,0.21578573,0.90745286,0.00172703,0.01532120,0.00250957,0.04279136,0.10641801,0.33729530
-2.49424712,1.39188421,0.22203885,0.93872268,0.00186467,0.01552820,0.00267956,0.04453215,0.11039283,0.35495658
-2.48824412,1.44850450,0.22854198,0.97312622,0.00201439,0.01586719,0.00288272,0.04645363,0.11453614,0.37477025
-2.48224112,1.51018008,0.23524569,1.01036394,0.00217394,0.01633288,0.00311770,0.04855843,0.11882316,0.39667382
-2.47623812,1.57650880,0.24210093,1.05009949,0.00234088,0.01691997,0.00338306,0.05085323,0.12322734,0.42061884
-2.47023512,1.64707834,0.24905948,1.09196653,0.00251263,0.01762336,0.00367730,0.05334879,0.12772049,0.44657424
-2.46423212,1.72147673,0.25607458,1.13557690,0.00268649,0.01843833,0.00399895,0.05605970,0.13227313,0.47452881
-2.45822911,1.79930313,0.26310154,1.18053013,0.00285975,0.01936068,0.00434656,0.05900395,0.13685497,0.50449250
-2.45222611,1.88017827,0.27009853,1.22642402,0.00302971,0.02038685,0.00471878,0.06220230,0.14143552,0.53649649
-2.44622311,1.96375408,0.27702729,1.27286587,0.00319378,0.02151397,0.00511435,0.06567736,0.14598486,0.57059160
-2.44022011,2.04972172,0.28385399,1.31948392,0.00334956,0.02273993,0.00553215,0.06945251,0.15047455,0.60684505
-2.43421711,2.13781726,0.29054990,1.36593839,0.00349486,0.02406329,0.00597115,0.07355058,0.15487849,0.64533523
-2.42821411,2.22782426,0.29709197,1.41193127,0.00362779,0.02548317,0.00643044,0.07799238,0.15917382,0.68614474
-2.42221111,2.31957248,0.30346312,1.45721420,0.00374684,0.02699911,0.00690914,0.08279504,0.16334167,0.72935140
-2.41620810,2.41293227,0.30965232,1.50159379,0.00385085,0.02861079,0.00740637,0.08797027,0.16736780,0.77501774
-2.41020510,2.50780425,0.31565410,1.54493376,0.00393911,0.03031770,0.00792114,0.09352266,0.17124289,0.82317901
-2.40420210,2.60410431,0.32146776,1.58715339,0.00401129,0.03211877,0.00845228,0.09944791,0.17496263,0.87383032
-2.39819910,2.70174436,0.32709611,1.62822230,0.00406751,0.03401191,0.00899831,0.10573128,0.17852743,0.92691338
-2.39219610,2.80060957,0.33254370,1.66815141,0.00410827,0.03599357,0.00955731,0.11234621,0.18194181,0.98230356
-2.38619310,2.90053322,0.33781475,1.70698069,0.00413441,0.03805825,0.01012685,0.11925328,0.18521347,1.03979789
-2.38019010,3.00127066,0.34291084,1.74476406,0.00414706,0.04019808,0.01070383,0.12639954,0.18835214,1.09910504
-2.37418709,3.10247415,0.34782843,1.78155270,0.00414758,0.04240239,0.01128444,0.13371835,0.19136819,1.15983777
-2.36818409,3.20367048,0.35255644,1.81737746,0.00413749,0.04465742,0.01186407,0.14112975,0.19427116,1.22150884
-2.36218109,3.30424321,0.35707411,1.85223195,0.00411836,0.04694611,0.01243729,0.14854137,0.19706838,1.28353077
-2.35617809,3.40342152,0.36134918,1.88605739,0.00409176,0.04924807,0.01299791,0.15585006,0.19976360,1.34522020
-2.35017509,3.50027705,0.36533678,1.91873047,0.00405919,0.05153967,0.01353899,0.16294395,0.20235595,1.40580685
-2.34417209,3.59372993,0.36897896,1.95005530,0.00402199,0.05379431,0.01405297,0.16970520,0.20483919,1.46444734
-2.33816908,3.68256469,0.37220508,1.97976031,0.00398127,0.05598288,0.01453184,0.17601311,0.20720138,1.52024349
-2.33216608,3.76545611,0.37493313,2.00750066,0.00393795,0.05807439,0.01496735,0.18174770,0.20942499,1.57226474
-2.32616308,3.84100437,0.37707190,2.03286619,0.00389261,0.06003672,0.01535123,0.18679337,0.21148742,1.61957391
-2.32016008,3.90777832,0.37852405,2.05539500,0.00384560,0.06183755,0.01567546,0.19104281,0.21336205,1.66125531
-2.31415708,3.96436516,0.37918985,2.07459182,0.00379697,0.06344534,0.01593255,0.19440068,0.21501959,1.69644415
-2.30815408,4.00942422,0.37897150,2.08995046,0.00374653,0.06483032,0.01611582,0.19678709,0.21642973,1.72435589
-2.30215108,4.04174225,0.37777780,2.10097906,0.00369386,0.06596558,0.01621968,0.19814066,0.21756304,1.74431431
-2.29614807,4.06028739,0.37552897,2.10722676,0.00363839,0.06682802,0.01623982,0.19842100,0.21839288,1.75577692
-2.29014507,4.06425917,0.37216128,2.10831040,0.00357944,0.06739924,0.01617349,0.19761046,0.21889727,1.75835663
-2.28414207,4.05313165,0.36763140,2.10393956,0.00351625,0.06766629,0.01601955,0.19571516,0.21906061,1.75183846
-2.27813907,4.02668764,0.36192003,2.09393867,0.00344810,0.06762224,0.01577862,0.19276511,0.21887512,1.73619068
-2.27213607,3.98504200,0.35503488,2.07826487,0.00337432,0.06726656,0.01545311,0.18881358,0.21834189,1.71156965
-2.26613307,3.92865279,0.34701264,2.05702066,0.00329435,0.06660526,0.01504712,0.18393552,0.21747149,1.67831826
-2.26013007,3.85831981,0.33791988,2.03046070,0.00320778,0.06565083,0.01456638,0.17822536,0.21628423,1.63695796
-2.25412706,3.77517037,0.32785301,1.99899238,0.00311441,0.06442193,0.01401807,0.17179407,0.21480984,1.58817470
-2.24812406,3.68063323,0.31693704,1.96317017,0.00301423,0.06294294,0.01341058,0.16476580,0.21308682,1.53279958
-2.24212106,3.57640195,0.30532343,1.92368429,0.00290745,0.06124326,0.01275331,0.15727412,0.21116145,1.47178494
-2.23611806,3.46438948,0.29318711,1.88134409,0.00279449,0.05935652,0.01205631,0.14945806,0.20908642,1.40617696
-2.23011506,3.34667614,0.28072264,1.83705728,0.00267597,0.05731969,0.01133004,0.14145821,0.20691943,1.33708604
-2.22411206,3.22545345,0.26814002,1.79180597,0.00255270,0.05517206,0.01058504,0.13341291,0.20472161,1.26565615
-2.21810905,3.10296624,0.25565999,1.74662069,0.00242560,0.05295429,0.00983164,0.12545475,0.20255597,1.19303427
-2.21210605,2.98145540,0.24350922,1.70255363,0.00229574,0.05070744,0.00907974,0.11770744,0.20048599,1.12034116
-2.20610305,2.86310355,0.23191555,1.66065213,0.00216424,0.04847199,0.00833851,0.11028325,0.19857435,1.04864448
-2.20010005,2.74998534,0.22110337,1.62193350,0.00203228,0.04628705,0.00761628,0.10328098,0.19688192,0.97893497
-2.19409705,2.64402397,0.21128926,1.58736199,0.00190102,0.04418960,0.00692031,0.09678447,0.19546694,0.91210645
-2.18809405,2.54695490,0.20267811,1.55782844,0.00177161,0.04221382,0.00625679,0.09086177,0.19438456,0.84894005
-2.18209105,2.46029735,0.19545966,1.53413320,0.00164516,0.04039060,0.00563069,0.08556480,0.19368642,0.79009281
-2.17608804,2.38533361,0.18980547,1.51697230,0.00152270,0.03874713,0.00504583,0.08092958,0.19342063,0.73609074
-2.17008504,2.32309610,0.18586646,1.50692699,0.00140517,0.03730662,0.00450487,0.07697681,0.19363164,0.68732614
-2.16408204,2.27436131,0.18377085,1.50445647,0.00129345,0.03608806,0.00400942,0.07371288,0.19436034,0.64405889
-2.15807904,2.23965003,0.18362248,1.50989338,0.00118831,0.03510614,0.00356008,0.07113107,0.19564395,0.60642117
-2.15207604,2.21923268,0.18549955,1.52344176,0.00109046,0.03437117,0.00315658,0.06921302,0.19751589,0.57442526
-2.14607304,2.21313874,0.18945353,1.54517698,0.00100055,0.03388911,0.00279791,0.06793021,0.20000544,0.54797365
-2.14007004,2.22116923,0.19550840,1.57504724,0.00091916,0.03366155,0.00248245,0.06724553,0.20313717,0.52687107
-2.13406703,2.24291122,0.20366001,1.61287616,0.00084686,0.03368582,0.00220809,0.06711479,0.20693001,0.51083769
-2.12806403,2.27775363,0.21387560,1.65836630,0.00078418,0.03395504,0.00197235,0.06748822,0.21139621,0.49952310
-2.12206103,2.32490359,0.22609353,1.71110327,0.00073167,0.03445821,0.00177251,0.06831175,0.21653989,0.49252052
-2.11605803,2.38340307,0.24022308,1.77056043,0.00068989,0.03518035,0.00160570,0.06952830,0.22235552,0.48938085
-2.11005503,2.45214556,0.25614458,1.83610424,0.00065943,0.03610264,0.00146900,0.07107888,0.22882619,0.48962621
