energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-6.00000000,1.30058548,-1.47936241,0.03209944,-0.05867479,0.02128327,-0.08488225,0.83065552,-0.41628978,0.14835583,-0.23987241,0.01357271,-0.02484839,0.79951680,-0.82057889,0.50686939,-0.35106626,0.08417348,-0.09708998
-5.99399700,1.34538633,-1.47599927,0.03277332,-0.05896374,0.02145833,-0.08424074,0.86070810,-0.42740205,0.15512452,-0.23783623,0.01380014,-0.02393660,0.82751169,-0.82046877,0.52500613,-0.35832120,0.08632155,-0.09641552
-5.98799400,1.39091833,-1.46944859,0.03333460,-0.05896142,0.02161025,-0.08314887,0.88923609,-0.43966077,0.16271081,-0.23473782,0.01404447,-0.02298136,0.85583279,-0.81906422,0.54265695,-0.36541772,0.08839861,-0.09548899
-5.98199100,1.43687744,-1.46025422,0.03376877,-0.05868269,0.02172848,-0.08162636,0.91620605,-0.45309661,0.17106616,-0.23067234,0.01429512,-0.02200016,0.88432137,-0.81667361,0.55976314,-0.37242943,0.09039504,-0.09434974
-5.97598799,1.48303924,-1.44898855,0.03406456,-0.05814729,0.02180599,-0.07970360,0.94166873,-0.46772000,0.18014062,-0.22575285,0.01454215,-0.02100958,0.91286875,-0.81360777,0.57630464,-0.37942403,0.09231064,-0.09304019
-5.96998499,1.52925730,-1.43622334,0.03421409,-0.05737881,0.02183916,-0.07742002,0.96575586,-0.48351080,0.18988215,-0.22010594,0.01477636,-0.02002485,0.94141506,-0.81016370,0.59229861,-0.38645658,0.09415454,-0.09160380
-5.96398199,1.57545690,-1.42250207,0.03421297,-0.05640361,0.02182750,-0.07482218,0.98867308,-0.50040982,0.20023571,-0.21386699,0.01498945,-0.01905944,0.96994534,-0.80660952,0.60779594,-0.39356335,0.09594483,-0.09008314
-5.95797899,1.62162510,-1.40831502,0.03406027,-0.05524964,0.02177332,-0.07196176,1.01068952,-0.51831259,0.21114228,-0.20717536,0.01517408,-0.01812480,0.99848303,-0.80317150,0.62287614,-0.40075690,0.09770763,-0.08851807
-5.95197599,1.66779762,-1.39407845,0.03375839,-0.05394530,0.02168132,-0.06889352,1.03212452,-0.53706590,0.22253787,-0.20016981,0.01532391,-0.01723015,1.02708162,-0.80002374,0.63764064,-0.40802256,0.09947595,-0.08694416
-5.94597299,1.71404381,-1.38011889,0.03331277,-0.05251838,0.02155809,-0.06567326,1.05333215,-0.55646726,0.23435263,-0.19298418,0.01543367,-0.01638235,1.05581493,-0.79728114,0.65220525,-0.41531673,0.10128814,-0.08539149
-5.93996998,1.76045059,-1.36666332,0.03273167,-0.05099509,0.02141156,-0.06235596,1.07468419,-0.57626749,0.24651022,-0.18574367,0.01549916,-0.01558597,1.08476670,-0.79499601,0.66669190,-0.42256701,0.10318627,-0.08388366
-5.93396698,1.80710644,-1.35383582,0.03202577,-0.04939929,0.02125051,-0.05899407,1.09655273,-0.59617644,0.25892749,-0.17856186,0.01551727,-0.01484335,1.11402019,-0.79315864,0.68122042,-0.42967441,0.10521421,-0.08243739
-5.92796398,1.85408645,-1.34166076,0.03120779,-0.04775193,0.02108396,-0.05563605,1.11929277,-0.61587178,0.27151458,-0.17153854,0.01548603,-0.01415481,1.14364839,-0.79170172,0.69590068,-0.43651753,0.10741585,-0.08106237
-5.92196098,1.90143931,-1.33007251,0.03029214,-0.04607065,0.02092075,-0.05232527,1.14322600,-0.63501044,0.28417540,-0.16475843,0.01540455,-0.01351887,1.17370536,-0.79050850,0.71082546,-0.44295856,0.10983318,-0.07976167
-5.91595798,1.94917677,-1.31893093,0.02929448,-0.04436965,0.02076905,-0.04909915,1.16862615,-0.65324232,0.29680860,-0.15829089,0.01527311,-0.01293261,1.20421914,-0.78942437,0.72606457,-0.44885090,0.11250464,-0.07853248
-5.90995498,1.99726613,-1.30804201,0.02823140,-0.04265978,0.02063597,-0.04598873,1.19570663,-0.67022581,0.30930894,-0.15219046,0.01509314,-0.01239202,1.23518655,-0.78827113,0.74166026,-0.45404803,0.11546350,-0.07736722
-5.90395198,2.04562593,-1.29718230,0.02712007,-0.04094877,0.02052735,-0.04301846,1.22461074,-0.68564422,0.32156897,-0.14649824,0.01486721,-0.01189233,1.26657000,-0.78686336,0.75762430,-0.45841317,0.11873652,-0.07625493
-5.89794897,2.09412473,-1.28612597,0.02597799,-0.03924165,0.02044746,-0.04020642,1.25540480,-0.69922266,0.33348104,-0.14124398,0.01459910,-0.01142844,1.29829625,-0.78502596,0.77393651,-0.46182929,0.12234294,-0.07518294
-5.89194597,2.14258284,-1.27467285,0.02482272,-0.03754126,0.02039899,-0.03756471,1.28807415,-0.71074424,0.34493941,-0.13644861,0.01429374,-0.01099522,1.33025713,-0.78261196,0.79054501,-0.46420889,0.12629358,-0.07413857
-5.88594297,2.19077654,-1.26267595,0.02367171,-0.03584890,0.02038298,-0.03510005,1.32252206,-0.72006514,0.35584242,-0.13212720,0.01395719,-0.01058793,1.36231184,-0.77951967,0.80736770,-0.46550307,0.13059040,-0.07311092
-5.87993997,2.23844417,-1.25006688,0.02254212,-0.03416490,0.02039888,-0.03281466,1.35857123,-0.72712744,0.36609463,-0.12829195,0.01359666,-0.01020241,1.39429057,-0.77570809,0.82429507,-0.46570931,0.13522623,-0.07209266
-5.87393697,2.28529369,-1.23687775,0.02145076,-0.03248928,0.02044474,-0.03070707,1.39596781,-0.73196932,0.37560869,-0.12495517,0.01322039,-0.00983538,1.42599905,-0.77120994,0.84119388,-0.46487762,0.14018483,-0.07108153
-5.86793397,2.33101076,-1.22325821,0.02041394,-0.03082229,0.02051732,-0.02877312,1.43438725,-0.73473178,0.38430699,-0.12213197,0.01283757,-0.00948459,1.45722374,-0.76614141,0.85791149,-0.46311452,0.14544117,-0.07008176
-5.86193097,2.37526714,-1.20948675,0.01944742,-0.02916489,0.02061241,-0.02700685,1.47344203,-0.73566171,0.39212291,-0.11984246,0.01245823,-0.00914890,1.48773709,-0.76070802,0.87428057,-0.46058469,0.15096196,-0.06910513
-5.85592796,2.41772853,-1.19597538,0.01856632,-0.02751915,0.02072503,-0.02540138,1.51269055,-0.73511073,0.39900170,-0.11811340,0.01209308,-0.00882838,1.51730280,-0.75520634,0.89012388,-0.45751011,0.15670637,-0.06817168
-5.84992496,2.45806170,-1.18326743,0.01778504,-0.02588849,0.02084967,-0.02394967,1.55164698,-0.73352994,0.40490087,-0.11697913,0.01175330,-0.00852424,1.54568072,-0.75002118,0.90525895,-0.45416652,0.16262685,-0.06731003
-5.84392196,2.49594051,-1.17202841,0.01711717,-0.02427785,0.02098062,-0.02264511,1.58979184,-0.73146050,0.40979027,-0.11648170,0.01145035,-0.00823876,1.57263106,-0.74561845,0.91950240,-0.45087742,0.16867021,-0.06655740
-5.83791896,2.53105071,-1.16303015,0.01657530,-0.02269365,0.02111213,-0.02148203,1.62658289,-0.72952044,0.41365162,-0.11667028,0.01119567,-0.00797518,1.59791817,-0.74253376,0.93267380,-0.44800573,0.17477867,-0.06595911
-5.83191596,2.56309348,-1.15712901,0.01617092,-0.02114381,0.02123864,-0.02045597,1.66146623,-0.72838794,0.41647788,-0.11759972,0.01100046,-0.00773752,1.62131345,-0.74135729,0.94459906,-0.44594339,0.18089100,-0.06556785
-5.82591296,2.59178785,-1.15523896,0.01591415,-0.01963749,0.02135494,-0.01956384,1.69388741,-0.72878181,0.41827221,-0.11932848,0.01087532,-0.00753039,1.64259772,-0.74271553,0.95511318,-0.44509934,0.18694375,-0.06544246
-5.81990995,2.61687193,-1.15830067,0.01581353,-0.01818493,0.02145631,-0.01880390,1.72330239,-0.73143979,0.41904681,-0.12191597,0.01082996,-0.00735875,1.66156294,-0.74725054,0.96406252,-0.44588630,0.19287236,-0.06564659
-5.81390695,2.63810349,-1.16724809,0.01587577,-0.01679713,0.02153859,-0.01817560,1.74918824,-0.73709544,0.41882168,-0.12541939,0.01087291,-0.00722774,1.67801355,-0.75559770,0.97130655,-0.44870694,0.19861236,-0.06624702
-5.80790395,2.65525982,-1.18297372,0.01610539,-0.01548559,0.02159819,-0.01767933,1.77105342,-0.74645441,0.41762326,-0.12989036,0.01101113,-0.00714247,1.69176731,-0.76836272,0.97671916,-0.45393988,0.20410038,-0.06731186
-5.80190095,2.66813717,-1.20629419,0.01650446,-0.01426198,0.02163216,-0.01731611,1.78844747,-0.76017108,0.41548312,-0.13537139,0.01124980,-0.00710776,1.70265597,-0.78609901,0.98018965,-0.46192617,0.20927513,-0.06890860
-5.79589795,2.67655011,-1.23791749,0.01707231,-0.01313792,0.02163810,-0.01708713,1.80097008,-0.77882612,0.41243680,-0.14189250,0.01159194,-0.00712807,1.71052574,-0.80928609,0.98162340,-0.47295669,0.21407828,-0.07110218
-5.78989495,2.68033074,-1.27841309,0.01780518,-0.01212467,0.02161416,-0.01699335,1.80827914,-0.80290596,0.40852269,-0.14946808,0.01203826,-0.00720727,1.71523772,-0.83831008,0.98094240,-0.48726099,0.21845511,-0.07395303
-5.78389195,2.67932811,-1.32818630,0.01869606,-0.01123294,0.02155892,-0.01703512,1.81009784,-0.83278474,0.40378102,-0.15809411,0.01258686,-0.00734861,1.71666821,-0.87344679,0.97808553,-0.50499793,0.22235514,-0.07751516
-5.77788894,2.67340787,-1.38745743,0.01973447,-0.01047273,0.02147134,-0.01721169,1.80622040,-0.86870930,0.39825317,-0.16774609,0.01323321,-0.00755457,1.71470918,-0.91484819,0.97300879,-0.52624851,0.22573249,-0.08183438
-5.77188594,2.66245222,-1.45624675,0.02090633,-0.00985318,0.02135068,-0.01752097,1.79651639,-0.91078759,0.39198090,-0.17837758,0.01396996,-0.00782691,1.70926872,-0.96253249,0.96568550,-0.55101102,0.22854619,-0.08694663
-5.76588294,2.64636029,-1.53436549,0.02219404,-0.00938246,0.02119642,-0.01795913,1.78093347,-0.95898100,0.38500599,-0.18991949,0.01478702,-0.00816659,1.70027159,-1.01637822,0.95610629,-0.57919869,0.23076033,-0.09287649
-5.75987994,2.62504899,-1.62141298,0.02357651,-0.00906766,0.02100818,-0.01852049,1.75949843,-1.01310045,0.37736979,-0.20228021,0.01567164,-0.00857381,1.68765995,-1.07612235,0.94427921,-0.61063988,0.23234409,-0.09963585
-5.75387694,2.59845444,-1.71677986,0.02502945,-0.00891475,0.02078571,-0.01919730,1.73231648,-1.07280655,0.36911311,-0.21534653,0.01660858,-0.00904803,1.67139421,-1.14136238,0.93022966,-0.64508068,0.23327172,-0.10722281
-5.74787394,2.56653389,-1.81965698,0.02652571,-0.00892846,0.02052880,-0.01997977,1.69956881,-1.13761358,0.36027610,-0.22898532,0.01758038,-0.00958802,1.65145413,-1.21156207,0.91400035,-0.68218973,0.23352254,-0.11562069
