energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,15.41790352,2.61749866,10.55265642,0.03787162,1.04230117,0.09331254,2.44080692,1.53601855,0.83160413
-5.99399700,15.42148513,2.62319162,10.58452048,0.03801163,1.04542899,0.09273316,2.42126328,1.53200994,0.82098128
-5.98799400,15.42114612,2.62780267,10.61288839,0.03816824,1.04746996,0.09211593,2.40237640,1.52726872,0.81149267
-5.98199100,15.41717632,2.63134835,10.63768607,0.03834116,1.04838718,0.09147454,2.38440127,1.52187411,0.80327395
-5.97598799,15.40974405,2.63384279,10.65877217,0.03852960,1.04815263,0.09082147,2.36754585,1.51589405,0.79643403
-5.96998499,15.39887883,2.63529605,10.67593084,0.03873218,1.04674743,0.09016748,2.35196462,1.50938144,0.79105185
-5.96398199,15.38446055,2.63571294,10.68886864,0.03894689,1.04416203,0.08952131,2.33775352,1.50237143,0.78717365
-5.95797899,15.36621629,2.63509255,10.69721627,0.03917105,1.04039636,0.08888933,2.32494693,1.49487980,0.78481101
-5.95197599,15.34372562,2.63342851,10.70053563,0.03940131,1.03545992,0.08827545,2.31351665,1.48690264,0.78393968
-5.94597299,15.31643495,2.63071032,10.69833245,0.03963367,1.02937200,0.08768103,2.30337304,1.47841741,0.78449922
-5.93996998,15.28368085,2.62692558,10.69007441,0.03986347,1.02216190,0.08710504,2.29436862,1.46938518,0.78639379
-5.93396698,15.24472205,2.62206329,10.67521444,0.04008552,1.01386926,0.08654422,2.28630376,1.45975414,0.78949387
-5.92796398,15.19877880,2.61611799,10.65321828,0.04029416,1.00454449,0.08599341,2.27893462,1.44946407,0.79363904
-5.92196098,15.14507827,2.60909464,10.62359525,0.04048336,0.99424926,0.08544594,2.27198283,1.43845162,0.79864186
-5.91595798,15.08290386,2.60101394,10.58593087,0.04064691,0.98305698,0.08489412,2.26514684,1.42665600,0.80429260
-5.90995498,15.01164594,2.59191782,10.53991945,0.04077859,0.97105325,0.08432969,2.25811425,1.41402497,0.81036487
-5.90395198,14.93085127,2.58187467,10.48539497,0.04087231,0.95833614,0.08374439,2.25057478,1.40052047,0.81662184
-5.89794897,14.84026845,2.57098401,10.42235833,0.04092236,0.94501623,0.08313039,2.24223320,1.38612393,0.82282301
-5.89194597,14.73988648,2.55938012,10.35099897,0.04092359,0.93121629,0.08248077,2.23282185,1.37084066,0.82873110
-5.88594297,14.62996390,2.54723431,10.27170959,0.04087159,0.91707056,0.08178991,2.22211185,1.35470313,0.83411897
-5.87993997,14.51104667,2.53475560,10.18509231,0.04076286,0.90272349,0.08105372,2.20992290,1.33777302,0.83877617
-5.87393697,14.38397289,2.52218945,10.09195566,0.04059497,0.88832795,0.08026992,2.19613084,1.32014180,0.84251494
-5.86793397,14.24986394,2.50981470,9.99330191,0.04036668,0.87404283,0.07943805,2.18067287,1.30192973,0.84517544
-5.86193097,14.11010169,2.49793838,9.89030493,0.04007801,0.86003024,0.07855946,2.16355013,1.28328350,0.84662988
-5.85592796,13.96629259,2.48688890,9.78427932,0.03973025,0.84645206,0.07763725,2.14482746,1.26437235,0.84678548
-5.84992496,13.82022007,2.47700756,9.67664196,0.03932599,0.83346635,0.07667600,2.12463055,1.24538301,0.84558607
-5.84392196,13.67378738,2.46863892,9.56886770,0.03886903,0.82122338,0.07568153,2.10314044,1.22651369,0.84301242
-5.83791896,13.52895341,2.46212032,9.46244108,0.03836431,0.80986170,0.07466059,2.08058582,1.20796731,0.83908103
-5.83191596,13.38766440,2.45777113,9.35880632,0.03781774,0.79950437,0.07362049,2.05723342,1.18994432,0.83384178
-5.82591296,13.25178474,2.45588202,9.25931772,0.03723607,0.79025536,0.07256878,2.03337697,1.17263550,0.82737425
-5.81990995,13.12302987,2.45670498,9.16519284,0.03662668,0.78219661,0.07151294,2.00932525,1.15621493,0.81978314
-5.81390695,13.00290406,2.46044418,9.07747011,0.03599738,0.77538552,0.07046004,1.98538974,1.14083358,0.81119285
-5.80790395,12.89264571,2.46724826,8.99697290,0.03535620,0.76985328,0.06941655,1.96187233,1.12661357,0.80174152
-5.80190095,12.79318209,2.47720420,8.92428113,0.03471114,0.76560391,0.06838813,1.93905372,1.11364358,0.79157482
-5.79589795,12.70509499,2.49033285,8.85971126,0.03407001,0.76261418,0.06737954,1.91718275,1.10197532,0.78083972
-5.78989495,12.62859822,2.50658637,8.80330538,0.03344019,0.76083422,0.06639456,1.89646723,1.09162133,0.76967852
-5.78389195,12.56352722,2.52584734,8.75482908,0.03282848,0.76018895,0.06543597,1.87706633,1.08255409,0.75822344
-5.77788894,12.50934067,2.54792958,8.71377807,0.03224093,0.76058009,0.06450564,1.85908494,1.07470641,0.74659184
-5.77188594,12.46513339,2.57258043,8.67939274,0.03168271,0.76188869,0.06360459,1.84257001,1.06797318,0.73488241
-5.76588294,12.42965965,2.59948436,8.65067988,0.03115801,0.76397810,0.06273304,1.82750898,1.06221421,0.72317234
-5.75987994,12.40136575,2.62826769,8.62644056,0.03066996,0.76669710,0.06189060,1.81383022,1.05725815,0.71151562
