energy_ev,total_up,Ge_p_up,Ge_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.23556788,0.02456871,0.00000000,0.03129408,0.02790324,0.14841118,0.00000000
-5.99399700,0.23349126,0.02431150,0.00000000,0.03115445,0.02763486,0.14712307,0.00000000
-5.98799400,0.22990097,0.02388560,0.00000000,0.03085204,0.02718055,0.14488577,0.00000000
-5.98199100,0.22490643,0.02330003,0.00000000,0.03040953,0.02655192,0.14176936,0.00000000
-5.97598799,0.21865250,0.02256722,0.00000000,0.02985561,0.02576457,0.13786635,0.00000000
-5.96998499,0.21131576,0.02170251,0.00000000,0.02922460,0.02483758,0.13328933,0.00000000
-5.96398199,0.20309987,0.02072370,0.00000000,0.02855594,0.02379300,0.12816809,0.00000000
-5.95797899,0.19423029,0.01965050,0.00000000,0.02789348,0.02265517,0.12264621,0.00000000
-5.95197599,0.18494852,0.01850395,0.00000000,0.02728474,0.02145007,0.11687749,0.00000000
-5.94597299,0.17550611,0.01730585,0.00000000,0.02678002,0.02020461,0.11102205,0.00000000
-5.93996998,0.16615873,0.01607820,0.00000000,0.02643148,0.01894595,0.10524259,0.00000000
-5.93396698,0.15716034,0.01484272,0.00000000,0.02629207,0.01770086,0.09970060,0.00000000
-5.92796398,0.14875783,0.01362043,0.00000000,0.02641454,0.01649511,0.09455293,0.00000000
-5.92196098,0.14118615,0.01243133,0.00000000,0.02685029,0.01535300,0.08994853,0.00000000
-5.91595798,0.13466402,0.01129413,0.00000000,0.02764832,0.01429691,0.08602567,0.00000000
-5.90995498,0.12939038,0.01022616,0.00000000,0.02885405,0.01334700,0.08290951,0.00000000
-5.90395198,0.12554152,0.00924335,0.00000000,0.03050828,0.01252098,0.08071015,0.00000000
-5.89794897,0.12326898,0.00836027,0.00000000,0.03264608,0.01183399,0.07952106,0.00000000
-5.89194597,0.12269806,0.00759028,0.00000000,0.03529578,0.01129856,0.07941804,0.00000000
-5.88594297,0.12392704,0.00694576,0.00000000,0.03847806,0.01092462,0.08045850,0.00000000
-5.87993997,0.12702693,0.00643834,0.00000000,0.04220510,0.01071969,0.08268119,0.00000000
-5.87393697,0.13204184,0.00607920,0.00000000,0.04647987,0.01068895,0.08610627,0.00000000
-5.86793397,0.13898969,0.00587927,0.00000000,0.05129570,0.01083548,0.09073573,0.00000000
-5.86193097,0.14786339,0.00584950,0.00000000,0.05663591,0.01116049,0.09655411,0.00000000
-5.85592796,0.15863234,0.00600100,0.00000000,0.06247383,0.01166349,0.10352949,0.00000000
-5.84992496,0.17124417,0.00634511,0.00000000,0.06877295,0.01234261,0.11161477,0.00000000
-5.84392196,0.18562671,0.00689338,0.00000000,0.07548753,0.01319472,0.12074915,0.00000000
-5.83791896,0.20169006,0.00765747,0.00000000,0.08256330,0.01421568,0.13085978,0.00000000
-5.83191596,0.21932880,0.00864880,0.00000000,0.08993863,0.01540044,0.14186363,0.00000000
-5.82591296,0.23842415,0.00987822,0.00000000,0.09754586,0.01674321,0.15366940,0.00000000
-5.81990995,0.25884612,0.01135551,0.00000000,0.10531284,0.01823753,0.16617953,0.00000000
-5.81390695,0.28045547,0.01308869,0.00000000,0.11316472,0.01987625,0.17929219,0.00000000
-5.80790395,0.30310557,0.01508337,0.00000000,0.12102578,0.02165161,0.19290319,0.00000000
-5.80190095,0.32664399,0.01734196,0.00000000,0.12882132,0.02355513,0.20690784,0.00000000
-5.79589795,0.35091379,0.01986291,0.00000000,0.13647951,0.02557757,0.22120253,0.00000000
-5.78989495,0.37575466,0.02263991,0.00000000,0.14393308,0.02770883,0.23568616,0.00000000
-5.78389195,0.40100366,0.02566122,0.00000000,0.15112090,0.02993785,0.25026131,0.00000000
-5.77788894,0.42649589,0.02890909,0.00000000,0.15798926,0.03225247,0.26483514,0.00000000
-5.77188594,0.45206496,0.03235937,0.00000000,0.16449284,0.03463941,0.27931999,0.00000000
-5.76588294,0.47754347,0.03598128,0.00000000,0.17059540,0.03708418,0.29363382,0.00000000
-5.75987994,0.50276357,0.03973750,0.00000000,0.17627016,0.03957110,0.30770041,0.00000000
-5.75387694,0.52755785,0.04358451,0.00000000,0.18149985,0.04208335,0.32144948,0.00000000
-5.74787394,0.55176048,0.04747321,0.00000000,0.18627647,0.04460317,0.33481680,0.00000000
-5.74187094,0.57520901,0.05134990,0.00000000,0.19060084,0.04711203,0.34774426,0.00000000
-5.73586793,0.59774662,0.05515752,0.00000000,0.19448202,0.04959104,0.36018018,0.00000000
-5.72986493,0.61922517,0.05883712,0.00000000,0.19793660,0.05202132,0.37207972,0.00000000
-5.72386193,0.63950881,0.06232964,0.00000000,0.20098793,0.05438457,0.38340562,0.00000000
-5.71785893,0.65847826,0.06557773,0.00000000,0.20366545,0.05666360,0.39412917,0.00000000
-5.71185593,0.67603553,0.06852777,0.00000000,0.20600401,0.05884303,0.40423146,0.00000000
-5.70585293,0.69210896,0.07113179,0.00000000,0.20804342,0.06090990,0.41370487,0.00000000
