energy_ev,total_up,Bi_p_up,Bi_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,1.60275596,0.55504015,0.00591923,0.87489722,0.57799611,0.01136421,0.40969246
-5.99399700,1.61321320,0.54298327,0.00585898,0.82834713,0.60372892,0.01101132,0.42202490
-5.98799400,1.64751458,0.53784003,0.00587271,0.79436428,0.63866689,0.01078970,0.44207865
-5.98199100,1.70517498,0.53935870,0.00595603,0.77266094,0.68274628,0.01069035,0.46985869
-5.97598799,1.78543793,0.54718027,0.00610371,0.76278765,0.73580630,0.01070256,0.50530912
-5.96998499,1.88728916,0.56085058,0.00630987,0.76415347,0.79758667,0.01081438,0.54830899
-5.96398199,2.00947134,0.57983351,0.00656803,0.77604611,0.86772562,0.01101299,0.59866754
-5.95797899,2.15049986,0.60352488,0.00687136,0.79765154,0.94575897,0.01128510,0.65611930
-5.95197599,2.30867999,0.63126682,0.00721271,0.82807256,1.03112018,0.01161738,0.72031933
-5.94597299,2.48212555,0.66236238,0.00758482,0.86634630,1.12314200,0.01199680,0.79083911
-5.93996998,2.66877937,0.69609018,0.00798043,0.91146064,1.22105983,0.01241098,0.86716341
-5.93396698,2.86643599,0.73171895,0.00839240,0.96236944,1.32401716,0.01284851,0.94868872
-5.92796398,3.07276689,0.76852172,0.00881379,1.01800693,1.43107328,0.01329917,1.03472367
-5.92196098,3.28534836,0.80578963,0.00923801,1.07730137,1.54121344,0.01375415,1.12449170
-5.91595798,3.50169245,0.84284497,0.00965890,1.13918812,1.65336154,0.01420620,1.21713652
-5.90995498,3.71928071,0.87905351,0.01007074,1.20262251,1.76639539,0.01464969,1.31173044
-5.90395198,3.93560075,0.91383580,0.01046841,1.26659240,1.87916432,0.01508066,1.40728572
-5.89794897,4.14818526,0.94667728,0.01084734,1.33013076,1.99050897,0.01549681,1.50276894
-5.89194597,4.35465287,0.97713707,0.01120363,1.39232807,2.09928291,0.01589741,1.59711819
-5.88594297,4.55275016,1.00485524,0.01153399,1.45234467,2.20437552,0.01628315,1.68926286
-5.87993997,4.74039385,1.02955834,0.01183584,1.50942260,2.30473563,0.01665605,1.77814533
-5.87393697,4.91571208,1.05106311,0.01210726,1.56289705,2.39939518,0.01701925,1.86274430
-5.86793397,5.07708343,1.06927826,0.01234698,1.61220668,2.48749210,0.01737679,1.94209866
-5.86193097,5.22317240,1.08420406,0.01255444,1.65690280,2.56829170,0.01773345,2.01533132
-5.85592796,5.35295980,1.09592986,0.01272972,1.69665669,2.64120556,0.01809450,2.08167208
-5.84992496,5.46576674,1.10462939,0.01287355,1.73126481,2.70580724,0.01846549,2.14047842
-5.84392196,5.56127068,1.11055381,0.01298729,1.76065137,2.76184390,0.01885213,2.19125360
-5.83791896,5.63951261,1.11402269,0.01307287,1.78486795,2.80924327,0.01926002,2.23366097
-5.83191596,5.70089402,1.11541296,0.01313282,1.80408984,2.84811532,0.01969456,2.26753387
-5.82591296,5.74616341,1.11514593,0.01317017,1.81860893,2.87874828,0.02016079,2.29288057
-5.81990995,5.77639170,1.11367281,0.01318840,1.82882301,2.90159888,0.02066329,2.30988368
-5.81390695,5.79293690,1.11145891,0.01319140,1.83522171,2.91727676,0.02120602,2.31889398
-5.80790395,5.79739863,1.10896698,0.01318335,1.83836919,2.92652349,0.02179230,2.32041870
-5.80190095,5.79156359,1.10664010,0.01316867,1.83888408,2.93018658,0.02242470,2.31510444
-5.79589795,5.77734355,1.10488476,0.01315184,1.83741730,2.92918949,0.02310493,2.30371538
-5.78989495,5.75670801,1.10405464,0.01313737,1.83462836,2.92449838,0.02383384,2.28710743
-5.78389195,5.73161385,1.10443576,0.01312957,1.83116118,2.91708705,0.02461129,2.26619931
-5.77788894,5.70393474,1.10623355,0.01313251,1.82762023,2.90790122,0.02543613,2.24194172
-5.77188594,5.67539311,1.10956258,0.01314980,1.82454808,2.89782371,0.02630612,2.21528559
