energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,1.32893779,0.00176523,0.13937086,0.36554174,0.31214706,0.76254662,0.00000000
-5.99399700,1.27823042,0.00173083,0.13642408,0.35458338,0.30355461,0.72957673,0.00000000
-5.98799400,1.23098210,0.00170265,0.13332188,0.34510272,0.29640888,0.69817125,0.00000000
-5.98199100,1.18746291,0.00168100,0.13006675,0.33711269,0.29084621,0.66842790,0.00000000
-5.97598799,1.14785055,0.00166604,0.12666036,0.33059281,0.28698661,0.64038186,0.00000000
-5.96998499,1.11224003,0.00165777,0.12310420,0.32549452,0.28493393,0.61401352,0.00000000
-5.96398199,1.08065512,0.00165608,0.11940019,0.32174704,0.28477602,0.58925772,0.00000000
-5.95797899,1.05306065,0.00166077,0.11555134,0.31926353,0.28658466,0.56601389,0.00000000
-5.95197599,1.02937486,0.00167159,0.11156233,0.31794708,0.29041537,0.54415663,0.00000000
-5.94597299,1.00948114,0.00168824,0.10744011,0.31769620,0.29630676,0.52354609,0.00000000
-5.93996998,0.99323846,0.00171041,0.10319428,0.31840958,0.30427974,0.50403765,0.00000000
-5.93396698,0.98049011,0.00173781,0.09883742,0.31998998,0.31433626,0.48549059,0.00000000
-5.92796398,0.97107057,0.00177015,0.09438517,0.32234688,0.32645808,0.46777527,0.00000000
-5.92196098,0.96481027,0.00180714,0.08985625,0.32539817,0.34060536,0.45077885,0.00000000
-5.91595798,0.96153847,0.00184852,0.08527222,0.32907063,0.35671549,0.43440914,0.00000000
-5.90995498,0.96108463,0.00189399,0.08065709,0.33329955,0.37470229,0.41859696,0.00000000
-5.90395198,0.96327846,0.00194325,0.07603682,0.33802747,0.39445579,0.40329680,0.00000000
-5.89794897,0.96794940,0.00199595,0.07143873,0.34320250,0.41584283,0.38848627,0.00000000
-5.89194597,0.97492592,0.00205167,0.06689074,0.34877624,0.43870864,0.37416430,0.00000000
-5.88594297,0.98403513,0.00210991,0.06242070,0.35470180,0.46287952,0.36034874,0.00000000
-5.87993997,0.99510329,0.00217006,0.05805566,0.36093197,0.48816667,0.34707328,0.00000000
-5.87393697,1.00795733,0.00223142,0.05382115,0.36741785,0.51437115,0.33438432,0.00000000
-5.86793397,1.02242769,0.00229315,0.04974066,0.37410817,0.54128976,0.32233777,0.00000000
-5.86193097,1.03835245,0.00235430,0.04583511,0.38094917,0.56872168,0.31099618,0.00000000
-5.85592796,1.05558247,0.00241383,0.04212250,0.38788533,0.59647559,0.30042617,0.00000000
-5.84992496,1.07398722,0.00247061,0.03861772,0.39486059,0.62437677,0.29069638,0.00000000
-5.84392196,1.09346089,0.00252342,0.03533245,0.40182030,0.65227381,0.28187576,0.00000000
-5.83791896,1.11392806,0.00257105,0.03227525,0.40871332,0.68004454,0.27403234,0.00000000
-5.83191596,1.13534828,0.00261226,0.02945169,0.41549440,0.70760058,0.26723218,0.00000000
-5.82591296,1.15771908,0.00264587,0.02686469,0.42212641,0.73489025,0.26153849,0.00000000
-5.81990995,1.18107662,0.00267077,0.02451478,0.42858218,0.76189947,0.25701079,0.00000000
-5.81390695,1.20549371,0.00268598,0.02240055,0.43484584,0.78865040,0.25370378,0.00000000
-5.80790395,1.23107486,0.00269066,0.02051900,0.44091342,0.81519768,0.25166609,0.00000000
-5.80190095,1.25794821,0.00268416,0.01886594,0.44679255,0.84162250,0.25093856,0.00000000
-5.79589795,1.28625459,0.00266603,0.01743630,0.45250124,0.86802442,0.25155221,0.00000000
-5.78989495,1.31613402,0.00263604,0.01622439,0.45806583,0.89451146,0.25352582,0.00000000
