energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.72986493,3.37898036,0.63500858,0.00610656,0.06855500,1.64793483,1.09766558,1.04526651
-5.72386193,3.50609523,0.65417265,0.00631296,0.07129841,1.71298302,1.15192333,1.08280191
-5.71785893,3.62857290,0.67148775,0.00650487,0.07408198,1.77655998,1.20538245,1.11913733
-5.71185593,3.74510996,0.68671210,0.00668020,0.07688126,1.83806369,1.25757182,1.15392299
-5.70585293,3.85451582,0.69963819,0.00683712,0.07967252,1.89693905,1.30804333,1.18684464
-5.69984992,3.95574873,0.71010012,0.00697416,0.08243335,1.95269405,1.35638288,1.21763325
-5.69384692,4.04794709,0.71797980,0.00709023,0.08514295,2.00491364,1.40222042,1.24607319
-5.68784392,4.13045491,0.72321179,0.00718466,0.08778255,2.05327092,1.44523884,1.27200847
-5.68184092,4.20284049,0.72578650,0.00725724,0.09033564,2.09753500,1.48518128,1.29534680
-5.67583792,4.26490742,0.72575170,0.00730821,0.09278810,2.13757554,1.52185657,1.31606147
-5.66983492,4.31669793,0.72321225,0.00733827,0.09512832,2.17336369,1.55514276,1.33419091
-5.66383192,4.35848827,0.71832805,0.00734857,0.09734717,2.20496958,1.58498849,1.34983597
-5.65782891,4.39077670,0.71131028,0.00734067,0.09943801,2.23255656,1.61141220,1.36315529
-5.65182591,4.41426470,0.70241618,0.00731649,0.10139653,2.25637258,1.63449943,1.37435879
-5.64582291,4.42983228,0.69194251,0.00727827,0.10322065,2.27673914,1.65439800,1.38369980
-5.63981991,4.43850857,0.68021803,0.00722852,0.10491032,2.29403841,1.67131166,1.39146607
-5.63381691,4.44143897,0.66759517,0.00716991,0.10646734,2.30869908,1.68549227,1.39797023
-5.62781391,4.43985011,0.65444140,0.00710524,0.10789521,2.32118155,1.69723080,1.40353990
-5.62181091,4.43501399,0.64113043,0.00703734,0.10919885,2.33196307,1.70684762,1.40850797
-5.61580790,4.42821260,0.62803356,0.00696899,0.11038448,2.34152334,1.71468236,1.41320337
-5.60980490,4.42070397,0.61551157,0.00690287,0.11145942,2.35033101,1.72108359,1.41794254
-5.60380190,4.41369068,0.60390712,0.00684150,0.11243190,2.35883143,1.72639869,1.42302188
-5.59779890,4.40829167,0.59353809,0.00678715,0.11331086,2.36743605,1.73096421,1.42871130
-5.59179590,4.40551766,0.58469172,0.00674180,0.11410584,2.37651338,1.73509682,1.43524890
-5.58579290,4.40625080,0.57761980,0.00670710,0.11482673,2.38638181,1.73908518,1.44283685
-5.57978989,4.41122840,0.57253488,0.00668437,0.11548362,2.39730420,1.74318270,1.45163842
-5.57378689,4.42103109,0.56960739,0.00667451,0.11608661,2.40948412,1.74760150,1.46177595
-5.56778389,4.43607493,0.56896372,0.00667805,0.11664558,2.42306370,1.75250750,1.47332991
-5.56178089,4.45660759,0.57068523,0.00669509,0.11716997,2.43812290,1.75801671,1.48633860
-5.55577789,4.48270803,0.57480793,0.00672539,0.11766857,2.45468006,1.76419295,1.50079870
-5.54977489,4.51428973,0.58132298,0.00676829,0.11814928,2.47269360,1.77104680,1.51666628
-5.54377189,4.55110685,0.59017779,0.00682279,0.11861890,2.49206466,1.77853603,1.53385841
-5.53776888,4.59276333,0.60127768,0.00688757,0.11908288,2.51264072,1.78656740,1.55225521
-5.53176588,4.63872456,0.61448819,0.00696104,0.11954517,2.53421997,1.79500001,1.57170230
-5.52576288,4.68833146,0.62963780,0.00704133,0.12000807,2.55655650,1.80365006,1.59201372
-5.51975988,4.74081688,0.64652126,0.00712643,0.12047210,2.57936622,1.81229713,1.61297529
-5.51375688,4.79532406,0.66490343,0.00721415,0.12093595,2.60233348,1.82069187,1.63434850
-5.50775388,4.85092705,0.68452359,0.00730225,0.12139653,2.62511854,1.82856504,1.65587489
-5.50175088,4.90665301,0.70510031,0.00738843,0.12184900,2.64736561,1.83563777,1.67728106
-5.49574787,4.96150605,0.72633687,0.00747046,0.12228695,2.66871176,1.84163280,1.69828420
-5.48974487,5.01449237,0.74792704,0.00754621,0.12270263,2.68879636,1.84628647,1.71859831
-5.48374187,5.06464643,0.76956136,0.00761371,0.12308725,2.70727113,1.84936116,1.73794086
-5.47773887,5.11105762,0.79093367,0.00767122,0.12343129,2.72381066,1.85065773,1.75603998
-5.47173587,5.15289680,0.81174785,0.00771727,0.12372498,2.73812302,1.85002761,1.77264193
-5.46573287,5.18944215,0.83172449,0.00775075,0.12395869,2.74996046,1.84738393,1.78751869
-5.45972986,5.22010347,0.85060747,0.00777090,0.12412342,2.75912959,1.84271137,1.80047545
-5.45372686,5.24444403,0.86817002,0.00777741,0.12421127,2.76550091,1.83607408,1.81135774
-5.44772386,5.26219895,0.88422016,0.00777039,0.12421590,2.76901699,1.82762118,1.82005775
-5.44172086,5.27328927,0.89860519,0.00775041,0.12413290,2.76969902,1.81758956,1.82651964
-5.43571786,5.27783056,0.91121509,0.00771850,0.12396020,2.76765109,1.80630328,1.83074335
-5.42971486,5.27613518,0.92198451,0.00767613,0.12369825,2.76306177,1.79416963,1.83278668
-5.42371186,5.26870757,0.93089325,0.00762517,0.12335020,2.75620256,1.78167139,1.83276521
-5.41770885,5.25623171,0.93796511,0.00756784,0.12292190,2.74742276,1.76935533,1.83084987
-5.41170585,5.23955069,0.94326506,0.00750664,0.12242177,2.73714061,1.75781714,1.82726200
-5.40570285,5.21963837,0.94689473,0.00744429,0.12186050,2.72583058,1.74768292,1.82226580
-5.39969985,5.19756347,0.94898641,0.00738361,0.12125063,2.71400688,1.73958782,1.81615827
-5.39369685,5.17444702,0.94969568,0.00732741,0.12060594,2.70220358,1.73415232,1.80925686
-5.38769385,5.15141450,0.94919304,0.00727841,0.11994075,2.69095188,1.73195710,1.80188522
-5.38169085,5.12954426,0.94765473,0.00723909,0.11926911,2.68075534,1.73351723,1.79435755
-5.37568784,5.10981445,0.94525340,0.00721157,0.11860390,2.67206402,1.73925695,1.78696223
-5.36968484,5.09305075,0.94214876,0.00719755,0.11795594,2.66524882,1.74948599,1.77994552
-5.36368184,5.07987755,0.93847894,0.00719816,0.11733311,2.66057731,1.76437864,1.77349616
-5.35767884,5.07067514,0.93435280,0.00721391,0.11673953,2.65819239,1.78395664,1.76773180
-5.35167584,5.06554558,0.92984371,0.00724465,0.11617491,2.65809522,1.80807693,1.76268803
-5.34567284,5.06428944,0.92498504,0.00728949,0.11563403,2.66013358,1.83642519,1.75831097
-5.33966983,5.06639535,0.91976780,0.00734684,0.11510651,2.66399686,1.86851555,1.75445382
-5.33366683,5.07104362,0.91414031,0.00741445,0.11457673,2.66921824,1.90369726,1.75087808
-5.32766383,5.07712471,0.90801025,0.00748943,0.11402415,2.67518467,1.94116799,1.74725950
-5.32166083,5.08327225,0.90124881,0.00756833,0.11342379,2.68115447,1.97999383,1.74319880
-5.31565783,5.08790983,0.89369684,0.00764733,0.11274706,2.68628225,2.01913525,1.73823681
-5.30965483,5.08930980,0.88517271,0.00772229,0.11196279,2.68965017,2.05747824,1.73187346
-5.30365183,5.08566161,0.87548154,0.00778895,0.11103847,2.69030424,2.09386930,1.72358985
-5.29764882,5.07514665,0.86442528,0.00784306,0.10994159,2.68729411,2.12715314,1.71287223
-5.29164582,5.05601616,0.85181321,0.00788059,0.10864116,2.67971431,2.15621127,1.69923678
-5.28564282,5.02666826,0.83747228,0.00789784,0.10710905,2.66674500,2.18000000,1.68225395
-5.27963982,4.98572050,0.82125696,0.00789161,0.10532147,2.64769007,2.19758609,1.66157101
-5.27363682,4.93207424,0.80305789,0.00785932,0.10326010,2.62201062,2.20817861,1.63693158
-5.26763382,4.86496756,0.78280916,0.00779914,0.10091317,2.58935206,2.21115560,1.60819126
-5.26163082,4.78401429,0.76049384,0.00770999,0.09827618,2.54956346,2.20608431,1.57532831
-5.25562781,4.68922716,0.73614743,0.00759167,0.09535238,2.50270804,2.19273438,1.53844904
-5.24962481,4.58102415,0.70985934,0.00744482,0.09215285,2.44906439,2.17108349,1.49778742
-5.24362181,4.46021810,0.68177223,0.00727088,0.08869637,2.38911844,2.14131529,1.45369928
-5.23761881,4.32799025,0.65207941,0.00707208,0.08500890,2.32354667,2.10381009,1.40665122
-5.23161581,4.18584967,0.62102053,0.00685130,0.08112279,2.25319164,2.05912898,1.35720503
-5.22561281,4.03558086,0.58887577,0.00661201,0.07707575,2.17903126,2.00799228,1.30599859
-5.21960980,3.87918275,0.55595894,0.00635815,0.07290975,2.10214359,1.95125361,1.25372420
-5.21360680,3.71880229,0.52260991,0.00609395,0.06866962,2.02366906,1.88987108,1.20110576
-5.20760380,3.55666639,0.48918673,0.00582386,0.06440177,1.94477226,1.82487685,1.14887575
-5.20160080,3.39501563,0.45605779,0.00555237,0.06015281,1.86660522,1.75734689,1.09775352
-5.19559780,3.23604291,0.42359449,0.00528393,0.05596837,1.79027398,1.68837195,1.04842575
-5.18959480,3.08183994,0.39216465,0.00502284,0.05189188,1.71681011,1.61903126,1.00152996
-5.18359180,2.93435356,0.36212692,0.00477316,0.04796369,1.64714818,1.55036972,0.95764194
-5.17758879,2.79535332,0.33382629,0.00453865,0.04422026,1.58211004,1.48337946,0.91726714
-5.17158579,2.66641100,0.30759088,0.00432275,0.04069366,1.52239619,1.41898594,0.88083651
-5.16558279,2.54889182,0.28372985,0.00412853,0.03741118,1.46858394,1.35803881,0.84870629
-5.15957979,2.44395636,0.26253241,0.00395874,0.03439526,1.42113190,1.30130718,0.82116147
-5.15357679,2.35257169,0.24426768,0.00381581,0.03166350,1.38038967,1.24947881,0.79842228
-5.14757379,2.27552949,0.22918521,0.00370189,0.02922890,1.34661152,1.20316243,0.78065278
-5.14157079,2.21346864,0.21751581,0.00361887,0.02710021,1.31997254,1.16289232,0.76797066
-5.13556778,2.16689967,0.20947237,0.00356848,0.02528231,1.30058564,1.12913408,0.76045732
-5.12956478,2.13622829,0.20525038,0.00355226,0.02377671,1.28851786,1.10229065,0.75816714
-5.12356178,2.12177563,0.20502785,0.00357165,0.02258197,1.28380461,1.08270755,0.76113519
-5.11755878,2.12379292,0.20896428,0.00362799,0.02169423,1.28646050,1.07067669,0.76938258
-5.11155578,2.14246918,0.21719864,0.00372249,0.02110748,1.29648590,1.06643788,0.78291891
-5.10555278,2.17793076,0.22984613,0.00385628,0.02081398,1.31386882,1.07017799,0.80174167
-5.09954977,2.23023269,0.24699368,0.00403031,0.02080445,1.33858170,1.08202740,0.82583240
-5.09354677,2.29934207,0.26869451,0.00424533,0.02106817,1.37057372,1.10205411,0.85514994
-5.08754377,2.38511478,0.29496154,0.00450181,0.02159311,1.40975903,1.13025590,0.88962120
-5.08154077,2.48726725,0.32576045,0.00479983,0.02236585,1.45600202,1.16655116,0.92913024
-5.07553777,2.60534560,0.36100232,0.00513905,0.02337153,1.50910098,1.21076940,0.97350640
-5.06953477,2.73869472,0.40053663,0.00551852,0.02459376,1.56877151,1.26264236,1.02251271
-5.06353177,2.88643025,0.44414501,0.00593669,0.02601448,1.63463122,1.32179663,1.07583525
-5.05752876,3.04741606,0.49153624,0.00639124,0.02761388,1.70618737,1.38774903,1.13307495
-5.05152576,3.22025003,0.54234316,0.00687908,0.02937038,1.78282874,1.45990536,1.19374233
-5.04552276,3.40326020,0.59612176,0.00739630,0.03126062,1.86382274,1.53756332,1.25725625
-5.03951976,3.59451289,0.65235298,0.00793813,0.03325960,1.94831891,1.61992003,1.32294710
-5.03351676,3.79183382,0.71044743,0.00849903,0.03534089,2.03535881,1.70608423,1.39006470
-5.02751376,3.99284223,0.76975317,0.00907268,0.03747691,2.12389268,1.79509299,1.45779105
-5.02151076,4.19499745,0.82956643,0.00965215,0.03963941,2.21280214,1.88593248,1.52525742
-5.01550775,4.39565629,0.88914512,0.01022998,0.04179991,2.30092828,1.97756187,1.59156544
-5.00950475,4.59213921,0.94772476,0.01079841,0.04393027,2.38710376,2.06893949,1.65581116
-5.00350175,4.78180222,1.00453621,0.01134949,0.04600338,2.47018759,2.15904989,1.71711111
-4.99749875,4.96211148,1.05882453,0.01187536,0.04799367,2.54910070,2.24693063,1.77462914
-4.99149575,5.13071694,1.10986830,0.01236847,0.04987786,2.62286061,2.33169725,1.82760274
-4.98549275,5.28552150,1.15699838,0.01282175,0.05163542,2.69061343,2.41256550,1.87536758
-4.97948974,5.42474242,1.19961551,0.01322887,0.05324912,2.75166153,2.48886940,1.91737906
-4.97348674,5.54696201,1.23720577,0.01358445,0.05470540,2.80548547,2.56007459,1.95322974
-4.96748374,5.65116518,1.26935334,0.01388416,0.05599463,2.85175917,2.62578630,1.98266193
-4.96148074,5.73676235,1.29574993,0.01412493,0.05711127,2.89035763,2.68575171,2.00557473
-4.95547774,5.80359677,1.31620063,0.01430501,0.05805376,2.92135684,2.73985697,2.02202541
-4.94947474,5.85193641,1.33062584,0.01442403,0.05882446,2.94502629,2.78811918,2.03222489
-4.94347174,5.88245124,1.33905950,0.01448299,0.05942924,2.96181434,2.83067428,2.03652798
-4.93746873,5.89617754,1.34164372,0.01448425,0.05987716,2.97232775,2.86776159,2.03541870
-4.93146573,5.89447152,1.33862033,0.01443141,0.06017988,2.97730627,2.89970635,2.02949170
-4.92546273,5.87895496,1.33031984,0.01432925,0.06035112,2.97759394,2.92690118,2.01943066
-4.91945973,5.85145586,1.31714853,0.01418350,0.06040605,2.97410854,2.94978781,2.00598493
-4.91345673,5.81394715,1.29957444,0.01400076,0.06036064,2.96781069,2.96883993,1.98994533
-4.90745373,5.76848633,1.27811288,0.01378824,0.06023114,2.95967410,2.98454805,1.97212050
-4.90145073,5.71715862,1.25331226,0.01355359,0.06003346,2.95065808,2.99740686,1.95331447
-4.89544772,5.66202577,1.22574085,0.01330469,0.05978281,2.94168337,3.00790549,1.93430654
-4.88944472,5.60508194,1.19597479,0.01304949,0.05949326,2.93361192,3.01652046,1.91583396
-4.88344172,5.54821759,1.16458789,0.01279580,0.05917750,2.92723094,3.02371133,1.89857779
-4.87743872,5.49319162,1.13214316,0.01255116,0.05884671,2.92324131,3.02991830,1.88315217
-4.87143572,5.44161130,1.09918630,0.01232265,0.05851046,2.92224995,3.03556128,1.87009681
-4.86543272,5.39491925,1.06624078,0.01211684,0.05817675,2.92476582,3.04103961,1.85987261
-4.85942971,5.35438608,1.03380441,0.01193963,0.05785211,2.93119871,3.04673175,1.85285972
-4.85342671,5.32110739,1.00234700,0.01179620,0.05754175,2.94186018,3.05299420,1.84935776
-4.84742371,5.29600339,0.97230874,0.01169098,0.05724975,2.95696580,3.06015915,1.84958744
-4.84142071,5.27981989,0.94409884,0.01162755,0.05697926,2.97663797,3.06853065,1.85369307
-4.83541771,5.27312925,0.91809414,0.01160867,0.05673270,3.00090875,3.07837897,1.86174549
-4.82941471,5.27633052,0.89463740,0.01163622,0.05651192,3.02972229,3.08993347,1.87374483
-4.82341171,5.28964822,0.87403498,0.01171124,0.05631837,3.06293667,3.10337434,1.88962309
-4.81740870,5.31312967,0.85655386,0.01183389,0.05615319,3.10032509,3.11882371,1.90924610
-4.81140570,5.34664125,0.84241803,0.01200348,0.05601729,3.14157669,3.13633693,1.93241518
-4.80540270,5.38986424,0.83180425,0.01221850,0.05591134,3.18629740,3.15589474,1.95886845
-4.79939970,5.44229129,0.82483760,0.01247660,0.05583578,3.23401129,3.17739730,1.98828222
-4.79339670,5.50322460,0.82158684,0.01277467,0.05579076,3.28416298,3.20066057,2.02027268
-4.78739370,5.57177708,0.82206010,0.01310883,0.05577611,3.33612171,3.22541600,2.05439850
-4.78139070,5.64687758,0.82620130,0.01347451,0.05579123,3.38918764,3.25131364,2.09016448
-4.77538769,5.72728111,0.83388741,0.01386651,0.05583506,3.44260055,3.27792910,2.12702681
-4.76938469,5.81158483,0.84492730,0.01427905,0.05590602,3.49555144,3.30477430,2.16440005
-4.76338169,5.89825002,0.85906202,0.01470586,0.05600200,3.54719683,3.33131155,2.20166601
-4.75737869,5.98563006,0.87596715,0.01514028,0.05612040,3.59667552,3.35697077,2.23818446
-4.75137569,6.07200393,0.89525706,0.01557537,0.05625818,3.64312767,3.38116883,2.27330562
-4.74537269,6.15561442,0.91649134,0.01600406,0.05641190,3.68571528,3.40333040,2.30638396
-4.73936968,6.23470995,0.93918325,0.01641921,0.05657796,3.72364350,3.42290929,2.33679304
-4.73336668,6.30758850,0.96281002,0.01681382,0.05675267,3.75618193,3.43940921,2.36394068
-4.72736368,6.37264229,0.98682495,0.01718114,0.05693246,3.78268493,3.45240330,2.38728405
-4.72136068,6.42840125,1.01067077,0.01751482,0.05711411,3.80261016,3.46155122,2.40634395
-4.71535768,6.47357399,1.03379396,0.01780906,0.05729487,3.81553449,3.46661336,2.42071765
-4.70935468,6.50708433,1.05565960,0.01805873,0.05747270,3.82116655,3.46746144,2.43008984
-4.70335168,6.52810237,1.07576616,0.01825950,0.05764639,3.81935553,3.46408511,2.43424116
-4.69734867,6.53606851,1.09365980,0.01840799,0.05781565,3.81009565,3.45659436,2.43305384
-4.69134567,6.53070987,1.10894751,0.01850178,0.05798119,3.79352628,3.44521776,2.42651441
-4.68534267,6.51204816,1.12130864,0.01853956,0.05814471,3.76992770,3.43029643,2.41471322
-4.67933967,6.48039891,1.13050438,0.01852113,0.05830883,3.73971256,3.41227432,2.39784084
-4.67333667,6.43636185,1.13638470,0.01844742,0.05847698,3.70341364,3.39168500,2.37618143
-4.66733367,6.38080292,1.13889241,0.01832048,0.05865320,3.66166810,3.36913545,2.35010355
-4.66133067,6.31482836,1.13806422,0.01814344,0.05884191,3.61519903,3.34528761,2.32004845
-4.65532766,6.23975177,1.13402863,0.01792043,0.05904762,3.56479492,3.32083817,2.28651663
-4.64932466,6.15705525,1.12700064,0.01765648,0.05927465,3.51128772,3.29649732,2.25005295
-4.64332166,6.06834600,1.11727362,0.01735740,0.05952678,3.45553020,3.27296718,2.21123089
-4.63731866,5.97530962,1.10520844,0.01702959,0.05980695,3.39837354,3.25092062,2.17063661
-4.63131566,5.87966191,1.09122037,0.01667993,0.06011700,3.34064555,3.23098105,2.12885321
-4.62531266,5.78310069,1.07576438,0.01631554,0.06045736,3.28313047,3.21370380,2.08644583
-4.61930965,5.68725920,1.05931921,0.01594364,0.06082693,3.22655071,3.19955983,2.04394805
-4.61330665,5.59366275,1.04237101,0.01557134,0.06122290,3.17155120,3.18892202,2.00184999
-4.60730365,5.50368998,1.02539720,0.01520546,0.06164077,3.11868664,3.18205459,1.96058842
-4.60130065,5.41853992,1.00885105,0.01485239,0.06207434,3.06841202,3.17910586,1.92053921
-4.59529765,5.33920587,0.99314776,0.01451789,0.06251590,3.02107658,3.18010462,1.88201223
-4.58929465,5.26645687,0.97865232,0.01420701,0.06295638,2.97692125,3.18496000,1.84524874
-4.58329165,5.20082694,0.96566967,0.01392399,0.06338571,2.93607955,3.19346486,1.81042129
-4.57728864,5.14261240,0.95443748,0.01367217,0.06379309,2.89858170,3.20530249,1.77763585
-4.57128564,5.09187671,0.94512152,0.01345395,0.06416742,2.86436171,3.22005623,1.74693614
-4.56528264,5.04846253,0.93781383,0.01327082,0.06449772,2.83326703,3.23722158,1.71830959
-4.55927964,5.01200992,0.93253347,0.01312332,0.06477345,2.80507025,3.25622035,1.69169478
-4.55327664,4.98197975,0.92922969,0.01301115,0.06498498,2.77948239,3.27641626,1.66698984
-4.54727364,4.95768117,0.92778728,0.01293318,0.06512387,2.75616715,3.29713144,1.64406136
-4.54127064,4.93830173,0.92803364,0.01288758,0.06518318,2.73475564,3.31766323,1.62275354
-4.53526763,4.92293904,0.92974729,0.01287188,0.06515763,2.71486099,3.33730083,1.60289698
-4.52926463,4.91063277,0.93266734,0.01288313,0.06504376,2.69609244,3.35534129,1.58431704
-4.52326163,4.90039589,0.93650357,0.01291794,0.06483999,2.67806858,3.37110454,1.56684135
-4.51725863,4.89124438,0.94094669,0.01297269,0.06454649,2.66042927,3.38394724,1.55030637
-4.51125563,4.88222465,0.94567848,0.01304357,0.06416517,2.64284633,3.39327512,1.53456290
-4.50525263,4.87243848,0.95038154,0.01312671,0.06369944,2.62503272,3.39855402,1.51948071
-4.49924962,4.86106489,0.95474830,0.01321831,0.06315399,2.60675038,3.39931943,1.50495207
-4.49324662,4.84737931,0.95848924,0.01331472,0.06253457,2.58781680,3.39518471,1.49089466
-4.48724362,4.83076984,0.96134012,0.01341253,0.06184767,2.56811038,3.38584810,1.47725387
-4.48124062,4.81075089,0.96306808,0.01350864,0.06110035,2.54757492,3.37109869,1.46400469
-4.47523762,4.78697442,0.96347667,0.01360037,0.06029993,2.52622328,3.35082127,1.45115339
-4.46923462,4.75923890,0.96240964,0.01368549,0.05945381,2.50414033,3.32500029,1.43873918
-4.46323162,4.72749601,0.95975359,0.01376227,0.05856936,2.48148531,3.29372282,1.42683581
-4.45722861,4.69185519,0.95543946,0.01382953,0.05765376,2.45849338,3.25718030,1.41555315
-4.45122561,4.65258559,0.94944282,0.01388667,0.05671396,2.43547631,3.21566909,1.40503868
-4.44522261,4.61011542,0.94178304,0.01393364,0.05575669,2.41282205,3.16958929,1.39547855
-4.43921961,4.56502789,0.93252135,0.01397099,0.05478843,2.39099270,3.11944171,1.38709814
-4.43321661,4.51805349,0.92175778,0.01399978,0.05381547,2.37052054,3.06582257,1.38016152
-4.42721361,4.47005798,0.90962710,0.01402155,0.05284394,2.35200173,3.00941555,1.37496972
-4.42121061,4.42202555,0.89629380,0.01403826,0.05187985,2.33608708,2.95098104,1.37185720
-4.41520760,4.37503698,0.88194619,0.01405218,0.05092911,2.32346984,2.89134236,1.37118635
-4.40920460,4.33024247,0.86678978,0.01406578,0.04999748,2.31487001,2.83136897,1.37333967
-4.40320160,4.28882962,0.85104013,0.01408161,0.04909059,2.31101535,2.77195683,1.37870964
-4.39719860,4.25198678,0.83491528,0.01410212,0.04821381,2.31261927,2.71400633,1.38768617
-4.39119560,4.22086282,0.81862822,0.01412959,0.04737213,2.32035590,2.65839825,1.40064192
-4.38519260,4.19652466,0.80237942,0.01416588,0.04657010,2.33483320,2.60596865,1.41791584
-4.37918959,4.17991387,0.78634993,0.01421238,0.04581162,2.35656501,2.55748353,1.43979544
-4.37318659,4.17180447,0.77069530,0.01426983,0.04509986,2.38594301,2.51361437,1.46649869
-4.36718359,4.17276378,0.75554058,0.01433827,0.04443712,2.42321011,2.47491563,1.49815610
-4.36118059,4.18311849,0.74097669,0.01441692,0.04382480,2.46843651,2.44180531,1.53479418
-4.35517759,4.20292778,0.72705849,0.01450421,0.04326335,2.52149978,2.41454968,1.57632112
-4.34917459,4.23196553,0.71380448,0.01459775,0.04275234,2.58207038,2.39325307,1.62251556
-4.34317159,4.26971272,0.70119843,0.01469441,0.04229059,2.64960367,2.37785326,1.67301945
-4.33716858,4.31536132,0.68919277,0.01479042,0.04187631,2.72333931,2.36812317,1.72733560
-4.33116558,4.36782980,0.67771361,0.01488153,0.04150739,2.80230863,2.36367869,1.78483037
-4.32516258,4.42579025,0.66666721,0.01496316,0.04118167,2.88535021,2.36399263,1.84474191
-4.31915958,4.48770629,0.65594754,0.01503060,0.04089721,2.97113342,2.36841418,1.90619378
-4.31315658,4.55188018,0.64544446,0.01507929,0.04065268,3.05818932,2.37619311,1.96821384
-4.30715358,4.61650751,0.63505218,0.01510498,0.04044756,3.14494803,2.38650759,2.02975767
