energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.87993997,1.45495276,0.01905830,0.02278035,0.78879302,0.33794007,0.00782492,1.02143865,0.36934865,0.11153931
-5.87393697,1.51152922,0.02049639,0.02330119,0.81572359,0.35371611,0.00785171,1.05987312,0.38702385,0.11383409
-5.86793397,1.56788000,0.02193235,0.02385231,0.84087395,0.37050682,0.00790504,1.09758273,0.40378548,0.11594502
-5.86193097,1.62298853,0.02334439,0.02442142,0.86382755,0.38800554,0.00797734,1.13389775,0.41933743,0.11783060
-5.85592796,1.67578788,0.02471040,0.02499404,0.88417199,0.40587249,0.00806087,1.16812451,0.43339628,0.11944799
-5.84992496,1.72518515,0.02600829,0.02555392,0.90150913,0.42374180,0.00814791,1.19956143,0.44569783,0.12075402
-5.84392196,1.77008877,0.02721654,0.02608349,0.91546608,0.44122978,0.00823099,1.22751683,0.45600361,0.12170649
-5.83791896,1.80943782,0.02831462,0.02656452,0.92570634,0.45794420,0.00830306,1.25132789,0.46410696,0.12226554
-5.83191596,1.84223239,0.02928349,0.02697865,0.93194101,0.47349442,0.00835769,1.27038004,0.46983853,0.12239512
-5.82591296,1.86756386,0.03010606,0.02730817,0.93393919,0.48750193,0.00838922,1.28412617,0.47307105,0.12206443
-5.81990995,1.88464399,0.03076767,0.02753660,0.93153744,0.49961111,0.00839284,1.29210480,0.47372307,0.12124933
-5.81390695,1.89283163,0.03125644,0.02764937,0.92464758,0.50949968,0.00836469,1.29395650,0.47176160,0.11993360
-5.80790395,1.89165591,0.03156366,0.02763442,0.91326272,0.51688854,0.00830195,1.28943791,0.46720351,0.11811002
-5.80190095,1.88083495,0.03168402,0.02748263,0.89746095,0.52155058,0.00820282,1.27843265,0.46011560,0.11578119
-5.79589795,1.86028926,0.03161579,0.02718826,0.87740666,0.52331811,0.00806653,1.26095867,0.45061348,0.11296000
-5.78989495,1.83014920,0.03136096,0.02674917,0.85334940,0.52208860,0.00789331,1.23717176,0.43885912,0.10966987
-5.78389195,1.79075626,0.03092518,0.02616698,0.82562015,0.51782839,0.00768433,1.20736499,0.42505727,0.10594456
-5.77788894,1.74265800,0.03031766,0.02544696,0.79462543,0.51057436,0.00744163,1.17196407,0.40945092,0.10182773
-5.77188594,1.68659684,0.02955101,0.02459796,0.76083914,0.50043340,0.00716798,1.13151896,0.39231586,0.09737212
-5.76588294,1.62349332,0.02864093,0.02363205,0.72479280,0.48757963,0.00686682,1.08669190,0.37395468,0.09263853
-5.75987994,1.55442445,0.02760584,0.02256417,0.68706436,0.47224968,0.00654210,1.03824253,0.35469035,0.08769454
-5.75387694,1.48059812,0.02646649,0.02141160,0.64826612,0.45473602,0.00619817,0.98701063,0.33485950,0.08261310
-5.74787394,1.40332449,0.02524543,0.02019344,0.60903221,0.43537879,0.00583963,0.93389721,0.31480585,0.07747103
-5.74187094,1.32398566,0.02396652,0.01893005,0.57000600,0.41455641,0.00547120,0.87984459,0.29487371,0.07234753
-5.73586793,1.24400464,0.02265440,0.01764240,0.53182799,0.39267530,0.00509763,0.82581630,0.27540186,0.06732267
-5.72986493,1.16481463,0.02133393,0.01635161,0.49512430,0.37015927,0.00472353,0.77277736,0.25671794,0.06247604
-5.72386193,1.08782975,0.02002965,0.01507832,0.46049623,0.34743878,0.00435333,0.72167554,0.23913329,0.05788555
-5.71785893,1.01441775,0.01876530,0.01384233,0.42851095,0.32494056,0.00399114,0.67342410,0.22293845,0.05362638
-5.71185593,0.94587558,0.01756330,0.01266220,0.39969342,0.30307796,0.00364068,0.62888626,0.20839926,0.04977009
-5.70585293,0.88340800,0.01644431,0.01155492,0.37451957,0.28224210,0.00330528,0.58886171,0.19575345,0.04638401
-5.69984992,0.82810959,0.01542688,0.01053577,0.35341071,0.26279428,0.00298776,0.55407519,0.18520788,0.04353077
-5.69384692,0.78095007,0.01452706,0.00961816,0.33672899,0.24505962,0.00269047,0.52516701,0.17693614,0.04126791
-5.68784392,0.74276285,0.01375815,0.00881363,0.32477373,0.22932205,0.00241523,0.50268559,0.17107654,0.03964774
-5.68184092,0.71423648,0.01313048,0.00813184,0.31777859,0.21582062,0.00216338,0.48708165,0.16773057,0.03871718
-5.67583792,0.69590879,0.01265121,0.00758070,0.31590927,0.20474718,0.00193578,0.47870390,0.16696145,0.03851764
-5.66983492,0.68816320,0.01232427,0.00716644,0.31926174,0.19624524,0.00173281,0.47779607,0.16879312,0.03908490
-5.66383192,0.69122704,0.01215028,0.00689382,0.32786082,0.19041002,0.00155447,0.48449492,0.17320937,0.04044895
-5.65782891,0.70517150,0.01212657,0.00676622,0.34165920,0.18728935,0.00140036,0.49882942,0.18015337,0.04263369
-5.65182591,0.72991302,0.01224726,0.00678584,0.36053681,0.18688565,0.00126976,0.52072065,0.18952752,0.04565659
-5.64582291,0.76521618,0.01250339,0.00695382,0.38430085,0.18915843,0.00116167,0.54998282,0.20119374,0.04952823
-5.63981991,0.81069792,0.01288312,0.00727035,0.41268642,0.19402767,0.00107488,0.58632525,0.21497440,0.05425168
-5.63381691,0.86583350,0.01337196,0.00773478,0.44535820,0.20137755,0.00100797,0.62935560,0.23065388,0.05982196
-5.62781391,0.92996417,0.01395309,0.00834565,0.48191315,0.21106081,0.00095945,0.67858465,0.24798094,0.06622532
-5.62181091,1.00230698,0.01460774,0.00910076,0.52188474,0.22290349,0.00092772,0.73343261,0.26667199,0.07343866
-5.61580790,1.08196695,0.01531559,0.00999719,0.56474872,0.23671004,0.00091115,0.79323758,0.28641533,0.08142902
-5.60980490,1.16795188,0.01605526,0.01103128,0.60993060,0.25226875,0.00090816,0.85726592,0.30687642,0.09015323
-5.60380190,1.25918988,0.01680479,0.01219868,0.65681508,0.26935749,0.00091720,0.92472506,0.32770403,0.09955780
-5.59779890,1.35454969,0.01754217,0.01349432,0.70475718,0.28774963,0.00093683,0.99477840,0.34853736,0.10957910
-5.59179590,1.45286365,0.01824593,0.01491242,0.75309512,0.30722002,0.00096576,1.06656244,0.36901390,0.12014391
-5.58579290,1.55295298,0.01889562,0.01644658,0.80116464,0.32755103,0.00100287,1.13920565,0.38877783,0.13117033
-5.57978989,1.65365486,0.01947237,0.01808978,0.84831438,0.34853835,0.00104723,1.21184881,0.40748872,0.14256909
-5.57378689,1.75385052,0.01995940,0.01983450,0.89392188,0.36999659,0.00109817,1.28366623,0.42483029,0.15424525
-5.56778389,1.85249357,0.02034238,0.02167279,0.93740969,0.39176431,0.00115529,1.35388704,0.44051884,0.16610028
-5.56178089,1.94863749,0.02060988,0.02359641,0.97826088,0.41370836,0.00121846,1.42181589,0.45431101,0.17803435
-5.55577789,2.04146107,0.02075357,0.02559698,1.01603331,0.43572744,0.00128789,1.48685212,0.46601070,0.18994891
-5.54977489,2.13029085,0.02076845,0.02766607,1.05037215,0.45775456,0.00136410,1.54850659,0.47547456,0.20174929
-5.54377189,2.21461932,0.02065292,0.02979535,1.08101984,0.47975839,0.00144796,1.60641527,0.48261612,0.21334732
-5.53776888,2.29411791,0.02040872,0.03197668,1.10782304,0.50174331,0.00154065,1.66034893,0.48740809,0.22466374
-5.53176588,2.36864402,0.02004082,0.03420217,1.13073623,0.52374815,0.00164372,1.71021824,0.48988279,0.23563035
-5.52576288,2.43824149,0.01955716,0.03646423,1.14982153,0.54584364,0.00175903,1.75607400,0.49013073,0.24619175
-5.51975988,2.50313415,0.01896836,0.03875551,1.16524471,0.56812861,0.00188870,1.79810211,0.48829723,0.25630646
-5.51375688,2.56371265,0.01828729,0.04106886,1.17726743,0.59072506,0.00203515,1.83661352,0.48457727,0.26594758
-5.50775388,2.62051480,0.01752860,0.04339711,1.18623600,0.61377232,0.00220099,1.87202931,0.47920872,0.27510265
-5.50175088,2.67420012,0.01670826,0.04573297,1.19256692,0.63742050,0.00238897,1.90486152,0.47246428,0.28377297
-5.49574787,2.72551974,0.01584303,0.04806875,1.19673002,0.66182353,0.00260193,1.93569050,0.46464229,0.29197213
-5.48974487,2.77528266,0.01494994,0.05039610,1.19922962,0.68713201,0.00284272,1.96513962,0.45605700,0.29972412
-5.48374187,2.82432010,0.01404579,0.05270576,1.20058481,0.71348623,0.00311409,1.99384859,0.44702841,0.30706086
-5.47773887,2.87344912,0.01314674,0.05498727,1.20130939,0.74100961,0.00341864,2.02244639,0.43787227,0.31401939
-5.47173587,2.92343734,0.01226788,0.05722880,1.20189259,0.76980274,0.00375867,2.05152501,0.42889056,0.32063892
-5.46573287,2.97497012,0.01142288,0.05941690,1.20278121,0.79993829,0.00413611,2.08161519,0.42036272,0.32695779
-5.45972986,3.02862142,0.01062376,0.06153646,1.20436399,0.83145685,0.00455240,2.11316499,0.41253797,0.33301058
-5.45372686,3.08482959,0.00988071,0.06357071,1.20695873,0.86436382,0.00500842,2.14652209,0.40562903,0.33882550
-5.44772386,3.14387870,0.00920192,0.06550128,1.21080274,0.89862728,0.00550435,2.18192033,0.39980727,0.34442218
-5.44172086,3.20588601,0.00859360,0.06730844,1.21604672,0.93417682,0.00603966,2.21947090,0.39519950,0.34981001
-5.43571786,3.27079560,0.00805998,0.06897142,1.22275226,0.97090322,0.00661294,2.25915818,0.39188634,0.35498699
-5.42971486,3.33837799,0.00760338,0.07046885,1.23089281,1.00865875,0.00722195,2.30084006,0.38990218,0.35993928
-5.42371186,3.40823534,0.00722439,0.07177923,1.24035789,1.04725809,0.00786349,2.34425248,0.38923663,0.36464130
-5.41770885,3.47981140,0.00692197,0.07288158,1.25096002,1.08647950,0.00853344,2.38901742,0.38983724,0.36905638
-5.41170585,3.55240549,0.00669373,0.07375602,1.26244401,1.12606630,0.00922674,2.43465389,0.39161326,0.37313799
-5.40570285,3.62518947,0.00653608,0.07438445,1.27449788,1.16572844,0.00993743,2.48059109,0.39444038,0.37683127
-5.39969985,3.69722689,0.00644445,0.07475115,1.28676481,1.20514421,0.01065869,2.52618302,0.39816598,0.38007494
-5.39369685,3.76749340,0.00641356,0.07484342,1.29885570,1.24396206,0.01138294,2.57072381,0.40261480,0.38280329
-5.38769385,3.83489777,0.00643755,0.07465200,1.31036148,1.28180275,0.01210191,2.61346341,0.40759474,0.38494838
-5.38169085,3.89830293,0.00651021,0.07417157,1.32086498,1.31826181,0.01280682,2.65362298,0.41290259,0.38644212
-5.37568784,3.95654682,0.00662511,0.07340101,1.32995196,1.35291265,0.01348850,2.69040985,0.41832948,0.38721825
-5.36968484,4.00846276,0.00677574,0.07234353,1.33722084,1.38531050,0.01413756,2.72303181,0.42366605,0.38721427
-5.36368184,4.05289944,0.00695565,0.07100675,1.34229133,1.41499737,0.01474460,2.75071091,0.42870705,0.38637303
-5.35767884,4.08874062,0.00715847,0.06940251,1.34481167,1.44150818,0.01530041,2.77269653,0.43325544,0.38464422
-5.35167584,4.11492466,0.00737799,0.06754669,1.34446464,1.46437830,0.01579615,2.78827829,0.43712592,0.38198561
-5.34567284,4.13046407,0.00760822,0.06545877,1.34097248,1.48315226,0.01622362,2.79679852,0.44014795,0.37836406
-5.33966983,4.13446514,0.00784337,0.06316141,1.33410082,1.49739385,0.01657541,2.79766467,0.44216819,0.37375643
-5.33366683,4.12614751,0.00807789,0.06067988,1.32366186,1.50669715,0.01684513,2.79036160,0.44305250,0.36815023
-5.32766383,4.10486354,0.00830643,0.05804146,1.30951678,1.51069832,0.01702758,2.77446367,0.44268751,0.36154421
-5.32166083,4.07011702,0.00852390,0.05527478,1.29157771,1.50908758,0.01711889,2.74964631,0.44098175,0.35394880
-5.31565783,4.02158055,0.00872543,0.05240921,1.26980916,1.50162104,0.01711666,2.71569697,0.43786653,0.34538633
-5.30965483,3.95911105,0.00890640,0.04947425,1.24422899,1.48813160,0.01702003,2.67252474,0.43329645,0.33589129
-5.30365183,3.88276231,0.00906249,0.04649890,1.21490879,1.46853849,0.01682975,2.62016834,0.42724961,0.32551020
-5.29764882,3.79279400,0.00918966,0.04351118,1.18197370,1.44285479,0.01654814,2.55880173,0.41972760,0.31430152
-5.29164582,3.68967608,0.00928427,0.04053767,1.14560153,1.41119246,0.01617906,2.48873705,0.41075510,0.30233518
-5.28564282,3.57408814,0.00934308,0.03760311,1.10602089,1.37376441,0.01572787,2.41042414,0.40037928,0.28969197
-5.27963982,3.44691300,0.00936335,0.03473012,1.06350856,1.33088348,0.01520122,2.32444653,0.38866880,0.27646261
-5.27363682,3.30922449,0.00934291,0.03193901,1.01838560,1.28295803,0.01460693,2.23151365,0.37571248,0.26274666
-5.26763382,3.16226938,0.00928021,0.02924761,0.97101258,1.23048436,0.01395382,2.13244914,0.36161765,0.24865105
-5.26163082,3.00744379,0.00917440,0.02667127,0.92178363,1.17403608,0.01325140,2.02817567,0.34650815,0.23428846
-5.25562781,2.84626488,0.00902536,0.02422286,0.87111956,1.11425087,0.01250971,1.91969652,0.33052193,0.21977548
-5.24962481,2.68033857,0.00883376,0.02191283,0.81946022,1.05181515,0.01173904,1.80807458,0.31380841,0.20523062
-5.24362181,2.51132461,0.00860105,0.01974938,0.76725619,0.98744723,0.01094968,1.69440947,0.29652560,0.19077226
-5.23761881,2.34090021,0.00832944,0.01773865,0.71496016,0.92187976,0.01015168,1.57981368,0.27883691,0.17651650
-5.23161581,2.17072365,0.00802189,0.01588486,0.66301827,0.85584204,0.00935465,1.46538858,0.26090802,0.16257524
-5.22561281,2.00239922,0.00768202,0.01419062,0.61186170,0.79004304,0.00856753,1.35220124,0.24290359,0.14905418
-5.21960980,1.83744480,0.00731404,0.01265710,0.56189873,0.72515567,0.00779847,1.24126294,0.22498409,0.13605120
-5.21360680,1.67726321,0.00692265,0.01128432,0.51350773,0.66180295,0.00705467,1.13351003,0.20730280,0.12365491
-5.20760380,1.52311822,0.00651287,0.01007135,0.46703110,0.60054647,0.00634228,1.02978788,0.19000314,0.11194346
-5.20160080,1.37611593,0.00608998,0.00901650,0.42277052,0.54187742,0.00566637,0.93083830,0.17321618,0.10098379
-5.19559780,1.23719179,0.00565932,0.00811758,0.38098346,0.48621048,0.00503090,0.83729071,0.15705879,0.09083107
-5.18959480,1.10710355,0.00522617,0.00737198,0.34188117,0.43388042,0.00443872,0.74965719,0.14163207,0.08152856
-5.18359180,0.98642973,0.00479563,0.00677685,0.30562802,0.38514155,0.00389166,0.66833120,0.12702041,0.07310773
-5.17758879,0.87557340,0.00437248,0.00632914,0.27234219,0.34016951,0.00339053,0.59358989,0.11329101,0.06558862
-5.17158579,0.77477052,0.00396111,0.00602568,0.24209749,0.29906538,0.00293528,0.52559940,0.10049396,0.05898048
-5.16558279,0.68410223,0.00356542,0.00586318,0.21492632,0.26186152,0.00252508,0.46442287,0.08866272,0.05328249
-5.15957979,0.60351006,0.00318874,0.00583815,0.19082336,0.22852886,0.00215843,0.41003043,0.07781513,0.04848463
-5.15357679,0.53281339,0.00283384,0.00594691,0.16974998,0.19898516,0.00183331,0.36231071,0.06795474,0.04456867
-5.14757379,0.47172810,0.00250289,0.00618540,0.15163898,0.17310379,0.00154726,0.32108324,0.05907244,0.04150904
-5.14157079,0.41988572,0.00219750,0.00654914,0.13639960,0.15072274,0.00129754,0.28611118,0.05114834,0.03927382
-5.13556778,0.37685229,0.00191871,0.00703305,0.12392249,0.13165334,0.00108118,0.25711390,0.04415376,0.03782562
-5.12956478,0.34214632,0.00166707,0.00763130,0.11408454,0.11568863,0.00089517,0.23377901,0.03805329,0.03712238
-5.12356178,0.31525536,0.00144272,0.00833724,0.10675339,0.10261088,0.00073644,0.21577349,0.03280679,0.03711811
-5.11755878,0.29565077,0.00124541,0.00914319,0.10179150,0.09219838,0.00060200,0.20275356,0.02837135,0.03776364
-5.11155578,0.28280058,0.00107463,0.01004046,0.09905972,0.08423110,0.00048897,0.19437332,0.02470301,0.03900717
-5.10555278,0.27618008,0.00092965,0.01101920,0.09842030,0.07849539,0.00039466,0.19029184,0.02175834,0.04079488
-5.09954977,0.27528028,0.00080964,0.01206847,0.09973920,0.07478758,0.00031653,0.19017880,0.01949565,0.04307149
-5.09354677,0.27961423,0.00071368,0.01317627,0.10288786,0.07291659,0.00025229,0.19371856,0.01787602,0.04578078
-5.08754377,0.28872123,0.00064088,0.01432959,0.10774427,0.07270550,0.00019986,0.20061289,0.01686391,0.04886612
-5.08154077,0.30216917,0.00059039,0.01551466,0.11419348,0.07399234,0.00015738,0.21058225,0.01642756,0.05227097
-5.07553777,0.31955502,0.00056149,0.01671707,0.12212738,0.07663003,0.00012322,0.22336590,0.01653896,0.05593948
-5.06953477,0.34050386,0.00055352,0.01792205,0.13144413,0.08048562,0.00009598,0.23872076,0.01717361,0.05981696
-5.06353177,0.36466639,0.00056600,0.01911478,0.14204688,0.08543904,0.00007442,0.25641943,0.01830996,0.06385044
-5.05752876,0.39171544,0.00059856,0.02028069,0.15384218,0.09138133,0.00005751,0.27624722,0.01992865,0.06798916
-5.05152576,0.42134139,0.00065091,0.02140577,0.16673796,0.09821256,0.00004439,0.29799863,0.02201150,0.07218505
-5.04552276,0.45324699,0.00072286,0.02247695,0.18064130,0.10583957,0.00003431,0.32147324,0.02454044,0.07639311
-5.03951976,0.48714177,0.00081425,0.02348238,0.19545592,0.11417354,0.00002670,0.34647145,0.02749626,0.08057179
-5.03351676,0.52273627,0.00092489,0.02441179,0.21107979,0.12312765,0.00002106,0.37279000,0.03085744,0.08468322
-5.02751376,0.55973649,0.00105450,0.02525671,0.22740268,0.13261479,0.00001700,0.40021782,0.03459889,0.08869340
-5.02151076,0.59783892,0.00120269,0.02601079,0.24430411,0.14254556,0.00001424,0.42853225,0.03869095,0.09257231
-5.01550775,0.63672632,0.00136884,0.02666994,0.26165160,0.15282664,0.00001253,0.45749595,0.04309839,0.09629396
-5.00950475,0.67606483,0.00155206,0.02723254,0.27929955,0.16335956,0.00001170,0.48685484,0.04777974,0.09983637
-5.00350175,0.71550251,0.00175118,0.02769955,0.29708879,0.17403999,0.00001164,0.51633712,0.05268689,0.10318154
-4.99749875,0.75466969,0.00196462,0.02807458,0.31484697,0.18475770,0.00001227,0.54565375,0.05776490,0.10631543
-4.99149575,0.79318131,0.00219045,0.02836395,0.33238992,0.19539706,0.00001355,0.57450047,0.06295229,0.10922794
-4.98549275,0.83064128,0.00242631,0.02857669,0.34952387,0.20583828,0.00001547,0.60256130,0.06818157,0.11191300
-4.97948974,0.86664894,0.00266942,0.02872450,0.36604873,0.21595923,0.00001806,0.62951376,0.07338021,0.11436866
-4.97348674,0.90080738,0.00291664,0.02882168,0.38176226,0.22563783,0.00002136,0.65503546,0.07847189,0.11659729
-4.96748374,0.93273347,0.00316446,0.02888501,0.39646495,0.23475499,0.00002545,0.67881200,0.08337807,0.11860582
-4.96148074,0.96206902,0.00340911,0.02893359,0.40996559,0.24319784,0.00003042,0.70054578,0.08801981,0.12040603
-4.95547774,0.98849267,0.00364659,0.02898863,0.42208717,0.25086321,0.00003637,0.71996544,0.09231980,0.12201483
-4.94947474,1.01173189,0.00387282,0.02907317,0.43267288,0.25766109,0.00004343,0.73683533,0.09620445,0.12345455
-4.94347174,1.03157427,0.00408369,0.02921174,0.44159187,0.26351800,0.00005173,0.75096460,0.09960600,0.12475303
-4.93746873,1.04787750,0.00427521,0.02942990,0.44874453,0.26837991,0.00006141,0.76221534,0.10246464,0.12594362
-4.93146573,1.06057731,0.00444364,0.02975373,0.45406691,0.27221466,0.00007262,0.77050923,0.10473030,0.12706495
-4.92546273,1.06969270,0.00458559,0.03020925,0.45753397,0.27501359,0.00008551,0.77583233,0.10636438,0.12816040
-4.91945973,1.07532799,0.00469812,0.03082166,0.45916150,0.27679236,0.00010021,0.77823748,0.10734099,0.12927724
-4.91345673,1.07767135,0.00477886,0.03161462,0.45900651,0.27759080,0.00011685,0.77784414,0.10764788,0.13046546
-4.90745373,1.07698956,0.00482610,0.03260934,0.45716595,0.27747170,0.00013553,0.77483557,0.10728690,0.13177622
-4.90145073,1.07361920,0.00483881,0.03382372,0.45377382,0.27651867,0.00015633,0.76945317,0.10627402,0.13326001
-4.89544772,1.06795439,0.00481672,0.03527144,0.44899670,0.27483301,0.00017931,0.76198842,0.10463889,0.13496455
-4.88944472,1.06043170,0.00476031,0.03696106,0.44302794,0.27252989,0.00020447,0.75277253,0.10242390,0.13693245
-4.88344172,1.05151283,0.00467077,0.03889525,0.43608071,0.26973379,0.00023177,0.74216438,0.09968292,0.13919895
-4.87743872,1.04166608,0.00455001,0.04107005,0.42838034,0.26657363,0.00026111,0.73053732,0.09647963,0.14178953
-4.87143572,1.03134734,0.00440054,0.04347442,0.42015615,0.26317777,0.00029236,0.71826544,0.09288564,0.14471787
-4.86543272,1.02098189,0.00422542,0.04608990,0.41163348,0.25966903,0.00032532,0.70571008,0.08897836,0.14798412
-4.85942971,1.01094777,0.00402813,0.04889061,0.40302596,0.25616024,0.00035974,0.69320730,0.08483888,0.15157362
-4.85342671,1.00156191,0.00381247,0.05184349,0.39452882,0.25275030,0.00039532,0.68105684,0.08054974,0.15545627
-4.84742371,0.99306964,0.00358245,0.05490891,0.38631316,0.24952112,0.00043171,0.66951331,0.07619288,0.15958662
-4.84142071,0.98563825,0.00334214,0.05804156,0.37852186,0.24653559,0.00046855,0.65877994,0.07184774,0.16390469
-4.83541771,0.97935500,0.00309555,0.06119172,0.37126696,0.24383656,0.00050544,0.64900523,0.06758951,0.16833762
-4.82941471,0.97422962,0.00284657,0.06430670,0.36462889,0.24144703,0.00054200,0.64028256,0.06348781,0.17280205
-4.82341171,0.97020119,0.00259881,0.06733263,0.35865732,0.23937141,0.00057786,0.63265275,0.05960550,0.17720723
-4.81740870,0.96714894,0.00235558,0.07021641,0.35337359,0.23759773,0.00061269,0.62610934,0.05599797,0.18145861
-4.81140570,0.96490624,0.00211978,0.07290767,0.34877457,0.23610077,0.00064623,0.62060613,0.05271264,0.18546196
-4.80540270,0.96327696,0.00189389,0.07536081,0.34483754,0.23484570,0.00067828,0.61606644,0.04978879,0.18912757
-4.79939970,0.96205317,0.00167992,0.07753694,0.34152581,0.23379221,0.00070878,0.61239358,0.04725765,0.19237453
-4.79339670,0.96103301,0.00147942,0.07940559,0.33879469,0.23289865,0.00073777,0.60948162,0.04514268,0.19513467
-4.78739370,0.96003765,0.00129349,0.08094615,0.33659741,0.23212608,0.00076545,0.60722607,0.04346003,0.19735615
-4.78139070,0.95892634,0.00112281,0.08214894,0.33489059,0.23144184,0.00079215,0.60553342,0.04221914,0.19900626
-4.77538769,0.95760850,0.00096766,0.08301586,0.33363892,0.23082257,0.00081838,0.60432939,0.04142335,0.20007344
-4.76938469,0.95605226,0.00082795,0.08356044,0.33281886,0.23025634,0.00084480,0.60356500,0.04107052,0.20056832
-4.76338169,0.95428883,0.00070333,0.08380756,0.33242096,0.22974387,0.00087223,0.60322045,0.04115374,0.20052360
-4.75737869,0.95241246,0.00059317,0.08379244,0.33245089,0.22929880,0.00090159,0.60330643,0.04166185,0.19999300
-4.75137569,0.95057617,0.00049668,0.08355929,0.33292907,0.22894685,0.00093397,0.60386292,0.04257995,0.19904897
-4.74537269,0.94898321,0.00041289,0.08315944,0.33388885,0.22872423,0.00097049,0.60495567,0.04388984,0.19777961
-4.73936968,0.94787516,0.00034078,0.08264917,0.33537361,0.22867502,0.00101233,0.60667046,0.04557036,0.19628467
-4.73336668,0.94751707,0.00027924,0.08208721,0.33743279,0.22884815,0.00106069,0.60910581,0.04759765,0.19467094
-4.72736368,0.94818071,0.00022717,0.08153212,0.34011717,0.22929373,0.00111668,0.61236436,0.04994533,0.19304732
-4.72136068,0.95012677,0.00018348,0.08103967,0.34347381,0.23005925,0.00118135,0.61654365,0.05258463,0.19151965
-4.71535768,0.95358718,0.00014713,0.08066026,0.34754075,0.23118586,0.00125554,0.62172675,0.05548449,0.19018569
-4.70935468,0.95874832,0.00011714,0.08043663,0.35234199,0.23270469,0.00133994,0.62797339,0.05861167,0.18913050
-4.70335168,0.96573619,0.00009259,0.08040187,0.35788285,0.23463380,0.00143494,0.63531193,0.06193076,0.18842232
-4.69734867,0.97460427,0.00007267,0.08057786,0.36414620,0.23697559,0.00154064,0.64373274,0.06540437,0.18810933
-4.69134567,0.98532468,0.00005662,0.08097424,0.37108943,0.23971502,0.00165680,0.65318331,0.06899317,0.18821728
-4.68534267,0.99778304,0.00004381,0.08158797,0.37864270,0.24281860,0.00178285,0.66356524,0.07265613,0.18874820
-4.67933967,1.01177739,0.00003366,0.08240344,0.38670821,0.24623428,0.00191781,0.67473328,0.07635070,0.18968022
-4.67333667,1.02702107,0.00002569,0.08339319,0.39516078,0.24989224,0.00206037,0.68649650,0.08003317,0.19096850
-4.66733367,1.04314951,0.00001948,0.08451922,0.40384956,0.25370643,0.00220887,0.69862145,0.08365899,0.19254714
-4.66133067,1.05973059,0.00001468,0.08573474,0.41260096,0.25757697,0.00236134,0.71083718,0.08718324,0.19433217
-4.65532766,1.07627809,0.00001101,0.08698646,0.42122246,0.26139311,0.00251556,0.72284188,0.09056117,0.19622526
-4.64932466,1.09226765,0.00000823,0.08821703,0.42950738,0.26503678,0.00266914,0.73431094,0.09374878,0.19811805
-4.64332166,1.10715466,0.00000616,0.08936787,0.43724036,0.26838652,0.00281959,0.74490598,0.09670352,0.19989701
