energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Na_s_up,S_s_up,S_p_up
-5.36968484,1.19009195,0.30263044,0.43532250,0.00505434,0.03707138,0.27641902,0.01587273,0.51926797
-5.36368184,1.19477998,0.29781827,0.43725400,0.00552036,0.03677174,0.27906417,0.01685195,0.52108480
-5.35767884,1.19791572,0.29337198,0.43807155,0.00601568,0.03670573,0.28081127,0.01788501,0.52213463
-5.35167584,1.19952627,0.28916553,0.43785438,0.00653913,0.03683865,0.28166133,0.01895775,0.52245160
-5.34567284,1.19975236,0.28511856,0.43672232,0.00708927,0.03714390,0.28162828,0.02005728,0.52211659
-5.33966983,1.19883757,0.28119243,0.43483263,0.00766438,0.03760268,0.28073753,0.02117213,0.52125186
-5.33366683,1.19711547,0.27738539,0.43237604,0.00826243,0.03820352,0.27902456,0.02229240,0.52001478
-5.32766383,1.19499509,0.27372723,0.42957229,0.00888115,0.03894165,0.27653362,0.02340988,0.51859096
-5.32166083,1.19294525,0.27027364,0.42666515,0.00951801,0.03981834,0.27331663,0.02451802,0.51718688
-5.31565783,1.19147793,0.26710042,0.42391701,0.01017019,0.04084008,0.26943221,0.02561187,0.51602224
-5.30965483,1.19113116,0.26429780,0.42160311,0.01083463,0.04201764,0.26494483,0.02668796,0.51532221
-5.30365183,1.19245162,0.26196482,0.42000551,0.01150799,0.04336520,0.25992414,0.02774402,0.51530971
-5.29764882,1.19597731,0.26020411,0.41940686,0.01218663,0.04489930,0.25444429,0.02877875,0.51619786
-5.29164582,1.20222046,0.25911690,0.42008391,0.01286660,0.04663789,0.24858324,0.02979141,0.51818276
-5.28564282,1.21165116,0.25879856,0.42230112,0.01354362,0.04859926,0.24242199,0.03078151,0.52143675
-5.27963982,1.22468194,0.25933461,0.42630421,0.01421302,0.05080113,0.23604373,0.03174830,0.52610221
-5.27363682,1.24165370,0.26079728,0.43231393,0.01486976,0.05325972,0.22953274,0.03269049,0.53228622
-5.26763382,1.26282343,0.26324275,0.44052027,0.01550838,0.05598896,0.22297321,0.03360580,0.54005608
-5.26163082,1.28835416,0.26670892,0.45107703,0.01612301,0.05899983,0.21644776,0.03449069,0.54943586
-5.25562781,1.31830742,0.27121409,0.46409733,0.01670743,0.06229989,0.21003592,0.03534013,0.56040419
-5.24962481,1.35263884,0.27675623,0.47964993,0.01725505,0.06589298,0.20381245,0.03614748,0.57289339
-5.24362181,1.39119696,0.28331315,0.49775671,0.01775904,0.06977924,0.19784565,0.03690447,0.58678992
-5.23761881,1.43372561,0.29084344,0.51839145,0.01821242,0.07395534,0.19219570,0.03760131,0.60193632
-5.23161581,1.47987002,0.29928819,0.54148015,0.01860818,0.07841496,0.18691318,0.03822691,0.61813456
-5.22561281,1.52918649,0.30857354,0.56690273,0.01893950,0.08314965,0.18203772,0.03876920,0.63515076
-5.21960980,1.58115560,0.31861400,0.59449647,0.01919985,0.08814979,0.17759702,0.03921559,0.65272120
-5.21360680,1.63519855,0.32931638,0.62406090,0.01938331,0.09340593,0.17360618,0.03955345,0.67055942
-5.20760380,1.69069611,0.34058440,0.65536415,0.01948466,0.09891020,0.17006747,0.03977065,0.68836411
-5.20160080,1.74700968,0.35232372,0.68815054,0.01949970,0.10465791,0.16697050,0.03985613,0.70582778
-5.19559780,1.80350355,0.36444740,0.72214919,0.01942537,0.11064910,0.16429281,0.03980043,0.72264563
-5.18959480,1.85956765,0.37688154,0.75708320,0.01925995,0.11689015,0.16200092,0.03959622,0.73852454
-5.18359180,1.91463986,0.38957092,0.79267925,0.01900319,0.12339515,0.16005170,0.03923871,0.75319177
-5.17758879,1.96822689,0.40248452,0.82867692,0.01865639,0.13018712,0.15839416,0.03872597,0.76640310
-5.17158579,2.01992302,0.41562073,0.86483753,0.01822246,0.13729879,0.15697137,0.03805917,0.77795011
-5.16558279,2.06942571,0.42901185,0.90095192,0.01770587,0.14477309,0.15572268,0.03724268,0.78766646
-5.15957979,2.11654742,0.44272797,0.93684690,0.01711259,0.15266305,0.15458593,0.03628401,0.79543278
-5.15357679,2.16122315,0.45687962,0.97238987,0.01644999,0.16103121,0.15349975,0.03519367,0.80118019
-5.14757379,2.20351312,0.47161928,1.00749150,0.01572660,0.16994846,0.15240567,0.03398493,0.80489223
-5.14157079,2.24360049,0.48714131,1.04210621,0.01495193,0.17949226,0.15125020,0.03267337,0.80660514
-5.13556778,2.28178395,0.50368022,1.07623034,0.01413623,0.18974438,0.14998652,0.03127654,0.80640652
-5.12956478,2.31846547,0.52150696,1.10989823,0.01329018,0.20078805,0.14857595,0.02981334,0.80443235
-5.12356178,2.35413344,0.54092324,1.14317613,0.01242461,0.21270479,0.14698907,0.02830357,0.80086245
-5.11755878,2.38934178,0.56225372,1.17615447,0.01155025,0.22557083,0.14520632,0.02676733,0.79591448
-5.11155578,2.42468575,0.58583606,1.20893869,0.01067746,0.23945342,0.14321834,0.02522450,0.78983675
-5.10555278,2.46077517,0.61200895,1.24163915,0.00981594,0.25440701,0.14102575,0.02369423,0.78289978
-5.09954977,2.49820622,0.64109833,1.27436060,0.00897458,0.27046961,0.13863857,0.02219448,0.77538713
-5.09354677,2.53753262,0.67340207,1.30719182,0.00816130,0.28765934,0.13607523,0.02074165,0.76758557
-5.08754377,2.57923744,0.70917363,1.34019582,0.00738285,0.30597136,0.13336130,0.01935023,0.75977498
-5.08154077,2.62370656,0.74860515,1.37340126,0.00664481,0.32537544,0.13052778,0.01803256,0.75221824
-5.07553777,2.67120480,0.79181071,1.40679538,0.00595154,0.34581401,0.12760941,0.01679868,0.74515153
-5.06953477,2.72185581,0.83881051,1.44031890,0.00530615,0.36720110,0.12464265,0.01565620,0.73877532
-5.06353177,2.77562647,0.88951674,1.47386306,0.00471060,0.38942199,0.12166375,0.01461035,0.73324648
-5.05752876,2.83231672,0.94372201,1.50726901,0.00416574,0.41233374,0.11870688,0.01366396,0.72867174
-5.05152576,2.89155520,1.00109117,1.54032955,0.00367143,0.43576664,0.11580235,0.01281759,0.72510293
-5.04552276,2.95280122,1.06115713,1.57279319,0.00322667,0.45952640,0.11297516,0.01206972,0.72253422
-5.03951976,3.01535318,1.12332146,1.60437024,0.00282973,0.48339723,0.11024383,0.01141693,0.72090147
-5.03351676,3.07836339,1.18686011,1.63474084,0.00247829,0.50714565,0.10761962,0.01085413,0.72008401
-5.02751376,3.14085906,1.25093445,1.66356452,0.00216959,0.53052495,0.10510617,0.01037486,0.71990863
-5.02151076,3.20176878,1.31460767,1.69049092,0.00190059,0.55328020,0.10269959,0.00997159,0.72015596
-5.01550775,3.25995397,1.37686619,1.71517136,0.00166806,0.57515368,0.10038900,0.00963599,0.72056886
-5.00950475,3.31424419,1.43664559,1.73727077,0.00146875,0.59589071,0.09815749,0.00935927,0.72086269
-5.00350175,3.36347535,1.49286007,1.75647978,0.00129945,0.61524551,0.09598341,0.00913252,0.72073705
-4.99749875,3.40652932,1.54443462,1.77252634,0.00115714,0.63298717,0.09384198,0.00894697,0.71988849
-4.99149575,3.44237396,1.59033838,1.78518682,0.00103902,0.64890546,0.09170716,0.00879434,0.71802374
-4.98549275,3.47010172,1.62961810,1.79429606,0.00094264,0.66281635,0.08955354,0.00866713,0.71487299
-4.97948974,3.48896584,1.66143000,1.79975625,0.00086589,0.67456700,0.08735842,0.00855884,0.71020245
-4.97348674,3.49841237,1.68506895,1.80154420,0.00080707,0.68404026,0.08510362,0.00846424,0.70382595
-4.96748374,3.49810710,1.69999330,1.79971702,0.00076496,0.69115825,0.08277732,0.00837955,0.69561478
-4.96148074,3.48795604,1.70584457,1.79441570,0.00073877,0.69588515,0.08037552,0.00830262,0.68550563
-4.95547774,3.46811869,1.70246097,1.78586669,0.00072819,0.69822886,0.07790328,0.00823303,0.67350612
-4.94947474,3.43901340,1.68988407,1.77438108,0.00073340,0.69824151,0.07537555,0.00817214,0.65969777
-4.94347174,3.40131437,1.66835851,1.76035142,0.00075504,0.69601886,0.07281763,0.00812316,0.64423632
-4.93746873,3.35594030,1.63832470,1.74424601,0.00079418,0.69169827,0.07026527,0.00809105,0.62734931
-4.93146573,3.30403486,1.60040488,1.72660071,0.00085234,0.68545553,0.06776427,0.00808244,0.60933116
-4.92546273,3.24693939,1.55538332,1.70800824,0.00093139,0.67750047,0.06536984,0.00810552,0.59053594
-4.91945973,3.18615888,1.50418144,1.68910519,0.00103354,0.66807140,0.06314550,0.00816978,0.57136804
-4.91345673,3.12332201,1.44782911,1.67055696,0.00116123,0.65742866,0.06116177,0.00828579,0.55227124
-4.90745373,3.06013671,1.38743333,1.65304081,0.00131713,0.64584736,0.05949453,0.00846486,0.53371651
-4.90145073,2.99834266,1.32414564,1.63722774,0.00150398,0.63360960,0.05822326,0.00871875,0.51618905
-4.89544772,2.93966220,1.25912952,1.62376341,0.00172449,0.62099646,0.05742903,0.00905921,0.50017486
-4.88944472,2.88575135,1.19352913,1.61324889,0.00198128,0.60827992,0.05719248,0.00949764,0.48614745
-4.88344172,2.83815250,1.12844028,1.60622177,0.00227671,0.59571521,0.05759166,0.01004457,0.47455496
-4.87743872,2.79825027,1.06488479,1.60313839,0.00261275,0.58353369,0.05869992,0.01070932,0.46580800
-4.87143572,2.76723195,1.00378873,1.60435780,0.00299086,0.57193659,0.06058374,0.01149945,0.46026863
-4.86543272,2.74605381,0.94596517,1.61012810,0.00341186,0.56108990,0.06330067,0.01242043,0.45824062
-4.85942971,2.73541406,0.89210153,1.62057575,0.00387577,0.55112050,0.06689731,0.01347518,0.45996123
-4.85342671,2.73573347,0.84275166,1.63569824,0.00438171,0.54211370,0.07140744,0.01466378,0.46559460
-4.84742371,2.74714397,0.79833241,1.65536066,0.00492777,0.53411226,0.07685026,0.01598312,0.47522698
-4.84142071,2.76948549,0.75912437,1.67929612,0.00551098,0.52711690,0.08322889,0.01742678,0.48886372
-4.83541771,2.80231102,0.72527625,1.70711033,0.00612720,0.52108814,0.09052907,0.01898484,0.50642811
-4.82941471,2.84489952,0.69681238,1.73829011,0.00677113,0.51594951,0.09871812,0.02064392,0.52776214
-4.82341171,2.89627630,0.67364270,1.77221564,0.00743631,0.51159182,0.10774436,0.02238726,0.55262909
-4.81740870,2.95524003,0.65557464,1.80817601,0.00811523,0.50787838,0.11753679,0.02419494,0.58071792
-4.81140570,3.02039546,0.64232625,1.84538774,0.00879935,0.50465080,0.12800532,0.02604422,0.61164938
-4.80540270,3.09019106,0.63354008,1.88301542,0.00947934,0.50173531,0.13904144,0.02791000,0.64498382
-4.79939970,3.16296007,0.62879730,1.92019400,0.01014521,0.49894924,0.15051947,0.02976534,0.68023038
-4.79339670,3.23696419,0.62763174,1.95605193,0.01078656,0.49610737,0.16229829,0.03158215,0.71685754
-4.78739370,3.31043828,0.62954344,1.98973438,0.01139283,0.49302806,0.17422366,0.03333189,0.75430483
-4.78139070,3.38163511,0.63401154,2.02042577,0.01195359,0.48953896,0.18613109,0.03498629,0.79199516
-4.77538769,3.44886864,0.64050648,2.04737096,0.01245882,0.48548202,0.19784913,0.03651819,0.82934787
-4.76938469,3.51055494,0.64850112,2.06989436,0.01289921,0.48071785,0.20920307,0.03790228,0.86579173
-4.76338169,3.56524933,0.65748108,2.08741633,0.01326643,0.47512922,0.22001904,0.03911583,0.90077789
-4.75737869,3.61167886,0.66695405,2.09946646,0.01355340,0.46862372,0.23012817,0.04013933,0.93379206
-4.75137569,3.64876920,0.67645817,2.10569319,0.01375451,0.46113555,0.23937090,0.04095710,0.96436581
-4.74537269,3.67566527,0.68556939,2.10586961,0.01386581,0.45262646,0.24760116,0.04155769,0.99208644
-4.73936968,3.69174494,0.69390791,2.09989520,0.01388511,0.44308577,0.25469030,0.04193420,1.01660513
-4.73336668,3.69662560,0.70114352,2.08779364,0.01381208,0.43252970,0.26053062,0.04208443,1.03764316
-4.72736368,3.69016350,0.70699992,2.06970671,0.01364825,0.42099992,0.26503832,0.04201088,1.05499590
-4.72136068,3.67244609,0.71125785,2.04588473,0.01339696,0.40856145,0.26815586,0.04172063,1.06853451
-4.71535768,3.64377768,0.71375698,2.01667390,0.01306324,0.39530004,0.26985344,0.04122499,1.07820539
-4.70935468,3.60465938,0.71439649,1.98250118,0.01265364,0.38131907,0.27012968,0.04053912,1.08402728
-4.70335168,3.55576401,0.71313423,1.94385744,0.01217608,0.36673611,0.26901148,0.03968151,1.08608640
-4.69734867,3.49790722,0.70998450,1.90127952,0.01163949,0.35167923,0.26655289,0.03867334,1.08452973
-4.69134567,3.43201617,0.70501435,1.85533215,0.01105365,0.33628322,0.26283324,0.03753786,1.07955689
-4.68534267,3.35909699,0.69833850,1.80659041,0.01042884,0.32068582,0.25795449,0.03629967,1.07141092
-4.67933967,3.28020242,0.69011295,1.75562356,0.00977555,0.30502404,0.25203791,0.03498408,1.06036845
-4.67333667,3.19640104,0.68052751,1.70298086,0.00910423,0.28943078,0.24522036,0.03361645,1.04672967
-4.66733367,3.10874909,0.66979735,1.64917992,0.00842500,0.27403173,0.23765006,0.03222155,1.03080858
-4.66133067,3.01826601,0.65815399,1.59469797,0.00774744,0.25894275,0.22948236,0.03082312,1.01292378
-4.65532766,2.92591433,0.64583595,1.53996617,0.00708035,0.24426771,0.22087536,0.02944336,0.99339031
-4.64932466,2.83258443,0.63307948,1.48536708,0.00643166,0.23009690,0.21198578,0.02810257,0.97251260
-4.64332166,2.73908435,0.62010967,1.43123501,0.00580823,0.21650605,0.20296508,0.02681894,0.95057890
-4.63731866,2.64613446,0.60713244,1.37785896,0.00521586,0.20355581,0.19395598,0.02560832,0.92785708
-4.63131566,2.55436673,0.59432758,1.32548761,0.00465920,0.19129191,0.18508962,0.02448414,0.90459202
-4.62531266,2.46432790,0.58184335,1.27433581,0.00414179,0.17974567,0.17648319,0.02345739,0.88100427
-4.61930965,2.37648587,0.56979265,1.22459193,0.00366608,0.16893512,0.16823823,0.02253663,0.85729014
-4.61330665,2.29123837,0.55825121,1.17642536,0.00323354,0.15886623,0.16043965,0.02172808,0.83362269
-4.60730365,2.20892320,0.54725754,1.12999358,0.00284470,0.14953463,0.15315531,0.02103567,0.81015375
-4.60130065,2.12982887,0.53681500,1.08544832,0.00249932,0.14092732,0.14643618,0.02046125,0.78701649
-4.59529765,2.05420523,0.52689555,1.04294028,0.00219647,0.13302452,0.14031709,0.02000462,0.76432835
-4.58929465,1.98227317,0.51744522,1.00262218,0.00193467,0.12580149,0.13481790,0.01966374,0.74219431
-4.58329165,1.91423300,0.50839088,0.96465013,0.00171202,0.11923028,0.12994507,0.01943480,0.72070996
-4.57728864,1.85027133,0.49964800,0.92918312,0.00152632,0.11328129,0.12569344,0.01931240,0.69996458
-4.57128564,1.79056608,0.49112910,0.89638105,0.00137518,0.10792465,0.12204834,0.01928963,0.68004386
-4.56528264,1.73528992,0.48275227,0.86640137,0.00125612,0.10313140,0.11898763,0.01935825,0.66103230
-4.55927964,1.68461206,0.47444951,0.83939489,0.00116669,0.09887442,0.11648393,0.01950877,0.64301521
-4.55327664,1.63869892,0.46617438,0.81550107,0.00110450,0.09512910,0.11450667,0.01973066,0.62608031
-4.54727364,1.59771371,0.45790863,0.79484320,0.00106733,0.09187377,0.11302412,0.02001244,0.61031895
-4.54127064,1.56181554,0.44966741,0.77752410,0.00105319,0.08909002,0.11200513,0.02034195,0.59582693
-4.53526763,1.53115814,0.44150293,0.76362237,0.00106032,0.08676263,0.11142072,0.02070647,0.58270505
-4.52926463,1.50588865,0.43350626,0.75318974,0.00108728,0.08487954,0.11124537,0.02109300,0.57105928
-4.52326163,1.48614648,0.42580733,0.74624965,0.00113294,0.08343149,0.11145799,0.02148850,0.56100078
-4.51725863,1.47206261,0.41857303,0.74279699,0.00119652,0.08241163,0.11204256,0.02188010,0.55264559
-4.51125563,1.46375905,0.41200356,0.74279916,0.00127760,0.08181497,0.11298843,0.02225542,0.54611418
-4.50525263,1.46134864,0.40632719,0.74619827,0.00137610,0.08163777,0.11429026,0.02260282,0.54153073
-4.49924962,1.46493495,0.40179365,0.75291422,0.00149234,0.08187678,0.11594765,0.02291162,0.53902227
-4.49324662,1.47461213,0.39866651,0.76284852,0.00162696,0.08252849,0.11796439,0.02317236,0.53871754
