energy_ev,total_up,Ge_p_up,Ge_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,3.47085502,1.03917716,0.00000000,1.16539145,1.73310187,0.01642950,0.41862915
-5.99399700,3.56702439,1.06119186,0.00000000,1.19022219,1.78824285,0.01685783,0.43185870
-5.98799400,3.65541298,1.08079569,0.00000000,1.21290513,1.84019107,0.01722550,0.44347986
-5.98199100,3.73513470,1.09777103,0.00000000,1.23326128,1.88850614,0.01752611,0.45330702
-5.97598799,3.80537243,1.11191724,0.00000000,1.25112916,1.93276533,0.01775437,0.46118344
-5.96998499,3.86539832,1.12305629,0.00000000,1.26636901,1.97257234,0.01790618,0.46698627
-5.96398199,3.91459469,1.13103876,0.00000000,1.27886741,2.00756699,0.01797882,0.47063075
-5.95797899,3.95247472,1.13575009,0.00000000,1.28854218,2.03743539,0.01797099,0.47207348
-5.95197599,3.97870189,1.13711669,0.00000000,1.29534733,2.06192009,0.01788287,0.47131464
-5.94597299,3.99310729,1.13511153,0.00000000,1.29927754,2.08082998,0.01771614,0.46839890
-5.93996998,3.99570351,1.12975885,0.00000000,1.30037203,2.09404911,0.01747393,0.46341510
-5.93396698,3.98669434,1.12113760,0.00000000,1.29871732,2.10154416,0.01716074,0.45649458
-5.92796398,3.96647935,1.10938323,0.00000000,1.29444865,2.10337002,0.01678234,0.44780822
-5.92196098,3.93565265,1.09468764,0.00000000,1.28774962,2.09967303,0.01634560,0.43756230
-5.91595798,3.89499558,1.07729702,0.00000000,1.27885014,2.09069171,0.01585829,0.42599322
-5.90995498,3.84546318,1.05750763,0.00000000,1.26802232,2.07675466,0.01532889,0.41336130
-5.90395198,3.78816463,1.03565949,0.00000000,1.25557456,2.05827578,0.01476631,0.39994390
-5.89794897,3.72433842,1.01212823,0.00000000,1.24184384,2.03574667,0.01417973,0.38602804
-5.89194597,3.65532285,0.98731544,0.00000000,1.22718670,2.00972676,0.01357825,0.37190270
-5.88594297,3.58252324,0.96163783,0.00000000,1.21196906,1.98083124,0.01297079,0.35785121
-5.87993997,3.50737693,0.93551582,0.00000000,1.19655551,1.94971747,0.01236574,0.34414385
-5.87393697,3.43131772,0.90936196,0.00000000,1.18129860,1.91707032,0.01177090,0.33103093
-5.86793397,3.35574108,0.88356988,0.00000000,1.16652854,1.88358709,0.01119322,0.31873657
-5.86193097,3.28197164,0.85850412,0.00000000,1.15254396,1.84996264,0.01063874,0.30745338
-5.85592796,3.21123436,0.83449152,0.00000000,1.13960421,1.81687525,0.01011250,0.29733822
-5.84992496,3.14463040,0.81181439,0.00000000,1.12792353,1.78497388,0.00961844,0.28850902
-5.84392196,3.08311873,0.79070578,0.00000000,1.11766740,1.75486714,0.00915946,0.28104305
-5.83791896,3.02750396,0.77134714,0.00000000,1.10895129,1.72711452,0.00873740,0.27497627
-5.83191596,2.97843068,0.75386819,0.00000000,1.10184177,1.70221986,0.00835309,0.27030417
-5.82591296,2.93638427,0.73834912,0.00000000,1.09635995,1.68062734,0.00800647,0.26698371
-5.81990995,2.90169760,0.72482468,0.00000000,1.09248682,1.66271978,0.00769666,0.26493656
-5.81390695,2.87456300,0.71329004,0.00000000,1.09017032,1.64881907,0.00742209,0.26405329
-5.80790395,2.85504830,0.70370773,0.00000000,1.08933350,1.63918831,0.00718066,0.26419847
-5.80190095,2.84311571,0.69601550,0.00000000,1.08988324,1.63403526,0.00696981,0.26521642
-5.79589795,2.83864207,0.69013426,0.00000000,1.09171898,1.63351647,0.00678671,0.26693745
-5.78989495,2.84143904,0.68597580,0.00000000,1.09474074,1.63774143,0.00662836,0.26918424
-5.78389195,2.85127162,0.68344967,0.00000000,1.09885605,1.64677630,0.00649174,0.27177825
-5.77788894,2.86787378,0.68246893,0.00000000,1.10398502,1.66064644,0.00637384,0.27454574
-5.77188594,2.89096002,0.68295429,0.00000000,1.11006348,1.67933743,0.00627183,0.27732329
-5.76588294,2.92023199,0.68483651,0.00000000,1.11704370,1.70279419,0.00618306,0.27996254
-5.75987994,2.95537977,0.68805694,0.00000000,1.12489277,1.73091802,0.00610512,0.28233404
-5.75387694,2.99607787,0.69256626,0.00000000,1.13358859,1.76356165,0.00603588,0.28432996
-5.74787394,3.04197603,0.69832148,0.00000000,1.14311393,1.80052254,0.00597348,0.28586571
-5.74187094,3.09268602,0.70528161,0.00000000,1.15344878,1.84153486,0.00591632,0.28688040
-5.73586793,3.14776539,0.71340229,0.00000000,1.16456165,1.88626090,0.00586301,0.28733612
-5.72986493,3.20669967,0.72262987,0.00000000,1.17640054,1.93428264,0.00581238,0.28721632
-5.72386193,3.26888491,0.73289538,0.00000000,1.18888408,1.98509446,0.00576339,0.28652321
-5.71785893,3.33361220,0.74410894,0.00000000,1.20189381,2.03809786,0.00571510,0.28527456
-5.71185593,3.40005593,0.75615511,0.00000000,1.21526807,2.09259927,0.00566664,0.28350005
-5.70585293,3.46726758,0.76888944,0.00000000,1.22879827,2.14781161,0.00561714,0.28123744
-5.69984992,3.53417611,0.78213678,0.00000000,1.24222775,2.20286033,0.00556572,0.27852875
-5.69384692,3.59959599,0.79569132,0.00000000,1.25525378,2.25679428,0.00551144,0.27541673
-5.68784392,3.66224323,0.80931863,0.00000000,1.26753248,2.30860160,0.00545335,0.27194181
-5.68184092,3.72075931,0.82275955,0.00000000,1.27868682,2.35723026,0.00539043,0.26813963
-5.67583792,3.77374228,0.83573585,0.00000000,1.28831718,2.40161285,0.00532165,0.26403935
-5.66983492,3.81978385,0.84795725,0.00000000,1.29601403,2.44069463,0.00524596,0.25966269
-5.66383192,3.85751088,0.85912954,0.00000000,1.30137207,2.47346382,0.00516238,0.25502376
-5.65782891,3.88562914,0.86896338,0.00000000,1.30400513,2.49898267,0.00507000,0.25012961
-5.65182591,3.90296717,0.87718318,0.00000000,1.30356093,2.51641795,0.00496804,0.24498139
-5.64582291,3.90851804,0.88353566,0.00000000,1.29973499,2.52506917,0.00485591,0.23957595
-5.63981991,3.90147657,0.88779777,0.00000000,1.29228290,2.52439331,0.00473321,0.23390780
-5.63381691,3.88127015,0.88978336,0.00000000,1.28103029,2.51402457,0.00459984,0.22797123
-5.62781391,3.84758152,0.88934846,0.00000000,1.26588010,2.49378810,0.00445592,0.22176231
-5.62181091,3.80036222,0.88639499,0.00000000,1.24681666,2.46370713,0.00430190,0.21528087
-5.61580790,3.73983614,0.88087271,0.00000000,1.22390662,2.42400284,0.00413850,0.20853201
-5.60980490,3.66649298,0.87277941,0.00000000,1.19729669,2.37508726,0.00396671,0.20152734
-5.60380190,3.58107213,0.86215956,0.00000000,1.16720832,2.31754934,0.00378775,0.19428568
-5.59779890,3.48453789,0.84910150,0.00000000,1.13392992,2.25213499,0.00360308,0.18683333
-5.59179590,3.37804743,0.83373340,0.00000000,1.09780688,2.17972222,0.00341427,0.17920382
-5.58579290,3.26291313,0.81621832,0.00000000,1.05923009,2.10129246,0.00322302,0.17143722
-5.57978989,3.14056129,0.79674864,0.00000000,1.01862354,2.01789958,0.00303108,0.16357914
-5.57378689,3.01248913,0.77554009,0.00000000,0.97643157,1.93063802,0.00284016,0.15567937
-5.56778389,2.88022207,0.75282576,0.00000000,0.93310638,1.84061148,0.00265192,0.14779042
-5.56178089,2.74527300,0.72885022,0.00000000,0.88909621,1.74890344,0.00246791,0.13996588
-5.55577789,2.60910521,0.70386388,0.00000000,0.84483473,1.65655071,0.00228952,0.13225885
-5.54977489,2.47310008,0.67811796,0.00000000,0.80073179,1.56452087,0.00211795,0.12472046
-5.54377189,2.33853052,0.65185984,0.00000000,0.75716581,1.47369418,0.00195422,0.11739849
-5.53776888,2.20654059,0.62532912,0.00000000,0.71447792,1.38485043,0.00179910,0.11033628
-5.53176588,2.07813161,0.59875422,0.00000000,0.67296773,1.29866075,0.00165318,0.10357188
-5.52576288,1.95415440,0.57234957,0.00000000,0.63289081,1.21568412,0.00151684,0.09713738
-5.51975988,1.83530753,0.54631347,0.00000000,0.59445762,1.13636842,0.00139029,0.09105865
-5.51375688,1.72214063,0.52082637,0.00000000,0.55783382,1.06105522,0.00127357,0.08535524
-5.50775388,1.61506229,0.49604975,0.00000000,0.52314168,0.98998779,0.00116661,0.08004055
-5.50175088,1.51435145,0.47212545,0.00000000,0.49046246,0.92332154,0.00106926,0.07512226
-5.49574787,1.42017158,0.44917549,0.00000000,0.45983959,0.86113614,0.00098132,0.07060279
-5.48974487,1.33258661,0.42730232,0.00000000,0.43128232,0.80344854,0.00090253,0.06648007
-5.48374187,1.25157792,0.40658946,0.00000000,0.40476999,0.75022628,0.00083270,0.06274828
-5.47773887,1.17706155,0.38710255,0.00000000,0.38025640,0.70140042,0.00077162,0.05939864
-5.47173587,1.10890500,0.36889078,0.00000000,0.35767449,0.65687761,0.00071918,0.05642031
-5.46573287,1.04694308,0.35198852,0.00000000,0.33694101,0.61655092,0.00067531,0.05380113
-5.45972986,0.99099231,0.33641734,0.00000000,0.31796120,0.58030905,0.00064004,0.05152840
-5.45372686,0.94086354,0.32218801,0.00000000,0.30063332,0.54804391,0.00061346,0.04958954
-5.44772386,0.89637249,0.30930273,0.00000000,0.28485295,0.51965622,0.00059574,0.04797263
-5.44172086,0.85734804,0.29775727,0.00000000,0.27051704,0.49505929,0.00058712,0.04666679
-5.43571786,0.82363815,0.28754293,0.00000000,0.25752751,0.47418099,0.00058789,0.04566251
-5.42971486,0.79511346,0.27864846,0.00000000,0.24579446,0.45696397,0.00059835,0.04495170
-5.42371186,0.77166845,0.27106152,0.00000000,0.23523886,0.44336435,0.00061881,0.04452771
