energy_ev,total_up,Au_p_up,Au_d_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up
-6.00000000,2.79832485,0.41125036,2.10149246,0.31478435,0.00000000,0.01702624,0.24010414
-5.99399700,2.80823865,0.40687404,2.11440094,0.31333273,0.00000000,0.01674766,0.23933727
-5.98799400,2.81219709,0.40115110,2.12350213,0.31097166,0.00000000,0.01648805,0.23753958
-5.98199100,2.81022839,0.39419477,2.12875681,0.30775909,0.00000000,0.01624557,0.23471552
-5.97598799,2.80247820,0.38614119,2.13019904,0.30376890,0.00000000,0.01601909,0.23089088
-5.96998499,2.78919787,0.37714447,2.12792915,0.29908778,0.00000000,0.01580815,0.22611189
-5.96398199,2.77073099,0.36737147,2.12210588,0.29381187,0.00000000,0.01561287,0.22044385
-5.95797899,2.74749881,0.35699673,2.11293792,0.28804352,0.00000000,0.01543390,0.21396923
-5.95197599,2.71998516,0.34619751,2.10067539,0.28188816,0.00000000,0.01527233,0.20678538
-5.94597299,2.68872159,0.33514922,2.08560165,0.27545143,0.00000000,0.01512968,0.19900193
-5.93996998,2.65427333,0.32402143,2.06802571,0.26883657,0.00000000,0.01500783,0.19073801
-5.93396698,2.61722645,0.31297451,2.04827554,0.26214231,0.00000000,0.01490901,0.18211929
-5.92796398,2.57817670,0.30215691,2.02669249,0.25546106,0.00000000,0.01483581,0.17327503
-5.92196098,2.53772006,0.29170326,2.00362674,0.24887761,0.00000000,0.01479123,0.16433530
-5.91595798,2.49644530,0.28173307,1.97943398,0.24246821,0.00000000,0.01477871,0.15542822
-5.90995498,2.45492823,0.27235018,1.95447303,0.23630002,0.00000000,0.01480220,0.14667757
-5.90395198,2.41372760,0.26364268,1.92910421,0.23043087,0.00000000,0.01486625,0.13820065
-5.89794897,2.37338222,0.25568337,1.90368828,0.22490933,0.00000000,0.01497606,0.13010646
-5.89194597,2.33440890,0.24853046,1.87858546,0.21977490,0.00000000,0.01513756,0.12249422
-5.88594297,2.29730082,0.24222861,1.85415435,0.21505843,0.00000000,0.01535739,0.11545231
-5.87993997,2.26252571,0.23680991,1.83075027,0.21078254,0.00000000,0.01564293,0.10905745
-5.87393697,2.23052362,0.23229498,1.80872285,0.20696203,0.00000000,0.01600215,0.10337421
-5.86793397,2.20170376,0.22869382,1.78841252,0.20360439,0.00000000,0.01644356,0.09845477
-5.86193097,2.17644020,0.22600663,1.77014588,0.20071010,0.00000000,0.01697593,0.09433892
-5.85592796,2.15506653,0.22422434,1.75422990,0.19827302,0.00000000,0.01760802,0.09105415
-5.84992496,2.13786922,0.22332887,1.74094507,0.19628062,0.00000000,0.01834822,0.08861590
-5.84392196,2.12508021,0.22329335,1.73053768,0.19471423,0.00000000,0.01920416,0.08702789
-5.83791896,2.11686894,0.22408203,1.72321174,0.19354927,0.00000000,0.02018218,0.08628247
-5.83191596,2.11333440,0.22565021,1.71912081,0.19275546,0.00000000,0.02128689,0.08636100
-5.82591296,2.11449777,0.22794414,1.71836040,0.19229718,0.00000000,0.02252062,0.08723432
-5.81990995,2.12029630,0.23090096,1.72096141,0.19213385,0.00000000,0.02388296,0.08886312
-5.81390695,2.13057922,0.23444891,1.72688525,0.19222049,0.00000000,0.02537032,0.09119855
-5.80790395,2.14510604,0.23850767,1.73602102,0.19250844,0.00000000,0.02697553,0.09418274
-5.80190095,2.16354799,0.24298915,1.74818527,0.19294623,0.00000000,0.02868768,0.09774956
-5.79589795,2.18549286,0.24779849,1.76312463,0.19348066,0.00000000,0.03049193,0.10182543
-5.78989495,2.21045342,0.25283556,1.78052136,0.19405803,0.00000000,0.03236962,0.10633033
-5.78389195,2.23787940,0.25799673,1.80000194,0.19462551,0.00000000,0.03429845,0.11117905
-5.77788894,2.26717279,0.26317702,1.82114839,0.19513265,0.00000000,0.03625292,0.11628254
-5.77188594,2.29770599,0.26827247,1.84351204,0.19553287,0.00000000,0.03820487,0.12154952
-5.76588294,2.32884219,0.27318269,1.86662912,0.19578498,0.00000000,0.04012427,0.12688822
-5.75987994,2.35995703,0.27781347,1.89003766,0.19585465,0.00000000,0.04198002,0.13220826
-5.75387694,2.39046076,0.28207933,1.91329484,0.19571569,0.00000000,0.04374102,0.13742257
-5.74787394,2.41981970,0.28590586,1.93599395,0.19535113,0.00000000,0.04537714,0.14244942
-5.74187094,2.44757609,0.28923181,1.95778036,0.19475402,0.00000000,0.04686033,0.14721422
-5.73586793,2.47336525,0.29201067,1.97836537,0.19392790,0.00000000,0.04816563,0.15165133
-5.72986493,2.49692921,0.29421189,1.99753759,0.19288692,0.00000000,0.04927214,0.15570559
-5.72386193,2.51812602,0.29582133,2.01517095,0.19165555,0.00000000,0.05016382,0.15933348
-5.71785893,2.53693422,0.29684127,2.03122917,0.19026786,0.00000000,0.05083011,0.16250405
-5.71185593,2.55345219,0.29728969,2.04576617,0.18876646,0.00000000,0.05126642,0.16519932
-5.70585293,2.56789217,0.29719893,2.05892260,0.18720102,0.00000000,0.05147428,0.16741427
-5.69984992,2.58056939,0.29661384,2.07091834,0.18562654,0.00000000,0.05146129,0.16915640
-5.69384692,2.59188646,0.29558944,2.08204157,0.18410125,0.00000000,0.05124084,0.17044478
-5.68784392,2.60231392,0.29418814,2.09263465,0.18268449,0.00000000,0.05083155,0.17130873
-5.68184092,2.61236771,0.29247681,2.10307763,0.18143433,0.00000000,0.05025651,0.17178609
