energy_ev,total_up,B_p_up,B_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.69984992,7.90003029,0.72250773,0.00000000,2.36458180,4.54474468,0.16807383,2.42685383
-5.69384692,8.00601739,0.74187755,0.00000000,2.39591029,4.62065604,0.16891087,2.44248230
-5.68784392,8.09850443,0.76095471,0.00000000,2.42381529,4.68980345,0.16937503,2.45299241
-5.68184092,8.17669543,0.77952979,0.00000000,2.44825323,4.75146478,0.16947012,2.45836591
-5.67583792,8.24004680,0.79739524,0.00000000,2.46922015,4.80505419,0.16920704,2.45867876
-5.66983492,8.28827282,0.81434874,0.00000000,2.48675006,4.85013210,0.16860351,2.45409795
-5.66383192,8.32134587,0.83019691,0.00000000,2.50091323,4.88641198,0.16768367,2.44487673
-5.65782891,8.33949159,0.84475900,0.00000000,2.51181444,4.91376369,0.16647739,2.43134816
-5.65182591,8.34317871,0.85787056,0.00000000,2.51959098,4.93221335,0.16501946,2.41391730
-5.64582291,8.33310393,0.86938693,0.00000000,2.52441032,4.94193947,0.16334859,2.39305193
-5.63981991,8.31017188,0.87918626,0.00000000,2.52646731,4.94326554,0.16150632,2.36927213
-5.63381691,8.27547038,0.88717211,0.00000000,2.52598065,4.93664898,0.15953578,2.34313878
-5.62781391,8.23024167,0.89327525,0.00000000,2.52318876,4.92266681,0.15748053,2.31524123
-5.62181091,8.17584994,0.89745480,0.00000000,2.51834480,4.90199813,0.15538324,2.28618427
-5.61580790,8.11374604,0.89969845,0.00000000,2.51171104,4.87540403,0.15328454,2.25657486
-5.60980490,8.04543019,0.90002191,0.00000000,2.50355264,4.84370534,0.15122190,2.22700868
-5.60380190,7.97241382,0.89846753,0.00000000,2.49413099,4.80775889,0.14922867,2.19805705
-5.59779890,7.89618164,0.89510222,0.00000000,2.48369705,4.76843299,0.14733320,2.17025455
-5.59179590,7.81815515,0.89001477,0.00000000,2.47248489,4.72658307,0.14555828,2.14408760
-5.58579290,7.73965906,0.88331280,0.00000000,2.46070589,4.68302822,0.14392066,2.11998464
-5.57978989,7.66189173,0.87511940,0.00000000,2.44854387,4.63852961,0.14243087,2.09830796
-5.57378689,7.58590079,0.86556982,0.00000000,2.43615164,4.59377161,0.14109321,2.07934778
-5.56778389,7.51256506,0.85480822,0.00000000,2.42364903,4.54934643,0.13990601,2.06331864
-5.56178089,7.44258334,0.84298471,0.00000000,2.41112282,4.50574281,0.13886206,2.05035837
-5.55577789,7.37647062,0.83025284,0.00000000,2.39862836,4.46333945,0.13794921,2.04052954
-5.54977489,7.31456171,0.81676750,0.00000000,2.38619303,4.42240326,0.13715118,2.03382351
-5.54377189,7.25702210,0.80268336,0.00000000,2.37382113,4.38309257,0.13644847,2.03016671
-5.53776888,7.20386519,0.78815377,0.00000000,2.36149996,4.34546506,0.13581932,2.02942895
-5.53176588,7.15497515,0.77333008,0.00000000,2.34920668,4.30949009,0.13524079,2.03143329
-5.52576288,7.11013381,0.75836122,0.00000000,2.33691528,4.27506446,0.13468980,2.03596700
-5.51975988,7.06905035,0.74339344,0.00000000,2.32460333,4.24203117,0.13414417,2.04279309
-5.51375688,7.03139191,0.72857015,0.00000000,2.31225776,4.21019979,0.13358357,2.05166182
-5.50775388,6.99681369,0.71403152,0.00000000,2.29987936,4.17936754,0.13299037,2.06232164
-5.50175088,6.96498670,0.69991393,0.00000000,2.28748568,4.14933999,0.13235042,2.07452910
-5.49574787,6.93562208,0.68634907,0.00000000,2.27511184,4.11995020,0.13165359,2.08805730
-5.48974487,6.90849063,0.67346266,0.00000000,2.26280954,4.09107536,0.13089421,2.10270259
-5.48374187,6.88343677,0.66137283,0.00000000,2.25064406,4.06265016,0.13007130,2.11828927
-5.47773887,6.86038663,0.65018808,0.00000000,2.23868979,4.03467622,0.12918865,2.13467234
-5.47173587,6.83935012,0.64000516,0.00000000,2.22702438,4.00722712,0.12825474,2.15173819
-5.46573287,6.82041719,0.63090670,0.00000000,2.21572237,3.98044907,0.12728241,2.16940355
-5.45972986,6.80374903,0.62295892,0.00000000,2.20484860,3.95455704,0.12628852,2.18761286
-5.45372686,6.78956496,0.61620964,0.00000000,2.19445215,3.92982690,0.12529341,2.20633437
-5.44772386,6.77812608,0.61068656,0.00000000,2.18456136,3.90658388,0.12432021,2.22555533
-5.44172086,6.76971676,0.60639612,0.00000000,2.17518031,3.88518815,0.12339420,2.24527665
-5.43571786,6.76462511,0.60332305,0.00000000,2.16628729,3.86601820,0.12254195,2.26550728
-5.42971486,6.76312345,0.60143059,0.00000000,2.15783528,3.84945293,0.12179061,2.28625862
-5.42371186,6.76544972,0.60066154,0.00000000,2.14975461,3.83585317,0.12116699,2.30753920
-5.41770885,6.77179060,0.60094006,0.00000000,2.14195755,3.82554367,0.12069684,2.32934977
-5.41170585,6.78226687,0.60217415,0.00000000,2.13434461,3.81879618,0.12040396,2.35167893
-5.40570285,6.79692138,0.60425870,0.00000000,2.12681197,3.81581427,0.12030951,2.37449923
-5.39969985,6.81570983,0.60707903,0.00000000,2.11925965,3.81672064,0.12043127,2.39776391
-5.39369685,6.83849447,0.61051458,0.00000000,2.11159965,3.82154722,0.12078302,2.42140415
-5.38769385,6.86504055,0.61444276,0.00000000,2.10376355,3.83022848,0.12137396,2.44532683
-5.38169085,6.89501552,0.61874253,0.00000000,2.09570897,3.84259811,0.12220821,2.46941280
-5.37568784,6.92799083,0.62329775,0.00000000,2.08742438,3.85838920,0.12328448,2.49351576
-5.36968484,6.96344614,0.62799996,0.00000000,2.07893200,3.87723790,0.12459577,2.51746166
-5.36368184,7.00077603,0.63275054,0.00000000,2.07028841,3.89869048,0.12612926,2.54104892
-5.35767884,7.03929898,0.63746220,0.00000000,2.06158306,3.92221348,0.12786631,2.56404940
-5.35167584,7.07826879,0.64205970,0.00000000,2.05293465,3.94720686,0.12978263,2.58621043
-5.34567284,7.11688831,0.64647986,0.00000000,2.04448569,3.97301958,0.13184860,2.60725806
-5.33966983,7.15432568,0.65067094,0.00000000,2.03639566,3.99896733,0.13402978,2.62690148
-5.33366683,7.18973272,0.65459153,0.00000000,2.02883331,4.02435189,0.13628759,2.64483889
-5.32766383,7.22226564,0.65820896,0.00000000,2.02196852,4.04848146,0.13858014,2.66076474
-5.32166083,7.25110745,0.66149771,0.00000000,2.01596441,4.07069151,0.14086324,2.67437831
-5.31565783,7.27549186,0.66443759,0.00000000,2.01097009,4.09036534,0.14309156,2.68539326
-5.30965483,7.29472787,0.66701231,0.00000000,2.00711456,4.10695377,0.14521982,2.69354819
-5.30365183,7.30822429,0.66920827,0.00000000,2.00450202,4.11999327,0.14720421,2.69861743
-5.29764882,7.31551319,0.67101386,0.00000000,2.00320897,4.12912171,0.14900364,2.70042185
-5.29164582,7.31627127,0.67241940,0.00000000,2.00328286,4.13409126,0.15058116,2.69883902
-5.28564282,7.31033789,0.67341757,0.00000000,2.00474263,4.13477780,0.15190517,2.69381210
-5.27963982,7.29772880,0.67400458,0.00000000,2.00758061,4.13118632,0.15295059,2.68535695
-5.27363682,7.27864437,0.67418180,0.00000000,2.01176571,4.12345204,0.15369980,2.67356687
-5.26763382,7.25347174,0.67395784,0.00000000,2.01724756,4.11183702,0.15414336,2.65861455
-5.26163082,7.22277996,0.67335088,0.00000000,2.02396110,4.09672231,0.15428051,2.64075090
-5.25562781,7.18730822,0.67239102,0.00000000,2.03183132,4.07859582,0.15411926,2.62030060
-5.24962481,7.14794701,0.67112257,0.00000000,2.04077780,4.05803624,0.15367628,2.59765433
-5.24362181,7.10571276,0.66960585,0.00000000,2.05071869,4.03569371,0.15297637,2.57325801
-5.23761881,7.06171693,0.66791843,0.00000000,2.06157398,4.01226794,0.15205169,2.54759933
-5.23161581,7.01713065,0.66615563,0.00000000,2.07326778,3.98848465,0.15094062,2.52119219
-5.22561281,6.97314652,0.66442996,0.00000000,2.08572973,3.96507145,0.14968641,2.49455971
-5.21960980,6.93093918,0.66286970,0.00000000,2.09889553,3.94273401,0.14833566,2.46821675
-5.21360680,6.89162672,0.66161619,0.00000000,2.11270652,3.92213386,0.14693662,2.44265267
-5.20760380,6.85623454,0.66082025,0.00000000,2.12710888,3.90386847,0.14553742,2.41831524
-5.20160080,6.82566349,0.66063755,0.00000000,2.14205222,3.88845476,0.14418433,2.39559662
-5.19559780,6.80066383,0.66122313,0.00000000,2.15748810,3.87631644,0.14292010,2.37482195
-5.18959480,6.78181606,0.66272543,0.00000000,2.17336856,3.86777589,0.14178245,2.35624124
-5.18359180,6.76951947,0.66527983,0.00000000,2.18964485,3.86305063,0.14080270,2.34002488
-5.17758879,6.76398867,0.66900225,0.00000000,2.20626641,3.86225435,0.14000480,2.32626288
-5.17158579,6.76525787,0.67398293,0.00000000,2.22318033,3.86540221,0.13940451,2.31496784
-5.16558279,6.77319234,0.68028077,0.00000000,2.24033100,3.87241985,0.13900900,2.30608122
-5.15957979,6.78750594,0.68791851,0.00000000,2.25766016,3.88315539,0.13881671,2.29948251
-5.15357679,6.80778339,0.69687911,0.00000000,2.27510695,3.89739342,0.13881762,2.29500067
-5.14757379,6.83350561,0.70710336,0.00000000,2.29260804,3.91487013,0.13899370,2.29242684
-5.14157079,6.86407640,0.71848911,0.00000000,2.31009744,3.93528848,0.13931977,2.29152777
-5.13556778,6.89884888,0.73089210,0.00000000,2.32750601,3.95833252,0.13976444,2.29205885
-5.12956478,6.93714991,0.74412842,0.00000000,2.34476046,3.98367992,0.14029140,2.29377614
-5.12356178,6.97830132,0.75797868,0.00000000,2.36178182,4.01101220,0.14086070,2.29644660
-5.11755878,7.02163689,0.77219364,0.00000000,2.37848333,4.04002199,0.14143017,2.29985602
-5.11155578,7.06651449,0.78650114,0.00000000,2.39476797,4.07041723,0.14195689,2.30381435
-5.10555278,7.11232303,0.80061421,0.00000000,2.41052571,4.10192228,0.14239860,2.30815814
-5.09954977,7.15848465,0.81423980,0.00000000,2.42563069,4.13427607,0.14271504,2.31275038
-5.09354677,7.20445248,0.82708810,0.00000000,2.43993873,4.16722788,0.14286927,2.31747776
-5.08754377,7.24970496,0.83888175,0.00000000,2.45328548,4.20053112,0.14282875,2.32224585
-5.08154077,7.29373773,0.84936483,0.00000000,2.46548535,4.23393608,0.14256635,2.32697286
-5.07553777,7.33605439,0.85831105,0.00000000,2.47633180,4.26718211,0.14206113,2.33158241
-5.06953477,7.37615726,0.86553101,0.00000000,2.48559891,4.29999023,0.14129897,2.33599612
-5.06353177,7.41353931,0.87087794,0.00000000,2.49304460,4.33205677,0.14027297,2.34012658
-5.05752876,7.44767836,0.87425203,0.00000000,2.49841536,4.36304869,0.13898371,2.34387137
-5.05152576,7.47803424,0.87560291,0.00000000,2.50145261,4.39260096,0.13743925,2.34710854
-5.04552276,7.50404948,0.87493033,0.00000000,2.50190025,4.42031657,0.13565495,2.34969399
-5.03951976,7.52515373,0.87228305,0.00000000,2.49951335,4.44576906,0.13365318,2.35146090
-5.03351676,7.54077192,0.86775595,0.00000000,2.49406740,4.46850776,0.13146276,2.35222132
-5.02751376,7.55033568,0.86148562,0.00000000,2.48536784,4.48806547,0.12911833,2.35176981
-5.02151076,7.55329764,0.85364457,0.00000000,2.47325924,4.50396828,0.12665949,2.34988898
-5.01550775,7.54914766,0.84443446,0.00000000,2.45763379,4.51574719,0.12412998,2.34635649
-5.00950475,7.53743021,0.83407855,0.00000000,2.43843849,4.52295084,0.12157657,2.34095321
-5.00350175,7.51776196,0.82281375,0.00000000,2.41568079,4.52515895,0.11904806,2.33347196
-4.99749875,7.48984841,0.81088273,0.00000000,2.38943214,4.52199571,0.11659409,2.32372643
-4.99149575,7.45349884,0.79852613,0.00000000,2.35982950,4.51314263,0.11426405,2.31155970
-4.98549275,7.40863864,0.78597548,0.00000000,2.32707441,4.49835018,0.11210593,2.29685200
-4.97948974,7.35531822,0.77344679,0.00000000,2.29142972,4.47744781,0.11016519,2.27952720
-4.97348674,7.29371814,0.76113516,0.00000000,2.25321411,4.45035176,0.10848371,2.25955772
-4.96748374,7.22414993,0.74921045,0.00000000,2.21279456,4.41707048,0.10709882,2.23696771
-4.96148074,7.14705252,0.73781411,0.00000000,2.17057697,4.37770730,0.10604239,2.21183424
-4.95547774,7.06298437,0.72705714,0.00000000,2.12699544,4.33246029,0.10534002,2.18428646
-4.94947474,6.97261159,0.71701913,0.00000000,2.08250054,4.28161938,0.10501042,2.15450289
-4.94347174,6.87669235,0.70774839,0.00000000,2.03754702,4.22556073,0.10506485,2.12270683
-4.93746873,6.77605851,0.69926288,0.00000000,1.99258153,4.16473873,0.10550677,2.08916026
-4.93146573,6.67159508,0.69155207,0.00000000,1.94803070,4.09967600,0.10633162,2.05415639
-4.92546273,6.56421841,0.68457926,0.00000000,1.90429010,4.03095171,0.10752681,2.01801140
-4.91945973,6.45485427,0.67828460,0.00000000,1.86171456,3.95918888,0.10907188,1.98105558
-4.91345673,6.34441655,0.67258836,0.00000000,1.82061009,3.88504106,0.11093886,1.94362435
-4.90745373,6.23378777,0.66739453,0.00000000,1.78122778,3.80917910,0.11309283,1.90604970
-4.90145073,6.12380203,0.66259457,0.00000000,1.74375990,3.73227834,0.11549272,1.86865215
-4.89544772,6.01523119,0.65807123,0.00000000,1.70833814,3.65500676,0.11809223,1.83173384
-4.88944472,5.90877466,0.65370233,0.00000000,1.67503432,3.57801448,0.12084096,1.79557282
-4.88344172,5.80505308,0.64936451,0.00000000,1.64386312,3.50192468,0.12368576,1.76041880
-4.87743872,5.70460573,0.64493672,0.00000000,1.61478688,3.42732620,0.12657207,1.72649042
-4.87143572,5.60789141,0.64030357,0.00000000,1.58772203,3.35476769,0.12944548,1.69397396
-4.86543272,5.51529220,0.63535827,0.00000000,1.56254683,3.28475311,0.13225320,1.66302342
-4.85942971,5.42711924,0.63000524,0.00000000,1.53911003,3.21773842,0.13494558,1.63376180
-4.85342671,5.34361975,0.62416225,0.00000000,1.51723981,3.15412895,0.13747747,1.60628314
-4.84742371,5.26498409,0.61776207,0.00000000,1.49675267,3.09427727,0.13980956,1.58065517
-4.84142071,5.19135211,0.61075353,0.00000000,1.47746178,3.03848102,0.14190929,1.55692208
-4.83541771,5.12281784,0.60310204,0.00000000,1.45918432,2.98698047,0.14375175,1.53510727
-4.82941471,5.05943188,0.59478948,0.00000000,1.44174752,2.93995563,0.14532007,1.51521551
-4.82341171,5.00120114,0.58581362,0.00000000,1.42499324,2.89752281,0.14660560,1.49723461
-4.81740870,4.94808598,0.57618694,0.00000000,1.40878085,2.85973074,0.14760770,1.48113629
-4.81140570,4.89999491,0.56593510,0.00000000,1.39298862,2.82655647,0.14833322,1.46687632
-4.80540270,4.85677760,0.55509510,0.00000000,1.37751356,2.79790155,0.14879568,1.45439402
-4.79939970,4.81821711,0.54371322,0.00000000,1.36227018,2.77358891,0.14901418,1.44361131
-4.79339670,4.78402246,0.53184293,0.00000000,1.34718837,2.75336112,0.14901207,1.43443163
-4.78739370,4.75382285,0.51954293,0.00000000,1.33221077,2.73688064,0.14881565,1.42673912
-4.78139070,4.72716469,0.50687535,0.00000000,1.31729025,2.72373270,0.14845261,1.42039825
-4.77538769,4.70351275,0.49390435,0.00000000,1.30238759,2.71343118,0.14795071,1.41525453
-4.76938469,4.68225620,0.48069503,0.00000000,1.28747005,2.70542797,0.14733646,1.41113636
-4.76338169,4.66272017,0.46731291,0.00000000,1.27251076,2.69912577,0.14663403,1.40785837
-4.75737869,4.64418298,0.45382377,0.00000000,1.25748936,2.69389434,0.14586443,1.40522623
-4.75137569,4.62589882,0.44029399,0.00000000,1.24239364,2.68908967,0.14504492,1.40304301
-4.74537269,4.60712495,0.42679118,0.00000000,1.22722236,2.68407549,0.14418884,1.40111680
-4.73936968,4.58715243,0.41338507,0.00000000,1.21198883,2.67824622,0.14330564,1.39926929
-4.73336668,4.56533868,0.40014856,0.00000000,1.19672493,2.67105033,0.14240127,1.39734479
-4.72736368,4.54114014,0.38715866,0.00000000,1.18148525,2.66201290,0.14147876,1.39521930
-4.72136068,4.51414299,0.37449732,0.00000000,1.16635096,2.65075624,0.14053910,1.39280877
-4.71535768,4.48409008,0.36225199,0.00000000,1.15143270,2.63701734,0.13958213,1.39007619
-4.70935468,4.45090217,0.35051565,0.00000000,1.13687242,2.62066118,0.13860754,1.38703674
-4.70335168,4.41469194,0.33938650,0.00000000,1.12284355,2.60168907,0.13761582,1.38376056
-4.69734867,4.37576970,0.32896701,0.00000000,1.10954947,2.58024143,0.13660912,1.38037284
-4.69134567,4.33463999,0.31936249,0.00000000,1.09722001,2.55659476,0.13559195,1.37705085
-4.68534267,4.29198903,0.31067913,0.00000000,1.08610607,2.53115276,0.13457161,1.37401807
-4.67933967,4.24866336,0.30302173,0.00000000,1.07647256,2.50443222,0.13355838,1.37153542
-4.67333667,4.20564058,0.29649097,0.00000000,1.06858979,2.47704402,0.13256552,1.36988996
-4.66733367,4.16399359,0.29118068,0.00000000,1.06272389,2.44967041,0.13160880,1.36938167
-4.66133067,4.12485004,0.28717498,0.00000000,1.05912656,2.42303957,0.13070600,1.37030884
-4.65532766,4.08934901,0.28454565,0.00000000,1.05802474,2.39789871,0.12987601,1.37295278
-4.64932466,4.05859710,0.28334974,0.00000000,1.05961079,2.37498704,0.12913787,1.37756288
-4.64332166,4.03362596,0.28362762,0.00000000,1.06403350,2.35500969,0.12850965,1.38434245
-4.63731866,4.01535333,0.28540156,0.00000000,1.07139058,2.33861393,0.12800735,1.39343645
-4.63131566,4.00454932,0.28867491,0.00000000,1.08172284,2.32636855,0.12764378,1.40492153
-4.62531266,4.00180929,0.29343187,0.00000000,1.09501039,2.31874702,0.12742761,1.41879894
-4.61930965,4.00753433,0.29963794,0.00000000,1.11117101,2.31611523,0.12736251,1.43499078
-4.61330665,4.02191986,0.30724089,0.00000000,1.13006063,2.31872367,0.12744661,1.45333964
-4.60730365,4.04495233,0.31617222,0.00000000,1.15147593,2.32670426,0.12767211,1.47361162
-4.60130065,4.07641373,0.32634905,0.00000000,1.17515873,2.34007143,0.12802529,1.49550266
-4.59529765,4.11589309,0.33767618,0.00000000,1.20080203,2.35872697,0.12848668,1.51864763
-4.58929465,4.16280378,0.35004835,0.00000000,1.22805728,2.38246796,0.12903158,1.54263187
-4.58329165,4.21640546,0.36335240,0.00000000,1.25654244,2.41099714,0.12963082,1.56700444
-4.57728864,4.27582908,0.37746925,0.00000000,1.28585065,2.44393473,0.13025173,1.59129243
-4.57128564,4.34010363,0.39227569,0.00000000,1.31555888,2.48083105,0.13085923,1.61501572
-4.56528264,4.40818300,0.40764570,0.00000000,1.34523654,2.52117927,0.13141706,1.63770137
-4.55927964,4.47897212,0.42345142,0.00000000,1.37445344,2.56442746,0.13188907,1.65889721
-4.55327664,4.55135097,0.43956363,0.00000000,1.40278721,2.60998980,0.13224044,1.67818389
-4.54727364,4.62419610,0.45585190,0.00000000,1.42982990,2.65725644,0.13243890,1.69518514
-4.54127064,4.69639903,0.47218427,0.00000000,1.45519359,2.70560197,0.13245580,1.70957581
-4.53526763,4.76688152,0.48842677,0.00000000,1.47851530,2.75439264,0.13226696,1.72108766
-4.52926463,4.83460780,0.50444275,0.00000000,1.49946089,2.80299244,0.13185351,1.72951281
-4.52326163,4.89859424,0.52009219,0.00000000,1.51772833,2.85076836,0.13120233,1.73470492
-4.51725863,4.95791696,0.53523117,0.00000000,1.53305033,2.89709525,0.13030640,1.73657845
-4.51125563,5.01171794,0.54971166,0.00000000,1.54519637,2.94136064,0.12916494,1.73510608
-4.50525263,5.05921048,0.56338167,0.00000000,1.55397440,2.98296994,0.12778334,1.73031493
-4.49924962,5.09968453,0.57608595,0.00000000,1.55923228,3.02135223,0.12617291,1.72228172
-4.49324662,5.13251236,0.58766734,0.00000000,1.56085896,3.05596696,0.12435053,1.71112743
-4.48724362,5.15715501,0.59796869,0.00000000,1.55878548,3.08631151,0.12233816,1.69701176
-4.48124062,5.17316963,0.60683551,0.00000000,1.55298593,3.11192961,0.12016228,1.68012778
-4.47523762,5.18021759,0.61411910,0.00000000,1.54347822,3.13242042,0.11785328,1.66069693
-4.46923462,5.17807312,0.61968031,0.00000000,1.53032463,3.14744777,0.11544484,1.63896474
-4.46323162,5.16663199,0.62339351,0.00000000,1.51363216,3.15674932,0.11297328,1.61519711
-4.45722861,5.14591958,0.62515085,0.00000000,1.49355251,3.16014496,0.11047689,1.58967747
-4.45122561,5.11609763,0.62486640,0.00000000,1.47028158,3.15754391,0.10799537,1.56270445
-4.44522261,5.07746885,0.62248016,0.00000000,1.44405842,3.14895003,0.10556919,1.53459016
-4.43921961,5.03047877,0.61796147,0.00000000,1.41516347,3.13446484,0.10323904,1.50565870
-4.43321661,4.97571395,0.61131191,0.00000000,1.38391601,3.11428784,0.10104526,1.47624481
-4.42721361,4.91389640,0.60256721,0.00000000,1.35067070,3.08871391,0.09902727,1.44669228
-4.42121061,4.84587350,0.59179829,0.00000000,1.31581318,3.05812780,0.09722304,1.41735195
-4.41520760,4.77260377,0.57911116,0.00000000,1.27975468,3.02299556,0.09566852,1.38857909
-4.40920460,4.69513840,0.56464567,0.00000000,1.24292572,2.98385345,0.09439709,1.36072991
-4.40320160,4.61459903,0.54857319,0.00000000,1.20576889,2.94129448,0.09343899,1.33415720
-4.39719860,4.53215255,0.53109321,0.00000000,1.16873087,2.89595329,0.09282074,1.30920497
-4.39119560,4.44898363,0.51242904,0.00000000,1.13225386,2.84848986,0.09256459,1.28620227
-4.38519260,4.36626605,0.49282273,0.00000000,1.09676665,2.79957275,0.09268796,1.26545617
-4.37918959,4.28513393,0.47252947,0.00000000,1.06267559,2.74986264,0.09320297,1.24724435
-4.37318659,4.20665389,0.45181163,0.00000000,1.03035581,2.69999659,0.09411602,1.23180733
-4.36718359,4.13179931,0.43093275,0.00000000,1.00014281,2.65057384,0.09542739,1.21934094
-4.36118059,4.06142766,0.41015169,0.00000000,0.97232512,2.60214347,0.09713106,1.20998928
-4.35517759,3.99626168,0.38971713,0.00000000,0.94713789,2.55519433,0.09921456,1.20383860
-4.34917459,3.93687521,0.36986270,0.00000000,0.92475815,2.51014753,0.10165907,1.20091248
-4.34317159,3.88368410,0.35080276,0.00000000,0.90530156,2.46735152,0.10443958,1.20116873
-4.33716858,3.83694244,0.33272907,0.00000000,0.88882115,2.42707985,0.10752528,1.20449820
-4.33116558,3.79674416,0.31580838,0.00000000,0.87530800,2.38953149,0.11088011,1.21072573
-4.32516258,3.76302988,0.30018088,0.00000000,0.86469384,2.35483345,0.11446348,1.21961342
-4.31915958,3.73559849,0.28595965,0.00000000,0.85685564,2.32304563,0.11823106,1.23086613
-4.31315658,3.71412313,0.27323081,0.00000000,0.85162192,2.29416736,0.12213574,1.24413902
-4.30715358,3.69817055,0.26205452,0.00000000,0.84878050,2.26814553,0.12612867,1.25904714
