energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.77188594,0.43102169,0.01849673,0.02172896,0.21269697,0.04165808,0.23023152,0.00000000,0.14576518,0.09588438
-5.76588294,0.47217592,0.01980987,0.02436869,0.23412227,0.04575068,0.25192529,0.00000000,0.16040378,0.10385127
-5.75987994,0.51684608,0.02128477,0.02717070,0.25755238,0.05013452,0.27558171,0.00000000,0.17627645,0.11268289
-5.75387694,0.56443900,0.02288771,0.03011704,0.28275606,0.05475123,0.30088331,0.00000000,0.19319876,0.12222634
-5.74787394,0.61429702,0.02458285,0.03318602,0.30947152,0.05953617,0.32747816,0.00000000,0.21096421,0.13231526
-5.74187094,0.66570567,0.02633264,0.03635249,0.33740863,0.06441925,0.35498378,0.00000000,0.22934627,0.14277166
-5.73586793,0.71790425,0.02809834,0.03958821,0.36625222,0.06932614,0.38299254,0.00000000,0.24810127,0.15340853
-5.72986493,0.77009911,0.02984064,0.04286229,0.39566642,0.07417958,0.41107852,0.00000000,0.26697225,0.16403303
-5.72386193,0.82147951,0.03152038,0.04614184,0.42529986,0.07890113,0.43880571,0.00000000,0.28569361,0.17445025
-5.71785893,0.87123541,0.03309940,0.04939258,0.45479164,0.08341295,0.46573730,0.00000000,0.30399636,0.18446752
-5.71185593,0.91857666,0.03454134,0.05257964,0.48377790,0.08763978,0.49144568,0.00000000,0.32161390,0.19389901
-5.70585293,0.96275284,0.03581255,0.05566821,0.51189865,0.09151095,0.51552289,0.00000000,0.33828800,0.20257054
-5.69984992,1.00307301,0.03688296,0.05862437,0.53880474,0.09496228,0.53759103,0.00000000,0.35377483,0.21032438
-5.69384692,1.03892435,0.03772683,0.06141579,0.56416455,0.09793795,0.55731216,0.00000000,0.36785068,0.21702384
-5.68784392,1.06978899,0.03832351,0.06401236,0.58767034,0.10039209,0.57439730,0.00000000,0.38031728,0.22255736
-5.68184092,1.09525830,0.03865794,0.06638683,0.60904384,0.10229007,0.58861413,0.00000000,0.39100631,0.22684203
-5.67583792,1.11504376,0.03872109,0.06851525,0.62804116,0.10360947,0.59979297,0.00000000,0.39978308,0.22982623
-5.66983492,1.12898422,0.03851014,0.07037741,0.64445656,0.10434063,0.60783086,0.00000000,0.40654913,0.23149131
-5.66383192,1.13704893,0.03802848,0.07195711,0.65812540,0.10448678,0.61269346,0.00000000,0.41124377,0.23185224
-5.65782891,1.13933633,0.03728554,0.07324235,0.66892585,0.10406379,0.61441482,0.00000000,0.41384441,0.23095704
-5.65182591,1.13606875,0.03629638,0.07422538,0.67677973,0.10309937,0.61309487,0.00000000,0.41436581,0.22888515
-5.64582291,1.12758305,0.03508107,0.07490274,0.68165231,0.10163208,0.60889488,0.00000000,0.41285825,0.22574468
-5.63981991,1.11431780,0.03366401,0.07527515,0.68355132,0.09970982,0.60203114,0.00000000,0.40940481,0.22166865
-5.63381691,1.09679750,0.03207306,0.07534734,0.68252518,0.09738821,0.59276697,0.00000000,0.40411786,0.21681049
-5.62781391,1.07561449,0.03033857,0.07512786,0.67866061,0.09472866,0.58140355,0.00000000,0.39713499,0.21133872
-5.62181091,1.05140931,0.02849242,0.07462882,0.67207978,0.09179644,0.56826993,0.00000000,0.38861445,0.20543128
-5.61580790,1.02485025,0.02656706,0.07386560,0.66293703,0.08865859,0.55371258,0.00000000,0.37873049,0.19926964
-5.60980490,0.99661295,0.02459454,0.07285652,0.65141532,0.08538197,0.53808488,0.00000000,0.36766856,0.19303278
-5.60380190,0.96736059,0.02260566,0.07162250,0.63772244,0.08203138,0.52173697,0.00000000,0.35562068,0.18689152
-5.59779890,0.93772556,0.02062923,0.07018672,0.62208706,0.07866790,0.50500622,0.00000000,0.34278099,0.18100317
-5.59179590,0.90829300,0.01869143,0.06857423,0.60475471,0.07534736,0.48820872,0.00000000,0.32934177,0.17550686
-5.58579290,0.87958687,0.01681532,0.06681157,0.58598369,0.07211918,0.47163198,0.00000000,0.31548981,0.17051958
-5.57978989,0.85205877,0.01502058,0.06492639,0.56604103,0.06902542,0.45552907,0.00000000,0.30140329,0.16613315
-5.57378689,0.82607994,0.01332325,0.06294709,0.54519852,0.06610021,0.44011426,0.00000000,0.28724932,0.16241218
-5.56778389,0.80193651,0.01173575,0.06090244,0.52372890,0.06336937,0.42556039,0.00000000,0.27318187,0.15939305
-5.56178089,0.77982815,0.01026701,0.05882127,0.50190233,0.06085049,0.41199789,0.00000000,0.25934045,0.15708397
-5.55577789,0.75986997,0.00892261,0.05673221,0.47998324,0.05855314,0.39951545,0.00000000,0.24584922,0.15546606
-5.54977489,0.74209763,0.00770515,0.05466342,0.45822757,0.05647941,0.38816230,0.00000000,0.23281671,0.15449541
-5.54377189,0.72647534,0.00661457,0.05264245,0.43688064,0.05462474,0.37795192,0.00000000,0.22033610,0.15410606
-5.53776888,0.71290648,0.00564863,0.05069616,0.41617561,0.05297878,0.36886712,0.00000000,0.20848586,0.15421365
-5.53176588,0.70124625,0.00480327,0.04885072,0.39633261,0.05152659,0.36086602,0.00000000,0.19733091,0.15471982
-5.52576288,0.69131597,0.00407308,0.04713165,0.37755853,0.05024977,0.35388901,0.00000000,0.18692410,0.15551691
-5.51975988,0.68291837,0.00345173,0.04556398,0.36004740,0.04912780,0.34786608,0.00000000,0.17730797,0.15649302
-5.51375688,0.67585311,0.00293232,0.04417239,0.34398136,0.04813927,0.34272433,0.00000000,0.16851666,0.15753699
-5.50775388,0.66993189,0.00250774,0.04298143,0.32953189,0.04726312,0.33839529,0.00000000,0.16057794,0.15854334
-5.50175088,0.66499249,0.00217094,0.04201568,0.31686124,0.04647979,0.33482163,0.00000000,0.15351517,0.15941673
-5.49574787,0.66091082,0.00191515,0.04129984,0.30612372,0.04577218,0.33196294,0.00000000,0.14734905,0.16007592
-5.48974487,0.65761054,0.00173407,0.04085881,0.29746670,0.04512650,0.32980029,0.00000000,0.14209917,0.16045697
-5.48374187,0.65506949,0.00162196,0.04071757,0.29103093,0.04453283,0.32833915,0.00000000,0.13778503,0.16051560
-5.47773887,0.65332265,0.00157367,0.04090089,0.28695001,0.04398549,0.32761057,0.00000000,0.13442667,0.16022850
-5.47173587,0.65246119,0.00158469,0.04143289,0.28534881,0.04348311,0.32767043,0.00000000,0.13204462,0.15959369
-5.46573287,0.65262762,0.00165103,0.04233637,0.28634073,0.04302845,0.32859665,0.00000000,0.13065929,0.15862976
-5.45972986,0.65400708,0.00176923,0.04363198,0.29002360,0.04262794,0.33048454,0.00000000,0.13028967,0.15737415
-5.45372686,0.65681514,0.00193614,0.04533710,0.29647455,0.04229105,0.33344034,0.00000000,0.13095150,0.15588046
-5.44772386,0.66128256,0.00214888,0.04746470,0.30574378,0.04202937,0.33757322,0.00000000,0.13265478,0.15421500
-5.44172086,0.66763780,0.00240462,0.05002195,0.31784752,0.04185556,0.34298627,0.00000000,0.13540102,0.15245273
-5.43571786,0.67608815,0.00270048,0.05300893,0.33276069,0.04178226,0.34976671,0.00000000,0.13918017,0.15067275
-5.42971486,0.68680047,0.00303335,0.05641721,0.35040954,0.04182086,0.35797602,0.00000000,0.14396748,0.14895362
-5.42371186,0.69988259,0.00339978,0.06022871,0.37066492,0.04198036,0.36764048,0.00000000,0.14972055,0.14736879
-5.41770885,0.71536654,0.00379585,0.06441469,0.39333656,0.04226631,0.37874271,0.00000000,0.15637673,0.14598222
-5.41170585,0.73319455,0.00421711,0.06893501,0.41816907,0.04267985,0.39121476,0.00000000,0.16385115,0.14484463
-5.40570285,0.75320886,0.00465853,0.07373783,0.44484002,0.04321705,0.40493319,0.00000000,0.17203551,0.14399037
-5.39969985,0.77514601,0.00511448,0.07875972,0.47296059,0.04386844,0.41971670,0.00000000,0.18079782,0.14343516
-5.39369685,0.79863616,0.00557878,0.08392626,0.50207900,0.04461881,0.43532634,0.00000000,0.18998332,0.14317492
-5.38769385,0.82320784,0.00604477,0.08915321,0.53168705,0.04544739,0.45146869,0.00000000,0.19941642,0.14318544
-5.38169085,0.84829794,0.00650546,0.09434809,0.56122954,0.04632826,0.46780191,0.00000000,0.20890395,0.14342330
-5.37568784,0.87326682,0.00695368,0.09941233,0.59011662,0.04723111,0.48394443,0.00000000,0.21823939,0.14382765
-5.36968484,0.89741794,0.00738226,0.10424383,0.61773854,0.04812222,0.49948612,0.00000000,0.22720814,0.14432291
-5.36368184,0.92002108,0.00778433,0.10873980,0.64348241,0.04896567,0.51400133,0.00000000,0.23559358,0.14482223
-5.35767884,0.94033825,0.00815350,0.11279983,0.66675028,0.04972475,0.52706339,0.00000000,0.24318364,0.14523154
-5.35167584,0.95765104,0.00848418,0.11632915,0.68697771,0.05036341,0.53825974,0.00000000,0.24977765,0.14545389
-5.34567284,0.97128806,0.00877185,0.11924166,0.70365217,0.05084774,0.54720711,0.00000000,0.25519319,0.14539394
-5.33966983,0.98065131,0.00901331,0.12146293,0.71633022,0.05114748,0.55356604,0.00000000,0.25927248,0.14496244
-5.33366683,0.98524014,0.00920692,0.12293280,0.72465289,0.05123729,0.55705393,0.00000000,0.26188823,0.14408025
-5.32766383,0.98467162,0.00935286,0.12360749,0.72835827,0.05109799,0.55745615,0.00000000,0.26294847,0.14268203
-5.32166083,0.97869662,0.00945326,0.12346125,0.72729101,0.05071744,0.55463457,0.00000000,0.26240026,0.14071913
-5.31565783,0.96721059,0.00951236,0.12248733,0.72140799,0.05009122,0.54853331,0.00000000,0.26023207,0.13816180
-5.30965483,0.95025892,0.00953662,0.12069824,0.71078014,0.04922305,0.53918121,0.00000000,0.25647469,0.13500051
-5.30365183,0.92803659,0.00953469,0.11812543,0.69559027,0.04812481,0.52669132,0.00000000,0.25120073,0.13124641
-5.29764882,0.90088230,0.00951742,0.11481823,0.67612700,0.04681635,0.51125716,0.00000000,0.24452266,0.12693091
-5.29164582,0.86926763,0.00949777,0.11084228,0.65277536,0.04532499,0.49314630,0.00000000,0.23658958,0.12210447
-5.28564282,0.83378172,0.00949060,0.10627744,0.62600428,0.04368474,0.47269144,0.00000000,0.22758284,0.11683471
-5.27963982,0.79511252,0.00951253,0.10121526,0.59635192,0.04193535,0.45027965,0.00000000,0.21771077,0.11120389
-5.27363682,0.75402549,0.00958158,0.09575628,0.56440941,0.04012123,0.42634019,0.00000000,0.20720273,0.10530604
-5.26763382,0.71134086,0.00971692,0.09000716,0.53080375,0.03829013,0.40133166,0.00000000,0.19630281,0.09924376
-5.26163082,0.66791038,0.00993843,0.08407781,0.49618084,0.03649192,0.37572895,0.00000000,0.18526338,0.09312487
-5.25562781,0.62459475,0.01026629,0.07807871,0.46118916,0.03477722,0.35001062,0.00000000,0.17433884,0.08705922
-5.24962481,0.58224238,0.01072051,0.07211836,0.42646481,0.03319618,0.32464720,0.00000000,0.16377964,0.08115550
-5.24362181,0.54167027,0.01132042,0.06630118,0.39261850,0.03179719,0.30009073,0.00000000,0.15382692,0.07551844
-5.23761881,0.50364759,0.01208410,0.06072566,0.36022457,0.03062581,0.27676600,0.00000000,0.14470777,0.07024632
-5.23161581,0.46888209,0.01302788,0.05548303,0.32981260,0.02972376,0.25506338,0.00000000,0.13663131,0.06542886
-5.22561281,0.43800958,0.01416572,0.05065625,0.30186125,0.02912802,0.23533353,0.00000000,0.12978543,0.06114562
-5.21960980,0.41158635,0.01550867,0.04631942,0.27679448,0.02887010,0.21788383,0.00000000,0.12433445,0.05746473
-5.21360680,0.39008424,0.01706428,0.04253753,0.25497969,0.02897542,0.20297630,0.00000000,0.12041730,0.05444211
-5.20760380,0.37388804,0.01883612,0.03936641,0.23672760,0.02946282,0.19082691,0.00000000,0.11814647,0.05212103
-5.20160080,0.36329468,0.02082332,0.03685295,0.22229318,0.03034421,0.18160579,0.00000000,0.11760735,0.05053195
-5.19559780,0.35851378,0.02302012,0.03503535,0.21187740,0.03162429,0.17543827,0.00000000,0.11885797,0.04969268
-5.18959480,0.35966904,0.02541561,0.03394342,0.20562922,0.03330043,0.17240619,0.00000000,0.12192901,0.04960864
-5.18359180,0.36679992,0.02799352,0.03359882,0.20364733,0.03536260,0.17254939,0.00000000,0.12682394,0.05027334
-5.17758879,0.37986349,0.03073217,0.03401514,0.20598150,0.03779340,0.17586699,0.00000000,0.13351923,0.05166886
-5.17158579,0.39873582,0.03360456,0.03519788,0.21263303,0.04056825,0.18231839,0.00000000,0.14196464,0.05376642
-5.16558279,0.42321322,0.03657861,0.03714420,0.22355440,0.04365556,0.19182383,0.00000000,0.15208338,0.05652697
-5.15957979,0.45301293,0.03961760,0.03984251,0.23864795,0.04701716,0.20426458,0.00000000,0.16377242,0.05990172
-5.15357679,0.48777369,0.04268073,0.04327194,0.25776392,0.05060865,0.21948277,0.00000000,0.17690279,0.06383278
-5.14757379,0.52705632,0.04572392,0.04740162,0.28069785,0.05438005,0.23728095,0.00000000,0.19132003,0.06825372
-5.14157079,0.57034468,0.04870069,0.05219005,0.30718792,0.05827649,0.25742178,0.00000000,0.20684487,0.07309024
-5.13556778,0.61704744,0.05156321,0.05758446,0.33691256,0.06223895,0.27962793,0.00000000,0.22327432,0.07826091
-5.12956478,0.66650115,0.05426347,0.06352030,0.36948888,0.06620531,0.30358258,0.00000000,0.24038315,0.08367801
-5.12356178,0.71797500,0.05675443,0.06992105,0.40447228,0.07011131,0.32893073,0.00000000,0.25792602,0.08924849
-5.11755878,0.77067766,0.05899133,0.07669831,0.44135788,0.07389181,0.35528165,0.00000000,0.27564020,0.09487515
-5.11155578,0.82376649,0.06093287,0.08375233,0.47958409,0.07748194,0.38221267,0.00000000,0.29324908,0.10045795
-5.10555278,0.87635939,0.06254235,0.09097303,0.51853855,0.08081850,0.40927443,0.00000000,0.31046638,0.10589557
-5.09954977,0.92754910,0.06378879,0.09824147,0.55756666,0.08384128,0.43599765,0.00000000,0.32700115,0.11108708
-5.09354677,0.97641998,0.06464774,0.10543192,0.59598281,0.08649436,0.46190141,0.00000000,0.34256331,0.11593380
-5.08754377,1.02206686,0.06510207,0.11241432,0.63308387,0.08872747,0.48650277,0.00000000,0.35686986,0.12034132
-5.08154077,1.06361536,0.06514241,0.11905725,0.66816487,0.09049712,0.50932748,0.00000000,0.36965128,0.12422148
-5.07553777,1.10024323,0.06476744,0.12523113,0.70053627,0.09176774,0.52992142,0.00000000,0.38065825,0.12749444
-5.06953477,1.13120167,0.06398389,0.13081174,0.72954206,0.09251256,0.54786240,0.00000000,0.38966811,0.13009058
-5.06353177,1.15583593,0.06280629,0.13568369,0.75457823,0.09271426,0.56277175,0.00000000,0.39649107,0.13195235
-5.05752876,1.17360419,0.06125651,0.13974385,0.77511044,0.09236549,0.57432525,0.00000000,0.40097570,0.13303575
-5.05152576,1.18409386,0.05936302,0.14290456,0.79069038,0.09146902,0.58226288,0.00000000,0.40301359,0.13331160
-5.04552276,1.18703453,0.05716008,0.14509639,0.80096985,0.09003765,0.58639684,0.00000000,0.40254283,0.13276636
-5.03951976,1.18230678,0.05468664,0.14627036,0.80571185,0.08809385,0.58661756,0.00000000,0.39955022,0.13140256
-5.03351676,1.16994640,0.05198520,0.14639951,0.80479819,0.08566914,0.58289717,0.00000000,0.39407193,0.12923872
-5.02751376,1.15014374,0.04910067,0.14547973,0.79823313,0.08280321,0.57529049,0.00000000,0.38619278,0.12630884
-5.02151076,1.12323809,0.04607905,0.14352982,0.78614285,0.07954278,0.56393311,0.00000000,0.37604385,0.12266141
-5.01550775,1.08970722,0.04296636,0.14059070,0.76877070,0.07594036,0.54903698,0.00000000,0.36379874,0.11835795
-5.00950475,1.05015256,0.03980742,0.13672389,0.74646859,0.07205280,0.53088334,0.00000000,0.34966846,0.11347119
-5.00350175,1.00528065,0.03664493,0.13200933,0.71968464,0.06793985,0.50981360,0.00000000,0.33389526,0.10808297
-4.99749875,0.95588159,0.03351857,0.12654253,0.68894797,0.06366261,0.48621836,0.00000000,0.31674561,0.10228186
-4.99149575,0.90280549,0.03046434,0.12043137,0.65485111,0.05928204,0.46052517,0.00000000,0.29850264,0.09616069
-4.98549275,0.84693786,0.02751402,0.11379249,0.61803097,0.05485759,0.43318558,0.00000000,0.27945838,0.08981404
-4.97948974,0.78917515,0.02469489,0.10674763,0.57914917,0.05044592,0.40466197,0.00000000,0.25990608,0.08333580
-4.97348674,0.73040115,0.02202953,0.09941992,0.53887259,0.04609982,0.37541480,0.00000000,0.24013292,0.07681687
-4.96748374,0.67146549,0.01953592,0.09193040,0.49785493,0.04186732,0.34589070,0.00000000,0.22041349,0.07034315
-4.96148074,0.61316476,0.01722761,0.08439476,0.45672005,0.03779102,0.31651194,0.00000000,0.20100411,0.06399384
-4.95547774,0.55622696,0.01511405,0.07692060,0.41604752,0.03390768,0.28766755,0.00000000,0.18213826,0.05784005
-4.94947474,0.50129971,0.01320106,0.06960510,0.37636100,0.03024804,0.25970637,0.00000000,0.16402332,0.05194388
-4.94347174,0.44894243,0.01149138,0.06253331,0.33811956,0.02683686,0.23293224,0.00000000,0.14683847,0.04635786
-4.93746873,0.39962245,0.00998524,0.05577697,0.30171208,0.02369314,0.20760119,0.00000000,0.13073388,0.04112484
-4.93146573,0.35371486,0.00868103,0.04939391,0.26745479,0.02083065,0.18392083,0.00000000,0.11583117,0.03627823
-4.92546273,0.31150595,0.00757593,0.04342802,0.23559152,0.01825840,0.16205148,0.00000000,0.10222485,0.03184259
-4.91945973,0.27319951,0.00666652,0.03790967,0.20629658,0.01598145,0.14210909,0.00000000,0.08998472,0.02783454
-4.91345673,0.23892562,0.00594939,0.03285651,0.17967975,0.01400163,0.12416946,0.00000000,0.07915900,0.02426392
-4.90745373,0.20875120,0.00542164,0.02827470,0.15579284,0.01231838,0.10827355,0.00000000,0.06977794,0.02113513
-4.90145073,0.18269177,0.00508134,0.02416025,0.13463761,0.01092958,0.09443353,0.00000000,0.06185774,0.01844859
-4.89544772,0.16072371,0.00492782,0.02050065,0.11617418,0.00983232,0.08263920,0.00000000,0.05540458,0.01620228
-4.88944472,0.14279644,0.00496197,0.01727644,0.10032983,0.00902365,0.07286454,0.00000000,0.05041847,0.01439331
-4.88344172,0.12884401,0.00518635,0.01446290,0.08700756,0.00850119,0.06507399,0.00000000,0.04689682,0.01301945
-4.87743872,0.11879564,0.00560513,0.01203160,0.07609410,0.00826365,0.05922837,0.00000000,0.04483762,0.01208058
-4.87143572,0.11258487,0.00622406,0.00995187,0.06746713,0.00831122,0.05529014,0.00000000,0.04424190,0.01158005
-4.86543272,0.11015698,0.00705016,0.00819211,0.06100151,0.00864585,0.05322783,0.00000000,0.04511567,0.01152585
-4.85942971,0.11147462,0.00809138,0.00672093,0.05657431,0.00927130,0.05301971,0.00000000,0.04747107,0.01193167
-4.85342671,0.11652146,0.00935613,0.00550811,0.05406871,0.01019313,0.05465632,0.00000000,0.05132674,0.01281778
-4.84742371,0.12530395,0.01085272,0.00452537,0.05337663,0.01141854,0.05814228,0.00000000,0.05670755,0.01421157
-4.84142071,0.13785125,0.01258873,0.00374696,0.05440032,0.01295602,0.06349693,0.00000000,0.06364357,0.01614805
-4.83541771,0.15421338,0.01457028,0.00315008,0.05705281,0.01481498,0.07075422,0.00000000,0.07216844,0.01866995
-4.82941471,0.17445788,0.01680137,0.00271513,0.06125762,0.01700516,0.07996167,0.00000000,0.08231724,0.02182764
-4.82341171,0.19866522,0.01928309,0.00242588,0.06694762,0.01953613,0.09117860,0.00000000,0.09412394,0.02567874
-4.81740870,0.22692302,0.02201298,0.00226945,0.07406342,0.02241655,0.10447367,0.00000000,0.10761847,0.03028740
-4.81140570,0.25931964,0.02498441,0.00223624,0.08255135,0.02565357,0.11992182,0.00000000,0.12282380,0.03572338
-4.80540270,0.29593711,0.02818605,0.00231976,0.09236129,0.02925211,0.13760076,0.00000000,0.13975285,0.04206071
-4.79939970,0.33684389,0.03160149,0.00251639,0.10344435,0.03321422,0.15758704,0.00000000,0.15840556,0.04937607
-4.79339670,0.38208766,0.03520901,0.00282512,0.11575077,0.03753845,0.17995186,0.00000000,0.17876629,0.05774694
-4.78739370,0.43168830,0.03898159,0.00324715,0.12922790,0.04221934,0.20475670,0.00000000,0.20080147,0.06724939
-4.78139070,0.48563148,0.04288705,0.00378553,0.14381857,0.04724696,0.23204890,0.00000000,0.22445779,0.07795572
-4.77538769,0.54386291,0.04688845,0.00444474,0.15945974,0.05260657,0.26185732,0.00000000,0.24966096,0.08993194
-4.76938469,0.60628358,0.05094470,0.00523025,0.17608156,0.05827839,0.29418813,0.00000000,0.27631510,0.10323512
-4.76338169,0.67274612,0.05501135,0.00614801,0.19360681,0.06423753,0.32902101,0.00000000,0.30430280,0.11791083
-4.75737869,0.74305242,0.05904158,0.00720398,0.21195077,0.07045405,0.36630572,0.00000000,0.33348590,0.13399068
-4.75137569,0.81695274,0.06298733,0.00840359,0.23102134,0.07689314,0.40595942,0.00000000,0.36370694,0.15149019
-4.74537269,0.89414628,0.06680054,0.00975128,0.25071959,0.08351549,0.44786456,0.00000000,0.39479130,0.17040699
-4.73936968,0.97428346,0.07043442,0.01124998,0.27094046,0.09027777,0.49186784,0.00000000,0.42655001,0.19071964
-4.73336668,1.05696973,0.07384479,0.01290063,0.29157369,0.09713325,0.53778006,0.00000000,0.45878297,0.21238706
-4.72736368,1.14177107,0.07699130,0.01470180,0.31250490,0.10403250,0.58537720,0.00000000,0.49128272,0.23534870
-4.72136068,1.22822103,0.07983861,0.01664926,0.33361671,0.11092425,0.63440254,0.00000000,0.52383848,0.25952565
-4.71535768,1.31582905,0.08235737,0.01873573,0.35478992,0.11775630,0.68457011,0.00000000,0.55624033,0.28482244
-4.70935468,1.40409007,0.08452500,0.02095065,0.37590460,0.12447645,0.73556917,0.00000000,0.58828346,0.31112978
-4.70335168,1.49249484,0.08632630,0.02328012,0.39684121,0.13103349,0.78706984,0.00000000,0.61977218,0.33832797
-4.69734867,1.58054076,0.08775373,0.02570686,0.41748154,0.13737816,0.83872951,0.00000000,0.65052367,0.36629097
-4.69134567,1.66774264,0.08880744,0.02821036,0.43770960,0.14346410,0.89019993,0.00000000,0.68037112,0.39489079
-4.68534267,1.75364295,0.08949502,0.03076718,0.45741231,0.14924867,0.94113461,0.00000000,0.70916626,0.42400206
-4.67933967,1.83782096,0.08983100,0.03335124,0.47648012,0.15469365,0.99119626,0.00000000,0.73678101,0.45350647
-4.67333667,1.91990026,0.08983609,0.03593438,0.49480739,0.15976588,1.04006371,0.00000000,0.76310814,0.48329674
-4.66733367,1.99955397,0.08953624,0.03848690,0.51229269,0.16443761,1.08743818,0.00000000,0.78806093,0.51327981
-4.66133067,2.07650753,0.08896147,0.04097820,0.52883891,0.16868674,1.13304830,0.00000000,0.81157173,0.54337900
-4.65532766,2.15053831,0.08814468,0.04337750,0.54435327,0.17249679,1.17665376,0.00000000,0.83358943,0.57353484
-4.64932466,2.22147222,0.08712032,0.04565458,0.55874712,0.17585669,1.21804711,0.00000000,0.85407604,0.60370444
-4.64332166,2.28917710,0.08592311,0.04778043,0.57193580,0.17876039,1.25705383,0.00000000,0.87300244,0.63385923
