energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,2.53942345,0.00801049,0.18319436,0.02080207,1.31345240,0.90045112,0.36785904
-5.99399700,2.62271263,0.00854581,0.18927908,0.02236650,1.35725095,0.92262468,0.38221578
-5.98799400,2.70868469,0.00912598,0.19582479,0.02397880,1.40203230,0.94463196,0.39708328
-5.98199100,2.79608009,0.00974633,0.20279223,0.02561411,1.44707597,0.96609495,0.41226006
-5.97598799,2.88358361,0.01040088,0.21013061,0.02724563,1.49164367,0.98664400,0.42753374
-5.96998499,2.96984375,0.01108238,0.21777733,0.02884520,1.53499160,1.00592421,0.44268426
-5.96398199,3.05349308,0.01178244,0.22565804,0.03038387,1.57638286,1.02360099,0.45748717
-5.95797899,3.13316963,0.01249167,0.23368717,0.03183263,1.61509978,1.03936482,0.47171734
-5.95197599,3.20753900,0.01319981,0.24176895,0.03316311,1.65045606,1.05293520,0.48515275
-5.94597299,3.27531707,0.01389596,0.24979889,0.03434835,1.68180854,1.06406386,0.49757852
-5.93996998,3.33529284,0.01456884,0.25766577,0.03536357,1.70856849,1.07253708,0.50879095
-5.93396698,3.38635099,0.01520701,0.26525398,0.03618680,1.73021204,1.07817748,0.51860159
-5.92796398,3.42749360,0.01579917,0.27244629,0.03679963,1.74628968,1.08084513,0.52684115
-5.92196098,3.45786032,0.01633446,0.27912672,0.03718767,1.75643446,1.08043812,0.53336310
-5.91595798,3.47674639,0.01680270,0.28518365,0.03734108,1.76036875,1.07689269,0.53804691
-5.90995498,3.48361782,0.01719470,0.29051282,0.03725477,1.75790931,1.07018302,0.54080076
-5.90395198,3.47812315,0.01750249,0.29502020,0.03692865,1.74897041,1.06032056,0.54156355
-5.89794897,3.46010118,0.01771954,0.29862458,0.03636755,1.73356494,1.04735318,0.54030619
-5.89194597,3.42958427,0.01784093,0.30125975,0.03558108,1.71180341,1.03136387,0.53703210
-5.88594297,3.38679706,0.01786353,0.30287621,0.03458327,1.68389075,1.01246924,0.53177680
-5.87993997,3.33215019,0.01778601,0.30344228,0.03339217,1.65012093,0.99081756,0.52460663
-5.87393697,3.26622953,0.01760893,0.30294459,0.03202918,1.61086963,0.96658653,0.51561667
-5.86793397,3.18978079,0.01733470,0.30138797,0.03051844,1.56658505,0.93998051,0.50492788
-5.86193097,3.10369024,0.01696747,0.29879474,0.02888605,1.51777710,0.91122748,0.49268351
-5.85592796,3.00896211,0.01651305,0.29520339,0.02715930,1.46500537,0.88057543,0.47904508
-5.84992496,2.90669338,0.01597872,0.29066683,0.02536588,1.40886621,0.84828849,0.46418790
-5.84392196,2.79804704,0.01537298,0.28525029,0.02353317,1.34997939,0.81464262,0.44829642
-5.83791896,2.68422467,0.01470539,0.27902883,0.02168751,1.28897468,0.77992120,0.43155959
-5.83191596,2.56643946,0.01398625,0.27208488,0.01985358,1.22647899,0.74441039,0.41416635
-5.82591296,2.44589063,0.01322634,0.26450570,0.01805395,1.16310430,0.70839462,0.39630151
-5.81990995,2.32374022,0.01243668,0.25638095,0.01630864,1.09943696,0.67215229,0.37814207
-5.81390695,2.20109310,0.01162826,0.24780053,0.01463484,1.03602856,0.63595183,0.35985430
-5.80790395,2.07898079,0.01081180,0.23885281,0.01304677,0.97338884,0.60004836,0.34159141
-5.80190095,1.95834968,0.00999754,0.22962317,0.01155565,0.91198062,0.56468103,0.32349214
-5.79589795,1.84005387,0.00919506,0.22019308,0.01016974,0.85221699,0.53007118,0.30568009
-5.78989495,1.72485261,0.00841317,0.21063965,0.00889450,0.79446076,0.49642144,0.28826390
-5.78389195,1.61341229,0.00765978,0.20103561,0.00773285,0.73902594,0.46391574,0.27133814
-5.77788894,1.50631248,0.00694182,0.19144973,0.00668543,0.68618124,0.43272017,0.25498488
-5.77188594,1.40405541,0.00626530,0.18194759,0.00575096,0.63615514,0.40298475,0.23927572
-5.76588294,1.30707823,0.00563524,0.17259265,0.00492658,0.58914228,0.37484579,0.22427427
-5.75987994,1.21576714,0.00505577,0.16344743,0.00420822,0.54531069,0.34842889,0.21003880
-5.75387694,1.13047238,0.00453022,0.15457482,0.00359097,0.50480953,0.32385208,0.19662496
-5.74787394,1.05152322,0.00406115,0.14603926,0.00306939,0.46777663,0.30122917,0.18408831
-5.74187094,0.97924190,0.00365054,0.13790782,0.00263779,0.43434575,0.28067282,0.17248668
-5.73586793,0.91395567,0.00329985,0.13025097,0.00229056,0.40465271,0.26229721,0.16188201
-5.72986493,0.85600610,0.00301016,0.12314306,0.00202230,0.37884034,0.24622003,0.15234168
-5.72386193,0.80575498,0.00278225,0.11666234,0.00182805,0.35706165,0.23256362,0.14393920
-5.71785893,0.76358635,0.00261670,0.11089054,0.00170334,0.33948115,0.22145499,0.13675417
-5.71185593,0.72990416,0.00251396,0.10591198,0.00164432,0.32627397,0.21302472,0.13087152
-5.70585293,0.70512566,0.00247437,0.10181219,0.00164772,0.31762278,0.20740454,0.12637994
-5.69984992,0.68967020,0.00249819,0.09867608,0.00171084,0.31371250,0.20472372,0.12336964
