energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Na_s_up,S_s_up,S_p_up
-5.57378689,1.50698714,0.05571013,0.03960543,0.28874165,0.41787685,0.20078922,0.03279851,0.48135054
-5.56778389,1.58337805,0.04993119,0.04306958,0.29371994,0.42295090,0.21322280,0.03647544,0.51496867
-5.56178089,1.67305841,0.04476388,0.04709362,0.30293716,0.43137220,0.22636632,0.04067851,0.55279471
-5.55577789,1.77583562,0.04020593,0.05166074,0.31624205,0.44310703,0.24018387,0.04543159,0.59476982
-5.54977489,1.89131085,0.03624369,0.05674807,0.33343465,0.45806094,0.25462135,0.05075335,0.64077312
-5.54377189,2.01887490,0.03285375,0.06232605,0.35426648,0.47608159,0.26960390,0.05665589,0.69061773
-5.53776888,2.15770910,0.03000458,0.06835788,0.37844130,0.49696284,0.28503379,0.06314331,0.74404852
-5.53176588,2.30679188,0.02765828,0.07479919,0.40561661,0.52045009,0.30078924,0.07021051,0.80074186
-5.52576288,2.46491219,0.02577207,0.08159796,0.43540637,0.54624683,0.31672424,0.07784225,0.86030788
-5.51975988,2.63069030,0.02429983,0.08869482,0.46738498,0.57402246,0.33266945,0.08601258,0.92229560
-5.51375688,2.80260632,0.02319343,0.09602365,0.50109285,0.60342138,0.34843441,0.09468467,0.98620095
-5.50775388,2.97903658,0.02240393,0.10351269,0.53604362,0.63407311,0.36381095,0.10381120,1.05147800
-5.50175088,3.15829724,0.02188268,0.11108593,0.57173300,0.66560352,0.37857785,0.11333532,1.11755294
-5.49574787,3.33869429,0.02158227,0.11866502,0.60764916,0.69764656,0.39250650,0.12319208,1.18384087
-5.48974487,3.51857852,0.02145726,0.12617138,0.64328446,0.72985660,0.40536755,0.13331056,1.24976457
-5.48374187,3.69640351,0.02146499,0.13352869,0.67814810,0.76192059,0.41693814,0.14361641,1.31477481
-5.47773887,3.87078427,0.02156606,0.14066546,0.71177927,0.79356982,0.42700948,0.15403488,1.37837124
-5.47173587,4.04055399,0.02172487,0.14751771,0.74376031,0.82459066,0.43539446,0.16449413,1.44012292
-5.46573287,4.20481595,0.02191001,0.15403153,0.77372920,0.85483378,0.44193485,0.17492870,1.49968747
-5.45972986,4.36298754,0.02209455,0.16016546,0.80139071,0.88422127,0.44650793,0.18528299,1.55682773
-5.45372686,4.51483382,0.02225623,0.16589246,0.82652580,0.91275126,0.44903186,0.19551446,1.61142488
-5.44772386,4.66048773,0.02237763,0.17120146,0.84899841,0.94049955,0.44946999,0.20559651,1.66348701
-5.44172086,4.80045512,0.02244613,0.17609828,0.86875936,0.96761792,0.44783336,0.21552062,1.71315250
-5.43571786,4.93560291,0.02245385,0.18060585,0.88584701,0.99432900,0.44418161,0.22529785,1.76068740
-5.42971486,5.06712975,0.02239750,0.18476371,0.90038432,1.02091770,0.43862201,0.23495922,1.80647665
-5.42371186,5.19651929,0.02227803,0.18862674,0.91257247,1.04771928,0.43130669,0.24455515,1.85100910
-5.41770885,5.32547713,0.02210029,0.19226315,0.92268112,1.07510444,0.42242812,0.25415373,1.89485660
-5.41170585,5.45585332,0.02187253,0.19575173,0.93103564,1.10346189,0.41221306,0.26383786,1.93864787
-5.40570285,5.58955342,0.02160586,0.19917863,0.93800190,1.13317919,0.40091518,0.27370131,1.98303807
-5.39969985,5.72844166,0.02131358,0.20263352,0.94396923,1.16462248,0.38880670,0.28384390,2.02867539
-5.39369685,5.87424044,0.02101057,0.20620564,0.94933234,1.19811611,0.37616940,0.29436586,2.07616605
-5.38769385,6.02843078,0.02071251,0.20997958,0.95447310,1.23392306,0.36328535,0.30536172,2.12603944
-5.38169085,6.19215851,0.02043525,0.21403125,0.95974293,1.27222705,0.35042787,0.31691397,2.17871501
-5.37568784,6.36615103,0.02019410,0.21842414,0.96544676,1.31311731,0.33785291,0.32908678,2.23447257
-5.36968484,6.55064874,0.02000321,0.22320600,0.97182927,1.35657671,0.32579134,0.34192021,2.29342769
-5.36368184,6.74535505,0.01987504,0.22840616,0.97906398,1.40247386,0.31444247,0.35542506,2.35551340
-5.35767884,6.94940779,0.01981988,0.23403369,0.98724587,1.45055982,0.30396891,0.36957882,2.42046926
-5.35167584,7.16137393,0.01984553,0.24007635,0.99638756,1.50046941,0.29449297,0.38432293,2.48783862
-5.34567284,7.37926836,0.01995710,0.24650051,1.00641940,1.55172733,0.28609482,0.39956143,2.55697420
-5.33966983,7.60059623,0.02015690,0.25325194,1.01719327,1.60375880,0.27881225,0.41516128,2.62705211
-5.33366683,7.82241750,0.02044454,0.26025753,1.02848978,1.65590436,0.27264199,0.43095438,2.69709348
-5.32766383,8.04143072,0.02081710,0.26742775,1.04002854,1.70743816,0.26754262,0.44674107,2.76599313
-5.32166083,8.25407266,0.02126940,0.27465984,1.05148078,1.75758899,0.26343859,0.46229522,2.83255378
-5.31565783,8.45662940,0.02179446,0.28184137,1.06248381,1.80556318,0.26022539,0.47737055,2.89552436
-5.30965483,8.64535398,0.02238394,0.28885430,1.07265635,1.85056838,0.25777545,0.49170800,2.95364083
-5.30365183,8.81658554,0.02302866,0.29557900,1.08161427,1.89183724,0.25594448,0.50504378,3.00566759
-5.29764882,8.96686499,0.02371912,0.30189833,1.08898566,1.92865005,0.25457801,0.51711778,3.05043776
-5.29164582,9.09304227,0.02444607,0.30770139,1.09442495,1.96035545,0.25351787,0.52768193,3.08689066
-5.28564282,9.19237121,0.02520096,0.31288692,1.09762512,1.98638840,0.25260818,0.53650823,3.11410503
-5.27963982,9.26258827,0.02597630,0.31736613,1.09832792,2.00628485,0.25170095,0.54339606,3.13132660
-5.27363682,9.30197262,0.02676604,0.32106487,1.09633139,2.01969266,0.25066072,0.54817851,3.13798935
-5.26763382,9.30938597,0.02756567,0.32392516,1.09149496,2.02637839,0.24936842,0.55072746,3.13372952
-5.26163082,9.28429135,0.02837235,0.32590593,1.08374160,2.02623001,0.24772419,0.55095730,3.11839244
-5.25562781,9.22675124,0.02918473,0.32698314,1.07305758,2.01925557,0.24564917,0.54882720,3.09203207
-5.24962481,9.13740627,0.03000283,0.32714914,1.05948971,2.00557807,0.24308630,0.54434184,3.05490372
-5.24362181,9.01743648,0.03082762,0.32641160,1.04314060,1.98542702,0.24000013,0.53755072,3.00745069
-5.23761881,8.86850772,0.03166062,0.32479187,1.02416218,1.95912708,0.23637575,0.52854619,2.95028568
-5.23161581,8.69270640,0.03250338,0.32232310,1.00274796,1.92708455,0.23221706,0.51746021,2.88416800
-5.22561281,8.49246582,0.03335691,0.31904806,0.97912458,1.88977226,0.22754437,0.50446024,2.80997789
-5.21960980,8.27048762,0.03422111,0.31501699,0.95354287,1.84771360,0.22239159,0.48974430,2.72868890
-5.21360680,8.02966156,0.03509430,0.31028541,0.92626908,1.80146632,0.21680323,0.47353556,2.64133976
-5.20760380,7.77298691,0.03597269,0.30491215,0.89757650,1.75160680,0.21083124,0.45607655,2.54900656
-5.20160080,7.50349803,0.03685008,0.29895758,0.86773784,1.69871528,0.20453198,0.43762332,2.45277638
-5.19559780,7.22419646,0.03771762,0.29248210,0.83701861,1.64336256,0.19796338,0.41843962,2.35372306
-5.18959480,6.93799125,0.03856376,0.28554506,0.80567166,1.58609852,0.19118246,0.39879131,2.25288569
-5.18359180,6.64764871,0.03937441,0.27820392,0.77393301,1.52744282,0.18424322,0.37894114,2.15125039
-5.17758879,6.35575222,0.04013314,0.27051379,0.74201892,1.46787769,0.17719511,0.35914383,2.04973545
-5.17158579,6.06467214,0.04082177,0.26252728,0.71012427,1.40784313,0.17008193,0.33964170,1.94918001
-5.16558279,5.77654557,0.04142087,0.25429449,0.67842198,1.34773422,0.16294127,0.32066081,1.85033616
-5.15957979,5.49326516,0.04191058,0.24586332,0.64706360,1.28790044,0.15580447,0.30240744,1.75386420
-5.15357679,5.21647599,0.04227144,0.23727977,0.61618054,1.22864674,0.14869696,0.28506529,1.66033093
-5.14757379,4.94757932,0.04248530,0.22858832,0.58588616,1.17023611,0.14163906,0.26879297,1.57021028
-5.14157079,4.68774183,0.04253619,0.21983233,0.55627813,1.11289316,0.13464693,0.25372209,1.48388629
-5.13556778,4.43790920,0.04241129,0.21105431,0.52744119,1.05680853,0.12773386,0.23995580,1.40165763
-5.12956478,4.19882277,0.04210171,0.20229604,0.49945006,1.00214364,0.12091160,0.22756781,1.32374361
-5.12356178,3.97103811,0.04160325,0.19359868,0.47237219,0.94903560,0.11419169,0.21660189,1.25029110
-5.11755878,3.75494496,0.04091697,0.18500260,0.44627062,0.89760186,0.10758678,0.20707198,1.18138228
-5.11155578,3.55078765,0.04004975,0.17654711,0.42120655,0.84794461,0.10111185,0.19896275,1.11704285
-5.10555278,3.35868585,0.03901449,0.16827015,0.39724177,0.80015462,0.09478521,0.19223078,1.05725072
-5.09954977,3.17865539,0.03783038,0.16020781,0.37444100,0.75431452,0.08862939,0.18680634,1.00194496
-5.09354677,3.01062935,0.03652290,0.15239389,0.35287402,0.71050160,0.08267176,0.18259579,0.95103513
-5.08754377,2.85447940,0.03512372,0.14485943,0.33261786,0.66879011,0.07694504,0.17948451,0.90441086
-5.08154077,2.71003771,0.03367053,0.13763241,0.31375890,0.62925315,0.07148750,0.17734048,0.86195181
-5.07553777,2.57711972,0.03220679,0.13073743,0.29639506,0.59196436,0.06634317,0.17601831,0.82353788
-5.06953477,2.45554753,0.03078145,0.12419567,0.28063814,0.55699943,0.06156177,0.17536371,0.78905979
-5.06353177,2.34517416,0.02944860,0.11802497,0.26661612,0.52443760,0.05719863,0.17521832,0.75842970
-5.05752876,2.24590805,0.02826718,0.11224006,0.25447563,0.49436320,0.05331449,0.17542465,0.73159184
-5.05152576,2.15773731,0.02730065,0.10685301,0.24438426,0.46686721,0.04997522,0.17583104,0.70853278
-5.04552276,2.08075275,0.02661668,0.10187378,0.23653266,0.44204884,0.04725148,0.17629651,0.68929092
-5.03951976,2.01516852,0.02628680,0.09731081,0.23113628,0.42001695,0.04521831,0.17669521,0.67396478
-5.03351676,1.96133889,0.02638605,0.09317175,0.22843633,0.40089124,0.04395453,0.17692031,0.66271949
-5.02751376,1.91976974,0.02699250,0.08946403,0.22869978,0.38480291,0.04354204,0.17688725,0.65579084
-5.02151076,1.89112298,0.02818667,0.08619538,0.23221814,0.37189451,0.04406492,0.17653605,0.65348637
-5.01550775,1.87621250,0.03005077,0.08337419,0.23930455,0.36231890,0.04560816,0.17583268,0.65618280
-5.00950475,1.87599026,0.03266767,0.08100960,0.25028903,0.35623680,0.04825622,0.17476937,0.66431940
-5.00350175,1.89152151,0.03611962,0.07911136,0.26551159,0.35381300,0.05209105,0.17336375,0.67838692
-4.99749875,1.92394867,0.04048662,0.07768933,0.28531320,0.35521090,0.05718987,0.17165699,0.69891173
-4.99149575,1.97444381,0.04584444,0.07675278,0.31002428,0.36058546,0.06362240,0.16971090,0.72643551
-4.98549275,2.04415049,0.05226227,0.07630930,0.33995120,0.37007453,0.07144780,0.16760404,0.76149042
-4.97948974,2.13411628,0.05980004,0.07636361,0.37536068,0.38378882,0.08071123,0.16542727,0.80457054
-4.97348674,2.24521821,0.06850543,0.07691609,0.41646273,0.40180080,0.09144015,0.16327856,0.85610039
-4.96748374,2.37808373,0.07841065,0.07796130,0.46339258,0.42413295,0.10364051,0.16125770,0.91640153
-4.96148074,2.53301080,0.08952918,0.07948647,0.51619238,0.45074595,0.11729300,0.15946077,0.98565875
-4.95547774,2.70989073,0.10185249,0.08147021,0.57479343,0.48152731,0.13234953,0.15797496,1.06388730
-4.94947474,2.90813822,0.11534698,0.08388131,0.63900000,0.51628138,0.14873010,0.15687372,1.15090290
-4.94347174,3.12663253,0.12995129,0.08667798,0.70847565,0.55472112,0.16632043,0.15621269,1.24629631
-4.93746873,3.36367427,0.14557427,0.08980749,0.78273308,0.59646261,0.18497038,0.15602639,1.34941414
-4.93146573,3.61696122,0.16209360,0.09320626,0.86112850,0.64102267,0.20449360,0.15632601,1.45934750
-4.92546273,3.88358663,0.17935550,0.09680051,0.94286129,0.68782031,0.22466833,0.15709833,1.57492979
-4.91945973,4.16006192,0.19717542,0.10050741,1.02697959,0.73618215,0.24523962,0.15830577,1.69474481
-4.91345673,4.44236538,0.21534004,0.10423684,1.11239235,0.78535220,0.26592314,0.15988761,1.81714552
-4.90745373,4.72601653,0.23361047,0.10789353,1.19788775,0.83450573,0.28641025,0.16176245,1.94028381
-4.90145073,5.00617508,0.25172679,0.11137963,1.28215805,0.88276720,0.30637462,0.16383150,2.06215068
-4.89544772,5.27776183,0.26941374,0.11459766,1.36383006,0.92923157,0.32547996,0.16598282,2.18062593
-4.88944472,5.53559755,0.28638749,0.11745351,1.44150062,0.97298843,0.34338881,0.16809623,2.29353572
-4.88344172,5.77455497,0.30236334,0.11985955,1.51377567,1.01314794,0.35977193,0.17004857,2.39871621
-4.87743872,5.98971794,0.31706391,0.12173767,1.57931158,1.04886776,0.37431806,0.17171917,2.49408054
-4.87143572,6.17654107,0.33022771,0.12302202,1.63685717,1.07937957,0.38674357,0.17299531,2.57768669
-4.86543272,6.33100323,0.34161762,0.12366141,1.68529432,1.10401434,0.39680158,0.17377730,2.64780316
-4.85942971,6.44974787,0.35102891,0.12362124,1.72367585,1.12222491,0.40429025,0.17398308,2.70296963
-4.85342671,6.53020382,0.35829654,0.12288483,1.75125841,1.13360510,0.40905973,0.17355210,2.74204986
-4.84742371,6.57068101,0.36330125,0.12145418,1.76752931,1.13790426,0.41101748,0.17244828,2.76427417
-4.84142071,6.57043640,0.36597424,0.11935001,1.77222561,1.13503672,0.41013184,0.17066207,2.76926974
-4.83541771,6.52970702,0.36630022,0.11661113,1.76534478,1.12508550,0.40643345,0.16821132,2.75707701
-4.82941471,6.44970844,0.36431855,0.11329327,1.74714619,1.10830025,0.40001472,0.16514114,2.72815144
-4.82341171,6.33259849,0.36012256,0.10946725,1.71814346,1.08508936,0.39102712,0.16152271,2.68335041
-4.81740870,6.18140787,0.35385687,0.10521670,1.67908782,1.05600673,0.37967669,0.15745104,2.62390592
-4.81140570,5.99994067,0.34571300,0.10063540,1.63094341,1.02173354,0.36621776,0.15304184,2.55138406
-4.80540270,5.79264920,0.33592337,0.09582434,1.57485545,0.98305614,0.35094534,0.14842768,2.46763332
-4.79939970,5.56448864,0.32475388,0.09088860,1.51211282,0.94084067,0.33418642,0.14375348,2.37472379
-4.79339670,5.32075767,0.31249559,0.08593426,1.44410675,0.89600582,0.31629068,0.13917164,2.27488007
-4.78739370,5.06693183,0.29945564,0.08106530,1.37228722,0.84949458,0.29762085,0.13483685,2.17041054
-4.78139070,4.80849633,0.28594794,0.07638075,1.29811916,0.80224622,0.27854327,0.13090091,2.06363615
-4.77538769,4.55078474,0.27228392,0.07197208,1.22304001,0.75516958,0.25941885,0.12750762,1.95682132
-4.76938469,4.29882957,0.25876380,0.06792086,1.14842034,0.70911849,0.24059481,0.12478797,1.85210967
-4.76338169,4.05722967,0.24566855,0.06429694,1.07552895,0.66487029,0.22239739,0.12285571,1.75146680
-4.75737869,3.83003867,0.23325293,0.06115693,1.00550349,0.62310784,0.20512574,0.12180355,1.65663192
-4.75137569,3.62067723,0.22173977,0.05854321,0.93932746,0.58440574,0.18904695,0.12169996,1.56907958
-4.74537269,3.43187096,0.21131559,0.05648331,0.87781391,0.54922068,0.17439245,0.12258675,1.48999244
-4.73936968,3.26561450,0.20212766,0.05498985,0.82159618,0.51788622,0.16135542,0.12447748,1.42024524
-4.73336668,3.12316125,0.19428248,0.05406078,0.77112520,0.49061172,0.15008950,0.12735667,1.36039971
-4.72736368,3.00503719,0.18784561,0.05368017,0.72667313,0.46748525,0.14070828,0.13117994,1.31070993
-4.72136068,2.91107672,0.18284271,0.05381927,0.68834251,0.44847998,0.13328568,0.13587501,1.27113702
-4.71535768,2.84047724,0.17926169,0.05443801,0.65608020,0.43346368,0.12785697,0.14134348,1.24137184
-4.70935468,2.79186958,0.17705569,0.05548679,0.62969499,0.42221067,0.12442026,0.14746352,1.22086432
-4.70335168,2.76340041,0.17614684,0.05690853,0.60887810,0.41441576,0.12293837,0.15409314,1.20885785
-4.69734867,2.75282316,0.17643038,0.05864101,0.59322547,0.40970951,0.12334095,0.16107421,1.20442708
-4.69134567,2.75759407,0.17777930,0.06061944,0.58226105,0.40767433,0.12552686,0.16823694,1.20651759
-4.68534267,2.77496990,0.18004888,0.06277908,0.57546013,0.40786086,0.12936664,0.17540474,1.21398618
-4.67933967,2.80210457,0.18308147,0.06505810,0.57227229,0.40980410,0.13470525,0.18239939,1.22564039
-4.67333667,2.83614212,0.18671105,0.06740038,0.57214311,0.41303900,0.14136498,0.18904621,1.24027624
-4.66733367,2.87430387,0.19076762,0.06975838,0.57453452,0.41711509,0.14914864,0.19517920,1.25671339
-4.66133067,2.91396801,0.19508143,0.07209589,0.57894336,0.42160977,0.15784304,0.20064602,1.27382704
-4.65532766,2.95274042,0.19948690,0.07439062,0.58491795,0.42614021,0.16722288,0.20531242,1.29057612
-4.64932466,2.98851571,0.20382626,0.07663659,0.59207258,0.43037347,0.17705496,0.20906625,1.30602752
-4.64332166,3.01952781,0.20795295,0.07884621,0.60010001,0.43403489,0.18710283,0.21182076,1.31937618
-4.63731866,3.04438966,0.21173470,0.08105195,0.60878161,0.43691453,0.19713173,0.21351710,1.32996095
-4.63131566,3.06212190,0.21505634,0.08330756,0.61799538,0.43887162,0.20691385,0.21412597,1.33727630
-4.62531266,3.07217035,0.21782227,0.08568872,0.62772165,0.43983709,0.21623368,0.21364832,1.34097999
-4.61930965,3.07441236,0.21995857,0.08829304,0.63804628,0.43981400,0.22489335,0.21211516,1.34089662
-4.61330665,3.06915211,0.22141476,0.09123944,0.64916122,0.43887613,0.23271775,0.20958636,1.33701723
-4.60730365,3.05710492,0.22216503,0.09466664,0.66136222,0.43716453,0.23955923,0.20614868,1.32949511
-4.60130065,3.03937087,0.22220902,0.09873096,0.67504343,0.43488222,0.24530161,0.20191287,1.31863768
-4.59529765,3.01739801,0.22157191,0.10360317,0.69068852,0.43228719,0.24986334,0.19701013,1.30489472
-4.58929465,2.99293544,0.22030391,0.10946454,0.70885828,0.42968365,0.25319960,0.19158799,1.28884286
-4.58329165,2.96797703,0.21847895,0.11650203,0.73017442,0.42741178,0.25530311,0.18580568,1.27116668
-4.57728864,2.94469643,0.21619266,0.12490266,0.75529955,0.42583620,0.25620369,0.17982929,1.25263641
-4.57128564,2.92537449,0.21355954,0.13484719,0.78491348,0.42533326,0.25596635,0.17382671,1.23408272
-4.56528264,2.91232050,0.21070932,0.14650315,0.81968619,0.42627748,0.25468812,0.16796260,1.21636904
-4.55927964,2.90778898,0.20778268,0.16001748,0.86024794,0.42902755,0.25249353,0.16239357,1.20036180
-4.55327664,2.91389407,0.20492636,0.17550894,0.90715729,0.43391200,0.24952906,0.15726357,1.18689958
-4.54727364,2.93252406,0.20228778,0.19306043,0.96086819,0.44121526,0.24595665,0.15269982,1.17676182
-4.54127064,2.96525876,0.20000936,0.21271178,1.02169712,0.45116425,0.24194664,0.14880916,1.17063825
-4.53526763,3.01329263,0.19822285,0.23445300,1.08979189,0.46391624,0.23767048,0.14567518,1.16909997
-4.52926463,3.07736695,0.19704376,0.25821860,1.16510361,0.47954825,0.23329340,0.14335595,1.17257347
-4.52326163,3.15771395,0.19656613,0.28388311,1.24736326,0.49804859,0.22896756,0.14188263,1.18131869
-4.51725863,3.25401592,0.19685812,0.31125827,1.33606459,0.51931090,0.22482581,0.14125884,1.19541210
-4.51125563,3.36538194,0.19795828,0.34009216,1.43045468,0.54313123,0.22097657,0.14146090,1.21473604
-4.50525263,3.49034429,0.19987300,0.37007041,1.52953332,0.56920825,0.21749982,0.14243893,1.23897477
-4.49924962,3.62687596,0.20257519,0.40081978,1.63206219,0.59714704,0.21444462,0.14411871,1.26761808
-4.49324662,3.77242995,0.20600424,0.43191419,1.73658411,0.62646632,0.21182804,0.14640434,1.29997250
