energy_ev,total_up,Au_p_up,Au_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-6.00000000,4.35235515,0.29002622,3.23873334,0.11482377,0.50063203,0.19322731,0.00017623
-5.99399700,4.32109886,0.29314499,3.20674392,0.11369967,0.48868386,0.19873139,0.00017488
-5.98799400,4.28532178,0.29694372,3.16985490,0.11253116,0.47619754,0.20458089,0.00017311
-5.98199100,4.24709146,0.30154460,3.12963391,0.11140020,0.46342133,0.21084951,0.00017101
-5.97598799,4.20855874,0.30705815,3.08772772,0.11039845,0.45061619,0.21760762,0.00016867
-5.96998499,4.17187027,0.31357698,3.04579614,0.10962548,0.43804598,0.22491939,0.00016623
-5.96398199,4.13908191,0.32116993,3.00544605,0.10918691,0.42596771,0.23284008,0.00016378
-5.95797899,4.11207666,0.32987688,2.96816837,0.10919253,0.41462218,0.24141378,0.00016143
-5.95197599,4.09249102,0.33970454,2.93528097,0.10975445,0.40422538,0.25067167,0.00015930
-5.94597299,4.08165295,0.35062341,2.90787996,0.11098531,0.39496092,0.26063092,0.00015747
-5.93996998,4.08053423,0.36256614,2.88680147,0.11299666,0.38697393,0.27129415,0.00015601
-5.93396698,4.08971904,0.37542742,2.87259544,0.11589735,0.38036647,0.28264976,0.00015500
-5.92796398,4.10939000,0.38906551,2.86551240,0.11979210,0.37519474,0.29467275,0.00015448
-5.92196098,4.13933182,0.40330534,2.86550341,0.12478010,0.37146808,0.30732621,0.00015446
-5.91595798,4.17895199,0.41794306,2.87223295,0.13095367,0.36914981,0.32056326,0.00015498
-5.90995498,4.22731693,0.43275202,2.88510357,0.13839691,0.36815976,0.33432934,0.00015601
-5.90395198,4.28320157,0.44748980,2.90329100,0.14718431,0.36837839,0.34856461,0.00015755
-5.89794897,4.34514956,0.46190600,2.92578759,0.15737929,0.36965228,0.36320640,0.00015955
-5.89194597,4.41154086,0.47575058,2.95145195,0.16903258,0.37180077,0.37819150,0.00016198
-5.88594297,4.48066344,0.48878229,2.97906214,0.18218044,0.37462329,0.39345807,0.00016479
-5.87993997,4.55078552,0.50077676,3.00737009,0.19684279,0.37790727,0.40894713,0.00016794
-5.87393697,4.62022507,0.51153412,3.03515458,0.21302111,0.38143620,0.42460351,0.00017137
-5.86793397,4.68741347,0.52088557,3.06127064,0.23069631,0.38499747,0.44037621,0.00017503
-5.86193097,4.75095077,0.52869876,3.08469324,0.24982653,0.38838980,0.45621809,0.00017891
-5.85592796,4.80965044,0.53488181,3.10455375,0.27034498,0.39142988,0.47208512,0.00018295
-5.84992496,4.86257203,0.53938563,3.12016783,0.29215798,0.39395803,0.48793504,0.00018715
-5.84392196,4.90904112,0.54220471,3.13105409,0.31514329,0.39584267,0.50372578,0.00019150
-5.83791896,4.94865624,0.54337622,3.13694318,0.33914886,0.39698357,0.51941357,0.00019601
-5.83191596,4.98128328,0.54297752,3.13777741,0.36399223,0.39731357,0.53495108,0.00020069
-5.82591296,5.00703846,0.54112234,3.13370160,0.38946055,0.39679904,0.55028568,0.00020556
-5.81990995,5.02626138,0.53795566,3.12504601,0.41531163,0.39543887,0.56535796,0.00021067
-5.81390695,5.03948007,0.53364774,3.11230261,0.44127583,0.39326231,0.58010069,0.00021604
-5.80790395,5.04737014,0.52838739,3.09609613,0.46705908,0.39032562,0.59443830,0.00022172
-5.80190095,5.05071051,0.52237487,3.07715157,0.49234697,0.38670789,0.60828695,0.00022774
-5.79589795,5.05033790,0.51581477,3.05625973,0.51680987,0.38250607,0.62155519,0.00023415
-5.78989495,5.04710230,0.50890898,3.03424244,0.54010914,0.37782972,0.63414518,0.00024097
-5.78389195,5.04182561,0.50185017,3.01191897,0.56190409,0.37279547,0.64595449,0.00024821
-5.77788894,5.03526491,0.49481591,2.99007509,0.58185976,0.36752159,0.65687821,0.00025587
-5.77188594,5.02808192,0.48796358,2.96943572,0.59965504,0.36212295,0.66681138,0.00026395
-5.76588294,5.02081961,0.48142633,2.95064224,0.61499103,0.35670645,0.67565159,0.00027241
-5.75987994,5.01388632,0.47531001,2.93423507,0.62759928,0.35136720,0.68330149,0.00028120
-5.75387694,5.00754784,0.46969122,2.92064164,0.63724953,0.34618558,0.68967122,0.00029025
-5.74787394,5.00192697,0.46461650,2.91017008,0.64375670,0.34122519,0.69468057,0.00029949
-5.74187094,4.99701013,0.46010251,2.90300830,0.64698683,0.33653178,0.69826077,0.00030882
-5.73586793,4.99266025,0.45613729,2.89922799,0.64686155,0.33213320,0.70035598,0.00031812
-5.72986493,4.98863472,0.45268240,2.89879312,0.64336110,0.32804013,0.70092433,0.00032729
-5.72386193,4.98460749,0.44967589,2.90157213,0.63652552,0.32424767,0.69993859,0.00033620
-5.71785893,4.98019392,0.44703598,2.90735293,0.62645408,0.32073753,0.69738662,0.00034472
-5.71185593,4.97497722,0.44466533,2.91586008,0.61330279,0.31748068,0.69327154,0.00035274
-5.70585293,4.96853540,0.44245570,2.92677308,0.59728032,0.31444034,0.68761179,0.00036015
-5.69984992,4.96046758,0.44029300,2.93974522,0.57864222,0.31157502,0.68044116,0.00036685
-5.69384692,4.95041880,0.43806237,2.95442209,0.55768388,0.30884155,0.67180892,0.00037275
-5.68784392,4.93810266,0.43565345,2.97045927,0.53473238,0.30619789,0.66177998,0.00037780
-5.68184092,4.92332112,0.43296530,2.98753876,0.51013775,0.30360554,0.65043534,0.00038195
-5.67583792,4.90598126,0.42991126,3.00538363,0.48426373,0.30103160,0.63787255,0.00038519
-5.66983492,4.88610862,0.42642318,3.02377090,0.45747870,0.29845024,0.62420649,0.00038752
-5.66383192,4.86385720,0.42245529,3.04254238,0.43014684,0.29584371,0.60957004,0.00038898
-5.65782891,4.83951617,0.41798726,3.06161352,0.40262011,0.29320278,0.59411489,0.00038964
-5.65182591,4.81351340,0.41302653,3.08098043,0.37523102,0.29052676,0.57801215,0.00038959
-5.64582291,4.78641620,0.40760980,3.10072505,0.34828671,0.28782302,0.56145278,0.00038894
-5.63981991,4.75892934,0.40180354,3.12101879,0.32206418,0.28510628,0.54464757,0.00038783
-5.63381691,4.73189081,0.39570356,3.14212469,0.29680698,0.28239764,0.52782672,0.00038642
-5.62781391,4.70626541,0.38943362,3.16439820,0.27272316,0.27972348,0.51123881,0.00038489
-5.62181091,4.68313642,0.38314307,3.18828684,0.24998457,0.27711437,0.49514910,0.00038345
-5.61580790,4.66369553,0.37700361,3.21432846,0.22872732,0.27460410,0.47983711,0.00038229
-5.60980490,4.64923089,0.37120530,3.24314830,0.20905320,0.27222876,0.46559356,0.00038165
-5.60380190,4.64111348,0.36595177,3.27545450,0.19103199,0.27002614,0.45271648,0.00038176
-5.59779890,4.64078149,0.36145504,3.31203206,0.17470433,0.26803534,0.44150680,0.00038285
-5.59179590,4.64972277,0.35792990,3.35373475,0.16008501,0.26629658,0.43226333,0.00038517
-5.58579290,4.66945502,0.35558810,3.40147495,0.14716646,0.26485131,0.42527730,0.00038894
-5.57978989,4.70150379,0.35463257,3.45621096,0.13592230,0.26374242,0.42082661,0.00039441
-5.57378689,4.74737799,0.35525187,3.51893178,0.12631069,0.26301464,0.41916992,0.00040181
-5.56778389,4.80854321,0.35761494,3.59063902,0.11827750,0.26271495,0.42054082,0.00041134
-5.56178089,4.88639264,0.36186654,3.67232617,0.11175907,0.26289288,0.42514211,0.00042322
-5.55577789,4.98221630,0.36812328,3.76495518,0.10668464,0.26360079,0.43314051,0.00043763
-5.54977489,5.09716868,0.37647060,3.86943084,0.10297824,0.26489382,0.44466184,0.00045474
-5.54377189,5.23223560,0.38696061,3.98657335,0.10056025,0.26682964,0.45978689,0.00047468
-5.53776888,5.38820111,0.39961099,4.11708975,0.09934852,0.26946774,0.47854814,0.00049756
-5.53176588,5.56561526,0.41440489,4.26154507,0.09925905,0.27286846,0.50092733,0.00052347
-5.52576288,5.76476384,0.43129181,4.42033410,0.10020649,0.27709152,0.52685409,0.00055244
-5.51975988,5.98564121,0.45018943,4.59365482,0.10210428,0.28219422,0.55620562,0.00058447
-5.51375688,6.22792731,0.47098633,4.78148448,0.10486464,0.28822929,0.58880749,0.00061953
