energy_ev,total_up,B_p_up,B_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.86193097,1.47211258,0.00022752,0.00000000,1.89671341,0.55846289,0.00262679,0.03553937
-5.85592796,1.54501560,0.00024357,0.00000000,1.99755252,0.58525003,0.00271708,0.03711547
-5.84992496,1.61591112,0.00025908,0.00000000,2.09539273,0.61123836,0.00280718,0.03867432
-5.84392196,1.68323198,0.00027376,0.00000000,2.18817960,0.63586087,0.00289390,0.04017519
-5.83791896,1.74541597,0.00028731,0.00000000,2.27386620,0.65854979,0.00297421,0.04157730
-5.83191596,1.80095097,0.00029946,0.00000000,2.35047299,0.67875359,0.00304526,0.04284098
-5.82591296,1.84842131,0.00030995,0.00000000,2.41614902,0.69595433,0.00310447,0.04392895
-5.81990995,1.88655315,0.00031856,0.00000000,2.46923198,0.70968486,0.00314957,0.04480749
-5.81390695,1.91425693,0.00032509,0.00000000,2.50830419,0.71954482,0.00317867,0.04544752
-5.80790395,1.93066469,0.00032941,0.00000000,2.53224188,0.72521483,0.00319028,0.04582552
-5.80190095,1.93516065,0.00033141,0.00000000,2.54025542,0.72646814,0.00318334,0.04592429
-5.79589795,1.92740327,0.00033104,0.00000000,2.53191841,0.72317912,0.00315729,0.04573351
-5.78989495,1.90733787,0.00032832,0.00000000,2.50718420,0.71532821,0.00311201,0.04524994
-5.78389195,1.87519900,0.00032329,0.00000000,2.46638895,0.70300303,0.00304788,0.04447754
-5.77788894,1.83150253,0.00031605,0.00000000,2.41024114,0.68639566,0.00296572,0.04342716
-5.77188594,1.77702780,0.00030677,0.00000000,2.33979789,0.66579613,0.00286675,0.04211612
-5.76588294,1.71279071,0.00029563,0.00000000,2.25642937,0.64158258,0.00275259,0.04056748
-5.75987994,1.64000903,0.00028285,0.00000000,2.16177295,0.61420843,0.00262512,0.03880920
-5.75387694,1.56006165,0.00026868,0.00000000,2.05767931,0.58418726,0.00248650,0.03687310
-5.74787394,1.47444355,0.00025339,0.00000000,1.94615281,0.55207609,0.00233902,0.03479378
-5.74187094,1.38471863,0.00023726,0.00000000,1.82928908,0.51845783,0.00218507,0.03260745
-5.73586793,1.29247231,0.00022056,0.00000000,1.70921211,0.48392360,0.00202708,0.03035080
-5.72986493,1.19926590,0.00020357,0.00000000,1.58801365,0.44905567,0.00186737,0.02805992
-5.72386193,1.10659434,0.00018654,0.00000000,1.46769698,0.41441175,0.00170818,0.02576931
-5.71785893,1.01584889,0.00016971,0.00000000,1.35012696,0.38051093,0.00155158,0.02351098
-5.71185593,0.92828565,0.00015329,0.00000000,1.23698781,0.34782193,0.00139939,0.02131381
-5.70585293,0.84500081,0.00013747,0.00000000,1.12974959,0.31675381,0.00125320,0.01920293
-5.69984992,0.76691288,0.00012239,0.00000000,1.02964377,0.28764925,0.00111433,0.01719942
-5.69384692,0.69475197,0.00010819,0.00000000,0.93764809,0.26078049,0.00098382,0.01532007
-5.68784392,0.62905565,0.00009495,0.00000000,0.85448012,0.23634772,0.00086241,0.01357736
-5.68184092,0.57017113,0.00008273,0.00000000,0.78059908,0.21447982,0.00075061,0.01197961
-5.67583792,0.51826270,0.00007157,0.00000000,0.71621474,0.19523710,0.00064865,0.01053116
-5.66983492,0.47332378,0.00006147,0.00000000,0.66130259,0.17861572,0.00055654,0.00923273
-5.66383192,0.43519261,0.00005242,0.00000000,0.61562386,0.16455352,0.00047410,0.00808187
-5.65782891,0.40357050,0.00004437,0.00000000,0.57874940,0.15293684,0.00040098,0.00707335
-5.65182591,0.37804206,0.00003730,0.00000000,0.55008624,0.14360802,0.00033672,0.00619972
-5.64582291,0.35809627,0.00003113,0.00000000,0.52890584,0.13637330,0.00028074,0.00545175
-5.63981991,0.34314799,0.00002579,0.00000000,0.51437303,0.13101089,0.00023238,0.00481892
-5.63381691,0.33255904,0.00002122,0.00000000,0.50557509,0.12727886,0.00019098,0.00428989
-5.62781391,0.32565860,0.00001733,0.00000000,0.50155006,0.12492284,0.00015584,0.00385287
-5.62181091,0.32176240,0.00001406,0.00000000,0.50131391,0.12368326,0.00012625,0.00349601
-5.61580790,0.32019047,0.00001132,0.00000000,0.50388606,0.12330210,0.00010154,0.00320768
-5.60980490,0.32028318,0.00000906,0.00000000,0.50831297,0.12352892,0.00008109,0.00297674
-5.60380190,0.32141547,0.00000720,0.00000000,0.51368935,0.12412637,0.00006429,0.00279277
-5.59779890,0.32300908,0.00000570,0.00000000,0.51917685,0.12487478,0.00005060,0.00264616
-5.59179590,0.32454268,0.00000450,0.00000000,0.52401991,0.12557616,0.00003955,0.00252828
-5.58579290,0.32556000,0.00000355,0.00000000,0.52755867,0.12605723,0.00003069,0.00243151
-5.57978989,0.32567558,0.00000282,0.00000000,0.52923873,0.12617172,0.00002364,0.00234930
-5.57378689,0.32457858,0.00000229,0.00000000,0.52861757,0.12580186,0.00001808,0.00227614
-5.56778389,0.32203425,0.00000193,0.00000000,0.52536779,0.12485897,0.00001373,0.00220756
-5.56178089,0.31788343,0.00000173,0.00000000,0.51927700,0.12328328,0.00001036,0.00214009
-5.55577789,0.31204003,0.00000169,0.00000000,0.51024457,0.12104301,0.00000776,0.00207118
-5.54977489,0.30448672,0.00000184,0.00000000,0.49827545,0.11813275,0.00000578,0.00199915
-5.54377189,0.29526896,0.00000218,0.00000000,0.48347127,0.11457112,0.00000428,0.00192312
-5.53776888,0.28448775,0.00000277,0.00000000,0.46601926,0.11039804,0.00000315,0.00184294
-5.53176588,0.27229123,0.00000368,0.00000000,0.44617924,0.10567147,0.00000232,0.00175909
-5.52576288,0.25886570,0.00000498,0.00000000,0.42426942,0.10046388,0.00000172,0.00167268
-5.51975988,0.24442605,0.00000682,0.00000000,0.40065136,0.09485866,0.00000130,0.00158532
-5.51375688,0.22920638,0.00000934,0.00000000,0.37571489,0.08894634,0.00000101,0.00149916
-5.50775388,0.21345073,0.00001276,0.00000000,0.34986326,0.08282104,0.00000084,0.00141687
-5.50175088,0.19740456,0.00001736,0.00000000,0.32349929,0.07657711,0.00000077,0.00134160
-5.49574787,0.18130705,0.00002347,0.00000000,0.29701282,0.07030608,0.00000079,0.00127709
-5.48974487,0.16538454,0.00003153,0.00000000,0.27076981,0.06409407,0.00000089,0.00122772
-5.48374187,0.14984517,0.00004208,0.00000000,0.24510348,0.05801959,0.00000109,0.00119857
-5.47773887,0.13487489,0.00005578,0.00000000,0.22030746,0.05215194,0.00000140,0.00119565
-5.47173587,0.12063493,0.00007342,0.00000000,0.19663119,0.04655008,0.00000184,0.00122598
-5.46573287,0.10726042,0.00009597,0.00000000,0.17427733,0.04126200,0.00000244,0.00129785
-5.45972986,0.09486046,0.00012457,0.00000000,0.15340121,0.03632459,0.00000323,0.00142101
-5.45372686,0.08351912,0.00016057,0.00000000,0.13411201,0.03176390,0.00000428,0.00160695
-5.44772386,0.07329742,0.00020552,0.00000000,0.11647541,0.02759579,0.00000564,0.00186913
-5.44172086,0.06423609,0.00026123,0.00000000,0.10051743,0.02382680,0.00000738,0.00222325
-5.43571786,0.05635872,0.00032971,0.00000000,0.08622916,0.02045533,0.00000960,0.00268748
-5.42971486,0.04967524,0.00041325,0.00000000,0.07357196,0.01747283,0.00001240,0.00328268
-5.42371186,0.04418549,0.00051435,0.00000000,0.06248298,0.01486514,0.00001591,0.00403252
-5.41770885,0.03988258,0.00063573,0.00000000,0.05288059,0.01261377,0.00002027,0.00496362
-5.41170585,0.03675601,0.00078030,0.00000000,0.04466963,0.01069717,0.00002564,0.00610545
-5.40570285,0.03479426,0.00095108,0.00000000,0.03774613,0.00909180,0.00003220,0.00749024
-5.39969985,0.03398689,0.00115120,0.00000000,0.03200155,0.00777321,0.00004016,0.00915265
-5.39369685,0.03432589,0.00138376,0.00000000,0.02732628,0.00671680,0.00004973,0.01112932
-5.38769385,0.03580629,0.00165179,0.00000000,0.02361256,0.00589851,0.00006115,0.01345816
-5.38169085,0.03842618,0.00195809,0.00000000,0.02075661,0.00529534,0.00007465,0.01617756
-5.37568784,0.04218582,0.00230513,0.00000000,0.01866012,0.00488562,0.00009049,0.01932524
-5.36968484,0.04708616,0.00269493,0.00000000,0.01723121,0.00464926,0.00010891,0.02293702
-5.36368184,0.05312679,0.00312890,0.00000000,0.01638480,0.00456773,0.00013014,0.02704532
-5.35767884,0.06030331,0.00360771,0.00000000,0.01604262,0.00462405,0.00015441,0.03167756
-5.35167584,0.06860437,0.00413112,0.00000000,0.01613282,0.00480262,0.00018190,0.03685440
-5.34567284,0.07800851,0.00469789,0.00000000,0.01658946,0.00508903,0.00021276,0.04258793
-5.33966983,0.08848087,0.00530569,0.00000000,0.01735177,0.00546980,0.00024709,0.04887994
-5.33366683,0.09997015,0.00595093,0.00000000,0.01836345,0.00593211,0.00028491,0.05572015
-5.32766383,0.11240576,0.00662881,0.00000000,0.01957192,0.00646362,0.00032618,0.06308476
-5.32166083,0.12569555,0.00733324,0.00000000,0.02092771,0.00705215,0.00037077,0.07093520
-5.31565783,0.13972420,0.00805691,0.00000000,0.02238397,0.00768560,0.00041845,0.07921728
-5.30965483,0.15435245,0.00879137,0.00000000,0.02389613,0.00835172,0.00046890,0.08786080
-5.30365183,0.16941720,0.00952711,0.00000000,0.02542173,0.00903813,0.00052168,0.09677965
-5.29764882,0.18473281,0.01025381,0.00000000,0.02692043,0.00973223,0.00057627,0.10587261
-5.29164582,0.20009336,0.01096051,0.00000000,0.02835420,0.01042131,0.00063203,0.11502466
-5.28564282,0.21527604,0.01163590,0.00000000,0.02968762,0.01109265,0.00068823,0.12410900
-5.27963982,0.23004557,0.01226860,0.00000000,0.03088825,0.01173366,0.00074409,0.13298964
-5.27363682,0.24415952,0.01284748,0.00000000,0.03192716,0.01233213,0.00079874,0.14152459
-5.26763382,0.25737434,0.01336197,0.00000000,0.03277938,0.01287644,0.00085127,0.14956945
-5.26163082,0.26945194,0.01380239,0.00000000,0.03342442,0.01335583,0.00090079,0.15698138
-5.25562781,0.28016650,0.01416027,0.00000000,0.03384661,0.01376065,0.00094637,0.16362324
-5.24962481,0.28931130,0.01442860,0.00000000,0.03403551,0.01408266,0.00098716,0.16936783
-5.24362181,0.29670516,0.01460203,0.00000000,0.03398603,0.01431520,0.00102235,0.17410184
-5.23761881,0.30219834,0.01467713,0.00000000,0.03369853,0.01445339,0.00105123,0.17772966
-5.23161581,0.30567754,0.01465243,0.00000000,0.03317868,0.01449432,0.00107320,0.18017653
-5.22561281,0.30706975,0.01452850,0.00000000,0.03243720,0.01443706,0.00108781,0.18139120
-5.21960980,0.30634487,0.01430795,0.00000000,0.03148944,0.01428276,0.00109473,0.18134767
-5.21360680,0.30351683,0.01399531,0.00000000,0.03035487,0.01403456,0.00109383,0.18004624
-5.20760380,0.29864327,0.01359692,0.00000000,0.02905636,0.01369749,0.00108512,0.17751358
-5.20160080,0.29182378,0.01312071,0.00000000,0.02761949,0.01327835,0.00106881,0.17380189
-5.19559780,0.28319676,0.01257597,0.00000000,0.02607178,0.01278545,0.00104524,0.16898728
-5.18959480,0.27293505,0.01197308,0.00000000,0.02444186,0.01222842,0.00101492,0.16316732
-5.18359180,0.26124061,0.01132317,0.00000000,0.02275877,0.01161790,0.00097849,0.15645799
-5.17758879,0.24833841,0.01063789,0.00000000,0.02105126,0.01096526,0.00093670,0.14899011
-5.17158579,0.23447002,0.00992907,0.00000000,0.01934719,0.01028232,0.00089041,0.14090548
-5.16558279,0.21988688,0.00920846,0.00000000,0.01767309,0.00958109,0.00084052,0.13235285
-5.15957979,0.20484393,0.00848751,0.00000000,0.01605381,0.00887352,0.00078799,0.12348399
-5.15357679,0.18959358,0.00777714,0.00000000,0.01451238,0.00817128,0.00073379,0.11444992
-5.14757379,0.17438042,0.00708763,0.00000000,0.01306996,0.00748561,0.00067888,0.10539763
-5.14157079,0.15943690,0.00642854,0.00000000,0.01174602,0.00682726,0.00062421,0.09646717
-5.13556778,0.14497991,0.00580860,0.00000000,0.01055861,0.00620635,0.00057065,0.08778950
-5.12956478,0.13120867,0.00523581,0.00000000,0.00952477,0.00563246,0.00051906,0.07948487
-5.12356178,0.11830363,0.00471748,0.00000000,0.00866104,0.00511465,0.00047021,0.07166199
-5.11755878,0.10642656,0.00426030,0.00000000,0.00798412,0.00466160,0.00042481,0.06441779
-5.11155578,0.09572158,0.00387054,0.00000000,0.00751141,0.00428169,0.00038350,0.05783789
-5.10555278,0.08631705,0.00355418,0.00000000,0.00726176,0.00398325,0.00034688,0.05199749
-5.09954977,0.07832811,0.00331711,0.00000000,0.00725605,0.00377471,0.00031548,0.04696277
-5.09354677,0.07185959,0.00316529,0.00000000,0.00751774,0.00366480,0.00028978,0.04279248
-5.08754377,0.06700907,0.00310490,0.00000000,0.00807334,0.00366268,0.00027026,0.03953977
-5.08154077,0.06386984,0.00314250,0.00000000,0.00895265,0.00377813,0.00025735,0.03725390
-5.07553777,0.06253344,0.00328509,0.00000000,0.01018891,0.00402159,0.00025148,0.03598184
-5.06953477,0.06309158,0.00354015,0.00000000,0.01181861,0.00440421,0.00025309,0.03576953
-5.06353177,0.06563722,0.00391561,0.00000000,0.01388109,0.00493776,0.00026261,0.03666269
-5.05752876,0.07026456,0.00441974,0.00000000,0.01641785,0.00563448,0.00028047,0.03870710
-5.05152576,0.07706791,0.00506094,0.00000000,0.01947153,0.00650682,0.00030712,0.04194824
-5.04552276,0.08613930,0.00584752,0.00000000,0.02308456,0.00756709,0.00034299,0.04643020
-5.03951976,0.09756480,0.00678730,0.00000000,0.02729755,0.00882701,0.00038850,0.05219399
-5.03351676,0.11141970,0.00788722,0.00000000,0.03214738,0.01029709,0.00044400,0.05927513
-5.02751376,0.12776260,0.00915285,0.00000000,0.03766501,0.01198607,0.00050983,0.06770064
-5.02151076,0.14662871,0.01058787,0.00000000,0.04387322,0.01390018,0.00058619,0.07748565
-5.01550775,0.16802252,0.01219352,0.00000000,0.05078418,0.01604238,0.00067318,0.08862956
-5.00950475,0.19191045,0.01396805,0.00000000,0.05839707,0.01841169,0.00077075,0.10111218
-5.00350175,0.21821350,0.01590621,0.00000000,0.06669584,0.02100242,0.00087866,0.11488993
-4.99749875,0.24680081,0.01799879,0.00000000,0.07564722,0.02380356,0.00099648,0.12989231
-4.99149575,0.27748418,0.02023226,0.00000000,0.08519914,0.02679833,0.00112352,0.14601908
-4.98549275,0.31001424,0.02258854,0.00000000,0.09527963,0.02996373,0.00125884,0.16313812
-4.97948974,0.34407872,0.02504493,0.00000000,0.10579640,0.03327049,0.00140124,0.18108444
-4.97348674,0.37930292,0.02757417,0.00000000,0.11663715,0.03668308,0.00154925,0.19966039
-4.96748374,0.41525302,0.03014473,0.00000000,0.12767068,0.04016010,0.00170116,0.21863732
-4.96148074,0.45144199,0.03272131,0.00000000,0.13874885,0.04365485,0.00185499,0.23775860
-4.95547774,0.48733846,0.03526551,0.00000000,0.14970941,0.04711620,0.00200859,0.25674428
-4.94947474,0.52237817,0.03773668,0.00000000,0.16037955,0.05048976,0.00215963,0.27529703
-4.94347174,0.55597786,0.04009296,0.00000000,0.17058028,0.05371917,0.00230571,0.29310950
-4.93746873,0.58755111,0.04229244,0.00000000,0.18013125,0.05674771,0.00244438,0.30987259
-4.93146573,0.61652552,0.04429436,0.00000000,0.18885605,0.05951987,0.00257320,0.32528459
-4.92546273,0.64236068,0.04606045,0.00000000,0.19658765,0.06198317,0.00268991,0.33906069
-4.91945973,0.66456601,0.04755609,0.00000000,0.20317378,0.06408979,0.00279238,0.35094240
-4.91345673,0.68271782,0.04875159,0.00000000,0.20848207,0.06579826,0.00287878,0.36070674
-4.90745373,0.69647472,0.04962316,0.00000000,0.21240462,0.06707490,0.00294763,0.36817438
-4.90145073,0.70559066,0.05015382,0.00000000,0.21486185,0.06789504,0.00299784,0.37321671
-4.89544772,0.70992500,0.05033401,0.00000000,0.21580542,0.06824400,0.00302876,0.37576122
-4.88944472,0.70944903,0.05016201,0.00000000,0.21522007,0.06811765,0.00304026,0.37579517
-4.88344172,0.70424870,0.04964404,0.00000000,0.21312429,0.06752270,0.00303270,0.37336705
-4.87743872,0.69452329,0.04879407,0.00000000,0.20956985,0.06647651,0.00300695,0.36858609
-4.87143572,0.68058018,0.04763338,0.00000000,0.20464003,0.06500660,0.00296441,0.36161954
-4.86543272,0.66282588,0.04618987,0.00000000,0.19844690,0.06314977,0.00290691,0.35268805
-4.85942971,0.64175375,0.04449710,0.00000000,0.19112755,0.06095092,0.00283674,0.34205916
-4.85342671,0.61792904,0.04259324,0.00000000,0.18283957,0.05846165,0.00275654,0.33003950
-4.84742371,0.59197179,0.04051977,0.00000000,0.17375597,0.05573860,0.00266928,0.31696566
-4.84142071,0.56453864,0.03832021,0.00000000,0.16405977,0.05284175,0.00257815,0.30319451
-4.83541771,0.53630395,0.03603881,0.00000000,0.15393853,0.04983266,0.00248651,0.28909320
-4.82941471,0.50794149,0.03371923,0.00000000,0.14357895,0.04677275,0.00239779,0.27502928
-4.82341171,0.48010706,0.03140337,0.00000000,0.13316192,0.04372168,0.00231547,0.26136141
-4.81740870,0.45342291,0.02913032,0.00000000,0.12285803,0.04073591,0.00224299,0.24843096
-4.81140570,0.42846446,0.02693545,0.00000000,0.11282388,0.03786747,0.00218369,0.23655478
-4.80540270,0.40574967,0.02484971,0.00000000,0.10319907,0.03516302,0.00214081,0.22601950
-4.79939970,0.38573132,0.02289917,0.00000000,0.09410411,0.03266312,0.00211746,0.21707724
-4.79339670,0.36879239,0.02110472,0.00000000,0.08563916,0.03040180,0.00211657,0.20994303
-4.78739370,0.35524429,0.01948199,0.00000000,0.07788362,0.02840643,0.00214096,0.20479381
-4.78139070,0.34532779,0.01804152,0.00000000,0.07089647,0.02669781,0.00219332,0.20176884
-4.77538769,0.33921644,0.01678898,0.00000000,0.06471728,0.02529046,0.00227623,0.20097137
-4.76938469,0.33702185,0.01572565,0.00000000,0.05936775,0.02419311,0.00239219,0.20247150
-4.76338169,0.33880037,0.01484896,0.00000000,0.05485362,0.02340931,0.00254369,0.20630955
-4.75737869,0.34456069,0.01415305,0.00000000,0.05116693,0.02293811,0.00273316,0.21250011
-4.75137569,0.35427165,0.01362949,0.00000000,0.04828832,0.02277481,0.00296308,0.22103601
-4.74537269,0.36786986,0.01326790,0.00000000,0.04618937,0.02291164,0.00323588,0.23189222
-4.73936968,0.38526639,0.01305659,0.00000000,0.04483479,0.02333840,0.00355399,0.24502917
-4.73336668,0.40635237,0.01298313,0.00000000,0.04418444,0.02404309,0.00391979,0.26039540
-4.72736368,0.43100293,0.01303492,0.00000000,0.04419501,0.02501227,0.00433553,0.27792925
-4.72136068,0.45907939,0.01319953,0.00000000,0.04482143,0.02623148,0.00480325,0.29755947
-4.71535768,0.49042958,0.01346508,0.00000000,0.04601788,0.02768535,0.00532464,0.31920488
-4.70935468,0.52488637,0.01382042,0.00000000,0.04773849,0.02935769,0.00590095,0.34277283
-4.70335168,0.56226460,0.01425525,0.00000000,0.04993765,0.03123144,0.00653280,0.36815694
-4.69734867,0.60235684,0.01476010,0.00000000,0.05257016,0.03328844,0.00722002,0.39523407
-4.69134567,0.64492826,0.01532628,0.00000000,0.05559103,0.03550929,0.00796148,0.42386103
-4.68534267,0.68971145,0.01594569,0.00000000,0.05895522,0.03787302,0.00875494,0.45387119
-4.67933967,0.73640157,0.01661065,0.00000000,0.06261726,0.04035687,0.00959689,0.48507157
-4.67333667,0.78465260,0.01731363,0.00000000,0.06653093,0.04293609,0.01048246,0.51724069
-4.66733367,0.83407536,0.01804700,0.00000000,0.07064900,0.04558379,0.01140536,0.55012763
-4.66133067,0.88423768,0.01880283,0.00000000,0.07492308,0.04827095,0.01235783,0.58345258
-4.65532766,0.93466734,0.01957271,0.00000000,0.07930374,0.05096660,0.01333070,0.61690919
-4.64932466,0.98485790,0.02034759,0.00000000,0.08374084,0.05363806,0.01431351,0.65016882
-4.64332166,1.03427759,0.02111772,0.00000000,0.08818408,0.05625148,0.01529471,0.68288681
-4.63731866,1.08238104,0.02187274,0.00000000,0.09258383,0.05877243,0.01626184,0.71471045
-4.63131566,1.12862350,0.02260171,0.00000000,0.09689215,0.06116670,0.01720192,0.74528860
-4.62531266,1.17247690,0.02329337,0.00000000,0.10106397,0.06340120,0.01810172,0.77428240
-4.61930965,1.21344710,0.02393639,0.00000000,0.10505834,0.06544492,0.01894824,0.80137661
-4.61330665,1.25109114,0.02451969,0.00000000,0.10883971,0.06726992,0.01972906,0.82629088
-4.60730365,1.28503372,0.02503285,0.00000000,0.11237908,0.06885229,0.02043276,0.84879040
-4.60130065,1.31498164,0.02546644,0.00000000,0.11565496,0.07017298,0.02104935,0.86869505
-4.59529765,1.34073530,0.02581245,0.00000000,0.11865412,0.07121858,0.02157057,0.88588659
-4.58929465,1.36219636,0.02606465,0.00000000,0.12137193,0.07198183,0.02199019,0.90031315
-4.58329165,1.37937081,0.02621884,0.00000000,0.12381227,0.07246189,0.02230423,0.91199072
-4.57728864,1.39236713,0.02627313,0.00000000,0.12598711,0.07266442,0.02251107,0.92100130
-4.57128564,1.40138939,0.02622802,0.00000000,0.12791556,0.07260136,0.02261147,0.92748776
-4.56528264,1.40672538,0.02608653,0.00000000,0.12962255,0.07229048,0.02260849,0.93164541
-4.55927964,1.40873057,0.02585406,0.00000000,0.13113723,0.07175462,0.02250728,0.93371089
-4.55327664,1.40780854,0.02553832,0.00000000,0.13249101,0.07102087,0.02231489,0.93394873
-4.54727364,1.40438905,0.02514909,0.00000000,0.13371561,0.07011948,0.02203986,0.93263656
-4.54127064,1.39890517,0.02469795,0.00000000,0.13484099,0.06908281,0.02169185,0.93004971
-4.53526763,1.39177072,0.02419797,0.00000000,0.13589347,0.06794423,0.02128126,0.92644615
-4.52926463,1.38335962,0.02366340,0.00000000,0.13689416,0.06673706,0.02081875,0.92205285
-4.52326163,1.37398837,0.02310938,0.00000000,0.13785774,0.06549371,0.02031487,0.91705430
-4.51725863,1.36390287,0.02255162,0.00000000,0.13879173,0.06424501,0.01977965,0.91158401
-4.51125563,1.35327058,0.02200629,0.00000000,0.13969640,0.06301974,0.01922236,0.90571963
-4.50525263,1.34217833,0.02148979,0.00000000,0.14056519,0.06184451,0.01865120,0.89948196
-4.49924962,1.33063630,0.02101878,0.00000000,0.14138586,0.06074390,0.01807320,0.89283797
-4.49324662,1.31858767,0.02061020,0.00000000,0.14214204,0.05974086,0.01749414,0.88570781
-4.48724362,1.30592357,0.02028139,0.00000000,0.14281538,0.05885745,0.01691861,0.87797515
-4.48124062,1.29250226,0.02005028,0.00000000,0.14338795,0.05811572,0.01635008,0.86950044
-4.47523762,1.27817139,0.01993568,0.00000000,0.14384492,0.05753879,0.01579114,0.86013622
-4.46923462,1.26279190,0.01995751,0.00000000,0.14417716,0.05715202,0.01524368,0.84974341
-4.46323162,1.24626209,0.02013707,0.00000000,0.14438381,0.05698415,0.01470922,0.83820773
-4.45722861,1.22854021,0.02049732,0.00000000,0.14447443,0.05706842,0.01418920,0.82545510
-4.45122561,1.20966428,0.02106302,0.00000000,0.14447071,0.05744351,0.01368524,0.81146521
-4.44522261,1.18976779,0.02186078,0.00000000,0.14440763,0.05815420,0.01319946,0.79628228
-4.43921961,1.16909034,0.02291909,0.00000000,0.14433379,0.05925184,0.01273470,0.78002256
-4.43321661,1.14798257,0.02426806,0.00000000,0.14431116,0.06079434,0.01229471,0.76287797
-4.42721361,1.12690502,0.02593911,0.00000000,0.14441389,0.06284590,0.01188425,0.74511584
-4.42121061,1.10642101,0.02796447,0.00000000,0.14472656,0.06547624,0.01150921,0.72707471
-4.41520760,1.08718397,0.03037651,0.00000000,0.14534168,0.06875951,0.01117656,0.70915657
-4.40920460,1.06991984,0.03320688,0.00000000,0.14635671,0.07277275,0.01089429,0.69181588
-4.40320160,1.05540563,0.03648563,0.00000000,0.14787070,0.07759401,0.01067129,0.67554625
-4.39719860,1.04444518,0.04024011,0.00000000,0.14998069,0.08330021,0.01051718,0.66086527
-4.39119560,1.03784343,0.04449384,0.00000000,0.15277815,0.08996475,0.01044207,0.64829856
-4.38519260,1.03638041,0.04926533,0.00000000,0.15634551,0.09765487,0.01045634,0.63836369
-4.37918959,1.04078629,0.05456696,0.00000000,0.16075297,0.10642906,0.01057036,0.63155488
-4.37318659,1.05171843,0.06040382,0.00000000,0.16605588,0.11633433,0.01079429,0.62832900
-4.36718359,1.06974140,0.06677270,0.00000000,0.17229255,0.12740366,0.01113778,0.62909359
-4.36118059,1.09531070,0.07366123,0.00000000,0.17948282,0.13965350,0.01160976,0.63419721
-4.35517759,1.12876050,0.08104713,0.00000000,0.18762723,0.15308164,0.01221828,0.64392230
-4.34917459,1.17029566,0.08889774,0.00000000,0.19670696,0.16766529,0.01297032,0.65848066
-4.34317159,1.21998793,0.09716975,0.00000000,0.20668437,0.18335959,0.01387166,0.67801141
-4.33716858,1.27777595,0.10580921,0.00000000,0.21750412,0.20009656,0.01492681,0.70258107
-4.33116558,1.34346875,0.11475184,0.00000000,0.22909485,0.21778457,0.01613893,0.73218561
-4.32516258,1.41675194,0.12392356,0.00000000,0.24137121,0.23630834,0.01750980,0.76675368
-4.31915958,1.49719605,0.13324141,0.00000000,0.25423607,0.25552950,0.01903981,0.80615086
-4.31315658,1.58426612,0.14261464,0.00000000,0.26758299,0.27528776,0.02072794,0.85018411
-4.30715358,1.67733214,0.15194611,0.00000000,0.28129862,0.29540268,0.02257175,0.89860630
