energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.63381691,8.73448249,1.16651075,5.40501312,0.04133923,0.20506164,0.46110172,0.73385521,0.04585234,2.48177705
-5.62781391,8.93888345,1.15768989,5.55017386,0.04147583,0.20495970,0.47168727,0.75403658,0.04766091,2.53991184
-5.62181091,9.16216350,1.15933543,5.70236314,0.04176697,0.20723861,0.48593199,0.77539104,0.04959147,2.60195644
-5.61580790,9.40391891,1.17181949,5.86073567,0.04222921,0.21192455,0.50397581,0.79811781,0.05165291,2.66789932
-5.60980490,9.66377803,1.19546518,6.02449322,0.04287755,0.21903866,0.52593909,0.82242552,0.05385548,2.73773880
-5.60380190,9.94138838,1.23052755,6.19289722,0.04372471,0.22859279,0.55191608,0.84852593,0.05621004,2.81147786
-5.59779890,10.23639041,1.27717223,6.36527410,0.04478051,0.24058469,0.58196733,0.87662616,0.05872719,2.88911523
-5.59179590,10.54837814,1.33545242,6.54101275,0.04605112,0.25499272,0.61611126,0.90691962,0.06141622,2.97063259
-5.58579290,10.87684710,1.40528515,6.71955368,0.04753837,0.27177033,0.65431521,0.93957581,0.06428413,3.05597814
-5.57978989,11.22113181,1.48642780,6.90037009,0.04923911,0.29084060,0.69648633,0.97472932,0.06733449,3.14504707
-5.57378689,11.58033557,1.57845603,7.08294192,0.05114466,0.31209115,0.74246279,1.01246847,0.07056646,3.23765975
-5.56778389,11.95325646,1.68074470,7.26672414,0.05324040,0.33536970,0.79200585,1.05282414,0.07397384,3.33353899
-5.56178089,12.33831442,1.79245277,7.45111136,0.05550555,0.36048055,0.84479337,1.09575930,0.07754431,3.43228766
-5.55577789,12.73348453,1.91251397,7.63540118,0.05791311,0.38718248,0.90041535,1.14116001,0.08125885,3.53336849
-5.54977489,13.13624200,2.03963422,7.81875892,0.06043009,0.41518810,0.95837198,1.18882833,0.08509145,3.63608766
-5.54377189,13.54352405,2.17229691,8.00018655,0.06301794,0.44416502,1.01807480,1.23847790,0.08900903,3.73958383
-5.53776888,13.95171354,2.30877689,8.17849849,0.06563324,0.47373898,1.07885123,1.28973257,0.09297180,3.84282430
-5.53176588,14.35664790,2.44716353,8.35230668,0.06822866,0.50349891,1.13995272,1.34212848,0.09693377,3.94460914
-5.52576288,14.75365604,2.58539272,8.52001676,0.07075404,0.53300405,1.20056660,1.39511969,0.10084373,4.04358441
-5.51975988,15.13762402,2.72128742,8.67983690,0.07315777,0.56179270,1.25983139,1.44808756,0.10464638,4.13826446
-5.51375688,15.50308893,2.85260556,8.82979949,0.07538818,0.58939274,1.31685534,1.50035352,0.10828377,4.22706319
-5.50775388,15.84435834,2.97709398,8.96779575,0.07739505,0.61533316,1.37073750,1.55119489,0.11169693,4.30833326
-5.50175088,16.15565136,3.09254637,9.09162213,0.07913114,0.63915650,1.42059070,1.59986328,0.11482756,4.38041192
-5.49574787,16.43125571,3.19686300,9.19903668,0.08055363,0.66043147,1.46556553,1.64560477,0.11761986,4.44167150
-5.48974487,16.66569413,3.28810978,9.28782303,0.08162547,0.67876538,1.50487429,1.68768102,0.12002223,4.49057240
-5.48374187,16.85389272,3.36457412,9.35585911,0.08231651,0.69381569,1.53781397,1.72539061,0.12198896,4.52571593
-5.47773887,16.99134351,3.42481510,9.40118732,0.08260440,0.70530031,1.56378727,1.75808949,0.12348168,4.54589458
-5.47173587,17.07425374,3.46770569,9.42208285,0.08247530,0.71300604,1.58232055,1.78520983,0.12447058,4.55013709
-5.46573287,17.09967485,3.49246507,9.41711701,0.08192418,0.71679481,1.59307813,1.80627647,0.12493539,4.53774617
-5.45972986,17.06560540,3.49867968,9.38521246,0.08095487,0.71660755,1.59587215,1.82092027,0.12486594,4.50832697
-5.45372686,16.97106332,3.48631195,9.32568793,0.07957983,0.71246524,1.59066761,1.82888803,0.12426249,4.46180485
-5.44772386,16.81612456,3.45569652,9.23829053,0.07781958,0.70446749,1.57758237,1.83004842,0.12313559,4.39843180
-5.44172086,16.60192685,3.40752416,9.12321415,0.07570193,0.69278837,1.55688222,1.82439412,0.12150565,4.31878114
-5.43571786,16.33063907,3.34281436,8.98110354,0.07326092,0.67766996,1.52897119,1.81203998,0.11940224,4.22373100
-5.42971486,16.00539826,3.26287796,8.81304406,0.07053571,0.65941384,1.49437775,1.79321755,0.11686302,4.11443757
-5.42371186,15.63021764,3.16927159,8.62053768,0.06756926,0.63837096,1.45373742,1.76826635,0.11393254,3.99229943
-5.41770885,15.20987047,3.06374625,8.40546674,0.06440702,0.61493034,1.40777264,1.73762235,0.11066077,3.85891497
-5.41170585,14.74975480,2.94819221,8.17004685,0.06109560,0.58950715,1.35727091,1.70180418,0.10710163,3.71603476
-5.40570285,14.25574537,2.82458269,7.91677130,0.05768150,0.56253061,1.30306196,1.66139774,0.10331141,3.56551123
-5.39969985,13.73403848,2.69491864,7.64834892,0.05420995,0.53443232,1.24599497,1.61703979,0.09934721,3.40924772
-5.39369685,13.19099573,2.56117665,7.36763813,0.05072388,0.50563528,1.18691668,1.56940106,0.09526550,3.24914900
-5.38769385,12.63299235,2.42526189,7.07757921,0.04726306,0.47654411,1.12665112,1.51916954,0.09112072,3.08707509
-5.38169085,12.06627462,2.28896743,6.78112731,0.04386339,0.44753673,1.06598162,1.46703431,0.08696413,2.92479986
-5.37568784,11.49683085,2.15394102,6.48118826,0.04055642,0.41895765,1.00563554,1.41367048,0.08284278,2.76397563
-5.36968484,10.93027885,2.02165988,6.18055905,0.03736905,0.39111299,0.94627212,1.35972540,0.07879871,2.60610449
-5.36368184,10.37177249,1.89341364,5.88187471,0.03432334,0.36426722,0.88847345,1.30580672,0.07486838,2.45251687
-5.35767884,9.82592867,1.77029536,5.58756280,0.03143661,0.33864165,0.83273877,1.25247216,0.07108231,2.30435734
-5.35167584,9.29677538,1.65319982,5.29980670,0.02872152,0.31441438,0.77948178,1.20022146,0.06746491,2.16257739
-5.34567284,8.78772077,1.54282853,5.02051825,0.02618641,0.29172167,0.72903093,1.14949045,0.06403453,2.02793480
-5.33966983,8.30154246,1.43970020,4.75132020,0.02383563,0.27066035,0.68163211,1.10064730,0.06080370,1.90099876
-5.33366683,7.84039560,1.34416577,4.49353842,0.02166998,0.25129118,0.63745356,1.05399099,0.05777946,1.78216000
-5.32766383,7.40583796,1.25642645,4.24820361,0.01968719,0.23364277,0.59659244,1.00975193,0.05496390,1.67164491
-5.32166083,6.99886970,1.17655397,4.01606184,0.01788242,0.21771590,0.55908263,0.96809456,0.05235471,1.56953278
-5.31565783,6.61998530,1.10451155,3.79759305,0.01624873,0.20348802,0.52490335,0.92912186,0.04994585,1.47577501
-5.30965483,6.26923485,1.04017477,3.59303625,0.01477759,0.19091756,0.49398802,0.89288146,0.04772826,1.39021563
-5.30365183,5.94629170,0.98335140,3.40242012,0.01345930,0.17994816,0.46623325,0.85937318,0.04569057,1.31261198
-5.29764882,5.65052362,0.93379935,3.22559730,0.01228341,0.17051247,0.44150724,0.82855750,0.04381980,1.24265505
-5.29164582,5.38106436,0.89124240,3.06228082,0.01123909,0.16253545,0.41965764,0.80036480,0.04210201,1.17998855
-5.28564282,5.13688296,0.85538302,2.91208078,0.01031544,0.15593716,0.40051847,0.77470478,0.04052296,1.12422641
-5.27963982,4.91684796,0.82591237,2.77453983,0.00950172,0.15063508,0.38391595,0.75147576,0.03906865,1.07496803
-5.27363682,4.71978453,0.80251726,2.64916568,0.00878764,0.14654572,0.36967319,0.73057332,0.03772580,1.03181114
-5.26763382,4.54452228,0.78488416,2.53545938,0.00816341,0.14358577,0.35761375,0.71189796,0.03648223,0.99436192
-5.26163082,4.38993258,0.77270062,2.43293817,0.00761994,0.14167281,0.34756400,0.69536139,0.03532717,0.96224236
-5.25562781,4.25495436,0.76565429,2.34115227,0.00714886,0.14072545,0.33935444,0.68089105,0.03425145,0.93509482
-5.24962481,4.13860809,0.76343008,2.25969490,0.00674257,0.14066330,0.33282015,0.66843278,0.03324763,0.91258401
-5.24362181,4.03999812,0.76570594,2.18820567,0.00639421,0.14140648,0.32780041,0.65795137,0.03230994,0.89439646
-5.23761881,3.95830436,0.77214772,2.12636748,0.00609765,0.14287510,0.32413783,0.64942905,0.03143427,0.88023786
-5.23161581,3.89276444,0.78240385,2.07389762,0.00584743,0.14498858,0.32167716,0.64286203,0.03061796,0.86982872
-5.22561281,3.84264832,0.79610006,2.03053395,0.00563869,0.14766500,0.32026387,0.63825518,0.02985960,0.86289870
-5.21960980,3.80722743,0.81283509,1.99601737,0.00546708,0.15082048,0.31974292,0.63561535,0.02915870,0.85918010
-5.21360680,3.78574074,0.83217740,1.97007193,0.00532866,0.15436877,0.31995775,0.63494359,0.02851541,0.85840108
-5.20760380,3.77736034,0.85366358,1.95238395,0.00521988,0.15822102,0.32074961,0.63622682,0.02793016,0.86027915
-5.20160080,3.78115902,0.87679861,1.94258179,0.00513739,0.16228584,0.32195750,0.63942948,0.02740327,0.86451529
-5.19559780,3.79608224,0.90105815,1.94021751,0.00507806,0.16646956,0.32341867,0.64448574,0.02693469,0.87078929
-5.18959480,3.82092658,0.92589293,1.94475177,0.00503888,0.17067689,0.32496973,0.65129271,0.02652361,0.87875660
-5.18359180,3.85432645,0.95073527,1.95554310,0.00501687,0.17481183,0.32644833,0.65970524,0.02616828,0.88804705
-5.17758879,3.89475027,0.97500747,1.97184228,0.00500912,0.17877883,0.32769537,0.66953272,0.02586575,0.89826562
-5.17158579,3.94050693,0.99813185,1.99279253,0.00501270,0.18248421,0.32855766,0.68053811,0.02561181,0.90899528
-5.16558279,3.98976280,1.01954204,2.01743567,0.00502469,0.18583777,0.32889085,0.69243952,0.02540086,0.91980202
-5.15957979,4.04056879,1.03869527,2.04472418,0.00504218,0.18875449,0.32856243,0.70491431,0.02522605,0.93024174
-5.15357679,4.09089681,1.05508487,2.07353904,0.00506226,0.19115634,0.32745474,0.71760570,0.02507932,0.93986895
-5.14757379,4.13868414,1.06825274,2.10271249,0.00508212,0.19297395,0.32546780,0.73013160,0.02495164,0.94824677
-5.14157079,4.18188402,1.07780124,2.13105510,0.00509898,0.19414837,0.32252173,0.74209547,0.02483323,0.95495790
-5.13556778,4.21852040,1.08340378,2.15738606,0.00511026,0.19463248,0.31855867,0.75309849,0.02471394,0.95961601
-5.12956478,4.24674464,1.08481398,2.18056543,0.00511351,0.19439229,0.31354418,0.76275278,0.02458355,0.96187711
-5.12356178,4.26489164,1.08187278,2.19952736,0.00510654,0.19340791,0.30746787,0.77069486,0.02443215,0.96145027
-5.11755878,4.27153313,1.07451319,2.21331272,0.00508744,0.19167418,0.30034339,0.77659882,0.02425057,0.95810727
-5.11155578,4.26552583,1.06276258,2.22110010,0.00505460,0.18920097,0.29220768,0.78018841,0.02403067,0.95169057
-5.10555278,4.24605227,1.04674224,2.22223380,0.00500676,0.18601307,0.28311957,0.78124769,0.02376570,0.94211937
-5.09954977,4.21265265,1.02666426,2.21624786,0.00494305,0.18214969,0.27315774,0.77962943,0.02345058,0.92939324
-5.09354677,4.16524628,1.00282569,2.20288513,0.00486300,0.17766358,0.26241820,0.77526102,0.02308205,0.91359321
-5.08754377,4.10414138,0.97560029,2.18211059,0.00476653,0.17261984,0.25101132,0.76814748,0.02265885,0.89488009
-5.08154077,4.03003308,0.94542803,2.15411847,0.00465395,0.16709432,0.23905858,0.75837139,0.02218173,0.87349022
-5.07553777,3.94398919,0.91280267,2.11933271,0.00452597,0.16117181,0.22668921,0.74608976,0.02165339,0.84972845
-5.06953477,3.84742437,0.87825786,2.07840089,0.00438365,0.15494398,0.21403668,0.73152788,0.02107838,0.82395889
-5.06353177,3.74206352,0.84235225,2.03218150,0.00422836,0.14850716,0.20123537,0.71497048,0.02046284,0.79659354
-5.05752876,3.62989569,0.80565401,1.98172523,0.00406178,0.14195999,0.18841737,0.69675058,0.01981425,0.76807943
-5.05152576,3.51312013,0.76872538,1.92825062,0.00388580,0.13540108,0.17570954,0.67723649,0.01914110,0.73888451
-5.04552276,3.39408647,0.73210768,1.87311499,0.00370250,0.12892670,0.16323093,0.65681770,0.01845249,0.70948311
-5.03951976,3.27523105,0.69630737,1.81778149,0.00351408,0.12262854,0.15109059,0.63589009,0.01775777,0.68034133
-5.03351676,3.15901174,0.66178347,1.76378322,0.00332285,0.11659169,0.13938573,0.61484134,0.01706613,0.65190308
-5.02751376,3.04784334,0.62893688,1.71268562,0.00313111,0.11089278,0.12820048,0.59403714,0.01638623,0.62457718
-5.02151076,2.94403578,0.59810195,1.66604804,0.00294115,0.10559846,0.11760491,0.57380876,0.01572590,0.59872613
-5.01550775,2.84973687,0.56954032,1.62538565,0.00275522,0.10076415,0.10765458,0.55444255,0.01509180,0.57465684
-5.00950475,2.76688143,0.54343749,1.59213256,0.00257547,0.09643311,0.09839049,0.53617191,0.01448931,0.55261371
-5.00350175,2.69714791,0.51990192,1.56760718,0.00240394,0.09263592,0.08983937,0.51917186,0.01392227,0.53277429
-4.99749875,2.64192367,0.49896673,1.55298035,0.00224259,0.08939028,0.08201429,0.50355652,0.01339304,0.51524748
-4.99149575,2.60227920,0.48059381,1.54924715,0.00209324,0.08670112,0.07491557,0.48937942,0.01290245,0.50007440
-4.98549275,2.57895180,0.46468012,1.55720263,0.00195762,0.08456113,0.06853195,0.47663664,0.01244994,0.48723165
-4.97948974,2.57233821,0.45106575,1.57742207,0.00183741,0.08295148,0.06284184,0.46527242,0.01203374,0.47663684
-4.97348674,2.58249602,0.43954357,1.61024590,0.00173423,0.08184287,0.05781479,0.45518688,0.01165107,0.46815592
-4.96748374,2.60915301,0.42986970,1.65576954,0.00164973,0.08119675,0.05341300,0.44624544,0.01129847,0.46161202
-4.96148074,2.65172353,0.42177469,1.71383822,0.00158559,0.08096669,0.04959288,0.43828936,0.01097208,0.45679532
-4.95547774,2.70933106,0.41497469,1.78404688,0.00154359,0.08109993,0.04630651,0.43114683,0.01066797,0.45347346
-4.94947474,2.78083579,0.40918227,1.86574513,0.00152565,0.08153889,0.04350318,0.42464406,0.01038250,0.45140209
-4.94347174,2.86486629,0.40411655,1.95804716,0.00153387,0.08222279,0.04113071,0.41861584,0.01011260,0.45033499
-4.93746873,2.95985427,0.39951212,2.05984665,0.00157056,0.08308918,0.03913675,0.41291498,0.00985607,0.45003364
-4.93146573,3.06407162,0.39512669,2.16983632,0.00163825,0.08407546,0.03746988,0.40742039,0.00961179,0.45027556
-4.92546273,3.17566878,0.39074713,2.28653207,0.00173973,0.08512025,0.03608061,0.40204332,0.00937996,0.45086146
-4.91945973,3.29271398,0.38619387,2.40830122,0.00187798,0.08616471,0.03492218,0.39673159,0.00916219,0.45162093
-4.91345673,3.41323245,0.38132358,2.53339456,0.00205621,0.08715369,0.03395121,0.39147186,0.00896157,0.45241652
-4.90745373,3.53524528,0.37603028,2.65998147,0.00227776,0.08803671,0.03312819,0.38628970,0.00878270,0.45314621
-4.90145073,3.65680710,0.37024491,2.78618749,0.00254606,0.08876890,0.03241788,0.38124778,0.00863162,0.45374447
-4.89544772,3.77604223,0.36393361,2.91013347,0.00286455,0.08931162,0.03178945,0.37644229,0.00851572,0.45418173
-4.88944472,3.89117869,0.35709484,3.02997535,0.00323656,0.08963306,0.03121660,0.37199790,0.00844358,0.45446274
-4.88344172,4.00057930,0.34975570,3.14394338,0.00366524,0.08970861,0.03067751,0.36806154,0.00842477,0.45462366
-4.87743872,4.10276944,0.34196760,3.25037978,0.00415339,0.08952106,0.03015472,0.36479538,0.00846963,0.45472841
-4.87143572,4.19646075,0.33380159,3.34777361,0.00470334,0.08906067,0.02963495,0.36236937,0.00858902,0.45486416
-4.86543272,4.28057015,0.32534353,3.43479177,0.00531684,0.08832507,0.02910878,0.36095363,0.00879400,0.45513644
-4.85942971,4.35423366,0.31668930,3.51030507,0.00599493,0.08731897,0.02857034,0.36071108,0.00909559,0.45566380
-4.85342671,4.41681451,0.30794028,3.57340860,0.00673778,0.08605376,0.02801696,0.36179056,0.00950444,0.45657235
-4.84742371,4.46790530,0.29919916,3.62343561,0.00754460,0.08454693,0.02744873,0.36432052,0.01003051,0.45799024
-4.84142071,4.50732401,0.29056615,3.65996469,0.00841357,0.08282134,0.02686812,0.36840370,0.01068278,0.46004220
-4.83541771,4.53510395,0.28213577,3.68281990,0.00934170,0.08090442,0.02627951,0.37411267,0.01146889,0.46284425
-4.82941471,4.55147791,0.27399409,3.69206412,0.01032483,0.07882722,0.02568877,0.38148635,0.01239484,0.46649868
-4.82341171,4.55685719,0.26621655,3.68798606,0.01135757,0.07662340,0.02510278,0.39052764,0.01346468,0.47108934
-4.81740870,4.55180599,0.25886628,3.67108154,0.01243329,0.07432814,0.02452906,0.40120188,0.01468021,0.47667732
-4.81140570,4.53701247,0.25199288,3.64202997,0.01354418,0.07197709,0.02397530,0.41343637,0.01604064,0.48329713
-4.80540270,4.51325732,0.24563167,3.60166716,0.01468127,0.06960526,0.02344898,0.42712067,0.01754236,0.49095345
-4.79939970,4.48138127,0.23980337,3.55095557,0.01583454,0.06724599,0.02295701,0.44210768,0.01917870,0.49961846
-4.79339670,4.44225290,0.23451414,3.49095333,0.01699301,0.06493007,0.02250542,0.45821550,0.02093970,0.50923001
-4.78739370,4.39673792,0.22975594,3.42278326,0.01814493,0.06268482,0.02209903,0.47522992,0.02281204,0.51969059
-4.78139070,4.34567141,0.22550725,3.34760300,0.01927790,0.06053347,0.02174129,0.49290759,0.02477891,0.53086722
-4.77538769,4.28983410,0.22173410,3.26657754,0.02037914,0.05849462,0.02143408,0.51097976,0.02682014,0.54259246
-4.76938469,4.22993363,0.21839134,3.18085474,0.02143565,0.05658195,0.02117763,0.52915672,0.02891223,0.55466648
-4.76338169,4.16659177,0.21542420,3.09154488,0.02243451,0.05480404,0.02097049,0.54713274,0.03102872,0.56686039
-4.75737869,4.10033778,0.21277010,2.99970451,0.02336312,0.05316449,0.02080959,0.56459170,0.03314047,0.57892066
-4.75137569,4.03160846,0.21036071,2.90632496,0.02420949,0.05166222,0.02069036,0.58121322,0.03521625,0.59057482
-4.74537269,3.96075446,0.20812411,2.81232547,0.02496255,0.05029189,0.02060697,0.59667938,0.03722331,0.60153822
-4.73936968,3.88805260,0.20598725,2.71855082,0.02561237,0.04904459,0.02055256,0.61068179,0.03912817,0.61152174
-4.73336668,3.81372333,0.20387839,2.62577292,0.02615052,0.04790861,0.02051956,0.62292901,0.04089739,0.62024024
-4.72736368,3.73795229,0.20172968,2.53469587,0.02657026,0.04687034,0.02050013,0.63315409,0.04249854,0.62742156
-4.72136068,3.66091476,0.19947970,2.44596362,0.02686681,0.04591529,0.02048651,0.64112204,0.04390109,0.63281571
-4.71535768,3.58280140,0.19707586,2.36016952,0.02703750,0.04502909,0.02047150,0.64663690,0.04507738,0.63620389
-4.70935468,3.50384391,0.19447672,2.27786673,0.02708196,0.04419854,0.02044886,0.64954827,0.04600350,0.63740702
-4.70335168,3.42433881,0.19165401,2.19957858,0.02700218,0.04341260,0.02041372,0.64975689,0.04666012,0.63629337
-4.69734867,3.34466796,0.18859431,2.12580809,0.02680251,0.04266334,0.02036300,0.64721904,0.04703319,0.63278496
-4.69134567,3.26531453,0.18530037,2.05704579,0.02648965,0.04194674,0.02029569,0.64194952,0.04711450,0.62686242
-4.68534267,3.18687302,0.18179198,1.99377516,0.02607248,0.04126339,0.02021315,0.63402294,0.04690203,0.61856794
-4.67933967,3.11005282,0.17810629,1.93647524,0.02556190,0.04061899,0.02011923,0.62357323,0.04640014,0.60800634
-4.67333667,3.03567457,0.17429765,1.88562011,0.02497058,0.04002473,0.02002040,0.61079127,0.04561948,0.59534386
-4.66733367,2.96465936,0.17043691,1.84167509,0.02431256,0.03949739,0.01992569,0.59592060,0.04457675,0.58080499
-4.66133067,2.89801099,0.16661016,1.80508976,0.02360296,0.03905932,0.01984659,0.57925146,0.04329418,0.56466713
-4.65532766,2.83679186,0.16291703,1.77628811,0.02285751,0.03873813,0.01979681,0.56111310,0.04179886,0.54725351
-4.64932466,2.78209359,0.15946849,1.75565619,0.02209212,0.03856629,0.01979196,0.54186490,0.04012190,0.52892443
-4.64332166,2.73500344,0.15638428,1.74352801,0.02132243,0.03858039,0.01984916,0.52188639,0.03829744,0.51006737
