energy_ev,total_up,In_p_up,In_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.76178864,0.00329691,0.00141944,0.36930712,0.00000000,0.49366329,0.16775578
-5.99399700,0.78726142,0.00310986,0.00145919,0.38452519,0.00000000,0.51513089,0.17107882
-5.98799400,0.81489496,0.00297060,0.00150310,0.40055034,0.00000000,0.53744790,0.17514144
-5.98199100,0.84359134,0.00287291,0.00154899,0.41688371,0.00000000,0.55992311,0.17969353
-5.97598799,0.87226690,0.00281099,0.00159472,0.43303349,0.00000000,0.58187509,0.18448773
-5.96998499,0.89988262,0.00277968,0.00163822,0.44852931,0.00000000,0.60265164,0.18928616
-5.96398199,0.92547305,0.00277457,0.00167753,0.46293622,0.00000000,0.62164856,0.19386675
-5.95797899,0.94817295,0.00279216,0.00171092,0.47586752,0.00000000,0.63832720,0.19802885
-5.95197599,0.96724076,0.00282994,0.00173685,0.48699631,0.00000000,0.65223009,0.20159816
-5.94597299,0.98207804,0.00288656,0.00175406,0.49606498,0.00000000,0.66299408,0.20443059
-5.93996998,0.99224425,0.00296186,0.00176160,0.50289259,0.00000000,0.67036044,0.20641516
-5.93396698,0.99746633,0.00305699,0.00175882,0.50737959,0.00000000,0.67418162,0.20747574
-5.92796398,0.99764271,0.00317448,0.00174540,0.50950985,0.00000000,0.67442421,0.20757159
-5.92196098,0.99284175,0.00331826,0.00172134,0.50934993,0.00000000,0.67116813,0.20669681
-5.91595798,0.98329460,0.00349377,0.00168696,0.50704552,0.00000000,0.66460196,0.20487858
-5.90995498,0.96938296,0.00370792,0.00164286,0.50281539,0.00000000,0.65501470,0.20217450
-5.90395198,0.95162227,0.00396917,0.00158993,0.49694294,0.00000000,0.64278429,0.19866900
-5.89794897,0.93064105,0.00428747,0.00152925,0.48976590,0.00000000,0.62836332,0.19446911
-5.89194597,0.90715737,0.00467429,0.00146209,0.48166452,0.00000000,0.61226255,0.18969969
-5.88594297,0.88195338,0.00514254,0.00138988,0.47304878,0.00000000,0.59503300,0.18449848
-5.87993997,0.85584900,0.00570651,0.00131412,0.46434513,0.00000000,0.57724716,0.17901097
-5.87393697,0.82967570,0.00638177,0.00123635,0.45598322,0.00000000,0.55948022,0.17338552
-5.86793397,0.80425147,0.00718500,0.00115811,0.44838325,0.00000000,0.54229187,0.16776876
-5.86193097,0.78035757,0.00813380,0.00108089,0.44194411,0.00000000,0.52620935,0.16230147
-5.85592796,0.75871799,0.00924647,0.00100610,0.43703289,0.00000000,0.51171230,0.15711505
-5.84992496,0.73998202,0.01054166,0.00093502,0.43397580,0.00000000,0.49921985,0.15232865
-5.84392196,0.72471013,0.01203803,0.00086882,0.43305087,0.00000000,0.48908016,0.14804700
-5.83791896,0.71336357,0.01375383,0.00080847,0.43448231,0.00000000,0.48156283,0.14435886
-5.83191596,0.70629738,0.01570635,0.00075480,0.43843670,0.00000000,0.47685394,0.14133614
-5.82591296,0.70375681,0.01791139,0.00070844,0.44502073,0.00000000,0.47505403,0.13903359
-5.81990995,0.70587677,0.02038262,0.00066988,0.45428059,0.00000000,0.47617865,0.13748887
-5.81390695,0.71268400,0.02313093,0.00063942,0.46620264,0.00000000,0.48016134,0.13672306
-5.80790395,0.72410144,0.02616370,0.00061719,0.48071523,0.00000000,0.48685889,0.13674131
-5.80190095,0.73995449,0.02948411,0.00060321,0.49769157,0.00000000,0.49605838,0.13753381
-5.79589795,0.75997864,0.03309041,0.00059735,0.51695325,0.00000000,0.50748584,0.13907665
-5.78989495,0.78382813,0.03697526,0.00059937,0.53827449,0.00000000,0.52081609,0.14133286
-5.78389195,0.81108533,0.04112517,0.00060895,0.56138669,0.00000000,0.53568341,0.14425333
-5.77788894,0.84127055,0.04551995,0.00062568,0.58598348,0.00000000,0.55169273,0.14777776
-5.77188594,0.87385210,0.05013241,0.00064910,0.61172587,0.00000000,0.56843103,0.15183559
-5.76588294,0.90825651,0.05492816,0.00067867,0.63824775,0.00000000,0.58547851,0.15634694
-5.75987994,0.94387881,0.05986567,0.00071386,0.66516144,0.00000000,0.60241950,0.16122362
-5.75387694,0.98009282,0.06489647,0.00075409,0.69206350,0.00000000,0.61885258,0.16637026
-5.74787394,1.01626156,0.06996576,0.00079876,0.71854064,0.00000000,0.63439989,0.17168555
-5.74187094,1.05174766,0.07501309,0.00084728,0.74417596,0.00000000,0.64871546,0.17706378
-5.73586793,1.08592391,0.07997346,0.00089904,0.76855518,0.00000000,0.66149226,0.18239654
-5.72986493,1.11818386,0.08477863,0.00095344,0.79127326,0.00000000,0.67246806,0.18757466
-5.72386193,1.14795253,0.08935858,0.00100990,0.81194107,0.00000000,0.68142996,0.19249045
-5.71785893,1.17469701,0.09364330,0.00106785,0.83019221,0.00000000,0.68821760,0.19704006
-5.71185593,1.19793696,0.09756463,0.00112674,0.84568986,0.00000000,0.69272507,0.20112613
-5.70585293,1.21725484,0.10105823,0.00118605,0.85813356,0.00000000,0.69490159,0.20466035
-5.69984992,1.23230549,0.10406554,0.00124532,0.86726577,0.00000000,0.69475099,0.20756616
-5.69384692,1.24282494,0.10653576,0.00130411,0.87287806,0.00000000,0.69233014,0.20978127
-5.68784392,1.24863816,0.10842762,0.00136207,0.87481668,0.00000000,0.68774646,0.21125994
-5.68184092,1.24966525,0.10971102,0.00141891,0.87298735,0.00000000,0.68115449,0.21197503
-5.67583792,1.24592594,0.11036835,0.00147440,0.86735905,0.00000000,0.67275172,0.21191950
-5.66983492,1.23754202,0.11039552,0.00152844,0.85796661,0.00000000,0.66277382,0.21110748
-5.66383192,1.22473738,0.10980262,0.00158099,0.84491185,0.00000000,0.65148918,0.20957468
-5.65782891,1.20783544,0.10861407,0.00163214,0.82836323,0.00000000,0.63919298,0.20737824
-5.65182591,1.18725395,0.10686846,0.00168207,0.80855374,0.00000000,0.62620080,0.20459576
-5.64582291,1.16349693,0.10461782,0.00173107,0.78577721,0.00000000,0.61284180,0.20132379
-5.63981991,1.13714394,0.10192657,0.00177953,0.76038277,0.00000000,0.59945155,0.19767560
-5.63381691,1.10883672,0.09886997,0.00182792,0.73276777,0.00000000,0.58636460,0.19377832
-5.62781391,1.07926358,0.09553229,0.00187678,0.70336923,0.00000000,0.57390683,0.18976957
-5.62181091,1.04914183,0.09200462,0.00192671,0.67265402,0.00000000,0.56238768,0.18579372
-5.61580790,1.01919884,0.08838250,0.00197833,0.64110803,0.00000000,0.55209249,0.18199768
-5.60980490,0.99015212,0.08476334,0.00203227,0.60922474,0.00000000,0.54327497,0.17852662
-5.60380190,0.96268923,0.08124386,0.00208910,0.57749350,0.00000000,0.53615006,0.17551959
-5.59779890,0.93744811,0.07791742,0.00214933,0.54638787,0.00000000,0.53088753,0.17310521
-5.59179590,0.91499848,0.07487155,0.00221338,0.51635450,0.00000000,0.52760621,0.17139760
-5.58579290,0.89582503,0.07218559,0.00228151,0.48780279,0.00000000,0.52636950,0.17049265
-5.57978989,0.88031303,0.06992862,0.00235383,0.46109585,0.00000000,0.52718207,0.17046481
-5.57378689,0.86873693,0.06815764,0.00243023,0.43654284,0.00000000,0.52998813,0.17136452
-5.56778389,0.86125229,0.06691615,0.00251039,0.41439318,0.00000000,0.53467140,0.17321624
-5.56178089,0.85789167,0.06623316,0.00259378,0.39483257,0.00000000,0.54105689,0.17601742
-5.55577789,0.85856436,0.06612256,0.00267959,0.37798109,0.00000000,0.54891459,0.17973821
-5.54977489,0.86306033,0.06658304,0.00276682,0.36389334,0.00000000,0.55796497,0.18432211
-5.54377189,0.87105806,0.06759835,0.00285420,0.35256062,0.00000000,0.56788639,0.18968749
-5.53776888,0.88213623,0.06913813,0.00294030,0.34391491,0.00000000,0.57832397,0.19572999
-5.53176588,0.89578878,0.07115909,0.00302352,0.33783464,0.00000000,0.58889989,0.20232566
-5.52576288,0.91144272,0.07360659,0.00310211,0.33415187,0.00000000,0.59922477,0.20933481
-5.51975988,0.92847826,0.07641654,0.00317427,0.33266055,0.00000000,0.60890955,0.21660651
-5.51375688,0.94625029,0.07951763,0.00323818,0.33312570,0.00000000,0.61757768,0.22398335
-5.50775388,0.96411048,0.08283365,0.00329206,0.33529284,0.00000000,0.62487706,0.23130658
-5.50175088,0.98142917,0.08628600,0.00333421,0.33889762,0.00000000,0.63049114,0.23842118
-5.49574787,0.99761602,0.08979617,0.00336312,0.34367503,0.00000000,0.63414902,0.24518081
-5.48974487,1.01213889,0.09328814,0.00337748,0.34936791,0.00000000,0.63563385,0.25145237
-5.48374187,1.02453988,0.09669065,0.00337623,0.35573447,0.00000000,0.63478939,0.25712001
-5.47773887,1.03444821,0.09993912,0.00335864,0.36255455,0.00000000,0.63152444,0.26208842
-5.47173587,1.04158926,0.10297737,0.00332431,0.36963442,0.00000000,0.62581496,0.26628520
-5.46573287,1.04578968,0.10575880,0.00327319,0.37680997,0.00000000,0.61770383,0.26966236
-5.45972986,1.04697842,0.10824733,0.00320558,0.38394843,0.00000000,0.60729835,0.27219682
-5.45372686,1.04518379,0.11041768,0.00312217,0.39094843,0.00000000,0.59476576,0.27388983
-5.44772386,1.04052699,0.11225546,0.00302395,0.39773878,0.00000000,0.58032680,0.27476562
-5.44172086,1.03321262,0.11375664,0.00291226,0.40427618,0.00000000,0.56424796,0.27486918
-5.43571786,1.02351675,0.11492684,0.00278867,0.41054197,0.00000000,0.54683267,0.27426340
-5.42971486,1.01177350,0.11578026,0.00265500,0.41653847,0.00000000,0.52841195,0.27302584
-5.42371186,0.99836081,0.11633843,0.00251323,0.42228519,0.00000000,0.50933494,0.27124516
-5.41770885,0.98368641,0.11662892,0.00236546,0.42781515,0.00000000,0.48995983,0.26901764
-5.41170585,0.96817459,0.11668391,0.00221382,0.43317178,0.00000000,0.47064549,0.26644386
-5.40570285,0.95225453,0.11653898,0.00206046,0.43840652,0.00000000,0.45174418,0.26362577
-5.39969985,0.93635077,0.11623194,0.00190747,0.44357732,0.00000000,0.43359553,0.26066421
-5.39369685,0.92087591,0.11580183,0.00175682,0.44874807,0.00000000,0.41652191,0.25765714
-5.38769385,0.90622583,0.11528825,0.00161036,0.45398895,0.00000000,0.40082520,0.25469844
-5.38169085,0.89277722,0.11473076,0.00146974,0.45937754,0.00000000,0.38678488,0.25187730
-5.37568784,0.88088702,0.11416857,0.00133642,0.46500038,0.00000000,0.37465711,0.24927827
-5.36968484,0.87089343,0.11364037,0.00121163,0.47095473,0.00000000,0.36467476,0.24698155
-5.36368184,0.86311764,0.11318415,0.00109639,0.47735014,0.00000000,0.35704775,0.24506366
-5.35767884,0.85786570,0.11283721,0.00099149,0.48430937,0.00000000,0.35196364,0.24359808
-5.35167584,0.85542983,0.11263596,0.00089748,0.49196842,0.00000000,0.34958784,0.24265581
-5.34567284,0.85608838,0.11261566,0.00081475,0.50047524,0.00000000,0.35006340,0.24230560
-5.33966983,0.86010409,0.11281000,0.00074344,0.50998692,0.00000000,0.35350983,0.24261379
-5.33366683,0.86772019,0.11325044,0.00068358,0.52066535,0.00000000,0.36002112,0.24364353
-5.32766383,0.87915417,0.11396526,0.00063502,0.53267119,0.00000000,0.36966263,0.24545352
-5.32166083,0.89458953,0.11497854,0.00059748,0.54615660,0.00000000,0.38246715,0.24809611
-5.31565783,0.91416561,0.11630880,0.00057060,0.56125670,0.00000000,0.39843016,0.25161503
-5.30965483,0.93796637,0.11796767,0.00055392,0.57808057,0.00000000,0.41750479,0.25604272
-5.30365183,0.96600865,0.11995844,0.00054694,0.59670206,0.00000000,0.43959666,0.26139764
-5.29764882,0.99823105,0.12227479,0.00054909,0.61715121,0.00000000,0.46455931,0.26768160
-5.29164582,1.03448421,0.12489968,0.00055980,0.63940675,0.00000000,0.49219056,0.27487749
-5.28564282,1.07452368,0.12780457,0.00057848,0.66339046,0.00000000,0.52223033,0.28294763
-5.27963982,1.11800605,0.13094905,0.00060454,0.68896384,0.00000000,0.55436041,0.29183285
-5.27363682,1.16448922,0.13428101,0.00063741,0.71592740,0.00000000,0.58820652,0.30145254
-5.26763382,1.21343715,0.13773729,0.00067655,0.74402306,0.00000000,0.62334289,0.31170581
-5.26163082,1.26422931,0.14124502,0.00072144,0.77293946,0.00000000,0.65929941,0.32247367
-5.25562781,1.31617474,0.14472337,0.00077162,0.80232025,0.00000000,0.69557132,0.33362221
-5.24962481,1.36853016,0.14808590,0.00082667,0.83177488,0.00000000,0.73163122,0.34500670
-5.24362181,1.42052139,0.15124328,0.00088620,0.86089143,0.00000000,0.76694281,0.35647631
-5.23761881,1.47136707,0.15410629,0.00094991,0.88925078,0.00000000,0.80097602,0.36787923
-5.23161581,1.52030333,0.15658896,0.00101750,0.91644132,0.00000000,0.83322260,0.37906782
-5.22561281,1.56660826,0.15861165,0.00108875,0.94207339,0.00000000,0.86321163,0.38990360
-5.21960980,1.60962450,0.16010400,0.00116345,0.96579257,0.00000000,0.89052395,0.40026148
-5.21360680,1.64877895,0.16100750,0.00124142,0.98729097,0.00000000,0.91480490,0.41003332
-5.20760380,1.68359825,0.16127758,0.00132247,1.00631606,0.00000000,0.93577457,0.41913022
-5.20160080,1.71371934,0.16088509,0.00140641,1.02267634,0.00000000,0.95323502,0.42748369
-5.19559780,1.73889432,0.15981717,0.00149302,1.03624365,0.00000000,0.96707410,0.43504538
-5.18959480,1.75898974,0.15807738,0.00158200,1.04695214,0.00000000,0.97726560,0.44178563
-5.18359180,1.77398025,0.15568518,0.00167300,1.05479396,0.00000000,0.98386576,0.44769082
-5.17758879,1.78393729,0.15267469,0.00176557,1.05981214,0.00000000,0.98700637,0.45275986
-5.17158579,1.78901379,0.14909298,0.00185913,1.06209133,0.00000000,0.98688485,0.45699999
-5.16558279,1.78942593,0.14499791,0.00195299,1.06174700,0.00000000,0.98375194,0.46042235
-5.15957979,1.78543340,0.14045557,0.00204634,1.05891403,0.00000000,0.97789763,0.46303763
-5.15357679,1.77731947,0.13553769,0.00213823,1.05373554,0.00000000,0.96963636,0.46485222
-5.14757379,1.76537239,0.13031899,0.00222759,1.04635283,0.00000000,0.95929206,0.46586515
-5.14157079,1.74986932,0.12487464,0.00231324,1.03689698,0.00000000,0.94718411,0.46606609
-5.13556778,1.73106380,0.11927805,0.00239394,1.02548296,0.00000000,0.93361484,0.46543464
