energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,1.25739108,0.10339762,0.08659810,0.01363515,0.32638430,0.01995175,0.44897674,0.37210486,0.23693947
-5.99399700,1.36605987,0.11424045,0.09713413,0.01527301,0.33503033,0.02269873,0.50671118,0.38539352,0.24736510
-5.98799400,1.49266503,0.12656530,0.10884027,0.01706951,0.34741782,0.02578307,0.57157406,0.40792349,0.26059749
-5.98199100,1.63708925,0.14047536,0.12175500,0.01900834,0.36349687,0.02919707,0.64364309,0.43926281,0.27658558
-5.97598799,1.79907903,0.15606185,0.13589952,0.02106958,0.38323236,0.03292773,0.72290379,0.47902831,0.29527902
-5.96998499,1.97819868,0.17339839,0.15127450,0.02322960,0.40659099,0.03695611,0.80923296,0.52687237,0.31662003
-5.96398199,2.17378715,0.19253544,0.16785712,0.02546123,0.43352755,0.04125686,0.90238436,0.58246792,0.34053508
-5.95797899,2.38492040,0.21349494,0.18559876,0.02773399,0.46397110,0.04579793,1.00197733,0.64549268,0.36692689
-5.95197599,2.61038172,0.23626554,0.20442338,0.03001449,0.49781197,0.05054053,1.10748927,0.71561333,0.39566730
-5.94597299,2.84864234,0.26079860,0.22422674,0.03226705,0.53489010,0.05543928,1.21825248,0.79247057,0.42659139
-5.93996998,3.09785392,0.28700517,0.24487665,0.03445440,0.57498544,0.06044265,1.33345613,0.87566550,0.45949321
-5.93396698,3.35585445,0.31475427,0.26621417,0.03653856,0.61781103,0.06549368,1.45215338,0.96474814,0.49412351
-5.92796398,3.62018784,0.34387246,0.28805599,0.03848180,0.66300902,0.07053097,1.57327396,1.05920826,0.53018954
-5.92196098,3.88813759,0.37414492,0.31019769,0.04024765,0.71015010,0.07548983,1.69564189,1.15846900,0.56735714
-5.91595798,4.15677357,0.40531816,0.33241803,0.04180196,0.75873640,0.08030379,1.81799793,1.26188349,0.60525517
-5.90995498,4.42301072,0.43710413,0.35448406,0.04311396,0.80820787,0.08490613,1.93902628,1.36873449,0.64348199
-5.90395198,4.68367783,0.46918581,0.37615672,0.04415716,0.85795200,0.08923166,2.05738434,1.47823714,0.68161411
-5.89794897,4.93559379,0.50122410,0.39719699,0.04491026,0.90731651,0.09321845,2.17173491,1.58954472,0.71921641
-5.89194597,5.17564861,0.53286568,0.41737206,0.04535779,0.95562460,0.09680969,2.28077939,1.70175733,0.75585378
-5.88594297,5.40088608,0.56375161,0.43646143,0.04549065,1.00219215,0.09995532,2.38329085,1.81393325,0.79110365
-5.87993997,5.60858487,0.59352641,0.45426260,0.04530637,1.04634608,0.10261375,2.47814594,1.92510272,0.82456896
-5.87393697,5.79633485,0.62184712,0.47059618,0.04480920,1.08744330,0.10475320,2.56435429,2.03428383,0.85589108
-5.86793397,5.96210586,0.64839210,0.48531009,0.04400994,1.12488926,0.10635302,2.64108458,2.14050024,0.88476203
-5.86193097,6.10430606,0.67286914,0.49828280,0.04292552,1.15815537,0.10740455,2.70768630,2.24280029,0.91093577
-5.85592796,6.22182807,0.69502265,0.50942540,0.04157844,1.18679460,0.10791186,2.76370669,2.34027699,0.93423778
-5.84992496,6.31408095,0.71463953,0.51868255,0.03999597,1.21045449,0.10789213,2.80890238,2.43208865,0.95457282
-5.84392196,6.38100753,0.73155368,0.52603227,0.03820927,1.22888712,0.10737563,2.84324555,2.51747938,0.97193035
-5.83791896,6.42308632,0.74564891,0.53148460,0.03625234,1.24195558,0.10640557,2.86692463,2.59579914,0.98638757
-5.83191596,6.44131867,0.75686021,0.53507936,0.03416101,1.24963671,0.10503744,2.88033980,2.66652260,0.99810970
-5.82591296,6.43720186,0.76517352,0.53688318,0.03197184,1.25202009,0.10333824,2.88409361,2.72926634,1.00734778
-5.81990995,6.41268940,0.77062401,0.53698590,0.02972112,1.24930335,0.10138531,2.87897721,2.78380360,1.01443375
-5.81390695,6.37014034,0.77329300,0.53549676,0.02744387,1.24178409,0.09926499,2.86595275,2.83007607,1.01977317
-5.80790395,6.31225942,0.77330395,0.53254042,0.02517305,1.22984885,0.09707099,2.84613245,2.86820198,1.02383573
-5.80190095,6.24202993,0.77081749,0.52825316,0.02293884,1.21395961,0.09490256,2.82075498,2.89847988,1.02714371
-5.79589795,6.16264151,0.76602595,0.52277933,0.02076807,1.19463853,0.09286253,2.79115946,2.92138755,1.03025890
-5.78989495,6.07741445,0.75914763,0.51626831,0.01868382,1.17245137,0.09105509,2.75875770,2.93757554,1.03376813
-5.78389195,5.98972241,0.75042085,0.50887191,0.01670519,1.14799055,0.08958348,2.72500477,2.94785491,1.03826783
-5.77788894,5.90291489,0.74009821,0.50074234,0.01484726,1.12185811,0.08854756,2.69136839,2.95317910,1.04434787
-5.77188594,5.82024059,0.72844100,0.49203069,0.01312108,1.09464946,0.08804124,2.65929732,2.95461967,1.05257511
-5.76588294,5.74477298,0.71571401,0.48288580,0.01153390,1.06693814,0.08814996,2.63018888,2.95333649,1.06347683
-5.75987994,5.67933863,0.70218058,0.47345342,0.01008941,1.03926208,0.08894806,2.60535605,2.95054246,1.07752444
-5.75387694,5.62644943,0.68809811,0.46387555,0.00878814,1.01211168,0.09049629,2.58599449,2.94746391,1.09511770
-5.74787394,5.58823935,0.67371378,0.45428974,0.00762785,0.98591975,0.09283939,2.57314987,2.94529746,1.11656985
-5.74187094,5.56640691,0.65926063,0.44482823,0.00660394,0.96105350,0.09600391,2.56768642,2.94516496,1.14209383
-5.73586793,5.56216426,0.64495383,0.43561681,0.00570994,0.93780861,0.09999636,2.57025725,2.94806788,1.17179018
-5.72986493,5.57619448,0.63098706,0.42677333,0.00493791,0.91640527,0.10480166,2.58127775,2.95484312,1.20563676
-5.72386193,5.60861841,0.61752918,0.41840579,0.00427887,0.89698617,0.11038212,2.60090296,2.96612212,1.24348100
-5.71785893,5.65897281,0.60472107,0.41061004,0.00372318,0.87961637,0.11667708,2.62901032,2.98229528,1.28503480
-5.71185593,5.72620160,0.59267275,0.40346728,0.00326085,0.86428488,0.12360301,2.66518901,3.00348363,1.32987287
-5.70585293,5.80866186,0.58146085,0.39704125,0.00288188,0.85090798,0.13105456,2.70873697,3.02951944,1.37743465
-5.69984992,5.90414609,0.57112677,0.39137557,0.00257643,0.83933405,0.13890617,2.75866688,3.05993732,1.42703025
-5.69384692,6.00992182,0.56167535,0.38649126,0.00233509,0.82934991,0.14701456,2.81372153,3.09397681,1.47785074
-5.68784392,6.12278913,0.55307458,0.38238472,0.00214898,0.82068859,0.15522194,2.87239924,3.13059713,1.52898271
-5.68184092,6.23915582,0.54525626,0.37902637,0.00200989,0.81303831,0.16335987,2.93298925,3.16850402,1.57942718
-5.67583792,6.35512940,0.53811783,0.37636022,0.00191035,0.80605261,0.17125375,2.99361640,3.20618820,1.62812257
-5.66983492,6.46662371,0.53152541,0.37430443,0.00184372,0.79936144,0.17872770,3.05229427,3.24197415,1.67397109
-5.66383192,6.56947761,0.52531820,0.37275302,0.00180418,0.79258293,0.18560980,3.10698504,3.27407761,1.71586810
-5.65782891,6.65958178,0.51931387,0.37157875,0.00178676,0.78533554,0.19173732,3.15566417,3.30066939,1.75273323
-5.65182591,6.73300937,0.51331521,0.37063712,0.00178736,0.77725036,0.19696191,3.19638737,3.31994299,1.78354247
-5.64582291,6.78614534,0.50711747,0.36977138,0.00180271,0.76798303,0.20115439,3.22735729,3.33018300,1.80735981
-5.63981991,6.81580946,0.50051639,0.36881836,0.00183036,0.75722502,0.20420907,3.24698694,3.32983126,1.82336723
-5.63381691,6.81936735,0.49331635,0.36761488,0.00186865,0.74471383,0.20604724,3.25395722,3.31754793,1.83089185
-5.62781391,6.79482490,0.48533855,0.36600442,0.00191669,0.73024167,0.20661982,3.24726579,3.29226458,1.82942888
-5.62181091,6.74090147,0.47642863,0.36384375,0.00197423,0.71366237,0.20590896,3.22626498,3.25322704,1.81865954
-5.61580790,6.65707840,0.46646347,0.36100913,0.00204172,0.69489625,0.20392852,3.19068703,3.20002616,1.79846292
-5.60980490,6.54362046,0.45535694,0.35740185,0.00212011,0.67393265,0.20072344,3.14065533,3.13261519,1.76892133
-5.60380190,6.40156907,0.44306414,0.35295277,0.00221084,0.65083026,0.19636797,3.07668109,3.05131331,1.73031883
-5.59779890,6.23270740,0.42958414,0.34762553,0.00231574,0.62571500,0.19096286,2.99964565,2.95679540,1.68313306
-5.59179590,6.03949902,0.41496108,0.34141847,0.00243687,0.59877586,0.18463165,2.91076909,2.85006892,1.62802064
-5.58579290,5.82500280,0.39928345,0.33436496,0.00257644,0.57025873,0.17751624,2.81156689,2.73243929,1.56579689
-5.57978989,5.59276801,0.38268194,0.32653222,0.00273663,0.54045865,0.16977183,2.70379636,2.60546566,1.49741080
-5.57378689,5.34671440,0.36532571,0.31801873,0.00291953,0.50971086,0.16156166,2.58939556,2.47090958,1.42391637
-5.56778389,5.09100274,0.34741745,0.30895025,0.00312692,0.47838100,0.15305154,2.47041745,2.33067883,1.34644156
-5.56178089,4.82990137,0.32918759,0.29947485,0.00336018,0.44685505,0.14440454,2.34896209,2.18676931,1.26615620
-5.55577789,4.56765470,0.31088773,0.28975702,0.00362012,0.41552925,0.13577609,2.22710998,2.04120735,1.18424027
-5.54977489,4.30835877,0.29278381,0.27997133,0.00390691,0.38480063,0.12730949,2.10685920,1.89599491,1.10185355
-5.54377189,4.05584897,0.27514923,0.27029587,0.00421995,0.35505819,0.11913220,1.99006886,1.75305963,1.02010805
-5.53776888,3.81360376,0.25825819,0.26090579,0.00455783,0.32667526,0.11135288,1.87841090,1.61421137,0.94004386
-5.53176588,3.58466746,0.24237947,0.25196725,0.00491823,0.30000300,0.10405933,1.77333172,1.48110633,0.86260920
-5.52576288,3.37159407,0.22777086,0.24363214,0.00529798,0.27536525,0.09731731,1.67602474,1.35521945,0.78864510
-5.51975988,3.17641300,0.21467428,0.23603351,0.00569303,0.25305460,0.09117028,1.58741428,1.23782522,0.71887485
-5.51375688,3.00061631,0.20331167,0.22928224,0.00609856,0.23332969,0.08563997,1.50815050,1.12998662,0.65389816
-5.50775388,2.84516632,0.19388162,0.22346463,0.00650905,0.21641346,0.08072774,1.43861491,1.03255145,0.59418972
-5.50175088,2.71052133,0.18655664,0.21864123,0.00691843,0.20249224,0.07641652,1.37893522,0.94615518,0.54010178
-5.49574787,2.59667665,0.18148108,0.21484672,0.00732024,0.19171545,0.07267340,1.32900804,0.87122908,0.49187000
-5.48974487,2.50321754,0.17876937,0.21209073,0.00770781,0.18419557,0.06945246,1.28852782,0.80801225,0.44962207
-5.48374187,2.42938054,0.17850474,0.21035945,0.00807450,0.18000828,0.06669794,1.25701999,0.75656645,0.41338816
-5.47773887,2.37411937,0.18073804,0.20961794,0.00841387,0.17919257,0.06434744,1.23387645,0.71679224,0.38311270
-5.47173587,2.33617199,0.18548675,0.20981286,0.00871992,0.18175059,0.06233509,1.21839166,0.68844560,0.35866662
-5.46573287,2.31412561,0.19273411,0.21087533,0.00898726,0.18764744,0.06059453,1.20979740,0.67115394,0.33985956
-5.45972986,2.30647695,0.20242839,0.21272406,0.00921133,0.19681057,0.05906165,1.20729508,0.66443108,0.32645157
-5.45372686,2.31168567,0.21448226,0.21526818,0.00938852,0.20912924,0.05767687,1.21008421,0.66769064,0.31816381
-5.44772386,2.32821960,0.22877262,0.21841003,0.00951629,0.22445387,0.05638709,1.21738641,0.68025798,0.31468820
-5.44172086,2.35459107,0.24514082,0.22204758,0.00959327,0.24259572,0.05514715,1.22846454,0.70138060,0.31569572
-5.43571786,2.38938421,0.26339352,0.22607666,0.00961924,0.26332700,0.05392072,1.24263681,0.73023757,0.32084347
-5.42971486,2.43127398,0.28330453,0.23039278,0.00959521,0.28638168,0.05268086,1.25928618,0.76594825,0.32978050
-5.42371186,2.47903779,0.30461760,0.23489291,0.00952328,0.31145732,0.05141002,1.27786568,0.80758108,0.34215270
-5.41770885,2.53156133,0.32705047,0.23947694,0.00940661,0.33821791,0.05009969,1.29790025,0.85416288,0.35760680
-5.41170585,2.58784024,0.35030033,0.24404928,0.00924931,0.36629820,0.04874971,1.31898605,0.90468923,0.37579380
-5.40570285,2.64697922,0.37405053,0.24852034,0.00905627,0.39530920,0.04736731,1.34078819,0.95813637,0.39637213
-5.39969985,2.70819047,0.39797877,0.25280829,0.00883306,0.42484517,0.04596594,1.36303778,1.01347480,0.41901048
-5.39369685,2.77079266,0.42176631,0.25684093,0.00858571,0.45449181,0.04456405,1.38552905,1.06968481,0.44339080
-5.38769385,2.83421154,0.44510833,0.26055776,0.00832065,0.48383542,0.04318371,1.40811721,1.12577351,0.46921124
-5.38169085,2.89798302,0.46772476,0.26391230,0.00804449,0.51247289,0.04184939,1.43071748,1.18079332,0.49618923
-5.37568784,2.96175862,0.48937142,0.26687449,0.00776396,0.54002197,0.04058678,1.45330547,1.23386103,0.52406461
-5.36968484,3.02531323,0.50985086,0.26943309,0.00748577,0.56613149,0.03942168,1.47591886,1.28417698,0.55260261
-5.36368184,3.08855438,0.52902241,0.27159796,0.00721657,0.59049107,0.03837924,1.49866001,1.33104333,0.58159669
-5.35767884,3.15153191,0.54681101,0.27340205,0.00696289,0.61283975,0.03748316,1.52169912,1.37388058,0.61087085
-5.35167584,3.21444671,0.56321410,0.27490284,0.00673113,0.63297330,0.03675536,1.54527726,1.41224152,0.64028129
-5.34567284,3.27765705,0.57830643,0.27618312,0.00652753,0.65074957,0.03621562,1.56970840,1.44582159,0.66971718
-5.33966983,3.34168091,0.59224203,0.27735093,0.00635821,0.66609178,0.03588154,1.59537987,1.47446526,0.69910041
-5.33366683,3.40719303,0.60525342,0.27853843,0.00622917,0.67898953,0.03576861,1.62275039,1.49816759,0.72838402
-5.32766383,3.47501539,0.61764773,0.27989975,0.00614632,0.68949725,0.03589039,1.65234497,1.51707093,0.75754939
-5.32166083,3.54610034,0.62979966,0.28160762,0.00611550,0.69773043,0.03625879,1.68474639,1.53145665,0.78660213
-5.31565783,3.62150614,0.64214155,0.28384893,0.00614245,0.70385951,0.03688436,1.72058289,1.54173205,0.81556671
-5.30965483,3.70236476,0.65515072,0.28681923,0.00623283,0.70810190,0.03777655,1.76051194,1.54841304,0.84448007
-5.30365183,3.78984279,0.66933441,0.29071641,0.00639215,0.71071243,0.03894396,1.80520059,1.55210312,0.87338443
-5.29764882,3.88509645,0.68521294,0.29573361,0.00662570,0.71197258,0.04039444,1.85530255,1.55346971,0.90231961
-5.29164582,3.98922231,0.70330146,0.30205188,0.00693847,0.71217925,0.04213512,1.91143299,1.55321872,0.93131533
-5.28564282,4.10320556,0.72409111,0.30983265,0.00733498,0.71163333,0.04417224,1.97414181,1.55206843,0.96038383
-5.27963982,4.22786830,0.74803003,0.31921049,0.00781919,0.71062869,0.04651090,2.04388661,1.55072387,0.98951336
-5.27363682,4.36381995,0.77550513,0.33028647,0.00839430,0.70944215,0.04915461,2.12100639,1.54985278,1.01866290
-5.26763382,4.51141241,0.80682495,0.34312239,0.00906257,0.70832474,0.05210470,2.20569733,1.55006400,1.04775852
-5.26163082,4.67070230,0.84220459,0.35773623,0.00982520,0.70749463,0.05535972,2.29799188,1.55188928,1.07669175
-5.25562781,4.84142233,0.88175287,0.37409901,0.01068210,0.70713201,0.05891459,2.39774222,1.55576910,1.10532017
-5.24962481,5.02296353,0.92546247,0.39213337,0.01163181,0.70737603,0.06275996,2.50460908,1.56204288,1.13347029
-5.24362181,5.21436985,0.97320332,0.41171379,0.01267138,0.70832386,0.06688134,2.61805679,1.57094398,1.16094278
-5.23761881,5.41434560,1.02471950,0.43266861,0.01379630,0.71003169,0.07125854,2.73735501,1.58259929,1.18751981
-5.23161581,5.62127623,1.07962991,0.45478388,0.01500050,0.71251770,0.07586506,2.86158733,1.59703329,1.21297423
-5.22561281,5.83326167,1.13743271,0.47780862,0.01627641,0.71576641,0.08066774,2.98966677,1.61417608,1.23708013
-5.21960980,6.04816132,1.19751350,0.50146168,0.01761500,0.71973443,0.08562666,3.12035782,1.63387481,1.25962427
-5.21360680,6.26364907,1.25915711,0.52543954,0.01900601,0.72435686,0.09069518,3.25230410,1.65590764,1.28041762
-5.20760380,6.47727593,1.32156263,0.54942500,0.02043810,0.72955418,0.09582041,3.38406101,1.67999958,1.29930656
-5.20160080,6.68653803,1.38386144,0.57309625,0.02189909,0.73523899,0.10094383,3.51413189,1.70583902,1.31618272
-5.19559780,6.88894686,1.44513760,0.59613600,0.02337627,0.74132240,0.10600229,3.64100647,1.73309428,1.33099116
-5.18959480,7.08209891,1.50445006,0.61824020,0.02485666,0.74771944,0.11092921,3.76320005,1.76142926,1.34373606
-5.18359180,7.26374191,1.56085610,0.63912612,0.02632732,0.75435341,0.11565602,3.87929205,1.79051740,1.35448367
-5.17758879,7.43183474,1.61343506,0.65853927,0.02777560,0.76115881,0.12011384,3.98796223,1.82005349,1.36336212
-5.17158579,7.58459888,1.66131185,0.67625910,0.02918944,0.76808279,0.12423516,4.08802352,1.84976276,1.37055813
-5.16558279,7.72055944,1.70367927,0.69210308,0.03055756,0.77508506,0.12795571,4.17845012,1.87940730,1.37631075
-5.15957979,7.83857457,1.73981843,0.70592917,0.03186963,0.78213637,0.13121620,4.25840009,1.90878955,1.38090226
-5.15357679,7.93785258,1.76911663,0.71763659,0.03311640,0.78921576,0.13396403,4.32723183,1.93775339,1.38464709
-5.14757379,8.01795691,1.79108198,0.72716490,0.03428976,0.79630683,0.13615480,4.38451415,1.96618304,1.38787906
-5.14157079,8.07879955,1.80535435,0.73449163,0.03538274,0.80339345,0.13775361,4.43003006,1.99400048,1.39093797
-5.13556778,8.12062433,1.81171229,0.73962853,0.03638948,0.81045518,0.13873611,4.46377448,2.02116202,1.39415620
-5.12956478,8.14398163,1.81007566,0.74261684,0.03730517,0.81746302,0.13908911,4.48594661,2.04765475,1.39784622
-5.12356178,8.14969676,1.80050407,0.74352178,0.03812592,0.82437578,0.13881096,4.49693775,2.07349366,1.40228967
-5.11755878,8.13883402,1.78319117,0.74242669,0.03884866,0.83113741,0.13791152,4.49731542,2.09871992,1.40772876
-5.11155578,8.11265887,1.75845531,0.73942710,0.03947102,0.83767574,0.13641171,4.48780486,2.12340090,1.41436024
-5.10555278,8.07260008,1.72672684,0.73462511,0.03999121,0.84390274,0.13434283,4.46926894,2.14763208,1.42233234
-5.09954977,8.02021370,1.68853289,0.72812435,0.04040795,0.84971641,0.13174552,4.44268714,2.17154097,1.43174463
-5.09354677,7.95715008,1.64448018,0.72002583,0.04072041,0.85500431,0.12866845,4.40913470,2.19529278,1.44265060
-5.08754377,7.88512484,1.59523669,0.71042478,0.04092818,0.85964855,0.12516687,4.36976212,2.21909721,1.45506249
-5.08154077,7.80589404,1.54151299,0.69940864,0.04103131,0.86353198,0.12130104,4.32577562,2.24321579,1.46895790
-5.07553777,7.72123318,1.48404390,0.68705630,0.04103034,0.86654519,0.11713459,4.27841845,2.26796865,1.48428722
-5.06953477,7.63291964,1.42357118,0.67343841,0.04092640,0.86859386,0.11273290,4.22895314,2.29373976,1.50098143
-5.06353177,7.54271711,1.36082790,0.65861886,0.04072129,0.86960596,0.10816159,4.17864422,2.32097951,1.51895914
-5.05752876,7.45236111,1.29652470,0.64265702,0.04041759,0.86953826,0.10348514,4.12874126,2.35020341,1.53813241
-5.05152576,7.36354394,1.23133854,0.62561071,0.04001877,0.86838162,0.09876572,4.08046151,2.38198617,1.55841062
-5.04552276,7.27789797,1.16590380,0.60753960,0.03952928,0.86616465,0.09406223,4.03497204,2.41695023,1.57970202
-5.03951976,7.19697608,1.10080591,0.58850864,0.03895460,0.86295536,0.08942956,3.99337083,2.45574849,1.60191287
-5.03351676,7.12222871,1.03657731,0.56859149,0.03830124,0.85886050,0.08491816,3.95666676,2.49904112,1.62494399
-5.02751376,7.05497707,0.97369551,0.54787344,0.03757674,0.85402256,0.08057381,3.92575859,2.54746682,1.64868532
-5.02151076,6.99638309,0.91258290,0.52645381,0.03678959,0.84861451,0.07643757,3.90141314,2.60160942,1.67300874
-5.01550775,6.94741667,0.85360805,0.50444748,0.03594908,0.84283229,0.07254599,3.88424334,2.66196108,1.69776004
-5.00950475,6.90882188,0.79708789,0.48198556,0.03506513,0.83688562,0.06893142,3.87468690,2.72888368,1.72275081
-5.00350175,6.88108380,0.74329065,0.45921507,0.03414808,0.83098748,0.06562235,3.87298664,2.80257037,1.74775113
-4.99749875,6.86439815,0.69243900,0.43629757,0.03320840,0.82534282,0.06264384,3.87917375,2.88300963,1.77248407
-4.99149575,6.85864622,0.64471320,0.41340696,0.03225644,0.82013720,0.06001796,3.89305514,2.96995393,1.79662278
-4.98549275,6.86337750,0.60025399,0.39072636,0.03130212,0.81552600,0.05776410,3.91420624,3.06289541,1.81979087
-4.97948974,6.87780213,0.55916511,0.36844438,0.03035466,0.81162485,0.05589917,3.94197047,3.16105076,1.84156662
-4.97348674,6.90079526,0.52151533,0.34675087,0.02942226,0.80850190,0.05443775,3.97546621,3.26335687,1.86149137
-4.96748374,6.93091473,0.48734003,0.32583239,0.02851196,0.80617252,0.05339198,4.01360220,3.36847897,1.87908186
-4.96148074,6.96643274,0.45664234,0.30586768,0.02762934,0.80459663,0.05277134,4.05510145,3.47483168,1.89384654
-4.95547774,7.00538175,0.42939399,0.28702317,0.02677849,0.80367919,0.05258229,4.09853375,3.58061352,1.90530496
-4.94947474,7.04561365,0.40553605,0.26944901,0.02596185,0.80327369,0.05282774,4.14235610,3.68385400,1.91300974
-4.94347174,7.08487074,0.38497956,0.25327549,0.02518029,0.80318871,0.05350646,4.18496007,3.78247225,1.91656985
-4.93746873,7.12086606,0.36760647,0.23861030,0.02443313,0.80319719,0.05461239,4.22472458,3.87434507,1.91567412
-4.93146573,7.15137002,0.35327075,0.22553649,0.02371829,0.80304801,0.05613401,4.26007215,3.95738187,1.91011372
-4.92546273,7.17429980,0.34179999,0.21411137,0.02303251,0.80247939,0.05805373,4.28952646,4.02960329,1.89980231
-4.91945973,7.18780728,0.33299757,0.20436635,0.02237158,0.80123327,0.06034738,4.31176873,4.08922001,1.88479257
-4.91345673,7.19036163,0.32664537,0.19630763,0.02173066,0.79907007,0.06298397,4.32569038,4.13470804,1.86528806
-4.90745373,7.18082214,0.32250700,0.18991781,0.02110455,0.79578296,0.06592554,4.33043946,4.16487664,1.84164948
-4.90145073,7.15849774,0.32033175,0.18515832,0.02048810,0.79121094,0.06912744,4.32545856,4.17892545,1.81439456
-4.89544772,7.12318963,0.31985890,0.18197247,0.01987643,0.78524985,0.07253879,4.31051202,4.17648762,1.78419135
-4.88944472,7.07521456,0.32082249,0.18028909,0.01926533,0.77786091,0.07610336,4.28570114,4.15765646,1.75184454
-4.88344172,7.01540699,0.32295635,0.18002658,0.01865146,0.76907611,0.07976066,4.25146594,4.12299365,1.71827538
-4.87743872,6.94509923,0.32599921,0.18109719,0.01803255,0.75900020,0.08344746,4.20857340,4.07351840,1.68449538
-4.87143572,6.86607996,0.32969985,0.18341136,0.01740763,0.74780907,0.08709943,4.15809203,4.01067725,1.65157494
-4.86543272,6.78053241,0.33382190,0.18688191,0.01677702,0.73574467,0.09065307,4.10135378,3.93629582,1.62060775
-4.85942971,6.69095443,0.33814837,0.19142802,0.01614243,0.72310646,0.09404772,4.03990469,3.85251418,1.59267257
-4.85342671,6.60006380,0.34248555,0.19697865,0.01550684,0.71024004,0.09722758,3.97544621,3.76170886,1.56879353
-4.84742371,6.51069262,0.34666624,0.20347539,0.01487445,0.69752327,0.10014367,3.90976976,3.66640479,1.54990090
-4.84142071,6.42567526,0.35055212,0.21087455,0.01425046,0.68535071,0.10275566,3.84468712,3.56918127,1.53679370
-4.83541771,6.34773480,0.35403521,0.21914835,0.01364088,0.67411706,0.10503334,3.78195985,3.47257625,1.53010587
-4.82941471,6.27937272,0.35703835,0.22828515,0.01305226,0.66420035,0.10695780,3.72323058,3.37899326,1.53027737
-4.82341171,6.22276660,0.35951460,0.23828868,0.01249144,0.65594578,0.10852210,3.66995925,3.29061521,1.53753167
-4.81740870,6.17968023,0.36144565,0.24917616,0.01196527,0.64965086,0.10973151,3.62336681,3.20932899,1.55186052
-4.81140570,6.15138980,0.36283930,0.26097548,0.01148030,0.64555263,0.11060315,3.58438895,3.13666392,1.57301689
-4.80540270,6.13862917,0.36372598,0.27372143,0.01104258,0.64381745,0.11116515,3.55364145,3.07374679,1.60051644
-4.79939970,6.14155628,0.36415466,0.28745100,0.01065737,0.64453382,0.11145518,3.53139854,3.02127490,1.63364768
-4.79339670,6.15974182,0.36418801,0.30219818,0.01032899,0.64770849,0.11151867,3.51758503,2.97950804,1.67149045
-4.78739370,6.19218018,0.36389738,0.31798813,0.01006061,0.65326596,0.11140646,3.51178208,2.94827891,1.71294214
-4.78139070,6.23732185,0.36335748,0.33483127,0.00985419,0.66105135,0.11117231,3.51324617,2.92702103,1.75675067
-4.77538769,6.29312536,0.36264117,0.35271734,0.00971034,0.67083635,0.11087012,3.52094009,2.91481207,1.80155288
-4.76938469,6.35712631,0.36181458,0.37160985,0.00962834,0.68232790,0.11055120,3.53357432,2.91042993,1.84591701
-4.76338169,6.42652011,0.36093272,0.39144123,0.00960613,0.69517917,0.11026156,3.54965677,2.91241832,1.88838732
-4.75737869,6.49825480,0.36003579,0.41210886,0.00964034,0.70900222,0.11003952,3.56754863,2.91915843,1.92752940
-4.75137569,6.56912998,0.35914643,0.43347242,0.00972636,0.72338170,0.10991361,3.58552367,2.92894282,1.96197416
-4.74537269,6.63589787,0.35826788,0.45535265,0.00985848,0.73788899,0.10990095,3.60182870,2.94004812,1.99045904
-4.73936968,6.69536255,0.35738335,0.47753181,0.01002998,0.75209614,0.11000628,3.61474257,2.95080297,2.01186467
-4.73336668,6.74447377,0.35645636,0.49975593,0.01023331,0.76558899,0.11022143,3.62263151,2.95964846,2.02524594
-4.72736368,6.78041234,0.35543227,0.52173882,0.01046019,0.77797894,0.11052562,3.62399890,2.96518861,2.02985627
-4.72136068,6.80066426,0.35424072,0.54316786,0.01070189,0.78891312,0.11088626,3.61752787,2.96622917,2.02516453
-4.71535768,6.80308189,0.35279901,0.56371144,0.01094933,0.79808233,0.11126040,3.60211542,2.96180384,2.01086417
-4.70935468,6.78593061,0.35101607,0.58302775,0.01119332,0.80522696,0.11159667,3.57689747,2.95118770,1.98687464
-4.70335168,6.74792059,0.34879696,0.60077458,0.01142474,0.81014050,0.11183770,3.54126451,2.93389818,1.95333532
-4.69734867,6.68822351,0.34604764,0.61661986,0.01163476,0.81267087,0.11192273,3.49486786,2.90968486,1.91059280
-4.69134567,6.60647491,0.34267969,0.63025238,0.01181504,0.81271974,0.11179048,3.43761712,2.87850971,1.85918212
-4.68534267,6.50276312,0.33861482,0.64139223,0.01195790,0.81023999,0.11138201,3.36966964,2.84051966,1.79980329
-4.67933967,6.37760635,0.33378895,0.64980055,0.01205654,0.80523169,0.11064346,3.29141294,2.79601408,1.73329409
-4.67333667,6.23191963,0.32815565,0.65528804,0.01210515,0.79773700,0.10952850,3.20344153,2.74540930,1.66060062
-4.66733367,6.06697344,0.32168872,0.65772190,0.01209911,0.78783433,0.10800050,3.10652917,2.68920271,1.58274662
-4.66133067,5.88434614,0.31438402,0.65703076,0.01203506,0.77563206,0.10603414,3.00159824,2.62793844,1.50080295
-4.65532766,5.68587216,0.30626015,0.65320753,0.01191103,0.76126234,0.10361655,2.88968737,2.56217657,1.41585821
-4.64932466,5.47358773,0.29735835,0.64630979,0.01172641,0.74487517,0.10074789,2.77191858,2.49246715,1.32899151
-4.64332166,5.24967620,0.28774137,0.63645801,0.01148205,0.72663298,0.09744130,2.64946519,2.41933025,1.24124799
-4.63731866,5.01641421,0.27749154,0.62383140,0.01118013,0.70670593,0.09372235,2.52352126,2.34324213,1.15361785
