energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.84992496,6.59543459,0.03389627,0.85929403,2.74033959,2.28590028,0.04955758,2.84483465,1.47618145,0.66708004
-5.84392196,6.45921616,0.03236202,0.84531325,2.69268333,2.23643374,0.04800349,2.78026202,1.45221051,0.64490823
-5.83791896,6.32697652,0.03083572,0.83155932,2.64397001,2.18936826,0.04650563,2.71700963,1.42798763,0.62393893
-5.83191596,6.19885330,0.02933270,0.81809659,2.59434648,2.14479179,0.04506395,2.65513966,1.40349242,0.60421984
-5.82591296,6.07474470,0.02786651,0.80495368,2.54390985,2.10268586,0.04367695,2.59463222,1.37865843,0.58575664
-5.81990995,5.95434835,0.02644867,0.79212662,2.49271434,2.06294121,0.04234193,2.53540204,1.35337932,0.56851703
-5.81390695,5.83721133,0.02508852,0.77958381,2.44078180,2.02537808,0.04105535,2.47731879,1.32751755,0.55243618
-5.80790395,5.72278906,0.02379319,0.76727261,2.38811517,1.98977021,0.03981322,2.42023036,1.30091506,0.53742332
-5.80190095,5.61050999,0.02256768,0.75512715,2.33471417,1.95587130,0.03861155,2.36398760,1.27340554,0.52336909
-5.79589795,5.49984280,0.02141500,0.74307686,2.28059212,1.92344262,0.03744681,2.30846945,1.24482747,0.51015343
-5.78989495,5.39036231,0.02033640,0.73105534,2.22579304,1.89228027,0.03631632,2.25360691,1.21503748,0.49765340
-5.78389195,5.28181069,0.01933164,0.71900891,2.17040758,1.86224057,0.03521872,2.19940468,1.18392305,0.48575077
-5.77788894,5.17415017,0.01839936,0.70690438,2.11458696,1.83326225,0.03415431,2.14595897,1.15141408,0.47433881
-5.77188594,5.06760437,0.01753737,0.69473563,2.05855378,1.80538404,0.03312533,2.09347055,1.11749258,0.46332829
-5.76588294,4.96268558,0.01674299,0.68252839,2.00260896,1.77875665,0.03213614,2.04225216,1.08219997,0.45265201
-5.75987994,4.86020605,0.01601340,0.67034315,1.94713406,1.75364837,0.03119334,1.99272960,1.04564157,0.44226817
-5.75387694,4.76127249,0.01534583,0.65827582,1.89258882,1.73044373,0.03030572,1.94543636,1.00798817,0.43216205
-5.74787394,4.66726342,0.01473785,0.64645616,1.83950381,1.70963520,0.02948415,1.90100181,0.96947431,0.42234634
-5.74187094,4.57979017,0.01418752,0.63504400,1.78846836,1.69180816,0.02874130,1.86013335,0.93039367,0.41285992
-5.73586793,4.50064324,0.01369341,0.62422339,1.74011439,1.67761967,0.02809127,1.82359330,0.89109167,0.40376543
-5.72986493,4.43172622,0.01325471,0.61419516,1.69509675,1.66777198,0.02754918,1.79217145,0.85195553,0.39514572
-5.72386193,4.37498026,0.01287118,0.60516795,1.65407119,1.66298205,0.02713059,1.76665460,0.81340260,0.38709939
-5.71785893,4.33230272,0.01254300,0.59734857,1.61767083,1.66394827,0.02685096,1.74779421,0.77586720,0.37973579
-5.71185593,4.30546339,0.01227072,0.59093193,1.58648248,1.67131608,0.02672496,1.73627394,0.73978679,0.37316972
-5.70585293,4.29602241,0.01205508,0.58609110,1.56102370,1.68564395,0.02676591,1.73267814,0.70558808,0.36751601
-5.69984992,4.30525338,0.01189680,0.58296819,1.54172200,1.70737135,0.02698511,1.73746301,0.67367359,0.36288435
-5.69384692,4.33407517,0.01179643,0.58166631,1.52889676,1.73679008,0.02739129,1.75093143,0.64440927,0.35937447
-5.68784392,4.38299538,0.01175417,0.58224313,1.52274508,1.77402040,0.02799008,1.77321268,0.61811371,0.35707198
-5.68184092,4.45206794,0.01176971,0.58470639,1.52333187,1.81899289,0.02878359,1.80424786,0.59504916,0.35604476
-5.67583792,4.54086668,0.01184211,0.58901142,1.53058463,1.87143705,0.02977008,1.84378165,0.57541480,0.35634021
-5.66983492,4.64847575,0.01196972,0.59506098,1.54429327,1.93087701,0.03094374,1.89136068,0.55934227,0.35798326
-5.66383192,4.77349762,0.01215012,0.60270727,1.56411456,1.99663467,0.03229463,1.94633874,0.54689362,0.36097511
-5.65782891,4.91407792,0.01238011,0.61175600,1.58958135,2.06784030,0.03380871,2.00788841,0.53806148,0.36529278
-5.65182591,5.06794644,0.01265578,0.62197235,1.62011571,2.14344998,0.03546802,2.07501900,0.53277150,0.37088925
-5.64582291,5.23247240,0.01297254,0.63308851,1.65504568,2.22226950,0.03725104,2.14659983,0.53088663,0.37769423
-5.63981991,5.40473201,0.01332529,0.64481239,1.69362470,2.30298372,0.03913308,2.22138818,0.53221313,0.38561550
-5.63381691,5.58158561,0.01370850,0.65683707,1.73505299,2.38419021,0.04108684,2.29806099,0.53650780,0.39454053
-5.62781391,5.75976158,0.01411643,0.66885067,1.77850002,2.46443616,0.04308307,2.37524886,0.54348637,0.40433869
-5.62181091,5.93594382,0.01454327,0.68054598,1.82312703,2.54225701,0.04509127,2.45157159,0.55283232,0.41486353
-5.61580790,6.10685972,0.01498335,0.69162971,1.86810899,2.61621550,0.04708041,2.52567357,0.56420615,0.42595547
-5.60980490,6.26936542,0.01543127,0.70183070,1.91265497,2.68493972,0.04901975,2.59625820,0.57725446,0.43744465
-5.60380190,6.42052536,0.01588214,0.71090700,1.95602622,2.74715889,0.05087959,2.66211982,0.59161882,0.44915383
-5.59779890,6.55768357,0.01633163,0.71865149,1.99755156,2.80173562,0.05263194,2.72217225,0.60694390,0.46090152
-5.59179590,6.67852420,0.01677615,0.72489581,2.03663922,2.84769356,0.05425125,2.77547301,0.62288485,0.47250505
-5.58579290,6.78111963,0.01721294,0.72951266,2.07278523,2.88423971,0.05571492,2.82124229,0.63911361,0.48378375
-5.57978989,6.86396481,0.01764004,0.73241642,2.10557781,2.91078067,0.05700378,2.85887634,0.65532418,0.49456191
-5.57378689,6.92599709,0.01805639,0.73356212,2.13469810,2.92693259,0.05810240,2.88795474,0.67123669,0.50467175
-5.56778389,6.96660162,0.01846172,0.73294309,2.15991719,2.93252460,0.05899933,2.90824173,0.68660023,0.51395614
-5.56178089,6.98560286,0.01885652,0.73058734,2.18108993,2.92759608,0.05968712,2.91968165,0.70119463,0.52227106
-5.55577789,6.98324325,0.01924191,0.72655312,2.19814614,2.91238810,0.06016227,2.92238899,0.71483120,0.52948776
-5.54977489,6.96015098,0.01961953,0.72092379,2.21107959,2.88732983,0.06042503,2.91663381,0.72735255,0.53549453
-5.54377189,6.91729883,0.01999132,0.71380254,2.21993585,2.85302062,0.06047912,2.90282345,0.73863166,0.54019818
-5.53776888,6.85595662,0.02035939,0.70530706,2.22479959,2.81020902,0.06033136,2.88148149,0.74857043,0.54352498
-5.53176588,6.77763994,0.02072579,0.69556456,2.22578226,2.75976963,0.05999118,2.85322524,0.75709793,0.54542132
-5.52576288,6.68405775,0.02109235,0.68470739,2.22301095,2.70267898,0.05947024,2.81874279,0.76416831,0.54585387
-5.51975988,6.57706155,0.02146047,0.67286945,2.21661910,2.63999162,0.05878185,2.77877096,0.76975890,0.54480951
-5.51375688,6.45859824,0.02183098,0.66018346,2.20673964,2.57281726,0.05794060,2.73407497,0.77386822,0.54229489
-5.50775388,6.33066855,0.02220399,0.64677922,2.19350098,2.50229983,0.05696188,2.68543077,0.77651434,0.53833572
-5.50175088,6.19529242,0.02257885,0.63278278,2.17702600,2.42959915,0.05586156,2.63361065,0.77773335,0.53297591
-5.49574787,6.05448205,0.02295402,0.61831655,2.15743410,2.35587547,0.05465567,2.57937244,0.77757814,0.52627652
-5.48974487,5.91022266,0.02332715,0.60350008,2.13484584,2.28227712,0.05336016,2.52345243,0.77611730,0.51831459
-5.48374187,5.76446062,0.02369512,0.58845140,2.10939001,2.20993111,0.05199082,2.46656180,0.77343413,0.50918193
-5.47773887,5.61909773,0.02405411,0.57328864,2.08121216,2.13993630,0.05056310,2.40938598,0.76962563,0.49898376
-5.47173587,5.47599033,0.02439981,0.55813181,2.05048401,2.07335862,0.04909215,2.35258654,0.76480135,0.48783736
-5.46573287,5.33695130,0.02472757,0.54310429,2.01741280,2.01122778,0.04759280,2.29680447,0.75908203,0.47587060
-5.45972986,5.20375309,0.02503266,0.52833407,1.98224968,1.95453445,0.04607962,2.24266420,0.75259782,0.46322040
-5.45372686,5.07812964,0.02531052,0.51395433,1.94529627,1.90422736,0.04456693,2.19077727,0.74548624,0.45003115
-5.44772386,4.96177552,0.02555698,0.50010331,1.90690873,1.86120944,0.04306884,2.14174487,0.73788971,0.43645293
-5.44172086,4.85634064,0.02576855,0.48692343,1.86749863,1.82633238,0.04159926,2.09615850,0.72995270,0.42263977
-5.43571786,4.76341948,0.02594260,0.47455956,1.82753035,1.80038922,0.04017187,2.05459816,0.72181877,0.40874769
-5.42971486,4.68453420,0.02607756,0.46315651,1.78751482,1.78410454,0.03880001,2.01762781,0.71362736,0.39493280
-5.42371186,4.62111161,0.02617307,0.45285587,1.74799968,1.77812238,0.03749662,1.98578792,0.70551080,0.38134931
-5.41770885,4.57445457,0.02622999,0.44379226,1.70955622,1.78299196,0.03627399,1.95958546,0.69759151,0.36814758
-5.41170585,4.54570876,0.02625046,0.43608935,1.67276363,1.79915177,0.03514362,1.93948155,0.68997971,0.35547227
-5.40570285,4.53582654,0.02623781,0.42985558,1.63819134,1.82691255,0.03411592,1.92587760,0.68277165,0.34346059
-5.39969985,4.54552961,0.02619638,0.42518018,1.60638026,1.86644018,0.03320001,1.91910055,0.67604873,0.33224073
-5.39369685,4.57527262,0.02613137,0.42212929,1.57782386,1.91773928,0.03240345,1.91938824,0.66987731,0.32193057
-5.38769385,4.62521010,0.02604853,0.42074278,1.55295008,1.98063871,0.03173196,1.92687580,0.66430937,0.31263655
-5.38169085,4.69516855,0.02595387,0.42103164,1.53210498,2.05477996,0.03118924,1.94158392,0.65938392,0.30445289
-5.37568784,4.78462594,0.02585337,0.42297620,1.51553888,2.13960931,0.03077679,1.96340992,0.65512898,0.29746095
-5.36968484,4.89270012,0.02575258,0.42652528,1.50339574,2.23437491,0.03049375,1.99212223,0.65156395,0.29172896
-5.36368184,5.01814731,0.02565635,0.43159624,1.49570625,2.33812909,0.03033688,2.02735877,0.64870217,0.28731177
-5.35767884,5.15937149,0.02556851,0.43807596,1.49238494,2.44973663,0.03030051,2.06862954,0.64655329,0.28425090
-5.35167584,5.31444489,0.02549166,0.44582275,1.49323136,2.56788898,0.03037665,2.11532349,0.64512528,0.28257449
-5.34567284,5.48113915,0.02542697,0.45466893,1.49793530,2.69112443,0.03055508,2.16671937,0.64442588,0.28229743
-5.33966983,5.65696634,0.02537410,0.46442423,1.50608575,2.81785367,0.03082355,2.22200036,0.64446312,0.28342138
-5.33366683,5.83922857,0.02533114,0.47487964,1.51718311,2.94639016,0.03116807,2.28027166,0.64524504,0.28593475
-5.32766383,6.02507443,0.02529471,0.48581175,1.53065414,3.07498439,0.03157312,2.34058057,0.64677830,0.28981263
-5.32166083,6.21156030,0.02526008,0.49698730,1.54586896,3.20186069,0.03202209,2.40193802,0.64906606,0.29501666
-5.31565783,6.39571439,0.02522135,0.50816793,1.56215944,3.32525559,0.03249757,2.46334079,0.65210502,0.30149496
-5.30965483,6.57460132,0.02517179,0.51911501,1.57883821,3.44345607,0.03298180,2.52379360,0.65588200,0.30918198
-5.30365183,6.74538506,0.02510404,0.52959431,1.59521763,3.55483662,0.03345702,2.58233017,0.66037034,0.31799865
-5.29764882,6.90538836,0.02501057,0.53938062,1.61062812,3.65789357,0.03390592,2.63803259,0.66552650,0.32785264
-5.29164582,7.05214672,0.02488391,0.54826212,1.62443522,3.75127581,0.03431203,2.69004845,0.67128720,0.33863900
-5.28564282,7.18345584,0.02471707,0.55604450,1.63605496,3.83381066,0.03466012,2.73760537,0.67756745,0.35024118
-5.27963982,7.29741119,0.02450383,0.56255481,1.64496725,3.90452450,0.03493653,2.78002260,0.68425984,0.36253258
-5.27363682,7.39243937,0.02423898,0.56764487,1.65072689,3.96265749,0.03512957,2.81671967,0.69123531,0.37537859
-5.26763382,7.46732074,0.02391862,0.57119443,1.65297222,4.00767245,0.03522978,2.84722223,0.69834545,0.38863918
-5.26163082,7.52120369,0.02354027,0.57311381,1.65143131,4.03925784,0.03523022,2.87116525,0.70542657,0.40217197
-5.25562781,7.55361069,0.02310300,0.57334617,1.64592571,4.05732548,0.03512667,2.88829390,0.71230522,0.41583579
-5.24962481,7.56443701,0.02260746,0.57186919,1.63637193,4.06200327,0.03491786,2.89846254,0.71880505,0.42949448
-5.24362181,7.55394263,0.02205591,0.56869630,1.62278080,4.05362403,0.03460551,2.90163214,0.72475474,0.44302090
-5.23761881,7.52273843,0.02145209,0.56387724,1.60525487,4.03271091,0.03419446,2.89786657,0.72999649,0.45630084
-5.23161581,7.47176727,0.02080115,0.55749800,1.58398424,3.99996045,0.03369264,2.88732807,0.73439459,0.46923669
-5.22561281,7.40228087,0.02010944,0.54968009,1.55924075,3.95622394,0.03311101,2.87027207,0.73784362,0.48175067
-5.21960980,7.31581310,0.01938436,0.54057907,1.53137115,3.90248781,0.03246348,2.84704159,0.74027573,0.49378723
-5.21360680,7.21415006,0.01863412,0.53038232,1.50078904,3.83985358,0.03176665,2.81806116,0.74166647,0.50531468
-5.20760380,7.09929748,0.01786750,0.51930612,1.46796613,3.76951770,0.03103962,2.78383029,0.74203888,0.51632565
-5.20160080,6.97344540,0.01709365,0.50759196,1.43342273,3.69275155,0.03030367,2.74491626,0.74146535,0.52683641
-5.19559780,6.83893050,0.01632182,0.49550217,1.39771776,3.61088168,0.02958186,2.70194609,0.74006725,0.53688497
-5.18959480,6.69819596,0.01556113,0.48331502,1.36143833,3.52527008,0.02889863,2.65559752,0.73801211,0.54652800
-5.18359180,6.55374904,0.01482039,0.47131922,1.32518902,3.43729455,0.02827932,2.60658872,0.73550855,0.55583656
-5.17758879,6.40811661,0.01410788,0.45980806,1.28958107,3.34832882,0.02774961,2.55566677,0.73279911,0.56489103
-5.17158579,6.26379889,0.01343115,0.44907329,1.25522134,3.25972240,0.02733499,2.50359466,0.73015131,0.57377532
-5.16558279,6.12322202,0.01279693,0.43939887,1.22270150,3.17277997,0.02706018,2.45113717,0.72784740,0.58257063
-5.15957979,5.98869022,0.01221092,0.43105480,1.19258723,3.08874056,0.02694844,2.39904563,0.72617328,0.59134931
-5.15357679,5.86233852,0.01167777,0.42429105,1.16540783,3.00875639,0.02702103,2.34804205,0.72540718,0.60016890
-5.14757379,5.74608726,0.01120093,0.41933195,1.14164624,2.93387209,0.02729654,2.29880299,0.72580854,0.60906694
-5.14157079,5.64159968,0.01078265,0.41637095,1.12172968,2.86500448,0.02779028,2.25194383,0.72760770,0.61805676
-5.13556778,5.55024417,0.01042395,0.41556611,1.10602107,2.80292373,0.02851374,2.20800402,0.73099678,0.62712455
-5.12956478,5.47306252,0.01012460,0.41703616,1.09481139,2.74823656,0.02947405,2.16743399,0.73612220,0.63622795
-5.12356178,5.41074554,0.00988323,0.42085752,1.08831323,2.70137228,0.03067351,2.13058431,0.74307898,0.64529631
-5.11755878,5.36361742,0.00969732,0.42706204,1.08665549,2.66257235,0.03210927,2.09769776,0.75190716,0.65423259
-5.11155578,5.33162959,0.00956336,0.43563580,1.08987968,2.63188429,0.03377303,2.06890469,0.76259023,0.66291694
-5.10555278,5.31436484,0.00947693,0.44651873,1.09793772,2.60916044,0.03565090,2.04422200,0.77505557,0.67121169
-5.09954977,5.31105187,0.00943289,0.45960526,1.11069145,2.59406194,0.03772341,2.02355592,0.78917676,0.67896770
-5.09354677,5.32059015,0.00942550,0.47474589,1.12791393,2.58606826,0.03996565,2.00670859,0.80477760,0.68603143
-5.08754377,5.34158448,0.00944866,0.49174968,1.14929267,2.58449207,0.04234760,1.99338817,0.82163739,0.69225274
-5.08154077,5.37238825,0.00949606,0.51038764,1.17443467,2.58849935,0.04483454,1.98322210,0.83949741,0.69749267
-5.07553777,5.41115407,0.00956140,0.53039698,1.20287339,2.59713407,0.04738772,1.97577306,0.85806807,0.70163105
-5.06953477,5.45589017,0.00963864,0.55148613,1.23407756,2.60934687,0.04996517,1.97055685,0.87703662,0.70457326
-5.06353177,5.50452059,0.00972216,0.57334050,1.26746168,2.62402667,0.05252256,1.96706157,0.89607501,0.70625613
-5.05752876,5.55494734,0.00980695,0.59562886,1.30239816,2.64003436,0.05501431,1.96476724,0.91484781,0.70665226
-5.05152576,5.60511232,0.00988887,0.61801023,1.33823080,2.65623723,0.05739471,1.96316508,0.93301987,0.70577296
-5.04552276,5.65305717,0.00996472,0.64014120,1.37428941,2.67154325,0.05961915,1.96177577,0.95026370,0.70366928
-5.03951976,5.69697902,0.01003246,0.66168343,1.40990522,2.68493375,0.06164535,1.96016590,0.96626645,0.70043140
-5.03351676,5.73528060,0.01009132,0.68231129,1.44442666,2.69549376,0.06343457,1.95796209,0.98073633,0.69618626
-5.02751376,5.76661320,0.01014187,0.70171931,1.47723525,2.70243879,0.06495285,1.95486244,0.99340858,0.69109354
-5.02151076,5.78991129,0.01018612,0.71962933,1.50776093,2.70513743,0.06617203,1.95064477,1.00405081,0.68534038
-5.01550775,5.80441815,0.01022752,0.73579706,1.53549658,2.70312905,0.06707074,1.94517172,1.01246775,0.67913488
-5.00950475,5.80970176,0.01027102,0.75001790,1.56001099,2.69613607,0.06763517,1.93839253,1.01850538,0.67269888
-5.00350175,5.80566093,0.01032302,0.76213168,1.58096010,2.68407069,0.06785969,1.93034172,1.02205423,0.66626027
-4.99749875,5.79252170,0.01039131,0.77202631,1.59809580,2.66703589,0.06774715,1.92113485,1.02305198,0.66004507
-4.99149575,5.77082438,0.01048502,0.77963998,1.61127219,2.64532069,0.06730907,1.91096174,1.02148512,0.65426991
-4.98549275,5.74140196,0.01061451,0.78496191,1.62044874,2.61939019,0.06656553,1.90007750,1.01738954,0.64913480
-4.97948974,5.70535055,0.01079121,0.78803154,1.62569039,2.58987036,0.06554476,1.88879187,1.01085012,0.64481676
-4.97348674,5.66399304,0.01102751,0.78893621,1.62716433,2.55752849,0.06428264,1.87745739,1.00199904,0.64146442
-4.96748374,5.61883698,0.01133651,0.78780721,1.62513363,2.52324957,0.06282186,1.86645677,0.99101288,0.63919361
-4.96148074,5.57152799,0.01173188,0.78481459,1.61994780,2.48800942,0.06121099,1.85619004,0.97810841,0.63808432
-4.95547774,5.52379994,0.01222754,0.78016067,1.61203059,2.45284535,0.05950332,1.84706171,0.96353720,0.63817873
-4.94947474,5.47742324,0.01283744,0.77407259,1.60186543,2.41882496,0.05775563,1.83946847,0.94757899,0.63948064
-4.94347174,5.43415251,0.01357522,0.76679421,1.58997904,2.38701406,0.05602685,1.83378759,0.93053415,0.64195599
-4.93746873,5.39567498,0.01445388,0.75857762,1.57692361,2.35844449,0.05437667,1.83036621,0.91271531,0.64553451
-4.93146573,5.36356073,0.01548543,0.74967459,1.56325840,2.33408267,0.05286413,1.82951165,0.89443841,0.65011246
-4.92546273,5.33921607,0.01668048,0.74032830,1.54953122,2.31479968,0.05154620,1.83148285,0.87601365,0.65555610
-4.91945973,5.32384102,0.01804782,0.73076568,1.53626042,2.30134385,0.05047640,1.83648286,0.85773645,0.66170604
-4.91345673,5.31839197,0.01959397,0.72119059,1.52391812,2.29431640,0.04970350,1.84465244,0.83987902,0.66838208
-4.90745373,5.32355036,0.02132278,0.71177811,1.51291510,2.29415104,0.04927026,1.85606465,0.82268261,0.67538855
-4.90145073,5.33969822,0.02323495,0.70267012,1.50358787,2.30109811,0.04921232,1.87072048,0.80635110,0.68251987
-4.89544772,5.36690118,0.02532765,0.69397227,1.49618838,2.31521378,0.04955715,1.88854538,0.79104593,0.68956631
-4.88944472,5.40489949,0.02759411,0.68575236,1.49087656,2.33635476,0.05032315,1.90938694,0.77688277,0.69631974
-4.88344172,5.45310752,0.03002334,0.67804024,1.48771594,2.36417877,0.05151897,1.93301359,0.76392998,0.70257921
-4.87743872,5.51062181,0.03259986,0.67082905,1.48667251,2.39815094,0.05314292,1.95911453,0.75220910,0.70815629
-4.87143572,5.57623792,0.03530358,0.66407767,1.48761675,2.43755600,0.05518265,1.98730110,0.74169713,0.71288002
-4.86543272,5.64847566,0.03810980,0.65771442,1.49032871,2.48151599,0.05761495,2.01710980,0.73233065,0.71660134
-4.85942971,5.72561259,0.04098928,0.65164151,1.49450603,2.52901319,0.06040595,2.04800710,0.72401161,0.71919693
-4.85342671,5.80572496,0.04390862,0.64574034,1.49977460,2.57891738,0.06351144,2.07939633,0.71661435,0.72057230
-4.84742371,5.88673534,0.04683061,0.63987720,1.50570151,2.63001683,0.06687750,2.11062681,0.70999379,0.72066411
-4.84142071,5.96646572,0.04971489,0.63390926,1.51180984,2.68105194,0.07044150,2.14100522,0.70399412,0.71944160
-4.83541771,6.04269480,0.05251872,0.62769065,1.51759494,2.73075046,0.07413327,2.16980927,0.69845784,0.71690713
-4.82941471,6.11321784,0.05519791,0.62107832,1.52254151,2.77786316,0.07787665,2.19630356,0.69323458,0.71309574
-4.82341171,6.17590727,0.05770781,0.61393761,1.52614112,2.82119869,0.08159117,2.21975715,0.68818934,0.70807374
-4.81740870,6.22877223,0.06000454,0.60614732,1.52790946,2.85965644,0.08519409,2.23946260,0.68320980,0.70193643
-4.81140570,6.27001500,0.06204610,0.59760413,1.52740274,2.89225634,0.08860251,2.25475581,0.67821238,0.69480494
-4.80540270,6.29808236,0.06379363,0.58822628,1.52423283,2.91816456,0.09173560,2.26503593,0.67314674,0.68682224
-4.79939970,6.31171015,0.06521256,0.57795647,1.51808040,2.93671418,0.09451686,2.26978453,0.66799861,0.67814858
-4.79339670,6.30995917,0.06627369,0.56676377,1.50870576,2.94742031,0.09687637,2.26858334,0.66279073,0.66895641
-4.78739370,6.29224111,0.06695419,0.55464474,1.49595681,2.94998909,0.09875281,2.26112942,0.65758203,0.65942496
-4.78139070,6.25833355,0.06723832,0.54162352,1.47977403,2.94432055,0.10009536,2.24724732,0.65246498,0.64973471
-4.77538769,6.20838316,0.06711803,0.52775112,1.46019201,2.93050514,0.10086521,2.22689722,0.64756127,0.64006195
-4.76938469,6.14289713,0.06659325,0.51310374,1.43733777,2.90881444,0.10103675,2.20017874,0.64301613,0.63057365
-4.76338169,6.06272302,0.06567199,0.49778046,1.41142557,2.87968653,0.10059834,2.16733001,0.63899135,0.62142268
-4.75737869,5.96901772,0.06437006,0.48190009,1.38274880,2.84370653,0.09955253,2.12872187,0.63565749,0.61274385
-4.75137569,5.86320689,0.06271068,0.46559752,1.35166890,2.80158342,0.09791591,2.08484735,0.63318555,0.60465055
-4.74537269,5.74693634,0.06072372,0.44901964,1.31860199,2.75412391,0.09571842,2.03630679,0.63173836,0.59723237
-4.73936968,5.62201721,0.05844476,0.43232093,1.28400373,2.70220445,0.09300223,1.98378918,0.63146217,0.59055359
-4.73336668,5.49036733,0.05591403,0.41565884,1.24835297,2.64674254,0.08982021,1.92805053,0.63247874,0.58465262
-4.72736368,5.35395070,0.05317518,0.39918932,1.21213487,2.58866805,0.08623410,1.86989008,0.63487817,0.57954233
-4.72136068,5.21471770,0.05027400,0.38306236,1.17582431,2.52889590,0.08231243,1.81012551,0.63871282,0.57521119
-4.71535768,5.07454795,0.04725707,0.36741794,1.13987006,2.46830073,0.07812824,1.74956816,0.64399263,0.57162514
-4.70935468,4.93519816,0.04417055,0.35238237,1.10468056,2.40769429,0.07375678,1.68899914,0.65068180,0.56872995
-4.70335168,4.79825652,0.04105895,0.33806523,1.07061173,2.34780637,0.06927328,1.62914762,0.65869732,0.56645408
-4.69734867,4.66510524,0.03796410,0.32455689,1.03795726,2.28926956,0.06475075,1.57067181,0.66790909,0.56471177
-4.69134567,4.53689235,0.03492424,0.31192684,1.00694179,2.23260827,0.06025807,1.51414349,0.67814189,0.56340619
-4.68534267,4.41451336,0.03197329,0.30022269,0.97771712,2.17823211,0.05585833,1.46003664,0.68917911,0.56243263
-4.67933967,4.29860323,0.02914040,0.28946995,0.95036148,2.12643375,0.05160748,1.40872026,0.70076812,0.56168156
-4.67333667,4.18953842,0.02644959,0.27967261,0.92488183,2.07739111,0.04755331,1.36045566,0.71262713,0.56104141
-4.66733367,4.08744853,0.02391969,0.27081429,0.90121897,2.03117360,0.04373483,1.31539798,0.72445346,0.56040116
-4.66133067,3.99223683,0.02156439,0.26286011,0.87925502,1.98775212,0.04018200,1.27360173,0.73593271,0.55965266
-4.65532766,3.90360829,0.01939248,0.25575902,0.85882304,1.94701228,0.03691579,1.23502977,0.74674884,0.55869259
-4.64932466,3.82110391,0.01740827,0.24944659,0.83971812,1.90877039,0.03394850,1.19956527,0.75659454,0.55742427
-4.64332166,3.74413960,0.01561203,0.24384799,0.82170943,1.87279133,0.03128446,1.16702580,0.76518167,0.55575918
