energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.82591296,10.77451145,0.03898103,1.67766259,0.59331373,0.31610330,3.70263706,5.53724334,0.15978828,3.22679834
-5.81990995,10.52714452,0.03914594,1.62215855,0.59911620,0.30462125,3.59517091,5.40877786,0.15738910,3.17675456
-5.81390695,10.26663430,0.03922076,1.56390213,0.60508412,0.29310688,3.49212384,5.27048312,0.15456885,3.12414882
-5.80790395,9.99558817,0.03920948,1.50336295,0.61117087,0.28172364,3.39489933,5.12361914,0.15136032,3.06959946
-5.80190095,9.71657539,0.03911666,1.44105085,0.61729322,0.27061832,3.30466420,4.96953422,0.14779790,3.01363837
-5.79589795,9.43209070,0.03894722,1.37750849,0.62333232,0.25991874,3.22233863,4.80964297,0.14391709,2.95670518
-5.78989495,9.14452610,0.03870622,1.31330345,0.62913637,0.24973247,3.14859854,4.64540404,0.13975410,2.89914657
-5.78389195,8.85615185,0.03839870,1.24902021,0.63452512,0.24014621,3.08389044,4.47829887,0.13534545,2.84122065
-5.77788894,8.56910743,0.03802953,1.18525249,0.63929599,0.23122606,3.02845813,4.30981207,0.13072776,2.78310626
-5.77188594,8.28540282,0.03760324,1.12259609,0.64323168,0.22301855,2.98238032,4.14141462,0.12593752,2.72491661
-5.76588294,8.00692943,0.03712397,1.06164263,0.64610901,0.21555218,2.94561714,3.97455013,0.12101102,2.66671660
-5.75987994,7.73547978,0.03659543,1.00297424,0.64770865,0.20883969,2.91806352,3.81062473,0.11598425,2.60854306
-5.75387694,7.47277417,0.03602087,0.94715919,0.64782534,0.20288055,2.89960640,3.65100061,0.11089284,2.55042672
-5.74787394,7.22049212,0.03540313,0.89474862,0.64627813,0.19766387,2.89018281,3.49699280,0.10577207,2.49241485
-5.74187094,6.98030572,0.03474472,0.84627381,0.64292018,0.19317135,2.88983528,3.34986873,0.10065678,2.43459330
-5.73586793,6.75391192,0.03404794,0.80224404,0.63764761,0.18938035,2.89876118,3.21084960,0.09558137,2.37710663
-5.72986493,6.54306019,0.03331499,0.76314452,0.63040699,0.18626666,2.91735249,3.08111244,0.09057965,2.32017518
-5.72386193,6.34957245,0.03254814,0.72943402,0.62120090,0.18380714,2.94622304,2.96179168,0.08568474,2.26410776
-5.71785893,6.17535203,0.03174989,0.70154178,0.61009152,0.18198187,2.98622046,2.85397879,0.08092889,2.20930925
-5.71185593,6.02237894,0.03092309,0.67986339,0.59720160,0.18077591,3.03842080,2.75871883,0.07634316,2.15628205
-5.70585293,5.89268966,0.03007112,0.66475527,0.58271307,0.18018040,3.10410471,2.67700279,0.07195722,2.10562106
-5.69984992,5.78834010,0.02919794,0.65652761,0.56686295,0.18019307,3.18471468,2.60975486,0.06779891,2.05800207
-5.69384692,5.71135174,0.02830817,0.65543565,0.54993692,0.18081815,3.28179417,2.55781445,0.06389385,2.01416354
-5.68784392,5.66364206,0.02740710,0.66166947,0.53226059,0.18206557,3.39691021,2.52191266,0.06026507,1.97488255
-5.68184092,5.64694127,0.02650067,0.67534261,0.51418901,0.18394962,3.53156216,2.50264406,0.05693252,1.94094566
-5.67583792,5.66269895,0.02559533,0.69647983,0.49609464,0.18648701,3.68708044,2.50043465,0.05391264,1.91311599
-5.66983492,5.71198468,0.02469796,0.72500475,0.47835456,0.18969461,3.86451949,2.51550763,0.05121801,1.89209798
-5.66383192,5.79538816,0.02381565,0.76072811,0.46133722,0.19358683,4.06455027,2.54784880,0.04885699,1.87850157
-5.65782891,5.91292437,0.02295549,0.80333738,0.44538951,0.19817285,4.28735776,2.59717406,0.04683350,1.87280765
-5.65182591,6.06395006,0.02212433,0.85238879,0.43082468,0.20345397,4.53254920,2.66290120,0.04514689,1.87533667
-5.64582291,6.24709735,0.02132855,0.90730241,0.41791156,0.20942109,4.79907868,2.74412871,0.04379192,1.88622208
-5.63981991,6.46023021,0.02057384,0.96736138,0.40686563,0.21605260,5.08519317,2.83962367,0.04275898,1.90539046
-5.63381691,6.70042838,0.01986494,1.03171569,0.39784232,0.22331283,5.38840456,2.94782103,0.04203433,1.93254955
-5.62781391,6.96400249,0.01920551,1.09939116,0.39093277,0.23115115,5.70549102,3.06683558,0.04160064,1.96718516
-5.62181091,7.24654245,0.01859800,1.16930382,0.38616223,0.23950182,6.03252990,3.19448777,0.04143756,2.00856766
-5.61580790,7.54299965,0.01804358,1.24027975,0.38349112,0.24828474,6.36496292,3.32834359,0.04152250,2.05576812
-5.60980490,7.84780169,0.01754217,1.31107987,0.38281865,0.25740692,6.69769285,3.46576793,0.04183153,2.10768360
-5.60380190,8.15499668,0.01709246,1.38042935,0.38398888,0.26676483,7.02520909,3.60399021,0.04234027,2.16307096
-5.59779890,8.45842197,0.01669209,1.44705050,0.38679866,0.27624740,7.34173842,3.74018011,0.04302488,2.22058755
-5.59179590,8.75189134,0.01633785,1.50969812,0.39100745,0.28573958,7.64141520,3.87153074,0.04386305,2.27883727
-5.58579290,9.02939267,0.01602588,1.56719592,0.39634808,0.29512626,7.91846459,3.99534583,0.04483485,2.33641992
-5.57978989,9.28528762,0.01575199,1.61847251,0.40253835,0.30429634,8.16739119,4.10912721,0.04592356,2.39198138
-5.57378689,9.51450443,0.01551192,1.66259544,0.40929264,0.31314673,8.38316492,4.21065869,0.04711628,2.44426263
-5.56778389,9.71271468,0.01530171,1.69880162,0.41633322,0.32158608,8.56139611,4.29808227,0.04840437,2.49214485
-5.56178089,9.87648559,0.01511791,1.72652284,0.42340065,0.32953791,8.69849162,4.36996313,0.04978369,2.53468882
-5.55577789,10.00340035,0.01495789,1.74540504,0.43026281,0.33694307,8.79178502,4.42533988,0.05125452,2.57116656
-5.54977489,10.09214054,0.01482006,1.75532032,0.43672238,0.34376130,8.83963453,4.46375769,0.05282132,2.60108369
-5.54377189,10.14252613,0.01470398,1.75637101,0.44262228,0.34997181,8.84148419,4.48528218,0.05449217,2.62419162
-5.53776888,10.15551102,0.01461050,1.74888559,0.44784915,0.35557289,8.79788534,4.49049328,0.05627800,2.64048901
-5.53176588,10.13313393,0.01454178,1.73340632,0.45233456,0.36058034,8.71047721,4.48045907,0.05819168,2.65021252
-5.52576288,10.07842682,0.01450118,1.71066922,0.45605427,0.36502521,8.58192768,4.45669045,0.06024685,2.65381757
-5.51975988,9.99528492,0.01449318,1.68157711,0.45902552,0.36895051,8.41583682,4.42107882,0.06245678,2.65195008
-5.51375688,9.88830452,0.01452315,1.64716683,0.46130265,0.37240744,8.21660779,4.37581924,0.06483307,2.64541088
-5.50775388,9.76259596,0.01459710,1.60857216,0.46297139,0.37545121,7.98929094,4.32332277,0.06738446,2.63511455
-5.50175088,9.62358031,0.01472134,1.56698381,0.46414213,0.37813670,7.73940824,4.26612163,0.07011568,2.62204486
-5.49574787,9.47677909,0.01490216,1.52360839,0.46494265,0.38051421,7.47276581,4.20677160,0.07302646,2.60720903
-5.48974487,9.32760612,0.01514545,1.47962789,0.46551055,0.38262559,7.19526255,4.14775574,0.07611074,2.59159289
-5.48374187,9.18117045,0.01545630,1.43616135,0.46598594,0.38450100,6.91270301,4.09139351,0.07935609,2.57611916
-5.47773887,9.04209834,0.01583865,1.39423027,0.46650457,0.38615630,6.63062169,4.03975901,0.08274343,2.56161044
-5.47173587,8.91438106,0.01629498,1.35472886,0.46719171,0.38759151,6.35412553,3.99461136,0.08624699,2.54875845
-5.46573287,8.80125383,0.01682595,1.31840024,0.46815700,0.38879010,6.08775982,3.95733979,0.08983459,2.53810053
-5.45972986,8.70510935,0.01743027,1.28581928,0.46949048,0.38971936,5.83540161,3.92892490,0.09346814,2.53000403
-5.45372686,8.62744775,0.01810443,1.25738232,0.47125964,0.39033175,5.60018312,3.90991713,0.09710446,2.52465878
-5.44772386,8.56886298,0.01884272,1.23330390,0.47350767,0.39056703,5.38444617,3.90043227,0.10069625,2.52207726
-5.44172086,8.52906388,0.01963717,1.21362018,0.47625279,0.39035526,5.18972718,3.90016338,0.10419324,2.52210212
-5.43571786,8.50692706,0.02047769,1.19819856,0.47948850,0.38962022,5.01677108,3.90840774,0.10754348,2.52441996
-5.42971486,8.50057727,0.02135225,1.18675271,0.48318457,0.38828328,4.86557134,3.92410671,0.11069470,2.52858026
-5.42371186,8.50749027,0.02224715,1.17886204,0.48728874,0.38626737,4.73543235,3.94589639,0.11359567,2.53401842
-5.41770885,8.52461270,0.02314740,1.17399469,0.49172886,0.38350090,4.62505014,3.97216629,0.11619757,2.54008137
-5.41170585,8.54849322,0.02403715,1.17153277,0.49641529,0.37992143,4.53260667,4.00112338,0.11845523,2.54605474
-5.40570285,8.57541936,0.02490013,1.17079901,0.50124362,0.37547892,4.45587322,4.03085879,0.12032832,2.55119026
-5.39969985,8.60155468,0.02572021,1.17108347,0.50609735,0.37013836,4.39231844,4.05941477,0.12178235,2.55473248
-5.39369685,8.62307189,0.02648191,1.17166968,0.51085081,0.36388184,4.33921688,4.08484937,0.12278955,2.55594405
-5.38769385,8.63627755,0.02717094,1.17185913,0.51537199,0.35670981,4.29375456,4.10529713,0.12332950,2.55412870
-5.38169085,8.63772535,0.02777464,1.17099360,0.51952552,0.34864165,4.25312830,4.11902401,0.12338963,2.54865182
-5.37568784,8.62431549,0.02828252,1.16847470,0.52317564,0.33971555,4.21463667,4.12447532,0.12296547,2.53895802
-5.36968484,8.59337838,0.02868654,1.16378023,0.52618940,0.32998772,4.17576056,4.12031581,0.12206072,2.52458586
-5.36368184,8.54274169,0.02898148,1.15647728,0.52843994,0.31953104,4.13423220,4.10546140,0.12068709,2.50517956
-5.35767884,8.47078045,0.02916505,1.14623172,0.52980996,0.30843327,4.08809204,4.07910221,0.11886402,2.48049788
-5.35167584,8.37645024,0.02923804,1.13281437,0.53019530,0.29679493,4.03573307,4.04071702,0.11661813,2.45042024
-5.34567284,8.25930399,0.02920426,1.11610372,0.52950874,0.28472692,3.97593284,3.99007946,0.11398262,2.41495035
-5.33966983,8.11949348,0.02907037,1.09608566,0.52768368,0.27234817,3.90787353,3.92725628,0.11099640,2.37421743
-5.33366683,7.95775648,0.02884571,1.07285029,0.52467789,0.25978320,3.83115072,3.85259837,0.10770323,2.32847524
-5.32766383,7.77539096,0.02854191,1.04658621,0.52047697,0.24715985,3.74577151,3.76672534,0.10415073,2.27809909
-5.32166083,7.57421790,0.02817251,1.01757264,0.51509741,0.23460731,3.65214310,3.67050429,0.10038928,2.22358089
-5.31565783,7.35653418,0.02775256,0.98616974,0.50858913,0.22225429,3.55105238,3.56502386,0.09647095,2.16552246
-5.30965483,7.12505728,0.02729809,0.95280751,0.50103726,0.21022761,3.44363784,3.45156439,0.09244847,2.10462718
-5.30365183,6.88286336,0.02682571,0.91797356,0.49256304,0.19865112,3.33135442,3.33156515,0.08837415,2.04169010
-5.29764882,6.63332050,0.02635215,0.88220021,0.48332360,0.18764495,3.21593259,3.20658973,0.08429889,1.97758664
-5.29164582,6.38001861,0.02589385,0.84605126,0.47351069,0.17732508,3.09933228,3.07829035,0.08027141,1.91326001
-5.28564282,6.12669767,0.02546666,0.81010856,0.46334805,0.16780325,2.98369285,2.94837219,0.07633742,1.84970754
-5.27963982,5.87717562,0.02508558,0.77495890,0.45308763,0.15918704,2.87127995,2.81855842,0.07253904,1.78796602
-5.27363682,5.63527735,0.02476460,0.74118132,0.44300462,0.15158015,2.76443021,2.69055681,0.06891438,1.72909623
-5.26763382,5.40476574,0.02451653,0.70933498,0.43339124,0.14508281,2.66549476,2.56602844,0.06549721,1.67416684
-5.26163082,5.18927582,0.02435307,0.67994789,0.42454969,0.13979218,2.57678236,2.44655905,0.06231684,1.62423775
-5.25562781,4.99225262,0.02428474,0.65350662,0.41678418,0.13580266,2.50050330,2.33363334,0.05939805,1.58034313
-5.24962481,4.81689327,0.02432102,0.63044683,0.41039256,0.13320607,2.43871476,2.22861246,0.05676126,1.54347419
-5.24362181,4.66609375,0.02447035,0.61114510,0.40565741,0.13209162,2.39326864,2.13271472,0.05442263,1.51456182
-5.23761881,4.54240023,0.02474029,0.59591166,0.40283731,0.13254554,2.36576277,2.04699947,0.05239437,1.49445926
-5.23161581,4.44796534,0.02513750,0.58498439,0.40215822,0.13465036,2.35749634,1.97235393,0.05068493,1.48392494
-5.22561281,4.38450920,0.02566782,0.57852391,0.40380548,0.13848375,2.36943052,1.90948282,0.04929930,1.48360559
-5.21960980,4.35328539,0.02633615,0.57660982,0.40791654,0.14411698,2.40215494,1.85890055,0.04823922,1.49401990
-5.21360680,4.35505196,0.02714639,0.57923823,0.41457488,0.15161285,2.45586112,1.82092563,0.04750333,1.51554288
-5.20760380,4.39004770,0.02810125,0.58632043,0.42380512,0.16102324,2.53032340,1.79567725,0.04708728,1.54839139
-5.20160080,4.45797418,0.02920198,0.59768297,0.43556975,0.17238625,2.62488825,1.78307372,0.04698375,1.59261091
-5.19559780,4.55798412,0.03044811,0.61306899,0.44976742,0.18572299,2.73847252,1.78283302,0.04718241,1.64806431
-5.18959480,4.68867684,0.03183708,0.63214111,0.46623306,0.20103419,2.86957110,1.79447520,0.04766983,1.71442276
-5.18359180,4.84810156,0.03336391,0.65448580,0.48473974,0.21829665,3.01627438,1.81732708,0.04842931,1.79115948
-5.17758879,5.03376969,0.03502085,0.67961929,0.50500241,0.23745973,3.17629556,1.85052936,0.04944078,1.87754673
-5.17158579,5.24267679,0.03679706,0.70699512,0.52668328,0.25844206,3.34700776,1.89304636,0.05068064,1.97265651
-5.16558279,5.47133519,0.03867841,0.73601334,0.54939883,0.28112859,3.52549049,1.94367893,0.05212170,2.07536543
-5.15957979,5.71581775,0.04064732,0.76603123,0.57272822,0.30536823,3.70858469,2.00108055,0.05373316,2.18436411
-5.15357679,5.97181321,0.04268268,0.79637548,0.59622290,0.33097221,3.89295561,2.06377707,0.05548077,2.29817130
-5.14757379,6.23469308,0.04476002,0.82635566,0.61941704,0.35771341,4.07516191,2.13019004,0.05732705,2.41515295
-5.14157079,6.49958961,0.04685171,0.85527874,0.64183857,0.38532682,4.25172965,2.19866369,0.05923168,2.53354611
-5.13556778,6.76148396,0.04892737,0.88246434,0.66302056,0.41351114,4.41922920,2.26749533,0.06115205,2.65148751
-5.12956478,7.01530323,0.05095437,0.90726036,0.68251234,0.44193188,4.57435319,2.33496885,0.06304396,2.76704651
-5.12356178,7.25602438,0.05289854,0.92905850,0.69989036,0.47022578,4.71399329,2.39939064,0.06486240,2.87826174
-5.11755878,7.47878293,0.05472494,0.94730938,0.71476824,0.49800665,4.83531364,2.45912725,0.06656255,2.98318089
-5.11155578,7.67898345,0.05639870,0.96153661,0.72680585,0.52487263,4.93581883,2.51264390,0.06810074,3.07990262
-5.10555278,7.85240924,0.05788600,0.97134948,0.73571710,0.55041465,5.01341439,2.55854264,0.06943553,3.16661967
-5.09954977,7.99532753,0.05915500,0.97645371,0.74127632,0.57422589,5.06645786,2.59559912,0.07052879,3.24166193
-5.09354677,8.10458735,0.06017678,0.97665999,0.74332303,0.59591211,5.09379898,2.62279675,0.07134669,3.30353827
-5.08754377,8.17770639,0.06092625,0.97188992,0.74176506,0.61510235,5.09480755,2.63935696,0.07186063,3.35097582
-5.08154077,8.21294402,0.06138294,0.96217907,0.73657989,0.63145976,5.06938828,2.64476452,0.07204812,3.38295540
-5.07553777,8.20935753,0.06153172,0.94767704,0.72781438,0.64469206,5.01798191,2.63878667,0.07189339,3.39874174
-5.06953477,8.16683905,0.06136329,0.92864457,0.71558277,0.65456128,4.94155272,2.62148550,0.07138785,3.39790740
-5.06353177,8.08613157,0.06087460,0.90544752,0.70006318,0.66089225,4.84156255,2.59322250,0.07053039,3.38034925
-5.05752876,7.96882250,0.06006899,0.87854813,0.68149273,0.66357959,4.71993236,2.55465516,0.06932741,3.34629674
-5.05152576,7.81731440,0.05895618,0.84849368,0.66016133,0.66259262,4.57899220,2.50672526,0.06779260,3.29631123
-5.04552276,7.63477301,0.05755205,0.81590290,0.63640445,0.65797817,4.42142122,2.45063901,0.06594658,3.23127619
-5.03951976,7.42505374,0.05587824,0.78145059,0.61059507,0.64986083,4.25017947,2.38783939,0.06381626,3.15237818
-5.03351676,7.19260809,0.05396152,0.74585089,0.58313486,0.63844075,4.06843336,2.31997140,0.06143405,3.06107899
-5.02751376,6.94237293,0.05183311,0.70983968,0.55444501,0.62398885,3.87947713,2.24884114,0.05883690,2.95907967
-5.02151076,6.67964536,0.04952775,0.67415658,0.52495681,0.60683966,3.68665241,2.17636983,0.05606528,2.84827735
-5.01550775,6.40994733,0.04708277,0.63952724,0.49510219,0.58738197,3.49326813,2.10454412,0.05316199,2.73071636
-5.00950475,6.13888377,0.04453708,0.60664614,0.46530455,0.56604770,3.30252316,2.03536426,0.05017104,2.60853511
-5.00350175,5.87199894,0.04193007,0.57616055,0.43596991,0.54329928,3.11743360,1.97079148,0.04713643,2.48391054
-4.99749875,5.61463541,0.03930066,0.54865604,0.40747875,0.51961623,2.94076674,1.91269652,0.04410107,2.35900201
-4.99149575,5.37180024,0.03668627,0.52464378,0.38017862,0.49548119,2.77498341,1.86281059,0.04110573,2.23589670
-4.98549275,5.14804246,0.03412197,0.50455012,0.35437771,0.47136627,2.62219005,1.82268049,0.03818813,2.11655811
-4.97948974,4.94734595,0.03163968,0.48870854,0.33033956,0.44771995,2.48410182,1.79362915,0.03538215,2.00277972
-4.97348674,4.77304088,0.02926755,0.47735432,0.30827897,0.42495523,2.36201731,1.77672306,0.03271723,1.89614507
-4.96748374,4.62773647,0.02702945,0.47062195,0.28835926,0.40343929,2.25680556,1.77274730,0.03021794,1.79799568
-4.96148074,4.51327712,0.02494463,0.46854538,0.27069091,0.38348521,2.16890527,1.78218932,0.02790369,1.70940759
-4.95547774,4.43072298,0.02302761,0.47106124,0.25533156,0.36534579,2.09833613,1.80523176,0.02578870,1.63117718
-4.94947474,4.38035526,0.02128809,0.47801487,0.24228753,0.34920980,2.04472159,1.84175478,0.02388206,1.56381639
-4.94347174,4.36170593,0.01973115,0.48916903,0.23151652,0.33520058,2.00732214,1.89134768,0.02218800,1.50755714
-4.93746873,4.37361026,0.01835752,0.50421525,0.22293172,0.32337702,1.98507806,1.95332963,0.02070630,1.46236440
-4.93146573,4.41428028,0.01716393,0.52278736,0.21640697,0.31373678,1.97665995,2.02677889,0.01943275,1.42795723
-4.92546273,4.48139622,0.01614367,0.54447700,0.21178289,0.30622143,1.98052551,2.11056951,0.01835983,1.40383637
-4.91945973,4.57221263,0.01528709,0.56885050,0.20887383,0.30072327,1.99498063,2.20341441,0.01747731,1.38931743
-4.91345673,4.68367516,0.01458228,0.59546673,0.20747533,0.29709359,2.01824278,2.30391337,0.01677296,1.38356797
-4.90745373,4.81254382,0.01401565,0.62389519,0.20737193,0.29515167,2.04850469,2.41060440,0.01623332,1.38564713
-4.90145073,4.95551809,0.01357257,0.65373367,0.20834497,0.29469455,2.08399606,2.52201642,0.01584432,1.39454623
-4.89544772,5.10935941,0.01323803,0.68462478,0.21018024,0.29550668,2.12304139,2.63672169,0.01559195,1.40922880
-4.88944472,5.27100645,0.01299718,0.71627048,0.21267514,0.29736956,2.16411201,2.75338561,0.01546284,1.42866877
-4.88344172,5.43767876,0.01283585,0.74844394,0.21564506,0.30007053,2.20587040,2.87081221,0.01544476,1.45188551
-4.87743872,5.60696511,0.01274100,0.78099803,0.21892892,0.30341078,2.24720545,2.98798333,0.01552698,1.47797461
-4.87143572,5.77689288,0.01270105,0.81386973,0.22239345,0.30721204,2.28725751,3.10408973,0.01570057,1.50613367
-4.86543272,5.94597601,0.01270620,0.84708014,0.22593629,0.31132190,2.32543224,3.21855282,0.01595853,1.53568217
-4.85942971,6.11323953,0.01274854,0.88072967,0.22948764,0.31561753,2.36140300,3.33103572,0.01629583,1.56607538
-4.85342671,6.27821976,0.01282218,0.91498848,0.23301046,0.32000778,2.39510188,3.44144305,0.01670933,1.59691166
-4.84742371,6.44094018,0.01292320,0.95008220,0.23649940,0.32443360,2.42669973,3.54990919,0.01719756,1.62793362
-4.84142071,6.60186410,0.01304957,0.98627350,0.23997819,0.32886689,2.45657625,3.65677517,0.01776040,1.65902310
-4.83541771,6.76182623,0.01320097,1.02384016,0.24349599,0.33330790,2.48528148,3.76255514,0.01839875,1.69019053
-4.82941471,6.92194622,0.01337857,1.06305052,0.24712269,0.33778137,2.51349057,3.86789354,0.01911398,1.72155944
-4.82341171,7.08352819,0.01358471,1.10413752,0.25094340,0.34233160,2.54195377,3.97351495,0.01990755,1.75334680
-4.81740870,7.24795097,0.01382263,1.14727266,0.25505245,0.34701692,2.57144401,4.08016871,0.02078039,1.78584028
-4.81140570,7.41655429,0.01409606,1.19254118,0.25954718,0.35190357,2.60270464,4.18857098,0.02173246,1.81937351
-4.80540270,7.59052651,0.01440895,1.23991999,0.26452181,0.35705968,2.63639960,4.29934693,0.02276226,1.85430036
-4.79939970,7.77079957,0.01476511,1.28925968,0.27006157,0.36254939,2.67306858,4.41297609,0.02386644,1.89096964
-4.79339670,7.95795643,0.01516788,1.34027179,0.27623764,0.36842764,2.71308927,4.52974357,0.02503944,1.92970119
-4.78739370,8.15215611,0.01561992,1.39252247,0.28310272,0.37473579,2.75664856,4.64969985,0.02627330,1.97076446
-4.78139070,8.35308023,0.01612298,1.44543313,0.29068786,0.38149838,2.80372423,4.77263142,0.02755754,2.01436063
-4.77538769,8.55990440,0.01667772,1.49828853,0.29900034,0.38872124,2.85407802,4.89804396,0.02887918,2.06060898
-4.76938469,8.77129619,0.01728367,1.55025227,0.30802286,0.39639104,2.90726059,5.02515947,0.03022290,2.10953814
-4.76338169,8.98544049,0.01793916,1.60038937,0.31771409,0.40447627,2.96262818,5.15292758,0.03157132,2.16108254
-4.75737869,9.20009136,0.01864140,1.64769499,0.32801034,0.41292974,3.01937037,5.28005102,0.03290538,2.21508432
-4.75137569,9.41264833,0.01938655,1.69112830,0.33882861,0.42169231,3.07654758,5.40502430,0.03420488,2.27130032
-4.74537269,9.62025362,0.02016990,1.72964988,0.35007046,0.43069787,3.13313666,5.52618374,0.03544905,2.32941399
-4.73936968,9.81990601,0.02098604,1.76226116,0.36162692,0.43987901,3.18808251,5.64176695,0.03661721,2.38905146
-4.73336668,10.00858565,0.02182908,1.78804393,0.37338396,0.44917331,3.24035308,5.74997872,0.03768948,2.44980085
-4.72736368,10.18338405,0.02269292,1.80619801,0.38522841,0.45852978,3.28899536,5.84906034,0.03864744,2.51123409
-4.72136068,10.34163285,0.02357145,1.81607550,0.39705400,0.46791498,3.33318948,5.93735909,0.03947488,2.57292969
-4.71535768,10.48102505,0.02445878,1.81720968,0.40876732,0.47731861,3.37229837,6.01339462,0.04015837,2.63449564
-4.70935468,10.59972290,0.02534945,1.80933742,0.42029347,0.48675802,3.40591050,6.07591901,0.04068785,2.69559100
-4.70335168,10.69644702,0.02623858,1.79241387,0.43158096,0.49628141,3.43387349,6.12396783,0.04105706,2.75594499
-4.69734867,10.77054255,0.02712192,1.76661879,0.44260587,0.50596948,3.45631686,6.15689983,0.04126391,2.81537272
-4.69134567,10.82201908,0.02799595,1.73235435,0.45337491,0.51593524,3.47366258,6.17442354,0.04131065,2.87378635
-4.68534267,10.85156224,0.02885782,1.69023434,0.46392714,0.52632194,3.48662266,6.17660970,0.04120395,2.93120122
-4.67933967,10.86051664,0.02970527,1.64106562,0.47433436,0.53729914,3.49618349,6.16388920,0.04095481,2.98773640
-4.67333667,10.85084066,0.03053645,1.58582247,0.48469997,0.54905698,3.50357743,6.13703682,0.04057833,3.04360938
-4.66733367,10.82503524,0.03134976,1.52561517,0.49515622,0.56179875,3.51024232,6.09714176,0.04009334,3.09912512
-4.66133067,10.78604996,0.03214358,1.46165433,0.50585990,0.57573230,3.51777055,6.04556660,0.03952190,3.15465972
-4.65532766,10.73717047,0.03291599,1.39521231,0.51698658,0.59106026,3.52784942,5.98389676,0.03888874,3.21063933
-4.64932466,10.68189234,0.03366456,1.32758364,0.52872341,0.60796985,3.54219506,5.91388286,0.03822050,3.26751526
-4.64332166,10.62378695,0.03438605,1.26004586,0.54126086,0.62662245,3.56248255,5.83737875,0.03754509,3.32573632
