energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Te_p_up,Te_d_up
-6.00000000,4.92549015,1.06251827,3.08196819,0.03900792,0.06568111,0.20674687,0.63074531,1.16543868,0.00000000
-5.99399700,4.73632563,1.06656429,2.91508750,0.03762564,0.06998984,0.20922622,0.61878815,1.14410088,0.00000000
-5.98799400,4.55740175,1.07332948,2.75499842,0.03620598,0.07462153,0.21254148,0.60763496,1.12472303,0.00000000
-5.98199100,4.39030704,1.08278702,2.60317543,0.03476603,0.07951827,0.21656593,0.59740960,1.10744667,0.00000000
-5.97598799,4.23612345,1.09480184,2.46075464,0.03332117,0.08461252,0.22115100,0.58818425,1.09231002,0.00000000
-5.96998499,4.09542748,1.10913044,2.32852835,0.03188472,0.08982818,0.22612909,0.57998128,1.07925103,0.00000000
-5.96398199,3.96831572,1.12542658,2.20695541,0.03046768,0.09508215,0.23131750,0.57277775,1.06811599,0.00000000
-5.95797899,3.85445181,1.14325251,2.09618554,0.02907868,0.10028620,0.23652336,0.56651201,1.05867270,0.00000000
-5.95197599,3.75313098,1.16209502,1.99609529,0.02772408,0.10534923,0.24154932,0.56109206,1.05062745,0.00000000
-5.94597299,3.66335740,1.18138542,1.90633270,0.02640810,0.11017976,0.24619977,0.55640486,1.04364447,0.00000000
-5.93996998,3.58392940,1.20052229,1.82636783,0.02513314,0.11468851,0.25028711,0.55232613,1.03736675,0.00000000
-5.93396698,3.51352734,1.21889572,1.75554588,0.02390017,0.11879100,0.25363803,0.54872972,1.03143682,0.00000000
-5.92796398,3.45079922,1.23591173,1.69314013,0.02270910,0.12241008,0.25609921,0.54549626,1.02551637,0.00000000
-5.92196098,3.39443965,1.25101550,1.63840206,0.02155924,0.12547819,0.25754244,0.54252033,1.01930353,0.00000000
-5.91595798,3.34325837,1.26371227,1.59060633,0.02044970,0.12793933,0.25786865,0.53971581,1.01254688,0.00000000
-5.90995498,3.29623553,1.27358482,1.54908912,0.01937983,0.12975060,0.25701088,0.53701920,1.00505556,0.00000000
-5.90395198,3.25256189,1.28030679,1.51327838,0.01834946,0.13088328,0.25493598,0.53439072,0.99670515,0.00000000
-5.89794897,3.21166305,1.28365112,1.48271573,0.01735927,0.13132334,0.25164491,0.53181327,0.98743895,0.00000000
-5.89194597,3.17320784,1.28349365,1.45706952,0.01641086,0.13107149,0.24717183,0.52928944,0.97726515,0.00000000
-5.88594297,3.13710203,1.27981163,1.43613976,0.01550690,0.13014263,0.24158184,0.52683686,0.96625002,0.00000000
-5.87993997,3.10346896,1.27267776,1.41985536,0.01465113,0.12856487,0.23496771,0.52448234,0.95450803,0.00000000
-5.87393697,3.07261942,1.26225006,1.40826484,0.01384825,0.12637807,0.22744566,0.52225524,0.94218939,0.00000000
-5.86793397,3.04501360,1.24875860,1.40152161,0.01310379,0.12363214,0.21915042,0.52018066,0.92946628,0.00000000
-5.86193097,3.02121775,1.23248995,1.39986505,0.01242390,0.12038499,0.21022993,0.51827292,0.91651839,0.00000000
-5.85592796,3.00185845,1.21377020,1.40359857,0.01181507,0.11670037,0.20083980,0.51652982,0.90351897,0.00000000
-5.84992496,2.98757691,1.19294777,1.41306580,0.01128390,0.11264575,0.19113788,0.51492808,0.89062203,0.00000000
-5.84392196,2.97898567,1.17037688,1.42862589,0.01083673,0.10829010,0.18127906,0.51342034,0.87795160,0.00000000
-5.83791896,2.97662931,1.14640243,1.45062867,0.01047940,0.10370198,0.17141071,0.51193381,0.86559344,0.00000000
-5.83191596,2.98095066,1.12134711,1.47939043,0.01021692,0.09894776,0.16166861,0.51037081,0.85358971,0.00000000
-5.82591296,2.99226301,1.09550115,1.51517078,0.01005323,0.09409012,0.15217381,0.50861101,0.84193657,0.00000000
-5.81990995,3.01072905,1.06911494,1.55815099,0.00999093,0.08918684,0.14303024,0.50651533,0.83058494,0.00000000
-5.81390695,3.03634625,1.04239479,1.60841421,0.01003109,0.08429001,0.13432319,0.50393121,0.81944393,0.00000000
-5.80790395,3.06893856,1.01550149,1.66592792,0.01017309,0.07944537,0.12611863,0.50069894,0.80838673,0.00000000
-5.80190095,3.10815396,0.98855156,1.73052896,0.01041452,0.07469215,0.11846331,0.49665862,0.79725839,0.00000000
-5.79589795,3.15346721,0.96162075,1.80191156,0.01075103,0.07006304,0.11138553,0.49165748,0.78588501,0.00000000
-5.78989495,3.20418752,0.93474930,1.87961895,0.01117641,0.06558439,0.10489644,0.48555693,0.77408358,0.00000000
-5.78389195,3.25947039,0.90794836,1.96303912,0.01168252,0.06127666,0.09899180,0.47823916,0.76167203,0.00000000
-5.77788894,3.31833363,0.88120726,2.05140527,0.01225945,0.05715489,0.09365404,0.46961284,0.74847882,0.00000000
-5.77188594,3.37967697,0.85450078,2.14380168,0.01289554,0.05322933,0.08885448,0.45961765,0.73435163,0.00000000
-5.76588294,3.44230544,0.82779632,2.23917542,0.01357767,0.04950608,0.08455568,0.44822747,0.71916474,0.00000000
-5.75987994,3.50495626,0.80106040,2.33635441,0.01429138,0.04598770,0.08071364,0.43545205,0.70282481,0.00000000
-5.75387694,3.56632914,0.77426428,2.43407187,0.01502120,0.04267381,0.07728001,0.42133723,0.68527493,0.00000000
-5.74787394,3.62511982,0.74738857,2.53099711,0.01575095,0.03956168,0.07420403,0.40596360,0.66649683,0.00000000
-5.74187094,3.68005637,0.72042669,2.62577204,0.01646403,0.03664673,0.07143434,0.38944387,0.64651135,0.00000000
-5.73586793,3.72993774,0.69338720,2.71705265,0.01714387,0.03392290,0.06892049,0.37191905,0.62537724,0.00000000
-5.72986493,3.77367342,0.66629509,2.80355397,0.01777427,0.03138313,0.06661421,0.35355369,0.60318864,0.00000000
-5.72386193,3.81032320,0.63919213,2.88409695,0.01833981,0.02901958,0.06447050,0.33453041,0.58007127,0.00000000
-5.71785893,3.83913544,0.61213641,2.95765513,0.01882623,0.02682395,0.06244840,0.31504407,0.55617782,0.00000000
-5.71185593,3.85958203,0.58520123,3.02339899,0.01922084,0.02478767,0.06051163,0.29529582,0.53168273,0.00000000
-5.70585293,3.87138846,0.55847347,3.08073545,0.01951279,0.02290214,0.05862901,0.27548720,0.50677667,0.00000000
-5.69984992,3.87455690,0.53205159,3.12934038,0.01969344,0.02115883,0.05677468,0.25581472,0.48166085,0.00000000
-5.69384692,3.86938070,0.50604341,3.16918200,0.01975655,0.01954948,0.05492818,0.23646492,0.45654162,0.00000000
-5.68784392,3.85644893,0.48056365,3.20053332,0.01969843,0.01806621,0.05307447,0.21761020,0.43162526,0.00000000
-5.68184092,3.83663988,0.45573142,3.22397258,0.01951806,0.01670164,0.05120370,0.19940544,0.40711331,0.00000000
-5.67583792,3.81110316,0.43166766,3.24037102,0.01921710,0.01544904,0.04931099,0.18198554,0.38319835,0.00000000
-5.66983492,3.78123055,0.40849252,3.25086810,0.01879975,0.01430238,0.04739604,0.16546377,0.36006043,0.00000000
-5.66383192,3.74861654,0.38632282,3.25683521,0.01827265,0.01325647,0.04546270,0.14993114,0.33786409,0.00000000
-5.65782891,3.71501008,0.36526961,3.25982935,0.01764464,0.01230705,0.04351846,0.13545637,0.31675602,0.00000000
-5.65182591,3.68225997,0.34543577,3.26153921,0.01692641,0.01145087,0.04157390,0.12208679,0.29686332,0.00000000
-5.64582291,3.65225633,0.32691389,3.26372652,0.01613020,0.01068576,0.03964206,0.10984969,0.27829235,0.00000000
-5.63981991,3.62687161,0.30978435,3.26816588,0.01526939,0.01001072,0.03773787,0.09875425,0.26112819,0.00000000
-5.63381691,3.60790413,0.29411379,3.27658648,0.01435810,0.00942599,0.03587750,0.08879383,0.24543464,0.00000000
-5.62781391,3.59702760,0.27995397,3.29061910,0.01341074,0.00893313,0.03407784,0.07994845,0.23125474,0.00000000
-5.62181091,3.59574939,0.26734116,3.31175135,0.01244166,0.00853505,0.03235590,0.07218754,0.21861190,0.00000000
-5.61580790,3.60537993,0.25629608,3.34129369,0.01146474,0.00823614,0.03072838,0.06547257,0.20751139,0.00000000
-5.60980490,3.62701494,0.24682441,3.38035793,0.01049305,0.00804227,0.02921129,0.05975973,0.19794238,0.00000000
-5.60380190,3.66153118,0.23891800,3.42984907,0.00953860,0.00796090,0.02781963,0.05500242,0.18988037,0.00000000
-5.59779890,3.70959543,0.23255651,3.49047036,0.00861206,0.00800110,0.02656723,0.05115359,0.18328988,0.00000000
-5.59179590,3.77168545,0.22770969,3.56274036,0.00772266,0.00817358,0.02546667,0.04816774,0.17812747,0.00000000
-5.58579290,3.84812059,0.22433988,3.64701983,0.00687802,0.00849066,0.02452922,0.04600269,0.17434483,0.00000000
-5.57978989,3.93909905,0.22240486,3.74354568,0.00608418,0.00896629,0.02376502,0.04462095,0.17189182,0.00000000
