energy_ev,total_up,Ir_p_up,Ir_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-6.00000000,4.45527757,1.94647649,3.08856597,1.39467717,0.01335668,0.00604673,0.13671286
-5.99399700,4.52466254,1.97199350,3.13254252,1.42741997,0.01334450,0.00602394,0.13812194
-5.98799400,4.58489735,1.99326072,3.16983573,1.45799501,0.01329389,0.00597612,0.13949818
-5.98199100,4.63634586,2.01039991,3.20071079,1.48644892,0.01320824,0.00590492,0.14087126
-5.97598799,4.67948843,2.02354932,3.22554680,1.51282827,0.01309159,0.00581232,0.14226534
-5.96998499,4.71488401,2.03285008,3.24480798,1.53717073,0.01294847,0.00570056,0.14369773
-5.96398199,4.74313131,2.03843400,3.25901290,1.55949738,0.01278372,0.00557206,0.14517802
-5.95797899,4.76483099,2.04041349,3.26870322,1.57980675,0.01260231,0.00542933,0.14670735
-5.95197599,4.78055048,2.03887400,3.27441329,1.59807071,0.01240913,0.00527486,0.14827820
-5.94597299,4.79079280,2.03386945,3.27664182,1.61423244,0.01220885,0.00511109,0.14987446
-5.93996998,4.79597078,2.02542083,3.27582689,1.62820666,0.01200570,0.00494030,0.15147190
-5.93396698,4.79638738,2.01351781,3.27232510,1.63988180,0.01180342,0.00476457,0.15303891
-5.92796398,4.79222296,1.99812331,3.26639576,1.64912416,0.01160507,0.00458573,0.15453761
-5.92196098,4.78352950,1.97918056,3.25819046,1.65578361,0.01141300,0.00440536,0.15592510
-5.91595798,4.77023200,1.95662227,3.24774845,1.65970052,0.01122878,0.00422473,0.15715498
-5.90995498,4.75213648,1.93038109,3.23499773,1.66071359,0.01105317,0.00404485,0.15817892
-5.90395198,4.72894415,1.90040095,3.21976158,1.65866804,0.01088619,0.00386646,0.15894832
-5.89794897,4.70027074,1.86664832,3.20177020,1.65342376,0.01072710,0.00369007,0.15941592
-5.89194597,4.66567021,1.82912290,3.18067669,1.64486319,0.01057453,0.00351599,0.15953743
-5.88594297,4.62466148,1.78786696,3.15607673,1.63289832,0.01042652,0.00334438,0.15927291
-5.87993997,4.57675710,1.74297299,3.12753085,1.61747680,0.01028069,0.00317528,0.15858814
-5.87393697,4.52149261,1.69458895,3.09458841,1.59858673,0.01013435,0.00300870,0.15745567
-5.86793397,4.45845537,1.64292116,3.05681233,1.57626013,0.00998463,0.00284461,0.15585573
-5.86193097,4.38731161,1.58823444,3.01380326,1.55057491,0.00982860,0.00268301,0.15377683
-5.85592796,4.30783076,1.53084958,2.96522250,1.52165533,0.00966348,0.00252395,0.15121622
-5.84992496,4.21990595,1.47113841,2.91081250,1.48967106,0.00948669,0.00236756,0.14817997
-5.84392196,4.12357005,1.40951648,2.85041431,1.45483473,0.00929601,0.00221410,0.14468288
-5.83791896,4.01900649,1.34643395,2.78398112,1.41739826,0.00908969,0.00206390,0.14074817
-5.83191596,3.90655458,1.28236508,2.71158760,1.37764803,0.00886649,0.00191742,0.13640687
-5.82591296,3.78670907,1.21779667,2.63343453,1.33589894,0.00862579,0.00177522,0.13169712
-5.81990995,3.66011403,1.15321623,2.54984878,1.29248781,0.00836754,0.00163797,0.12666318
-5.81390695,3.52755136,1.08910018,2.46127852,1.24776598,0.00809238,0.00150640,0.12135437
-5.80790395,3.38992432,1.02590266,2.36828428,1.20209170,0.00780150,0.00138133,0.11582389
-5.80190095,3.24823702,0.96404541,2.27152593,1.15582221,0.00749668,0.00126362,0.11012750
-5.79589795,3.10357047,0.90390902,2.17174651,1.10930601,0.00718019,0.00115416,0.10432225
-5.78989495,2.95705642,0.84582585,2.06975357,1.06287546,0.00685471,0.00105386,0.09846510
-5.78389195,2.80984994,0.79007491,1.96639878,1.01683992,0.00652324,0.00096363,0.09261169
-5.77788894,2.66310201,0.73687864,1.86255680,0.97147983,0.00618899,0.00088439,0.08681507
-5.77188594,2.51793301,0.68640172,1.75910412,0.92704176,0.00585525,0.00081703,0.08112464
-5.76588294,2.37540830,0.63875180,1.65689887,0.88373474,0.00552534,0.00076241,0.07558517
-5.75987994,2.23651662,0.59398192,1.55676209,0.84172790,0.00520242,0.00072137,0.07023602
-5.75387694,2.10215212,0.55209457,1.45946128,0.80114963,0.00488950,0.00069470,0.06511056
-5.74787394,1.97310031,0.51304693,1.36569645,0.76208805,0.00458925,0.00068316,0.06023581
-5.74187094,1.85002843,0.47675711,1.27608916,0.72459300,0.00430404,0.00068742,0.05563225
-5.73586793,1.73348000,0.44311100,1.19117446,0.68867921,0.00403580,0.00070810,0.05131389
-5.72986493,1.62387361,0.41196949,1.11139590,0.65433055,0.00378606,0.00074572,0.04728855
-5.72386193,1.52150534,0.38317566,1.03710330,0.62150510,0.00355592,0.00080067,0.04355824
-5.71785893,1.42655451,0.35656171,0.96855313,0.59014087,0.00334601,0.00087323,0.04011982
-5.71185593,1.33909200,0.33195537,0.90591101,0.56016165,0.00315657,0.00096347,0.03696566
