energy_ev,total_up,Ga_p_up,Ga_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-6.00000000,1.32447346,0.38619326,0.00000000,0.78116850,0.27008151,0.09519727,0.19126118
-5.99399700,1.28021290,0.38532689,0.00000000,0.73496741,0.25756364,0.08955644,0.17523801
-5.98799400,1.23966110,0.38441921,0.00000000,0.69247547,0.24609842,0.08440387,0.16075601
-5.98199100,1.20257902,0.38328923,0.00000000,0.65355288,0.23567710,0.07980476,0.14781082
-5.97598799,1.16867954,0.38175990,0.00000000,0.61798741,0.22627642,0.07581915,0.13637565
-5.96998499,1.13766157,0.37966867,0.00000000,0.58551638,0.21786512,0.07250339,0.12640706
-5.96398199,1.10924271,0.37687719,0.00000000,0.55584833,0.21041025,0.06991166,0.11785069
-5.95797899,1.08318873,0.37327990,0.00000000,0.52868380,0.20388292,0.06809725,0.11064662
-5.95197599,1.05933807,0.36881092,0.00000000,0.50373389,0.19826317,0.06711374,0.10473417
-5.94597299,1.03762037,0.36344894,0.00000000,0.48073619,0.19354367,0.06701559,0.10005582
-5.93996998,1.01806778,0.35721993,0.00000000,0.45946732,0.18973210,0.06785831,0.09656034
-5.93396698,1.00081866,0.35019741,0.00000000,0.43975180,0.18685197,0.06969802,0.09420467
-5.92796398,0.98611349,0.34250053,0.00000000,0.42146715,0.18494192,0.07259028,0.09295488
-5.92196098,0.97428314,0.33428973,0.00000000,0.40454512,0.18405356,0.07658834,0.09278597
-5.91595798,0.96573029,0.32576051,0.00000000,0.38896948,0.18424786,0.08174064,0.09368061
-5.90995498,0.96090492,0.31713546,0.00000000,0.37477064,0.18559040,0.08808789,0.09562707
-5.90395198,0.96027513,0.30865497,0.00000000,0.36201761,0.18814563,0.09565954,0.09861629
-5.89794897,0.96429493,0.30056703,0.00000000,0.35080795,0.19197060,0.10447014,0.10263848
-5.89194597,0.97337062,0.29311672,0.00000000,0.34125635,0.19710837,0.11451546,0.10767929
-5.88594297,0.98782746,0.28653567,0.00000000,0.33348256,0.20358151,0.12576880,0.11371594
-5.87993997,1.00787855,0.28103208,0.00000000,0.32759920,0.21138612,0.13817761,0.12071344
-5.87393697,1.03359742,0.27678168,0.00000000,0.32370030,0.22048669,0.15166074,0.12862118
-5.86793397,1.06489591,0.27392008,0.00000000,0.32185096,0.23081204,0.16610637,0.13737014
-5.86193097,1.10150858,0.27253659,0.00000000,0.32207856,0.24225280,0.18137110,0.14687086
-5.85592796,1.14298458,0.27267006,0.00000000,0.32436614,0.25466044,0.19728005,0.15701239
-5.84992496,1.18868765,0.27430659,0.00000000,0.32864794,0.26784813,0.21362833,0.16766228
-5.84392196,1.23780439,0.27737934,0.00000000,0.33480738,0.28159338,0.23018382,0.17866770
-5.83791896,1.28936072,0.28177035,0.00000000,0.34267750,0.29564247,0.24669133,0.18985770
-5.83191596,1.34224594,0.28731429,0.00000000,0.35204371,0.30971648,0.26287789,0.20104657
-5.82591296,1.39524348,0.29380391,0.00000000,0.36264881,0.32351880,0.27845936,0.21203810
-5.81990995,1.44706711,0.30099706,0.00000000,0.37419982,0.33674371,0.29314773,0.22263073
-5.81390695,1.49640101,0.30862483,0.00000000,0.38637640,0.34908570,0.30665922,0.23262319
