energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.53176588,12.55987361,0.03846121,1.41469126,3.61666748,1.04446159,3.27689360,5.90819804,4.27319086,0.00000000
-5.52576288,12.81143487,0.04073214,1.42800786,3.69115334,1.07064067,3.31934593,6.03525566,4.36822964,0.00000000
-5.51975988,13.04250359,0.04299784,1.43968247,3.76070291,1.09636291,3.35889745,6.14961223,4.45807003,0.00000000
-5.51375688,13.24902992,0.04523580,1.44931350,3.82399235,1.12124795,3.39475519,6.24934568,4.54121040,0.00000000
-5.50775388,13.42707288,0.04742183,1.45648144,3.87974196,1.14489504,3.42609841,6.33264575,4.61616303,0.00000000
-5.50175088,13.57289126,0.04953044,1.46076006,3.92674261,1.16689242,3.45209861,6.39785533,4.68148940,0.00000000
-5.49574787,13.68304078,0.05153528,1.46172945,3.96388241,1.18682783,3.47194229,6.44351357,4.73583796,0.00000000
-5.48974487,13.75447384,0.05340955,1.45899042,3.99017313,1.20429995,3.48485549,6.46839895,4.77798276,0.00000000
-5.48374187,13.78463718,0.05512664,1.45217961,4.00477537,1.21893012,3.49012915,6.47157052,4.80686136,0.00000000
-5.47773887,13.77156277,0.05666065,1.44098437,4.00702169,1.23037383,3.48714393,6.45240490,4.82161008,0.00000000
-5.47173587,13.71394687,0.05798702,1.42515683,3.99643661,1.23833150,3.47539333,6.41062706,4.82159470,0.00000000
-5.46573287,13.61121260,0.05908321,1.40452622,3.97275265,1.24255791,3.45450391,6.34633267,4.80643510,0.00000000
-5.45972986,13.46355204,0.05992924,1.37900881,3.93592140,1.24286988,3.42425140,6.26000034,4.77602205,0.00000000
-5.45372686,13.27194454,0.06050831,1.34861492,3.88611895,1.23915187,3.38457199,6.15249236,4.73052539,0.00000000
-5.44772386,13.03814945,0.06080729,1.31345253,3.82374522,1.23135918,3.33556810,6.02504312,4.67039264,0.00000000
-5.44172086,12.76467258,0.06081717,1.27372730,3.74941661,1.21951877,3.27750820,5.87923513,4.59633804,0.00000000
-5.43571786,12.45470713,0.06053334,1.22973900,3.66395235,1.20372766,3.21082083,5.71696314,4.50932232,0.00000000
-5.42971486,12.11205139,0.05995587,1.18187448,3.56835443,1.18414901,3.13608301,5.54038758,4.41052412,0.00000000
-5.42371186,11.74100663,0.05908952,1.13059756,3.46378209,1.16100636,3.05400369,5.35187899,4.30130432,0.00000000
-5.41770885,11.34625978,0.05794378,1.07643631,3.35152144,1.13457626,2.96540301,5.15395604,4.18316500,0.00000000
-5.41170585,10.93275626,0.05653263,1.01996842,3.23295160,1.10517977,2.87118851,4.94921955,4.05770509,0.00000000
-5.40570285,10.50556877,0.05487429,0.96180528,3.10950852,1.07317329,2.77232940,4.74028565,3.92657470,0.00000000
-5.39969985,10.06976805,0.05299080,0.90257556,2.98264806,1.03893929,2.66983010,4.52972091,3.79143042,0.00000000
-5.39369685,9.63030112,0.05090754,0.84290901,2.85380981,1.00287719,2.56470431,4.31998231,3.65389339,0.00000000
-5.38769385,9.19188222,0.04865263,0.78342107,2.72438299,0.96539500,2.45795062,4.11336458,3.51551224,0.00000000
-5.38169085,8.75890054,0.04625629,0.72469900,2.59567597,0.92690183,2.35053077,3.91195682,3.37773202,0.00000000
-5.37568784,8.33534779,0.04375023,0.66728985,2.46889036,0.88780152,2.24335109,3.71760998,3.24187032,0.00000000
-5.36968484,7.92476743,0.04116691,0.61169069,2.34510055,0.84848756,2.13724782,3.53191604,3.10910109,0.00000000
-5.36368184,7.53022606,0.03853891,0.55834122,2.22523935,0.80933927,2.03297649,3.35619885,2.98044631,0.00000000
-5.35767884,7.15430613,0.03589833,0.50761885,2.11008974,0.77071910,1.93120540,3.19151637,2.85677502,0.00000000
-5.35167584,6.79911817,0.03327615,0.45983616,2.00028282,0.73297097,1.83251299,3.03867292,2.73880902,0.00000000
-5.34567284,6.46632949,0.03070181,0.41524051,1.89630131,0.69641949,1.73738867,2.89824013,2.62713418,0.00000000
-5.33966983,6.15720593,0.02820271,0.37401559,1.79848795,0.66136967,1.64623658,2.77058435,2.52221590,0.00000000
-5.33366683,5.87266251,0.02580392,0.33628446,1.70705794,0.62810698,1.55938171,2.65589844,2.42441732,0.00000000
-5.32766383,5.61331878,0.02352793,0.30211391,1.62211418,0.59689761,1.47707748,2.55423566,2.33401876,0.00000000
-5.32166083,5.37955480,0.02139446,0.27151954,1.54366425,0.56798849,1.39951430,2.46554328,2.25123692,0.00000000
-5.31565783,5.17156417,0.01942042,0.24447136,1.47163805,0.54160717,1.32682836,2.38969412,2.17624254,0.00000000
-5.30965483,4.98940063,0.01761986,0.22089951,1.40590482,0.51796120,1.25911005,2.32651393,2.10917548,0.00000000
-5.30365183,4.83301624,0.01600410,0.20069996,1.34628889,0.49723721,1.19641173,2.27580360,2.05015640,0.00000000
-5.29764882,4.70228911,0.01458177,0.18373980,1.29258323,0.47959952,1.13875431,2.23735502,1.99929457,0.00000000
-5.29164582,4.59704027,0.01335900,0.16986216,1.24456039,0.46518834,1.08613273,2.21096030,1.95669156,0.00000000
-5.28564282,4.51703943,0.01233956,0.15889062,1.20198047,0.45411777,1.03852004,2.19641419,1.92244106,0.00000000
-5.27963982,4.46200078,0.01152508,0.15063307,1.16459624,0.44647373,0.99587035,2.19351029,1.89662503,0.00000000
-5.27363682,4.43156993,0.01091517,0.14488517,1.13215543,0.44231183,0.95812076,2.20203161,1.87930689,0.00000000
-5.26763382,4.42530427,0.01050763,0.14143336,1.10440056,0.44165559,0.92519240,2.22173674,1.87052247,0.00000000
-5.26163082,4.44264884,0.01029858,0.14005761,1.08106697,0.44449499,0.89699103,2.25234285,1.87026948,0.00000000
-5.25562781,4.48291021,0.01028258,0.14053400,1.06187943,0.45078562,0.87340737,2.29350687,1.87849657,0.00000000
-5.24962481,4.54523099,0.01045275,0.14263728,1.04654811,0.46044856,0.85431740,2.34480646,1.89509262,0.00000000
-5.24362181,4.62856711,0.01080083,0.14614334,1.03476454,0.47337097,0.83958295,2.40572204,1.91987718,0.00000000
-5.23761881,4.73167014,0.01131728,0.15083195,1.02619809,0.48940762,0.82905269,2.47562141,1.95259278,0.00000000
-5.23161581,4.85307628,0.01199132,0.15648946,1.02049354,0.50838324,0.82256354,2.55374796,1.99289949,0.00000000
-5.22561281,4.99110331,0.01281100,0.16291170,1.01727017,0.53009561,0.81994266,2.63921357,2.04037229,0.00000000
-5.21960980,5.14385634,0.01376324,0.16990691,1.01612251,0.55431948,0.82100987,2.73099685,2.09450132,0.00000000
-5.21360680,5.30924249,0.01483396,0.17729862,1.01662311,0.58081091,0.82558036,2.82794722,2.15469512,0.00000000
-5.20760380,5.48499443,0.01600813,0.18492841,1.01832707,0.60931211,0.83346758,2.92879485,2.22028665,0.00000000
-5.20160080,5.66870185,0.01726994,0.19265827,1.02077848,0.63955634,0.84448600,3.03216655,2.29054189,0.00000000
-5.19559780,5.85784987,0.01860288,0.20037266,1.02351821,0.67127277,0.85845361,3.13660698,2.36467060,0.00000000
-5.18959480,6.04986266,0.01999001,0.20797975,1.02609295,0.70419109,0.87519375,3.24060455,2.44183863,0.00000000
-5.18359180,6.24215062,0.02141405,0.21541206,1.02806502,0.73804548,0.89453626,3.34262114,2.52118146,0.00000000
-5.17758879,6.43215898,0.02285768,0.22262617,1.02902234,0.77257788,0.91631749,3.44112451,2.60181804,0.00000000
-5.17158579,6.61741588,0.02430371,0.22960149,1.02858832,0.80754041,0.94037931,3.53462206,2.68286471,0.00000000
-5.16558279,6.79557780,0.02573528,0.23633813,1.02643095,0.84269667,0.96656692,3.62169471,2.76344830,0.00000000
-5.15957979,6.96447060,0.02713614,0.24285375,1.02227083,0.87782203,0.99472537,3.70102960,2.84271820,0.00000000
-5.15357679,7.12212447,0.02849074,0.24917976,1.01588770,0.91270289,1.02469525,3.77145014,2.91985692,0.00000000
-5.14757379,7.26680165,0.02978447,0.25535666,1.00712519,0.94713494,1.05630734,3.83194246,2.99408883,0.00000000
-5.14157079,7.39701620,0.03100375,0.26142910,0.99589349,0.98092064,1.08937679,3.88167714,3.06468709,0.00000000
-5.13556778,7.51154529,0.03213611,0.26744061,0.98217002,1.01386615,1.12369711,3.92002563,3.13097864,0.00000000
-5.12956478,7.60943251,0.03317029,0.27342843,0.96599794,1.04577801,1.15903436,3.94657076,3.19234760,0.00000000
-5.12356178,7.68998360,0.03409622,0.27941870,0.94748270,1.07645979,1.19512199,3.96111131,3.24823722,0.00000000
-5.11755878,7.75275581,0.03490505,0.28542217,0.92678683,1.10570917,1.23165683,3.96366072,3.29815077,0.00000000
-5.11155578,7.79754239,0.03558911,0.29143089,0.90412311,1.13331567,1.26829663,3.95444045,3.34165197,0.00000000
-5.10555278,7.82435363,0.03614188,0.29741585,0.87974675,1.15905949,1.30465947,3.93386852,3.37836520,0.00000000
-5.09954977,7.83339640,0.03655798,0.30332592,0.85394657,1.18271146,1.34032548,3.90254421,3.40797619,0.00000000
-5.09354677,7.82505375,0.03683313,0.30908800,0.82703596,1.20403450,1.37484085,3.86122985,3.43023329,0.00000000
-5.08754377,7.79986599,0.03696412,0.31460860,0.79934366,1.22278657,1.40772431,3.81083061,3.44494985,0.00000000
-5.08154077,7.75851454,0.03694888,0.31977652,0.77120494,1.23872510,1.43847600,3.75237332,3.45200762,0.00000000
-5.07553777,7.70180912,0.03678646,0.32446674,0.74295334,1.25161277,1.46658833,3.68698505,3.45136120,0.00000000
-5.06953477,7.63067863,0.03647710,0.32854521,0.71491333,1.26122446,1.49155863,3.61587223,3.44304329,0.00000000
-5.06353177,7.54616531,0.03602234,0.33187422,0.68739380,1.26735501,1.51290300,3.54030052,3.42717029,0.00000000
-5.05752876,7.44942151,0.03542503,0.33431823,0.66068285,1.26982735,1.53017069,3.46157576,3.40394772,0.00000000
-5.05152576,7.34170786,0.03468950,0.33574970,0.63504345,1.26850073,1.54295850,3.38102593,3.37367472,0.00000000
-5.04552276,7.22439126,0.03382152,0.33605474,0.61071027,1.26327834,1.55092431,3.29998377,3.33674692,0.00000000
-5.03951976,7.09894113,0.03282844,0.33513815,0.58788735,1.25411405,1.55379922,3.21976975,3.29365694,0.00000000
-5.03351676,6.96692210,0.03171913,0.33292777,0.56674660,1.24101773,1.55139759,3.14167487,3.24499176,0.00000000
-5.02751376,6.82998180,0.03050397,0.32937778,0.54742694,1.22405886,1.54362446,3.06694281,3.19142652,0.00000000
-5.02151076,6.68983241,0.02919478,0.32447088,0.53003379,1.20336806,1.53047992,2.99675109,3.13371430,0.00000000
-5.01550775,6.54822536,0.02780464,0.31821936,0.51463905,1.17913646,1.51206030,2.93219091,3.07267181,0.00000000
-5.00950475,6.40691897,0.02634770,0.31066483,0.50128119,1.15161279,1.48855590,2.87424583,3.00916108,0.00000000
-5.00350175,6.26763960,0.02483896,0.30187684,0.48996553,1.12109828,1.46024554,2.82376939,2.94406767,0.00000000
-4.99749875,6.13203737,0.02329400,0.29195053,0.48066465,1.08793957,1.42748799,2.78146245,2.87827600,0.00000000
-4.99149575,6.00163827,0.02172860,0.28100327,0.47331893,1.05251983,1.39071095,2.74785085,2.81264291,0.00000000
-4.98549275,5.87779489,0.02015850,0.26917069,0.46783735,1.01524865,1.35039769,2.72326477,2.74797038,0.00000000
-4.97948974,5.76163841,0.01859901,0.25660221,0.46409852,0.97655089,1.30707246,2.70782079,2.68497891,0.00000000
-4.97348674,5.65403467,0.01706472,0.24345632,0.46195220,0.93685526,1.26128484,2.70140819,2.62428285,0.00000000
-4.96748374,5.55554725,0.01556922,0.22989586,0.46122125,0.89658290,1.21359413,2.70368074,2.56636891,0.00000000
-4.96148074,5.46641005,0.01412485,0.21608341,0.46170433,0.85613655,1.16455416,2.71405527,2.51157917,0.00000000
-4.95547774,5.38651179,0.01274252,0.20217710,0.46317916,0.81589080,1.11469930,2.73171785,2.46009966,0.00000000
-4.94947474,5.31539401,0.01143156,0.18832693,0.46540668,0.77618369,1.06453203,2.75563838,2.41195507,0.00000000
-4.94347174,5.25226365,0.01019966,0.17467160,0.46813587,0.73731006,1.01451273,2.78459365,2.36701038,0.00000000
-4.93746873,5.19602023,0.00905287,0.16133613,0.47110927,0.69951690,0.96505180,2.81719875,2.32497922,0.00000000
-4.93146573,5.14529721,0.00799567,0.14843012,0.47406914,0.66300068,0.91650429,2.85194589,2.28543893,0.00000000
-4.92546273,5.09851578,0.00703102,0.13604670,0.47676398,0.62790678,0.86916725,2.88724956,2.24785166,0.00000000
-4.91945973,5.05394904,0.00616060,0.12426222,0.47895536,0.59433098,0.82327949,2.92149621,2.21159054,0.00000000
-4.91345673,5.00979355,0.00538493,0.11313639,0.48042466,0.56232265,0.77902381,2.95309647,2.17596982,0.00000000
-4.90745373,4.96424486,0.00470364,0.10271313,0.48097958,0.53188962,0.73653114,2.98053765,2.14027748,0.00000000
-4.90145073,4.91557353,0.00411568,0.09302163,0.48046009,0.50300425,0.69588643,3.00243400,2.10380885,0.00000000
-4.89544772,4.86219768,0.00361955,0.08407791,0.47874356,0.47561039,0.65713577,3.01757260,2.06589959,0.00000000
-4.88944472,4.80274871,0.00321357,0.07588645,0.47574883,0.44963084,0.62029428,3.02495241,2.02595641,0.00000000
-4.88344172,4.73612686,0.00289602,0.06844202,0.47143902,0.42497499,0.58535433,3.02381490,1.98348427,0.00000000
-4.87743872,4.66154404,0.00266538,0.06173150,0.46582289,0.40154616,0.55229365,3.01366455,1.93810861,0.00000000
-4.87143572,4.57855195,0.00252044,0.05573565,0.45895466,0.37924835,0.52108284,2.99427862,1.88959178,0.00000000
-4.86543272,4.48705450,0.00246039,0.05043072,0.45093226,0.35799217,0.49169202,2.96570563,1.83784292,0.00000000
-4.85942971,4.38730401,0.00248489,0.04578990,0.44189404,0.33769962,0.46409620,2.92825295,1.78292104,0.00000000
-4.85342671,4.27988218,0.00259405,0.04178456,0.43201395,0.31830764,0.43827926,2.88246445,1.72503123,0.00000000
-4.84742371,4.16566696,0.00278836,0.03838519,0.42149549,0.29977033,0.41423634,2.82908942,1.66451450,0.00000000
-4.84142071,4.04578758,0.00306861,0.03556215,0.41056450,0.28205982,0.39197466,2.76904485,1.60183182,0.00000000
-4.83541771,3.92157048,0.00343571,0.03328607,0.39946118,0.26516580,0.37151266,2.70337296,1.53754334,0.00000000
-4.82941471,3.79447914,0.00389048,0.03152812,0.38843150,0.24909403,0.35287785,2.63319650,1.47228392,0.00000000
-4.82341171,3.66605102,0.00443345,0.03025992,0.37771848,0.23386373,0.33610329,2.55967401,1.40673638,0.00000000
-4.81740870,3.53783509,0.00506457,0.02945342,0.36755353,0.21950428,0.32122313,2.48395745,1.34160354,0.00000000
-4.81140570,3.41133271,0.00578291,0.02908052,0.35814822,0.20605140,0.30826756,2.40715389,1.27758068,0.00000000
-4.80540270,3.28794479,0.00658644,0.02911261,0.34968695,0.19354308,0.29725732,2.33029325,1.21532942,0.00000000
-4.79939970,3.16892728,0.00747172,0.02952012,0.34232049,0.18201540,0.28819831,2.25430291,1.15545432,0.00000000
-4.79339670,3.05535674,0.00843369,0.03027204,0.33616097,0.17149876,0.28107658,2.17999017,1.09848293,0.00000000
-4.78739370,2.94810682,0.00946546,0.03133547,0.33127828,0.16201432,0.27585402,2.10803270,1.04485010,0.00000000
-4.78139070,2.84783611,0.01055819,0.03267530,0.32769814,0.15357123,0.27246509,2.03897656,0.99488699,0.00000000
-4.77538769,2.75498698,0.01170106,0.03425404,0.32540193,0.14616448,0.27081475,1.97324143,0.94881490,0.00000000
-4.76938469,2.66979466,0.01288123,0.03603177,0.32432817,0.13977361,0.27077786,1.91113171,0.90674396,0.00000000
-4.76338169,2.59230514,0.01408403,0.03796635,0.32437573,0.13436224,0.27220001,1.85285242,0.86867634,0.00000000
-4.75737869,2.52240042,0.01529313,0.04001383,0.32540856,0.12987848,0.27489998,1.79852832,0.83451364,0.00000000
-4.75137569,2.45982899,0.01649083,0.04212896,0.32726182,0.12625610,0.27867356,1.74822488,0.80406773,0.00000000
-4.74537269,2.40423975,0.01765851,0.04426604,0.32974907,0.12341641,0.28329872,1.70196943,0.77707443,0.00000000
-4.73936968,2.35521718,0.01877703,0.04637984,0.33267031,0.12127074,0.28854184,1.65977140,0.75320920,0.00000000
-4.73336668,2.31231597,0.01982727,0.04842664,0.33582047,0.11972334,0.29416477,1.62164018,0.73210402,0.00000000
-4.72736368,2.27509323,0.02079074,0.05036538,0.33899804,0.11867462,0.29993226,1.58759988,0.71336476,0.00000000
-4.72136068,2.24313690,0.02165009,0.05215879,0.34201340,0.11802447,0.30561955,1.55770013,0.69658809,0.00000000
-4.71535768,2.21608901,0.02238971,0.05377449,0.34469655,0.11767561,0.31101960,1.53202263,0.68137743,0.00000000
-4.70935468,2.19366301,0.02299626,0.05518601,0.34690382,0.11753672,0.31594969,1.51068309,0.66735733,0.00000000
-4.70335168,2.17565441,0.02345911,0.05637354,0.34852328,0.11752530,0.32025697,1.49382890,0.65418561,0.00000000
-4.69734867,2.16194476,0.02377076,0.05732460,0.34947865,0.11757003,0.32382268,1.48163251,0.64156316,0.00000000
-4.69134567,2.15249872,0.02392707,0.05803435,0.34973142,0.11761271,0.32656491,1.47428127,0.62924104,0.00000000
-4.68534267,2.14735495,0.02392745,0.05850560,0.34928117,0.11760952,0.32843957,1.47196425,0.61702474,0.00000000
-4.67933967,2.14661114,0.02377486,0.05874858,0.34816406,0.11753169,0.32943970,1.47485665,0.60477575,0.00000000
-4.67333667,2.15040436,0.02347573,0.05878033,0.34644950,0.11736549,0.32959309,1.48310296,0.59241048,0.00000000
-4.66733367,2.15888767,0.02303971,0.05862387,0.34423533,0.11711159,0.32895827,1.49679933,0.57989682,0.00000000
-4.66133067,2.17220427,0.02247936,0.05830704,0.34164160,0.11678390,0.32761929,1.51597637,0.56724865,0.00000000
-4.65532766,2.19046063,0.02180972,0.05786120,0.33880336,0.11640774,0.32567936,1.54058299,0.55451872,0.00000000
-4.64932466,2.21369985,0.02104779,0.05731979,0.33586285,0.11601770,0.32325391,1.57047227,0.54179039,0.00000000
-4.64332166,2.24187686,0.02021200,0.05671674,0.33296150,0.11565509,0.32046327,1.60538996,0.52916857,0.00000000
