energy_ev,total_up,Al_p_up,Al_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-6.00000000,2.45865311,0.05690453,0.00000000,2.05230871,0.64407505,0.00340960,0.91335171
-5.99399700,2.49441650,0.05971043,0.00000000,2.06689831,0.65890254,0.00327315,0.93111718
-5.98799400,2.52345804,0.06265681,0.00000000,2.07424966,0.67280984,0.00318485,0.94620677
-5.98199100,2.54631559,0.06575445,0.00000000,2.07471156,0.68598021,0.00314455,0.95882527
-5.97598799,2.56378888,0.06901784,0.00000000,2.06882753,0.69866559,0.00315208,0.96929132
-5.96998499,2.57691733,0.07246447,0.00000000,2.05732088,0.71118008,0.00320710,0.97802867
-5.96398199,2.58694611,0.07611384,0.00000000,2.04107127,0.72388980,0.00330912,0.98555267
-5.95797899,2.59528105,0.07998618,0.00000000,2.02108343,0.73719952,0.00345735,0.99245195
-5.95197599,2.60343408,0.08410094,0.00000000,1.99844945,0.75153641,0.00365062,0.99936627
-5.94597299,2.61296117,0.08847522,0.00000000,1.97430612,0.76733139,0.00388731,1.00696095
-5.93996998,2.62539531,0.09312197,0.00000000,1.94978915,0.78499887,0.00416527,1.01589906
-5.93396698,2.64217727,0.09804827,0.00000000,1.92598641,0.80491563,0.00448170,1.02681235
-5.92796398,2.66458729,0.10325364,0.00000000,1.90389236,0.82739983,0.00483315,1.04027222
-5.92196098,2.69368072,0.10872857,0.00000000,1.88436569,0.85269105,0.00521544,1.05676186
-5.91595798,2.73023077,0.11445324,0.00000000,1.86809222,0.88093243,0.00562363,1.07665106
-5.90995498,2.77468114,0.12039668,0.00000000,1.85555484,0.91215588,0.00605206,1.10017452
-5.90395198,2.82711100,0.12651629,0.00000000,1.84701191,0.94627105,0.00649440,1.12741516
-5.89794897,2.88721436,0.13275788,0.00000000,1.84248521,0.98305901,0.00694367,1.15829299
-5.89194597,2.95429522,0.13905627,0.00000000,1.84175801,1.02217112,0.00739239,1.19256043
-5.88594297,3.02727910,0.14533639,0.00000000,1.84438354,1.06313326,0.00783269,1.22980454
-5.87993997,3.10474114,0.15151493,0.00000000,1.84970335,1.10535578,0.00825651,1.26945605
-5.87393697,3.18494975,0.15750245,0.00000000,1.85687504,1.14814875,0.00865574,1.31080534
-5.86793397,3.26592441,0.16320597,0.00000000,1.86490784,1.19074219,0.00902245,1.35302463
-5.86193097,3.34550535,0.16853179,0.00000000,1.87270482,1.23231047,0.00934910,1.39519576
-5.85592796,3.42143231,0.17338855,0.00000000,1.87910948,1.27200015,0.00962875,1.43634232
-5.84992496,3.49142907,0.17769040,0.00000000,1.88295495,1.30895979,0.00985526,1.47546504
-5.84392196,3.55329011,0.18135997,0.00000000,1.88311343,1.34237082,0.01002347,1.51157876
-5.83791896,3.60496562,0.18433124,0.00000000,1.87854373,1.37147789,0.01012937,1.54374963
-5.83191596,3.64464124,0.18655199,0.00000000,1.86833485,1.39561743,0.01017022,1.57113065
-5.82591296,3.67080890,0.18798582,0.00000000,1.85174365,1.41424315,0.01014464,1.59299432
-5.81990995,3.68232577,0.18861352,0.00000000,1.82822517,1.42694735,0.01005264,1.60876074
-5.81390695,3.67845871,0.18843390,0.00000000,1.79745421,1.43347693,0.00989561,1.61802002
-5.80790395,3.65891256,0.18746389,0.00000000,1.75933759,1.43374364,0.00967630,1.62054817
-5.80190095,3.62384107,0.18573799,0.00000000,1.71401665,1.42782792,0.00939869,1.61631556
-5.79589795,3.57384025,0.18330704,0.00000000,1.66186020,1.41597636,0.00906788,1.60548800
-5.78989495,3.50992494,0.18023649,0.00000000,1.60344853,1.39859280,0.00868989,1.58842020
-5.78389195,3.43348967,0.17660408,0.00000000,1.53954943,1.37622374,0.00827151,1.56564221
-5.77788894,3.34625608,0.17249724,0.00000000,1.47108763,1.34953856,0.00782006,1.53783942
-5.77188594,3.25020938,0.16801014,0.00000000,1.39910916,1.31930563,0.00734315,1.50582719
-5.76588294,3.14752683,0.16324068,0.00000000,1.32474252,1.28636540,0.00684853,1.47052122
-5.75987994,3.04050147,0.15828748,0.00000000,1.24915828,1.25160150,0.00634378,1.43290500
-5.75387694,2.93146430,0.15324695,0.00000000,1.17352912,1.21591119,0.00583621,1.39399575
-5.74787394,2.82270814,0.14821061,0.00000000,1.09899172,1.18017634,0.00533264,1.35481020
-5.74187094,2.71641601,0.14326276,0.00000000,1.02661229,1.14523592,0.00483927,1.31633157
-5.73586793,2.61459664,0.13847850,0.00000000,0.95735662,1.11186109,0.00436157,1.27947892
-5.72986493,2.51902910,0.13392218,0.00000000,0.89206580,1.08073367,0.00390420,1.24507998
-5.72386193,2.43121835,0.12964633,0.00000000,0.83143826,1.05242856,0.00347099,1.21384821
-5.71785893,2.35236254,0.12569104,0.00000000,0.77601814,1.02740069,0.00306491,1.18636486
-5.71185593,2.28333281,0.12208376,0.00000000,0.72619040,1.00597657,0.00268810,1.16306642
-5.70585293,2.22466555,0.11883958,0.00000000,0.68218196,0.98835078,0.00234189,1.14423756
-5.69984992,2.17656673,0.11596185,0.00000000,0.64406868,0.97458700,0.00202694,1.13000980
-5.69384692,2.13892753,0.11344316,0.00000000,0.61178732,0.96462369,0.00174323,1.12036549
-5.68784392,2.11135013,0.11126660,0.00000000,0.58515152,0.95828370,0.00149022,1.11514690
-5.68184092,2.09318221,0.10940730,0.00000000,0.56387104,0.95528764,0.00126696,1.11406987
-5.67583792,2.08355856,0.10783415,0.00000000,0.54757307,0.95527021,0.00107212,1.11674127
-5.66983492,2.08144794,0.10651163,0.00000000,0.53582466,0.95779896,0.00090418,1.12267970
-5.66383192,2.08570341,0.10540185,0.00000000,0.52815516,0.96239472,0.00076148,1.13133833
-5.65782891,2.09511386,0.10446651,0.00000000,0.52407791,0.96855290,0.00064233,1.14212915
-5.65182591,2.10845520,0.10366899,0.00000000,0.52311014,0.97576494,0.00054507,1.15444755
-5.64582291,2.12453878,0.10297624,0.00000000,0.52479045,0.98353902,0.00046813,1.16769626
-5.63981991,2.14225569,0.10236072,0.00000000,0.52869325,0.99141934,0.00041016,1.18130765
-5.63381691,2.16061491,0.10180205,0.00000000,0.53443975,0.99900319,0.00036995,1.19476359
-5.62781391,2.17877416,0.10128850,0.00000000,0.54170512,1.00595507,0.00034658,1.20761196
-5.62181091,2.19606226,0.10081817,0.00000000,0.55022189,1.01201749,0.00033936,1.21947917
-5.61580790,2.21199224,0.10039985,0.00000000,0.55977953,1.01701786,0.00034787,1.23007829
-5.60980490,2.22626490,0.10005344,0.00000000,0.57022053,1.02087130,0.00037193,1.23921241
-5.60380190,2.23876293,0.09981002,0.00000000,0.58143334,1.02357927,0.00041162,1.24677338
-5.59779890,2.24953614,0.09971139,0.00000000,0.59334279,1.02522417,0.00046718,1.25273593
-5.59179590,2.25877887,0.09980917,0.00000000,0.60589867,1.02596025,0.00053907,1.25714789
-5.58579290,2.26680089,0.10016345,0.00000000,0.61906312,1.02600126,0.00062781,1.26011702
-5.57978989,2.27399360,0.10084099,0.00000000,0.63279780,1.02560565,0.00073402,1.26179547
-5.57378689,2.28079357,0.10191298,0.00000000,0.64705160,1.02505997,0.00085829,1.26236282
-5.56778389,2.28764535,0.10345260,0.00000000,0.66174962,1.02466157,0.00100115,1.26200886
-5.56178089,2.29496603,0.10553222,0.00000000,0.67678427,1.02470131,0.00116295,1.26091719
-5.55577789,2.30311317,0.10822056,0.00000000,0.69200887,1.02544735,0.00134384,1.25925073
-5.54977489,2.31235823,0.11157974,0.00000000,0.70723449,1.02713090,0.00154367,1.25713991
-5.54377189,2.32286677,0.11566257,0.00000000,0.72222992,1.02993445,0.00176193,1.25467454
-5.53776888,2.33468643,0.12050994,0.00000000,0.73672518,1.03398329,0.00199767,1.25189939
-5.53176588,2.34774333,0.12614864,0.00000000,0.75041813,1.03934051,0.00224948,1.24881413
-5.52576288,2.36184672,0.13258960,0.00000000,0.76298404,1.04600576,0.00251544,1.24537714
-5.51975988,2.37670157,0.13982676,0.00000000,0.77408752,1.05391756,0.00279311,1.24151298
-5.51375688,2.39192790,0.14783648,0.00000000,0.78339622,1.06295907,0.00307953,1.23712299
-5.50775388,2.40708574,0.15657768,0.00000000,0.79059545,1.07296675,0.00337125,1.23209785
-5.50175088,2.42170386,0.16599266,0.00000000,0.79540301,1.08374130,0.00366439,1.22633159
-5.49574787,2.43531050,0.17600860,0.00000000,0.79758340,1.09506023,0.00395468,1.21973561
-5.48974487,2.44746420,0.18653969,0.00000000,0.79696060,1.10669126,0.00423760,1.21225192
-5.48374187,2.45778287,0.19748980,0.00000000,0.79342877,1.11840570,0.00450845,1.20386466
-5.47773887,2.46596937,0.20875557,0.00000000,0.78696033,1.12999117,0.00476249,1.19460889
-5.47173587,2.47183225,0.22022983,0.00000000,0.77761095,1.14126282,0.00499511,1.18457634
-5.46573287,2.47530045,0.23180513,0.00000000,0.76552131,1.15207263,0.00520192,1.17391747
-5.45972986,2.47643130,0.24337724,0.00000000,0.75091545,1.16231617,0.00537894,1.16283981
-5.45372686,2.47541149,0.25484854,0.00000000,0.73409590,1.17193669,0.00552270,1.15160262
-5.44772386,2.47255100,0.26613088,0.00000000,0.71543582,1.18092629,0.00563038,1.14050830
-5.44172086,2.46827054,0.27714815,0.00000000,0.69536852,1.18932418,0.00569990,1.12989081
-5.43571786,2.46308309,0.28783801,0.00000000,0.67437481,1.19721229,0.00573003,1.12010197
-5.42971486,2.45757065,0.29815306,0.00000000,0.65296882,1.20470840,0.00572039,1.11149625
-5.42371186,2.45235735,0.30806112,0.00000000,0.63168270,1.21195726,0.00567148,1.10441491
-5.41770885,2.44808023,0.31754475,0.00000000,0.61105101,1.21912018,0.00558469,1.09917023
