energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,1.83785034,0.01673013,0.48013565,0.01506907,0.46742079,0.65913822,0.22391388
-5.99399700,1.82005373,0.01724804,0.47039694,0.01589054,0.46971470,0.62811415,0.22309154
-5.98799400,1.80661236,0.01776979,0.46154585,0.01666905,0.47345653,0.59945248,0.22269893
-5.98199100,1.79673401,0.01827855,0.45341560,0.01739120,0.47840312,0.57319067,0.22261007
-5.97598799,1.78958217,0.01875742,0.44582026,0.01804541,0.48430941,0.54930788,0.22269502
-5.96998499,1.78431631,0.01918998,0.43856434,0.01862226,0.49093995,0.52773495,0.22282514
-5.96398199,1.78013239,0.01956080,0.43145291,0.01911476,0.49807972,0.50836601,0.22287852
-5.95797899,1.77630119,0.01985603,0.42430177,0.01951854,0.50554379,0.49107059,0.22274504
-5.95197599,1.77220212,0.02006379,0.41694688,0.01983198,0.51318495,0.47570574,0.22233091
-5.94597299,1.76735055,0.02017461,0.40925271,0.02005613,0.52089904,0.46212720,0.22156235
-5.93996998,1.76141689,0.02018167,0.40111897,0.02019467,0.52862751,0.45019903,0.22038828
-5.93396698,1.75423642,0.02008106,0.39248528,0.02025364,0.53635697,0.43980125,0.21878185
-5.92796398,1.74580926,0.01987178,0.38333369,0.02024111,0.54411572,0.43083500,0.21674065
-5.92196098,1.73629036,0.01955572,0.37368887,0.02016677,0.55196745,0.42322519,0.21428578
-5.91595798,1.72597047,0.01913756,0.36361596,0.02004143,0.56000243,0.41692058,0.21145964
-5.90995498,1.71524886,0.01862443,0.35321638,0.01987651,0.56832661,0.41189136,0.20832267
-5.90395198,1.70459991,0.01802562,0.34262175,0.01968344,0.57704943,0.40812484,0.20494930
-5.89794897,1.69453520,0.01735217,0.33198634,0.01947316,0.58627090,0.40561941,0.20142321
-5.89194597,1.68556381,0.01661638,0.32147858,0.01925558,0.59606898,0.40437757,0.19783224
-5.88594297,1.67815286,0.01583139,0.31127196,0.01903913,0.60648778,0.40439851,0.19426326
-5.87993997,1.67269097,0.01501061,0.30153596,0.01883041,0.61752766,0.40567092,0.19079723
-5.87393697,1.66945672,0.01416735,0.29242748,0.01863392,0.62913770,0.40816667,0.18750475
-5.86793397,1.66859397,0.01331434,0.28408307,0.01845191,0.64121120,0.41183590,0.18444231
-5.86193097,1.67009556,0.01246339,0.27661261,0.01828440,0.65358454,0.41660387,0.18164947
-5.85592796,1.67379639,0.01162512,0.27009450,0.01812921,0.66603969,0.42237015,0.17914703
