energy_ev,total_up,In_p_up,In_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.41170585,5.14322334,0.06096329,0.00071562,0.75440523,3.18912998,0.40780008,1.32349640
-5.40570285,5.09765322,0.05783897,0.00069905,0.75652956,3.15972375,0.42107779,1.31763074
-5.39969985,5.03924229,0.05460203,0.00068201,0.75573380,3.12108350,0.43579035,1.30756853
-5.39369685,4.96785139,0.05129505,0.00066481,0.75178511,3.07296124,0.45173603,1.29316930
-5.38769385,4.88362311,0.04796008,0.00064774,0.74453208,3.01534281,0.46866023,1.27438700
-5.38169085,4.78698855,0.04463758,0.00063111,0.73391116,2.94845880,0.48625966,1.25127456
-5.37568784,4.67866371,0.04136554,0.00061523,0.71995030,2.87278611,0.50418855,1.22398458
-5.36968484,4.55963519,0.03817862,0.00060037,0.70276959,2.78904001,0.52206671,1.19276609
-5.36368184,4.43113599,0.03510751,0.00058680,0.68257882,2.69815681,0.53948930,1.15795747
-5.35767884,4.29461241,0.03217840,0.00057473,0.65967216,2.60126823,0.55603804,1.11997592
-5.35167584,4.15168385,0.02941261,0.00056436,0.63442024,2.49966858,0.57129326,1.07930400
-5.34567284,4.00409746,0.02682643,0.00055580,0.60725994,2.39477670,0.58484660,1.03647385
-5.33966983,3.85368007,0.02443111,0.00054915,0.57868262,2.28809441,0.59631363,0.99205004
-5.33366683,3.70228972,0.02223299,0.00054441,0.54922107,2.18116378,0.60534600,0.94661177
-5.32766383,3.55176914,0.02023375,0.00054153,0.51943609,2.07552511,0.61164254,0.90073541
-5.32166083,3.40390324,0.01843088,0.00054042,0.48990302,1.97267771,0.61495887,0.85497804
-5.31565783,3.26038230,0.01681810,0.00054092,0.46119875,1.87404496,0.61511503,0.80986285
-5.30965483,3.12277211,0.01538592,0.00054281,0.43388977,1.78094496,0.61200092,0.76586686
-5.30365183,2.99249164,0.01412232,0.00054583,0.40852130,1.69456751,0.60557926,0.72341147
-5.29764882,2.87079828,0.01301326,0.00054970,0.38560789,1.61595773,0.59588596,0.68285594
-5.29164582,2.75878028,0.01204339,0.00055411,0.36562536,1.54600611,0.58302803,0.64449385
-5.28564282,2.65735524,0.01119658,0.00055874,0.34900406,1.48544431,0.56717899,0.60855249
-5.27963982,2.56727328,0.01045651,0.00056326,0.33612330,1.43484581,0.54857225,0.57519475
-5.27363682,2.48912339,0.00980712,0.00056737,0.32730664,1.39462992,0.52749263,0.54452309
-5.26763382,2.42334089,0.00923306,0.00057079,0.32281786,1.36506812,0.50426657,0.51658512
-5.26163082,2.37021466,0.00872007,0.00057327,0.32285724,1.34629093,0.47925134,0.49138021
-5.25562781,2.32989238,0.00825520,0.00057463,0.32755810,1.33829439,0.45282389,0.46886657
-5.24962481,2.30238276,0.00782704,0.00057470,0.33698324,1.34094490,0.42536969,0.44896821
-5.24362181,2.28755410,0.00742586,0.00057338,0.35112148,1.35398189,0.39727201,0.43158148
-5.23761881,2.28512908,0.00704364,0.00057064,0.36988412,1.37701798,0.36890214,0.41658072
-5.23161581,2.29467613,0.00667408,0.00056647,0.39310176,1.40953678,0.34061062,0.40382293
-5.22561281,2.31559850,0.00631255,0.00056093,0.42052157,1.45088906,0.31271997,0.39315117
-5.21960980,2.34712234,0.00595597,0.00055411,0.45180554,1.50028804,0.28551894,0.38439704
-5.21360680,2.38828577,0.00560272,0.00054614,0.48653004,1.55680522,0.25925832,0.37738201
-5.20760380,2.43793079,0.00525243,0.00053716,0.52418730,1.61936813,0.23414843,0.37191818
-5.20160080,2.49470023,0.00490588,0.00052732,0.56418911,1.68676146,0.21035801,0.36780852
-5.19559780,2.55704163,0.00456482,0.00051681,0.60587326,1.75763300,0.18801466,0.36484701
-5.18959480,2.62321959,0.00423183,0.00050577,0.64851283,1.83050559,0.16720631,0.36281901
-5.18359180,2.69133782,0.00391023,0.00049436,0.69132865,1.90379579,0.14798386,0.36150211
-5.17758879,2.75937129,0.00360397,0.00048271,0.73350473,1.97583980,0.13036448,0.36066766
-5.17158579,2.82520847,0.00331761,0.00047095,0.77420641,2.04492637,0.11433556,0.36008320
-5.16558279,2.88670259,0.00305636,0.00045918,0.81260096,2.10933616,0.09985895,0.35951581
-5.15957979,2.94173055,0.00282612,0.00044750,0.84787972,2.16738619,0.08687539,0.35873625
-5.15357679,2.98825714,0.00263363,0.00043598,0.87928132,2.21747799,0.07530890,0.35752393
-5.14757379,3.02440195,0.00248665,0.00042470,0.90611479,2.25814719,0.06507103,0.35567234
-5.14157079,3.04850601,0.00239424,0.00041377,0.92778180,2.28811252,0.05606477,0.35299472
-5.13556778,3.05919492,0.00236706,0.00040329,0.94379691,2.30632168,0.04818819,0.34932965
-5.12956478,3.05543554,0.00241775,0.00039342,0.95380504,2.31199201,0.04133754,0.34454627
-5.12356178,3.03658329,0.00256133,0.00038434,0.95759519,2.30464377,0.03540994,0.33854873
-5.11755878,3.00241784,0.00281565,0.00037629,0.95510984,2.28412428,0.03030567,0.33127962
-5.11155578,2.95316538,0.00320190,0.00036961,0.94644962,2.25062184,0.02592983,0.32272221
-5.10555278,2.88950641,0.00374503,0.00036469,0.93187285,2.20466854,0.02219377,0.31290130
-5.09954977,2.81256867,0.00447423,0.00036201,0.91179014,2.14713195,0.01901589,0.30188255
-5.09354677,2.72390574,0.00542335,0.00036216,0.88675417,2.07919600,0.01632231,0.28977047
-5.08754377,2.62546238,0.00663122,0.00036582,0.85744519,2.00233217,0.01404705,0.27670494
-5.08154077,2.51952818,0.00814191,0.00037377,0.82465290,1.91826220,0.01213202,0.26285670
-5.07553777,2.40868183,0.01000481,0.00038689,0.78925533,1.82891422,0.01052680,0.24842180
-5.06953477,2.29572826,0.01227458,0.00040614,0.75219587,1.73637412,0.00918824,0.23361537
-5.06353177,2.18363129,0.01501090,0.00043258,0.71445915,1.64283426,0.00807994,0.21866506
-5.05752876,2.07544415,0.01827803,0.00046733,0.67704668,1.55054133,0.00717162,0.20380434
-5.05152576,1.97424029,0.02214405,0.00051154,0.64095320,1.46174533,0.00643848,0.18926596
-5.04552276,1.88304633,0.02667993,0.00056642,0.60714431,1.37865094,0.00586052,0.17527588
-5.03951976,1.80477874,0.03195836,0.00063316,0.57653607,1.30337254,0.00542183,0.16204775
-5.03351676,1.74218550,0.03805224,0.00071294,0.54997691,1.23789373,0.00510995,0.14977816
-5.02751376,1.69779334,0.04503310,0.00080689,0.52823228,1.18403158,0.00491522,0.13864271
-5.02151076,1.67386101,0.05296921,0.00091602,0.51197200,1.14340585,0.00483017,0.12879300
-5.01550775,1.67233854,0.06192365,0.00104126,0.50176049,1.11741296,0.00484902,0.12035438
-5.00950475,1.69483242,0.07195228,0.00118336,0.49804973,1.10720421,0.00496712,0.11342458
-5.00350175,1.74257626,0.08310171,0.00134289,0.50117473,1.11366805,0.00518057,0.10807300
-4.99749875,1.81640684,0.09540738,0.00152021,0.51135148,1.13741557,0.00548578,0.10434063
-4.99149575,1.91674513,0.10889175,0.00171544,0.52867699,1.17876916,0.00587918,0.10224045
-4.98549275,2.04358236,0.12356278,0.00192842,0.55313127,1.23775386,0.00635690,0.10175828
-4.97948974,2.19647115,0.13941263,0.00215874,0.58458107,1.31409156,0.00691459,0.10285385
-4.97348674,2.37452220,0.15641681,0.00240570,0.62278519,1.40719806,0.00754722,0.10546222
-4.96748374,2.57640676,0.17453360,0.00266830,0.66740112,1.51618361,0.00824897,0.10949525
-4.96148074,2.80036581,0.19370393,0.00294528,0.71799302,1.63985736,0.00901319,0.11484340
-4.95547774,3.04422635,0.21385166,0.00323514,0.77404078,1.77673651,0.00983237,0.12137754
-4.94947474,3.30542559,0.23488418,0.00353609,0.83495005,1.92506098,0.01069821,0.12895106
-4.94347174,3.58104345,0.25669335,0.00384617,0.90006311,2.08281416,0.01160166,0.13740211
-4.93746873,3.86784363,0.27915665,0.00416323,0.96867046,2.24775046,0.01253311,0.14655609
-4.93146573,4.16232315,0.30213861,0.00448498,1.04002270,2.41742983,0.01348256,0.15622838
-4.92546273,4.46076989,0.32549217,0.00480902,1.11334273,2.58925936,0.01443978,0.16622737
-4.91945973,4.75932726,0.34906027,0.00513286,1.18783779,2.76054147,0.01539457,0.17635772
-4.91345673,5.05406475,0.37267725,0.00545402,1.26271117,2.92852792,0.01633699,0.18642382
-4.90745373,5.34105256,0.39617025,0.00576998,1.33717322,3.09047842,0.01725762,0.19623351
-4.90145073,5.61643840,0.41936049,0.00607826,1.41045150,3.24372216,0.01814776,0.20560181
-4.89544772,5.87652422,0.44206451,0.00637642,1.48179968,3.38572043,0.01899968,0.21435472
-4.88944472,6.11784044,0.46409523,0.00666208,1.55050527,3.51412810,0.01980677,0.22233293
-4.88344172,6.33721537,0.48526315,0.00693297,1.61589582,3.62685159,0.02056373,0.22939521
-4.87743872,6.53183762,0.50537747,0.00718689,1.67734380,3.72210130,0.02126664,0.23542155
-4.87143572,6.69930936,0.52424744,0.00742175,1.73427016,3.79843604,0.02191304,0.24031575
-4.86543272,6.83768904,0.54168390,0.00763556,1.78614667,3.85479784,0.02250192,0.24400745
-4.85942971,6.94552205,0.55750109,0.00782647,1.83249747,3.89053557,0.02303369,0.24645344
-4.85342671,7.02185881,0.57151884,0.00799275,1.87289993,3.90541629,0.02351010,0.24763829
-4.84742371,7.06625999,0.58356519,0.00813280,1.90698520,3.89962385,0.02393407,0.24757409
-4.84142071,7.07878901,0.59347927,0.00824521,1.93443877,3.87374498,0.02430958,0.24629947
-4.83541771,7.05999275,0.60111465,0.00832875,1.95500131,3.82874319,0.02464141,0.24387785
-4.82941471,7.01087139,0.60634284,0.00838238,1.96846989,3.76592188,0.02493498,0.24039494
-4.82341171,6.93283885,0.60905707,0.00840532,1.97469984,3.68687816,0.02519610,0.23595565
-4.81740870,6.82767570,0.60917588,0.00839704,1.97360712,3.59344935,0.02543074,0.23068055
-4.81140570,6.69747596,0.60664673,0.00835733,1.96517119,3.48765428,0.02564483,0.22470188
-4.80540270,6.54459011,0.60144904,0.00828627,1.94943808,3.37163194,0.02584403,0.21815943
-4.79939970,6.37156575,0.59359682,0.00818432,1.92652347,3.24757962,0.02603355,0.21119631
-4.79339670,6.18108791,0.58314050,0.00805230,1.89661530,3.11769291,0.02621799,0.20395481
-4.78739370,5.97592045,0.57016786,0.00789137,1.85997561,2.98410964,0.02640119,0.19657255
-4.78139070,5.75885010,0.55480392,0.00770309,1.81694109,2.84885949,0.02658617,0.18917894
-4.77538769,5.53263425,0.53720985,0.00748936,1.76792208,2.71382076,0.02677498,0.18189213
-4.76938469,5.29995349,0.51758065,0.00725240,1.71339975,2.58068533,0.02696873,0.17481655
-4.76338169,5.06336979,0.49614184,0.00699475,1.65392106,2.45093250,0.02716759,0.16804108
-4.75737869,4.82529084,0.47314511,0.00671916,1.59009175,2.32581198,0.02737076,0.16163784
-4.75137569,4.58794091,0.44886316,0.00642858,1.52256717,2.20633587,0.02757663,0.15566171
-4.74537269,4.35333852,0.42358386,0.00612609,1.45204124,2.09327923,0.02778284,0.15015048
-4.73936968,4.12328089,0.39760397,0.00581482,1.37923397,1.98718843,0.02798644,0.14512563
-4.73336668,3.89933494,0.37122260,0.00549790,1.30487780,1.88839628,0.02818405,0.14059359
-4.72736368,3.68283470,0.34473471,0.00517839,1.22970340,1.79704272,0.02837208,0.13654752
-4.72136068,3.47488439,0.31842489,0.00485919,1.15442547,1.71309975,0.02854691,0.13296944
-4.71535768,3.27636669,0.29256156,0.00454303,1.07972907,1.63639909,0.02870515,0.12983251
-4.70935468,3.08795530,0.26739188,0.00423239,1.00625697,1.56666127,0.02884381,0.12710346
-4.70335168,2.91013088,0.24313743,0.00392947,0.93459859,1.50352456,0.02896052,0.12474505
-4.69734867,2.74319936,0.21999087,0.00363619,0.86528081,1.44657268,0.02905370,0.12271830
-4.69134567,2.58731157,0.19811349,0.00335414,0.79876093,1.39535985,0.02912267,0.12098452
-4.68534267,2.44248320,0.17763387,0.00308458,0.73542192,1.34943254,0.02916771,0.11950699
-4.67933967,2.30861396,0.15864746,0.00282850,0.67556997,1.30834690,0.02919007,0.11825223
-4.67333667,2.18550532,0.14121708,0.00258654,0.61943429,1.27168164,0.02919192,0.11719083
-4.66733367,2.07287598,0.12537427,0.00235912,0.56716889,1.23904607,0.02917618,0.11629775
-4.66133067,1.97037466,0.11112128,0.00214637,0.51885613,1.21008340,0.02914636,0.11555228
-4.65532766,1.87759016,0.09843372,0.00194825,0.47451179,1.18446984,0.02910625,0.11493745
-4.64932466,1.79405860,0.08726361,0.00176451,0.43409112,1.16190990,0.02905966,0.11443919
-4.64332166,1.71926826,0.07754264,0.00159475,0.39749588,1.14212897,0.02901005,0.11404520
-4.63731866,1.65266264,0.06918575,0.00143849,0.36458166,1.12486409,0.02896023,0.11374374
-4.63131566,1.59364244,0.06209464,0.00129513,0.33516561,1.10985404,0.02891202,0.11352226
-4.62531266,1.54156735,0.05616124,0.00116402,0.30903403,1.09682983,0.02886600,0.11336631
-4.61930965,1.49575862,0.05127114,0.00104448,0.28594986,1.08550686,0.02882127,0.11325853
-4.61330665,1.45550330,0.04730668,0.00093580,0.26565985,1.07557944,0.02877538,0.11317801
-4.60730365,1.42006085,0.04414991,0.00083727,0.24790140,1.06671876,0.02872427,0.11310007
-4.60130065,1.38867287,0.04168523,0.00074820,0.23240899,1.05857466,0.02866238,0.11299646
-4.59529765,1.36057619,0.03980178,0.00066790,0.21892017,1.05078154,0.02858288,0.11283609
-4.58929465,1.33501945,0.03839548,0.00059571,0.20718124,1.04296846,0.02847794,0.11258616
-4.58329165,1.31128299,0.03737084,0.00053101,0.19695241,1.03477312,0.02833919,0.11221386
-4.57728864,1.28870154,0.03664249,0.00047319,0.18801265,1.02585911,0.02815817,0.11168832
-4.57128564,1.26668901,0.03613644,0.00042168,0.18016415,1.01593582,0.02792691,0.11098294
-4.56528264,1.24476440,0.03579106,0.00037597,0.17323629,1.00477987,0.02763849,0.11007787
-4.55927964,1.22257780,0.03555783,0.00033556,0.16708922,0.99225717,0.02728757,0.10896258
-4.55327664,1.19993532,0.03540193,0.00030002,0.16161686,0.97834442,0.02687096,0.10763836
-4.54727364,1.17682178,0.03530249,0.00026893,0.15674944,0.96314898,0.02638809,0.10612070
-4.54127064,1.15342007,0.03525269,0.00024195,0.15245525,0.94692618,0.02584133,0.10444131
-4.53526763,1.13012626,0.03525964,0.00021878,0.14874184,0.93009298,0.02523629,0.10264984
-4.52926463,1.10755961,0.03534401,0.00019918,0.14565640,0.91323752,0.02458193,0.10081515
-4.52326163,1.08656677,0.03553948,0.00018294,0.14328529,0.89712375,0.02389054,0.09902607
-4.51725863,1.06821998,0.03589192,0.00016994,0.14175282,0.88269095,0.02317760,0.09739153
-4.51125563,1.05380872,0.03645838,0.00016012,0.14121911,0.87104783,0.02246150,0.09604028
-4.50525263,1.04482502,0.03730582,0.00015345,0.14187706,0.86346114,0.02176307,0.09511987
-4.49924962,1.04294233,0.03850964,0.00014999,0.14394855,0.86133902,0.02110510,0.09479516
-4.49324662,1.04998826,0.04015192,0.00014987,0.14767971,0.86620911,0.02051166,0.09524621
-4.48724362,1.06791144,0.04231948,0.00015324,0.15333555,0.87969180,0.02000745,0.09666560
-4.48124062,1.09874294,0.04510162,0.00016036,0.16119373,0.90346890,0.01961700,0.09925524
-4.47523762,1.14455267,0.04858778,0.00017152,0.17153791,0.93924820,0.01936393,0.10322262
-4.46923462,1.20740144,0.05286489,0.00018705,0.18465040,0.98872437,0.01927016,0.10877658
-4.46323162,1.28928911,0.05801457,0.00020736,0.20080460,1.05353662,0.01935517,0.11612253
-4.45722861,1.39209989,0.06411028,0.00023287,0.22025712,1.13522402,0.01963533,0.12545731
-4.45122561,1.51754554,0.07121439,0.00026406,0.24323990,1.23517899,0.02012325,0.13696355
-4.44522261,1.66710769,0.07937527,0.00030143,0.26995252,1.35459998,0.02082730,0.15080381
-4.43921961,1.84198058,0.08862452,0.00034549,0.30055478,1.49444453,0.02175116,0.16711437
-4.43321661,2.04301592,0.09897446,0.00039680,0.33516005,1.65538382,0.02289359,0.18599905
-4.42721361,2.27067146,0.11041594,0.00045587,0.37382931,1.83776027,0.02424828,0.20752299
-4.42121061,2.52496543,0.12291672,0.00052325,0.41656643,2.04154976,0.02580390,0.23170685
-4.41520760,2.80543890,0.13642038,0.00059943,0.46331474,2.26633035,0.02754426,0.25852136
-4.40920460,3.11112814,0.15084604,0.00068492,0.51395512,2.51125901,0.02944871,0.28788284
-4.40320160,3.44054905,0.16608887,0.00078016,0.56830585,2.77505833,0.03149263,0.31964965
-4.39719860,3.79169564,0.18202160,0.00088553,0.62612435,3.05601466,0.03364813,0.35362004
-4.39119560,4.16205382,0.19849688,0.00100137,0.68711070,3.35198904,0.03588483,0.38953167
-4.38519260,4.54863172,0.21535069,0.00112794,0.75091319,3.66044177,0.03817084,0.42706291
-4.37918959,4.94800675,0.23240662,0.00126540,0.81713554,3.97847100,0.04047374,0.46583618
-4.37318659,5.35638906,0.24948088,0.00141382,0.88534574,4.30286527,0.04276168,0.50542346
-4.36718359,5.76970027,0.26638806,0.00157316,0.95508622,4.63016887,0.04500445,0.54535390
-4.36118059,6.18366524,0.28294713,0.00174324,1.02588488,4.95675874,0.04717456,0.58512348
-4.35517759,6.59391422,0.29898777,0.00192376,1.09726667,5.27893030,0.04924822,0.62420646
-4.34917459,6.99609159,0.31435637,0.00211426,1.16876523,5.59298963,0.05120621,0.66206844
-4.34317159,7.38596717,0.32892168,0.00231414,1.23993387,5.89534837,0.05303460,0.69818036
-4.33716858,7.75954533,0.34257962,0.00252261,1.31035575,6.18261759,0.05472528,0.73203314
-4.33116558,8.11316733,0.35525700,0.00273873,1.37965236,6.45169680,0.05627620,0.76315227
-4.32516258,8.44360213,0.36691393,0.00296136,1.44749017,6.69985409,0.05769147,0.79111171
-4.31915958,8.74812157,0.37754467,0.00318921,1.51358495,6.92479376,0.05898110,0.81554649
-4.31315658,9.02455628,0.38717675,0.00342080,1.57770355,7.12470847,0.06016051,0.83616351
-4.30715358,9.27132966,0.39586846,0.00365447,1.63966307,7.29831337,0.06124986,0.85274974
