energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-6.00000000,0.93770743,0.36568876,0.10050216,0.00337029,0.11946066,0.19114603,0.14378343,0.00836097,0.36373311
-5.99399700,0.89250218,0.34461860,0.09941341,0.00311830,0.11437422,0.18364099,0.12968052,0.00781304,0.34587708
-5.98799400,0.84886845,0.32420844,0.09810772,0.00288725,0.10934098,0.17630459,0.11665455,0.00731453,0.32875079
-5.98199100,0.80672955,0.30452604,0.09655928,0.00267548,0.10436805,0.16910978,0.10470084,0.00685997,0.31230385
-5.97598799,0.76597646,0.28561058,0.09474665,0.00248119,0.09945742,0.16202733,0.09379748,0.00644380,0.29647537
-5.96998499,0.72648442,0.26747803,0.09265453,0.00230256,0.09460771,0.15502929,0.08390844,0.00606061,0.28120074
-5.96398199,0.68812925,0.25012710,0.09027522,0.00213777,0.08981606,0.14809242,0.07498679,0.00570535,0.26641822
-5.95797899,0.65080260,0.23354526,0.08760979,0.00198509,0.08507990,0.14120118,0.06697808,0.00537353,0.25207499
-5.95197599,0.61442532,0.21771454,0.08466892,0.00184293,0.08039848,0.13435039,0.05982363,0.00506136,0.23813245
-5.94597299,0.57895844,0.20261684,0.08147330,0.00170988,0.07577416,0.12754719,0.05346356,0.00476588,0.22457054
-5.93996998,0.54441139,0.18823845,0.07805369,0.00158473,0.07121344,0.12081250,0.04783954,0.00448498,0.21139092
-5.93396698,0.51084739,0.17457379,0.07445051,0.00146650,0.06672757,0.11418181,0.04289720,0.00421749,0.19861900
-5.92796398,0.47838593,0.16162812,0.07071322,0.00135441,0.06233283,0.10770534,0.03858806,0.00396316,0.18630486
-5.92196098,0.44720263,0.14941940,0.06689932,0.00124794,0.05805057,0.10144767,0.03487110,0.00372257,0.17452305
-5.91595798,0.41752687,0.13797917,0.06307315,0.00114674,0.05390690,0.09548689,0.03171388,0.00349716,0.16337161
-5.90995498,0.38963739,0.12735280,0.05930459,0.00105066,0.04993218,0.08991331,0.02909326,0.00328910,0.15297017
-5.90395198,0.36385648,0.11759892,0.05566759,0.00095970,0.04616037,0.08482789,0.02699575,0.00310118,0.14345755
-5.89794897,0.34054306,0.10878852,0.05223881,0.00087399,0.04262824,0.08034041,0.02541756,0.00293677,0.13498890
-5.89194597,0.32008505,0.10100349,0.04909612,0.00079375,0.03937460,0.07656743,0.02436433,0.00279966,0.12773245
-5.88594297,0.30289130,0.09433499,0.04631732,0.00071927,0.03643941,0.07363020,0.02385055,0.00269397,0.12186614
-5.87993997,0.28938328,0.08888163,0.04397885,0.00065089,0.03386305,0.07165236,0.02389883,0.00262404,0.11757399
-5.87393697,0.27998664,0.08474748,0.04215460,0.00058896,0.03168555,0.07075760,0.02453886,0.00259435,0.11504245
-5.86793397,0.27512264,0.08204001,0.04091482,0.00053384,0.02994591,0.07106720,0.02580621,0.00260933,0.11445651
-5.86193097,0.27519936,0.08086787,0.04032508,0.00048586,0.02868148,0.07269738,0.02774089,0.00267333,0.11599570
-5.85592796,0.28060266,0.08133862,0.04044519,0.00044535,0.02792735,0.07575658,0.03038581,0.00279045,0.11982991
-5.84992496,0.29168668,0.08355616,0.04132825,0.00041257,0.02771577,0.08034248,0.03378491,0.00296445,0.12611495
-5.84392196,0.30876394,0.08761807,0.04301951,0.00038776,0.02807556,0.08653892,0.03798129,0.00319859,0.13498783
-5.83791896,0.33209481,0.09361257,0.04555531,0.00037111,0.02903142,0.09441259,0.04301508,0.00349553,0.14656188
-5.83191596,0.36187661,0.10161528,0.04896187,0.00036273,0.03060331,0.10400969,0.04892135,0.00385719,0.16092160
-5.82591296,0.39823245,0.11168569,0.05325414,0.00036271,0.03280561,0.11535254,0.05572786,0.00428458,0.17811751
-5.81990995,0.44119999,0.12386341,0.05843450,0.00037105,0.03564629,0.12843631,0.06345295,0.00477772,0.19816109
-5.81390695,0.49072085,0.13816426,0.06449163,0.00038770,0.03912602,0.14322595,0.07210355,0.00533547,0.22101999
-5.80790395,0.54663084,0.15457648,0.07139940,0.00041252,0.04323723,0.15965371,0.08167341,0.00595545,0.24661390
-5.80190095,0.60865199,0.17305697,0.07911598,0.00044529,0.04796313,0.17761709,0.09214171,0.00663394,0.27481125
-5.79589795,0.67638694,0.19352806,0.08758317,0.00048571,0.05327694,0.19697785,0.10347211,0.00736583,0.30542715
-5.78989495,0.74931630,0.21587475,0.09672620,0.00053336,0.05914105,0.21756185,0.11561240,0.00814460,0.33822285
-5.78389195,0.82679986,0.23994299,0.10645384,0.00058774,0.06550656,0.23916028,0.12849484,0.00896234,0.37290700
-5.77788894,0.90808204,0.26553888,0.11665918,0.00064820,0.07231292,0.26153207,0.14203718,0.00980985,0.40913892
-5.77188594,0.99230204,0.29242923,0.12722094,0.00071400,0.07948806,0.28440783,0.15614454,0.01067675,0.44653408
-5.76588294,1.07850888,0.32034365,0.13800537,0.00078427,0.08694879,0.30749509,0.17071198,0.01155168,0.48467172
-5.75987994,1.16568128,0.34897807,0.14886885,0.00085804,0.09460167,0.33048492,0.18562791,0.01242254,0.52310465
-5.75387694,1.25275185,0.37799996,0.15966102,0.00093421,0.10234433,0.35305974,0.20077807,0.01327680,0.56137088
-5.74787394,1.33863528,0.40705503,0.17022844,0.00101162,0.11006728,0.37490198,0.21604997,0.01410178,0.59900686
-5.74187094,1.42225914,0.43577534,0.18041865,0.00108902,0.11765604,0.39570344,0.23133774,0.01488508,0.63556172
-5.73586793,1.50259653,0.46378855,0.19008445,0.00116511,0.12499377,0.41517484,0.24654689,0.01561491,0.67061199
-5.72986493,1.57869880,0.49072798,0.19908833,0.00123859,0.13196409,0.43305514,0.26159902,0.01628049,0.70377613
-5.72386193,1.64972706,0.51624306,0.20730667,0.00130817,0.13845412,0.44912032,0.27643591,0.01687241,0.73472809
-5.71785893,1.71498070,0.54000980,0.21463372,0.00137259,0.14435763,0.46319102,0.29102295,0.01738297,0.76320929
-5.71185593,1.77392154,0.56174067,0.22098503,0.00143071,0.14957808,0.47513874,0.30535144,0.01780645,0.78903811
-5.70585293,1.82619202,0.58119348,0.22630015,0.00148148,0.15403149,0.48489015,0.31943979,0.01813936,0.81211658
-5.69984992,1.87162640,0.59817877,0.23054449,0.00152403,0.15764894,0.49242940,0.33333313,0.01838056,0.83243352
-5.69384692,1.91025406,0.61256527,0.23371023,0.00155765,0.16037867,0.49779806,0.34710152,0.01853135,0.85006396
-5.68784392,1.94229449,0.62428320,0.23581615,0.00158185,0.16218758,0.50109279,0.36083664,0.01859543,0.86516472
-5.68184092,1.96814400,0.63332506,0.23690642,0.00159634,0.16306210,0.50246078,0.37464697,0.01857882,0.87796613
-5.67583792,1.98835447,0.63974394,0.23704834,0.00160109,0.16300836,0.50209308,0.38865177,0.01848966,0.88876040
-5.66983492,2.00360531,0.64364928,0.23632921,0.00159628,0.16205169,0.50021621,0.40297409,0.01833795,0.89788689
-5.66383192,2.01466973,0.64520040,0.23485239,0.00158232,0.16023540,0.49708241,0.41773303,0.01813523,0.90571526
-5.65782891,2.02237711,0.64459804,0.23273276,0.00155981,0.15761896,0.49295906,0.43303584,0.01789423,0.91262714
-5.65182591,2.02757349,0.64207426,0.23009184,0.00152954,0.15427562,0.48811768,0.44897025,0.01762848,0.91899733
-5.64582291,2.03108203,0.63788144,0.22705278,0.00149247,0.15028966,0.48282324,0.46559738,0.01735187,0.92517563
-5.63981991,2.03366580,0.63228072,0.22373552,0.00144965,0.14575328,0.47732412,0.48294584,0.01707831,0.93147011
-5.63381691,2.03599465,0.62553066,0.22025223,0.00140224,0.14076342,0.47184333,0.50100730,0.01682131,0.93813283
-5.62781391,2.03861804,0.61787661,0.21670346,0.00135142,0.13541859,0.46657136,0.51973389,0.01659370,0.94534876
-5.62181091,2.04194520,0.60954135,0.21317493,0.00129840,0.12981576,0.46166094,0.53903768,0.01640729,0.95322853
-5.61580790,2.04623352,0.60071751,0.20973536,0.00124435,0.12404768,0.45722396,0.55879234,0.01627270,0.96180535
-5.60980490,2.05158575,0.59156206,0.20643517,0.00119039,0.11820049,0.45333059,0.57883692,0.01619915,0.97103621
-5.60380190,2.05795595,0.58219304,0.20330627,0.00113756,0.11235183,0.45001053,0.59898166,0.01619439,0.98080731
-5.59779890,2.06516359,0.57268875,0.20036278,0.00108679,0.10656949,0.44725631,0.61901559,0.01626464,0.99094340
-5.59179590,2.07291486,0.56308917,0.19760276,0.00103892,0.10091060,0.44502823,0.63871546,0.01641458,1.00122036
-5.58579290,2.08082979,0.55339952,0.19501052,0.00099466,0.09542136,0.44326069,0.65785558,0.01664742,1.01138035
-5.57978989,2.08847354,0.54359557,0.19255978,0.00095459,0.09013724,0.44186948,0.67621817,0.01696494,1.02114866
-5.57378689,2.09538979,0.53363034,0.19021700,0.00091919,0.08508363,0.44075957,0.69360342,0.01736762,1.03025126
-5.56778389,2.10113459,0.52344168,0.18794511,0.00088885,0.08027685,0.43983294,0.70983903,0.01785471,1.03843217
-5.56178089,2.10530850,0.51296026,0.18570713,0.00086385,0.07572541,0.43899606,0.72478851,0.01842433,1.04546963
-5.55577789,2.10758549,0.50211750,0.18346966,0.00084441,0.07143141,0.43816667,0.73835791,0.01907361,1.05119029
-5.54977489,2.10773701,0.49085286,0.18120589,0.00083069,0.06739200,0.43727944,0.75050069,0.01979871,1.05548076
-5.54377189,2.10565019,0.47912026,0.17889826,0.00082282,0.06360089,0.43629044,0.76122036,0.02059495,1.05829590
-5.53776888,2.10133934,0.46689321,0.17654030,0.00082089,0.06004966,0.43518009,0.77057093,0.02145682,1.05966364
-5.53176588,2.09495046,0.45416848,0.17413789,0.00082499,0.05672893,0.43395476,0.77865516,0.02237809,1.05968605
-5.52576288,2.08675864,0.44096815,0.17170976,0.00083519,0.05362940,0.43264676,0.78562056,0.02335178,1.05853683
-5.51975988,2.07715892,0.42734009,0.16928714,0.00085158,0.05074251,0.43131307,0.79165361,0.02437028,1.05645540
-5.51375688,2.06665108,0.41335694,0.16691288,0.00087424,0.04806105,0.43003275,0.79697228,0.02542534,1.05373791
-5.50775388,2.05581942,0.39911378,0.16463977,0.00090323,0.04557934,0.42890335,0.80181728,0.02650817,1.05072572
-5.50175088,2.04530860,0.38472460,0.16252841,0.00093860,0.04329335,0.42803654,0.80644238,0.02760949,1.04779189
-5.49574787,2.03579655,0.37031804,0.16064460,0.00098038,0.04120054,0.42755298,0.81110423,0.02871960,1.04532627
-5.48974487,2.02796597,0.35603256,0.15905642,0.00102855,0.03929967,0.42757703,0.81605207,0.02982850,1.04371982
-5.48374187,2.02247533,0.34201139,0.15783114,0.00108302,0.03759037,0.42823116,0.82151758,0.03092601,1.04334883
-5.47773887,2.01993075,0.32839750,0.15703203,0.00114360,0.03607278,0.42963047,0.82770538,0.03200182,1.04455954
-5.47173587,2.02085961,0.31532895,0.15671531,0.00121002,0.03474709,0.43187750,0.83478433,0.03304566,1.04765378
-5.46573287,2.02568703,0.30293469,0.15692724,0.00128188,0.03361314,0.43505745,0.84288002,0.03404739,1.05287608
-5.45972986,2.03471583,0.29133115,0.15770152,0.00135862,0.03267008,0.43923395,0.85206856,0.03499708,1.06040274
-5.45372686,2.04811091,0.28061956,0.15905720,0.00143954,0.03191605,0.44444565,0.86237202,0.03588514,1.07033314
-5.44772386,2.06588836,0.27088420,0.16099697,0.00152380,0.03134799,0.45070359,0.87375554,0.03670233,1.08268372
-5.44172086,2.08790994,0.26219151,0.16350616,0.00161038,0.03096157,0.45798955,0.88612637,0.03743985,1.09738480
-5.43571786,2.11388303,0.25459009,0.16655230,0.00169809,0.03075114,0.46625545,0.89933477,0.03808939,1.11428046
-5.42971486,2.14336635,0.24811146,0.17008538,0.00178565,0.03070985,0.47542383,0.91317707,0.03864312,1.13313144
-5.42371186,2.17578124,0.24277150,0.17403884,0.00187161,0.03082983,0.48538948,0.92740060,0.03909377,1.15362127
-5.41770885,2.21042842,0.23857245,0.17833120,0.00195447,0.03110244,0.49602212,0.94171063,0.03943461,1.17536533
-5.41170585,2.24650954,0.23550529,0.18286832,0.00203266,0.03151861,0.50717019,0.95577907,0.03965956,1.19792260
-5.40570285,2.28315315,0.23355231,0.18754628,0.00210460,0.03206914,0.51866553,0.96925475,0.03976317,1.22080991
-5.39969985,2.31944386,0.23268976,0.19225467,0.00216872,0.03274512,0.53032882,0.98177490,0.03974076,1.24351795
-5.39369685,2.35445384,0.23289033,0.19688021,0.00222358,0.03353824,0.54197558,0.99297749,0.03958853,1.26552863
-5.38769385,2.38727525,0.23412529,0.20131066,0.00226781,0.03444112,0.55342242,1.00251400,0.03930364,1.28633297
-5.38169085,2.41705218,0.23636625,0.20543870,0.00230024,0.03544764,0.56449326,1.01006188,0.03888441,1.30544874
-5.37568784,2.44301063,0.23958621,0.20916565,0.00231991,0.03655304,0.57502521,1.01533642,0.03833046,1.32243705
-5.36968484,2.46448518,0.24376003,0.21240499,0.00232610,0.03775413,0.58487372,1.01810128,0.03764287,1.33691707
-5.36368184,2.48094085,0.24886410,0.21508539,0.00231839,0.03904927,0.59391678,1.01817713,0.03682431,1.34857808
-5.35767884,2.49198914,0.25487524,0.21715313,0.00229661,0.04043831,0.60205790,1.01544812,0.03587922,1.35718832
-5.35167584,2.49739738,0.26176898,0.21857391,0.00226094,0.04192243,0.60922761,1.00986567,0.03481383,1.36260009
-5.34567284,2.49709099,0.26951716,0.21933388,0.00221182,0.04350391,0.61538348,1.00144935,0.03363626,1.36475087
-5.33966983,2.49114849,0.27808515,0.21943989,0.00215002,0.04518584,0.62050865,0.99028501,0.03235645,1.36366041
-5.33366683,2.47978988,0.28742880,0.21891905,0.00207654,0.04697180,0.62460895,0.97652000,0.03098612,1.35942408
-5.32766383,2.46335895,0.29749145,0.21781753,0.00199262,0.04886557,0.62770883,0.96035595,0.02953855,1.35220296
-5.32166083,2.44230106,0.30820115,0.21619887,0.00189973,0.05087082,0.62984643,0.94203949,0.02802845,1.34221119
-5.31565783,2.41713770,0.31946851,0.21414181,0.00179943,0.05299094,0.63106829,0.92185149,0.02647163,1.32970173
-5.30965483,2.38843962,0.33118535,0.21173775,0.00169344,0.05522894,0.63142383,0.90009542,0.02488467,1.31495124
-5.30365183,2.35680045,0.34322439,0.20908821,0.00158350,0.05758750,0.63096045,0.87708566,0.02328460,1.29824528
-5.29764882,2.32281237,0.35544028,0.20630219,0.00147137,0.06006915,0.62971927,0.85313625,0.02168852,1.27986477
-5.29164582,2.28704562,0.36767185,0.20349371,0.00135875,0.06267661,0.62773223,0.82855097,0.02011319,1.26007455
-5.28564282,2.25003286,0.37974588,0.20077966,0.00124729,0.06541328,0.62502056,0.80361501,0.01857471,1.23911493
-5.27963982,2.21225943,0.39148217,0.19827792,0.00113849,0.06828383,0.62159490,0.77858890,0.01708818,1.21719649
-5.27363682,2.17415972,0.40269972,0.19610586,0.00103373,0.07129488,0.61745712,0.75370468,0.01566739,1.19449859
-5.26763382,2.13611958,0.41322387,0.19437920,0.00093422,0.07445567,0.61260370,0.72916457,0.01432463,1.17117139
-5.26163082,2.09848412,0.42289401,0.19321113,0.00084098,0.07777872,0.60703043,0.70514187,0.01307048,1.14734113
-5.25562781,2.06156987,0.43157147,0.19271168,0.00075487,0.08128034,0.60073807,0.68178388,0.01191374,1.12311813
-5.24962481,2.02567981,0.43914704,0.19298714,0.00067655,0.08498094,0.59373859,0.65921637,0.01086131,1.09860662
-5.24362181,1.99111977,0.44554789,0.19413946,0.00060651,0.08890517,0.58606143,0.63754909,0.00991829,1.07391559
-5.23761881,1.95821428,0.45074324,0.19626549,0.00054508,0.09308159,0.57775931,0.61688175,0.00908796,1.04916973
-5.23161581,1.92732037,0.45474839,0.19945600,0.00049244,0.09754212,0.56891302,0.59730985,0.00837193,1.02451926
-5.22561281,1.89883769,0.45762704,0.20379424,0.00044863,0.10232103,0.55963486,0.57892985,0.00777022,1.00014807
-5.21960980,1.87321378,0.45949125,0.20935425,0.00041358,0.10745363,0.55007022,0.56184319,0.00728147,0.97627913
-5.21360680,1.85094365,0.46049938,0.21619867,0.00038713,0.11297455,0.54039722,0.54615875,0.00690306,0.95317683
-5.20760380,1.83256337,0.46085166,0.22437633,0.00036904,0.11891578,0.53082425,0.53199364,0.00663128,0.93114582
-5.20160080,1.81863769,0.46078379,0.23391951,0.00035900,0.12530456,0.52158529,0.51947221,0.00646151,0.91052632
-5.19559780,1.80974240,0.46055862,0.24484120,0.00035665,0.13216114,0.51293351,0.50872322,0.00638837,0.89168613
-5.18959480,1.80644230,0.46045648,0.25713244,0.00036160,0.13949663,0.50513310,0.49987566,0.00640584,0.87500968
-5.18359180,1.80926620,0.46076442,0.27075994,0.00037341,0.14731098,0.49844995,0.49305329,0.00650743,0.86088478
-5.17758879,1.81868051,0.46176496,0.28566426,0.00039164,0.15559136,0.49314161,0.48836851,0.00668625,0.84968786
-5.17158579,1.83506311,0.46372484,0.30175868,0.00041582,0.16431093,0.48944692,0.48591587,0.00693513,0.84176850
-5.16558279,1.85867915,0.46688440,0.31892894,0.00044545,0.17342813,0.48757608,0.48576590,0.00724676,0.83743411
-5.15957979,1.88966041,0.47144783,0.33703400,0.00048003,0.18288665,0.48770141,0.48795954,0.00761368,0.83693570
