energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.26163082,3.77749955,2.86945013,0.67769652,0.00190303,1.23498613,0.02165929,1.39355925,0.84062987,0.35526724
-5.25562781,3.74493525,2.84042584,0.67208091,0.00179409,1.23019191,0.02096428,1.37787035,0.83667522,0.34815759
-5.24962481,3.70696563,2.80479753,0.66581135,0.00169126,1.22455719,0.02022340,1.35906785,0.83110181,0.34114649
-5.24362181,3.66505860,2.76360728,0.65912462,0.00159614,1.21843869,0.01944433,1.33787166,0.82430712,0.33441492
-5.23761881,3.62082089,2.71801504,0.65227294,0.00151013,1.21220752,0.01863658,1.31508653,0.81673042,0.32815624
-5.23161581,3.57594183,2.66925962,0.64551372,0.00143446,1.20623200,0.01781127,1.29157915,0.80883920,0.32257135
-5.22561281,3.53213405,2.61861743,0.63909900,0.00137013,1.20086067,0.01698076,1.26825318,0.80111466,0.31786345
-5.21960980,3.49107426,2.56736082,0.63326544,0.00131798,1.19640625,0.01615828,1.24602291,0.79403693,0.31423262
-5.21360680,3.45434637,2.51671797,0.62822507,0.00127859,1.19313145,0.01535750,1.22578688,0.78807052,0.31187032
-5.20760380,3.42338958,2.46783583,0.62415738,0.00125236,1.19123732,0.01459205,1.20840223,0.78365059,0.31095421
-5.20160080,3.39945360,2.42174777,0.62120312,0.00123948,1.19085471,0.01387513,1.19466081,0.78117056,0.31164323
-5.19559780,3.38356243,2.37934703,0.61945987,0.00123993,1.19203919,0.01321901,1.18526783,0.78097136,0.31407326
-5.18959480,3.37648797,2.34136690,0.61897979,0.00125347,1.19476963,0.01263466,1.18082374,0.78333264,0.31835339
-5.18359180,3.37873392,2.30836793,0.61976928,0.00127970,1.19895034,0.01213140,1.18180965,0.78846615,0.32456296
-5.17758879,3.39053014,2.28073249,0.62179068,0.00131798,1.20441661,0.01171659,1.18857689,0.79651124,0.33274929
-5.17158579,3.41183679,2.25866621,0.62496568,0.00136752,1.21094321,0.01139539,1.20134053,0.80753265,0.34292626
-5.16558279,3.44235755,2.24220592,0.62918020,0.00142734,1.21825536,0.01117061,1.22017705,0.82152028,0.35507371
-5.15957979,3.48156063,2.23123317,0.63429048,0.00149632,1.22604145,0.01104262,1.24502583,0.83839095,0.36913750
-5.15357679,3.52870619,2.22549247,0.64012992,0.00157317,1.23396698,0.01100934,1.27569438,0.85799177,0.38503040
-5.14757379,3.58287861,2.22461310,0.64651639,0.00165654,1.24168890,0.01106631,1.31186672,0.88010514,0.40263364
-5.14157079,3.64302213,2.22813346,0.65325957,0.00174495,1.24886979,0.01120681,1.35311473,0.90445489,0.42179909
-5.13556778,3.70797833,2.23552682,0.66016815,0.00183690,1.25519125,0.01142206,1.39891182,0.93071352,0.44235204
-5.12956478,3.77652417,2.24622748,0.66705638,0.00193091,1.26036596,0.01170151,1.44864869,0.95851035,0.46409458
-5.12356178,3.84740936,2.25965639,0.67375003,0.00202550,1.26414812,0.01203310,1.50165047,0.98744027,0.48680940
-5.11755878,3.91939209,2.27524532,0.68009137,0.00211930,1.26634180,0.01240365,1.55719504,1.01707306,0.51026410
-5.11155578,3.99127227,2.29245893,0.68594325,0.00221108,1.26680716,0.01279925,1.61453181,1.04696302,0.53421590
-5.10555278,4.06192170,2.31081399,0.69119206,0.00229979,1.26546435,0.01320560,1.67290077,1.07665885,0.55841664
-5.09954977,4.13031036,2.32989531,0.69574972,0.00238461,1.26229509,0.01360849,1.73155116,1.10571350,0.58261799
-5.09354677,4.19552871,2.34936784,0.69955469,0.00246496,1.25734195,0.01399415,1.78975933,1.13369390,0.60657684
-5.08754377,4.25680531,2.36898450,0.70257197,0.00254059,1.25070551,0.01434964,1.84684544,1.16019028,0.63006059
-5.08154077,4.31351950,2.38858962,0.70479225,0.00261151,1.24253949,0.01466321,1.90218831,1.18482492,0.65285227
-5.07553777,4.36520892,2.40811766,0.70623031,0.00267808,1.23304400,0.01492458,1.95523817,1.20726003,0.67475534
-5.06953477,4.41157145,2.42758716,0.70692264,0.00274093,1.22245722,0.01512521,2.00552674,1.22720441,0.69559789
-5.06353177,4.45246158,2.44709009,0.70692443,0.00280097,1.21104569,0.01525848,2.05267430,1.24441890,0.71523609
-5.05752876,4.48788096,2.46677675,0.70630603,0.00285934,1.19909342,0.01531980,2.09639337,1.25872004,0.73355676
-5.05152576,4.51796339,2.48683676,0.70514895,0.00291735,1.18689030,0.01530666,2.13648892,1.26998204,0.75047875
-5.04552276,4.54295449,2.50747671,0.70354137,0.00297642,1.17471999,0.01521858,2.17285485,1.27813677,0.76595324
-5.03951976,4.56318658,2.52889545,0.70157356,0.00303798,1.16284766,0.01505707,2.20546699,1.28317176,0.77996262
-5.03351676,4.57904954,2.55125798,0.69933295,0.00310341,1.15150816,0.01482540,2.23437264,1.28512637,0.79251814
-5.02751376,4.59095883,2.57466925,0.69689939,0.00317394,1.14089489,0.01452841,2.25967732,1.28408603,0.80365632
-5.02151076,4.59932182,2.59914926,0.69434040,0.00325055,1.13114986,0.01417227,2.28152903,1.28017510,0.81343415
-5.01550775,4.60450413,2.62461083,0.69170686,0.00333392,1.12235540,0.01376415,2.30010101,1.27354847,0.82192348
-5.00950475,4.60679747,2.65084145,0.68902925,0.00342433,1.11452802,0.01331192,2.31557365,1.26438242,0.82920469
-5.00350175,4.60639086,2.67749057,0.68631455,0.00352160,1.10761466,0.01282387,2.32811668,1.25286518,0.83535998
-4.99749875,4.60334677,2.70406342,0.68354416,0.00362511,1.10149166,0.01230833,2.33787241,1.23918767,0.84046675
-4.99149575,4.59758387,2.72992204,0.68067279,0.00373372,1.09596675,0.01177346,2.34494116,1.22353503,0.84459125
-4.98549275,4.58886740,2.75429428,0.67762868,0.00384579,1.09078399,0.01122698,2.34936964,1.20607917,0.84778302
-4.97948974,4.57680842,2.77629051,0.67431502,0.00395927,1.08563167,0.01067592,2.35114303,1.18697297,0.85007039
-4.97348674,4.56087199,2.79492792,0.67061276,0.00407166,1.08015297,0.01012654,2.35018124,1.16634626,0.85145727
-4.96748374,4.54039462,2.80916136,0.66638458,0.00418019,1.07395888,0.00958418,2.34633983,1.14430382,0.85192152
-4.96148074,4.51461013,2.81791972,0.66148011,0.00428184,1.06664311,0.00905320,2.33941538,1.12092547,0.85141499
-4.95547774,4.48268309,2.82014606,0.65574199,0.00437348,1.05779814,0.00853699,2.32915535,1.09626806,0.84986523
-4.94947474,4.44374811,2.81483970,0.64901267,0.00445197,1.04703183,0.00803803,2.31527172,1.07036941,0.84717887
-4.94347174,4.39695327,2.80109831,0.64114165,0.00451434,1.03398385,0.00755793,2.29745797,1.04325356,0.84324644
-4.93746873,4.34150539,2.77815774,0.63199266,0.00455782,1.01834111,0.00709757,2.27540826,1.01493719,0.83794842
-4.93146573,4.27671487,2.74542778,0.62145064,0.00458002,0.99985145,0.00665722,2.24883793,0.98543674,0.83116220
-4.92546273,4.20203784,2.70252187,0.60942810,0.00457903,0.97833505,0.00623669,2.21750420,0.95477556,0.82276962
-4.91945973,4.11711341,2.64927938,0.59587042,0.00455343,0.95369294,0.00583544,2.18122599,0.92299083,0.81266457
-4.91345673,4.02179408,2.58577925,0.58076005,0.00450243,0.92591223,0.00545277,2.13990169,0.89013977,0.80076047
-4.90745373,3.91616792,2.51234435,0.56411920,0.00442585,0.89506792,0.00508791,2.09352412,0.85630457,0.78699705
-4.90145073,3.80057130,2.42953645,0.54601103,0.00432417,0.86132112,0.00474016,2.04219180,0.82159610,0.77134621
-4.89544772,3.67559168,2.33814202,0.52653920,0.00419845,0.82491406,0.00440897,1.98611599,0.78615584,0.75381665
-4.88944472,3.54206042,2.23914966,0.50584579,0.00405036,0.78616184,0.00409401,1.92562324,0.75015614,0.73445701
-4.88344172,3.40103608,2.13372035,0.48410783,0.00388207,0.74544180,0.00379520,1.86115315,0.71379883,0.71335751
-4.87743872,3.25377905,2.02315200,0.46153250,0.00369617,0.70318071,0.00351278,1.79325172,0.67731213,0.69064987
-4.87143572,3.10171886,1.90883999,0.43835118,0.00349561,0.65984065,0.00324731,1.72256039,0.64094617,0.66650565
-4.86543272,2.94641573,1.79223543,0.41481283,0.00328355,0.61590413,0.00299965,1.64980143,0.60496735,0.64113312
-4.85942971,2.78951807,1.67480319,0.39117682,0.00306329,0.57185927,0.00277095,1.57576020,0.56965175,0.61477264
-4.85342671,2.63271790,1.55798115,0.36770550,0.00283814,0.52818550,0.00256265,1.50126514,0.53527805,0.58769108
-4.84742371,2.47770576,1.44314241,0.34465697,0.00261135,0.48534047,0.00237642,1.42716624,0.50212015,0.56017514
-4.84142071,2.32612715,1.33156168,0.32227820,0.00238598,0.44374861,0.00221418,1.35431283,0.47043986,0.53252419
-4.83541771,2.17954173,1.22438696,0.30079869,0.00216487,0.40379168,0.00207805,1.28353153,0.44048001,0.50504274
-4.82941471,2.03938680,1.12261698,0.28042504,0.00195054,0.36580150,0.00197032,1.21560514,0.41245810,0.47803280
-4.82341171,1.90694598,1.02708510,0.26133638,0.00174515,0.33005504,0.00189347,1.15125311,0.38656089,0.45178659
-4.81740870,1.78332392,0.93844942,0.24368093,0.00155050,0.29677173,0.00185013,1.09111435,0.36293987,0.42657961
-4.81140570,1.66942750,0.85718906,0.22757360,0.00136800,0.26611304,0.00184307,1.03573275,0.34170798,0.40266451
-4.80540270,1.56595361,0.78360617,0.21309473,0.00119865,0.23818388,0.00187521,0.98554591,0.32293738,0.38026584
-4.79939970,1.47338368,0.71783297,0.20028990,0.00104310,0.21303573,0.00194956,0.94087725,0.30665856,0.35957577
-4.79339670,1.39198439,0.65984313,0.18917074,0.00090165,0.19067112,0.00206923,0.90193181,0.29286057,0.34075104
-4.78739370,1.32181436,0.60946664,0.17971664,0.00077429,0.17104903,0.00223739,0.86879555,0.28149241,0.32391102
-4.78139070,1.26273598,0.56640725,0.17187724,0.00066074,0.15409099,0.00245719,0.84143819,0.27246547,0.30913701
-4.77538769,1.21443161,0.53026182,0.16557561,0.00056050,0.13968741,0.00273172,0.81971929,0.26565684,0.29647253
-4.76938469,1.17642345,0.50054047,0.16071186,0.00047289,0.12770399,0.00306388,0.80339723,0.26091350,0.28592480
-4.76338169,1.14809595,0.47668712,0.15716717,0.00039709,0.11798776,0.00345630,0.79214062,0.25805702,0.27746691
-4.75737869,1.12871988,0.45809950,0.15480799,0.00033220,0.11037275,0.00391118,0.78554162,0.25688870,0.27104088
-4.75137569,1.11747712,0.44414819,0.15349026,0.00027726,0.10468498,0.00443014,0.78313063,0.25719502,0.26656109
-4.74537269,1.11348526,0.43419428,0.15306359,0.00023130,0.10074669,0.00501404,0.78439162,0.25875299,0.26391805
-4.73936968,1.11582111,0.42760518,0.15337518,0.00019334,0.09837990,0.00566282,0.78877751,0.26133551,0.26298238
-4.73336668,1.12354246,0.42376837,0.15427341,0.00016243,0.09740906,0.00637528,0.79572512,0.26471634,0.26360857
-4.72736368,1.13570748,0.42210296,0.15561104,0.00013769,0.09766308,0.00714896,0.80466897,0.26867458,0.26563860
-4.72136068,1.15139135,0.42206892,0.15724788,0.00011826,0.09897662,0.00797992,0.81505360,0.27299865,0.26890514
-4.71535768,1.16969985,0.42317410,0.15905295,0.00010338,0.10119089,0.00886266,0.82634404,0.27748957,0.27323440
-4.70935468,1.18977992,0.42497897,0.16090607,0.00009233,0.10415399,0.00979000,0.83803429,0.28196351,0.27844839
-4.70335168,1.21082720,0.42709936,0.16269893,0.00008448,0.10772089,0.01075307,0.84965365,0.28625367,0.28436681
-4.69734867,1.23209100,0.42920735,0.16433565,0.00007927,0.11175335,0.01174133,0.86077097,0.29021145,0.29080850
-4.69134567,1.25287696,0.43103052,0.16573288,0.00007617,0.11611966,0.01274266,0.87099717,0.29370702,0.29759264
-4.68534267,1.27254816,0.43234995,0.16681955,0.00007475,0.12069455,0.01374352,0.87998608,0.29662934,0.30453971
-4.67933967,1.29052497,0.43299707,0.16753632,0.00007462,0.12535916,0.01472919,0.88743417,0.29888581,0.31147246
-4.67333667,1.30628448,0.43284986,0.16783485,0.00007544,0.13000122,0.01568409,0.89307939,0.30040159,0.31821700
-4.66733367,1.31935996,0.43182851,0.16767693,0.00007690,0.13451554,0.01659215,0.89669974,0.30111876,0.32460409
-4.66133067,1.32934077,0.42989084,0.16703369,0.00007876,0.13880465,0.01743719,0.89811166,0.30099543,0.33047072
-4.65532766,1.33587300,0.42702769,0.16588474,0.00008080,0.14277968,0.01820344,0.89716875,0.30000482,0.33566217
-4.64932466,1.33866111,0.42325842,0.16421754,0.00008282,0.14636143,0.01887597,0.89376092,0.29813448,0.34003429
-4.64332166,1.33747042,0.41862662,0.16202678,0.00008467,0.14948150,0.01944118,0.88781412,0.29538552,0.34345630
