energy_ev,total_up,Cd_p_up,Cd_d_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up
-6.00000000,3.04777391,1.01734223,0.38483218,0.21641813,0.00000000,0.12111928,1.47601569
-5.99399700,3.02309572,0.99557807,0.38971583,0.20897944,0.00000000,0.12317231,1.48662514
-5.98799400,2.99856667,0.97389705,0.39438933,0.20165381,0.00000000,0.12517213,1.49797619
-5.98199100,2.97468341,0.95258287,0.39885583,0.19449164,0.00000000,0.12710652,1.51025581
-5.97598799,2.95190255,0.93189742,0.40312633,0.18753271,0.00000000,0.12896451,1.52362643
-5.96998499,2.93062190,0.91207403,0.40721695,0.18080609,0.00000000,0.13073611,1.53821411
-5.96398199,2.91116301,0.89331156,0.41114598,0.17433049,0.00000000,0.13241199,1.55409715
-5.95797899,2.89375616,0.87576958,0.41493077,0.16811488,0.00000000,0.13398321,1.57129591
-5.95197599,2.87852828,0.85956496,0.41858473,0.16215955,0.00000000,0.13544096,1.58976431
-5.94597299,2.86549480,0.84476978,0.42211464,0.15645739,0.00000000,0.13677636,1.60938366
-5.93996998,2.85455552,0.83141086,0.42551834,0.15099527,0.00000000,0.13798028,1.62995929
-5.93396698,2.84549500,0.81947063,0.42878294,0.14575568,0.00000000,0.13904326,1.65122008
-5.92796398,2.83798725,0.80888946,0.43188371,0.14071826,0.00000000,0.13995545,1.67282134
-5.92196098,2.83160461,0.79956907,0.43478362,0.13586129,0.00000000,0.14070658,1.69435069
-5.91595798,2.82583029,0.79137700,0.43743355,0.13116311,0.00000000,0.14128602,1.71533706
-5.90995498,2.82007416,0.78415177,0.43977314,0.12660325,0.00000000,0.14168282,1.73526220
-5.90395198,2.81369087,0.77770854,0.44173226,0.12216336,0.00000000,0.14188580,1.75357444
-5.89794897,2.80599970,0.77184504,0.44323296,0.11782791,0.00000000,0.14188365,1.76970412
-5.89194597,2.79630535,0.76634751,0.44419179,0.11358454,0.00000000,0.14166506,1.78308001
-5.88594297,2.78391890,0.76099652,0.44452251,0.10942420,0.00000000,0.14121886,1.79314612
-5.87993997,2.76817828,0.75557253,0.44413883,0.10534106,0.00000000,0.14053422,1.79937835
-5.87393697,2.74846768,0.74986111,0.44295740,0.10133222,0.00000000,0.13960085,1.80130028
-5.86793397,2.72423552,0.74365778,0.44090065,0.09739726,0.00000000,0.13840927,1.79849769
-5.86193097,2.69501057,0.73677242,0.43789958,0.09353775,0.00000000,0.13695114,1.79063134
-5.85592796,2.66041599,0.72903336,0.43389645,0.08975673,0.00000000,0.13521959,1.77744767
-5.84992496,2.62018133,0.72029118,0.42884711,0.08605821,0.00000000,0.13320972,1.75878728
-5.84392196,2.57415221,0.71042217,0.42272322,0.08244673,0.00000000,0.13091903,1.73459098
-5.83791896,2.52229796,0.69933160,0.41551403,0.07892713,0.00000000,0.12834797,1.70490341
-5.83191596,2.46471697,0.68695673,0.40722797,0.07550432,0.00000000,0.12550049,1.66987431
-5.82591296,2.40164005,0.67326955,0.39789376,0.07218331,0.00000000,0.12238455,1.62975754
-5.81990995,2.33343158,0.65827927,0.38756120,0.06896936,0.00000000,0.11901270,1.58490791
-5.81390695,2.26058857,0.64203431,0.37630151,0.06586822,0.00000000,0.11540245,1.53577613
-5.80790395,2.18373755,0.62462387,0.36420726,0.06288648,0.00000000,0.11157667,1.48290193
-5.80190095,2.10362911,0.60617871,0.35139177,0.06003206,0.00000000,0.10756378,1.42690565
-5.79589795,2.02113008,0.58687127,0.33798811,0.05731454,0.00000000,0.10339781,1.36847837
-5.78989495,1.93721319,0.56691463,0.32414750,0.05474566,0.00000000,0.09911829,1.30837074
-5.78389195,1.85294404,0.54656055,0.31003722,0.05233959,0.00000000,0.09476989,1.24738080
-5.77788894,1.76946547,0.52609615,0.29583805,0.05011315,0.00000000,0.09040187,1.18634071
-5.77188594,1.68797915,0.50583943,0.28174118,0.04808588,0.00000000,0.08606741,1.12610273
-5.76588294,1.60972464,0.48613340,0.26794467,0.04627983,0.00000000,0.08182256,1.06752448
-5.75987994,1.53595602,0.46733905,0.25464962,0.04471933,0.00000000,0.07772521,1.01145372
-5.75387694,1.46791638,0.44982717,0.24205589,0.04343032,0.00000000,0.07383383,0.95871276
-5.74787394,1.40681076,0.43396915,0.23035773,0.04243969,0.00000000,0.07020606,0.91008287
-5.74187094,1.35377787,0.42012708,0.21973928,0.04177428,0.00000000,0.06689738,0.86628884
-5.73586793,1.30986143,0.40864342,0.21037010,0.04145980,0.00000000,0.06395961,0.82798398
-5.72986493,1.27598187,0.39983046,0.20240085,0.04151963,0.00000000,0.06143958,0.79573605
-5.72386193,1.25290926,0.39396004,0.19595931,0.04197348,0.00000000,0.05937780,0.77001427
-5.71785893,1.24123830,0.39125383,0.19114680,0.04283613,0.00000000,0.05780730,0.75117801
-5.71185593,1.24136648,0.39187458,0.18803518,0.04411614,0.00000000,0.05675268,0.73946741
-5.70585293,1.25347614,0.39591869,0.18666456,0.04581466,0.00000000,0.05622928,0.73499633
-5.69984992,1.27752157,0.40341046,0.18704172,0.04792446,0.00000000,0.05624271,0.73774807
-5.69384692,1.31322160,0.41429825,0.18913950,0.05042914,0.00000000,0.05678859,0.74757402
-5.68784392,1.36005866,0.42845292,0.19289701,0.05330262,0.00000000,0.05785256,0.76419561
-5.68184092,1.41728454,0.44566858,0.19822086,0.05650893,0.00000000,0.05941064,0.78720963
-5.67583792,1.48393316,0.46566586,0.20498726,0.06000240,0.00000000,0.06142987,0.81609695
-5.66983492,1.55884039,0.48809760,0.21304507,0.06372820,0.00000000,0.06386913,0.85023454
-5.66383192,1.64067050,0.51255702,0.22221967,0.06762321,0.00000000,0.06668037,0.88891068
-5.65782891,1.72794877,0.53858789,0.23231746,0.07161737,0.00000000,0.06980994,0.93134278
-5.65182591,1.81909921,0.56569683,0.24313106,0.07563522,0.00000000,0.07320013,0.97669753
-5.64582291,1.91248645,0.59336687,0.25444477,0.07959788,0.00000000,0.07679085,1.02411267
-5.63981991,2.00646011,0.62107223,0.26604037,0.08342512,0.00000000,0.08052135,1.07271954
-5.63381691,2.09940030,0.64829351,0.27770279,0.08703773,0.00000000,0.08433199,1.12166588
-5.62781391,2.18976233,0.67453280,0.28922568,0.09035981,0.00000000,0.08816587,1.17013773
-5.62181091,2.27611901,0.69932820,0.30041646,0.09332114,0.00000000,0.09197045,1.21737983
-5.61580790,2.35719862,0.72226702,0.31110088,0.09585938,0.00000000,0.09569885,1.26271350
-5.60980490,2.43191719,0.74299720,0.32112662,0.09792208,0.00000000,0.09931101,1.30555145
-5.60380190,2.49940341,0.76123643,0.33036614,0.09946829,0.00000000,0.10277452,1.34540884
-5.59779890,2.55901537,0.77677869,0.33871836,0.10046996,0.00000000,0.10606511,1.38191011
-5.59179590,2.61034826,0.78949771,0.34610939,0.10091269,0.00000000,0.10916678,1.41479146
-5.58579290,2.65323274,0.79934748,0.35249207,0.10079614,0.00000000,0.11207164,1.44389876
-5.57978989,2.68772423,0.80635963,0.35784461,0.10013391,0.00000000,0.11477929,1.46918125
-5.57378689,2.71408359,0.81063781,0.36216821,0.09895282,0.00000000,0.11729599,1.49068132
-5.56778389,2.73275027,0.81234957,0.36548399,0.09729187,0.00000000,0.11963343,1.50852092
-5.56178089,2.74430924,0.81171580,0.36782928,0.09520064,0.00000000,0.12180737,1.52288544
-5.55577789,2.74945347,0.80899863,0.36925356,0.09273741,0.00000000,0.12383607,1.53400584
-5.54977489,2.74894367,0.80448800,0.36981423,0.08996698,0.00000000,0.12573862,1.54213996
-5.54377189,2.74356733,0.79848783,0.36957246,0.08695834,0.00000000,0.12753332,1.54755404
-5.53776888,2.73409901,0.79130221,0.36858932,0.08378222,0.00000000,0.12923604,1.55050528
-5.53176588,2.72126374,0.78322242,0.36692233,0.08050874,0.00000000,0.13085886,1.55122639
-5.52576288,2.70570515,0.77451519,0.36462275,0.07720507,0.00000000,0.13240880,1.54991273
-5.51975988,2.68795960,0.76541276,0.36173350,0.07393347,0.00000000,0.13388695,1.54671274
-5.51375688,2.66843756,0.75610516,0.35828800,0.07074946,0.00000000,0.13528788,1.54172190
-5.50775388,2.64741266,0.74673495,0.35430974,0.06770043,0.00000000,0.13659942,1.53498056
-5.50175088,2.62501866,0.73739451,0.34981280,0.06482464,0.00000000,0.13780281,1.52647544
-5.49574787,2.60125434,0.72812601,0.34480304,0.06215057,0.00000000,0.13887328,1.51614474
-5.48974487,2.57599553,0.71892385,0.33927994,0.05969679,0.00000000,0.13978093,1.50388642
-5.48374187,2.54901361,0.70973943,0.33323899,0.05747213,0.00000000,0.14049193,1.48956907
-5.47773887,2.51999921,0.70048783,0.32667439,0.05547625,0.00000000,0.14097004,1.47304479
-5.47173587,2.48858976,0.69105616,0.31958193,0.05370060,0.00000000,0.14117825,1.45416332
-5.46573287,2.45439951,0.68131288,0.31196186,0.05212951,0.00000000,0.14108060,1.43278666
-5.45972986,2.41705033,0.67111789,0.30382163,0.05074160,0.00000000,0.14064397,1.40880337
-5.45372686,2.37620190,0.66033265,0.29517821,0.04951127,0.00000000,0.13983995,1.38214193
-5.44772386,2.33157966,0.64882999,0.28606000,0.04841028,0.00000000,0.13864642,1.35278233
-5.44172086,2.28299948,0.63650306,0.27650814,0.04740924,0.00000000,0.13704907,1.32076548
-5.43571786,2.23038771,0.62327315,0.26657721,0.04647918,0.00000000,0.13504257,1.28619981
-5.42971486,2.17379587,0.60909587,0.25633516,0.04559288,0.00000000,0.13263148,1.24926496
-5.42371186,2.11340934,0.59396565,0.24586257,0.04472603,0.00000000,0.12983070,1.21021209
-5.41770885,2.04954987,0.57791823,0.23525129,0.04385834,0.00000000,0.12666567,1.16936106
-5.41170585,1.98267159,0.56103112,0.22460239,0.04297422,0.00000000,0.12317211,1.12709440
-5.40570285,1.91335119,0.54342220,0.21402362,0.04206339,0.00000000,0.11939534,1.08384837
-5.39969985,1.84227245,0.52524629,0.20362644,0.04112118,0.00000000,0.11538936,1.04010151
-5.39369685,1.77020614,0.50669023,0.19352280,0.04014868,0.00000000,0.11121556,0.99636109
-5.38769385,1.69798606,0.48796643,0.18382168,0.03915262,0.00000000,0.10694118,0.95314808
-5.38169085,1.62648251,0.46930545,0.17462575,0.03814518,0.00000000,0.10263761,0.91098128
-5.37568784,1.55657437,0.45094789,0.16602810,0.03714360,0.00000000,0.09837860,0.87036118
-5.36968484,1.48912099,0.43313594,0.15810925,0.03616981,0.00000000,0.09423841,0.83175434
-5.36368184,1.42493525,0.41610514,0.15093458,0.03524992,0.00000000,0.09029001,0.79557884
-5.35767884,1.36475894,0.40007652,0.14455233,0.03441385,0.00000000,0.08660339,0.76219144
-5.35167584,1.30924152,0.38524975,0.13899211,0.03369488,0.00000000,0.08324406,0.73187702
-5.34567284,1.25892319,0.37179733,0.13426417,0.03312938,0.00000000,0.08027175,0.70484063
-5.33966983,1.21422293,0.35986024,0.13035929,0.03275663,0.00000000,0.07773944,0.68120258
-5.33366683,1.17543182,0.34954521,0.12724944,0.03261871,0.00000000,0.07569255,0.66099664
-5.32766383,1.14271208,0.34092357,0.12488908,0.03276053,0.00000000,0.07416858,0.64417141
-5.32166083,1.11610131,0.33403176,0.12321707,0.03322999,0.00000000,0.07319692,0.63059492
-5.31565783,1.09552194,0.32887352,0.12215914,0.03407815,0.00000000,0.07279900,0.62006190
-5.30965483,1.08079489,0.32542330,0.12163078,0.03535945,0.00000000,0.07298862,0.61230369
-5.30365183,1.07165693,0.32363092,0.12154048,0.03713187,0.00000000,0.07377251,0.60700015
-5.29764882,1.06778036,0.32342708,0.12179303,0.03945700,0.00000000,0.07515104,0.60379302
-5.29164582,1.06879421,0.32472937,0.12229297,0.04239996,0.00000000,0.07711896,0.60230017
-5.28564282,1.07430555,0.32744831,0.12294787,0.04602900,0.00000000,0.07966623,0.60213017
-5.27963982,1.08391991,0.33149336,0.12367131,0.05041486,0.00000000,0.08277880,0.60289645
-5.27363682,1.09725952,0.33677817,0.12438558,0.05562968,0.00000000,0.08643930,0.60423051
-5.26763382,1.11397867,0.34322504,0.12502384,0.06174558,0.00000000,0.09062767,0.60579374
-5.26163082,1.13377523,0.35076818,0.12553172,0.06883266,0.00000000,0.09532161,0.60728732
-5.25562781,1.15639793,0.35935564,0.12586832,0.07695669,0.00000000,0.10049691,0.60845999
-5.24962481,1.18164905,0.36894983,0.12600663,0.08617629,0.00000000,0.10612756,0.60911340
-5.24362181,1.20938254,0.37952645,0.12593326,0.09653977,0.00000000,0.11218583,0.60910497
-5.23761881,1.23949790,0.39107216,0.12564760,0.10808175,0.00000000,0.11864207,0.60834843
-5.23161581,1.27193015,0.40358084,0.12516058,0.12081956,0.00000000,0.12546454,0.60681198
-5.22561281,1.30663690,0.41704894,0.12449281,0.13474975,0.00000000,0.13261908,0.60451452
-5.21960980,1.34358306,0.43146993,0.12367260,0.14984467,0.00000000,0.14006884,0.60152006
-5.21360680,1.38272455,0.44682851,0.12273365,0.16604955,0.00000000,0.14777394,0.59793093
-5.20760380,1.42399169,0.46309467,0.12171273,0.18328003,0.00000000,0.15569128,0.59387986
-5.20160080,1.46727371,0.48021805,0.12064734,0.20142058,0.00000000,0.16377437,0.58952169
-5.19559780,1.51240499,0.49812316,0.11957355,0.22032369,0.00000000,0.17197334,0.58502472
-5.18959480,1.55915412,0.51670547,0.11852408,0.23981030,0.00000000,0.18023507,0.58056239
-5.18359180,1.60721638,0.53582888,0.11752669,0.25967133,0.00000000,0.18850343,0.57630529
-5.17758879,1.65621003,0.55532473,0.11660291,0.27967038,0.00000000,0.19671978,0.57241399
-5.17158579,1.70567680,0.57499239,0.11576722,0.29954782,0.00000000,0.20482349,0.56903264
-5.16558279,1.75508642,0.59460162,0.11502657,0.31902590,0.00000000,0.21275263,0.56628366
-5.15957979,1.80384514,0.61389646,0.11438043,0.33781493,0.00000000,0.22044480,0.56426347
-5.15357679,1.85130766,0.63260070,0.11382102,0.35562037,0.00000000,0.22783789,0.56303930
-5.14757379,1.89679202,0.65042448,0.11333406,0.37215049,0.00000000,0.23487100,0.56264710
-5.14157079,1.93959665,0.66707199,0.11289962,0.38712428,0.00000000,0.24148533,0.56309048
-5.13556778,1.97901879,0.68224968,0.11249332,0.40027954,0.00000000,0.24762497,0.56434064
-5.12956478,2.01437359,0.69567479,0.11208755,0.41138050,0.00000000,0.25323778,0.56633730
-5.12356178,2.04501300,0.70708369,0.11165282,0.42022493,0.00000000,0.25827615,0.56899040
-5.11755878,2.07034373,0.71623979,0.11115916,0.42665024,0.00000000,0.26269778,0.57218279
-5.11155578,2.08984383,0.72294062,0.11057743,0.43053845,0.00000000,0.26646644,0.57577365
-5.10555278,2.10307726,0.72702380,0.10988056,0.43181977,0.00000000,0.26955268,0.57960272
-5.09954977,2.10970619,0.72837179,0.10904473,0.43047457,0.00000000,0.27193469,0.58349527
-5.09354677,2.10950095,0.72691520,0.10805037,0.42653388,0.00000000,0.27359911,0.58726778
-5.08754377,2.10234730,0.72263459,0.10688305,0.42007815,0.00000000,0.27454197,0.59073434
-5.08154077,2.08825146,0.71556096,0.10553424,0.41123456,0.00000000,0.27476963,0.59371346
-5.07553777,2.06734264,0.70577479,0.10400183,0.40017298,0.00000000,0.27429994,0.59603544
-5.06953477,2.03987357,0.69340393,0.10229065,0.38710061,0.00000000,0.27316322,0.59754996
-5.06353177,2.00621898,0.67862045,0.10041271,0.37225589,0.00000000,0.27140341,0.59813370
-5.05752876,1.96687236,0.66163671,0.09838741,0.35590157,0.00000000,0.26907902,0.59769779
-5.05152576,1.92244103,0.64270081,0.09624153,0.33831751,0.00000000,0.26626395,0.59619479
-5.04552276,1.87363965,0.62209161,0.09400915,0.31979338,0.00000000,0.26304805,0.59362476
-5.03951976,1.82128215,0.60011353,0.09173137,0.30062157,0.00000000,0.25953726,0.59004039
-5.03351676,1.76627207,0.57709127,0.08945591,0.28109052,0.00000000,0.25585330,0.58555049
-5.02751376,1.70959125,0.55336452,0.08723656,0.26147864,0.00000000,0.25213276,0.58032192
-5.02151076,1.65228665,0.52928279,0.08513243,0.24204914,0.00000000,0.24852547,0.57457944
-5.01550775,1.59545541,0.50520025,0.08320701,0.22304566,0.00000000,0.24519229,0.56860345
-5.00950475,1.54022790,0.48147085,0.08152712,0.20468886,0.00000000,0.24230198,0.56272548
-5.00350175,1.48774898,0.45844336,0.08016156,0.18717398,0.00000000,0.24002747,0.55732136
-4.99749875,1.43915731,0.43645666,0.07917971,0.17066934,0.00000000,0.23854139,0.55280229
-4.99149575,1.39556325,0.41583492,0.07864985,0.15531557,0.00000000,0.23801108,0.54960387
-4.98549275,1.35802538,0.39688297,0.07863742,0.14122571,0.00000000,0.23859318,0.54817339
-4.97948974,1.32752631,0.37988161,0.07920315,0.12848580,0.00000000,0.24042789,0.54895580
-4.97348674,1.30494821,0.36508301,0.08040112,0.11715598,0.00000000,0.24363332,0.55237879
-4.96748374,1.29104875,0.35270624,0.08227684,0.10727200,0.00000000,0.24830001,0.55883741
-4.96148074,1.28643827,0.34293298,0.08486531,0.09884683,0.00000000,0.25448580,0.56867881
-4.95547774,1.29155882,0.33590352,0.08818928,0.09187250,0.00000000,0.26221154,0.58218771
-4.94947474,1.30666589,0.33171314,0.09225762,0.08632193,0.00000000,0.27145761,0.59957296
-4.94347174,1.33181365,0.33040908,0.09706397,0.08215069,0.00000000,0.28216155,0.62095589
-4.93746873,1.36684435,0.33198810,0.10258570,0.07929876,0.00000000,0.29421707,0.64636080
-4.93146573,1.41138243,0.33639493,0.10878321,0.07769210,0.00000000,0.30747433,0.67570803
-4.92546273,1.46483393,0.34352163,0.11559971,0.07724425,0.00000000,0.32174177,0.70880993
-4.91945973,1.52639149,0.35320798,0.12296145,0.07785778,0.00000000,0.33678936,0.74536994
-4.91345673,1.59504510,0.36524305,0.13077840,0.07942568,0.00000000,0.35235327,0.78498496
-4.90745373,1.66959863,0.37936797,0.13894551,0.08183291,0.00000000,0.36814186,0.82715103
-4.90145073,1.74869196,0.39527996,0.14734444,0.08495780,0.00000000,0.38384273,0.87127225
-4.89544772,1.83082830,0.41263756,0.15584580,0.08867373,0.00000000,0.39913072,0.91667275
-4.88944472,1.91440620,0.43106708,0.16431180,0.09285086,0.00000000,0.41367653,0.96261149
-4.88344172,1.99775548,0.45017017,0.17259933,0.09735801,0.00000000,0.42715565,1.00829946
-4.87743872,2.07917616,0.46953225,0.18056329,0.10206473,0.00000000,0.43925737,1.05291890
-4.87143572,2.15697949,0.48873190,0.18806020,0.10684357,0.00000000,0.44969348,1.09564391
-4.86543272,2.22952969,0.50735061,0.19495181,0.11157238,0.00000000,0.45820632,1.13566191
-4.85942971,2.29528550,0.52498295,0.20110885,0.11613679,0.00000000,0.46457609,1.17219528
-4.85342671,2.35283990,0.54124675,0.20641444,0.12043272,0.00000000,0.46862685,1.20452247
-4.84742371,2.40095713,0.55579292,0.21076740,0.12436872,0.00000000,0.47023137,1.23199792
-4.84142071,2.43860537,0.56831465,0.21408507,0.12786837,0.00000000,0.46931434,1.25407009
-4.83541771,2.46498435,0.57855571,0.21630569,0.13087229,0.00000000,0.46585409,1.27029693
-4.82941471,2.47954658,0.58631741,0.21739011,0.13333995,0.00000000,0.45988270,1.28035829
-4.82341171,2.48201161,0.59146410,0.21732294,0.13525107,0.00000000,0.45148449,1.28406473
-4.81740870,2.47237263,0.59392682,0.21611286,0.13660652,0.00000000,0.44079305,1.28136238
-4.81140570,2.45089525,0.59370505,0.21379226,0.13742873,0.00000000,0.42798696,1.27233368
-4.80540270,2.41810822,0.59086639,0.21041616,0.13776155,0.00000000,0.41328432,1.25719391
-4.79939970,2.37478658,0.58554415,0.20606037,0.13766948,0.00000000,0.39693642,1.23628365
-4.79339670,2.32192772,0.57793289,0.20081909,0.13723629,0.00000000,0.37922065,1.21005732
-4.78739370,2.26072118,0.56828209,0.19480192,0.13656314,0.00000000,0.36043316,1.17906848
-4.78139070,2.19251328,0.55688812,0.18813051,0.13576610,0.00000000,0.34088128,1.14395223
-4.77538769,2.11876792,0.54408483,0.18093490,0.13497312,0.00000000,0.32087612,1.10540550
-4.76938469,2.04102489,0.53023306,0.17334970,0.13432073,0.00000000,0.30072548,1.06416604
-4.76338169,1.96085720,0.51570956,0.16551032,0.13395024,0.00000000,0.28072743,1.02099087
-4.75737869,1.87982892,0.50089550,0.15754933,0.13400381,0.00000000,0.26116448,0.97663510
-4.75137569,1.79945502,0.48616533,0.14959307,0.13462028,0.00000000,0.24229870,0.93183175
-4.74537269,1.72116432,0.47187603,0.14175869,0.13593104,0.00000000,0.22436766,0.88727355
-4.73936968,1.64626678,0.45835730,0.13415171,0.13805586,0.00000000,0.20758140,0.84359707
-4.73336668,1.57592602,0.44590302,0.12686400,0.14109898,0.00000000,0.19212027,0.80136981
-4.72736368,1.51113753,0.43476411,0.11997249,0.14514540,0.00000000,0.17813361,0.76108046
